Date,HST
2022-02-28,18.270000457763672
2022-03-01,17.420000076293945
2022-03-02,17.920000076293945
2022-03-03,17.59000015258789
2022-03-04,17.260000228881836
2022-03-07,16.56999969482422
2022-03-08,17.440000534057617
2022-03-09,18.06999969482422
2022-03-10,18.25
2022-03-11,18.020000457763672
2022-03-14,17.899999618530273
2022-03-15,18.149999618530273
2022-03-16,18.860000610351562
2022-03-17,18.84000015258789
2022-03-18,19.030000686645508
2022-03-21,18.450000762939453
2022-03-22,18.600000381469727
2022-03-23,18.360000610351562
2022-03-24,18.700000762939453
2022-03-25,19.09000015258789
2022-03-28,19.100000381469727
2022-03-29,19.81999969482422
2022-03-30,19.93000030517578
2022-03-31,19.43000030517578
2022-04-01,19.549999237060547
2022-04-04,19.450000762939453
2022-04-05,19.010000228881836
2022-04-06,18.31999969482422
2022-04-07,17.950000762939453
2022-04-08,17.81999969482422
2022-04-11,17.850000381469727
2022-04-12,18.219999313354492
2022-04-13,19.700000762939453
2022-04-14,19.579999923706055
2022-04-18,19.440000534057617
2022-04-19,20.43000030517578
2022-04-20,20.43000030517578
2022-04-21,20.639999389648438
2022-04-22,20.559999465942383
2022-04-25,20.93000030517578
2022-04-26,20.420000076293945
2022-04-27,21.059999465942383
2022-04-28,21.239999771118164
2022-04-29,20.350000381469727
2022-05-02,20.1299991607666
2022-05-03,19.8799991607666
2022-05-04,20.1299991607666
2022-05-05,19.75
2022-05-06,20.239999771118164
2022-05-09,19.110000610351562
2022-05-10,19.5
2022-05-11,19.290000915527344
2022-05-12,19.200000762939453
2022-05-13,19.899999618530273
2022-05-16,20.18000030517578
2022-05-17,20.719999313354492
2022-05-18,19.770000457763672
2022-05-19,19.450000762939453
2022-05-20,18.610000610351562
2022-05-23,18.729999542236328
2022-05-24,18.549999237060547
2022-05-25,19.350000381469727
2022-05-26,20.360000610351562
2022-05-27,20.700000762939453
2022-05-31,19.989999771118164
2022-06-01,20.43000030517578
2022-06-02,20.690000534057617
2022-06-03,20.559999465942383
2022-06-06,21.15999984741211
2022-06-07,21.15999984741211
2022-06-08,20.940000534057617
2022-06-09,19.90999984741211
2022-06-10,18.639999389648438
2022-06-13,17.1299991607666
2022-06-14,17.18000030517578
2022-06-15,17.610000610351562
2022-06-16,16.65999984741211
2022-06-17,16.200000762939453
2022-06-21,16.469999313354492
2022-06-22,15.699999809265137
2022-06-23,15.399999618530273
2022-06-24,16.09000015258789
2022-06-27,16.020000457763672
2022-06-28,16.1299991607666
2022-06-29,15.699999809265137
2022-06-30,15.680000305175781
2022-07-01,15.710000038146973
2022-07-05,15.819999694824219
2022-07-06,15.470000267028809
2022-07-07,16.110000610351562
2022-07-08,15.949999809265137
2022-07-11,15.739999771118164
2022-07-12,15.9399995803833
2022-07-13,15.869999885559082
2022-07-14,15.710000038146973
2022-07-15,15.960000038146973
2022-07-18,16.350000381469727
2022-07-19,17.1200008392334
2022-07-20,17.34000015258789
2022-07-21,17.219999313354492
2022-07-22,16.920000076293945
2022-07-25,17.299999237060547
2022-07-26,16.940000534057617
2022-07-27,17.59000015258789
2022-07-28,17.90999984741211
2022-07-29,17.809999465942383
2022-08-01,17.84000015258789
2022-08-02,17.299999237060547
2022-08-03,17.34000015258789
2022-08-04,17.68000030517578
2022-08-05,17.969999313354492
2022-08-08,18.1200008392334
2022-08-09,18.219999313354492
2022-08-10,18.739999771118164
2022-08-11,19.15999984741211
2022-08-12,19.530000686645508
2022-08-15,19.190000534057617
2022-08-16,19.520000457763672
2022-08-17,19.350000381469727
2022-08-18,19.549999237060547
2022-08-19,18.780000686645508
2022-08-22,18.399999618530273
2022-08-23,18.459999084472656
2022-08-24,18.700000762939453
2022-08-25,19.1299991607666
2022-08-26,18.239999771118164
2022-08-29,17.969999313354492
2022-08-30,17.8700008392334
2022-08-31,17.770000457763672
2022-09-01,17.3700008392334
2022-09-02,17.260000228881836
2022-09-06,17.0
2022-09-07,17.639999389648438
2022-09-08,17.670000076293945
2022-09-09,18.239999771118164
2022-09-12,18.489999771118164
2022-09-13,17.8799991607666
2022-09-14,18.31999969482422
2022-09-15,18.1299991607666
2022-09-16,17.770000457763672
2022-09-19,17.81999969482422
2022-09-20,17.700000762939453
2022-09-21,16.799999237060547
2022-09-22,16.190000534057617
2022-09-23,15.819999694824219
2022-09-26,15.520000457763672
2022-09-27,15.760000228881836
2022-09-28,16.549999237060547
2022-09-29,15.789999961853027
2022-09-30,15.880000114440918
2022-10-03,16.3700008392334
2022-10-04,16.850000381469727
2022-10-05,16.729999542236328
2022-10-06,16.559999465942383
2022-10-07,16.299999237060547
2022-10-10,16.34000015258789
2022-10-11,16.530000686645508
2022-10-12,16.6200008392334
2022-10-13,16.829999923706055
2022-10-14,16.809999465942383
2022-10-17,17.3799991607666
2022-10-18,17.649999618530273
2022-10-19,17.530000686645508
2022-10-20,17.239999771118164
2022-10-21,17.84000015258789
2022-10-24,17.84000015258789
2022-10-25,18.0
2022-10-26,18.100000381469727
2022-10-27,18.510000228881836
2022-10-28,18.649999618530273
2022-10-31,18.8799991607666
2022-11-01,18.860000610351562
2022-11-02,18.0
2022-11-03,16.989999771118164
2022-11-04,17.200000762939453
2022-11-07,17.170000076293945
2022-11-08,17.25
2022-11-09,16.799999237060547
2022-11-10,18.1299991607666
2022-11-11,18.559999465942383
2022-11-14,18.09000015258789
2022-11-15,18.559999465942383
2022-11-16,18.280000686645508
2022-11-17,17.8700008392334
2022-11-18,18.329999923706055
2022-11-21,18.170000076293945
2022-11-22,18.530000686645508
2022-11-23,18.270000457763672
2022-11-25,18.459999084472656
2022-11-28,18.200000762939453
2022-11-29,18.65999984741211
2022-11-30,18.940000534057617
2022-12-01,18.690000534057617
2022-12-02,18.56999969482422
2022-12-05,17.68000030517578
2022-12-06,17.40999984741211
2022-12-07,17.579999923706055
2022-12-08,17.690000534057617
2022-12-09,17.690000534057617
2022-12-12,18.100000381469727
2022-12-13,18.06999969482422
