Date,UPS
2022-09-14,190.9600067138672
2022-09-15,185.0
2022-09-16,176.7100067138672
2022-09-19,180.02999877929688
2022-09-20,175.67999267578125
2022-09-21,173.8300018310547
2022-09-22,167.86000061035156
2022-09-23,164.3300018310547
2022-09-26,161.75
2022-09-27,164.77000427246094
2022-09-28,167.1199951171875
2022-09-29,165.32000732421875
2022-09-30,161.5399932861328
2022-10-03,163.08999633789062
2022-10-04,168.88999938964844
2022-10-05,167.92999267578125
2022-10-06,165.60000610351562
2022-10-07,159.13999938964844
2022-10-10,159.74000549316406
2022-10-11,159.41000366210938
2022-10-12,159.47999572753906
2022-10-13,163.66000366210938
2022-10-14,161.67999267578125
2022-10-17,164.72000122070312
2022-10-18,166.99000549316406
2022-10-19,165.7899932861328
2022-10-20,160.97999572753906
2022-10-21,165.5500030517578
2022-10-24,167.5500030517578
2022-10-25,167.0
2022-10-26,168.99000549316406
2022-10-27,166.49000549316406
2022-10-28,167.1699981689453
2022-10-31,167.77000427246094
2022-11-01,167.39999389648438
2022-11-02,164.5800018310547
2022-11-03,164.00999450683594
2022-11-04,165.69000244140625
2022-11-07,169.1300048828125
2022-11-08,168.7899932861328
2022-11-09,164.00999450683594
2022-11-10,172.32000732421875
2022-11-11,178.19000244140625
2022-11-14,177.7899932861328
2022-11-15,181.47000122070312
2022-11-16,177.05999755859375
2022-11-17,176.05999755859375
2022-11-18,178.97000122070312
2022-11-21,180.61000061035156
2022-11-22,182.74000549316406
2022-11-23,182.83999633789062
2022-11-25,182.52000427246094
2022-11-28,179.91000366210938
2022-11-29,184.88999938964844
2022-11-30,189.72999572753906
2022-12-01,190.19000244140625
2022-12-02,189.38999938964844
2022-12-05,181.16000366210938
2022-12-06,175.10000610351562
2022-12-07,174.6699981689453
2022-12-08,179.6300048828125
2022-12-09,177.63999938964844
2022-12-12,182.52999877929688
2022-12-13,183.85000610351562
2022-12-14,184.30999755859375
2022-12-15,181.2100067138672
2022-12-16,178.1999969482422
2022-12-19,178.42999267578125
2022-12-20,173.6300048828125
2022-12-21,176.67999267578125
2022-12-22,175.61000061035156
2022-12-23,177.00999450683594
2022-12-27,176.92999267578125
2022-12-28,173.61000061035156
2022-12-29,175.75
2022-12-30,173.83999633789062
2023-01-03,175.27999877929688
2023-01-04,177.11000061035156
2023-01-05,173.83999633789062
2023-01-06,178.9499969482422
2023-01-09,181.69000244140625
2023-01-10,178.77000427246094
2023-01-11,182.22999572753906
2023-01-12,182.9499969482422
2023-01-13,182.14999389648438
2023-01-17,179.0
2023-01-18,176.72000122070312
2023-01-19,176.14999389648438
2023-01-20,178.1300048828125
2023-01-23,180.47999572753906
2023-01-24,179.99000549316406
2023-01-25,177.4600067138672
2023-01-26,179.6999969482422
2023-01-27,182.08999633789062
2023-01-30,176.97000122070312
2023-01-31,185.22999572753906
2023-02-01,184.97999572753906
2023-02-02,191.2899932861328
2023-02-03,191.66000366210938
2023-02-06,188.75999450683594
2023-02-07,188.2899932861328
2023-02-08,186.36000061035156
2023-02-09,184.75
2023-02-10,185.22000122070312
2023-02-13,187.41000366210938
2023-02-14,186.77000427246094
2023-02-15,186.83999633789062
2023-02-16,185.5500030517578
2023-02-17,183.2100067138672
2023-02-21,178.4600067138672
2023-02-22,176.61000061035156
2023-02-23,179.94000244140625
2023-02-24,180.14999389648438
2023-02-27,182.22999572753906
2023-02-28,182.49000549316406
2023-03-01,183.0800018310547
2023-03-02,184.67999267578125
2023-03-03,185.67999267578125
2023-03-06,186.50999450683594
2023-03-07,183.27000427246094
2023-03-08,184.3000030517578
2023-03-09,182.8800048828125
2023-03-10,181.5399932861328
2023-03-13,182.22999572753906
2023-03-14,185.05999755859375
2023-03-15,184.36000061035156
2023-03-16,187.9199981689453
2023-03-17,186.7899932861328
2023-03-20,183.49000549316406
2023-03-21,186.7899932861328
2023-03-22,185.5399932861328
2023-03-23,185.2899932861328
2023-03-24,186.07000732421875
2023-03-27,187.32000732421875
2023-03-28,187.72999572753906
2023-03-29,191.47000122070312
2023-03-30,191.08999633789062
2023-03-31,193.99000549316406
2023-04-03,193.72000122070312
2023-04-04,190.61000061035156
2023-04-05,189.39999389648438
2023-04-06,188.5800018310547
2023-04-10,190.25999450683594
2023-04-11,192.4499969482422
2023-04-12,189.85000610351562
2023-04-13,191.0
2023-04-14,192.8699951171875
2023-04-17,193.2899932861328
2023-04-18,194.1199951171875
2023-04-19,196.02999877929688
2023-04-20,194.97999572753906
2023-04-21,195.2100067138672
2023-04-24,195.85000610351562
2023-04-25,176.2899932861328
2023-04-26,172.57000732421875
2023-04-27,177.75999450683594
2023-04-28,179.80999755859375
2023-05-01,182.1999969482422
2023-05-02,177.83999633789062
2023-05-03,175.8300018310547
2023-05-04,173.2899932861328
2023-05-05,175.74000549316406
2023-05-08,174.38999938964844
2023-05-09,173.00999450683594
2023-05-10,171.57000732421875
2023-05-11,170.22999572753906
2023-05-12,168.5
2023-05-15,168.85000610351562
2023-05-16,166.61000061035156
2023-05-17,171.36000061035156
2023-05-18,171.0399932861328
2023-05-19,170.92999267578125
2023-05-22,171.50999450683594
2023-05-23,169.7899932861328
2023-05-24,167.72000122070312
2023-05-25,171.22999572753906
2023-05-26,171.57000732421875
2023-05-30,169.75999450683594
2023-05-31,167.0
2023-06-01,167.8300018310547
2023-06-02,170.13999938964844
2023-06-05,167.85000610351562
2023-06-06,167.58999633789062
2023-06-07,171.5
2023-06-08,171.47999572753906
2023-06-09,170.49000549316406
2023-06-12,171.5
2023-06-13,172.88999938964844
2023-06-14,174.8800048828125
2023-06-15,179.0
2023-06-16,178.5800018310547
2023-06-20,177.27000427246094
2023-06-21,173.6300048828125
2023-06-22,171.3800048828125
2023-06-23,169.2899932861328
2023-06-26,172.75
2023-06-27,174.6699981689453
2023-06-28,175.66000366210938
2023-06-29,176.0500030517578
2023-06-30,179.25
2023-07-03,183.77000427246094
2023-07-05,179.97000122070312
2023-07-06,179.27999877929688
2023-07-07,179.75999450683594
2023-07-10,181.3300018310547
2023-07-11,185.24000549316406
2023-07-12,186.49000549316406
2023-07-13,185.36000061035156
2023-07-14,185.25999450683594
2023-07-17,182.74000549316406
2023-07-18,184.57000732421875
2023-07-19,186.02000427246094
2023-07-20,186.94000244140625
2023-07-21,187.3000030517578
2023-07-24,188.33999633789062
2023-07-25,184.69000244140625
2023-07-26,184.38999938964844
2023-07-27,186.52000427246094
2023-07-28,187.88999938964844
2023-07-31,187.1300048828125
2023-08-01,185.5
2023-08-02,183.35000610351562
2023-08-03,181.5
2023-08-04,180.94000244140625
2023-08-07,182.14999389648438
2023-08-08,180.5500030517578
2023-08-09,179.3699951171875
2023-08-10,180.3800048828125
2023-08-11,176.6199951171875
2023-08-14,175.50999450683594
2023-08-15,173.25999450683594
2023-08-16,170.74000549316406
2023-08-17,170.74000549316406
2023-08-18,171.24000549316406
2023-08-21,168.49000549316406
2023-08-22,166.86000061035156
2023-08-23,168.8800048828125
2023-08-24,167.0
2023-08-25,168.8699951171875
2023-08-28,168.83999633789062
2023-08-29,171.75
2023-08-30,172.00999450683594
2023-08-31,169.39999389648438
2023-09-01,168.0
2023-09-05,163.97000122070312
2023-09-06,162.30999755859375
2023-09-07,162.24000549316406
2023-09-08,161.0399932861328
2023-09-11,160.88999938964844
2023-09-12,156.57000732421875
2023-09-13,157.83999633789062
2023-09-14,160.72999572753906
2023-09-15,160.49000549316406
2023-09-18,158.44000244140625
2023-09-19,158.00999450683594
2023-09-20,157.63999938964844
2023-09-21,155.42999267578125
2023-09-22,153.77999877929688
2023-09-25,154.30999755859375
2023-09-26,151.89999389648438
2023-09-27,152.41000366210938
2023-09-28,155.5
2023-09-29,155.8699951171875
2023-10-02,155.0800018310547
2023-10-03,153.75
2023-10-04,153.72000122070312
2023-10-05,153.3800048828125
2023-10-06,154.27000427246094
2023-10-09,154.33999633789062
2023-10-10,155.5500030517578
2023-10-11,155.3000030517578
2023-10-12,155.3800048828125
2023-10-13,155.0800018310547
2023-10-16,156.64999389648438
2023-10-17,157.17999267578125
2023-10-18,153.82000732421875
2023-10-19,152.05999755859375
2023-10-20,151.9600067138672
2023-10-23,148.16000366210938
2023-10-24,149.32000732421875
2023-10-25,146.92999267578125
2023-10-26,138.2100067138672
2023-10-27,134.8300018310547
2023-10-30,138.77999877929688
2023-10-31,141.25
2023-11-01,139.8000030517578
2023-11-02,141.99000549316406
2023-11-03,142.86000061035156
2023-11-06,142.27000427246094
2023-11-07,141.85000610351562
2023-11-08,141.9499969482422
2023-11-09,139.9499969482422
2023-11-10,138.11000061035156
2023-11-13,138.1699981689453
2023-11-14,143.1699981689453
2023-11-15,147.1699981689453
2023-11-16,146.91000366210938
2023-11-17,147.97999572753906
2023-11-20,149.57000732421875
2023-11-21,149.77000427246094
2023-11-22,150.75
2023-11-24,152.02999877929688
2023-11-27,149.58999633789062
2023-11-28,150.74000549316406
2023-11-29,152.2899932861328
2023-11-30,151.61000061035156
2023-12-01,154.91000366210938
2023-12-04,155.9199981689453
2023-12-05,154.16000366210938
2023-12-06,155.2899932861328
2023-12-07,156.5
2023-12-08,156.3000030517578
2023-12-11,155.77999877929688
2023-12-12,155.3699951171875
2023-12-13,157.25
2023-12-14,162.36000061035156
2023-12-15,162.94000244140625
2023-12-18,161.57000732421875
2023-12-19,161.6199951171875
2023-12-20,156.9600067138672
2023-12-21,157.16000366210938
2023-12-22,158.25
2023-12-26,158.02999877929688
2023-12-27,156.83999633789062
2023-12-28,157.30999755859375
2023-12-29,157.22999572753906
2024-01-02,158.33999633789062
2024-01-03,157.5399932861328
2024-01-04,156.99000549316406
2024-01-05,158.72000122070312
2024-01-08,159.9199981689453
2024-01-09,159.94000244140625
2024-01-10,161.22000122070312
2024-01-11,159.25
2024-01-12,158.30999755859375
2024-01-16,155.3300018310547
2024-01-17,154.55999755859375
2024-01-18,156.52999877929688
2024-01-19,156.88999938964844
2024-01-22,158.60000610351562
2024-01-23,160.05999755859375
2024-01-24,156.5800018310547
2024-01-25,159.7100067138672
2024-01-26,159.3000030517578
2024-01-29,158.02000427246094
2024-01-30,145.05999755859375
2024-01-31,141.89999389648438
2024-02-01,142.41000366210938
2024-02-02,141.85000610351562
2024-02-05,139.0800018310547
2024-02-06,145.9199981689453
2024-02-07,147.24000549316406
2024-02-08,147.9199981689453
2024-02-09,146.25999450683594
2024-02-12,147.4499969482422
2024-02-13,144.89999389648438
2024-02-14,144.22000122070312
2024-02-15,146.97999572753906
2024-02-16,148.41000366210938
2024-02-20,148.63999938964844
2024-02-21,148.27000427246094
2024-02-22,149.72999572753906
2024-02-23,148.6300048828125
2024-02-26,147.5
2024-02-27,148.27000427246094
2024-02-28,147.77000427246094
2024-02-29,148.25999450683594
2024-03-01,148.05999755859375
2024-03-04,150.61000061035156
2024-03-05,149.66000366210938
2024-03-06,152.5500030517578
2024-03-07,153.41000366210938
2024-03-08,153.9600067138672
2024-03-11,154.75
2024-03-12,157.3800048828125
2024-03-13,154.75999450683594
2024-03-14,153.88999938964844
2024-03-15,153.3699951171875
2024-03-18,151.69000244140625
2024-03-19,153.1999969482422
2024-03-20,154.75999450683594
2024-03-21,155.32000732421875
2024-03-22,156.27000427246094
2024-03-25,156.57000732421875
2024-03-26,143.7899932861328
2024-03-27,147.3300018310547
2024-03-28,148.6300048828125
2024-04-01,147.6199951171875
2024-04-02,149.14999389648438
2024-04-03,152.27000427246094
2024-04-04,150.0
2024-04-05,151.36000061035156
2024-04-08,150.11000061035156
2024-04-09,150.57000732421875
2024-04-10,147.25999450683594
2024-04-11,149.00999450683594
2024-04-12,144.91000366210938
2024-04-15,144.85000610351562
2024-04-16,142.88999938964844
2024-04-17,142.25
2024-04-18,142.74000549316406
2024-04-19,142.77000427246094
2024-04-22,145.36000061035156
2024-04-23,148.8699951171875
2024-04-24,146.6199951171875
2024-04-25,147.38999938964844
2024-04-26,147.58999633789062
2024-04-29,148.5500030517578
2024-04-30,147.47999572753906
2024-05-01,145.9199981689453
2024-05-02,147.22000122070312
2024-05-03,146.42999267578125
2024-05-06,146.6699981689453
2024-05-07,147.08999633789062
2024-05-08,147.77000427246094
2024-05-09,148.05999755859375
2024-05-10,147.3699951171875
2024-05-13,150.60000610351562
2024-05-14,147.94000244140625
2024-05-15,147.94000244140625
2024-05-16,149.66000366210938
2024-05-17,149.24000549316406
2024-05-20,147.58999633789062
2024-05-21,145.4199981689453
2024-05-22,143.77000427246094
2024-05-23,139.10000610351562
2024-05-24,138.66000366210938
2024-05-28,137.5800018310547
2024-05-29,134.41000366210938
2024-05-30,136.86000061035156
2024-05-31,138.92999267578125
2024-06-03,138.4199981689453
2024-06-04,135.6300048828125
2024-06-05,137.57000732421875
2024-06-06,137.55999755859375
2024-06-07,137.63999938964844
2024-06-10,137.67999267578125
2024-06-11,137.35000610351562
2024-06-12,136.42999267578125
2024-06-13,134.88999938964844
2024-06-14,135.64999389648438
2024-06-17,135.85000610351562
2024-06-18,134.1999969482422
2024-06-20,136.8699951171875
2024-06-21,136.60000610351562
2024-06-24,138.60000610351562
2024-06-25,134.36000061035156
2024-06-26,138.14999389648438
2024-06-27,135.8300018310547
2024-06-28,136.85000610351562
2024-07-01,135.9499969482422
2024-07-02,134.91000366210938
2024-07-03,135.5500030517578
2024-07-05,136.35000610351562
2024-07-08,135.52999877929688
2024-07-09,134.27999877929688
2024-07-10,135.64999389648438
2024-07-11,138.24000549316406
2024-07-12,142.35000610351562
2024-07-15,144.14999389648438
2024-07-16,147.3300018310547
2024-07-17,147.3800048828125
2024-07-18,144.75999450683594
2024-07-19,145.17999267578125
2024-07-22,145.17999267578125
2024-07-23,127.68000030517578
2024-07-24,128.52999877929688
2024-07-25,127.08000183105469
2024-07-26,128.8300018310547
2024-07-29,128.61000061035156
2024-07-30,129.02999877929688
2024-07-31,130.3699951171875
2024-08-01,130.5800018310547
2024-08-02,128.05999755859375
2024-08-05,126.0199966430664
2024-08-06,124.5
2024-08-07,123.31999969482422
2024-08-08,126.20999908447266
2024-08-09,125.81999969482422
2024-08-12,124.86000061035156
2024-08-13,126.48999786376953
2024-08-14,126.41999816894531
2024-08-15,128.5500030517578
2024-08-16,129.64999389648438
2024-08-19,128.9499969482422
2024-08-20,128.8800048828125
2024-08-21,127.9000015258789
2024-08-22,126.83999633789062
2024-08-23,127.97000122070312
2024-08-26,129.25999450683594
2024-08-27,127.9000015258789
2024-08-28,127.19000244140625
2024-08-29,126.9800033569336
2024-08-30,128.5500030517578
2024-09-03,127.5
2024-09-04,128.9199981689453
2024-09-05,127.4000015258789
2024-09-06,127.54000091552734
2024-09-09,128.8800048828125
2024-09-10,129.8300018310547
2024-09-11,128.5
2024-09-12,128.4199981689453
2024-09-13,127.23999786376953
2024-09-16,128.91000366210938
2024-09-17,130.64999389648438
2024-09-18,130.64999389648438
2024-09-19,132.1300048828125
2024-09-20,128.60000610351562
2024-09-23,128.74000549316406
2024-09-24,129.52000427246094
2024-09-25,131.50999450683594
2024-09-26,133.3300018310547
2024-09-27,134.25999450683594
2024-09-30,136.33999633789062
2024-10-01,133.27000427246094
2024-10-02,133.00999450683594
2024-10-03,130.72000122070312
2024-10-04,131.25
2024-10-07,131.1999969482422
2024-10-08,130.9600067138672
2024-10-09,133.0
2024-10-10,132.83999633789062
2024-10-11,134.60000610351562
2024-10-14,134.57000732421875
2024-10-15,133.8000030517578
2024-10-16,135.83999633789062
2024-10-17,135.41000366210938
2024-10-18,135.92999267578125
2024-10-21,131.3300018310547
2024-10-22,131.3300018310547
2024-10-23,131.41000366210938
2024-10-24,138.35000610351562
2024-10-25,137.42999267578125
2024-10-28,135.33999633789062
2024-10-29,134.30999755859375
2024-10-30,133.8000030517578
2024-10-31,134.05999755859375
2024-11-01,134.0500030517578
2024-11-04,133.0
2024-11-05,133.83999633789062
2024-11-06,133.9199981689453
2024-11-07,134.14999389648438
2024-11-08,132.44000244140625
2024-11-11,131.61000061035156
2024-11-12,130.13999938964844
2024-11-13,133.67999267578125
2024-11-14,132.63999938964844
2024-11-15,134.07000732421875
2024-11-18,135.1300048828125
2024-11-19,133.1999969482422
2024-11-20,132.08999633789062
2024-11-21,131.3699951171875
