Date,AXON
2022-10-21,130.60000610351562
2022-10-24,137.8699951171875
2022-10-25,137.1199951171875
2022-10-26,137.02999877929688
2022-10-27,139.99000549316406
2022-10-28,142.07000732421875
2022-10-31,145.44000244140625
2022-11-01,147.58999633789062
2022-11-02,145.22000122070312
2022-11-03,147.39999389648438
2022-11-04,148.66000366210938
2022-11-07,148.44000244140625
2022-11-08,150.0
2022-11-09,171.83999633789062
2022-11-10,182.75
2022-11-11,182.94000244140625
2022-11-14,180.88999938964844
2022-11-15,187.9600067138672
2022-11-16,191.0399932861328
2022-11-17,192.13999938964844
2022-11-18,185.22000122070312
2022-11-21,186.9499969482422
2022-11-22,187.30999755859375
2022-11-23,187.75
2022-11-25,187.9199981689453
2022-11-28,183.94000244140625
2022-11-29,181.25999450683594
2022-11-30,184.02999877929688
2022-12-01,185.5500030517578
2022-12-02,188.8300018310547
2022-12-05,184.00999450683594
2022-12-06,169.42999267578125
2022-12-07,170.16000366210938
2022-12-08,171.7100067138672
2022-12-09,168.61000061035156
2022-12-12,168.58999633789062
2022-12-13,170.80999755859375
2022-12-14,173.52000427246094
2022-12-15,171.05999755859375
2022-12-16,169.33999633789062
2022-12-19,167.57000732421875
2022-12-20,171.3699951171875
2022-12-21,174.72000122070312
2022-12-22,167.82000732421875
2022-12-23,168.97999572753906
2022-12-27,166.25
2022-12-28,165.10000610351562
2022-12-29,165.5800018310547
2022-12-30,165.92999267578125
2023-01-03,168.24000549316406
2023-01-04,168.75999450683594
2023-01-05,165.74000549316406
2023-01-06,170.89999389648438
2023-01-09,177.4499969482422
2023-01-10,179.3300018310547
2023-01-11,181.42999267578125
2023-01-12,184.0800018310547
2023-01-13,188.1300048828125
2023-01-17,184.47000122070312
2023-01-18,182.27000427246094
2023-01-19,184.05999755859375
2023-01-20,185.02000427246094
2023-01-23,188.9499969482422
2023-01-24,188.9600067138672
2023-01-25,192.17999267578125
2023-01-26,192.3300018310547
2023-01-27,191.61000061035156
2023-01-30,191.4600067138672
2023-01-31,195.44000244140625
2023-02-01,198.38999938964844
2023-02-02,198.5399932861328
2023-02-03,198.19000244140625
2023-02-06,195.9499969482422
2023-02-07,188.5800018310547
2023-02-08,185.0
2023-02-09,183.80999755859375
2023-02-10,184.5500030517578
2023-02-13,190.32000732421875
2023-02-14,193.89999389648438
2023-02-15,198.99000549316406
2023-02-16,196.0500030517578
2023-02-17,189.25999450683594
2023-02-21,189.77000427246094
2023-02-22,193.58999633789062
2023-02-23,195.0399932861328
2023-02-24,193.5500030517578
2023-02-27,194.97000122070312
2023-02-28,200.30999755859375
2023-03-01,221.05999755859375
2023-03-02,218.30999755859375
2023-03-03,220.9499969482422
2023-03-06,221.3800048828125
2023-03-07,222.24000549316406
2023-03-08,221.8000030517578
2023-03-09,217.88999938964844
2023-03-10,213.0
2023-03-13,211.0
2023-03-14,215.0
2023-03-15,211.2100067138672
2023-03-16,216.97999572753906
2023-03-17,213.1199951171875
2023-03-20,213.72000122070312
2023-03-21,219.67999267578125
2023-03-22,213.50999450683594
2023-03-23,215.72000122070312
2023-03-24,216.5800018310547
2023-03-27,218.58999633789062
2023-03-28,215.60000610351562
2023-03-29,216.8300018310547
2023-03-30,217.6999969482422
2023-03-31,224.85000610351562
2023-04-03,227.38999938964844
2023-04-04,223.0
2023-04-05,217.2899932861328
2023-04-06,219.7100067138672
2023-04-10,222.6300048828125
2023-04-11,224.00999450683594
2023-04-12,222.22000122070312
2023-04-13,223.30999755859375
2023-04-14,223.91000366210938
2023-04-17,225.57000732421875
2023-04-18,227.52999877929688
2023-04-19,226.33999633789062
2023-04-20,224.47000122070312
2023-04-21,225.02000427246094
2023-04-24,224.5
2023-04-25,220.85000610351562
2023-04-26,216.1300048828125
2023-04-27,215.5500030517578
2023-04-28,210.7100067138672
2023-05-01,216.0
2023-05-02,220.22000122070312
2023-05-03,220.8800048828125
2023-05-04,219.10000610351562
2023-05-05,219.91000366210938
2023-05-08,221.86000061035156
2023-05-09,226.8800048828125
2023-05-10,192.72999572753906
2023-05-11,204.60000610351562
2023-05-12,201.5
2023-05-15,203.47000122070312
2023-05-16,201.2100067138672
2023-05-17,197.67999267578125
2023-05-18,201.6999969482422
2023-05-19,196.86000061035156
2023-05-22,201.75
2023-05-23,195.8000030517578
2023-05-24,192.80999755859375
2023-05-25,193.9600067138672
2023-05-26,194.9499969482422
2023-05-30,193.16000366210938
2023-05-31,192.91000366210938
2023-06-01,192.13999938964844
2023-06-02,193.25
2023-06-05,191.86000061035156
2023-06-06,194.8800048828125
2023-06-07,197.8800048828125
2023-06-08,194.74000549316406
2023-06-09,194.82000732421875
2023-06-12,196.85000610351562
2023-06-13,196.66000366210938
2023-06-14,197.80999755859375
2023-06-15,202.08999633789062
2023-06-16,202.36000061035156
2023-06-20,204.77000427246094
2023-06-21,197.5399932861328
2023-06-22,196.9199981689453
2023-06-23,188.7100067138672
2023-06-26,189.6300048828125
2023-06-27,195.3800048828125
2023-06-28,194.58999633789062
2023-06-29,195.8300018310547
2023-06-30,195.1199951171875
2023-07-03,194.5800018310547
2023-07-05,193.61000061035156
2023-07-06,188.82000732421875
2023-07-07,188.10000610351562
2023-07-10,195.36000061035156
2023-07-11,195.5800018310547
2023-07-12,195.8800048828125
2023-07-13,194.02999877929688
2023-07-14,192.24000549316406
2023-07-17,196.16000366210938
2023-07-18,192.25
2023-07-19,189.52999877929688
2023-07-20,184.02999877929688
2023-07-21,179.9600067138672
2023-07-24,178.3000030517578
2023-07-25,180.02999877929688
2023-07-26,180.0399932861328
2023-07-27,182.08999633789062
2023-07-28,182.63999938964844
2023-07-31,185.92999267578125
2023-08-01,183.3300018310547
2023-08-02,178.02000427246094
2023-08-03,177.10000610351562
2023-08-04,180.86000061035156
2023-08-07,179.6699981689453
2023-08-08,175.72999572753906
2023-08-09,200.44000244140625
2023-08-10,204.1199951171875
2023-08-11,211.22999572753906
2023-08-14,206.6199951171875
2023-08-15,203.0500030517578
2023-08-16,200.77999877929688
2023-08-17,195.38999938964844
2023-08-18,200.10000610351562
2023-08-21,196.94000244140625
2023-08-22,198.9600067138672
2023-08-23,200.3000030517578
2023-08-24,196.00999450683594
2023-08-25,198.42999267578125
2023-08-28,200.7100067138672
2023-08-29,205.13999938964844
2023-08-30,211.10000610351562
2023-08-31,212.91000366210938
2023-09-01,215.38999938964844
2023-09-05,212.25
2023-09-06,213.5
2023-09-07,216.05999755859375
2023-09-08,214.7100067138672
2023-09-11,213.19000244140625
2023-09-12,211.92999267578125
2023-09-13,209.86000061035156
2023-09-14,212.50999450683594
2023-09-15,206.2100067138672
2023-09-18,208.17999267578125
2023-09-19,203.8000030517578
2023-09-20,203.35000610351562
2023-09-21,196.1300048828125
2023-09-22,195.4199981689453
2023-09-25,193.24000549316406
2023-09-26,189.61000061035156
2023-09-27,194.64999389648438
2023-09-28,196.0800018310547
2023-09-29,198.99000549316406
2023-10-02,196.14999389648438
2023-10-03,192.05999755859375
2023-10-04,194.61000061035156
2023-10-05,196.11000061035156
2023-10-06,199.6999969482422
2023-10-09,208.80999755859375
2023-10-10,215.2899932861328
2023-10-11,220.0
2023-10-12,215.41000366210938
2023-10-13,215.42999267578125
2023-10-16,220.0500030517578
2023-10-17,222.5399932861328
2023-10-18,219.52999877929688
2023-10-19,212.30999755859375
2023-10-20,210.86000061035156
2023-10-23,210.0800018310547
2023-10-24,213.3300018310547
2023-10-25,207.8699951171875
2023-10-26,204.57000732421875
2023-10-27,200.75999450683594
2023-10-30,201.72999572753906
2023-10-31,204.49000549316406
2023-11-01,207.14999389648438
2023-11-02,210.27000427246094
2023-11-03,217.25
2023-11-06,216.86000061035156
2023-11-07,216.3699951171875
2023-11-08,229.5800018310547
2023-11-09,215.6999969482422
2023-11-10,217.94000244140625
2023-11-13,218.66000366210938
2023-11-14,221.5800018310547
2023-11-15,221.0800018310547
2023-11-16,222.75999450683594
2023-11-17,223.47999572753906
2023-11-20,226.22000122070312
2023-11-21,228.4199981689453
2023-11-22,226.8699951171875
2023-11-24,228.4199981689453
2023-11-27,228.16000366210938
2023-11-28,227.07000732421875
2023-11-29,225.86000061035156
2023-11-30,229.8699951171875
2023-12-01,231.50999450683594
2023-12-04,236.27999877929688
2023-12-05,231.72000122070312
2023-12-06,232.33999633789062
2023-12-07,235.3300018310547
2023-12-08,236.3800048828125
2023-12-11,238.77999877929688
2023-12-12,241.97000122070312
2023-12-13,248.05999755859375
2023-12-14,253.1199951171875
2023-12-15,255.97999572753906
2023-12-18,255.69000244140625
2023-12-19,255.9199981689453
2023-12-20,252.77000427246094
2023-12-21,256.8399963378906
2023-12-22,259.0299987792969
2023-12-26,258.1099853515625
2023-12-27,259.0799865722656
2023-12-28,258.5899963378906
2023-12-29,258.3299865722656
2024-01-02,251.6300048828125
2024-01-03,247.42999267578125
2024-01-04,244.92999267578125
2024-01-05,244.2100067138672
2024-01-08,251.61000061035156
2024-01-09,249.10000610351562
2024-01-10,249.02000427246094
2024-01-11,249.5399932861328
2024-01-12,250.69000244140625
2024-01-16,249.47000122070312
2024-01-17,250.50999450683594
2024-01-18,254.10000610351562
2024-01-19,256.7900085449219
2024-01-22,259.6600036621094
2024-01-23,255.00999450683594
2024-01-24,251.24000549316406
2024-01-25,252.6999969482422
2024-01-26,251.36000061035156
2024-01-29,254.72999572753906
2024-01-30,254.25
2024-01-31,249.05999755859375
2024-02-01,252.6999969482422
2024-02-02,256.989990234375
2024-02-05,257.4700012207031
2024-02-06,259.4599914550781
2024-02-07,265.4700012207031
2024-02-08,269.0
2024-02-09,270.9800109863281
2024-02-12,266.7099914550781
2024-02-13,264.45001220703125
2024-02-14,270.8399963378906
2024-02-15,272.7900085449219
2024-02-16,269.79998779296875
2024-02-20,267.70001220703125
2024-02-21,263.7300109863281
2024-02-22,271.5400085449219
2024-02-23,270.6300048828125
2024-02-26,271.5899963378906
2024-02-27,271.82000732421875
2024-02-28,309.2200012207031
2024-02-29,307.3699951171875
2024-03-01,314.25
2024-03-04,319.8800048828125
2024-03-05,315.1000061035156
2024-03-06,314.9700012207031
2024-03-07,315.1300048828125
2024-03-08,312.7900085449219
2024-03-11,310.92999267578125
2024-03-12,311.3699951171875
2024-03-13,306.7799987792969
2024-03-14,306.42999267578125
2024-03-15,307.6499938964844
2024-03-18,308.45001220703125
2024-03-19,312.1300048828125
2024-03-20,314.2799987792969
2024-03-21,316.0899963378906
2024-03-22,316.32000732421875
2024-03-25,315.4700012207031
2024-03-26,319.1400146484375
2024-03-27,315.6400146484375
2024-03-28,312.8800048828125
2024-04-01,311.3699951171875
2024-04-02,309.3599853515625
2024-04-03,309.1000061035156
2024-04-04,306.8299865722656
2024-04-05,309.8999938964844
2024-04-08,311.2099914550781
2024-04-09,311.2699890136719
2024-04-10,318.260009765625
2024-04-11,324.0899963378906
2024-04-12,310.80999755859375
2024-04-15,303.30999755859375
2024-04-16,300.30999755859375
2024-04-17,299.82000732421875
2024-04-18,297.5899963378906
2024-04-19,293.6099853515625
2024-04-22,293.79998779296875
2024-04-23,301.55999755859375
2024-04-24,302.4100036621094
2024-04-25,306.239990234375
2024-04-26,308.2300109863281
2024-04-29,313.29998779296875
2024-04-30,313.6600036621094
2024-05-01,311.57000732421875
2024-05-02,316.75
2024-05-03,318.54998779296875
2024-05-06,327.6400146484375
2024-05-07,312.7300109863281
2024-05-08,311.8599853515625
2024-05-09,309.0899963378906
2024-05-10,303.42999267578125
2024-05-13,300.2300109863281
2024-05-14,296.4599914550781
2024-05-15,293.95001220703125
2024-05-16,290.44000244140625
2024-05-17,288.7900085449219
2024-05-20,292.0299987792969
2024-05-21,287.95001220703125
2024-05-22,284.8699951171875
2024-05-23,279.989990234375
2024-05-24,285.6300048828125
2024-05-28,288.20001220703125
2024-05-29,284.19000244140625
2024-05-30,281.7300109863281
2024-05-31,281.6700134277344
2024-06-03,278.5299987792969
2024-06-04,276.2200012207031
2024-06-05,282.1300048828125
2024-06-06,279.1499938964844
2024-06-07,280.5
2024-06-10,285.3999938964844
2024-06-11,287.010009765625
2024-06-12,295.8399963378906
2024-06-13,293.4800109863281
2024-06-14,292.3299865722656
2024-06-17,297.1700134277344
2024-06-18,293.5199890136719
2024-06-20,293.1400146484375
2024-06-21,291.1499938964844
2024-06-24,292.70001220703125
2024-06-25,292.6300048828125
2024-06-26,292.8800048828125
2024-06-27,298.3500061035156
2024-06-28,294.239990234375
2024-07-01,289.2099914550781
2024-07-02,293.17999267578125
2024-07-03,296.55999755859375
2024-07-05,298.3800048828125
2024-07-08,302.4800109863281
2024-07-09,298.510009765625
2024-07-10,293.2900085449219
2024-07-11,291.1600036621094
2024-07-12,292.6600036621094
2024-07-15,308.6400146484375
2024-07-16,319.42999267578125
2024-07-17,317.7799987792969
2024-07-18,305.6700134277344
2024-07-19,308.45001220703125
2024-07-22,316.760009765625
2024-07-23,319.54998779296875
2024-07-24,313.1099853515625
2024-07-25,310.80999755859375
2024-07-26,310.5899963378906
2024-07-29,309.0
2024-07-30,304.7200012207031
2024-07-31,300.010009765625
2024-08-01,299.6300048828125
2024-08-02,292.3599853515625
2024-08-05,286.1600036621094
2024-08-06,295.0
2024-08-07,349.239990234375
2024-08-08,368.4599914550781
2024-08-09,365.0
2024-08-12,368.0299987792969
2024-08-13,368.9700012207031
2024-08-14,370.57000732421875
2024-08-15,373.69000244140625
2024-08-16,373.69000244140625
2024-08-19,373.07000732421875
2024-08-20,373.04998779296875
2024-08-21,375.1000061035156
2024-08-22,372.69000244140625
2024-08-23,370.70001220703125
2024-08-26,360.489990234375
2024-08-27,363.42999267578125
2024-08-28,362.45001220703125
2024-08-29,362.0
2024-08-30,364.9700012207031
2024-09-03,355.1600036621094
2024-09-04,355.3500061035156
2024-09-05,354.8599853515625
2024-09-06,354.6199951171875
2024-09-09,364.3900146484375
2024-09-10,359.3500061035156
2024-09-11,361.7099914550781
2024-09-12,384.510009765625
2024-09-13,379.6099853515625
2024-09-16,385.7699890136719
2024-09-17,382.57000732421875
2024-09-18,383.010009765625
2024-09-19,389.739990234375
2024-09-20,393.2900085449219
2024-09-23,393.94000244140625
2024-09-24,393.6600036621094
2024-09-25,395.260009765625
2024-09-26,393.25
2024-09-27,395.3399963378906
2024-09-30,399.6000061035156
2024-10-01,399.2200012207031
2024-10-02,404.510009765625
2024-10-03,415.04998779296875
2024-10-04,421.79998779296875
2024-10-07,420.8299865722656
2024-10-08,426.989990234375
2024-10-09,432.1400146484375
2024-10-10,428.760009765625
2024-10-11,434.9800109863281
2024-10-14,437.9800109863281
2024-10-15,434.1199951171875
2024-10-16,433.8299865722656
2024-10-17,434.4800109863281
2024-10-18,438.04998779296875
2024-10-21,443.9800109863281
2024-10-22,449.6099853515625
2024-10-23,442.69000244140625
2024-10-24,443.1199951171875
2024-10-25,444.5199890136719
2024-10-28,444.7699890136719
2024-10-29,444.0
2024-10-30,439.0
2024-10-31,423.5
2024-11-01,425.8399963378906
2024-11-04,431.57000732421875
2024-11-05,441.0899963378906
2024-11-06,459.5199890136719
2024-11-07,468.75
2024-11-08,603.1799926757812
2024-11-11,616.1400146484375
2024-11-12,595.1799926757812
2024-11-13,601.2899780273438
2024-11-14,604.5599975585938
2024-11-15,599.3499755859375
2024-11-18,600.0
2024-11-19,610.2000122070312
2024-11-20,609.8200073242188
2024-11-21,631.27001953125
