Date,CTLT
2023-01-10,48.099998474121094
2023-01-11,49.459999084472656
2023-01-12,49.349998474121094
2023-01-13,49.08000183105469
2023-01-17,47.959999084472656
2023-01-18,48.18000030517578
2023-01-19,49.290000915527344
2023-01-20,49.45000076293945
2023-01-23,52.59000015258789
2023-01-24,49.56999969482422
2023-01-25,50.15999984741211
2023-01-26,52.27000045776367
2023-01-27,53.650001525878906
2023-01-30,52.58000183105469
2023-01-31,53.54999923706055
2023-02-01,54.720001220703125
2023-02-02,56.63999938964844
2023-02-03,56.04999923706055
2023-02-06,67.0
2023-02-07,71.58000183105469
2023-02-08,71.30999755859375
2023-02-09,72.0
2023-02-10,70.45999908447266
2023-02-13,70.55000305175781
2023-02-14,70.3499984741211
2023-02-15,69.08999633789062
2023-02-16,71.88999938964844
2023-02-17,71.37000274658203
2023-02-21,68.66000366210938
2023-02-22,67.66000366210938
2023-02-23,67.6500015258789
2023-02-24,67.9800033569336
2023-02-27,67.23999786376953
2023-02-28,68.22000122070312
2023-03-01,69.01000213623047
2023-03-02,71.19000244140625
2023-03-03,74.26000213623047
2023-03-06,71.33999633789062
2023-03-07,67.80999755859375
2023-03-08,69.79000091552734
2023-03-09,69.94000244140625
2023-03-10,67.91999816894531
2023-03-13,65.66999816894531
2023-03-14,70.30999755859375
2023-03-15,69.83999633789062
2023-03-16,71.19999694824219
2023-03-17,67.11000061035156
2023-03-20,66.9800033569336
2023-03-21,66.77999877929688
2023-03-22,64.6500015258789
2023-03-23,62.63999938964844
2023-03-24,64.2699966430664
2023-03-27,67.51000213623047
2023-03-28,65.91999816894531
2023-03-29,66.91000366210938
2023-03-30,64.66999816894531
2023-03-31,65.70999908447266
2023-04-03,62.91999816894531
2023-04-04,62.25
2023-04-05,61.619998931884766
2023-04-06,64.94999694824219
2023-04-10,67.26000213623047
2023-04-11,65.44000244140625
2023-04-12,64.25
2023-04-13,63.310001373291016
2023-04-14,46.31999969482422
2023-04-17,45.43000030517578
2023-04-18,42.08000183105469
2023-04-19,43.06999969482422
2023-04-20,44.400001525878906
2023-04-21,45.029998779296875
2023-04-24,44.939998626708984
2023-04-25,42.36000061035156
2023-04-26,43.72999954223633
2023-04-27,46.95000076293945
2023-04-28,50.119998931884766
2023-05-01,50.119998931884766
2023-05-02,48.720001220703125
2023-05-03,48.84000015258789
2023-05-04,49.22999954223633
2023-05-05,47.75
2023-05-08,35.459999084472656
2023-05-09,35.040000915527344
2023-05-10,33.59000015258789
2023-05-11,34.189998626708984
2023-05-12,32.86000061035156
2023-05-15,33.189998626708984
2023-05-16,31.860000610351562
2023-05-17,32.119998931884766
2023-05-18,32.13999938964844
2023-05-19,37.16999816894531
2023-05-22,37.5099983215332
2023-05-23,38.130001068115234
2023-05-24,37.439998626708984
2023-05-25,36.880001068115234
2023-05-26,37.119998931884766
2023-05-30,36.41999816894531
2023-05-31,37.22999954223633
2023-06-01,37.0
2023-06-02,37.720001220703125
2023-06-05,37.79999923706055
2023-06-06,38.81999969482422
2023-06-07,39.959999084472656
2023-06-08,39.0
2023-06-09,38.810001373291016
2023-06-12,42.779998779296875
2023-06-13,43.849998474121094
2023-06-14,42.09000015258789
2023-06-15,43.59000015258789
2023-06-16,44.11000061035156
2023-06-20,44.2599983215332
2023-06-21,43.4900016784668
2023-06-22,44.209999084472656
2023-06-23,44.060001373291016
2023-06-26,43.81999969482422
2023-06-27,41.720001220703125
2023-06-28,40.33000183105469
2023-06-29,43.040000915527344
2023-06-30,43.36000061035156
2023-07-03,44.290000915527344
2023-07-05,44.7599983215332
2023-07-06,44.41999816894531
2023-07-07,44.68000030517578
2023-07-10,45.56999969482422
2023-07-11,45.38999938964844
2023-07-12,46.20000076293945
2023-07-13,46.25
2023-07-14,46.650001525878906
2023-07-17,46.459999084472656
2023-07-18,45.790000915527344
2023-07-19,46.31999969482422
2023-07-20,47.58000183105469
2023-07-21,47.59000015258789
2023-07-24,47.939998626708984
2023-07-25,48.20000076293945
2023-07-26,48.900001525878906
2023-07-27,47.63999938964844
2023-07-28,48.18000030517578
2023-07-31,48.52000045776367
2023-08-01,46.5099983215332
2023-08-02,46.540000915527344
2023-08-03,46.06999969482422
2023-08-04,45.7400016784668
2023-08-07,45.29999923706055
2023-08-08,47.2400016784668
2023-08-09,45.52000045776367
2023-08-10,46.33000183105469
2023-08-11,45.9900016784668
2023-08-14,45.290000915527344
2023-08-15,45.43000030517578
2023-08-16,45.09000015258789
2023-08-17,44.20000076293945
2023-08-18,44.36000061035156
2023-08-21,45.400001525878906
2023-08-22,44.40999984741211
2023-08-23,45.36000061035156
2023-08-24,44.599998474121094
2023-08-25,44.88999938964844
2023-08-28,45.63999938964844
2023-08-29,47.810001373291016
2023-08-30,48.97999954223633
2023-08-31,49.970001220703125
2023-09-01,50.20000076293945
2023-09-05,50.06999969482422
2023-09-06,49.70000076293945
2023-09-07,48.959999084472656
2023-09-08,48.47999954223633
2023-09-11,49.02000045776367
2023-09-12,48.290000915527344
2023-09-13,48.81999969482422
2023-09-14,49.66999816894531
2023-09-15,49.15999984741211
2023-09-18,47.189998626708984
2023-09-19,47.52000045776367
2023-09-20,48.25
2023-09-21,46.54999923706055
2023-09-22,45.34000015258789
2023-09-25,45.790000915527344
2023-09-26,45.630001068115234
2023-09-27,45.779998779296875
2023-09-28,45.709999084472656
2023-09-29,45.529998779296875
2023-10-02,44.58000183105469
2023-10-03,43.95000076293945
2023-10-04,43.189998626708984
2023-10-05,42.86000061035156
2023-10-06,43.869998931884766
2023-10-09,44.29999923706055
2023-10-10,44.11000061035156
2023-10-11,46.56999969482422
2023-10-12,46.31999969482422
2023-10-13,46.400001525878906
2023-10-16,46.52000045776367
2023-10-17,45.709999084472656
2023-10-18,45.0099983215332
2023-10-19,43.13999938964844
2023-10-20,42.15999984741211
2023-10-23,42.220001220703125
2023-10-24,42.47999954223633
2023-10-25,39.43000030517578
2023-10-26,39.27000045776367
2023-10-27,39.31999969482422
2023-10-30,39.91999816894531
2023-10-31,34.38999938964844
2023-11-01,32.18000030517578
2023-11-02,32.88999938964844
2023-11-03,35.27000045776367
2023-11-06,34.279998779296875
2023-11-07,34.81999969482422
2023-11-08,34.09000015258789
2023-11-09,33.66999816894531
2023-11-10,33.54999923706055
2023-11-13,33.099998474121094
2023-11-14,35.529998779296875
2023-11-15,39.560001373291016
2023-11-16,39.7400016784668
2023-11-17,39.869998931884766
2023-11-20,39.93000030517578
2023-11-21,39.84000015258789
2023-11-22,39.599998474121094
2023-11-24,39.9900016784668
2023-11-27,39.11000061035156
2023-11-28,39.459999084472656
2023-11-29,39.56999969482422
2023-11-30,38.849998474121094
2023-12-01,40.150001525878906
2023-12-04,39.970001220703125
2023-12-05,38.90999984741211
2023-12-06,37.95000076293945
2023-12-07,37.45000076293945
2023-12-08,37.18000030517578
2023-12-11,37.93000030517578
2023-12-12,37.29999923706055
2023-12-13,39.650001525878906
2023-12-14,41.36000061035156
2023-12-15,41.47999954223633
2023-12-18,41.88999938964844
2023-12-19,44.63999938964844
2023-12-20,42.869998931884766
2023-12-21,43.900001525878906
2023-12-22,44.08000183105469
2023-12-26,45.25
2023-12-27,45.5
2023-12-28,45.540000915527344
2023-12-29,44.93000030517578
2024-01-02,45.04999923706055
2024-01-03,42.560001373291016
2024-01-04,43.45000076293945
2024-01-05,45.72999954223633
2024-01-08,46.65999984741211
2024-01-09,49.40999984741211
2024-01-10,50.36000061035156
2024-01-11,50.09000015258789
2024-01-12,49.33000183105469
2024-01-16,49.41999816894531
2024-01-17,48.58000183105469
2024-01-18,48.720001220703125
2024-01-19,49.209999084472656
2024-01-22,49.81999969482422
2024-01-23,49.20000076293945
2024-01-24,49.65999984741211
2024-01-25,50.40999984741211
2024-01-26,52.22999954223633
2024-01-29,53.630001068115234
2024-01-30,53.040000915527344
2024-01-31,51.63999938964844
2024-02-01,53.09000015258789
2024-02-02,54.5099983215332
2024-02-05,59.81999969482422
2024-02-06,58.459999084472656
2024-02-07,56.5
2024-02-08,56.54999923706055
2024-02-09,56.709999084472656
2024-02-12,56.9900016784668
2024-02-13,56.2400016784668
2024-02-14,56.939998626708984
2024-02-15,57.439998626708984
2024-02-16,58.13999938964844
2024-02-20,57.97999954223633
2024-02-21,58.2400016784668
2024-02-22,58.400001525878906
2024-02-23,58.77000045776367
2024-02-26,58.290000915527344
2024-02-27,58.20000076293945
2024-02-28,57.939998626708984
2024-02-29,57.34000015258789
2024-03-01,57.189998626708984
2024-03-04,56.95000076293945
2024-03-05,56.959999084472656
2024-03-06,56.650001525878906
2024-03-07,56.36000061035156
2024-03-08,56.5099983215332
2024-03-11,56.810001373291016
2024-03-12,56.5
2024-03-13,56.599998474121094
2024-03-14,56.70000076293945
2024-03-15,56.220001220703125
2024-03-18,55.959999084472656
2024-03-19,55.95000076293945
2024-03-20,55.880001068115234
2024-03-21,55.849998474121094
2024-03-22,55.790000915527344
2024-03-25,56.400001525878906
2024-03-26,56.2599983215332
2024-03-27,56.47999954223633
2024-03-28,56.45000076293945
2024-04-01,56.38999938964844
2024-04-02,56.45000076293945
2024-04-03,56.68000030517578
2024-04-04,56.959999084472656
2024-04-05,56.75
2024-04-08,56.689998626708984
2024-04-09,57.0099983215332
2024-04-10,57.02000045776367
2024-04-11,56.91999816894531
2024-04-12,56.29999923706055
2024-04-15,56.08000183105469
2024-04-16,55.779998779296875
2024-04-17,55.959999084472656
2024-04-18,55.79999923706055
2024-04-19,55.47999954223633
2024-04-22,56.04999923706055
2024-04-23,56.029998779296875
2024-04-24,55.95000076293945
2024-04-25,55.79999923706055
2024-04-26,55.91999816894531
2024-04-29,56.29999923706055
2024-04-30,55.849998474121094
2024-05-01,56.0
2024-05-02,56.34000015258789
2024-05-03,56.5
2024-05-06,56.369998931884766
2024-05-07,56.529998779296875
2024-05-08,56.20000076293945
2024-05-09,55.97999954223633
2024-05-10,55.810001373291016
2024-05-13,55.79999923706055
2024-05-14,55.52000045776367
2024-05-15,55.61000061035156
2024-05-16,55.25
2024-05-17,55.369998931884766
2024-05-20,55.0
2024-05-21,54.959999084472656
2024-05-22,54.970001220703125
2024-05-23,54.650001525878906
2024-05-24,54.81999969482422
2024-05-28,54.0
2024-05-29,53.58000183105469
2024-05-30,53.61000061035156
2024-05-31,53.790000915527344
2024-06-03,54.279998779296875
2024-06-04,54.959999084472656
2024-06-05,55.470001220703125
2024-06-06,56.209999084472656
2024-06-07,56.38999938964844
2024-06-10,56.189998626708984
2024-06-11,55.810001373291016
2024-06-12,55.95000076293945
2024-06-13,55.970001220703125
2024-06-14,55.47999954223633
2024-06-17,55.209999084472656
2024-06-18,55.06999969482422
2024-06-20,54.81999969482422
2024-06-21,56.5
2024-06-24,56.470001220703125
2024-06-25,56.13999938964844
2024-06-26,56.15999984741211
2024-06-27,56.40999984741211
2024-06-28,56.22999954223633
2024-07-01,56.15999984741211
2024-07-02,56.20000076293945
2024-07-03,56.5099983215332
2024-07-05,56.72999954223633
2024-07-08,57.11000061035156
2024-07-09,57.29999923706055
2024-07-10,57.43000030517578
2024-07-11,58.06999969482422
2024-07-12,57.58000183105469
2024-07-15,57.84000015258789
2024-07-16,57.849998474121094
2024-07-17,58.099998474121094
2024-07-18,57.9900016784668
2024-07-19,57.90999984741211
2024-07-22,58.22999954223633
2024-07-23,58.41999816894531
2024-07-24,58.400001525878906
2024-07-25,58.45000076293945
2024-07-26,58.68000030517578
2024-07-29,58.97999954223633
2024-07-30,59.040000915527344
2024-07-31,59.34000015258789
2024-08-01,59.779998779296875
2024-08-02,59.59000015258789
2024-08-05,59.150001525878906
2024-08-06,59.560001373291016
2024-08-07,59.52000045776367
2024-08-08,59.720001220703125
2024-08-09,59.68000030517578
2024-08-12,59.68000030517578
2024-08-13,59.709999084472656
2024-08-14,59.400001525878906
2024-08-15,59.810001373291016
2024-08-16,59.54999923706055
2024-08-19,59.40999984741211
2024-08-20,59.439998626708984
2024-08-21,59.40999984741211
2024-08-22,59.2599983215332
2024-08-23,59.439998626708984
2024-08-26,59.349998474121094
2024-08-27,59.400001525878906
2024-08-28,59.79999923706055
2024-08-29,60.95000076293945
2024-08-30,60.959999084472656
2024-09-03,60.70000076293945
2024-09-04,60.720001220703125
2024-09-05,60.400001525878906
2024-09-06,60.0099983215332
2024-09-09,59.90999984741211
2024-09-10,59.75
2024-09-11,59.630001068115234
2024-09-12,59.689998626708984
2024-09-13,59.619998931884766
2024-09-16,60.15999984741211
2024-09-17,60.349998474121094
2024-09-18,60.31999969482422
2024-09-19,60.11000061035156
2024-09-20,60.0
2024-09-23,59.75
2024-09-24,60.13999938964844
2024-09-25,59.86000061035156
2024-09-26,60.290000915527344
2024-09-27,60.33000183105469
2024-09-30,60.56999969482422
2024-10-01,60.22999954223633
2024-10-02,60.45000076293945
2024-10-03,60.709999084472656
2024-10-04,60.59000015258789
2024-10-07,60.61000061035156
2024-10-08,60.75
2024-10-09,60.959999084472656
2024-10-10,60.709999084472656
2024-10-11,60.45000076293945
2024-10-14,60.650001525878906
2024-10-15,60.65999984741211
2024-10-16,60.279998779296875
2024-10-17,60.09000015258789
2024-10-18,60.290000915527344
2024-10-21,60.18000030517578
2024-10-22,59.91999816894531
2024-10-23,59.400001525878906
2024-10-24,59.5
2024-10-25,59.09000015258789
2024-10-28,58.810001373291016
2024-10-29,58.65999984741211
2024-10-30,58.970001220703125
2024-10-31,58.599998474121094
2024-11-01,58.72999954223633
2024-11-04,58.689998626708984
2024-11-05,58.47999954223633
2024-11-06,59.95000076293945
2024-11-07,59.91999816894531
2024-11-08,59.40999984741211
2024-11-11,59.459999084472656
2024-11-12,59.25
2024-11-13,59.150001525878906
2024-11-14,58.90999984741211
2024-11-15,59.099998474121094
2024-11-18,58.779998779296875
2024-11-19,58.880001068115234
2024-11-20,59.0
2024-11-21,59.65999984741211
