Date,CTLT
2022-02-28,102.04000091552734
2022-03-01,102.0
2022-03-02,102.55000305175781
2022-03-03,101.77999877929688
2022-03-04,100.36000061035156
2022-03-07,98.55000305175781
2022-03-08,94.19999694824219
2022-03-09,98.69000244140625
2022-03-10,98.33000183105469
2022-03-11,96.12000274658203
2022-03-14,95.6500015258789
2022-03-15,96.56999969482422
2022-03-16,102.81999969482422
2022-03-17,106.44000244140625
2022-03-18,109.13999938964844
2022-03-21,107.7699966430664
2022-03-22,107.88999938964844
2022-03-23,104.9800033569336
2022-03-24,107.91000366210938
2022-03-25,107.08000183105469
2022-03-28,108.0
2022-03-29,110.80999755859375
2022-03-30,110.83000183105469
2022-03-31,110.9000015258789
2022-04-01,114.05000305175781
2022-04-04,113.4000015258789
2022-04-05,112.47000122070312
2022-04-06,110.16999816894531
2022-04-07,112.75
2022-04-08,110.70999908447266
2022-04-11,107.05000305175781
2022-04-12,100.05999755859375
2022-04-13,100.87999725341797
2022-04-14,97.31999969482422
2022-04-18,94.56999969482422
2022-04-19,95.33000183105469
2022-04-20,96.1500015258789
2022-04-21,92.27999877929688
2022-04-22,90.66999816894531
2022-04-25,90.13999938964844
2022-04-26,87.19999694824219
2022-04-27,88.26000213623047
2022-04-28,89.9000015258789
2022-04-29,90.55999755859375
2022-05-02,90.12000274658203
2022-05-03,99.94999694824219
2022-05-04,104.08000183105469
2022-05-05,100.6500015258789
2022-05-06,98.83000183105469
2022-05-09,93.69999694824219
2022-05-10,94.47000122070312
2022-05-11,92.3499984741211
2022-05-12,95.0
2022-05-13,98.18000030517578
2022-05-16,97.66999816894531
2022-05-17,100.76000213623047
2022-05-18,97.81999969482422
2022-05-19,99.7300033569336
2022-05-20,100.19000244140625
2022-05-23,98.54000091552734
2022-05-24,96.76000213623047
2022-05-25,96.69000244140625
2022-05-26,100.97000122070312
2022-05-27,105.37000274658203
2022-05-31,103.05999755859375
2022-06-01,104.4800033569336
2022-06-02,110.66999816894531
2022-06-03,110.81999969482422
2022-06-06,111.2300033569336
2022-06-07,113.70999908447266
2022-06-08,110.83000183105469
2022-06-09,109.83999633789062
2022-06-10,106.66999816894531
2022-06-13,103.3499984741211
2022-06-14,104.29000091552734
2022-06-15,104.95999908447266
2022-06-16,100.80000305175781
2022-06-17,102.51000213623047
2022-06-21,103.98999786376953
2022-06-22,105.31999969482422
2022-06-23,109.61000061035156
2022-06-24,109.61000061035156
2022-06-27,110.87000274658203
2022-06-28,107.13999938964844
2022-06-29,106.1500015258789
2022-06-30,107.29000091552734
2022-07-01,107.0199966430664
2022-07-05,105.98999786376953
2022-07-06,109.19999694824219
2022-07-07,111.01000213623047
2022-07-08,111.80999755859375
2022-07-11,110.79000091552734
2022-07-12,104.61000061035156
2022-07-13,103.69000244140625
2022-07-14,100.19999694824219
2022-07-15,103.16999816894531
2022-07-18,99.93000030517578
2022-07-19,102.72000122070312
2022-07-20,104.20999908447266
2022-07-21,110.0999984741211
2022-07-22,107.61000061035156
2022-07-25,107.91999816894531
2022-07-26,107.62999725341797
2022-07-27,109.41000366210938
2022-07-28,111.87999725341797
2022-07-29,113.0999984741211
2022-08-01,111.80000305175781
2022-08-02,111.38999938964844
2022-08-03,108.75
2022-08-04,109.4000015258789
2022-08-05,110.55999755859375
2022-08-08,110.04000091552734
2022-08-09,108.12999725341797
2022-08-10,112.83999633789062
2022-08-11,109.94000244140625
2022-08-12,109.97000122070312
2022-08-15,110.8499984741211
2022-08-16,109.22000122070312
2022-08-17,108.4000015258789
2022-08-18,106.30999755859375
2022-08-19,105.23999786376953
2022-08-22,102.36000061035156
2022-08-23,102.51000213623047
2022-08-24,102.69000244140625
2022-08-25,104.19999694824219
2022-08-26,99.69999694824219
2022-08-29,92.27999877929688
2022-08-30,89.27999877929688
2022-08-31,88.0
2022-09-01,88.33999633789062
2022-09-02,87.58000183105469
2022-09-06,88.97000122070312
2022-09-07,91.8499984741211
2022-09-08,93.2699966430664
2022-09-09,95.97000122070312
2022-09-12,96.05000305175781
2022-09-13,91.87000274658203
2022-09-14,91.9000015258789
2022-09-15,89.23999786376953
2022-09-16,89.94000244140625
2022-09-19,89.27999877929688
2022-09-20,87.1500015258789
2022-09-21,83.1500015258789
2022-09-22,79.05999755859375
2022-09-23,76.06999969482422
2022-09-26,74.7300033569336
2022-09-27,72.73999786376953
2022-09-28,76.23999786376953
2022-09-29,74.27999877929688
2022-09-30,72.36000061035156
2022-10-03,76.5199966430664
2022-10-04,79.79000091552734
2022-10-05,81.0
2022-10-06,78.70999908447266
2022-10-07,77.0199966430664
2022-10-10,74.9800033569336
2022-10-11,73.18000030517578
2022-10-12,73.19999694824219
2022-10-13,74.1500015258789
2022-10-14,72.11000061035156
2022-10-17,74.36000061035156
2022-10-18,74.93000030517578
2022-10-19,71.08000183105469
2022-10-20,68.2699966430664
2022-10-21,67.62999725341797
2022-10-24,69.0
2022-10-25,71.36000061035156
2022-10-26,71.97000122070312
2022-10-27,66.2699966430664
2022-10-28,66.18000030517578
2022-10-31,65.7300033569336
2022-11-01,49.529998779296875
2022-11-02,44.900001525878906
2022-11-03,42.25
2022-11-04,42.45000076293945
2022-11-07,41.47999954223633
2022-11-08,42.83000183105469
2022-11-09,41.5099983215332
2022-11-10,44.88999938964844
2022-11-11,47.18000030517578
2022-11-14,46.7599983215332
2022-11-15,48.90999984741211
2022-11-16,44.66999816894531
2022-11-17,42.06999969482422
2022-11-18,43.040000915527344
2022-11-21,41.88999938964844
2022-11-22,41.540000915527344
2022-11-23,42.18000030517578
2022-11-25,41.38999938964844
2022-11-28,46.91999816894531
2022-11-29,47.18000030517578
2022-11-30,50.130001068115234
2022-12-01,52.22999954223633
2022-12-02,52.25
2022-12-05,50.77000045776367
2022-12-06,48.220001220703125
2022-12-07,47.220001220703125
2022-12-08,45.540000915527344
2022-12-09,44.68000030517578
2022-12-12,45.5
2022-12-13,46.779998779296875
2022-12-14,46.2599983215332
2022-12-15,45.349998474121094
2022-12-16,44.2599983215332
2022-12-19,43.880001068115234
2022-12-20,44.36000061035156
2022-12-21,43.45000076293945
2022-12-22,43.0
2022-12-23,43.349998474121094
2022-12-27,43.31999969482422
2022-12-28,42.939998626708984
2022-12-29,45.2599983215332
2022-12-30,45.0099983215332
2023-01-03,45.45000076293945
2023-01-04,46.45000076293945
2023-01-05,46.16999816894531
2023-01-06,47.65999984741211
2023-01-09,48.18000030517578
