Date,EPAM
2022-02-28,207.75
2022-03-01,211.2100067138672
2022-03-02,245.1699981689453
2022-03-03,212.97999572753906
2022-03-04,198.52000427246094
2022-03-07,174.8000030517578
2022-03-08,186.75
2022-03-09,198.41000366210938
2022-03-10,188.75999450683594
2022-03-11,200.13999938964844
2022-03-14,220.0
2022-03-15,225.0399932861328
2022-03-16,281.7200012207031
2022-03-17,273.19000244140625
2022-03-18,294.4700012207031
2022-03-21,284.04998779296875
2022-03-22,303.5400085449219
2022-03-23,306.6499938964844
2022-03-24,288.04998779296875
2022-03-25,266.75
2022-03-28,275.19000244140625
2022-03-29,307.04998779296875
2022-03-30,293.0
2022-03-31,296.6099853515625
2022-04-01,287.0400085449219
2022-04-04,297.94000244140625
2022-04-05,282.3900146484375
2022-04-06,275.4700012207031
2022-04-07,280.2900085449219
2022-04-08,308.69000244140625
2022-04-11,305.3699951171875
2022-04-12,298.1300048828125
2022-04-13,307.989990234375
2022-04-14,290.05999755859375
2022-04-18,281.20001220703125
2022-04-19,297.9800109863281
2022-04-20,289.6099853515625
2022-04-21,286.8399963378906
2022-04-22,276.760009765625
2022-04-25,280.07000732421875
2022-04-26,264.9800109863281
2022-04-27,266.82000732421875
2022-04-28,281.0
2022-04-29,264.989990234375
2022-05-02,288.5
2022-05-03,297.0
2022-05-04,312.6000061035156
2022-05-05,346.0
2022-05-06,347.0
2022-05-09,317.8900146484375
2022-05-10,319.6199951171875
2022-05-11,296.05999755859375
2022-05-12,294.5
2022-05-13,319.25
2022-05-16,310.79998779296875
2022-05-17,312.6700134277344
2022-05-18,313.0
2022-05-19,326.9800109863281
2022-05-20,320.3900146484375
2022-05-23,314.6600036621094
2022-05-24,308.8699951171875
2022-05-25,305.4800109863281
2022-05-26,322.8599853515625
2022-05-27,340.3500061035156
2022-05-31,338.5199890136719
2022-06-01,326.2799987792969
2022-06-02,347.739990234375
2022-06-03,332.3399963378906
2022-06-06,332.0899963378906
2022-06-07,341.6700134277344
2022-06-08,330.70001220703125
2022-06-09,316.6000061035156
2022-06-10,303.489990234375
2022-06-13,284.1099853515625
2022-06-14,278.3599853515625
2022-06-15,289.7699890136719
2022-06-16,286.1600036621094
2022-06-17,295.67999267578125
2022-06-21,300.29998779296875
2022-06-22,309.44000244140625
2022-06-23,327.7200012207031
2022-06-24,326.010009765625
2022-06-27,324.80999755859375
2022-06-28,311.510009765625
2022-06-29,307.3699951171875
2022-06-30,294.7799987792969
2022-07-01,302.1199951171875
2022-07-05,310.6400146484375
2022-07-06,311.94000244140625
2022-07-07,329.1099853515625
2022-07-08,321.0199890136719
2022-07-11,317.1400146484375
2022-07-12,304.75
2022-07-13,302.3900146484375
2022-07-14,298.0299987792969
2022-07-15,302.55999755859375
2022-07-18,305.8599853515625
2022-07-19,323.4200134277344
2022-07-20,317.54998779296875
2022-07-21,330.9200134277344
2022-07-22,323.29998779296875
2022-07-25,320.1700134277344
2022-07-26,313.2099914550781
2022-07-27,325.6300048828125
2022-07-28,342.7900085449219
2022-07-29,349.25
2022-08-01,366.4200134277344
2022-08-02,364.3299865722656
2022-08-03,370.0299987792969
2022-08-04,415.3900146484375
2022-08-05,427.3900146484375
2022-08-08,427.6400146484375
2022-08-09,419.5199890136719
2022-08-10,440.9200134277344
2022-08-11,435.6099853515625
2022-08-12,444.9100036621094
2022-08-15,448.5299987792969
2022-08-16,447.5
2022-08-17,457.95001220703125
2022-08-18,449.20001220703125
2022-08-19,442.54998779296875
2022-08-22,441.1700134277344
2022-08-23,434.70001220703125
2022-08-24,434.5799865722656
2022-08-25,446.1099853515625
2022-08-26,422.57000732421875
2022-08-29,416.0
2022-08-30,424.7099914550781
2022-08-31,426.5
2022-09-01,412.2099914550781
2022-09-02,412.1400146484375
2022-09-06,410.8299865722656
2022-09-07,417.2900085449219
2022-09-08,428.6700134277344
2022-09-09,432.44000244140625
2022-09-12,438.70001220703125
2022-09-13,421.3999938964844
2022-09-14,424.4200134277344
2022-09-15,413.010009765625
2022-09-16,402.07000732421875
2022-09-19,402.7900085449219
2022-09-20,386.9100036621094
2022-09-21,385.2900085449219
2022-09-22,367.05999755859375
2022-09-23,364.1199951171875
2022-09-26,355.3299865722656
2022-09-27,358.3999938964844
2022-09-28,370.5299987792969
2022-09-29,362.1400146484375
2022-09-30,362.19000244140625
2022-10-03,363.5799865722656
2022-10-04,388.760009765625
2022-10-05,371.1700134277344
2022-10-06,356.30999755859375
2022-10-07,340.0
2022-10-10,325.4200134277344
2022-10-11,320.04998779296875
2022-10-12,314.8699951171875
2022-10-13,330.1700134277344
2022-10-14,326.94000244140625
2022-10-17,333.489990234375
2022-10-18,339.9700012207031
2022-10-19,331.6499938964844
2022-10-20,332.5400085449219
2022-10-21,331.3900146484375
2022-10-24,332.07000732421875
2022-10-25,348.1300048828125
2022-10-26,345.510009765625
2022-10-27,344.8299865722656
2022-10-28,349.19000244140625
2022-10-31,350.0
2022-11-01,342.239990234375
2022-11-02,326.9200134277344
2022-11-03,301.010009765625
2022-11-04,312.5199890136719
2022-11-07,316.010009765625
2022-11-08,319.7200012207031
2022-11-09,307.2900085449219
2022-11-10,350.45001220703125
2022-11-11,360.2300109863281
2022-11-14,358.1000061035156
2022-11-15,352.1300048828125
2022-11-16,349.55999755859375
2022-11-17,339.20001220703125
2022-11-18,341.4599914550781
2022-11-21,335.3500061035156
2022-11-22,341.2900085449219
2022-11-23,348.8599853515625
2022-11-25,349.1499938964844
2022-11-28,350.1600036621094
2022-11-29,343.94000244140625
2022-11-30,368.5799865722656
2022-12-01,369.6000061035156
2022-12-02,369.8399963378906
2022-12-05,347.5199890136719
2022-12-06,340.1499938964844
2022-12-07,338.9800109863281
2022-12-08,346.04998779296875
2022-12-09,343.8800048828125
2022-12-12,345.8999938964844
2022-12-13,364.4200134277344
2022-12-14,354.8299865722656
2022-12-15,336.1099853515625
2022-12-16,333.29998779296875
2022-12-19,328.57000732421875
2022-12-20,331.7200012207031
2022-12-21,338.989990234375
2022-12-22,323.239990234375
2022-12-23,323.6600036621094
2022-12-27,318.1199951171875
2022-12-28,316.6499938964844
2022-12-29,330.739990234375
2022-12-30,327.739990234375
2023-01-03,331.4200134277344
2023-01-04,335.2200012207031
2023-01-05,313.4800109863281
2023-01-06,316.6700134277344
2023-01-09,324.9800109863281
2023-01-10,326.8800048828125
2023-01-11,336.6400146484375
2023-01-12,340.989990234375
2023-01-13,345.82000732421875
2023-01-17,357.6300048828125
2023-01-18,352.8999938964844
2023-01-19,336.0
2023-01-20,345.0199890136719
2023-01-23,348.70001220703125
2023-01-24,331.95001220703125
2023-01-25,329.0400085449219
2023-01-26,344.1700134277344
2023-01-27,341.42999267578125
2023-01-30,334.8900146484375
2023-01-31,332.6499938964844
2023-02-01,352.7699890136719
2023-02-02,379.3399963378906
2023-02-03,375.8500061035156
2023-02-06,367.8599853515625
2023-02-07,372.3999938964844
2023-02-08,375.4100036621094
2023-02-09,365.4599914550781
2023-02-10,356.489990234375
2023-02-13,358.5
2023-02-14,361.5
2023-02-15,366.5299987792969
2023-02-16,346.010009765625
2023-02-17,338.2099914550781
2023-02-21,323.1700134277344
2023-02-22,311.0799865722656
2023-02-23,311.739990234375
2023-02-24,306.0299987792969
2023-02-27,312.8599853515625
2023-02-28,307.6499938964844
2023-03-01,305.5899963378906
2023-03-02,304.25
2023-03-03,305.989990234375
2023-03-06,310.3399963378906
2023-03-07,305.3299865722656
2023-03-08,306.6400146484375
2023-03-09,296.1300048828125
2023-03-10,282.739990234375
2023-03-13,280.6700134277344
2023-03-14,285.5
2023-03-15,276.2699890136719
2023-03-16,279.92999267578125
2023-03-17,279.7900085449219
2023-03-20,275.0400085449219
2023-03-21,279.6600036621094
2023-03-22,275.1300048828125
2023-03-23,284.45001220703125
2023-03-24,278.5
2023-03-27,285.0
2023-03-28,283.0
2023-03-29,285.760009765625
2023-03-30,293.69000244140625
2023-03-31,299.0
2023-04-03,297.2200012207031
2023-04-04,291.05999755859375
2023-04-05,282.5299987792969
2023-04-06,286.2799987792969
2023-04-10,290.92999267578125
2023-04-11,294.32000732421875
2023-04-12,289.989990234375
2023-04-13,300.010009765625
2023-04-14,296.0
2023-04-17,294.6499938964844
2023-04-18,295.1499938964844
2023-04-19,288.8399963378906
2023-04-20,282.3299865722656
2023-04-21,280.7300109863281
2023-04-24,280.7900085449219
2023-04-25,273.9700012207031
2023-04-26,275.4100036621094
2023-04-27,279.25
2023-04-28,282.44000244140625
2023-05-01,279.010009765625
2023-05-02,270.6700134277344
2023-05-03,273.1300048828125
2023-05-04,270.4100036621094
2023-05-05,242.47000122070312
2023-05-08,231.82000732421875
2023-05-09,231.33999633789062
2023-05-10,232.1999969482422
2023-05-11,232.66000366210938
2023-05-12,229.6999969482422
2023-05-15,236.6999969482422
2023-05-16,230.5800018310547
2023-05-17,232.92999267578125
2023-05-18,238.1199951171875
2023-05-19,247.5
2023-05-22,263.6700134277344
2023-05-23,264.8399963378906
2023-05-24,253.07000732421875
2023-05-25,256.4700012207031
2023-05-26,258.0799865722656
2023-05-30,257.95001220703125
2023-05-31,256.6199951171875
2023-06-01,257.94000244140625
2023-06-02,259.6499938964844
2023-06-05,203.25
2023-06-06,208.77000427246094
2023-06-07,210.1199951171875
2023-06-08,211.22000122070312
