Date,MCO
2022-09-28,251.97999572753906
2022-09-29,246.55999755859375
2022-09-30,243.11000061035156
2022-10-03,250.8699951171875
2022-10-04,261.9800109863281
2022-10-05,261.8599853515625
2022-10-06,254.07000732421875
2022-10-07,245.4600067138672
2022-10-10,243.07000732421875
2022-10-11,240.8800048828125
2022-10-12,239.5500030517578
2022-10-13,241.8300018310547
2022-10-14,235.25
2022-10-17,243.05999755859375
2022-10-18,245.92999267578125
2022-10-19,241.8800048828125
2022-10-20,237.41000366210938
2022-10-21,242.02999877929688
2022-10-24,244.97999572753906
2022-10-25,257.6199951171875
2022-10-26,256.9700012207031
2022-10-27,261.0
2022-10-28,269.0899963378906
2022-10-31,264.8699951171875
2022-11-01,264.3500061035156
2022-11-02,256.1099853515625
2022-11-03,254.6199951171875
2022-11-04,258.9599914550781
2022-11-07,264.3900146484375
2022-11-08,267.1400146484375
2022-11-09,262.4800109863281
2022-11-10,294.260009765625
2022-11-11,310.3699951171875
2022-11-14,293.6000061035156
2022-11-15,298.739990234375
2022-11-16,296.739990234375
2022-11-17,289.79998779296875
2022-11-18,292.3299865722656
2022-11-21,291.94000244140625
2022-11-22,294.3599853515625
2022-11-23,297.9599914550781
2022-11-25,301.0
2022-11-28,291.8900146484375
2022-11-29,289.5299987792969
2022-11-30,298.2699890136719
2022-12-01,306.0799865722656
2022-12-02,301.7300109863281
2022-12-05,291.29998779296875
2022-12-06,292.6000061035156
2022-12-07,290.67999267578125
2022-12-08,289.8599853515625
2022-12-09,287.9700012207031
2022-12-12,291.0400085449219
2022-12-13,301.6300048828125
2022-12-14,297.6199951171875
2022-12-15,286.8599853515625
2022-12-16,281.760009765625
2022-12-19,278.32000732421875
2022-12-20,274.8800048828125
2022-12-21,282.4200134277344
2022-12-22,279.19000244140625
2022-12-23,278.82000732421875
2022-12-27,276.3599853515625
2022-12-28,273.0199890136719
2022-12-29,282.92999267578125
2022-12-30,278.6199951171875
2023-01-03,276.4700012207031
2023-01-04,284.1099853515625
2023-01-05,276.69000244140625
2023-01-06,289.70001220703125
2023-01-09,290.7900085449219
2023-01-10,297.25
2023-01-11,307.42999267578125
2023-01-12,312.3999938964844
2023-01-13,314.5299987792969
2023-01-17,313.5799865722656
2023-01-18,316.4800109863281
2023-01-19,312.9599914550781
2023-01-20,320.4700012207031
2023-01-23,320.19000244140625
2023-01-24,315.3599853515625
2023-01-25,315.7300109863281
2023-01-26,318.2099914550781
2023-01-27,319.5799865722656
2023-01-30,314.20001220703125
2023-01-31,322.75
2023-02-01,323.2699890136719
2023-02-02,329.489990234375
2023-02-03,324.3599853515625
2023-02-06,314.5199890136719
2023-02-07,317.8900146484375
2023-02-08,311.989990234375
2023-02-09,307.010009765625
2023-02-10,306.7699890136719
2023-02-13,313.54998779296875
2023-02-14,309.07000732421875
2023-02-15,310.4599914550781
2023-02-16,302.5
2023-02-17,301.45001220703125
2023-02-21,294.8399963378906
2023-02-22,294.4100036621094
2023-02-23,294.44000244140625
2023-02-24,289.239990234375
2023-02-27,289.7099914550781
2023-02-28,290.1499938964844
2023-03-01,289.2799987792969
2023-03-02,290.3399963378906
2023-03-03,298.6199951171875
2023-03-06,303.4800109863281
2023-03-07,293.489990234375
2023-03-08,294.1199951171875
2023-03-09,295.04998779296875
2023-03-10,285.0899963378906
2023-03-13,285.30999755859375
2023-03-14,293.0199890136719
2023-03-15,292.7900085449219
2023-03-16,297.95001220703125
2023-03-17,294.25
2023-03-20,291.44000244140625
2023-03-21,297.0899963378906
2023-03-22,290.8299865722656
2023-03-23,290.3699951171875
2023-03-24,292.7300109863281
2023-03-27,293.17999267578125
2023-03-28,293.989990234375
2023-03-29,299.54998779296875
2023-03-30,300.94000244140625
2023-03-31,306.0199890136719
2023-04-03,304.29998779296875
2023-04-04,303.94000244140625
2023-04-05,302.8500061035156
2023-04-06,298.6199951171875
2023-04-10,295.6600036621094
2023-04-11,299.32000732421875
2023-04-12,298.17999267578125
2023-04-13,303.8999938964844
2023-04-14,302.32000732421875
2023-04-17,303.3599853515625
2023-04-18,305.3299865722656
2023-04-19,303.1400146484375
2023-04-20,302.7300109863281
2023-04-21,303.5899963378906
2023-04-24,302.6499938964844
2023-04-25,306.45001220703125
2023-04-26,304.9200134277344
2023-04-27,311.3999938964844
2023-04-28,313.1199951171875
2023-05-01,313.2799987792969
2023-05-02,305.7699890136719
2023-05-03,300.2300109863281
2023-05-04,299.6499938964844
2023-05-05,304.6400146484375
2023-05-08,305.94000244140625
2023-05-09,305.92999267578125
2023-05-10,310.5799865722656
2023-05-11,308.95001220703125
2023-05-12,309.7099914550781
2023-05-15,311.0799865722656
2023-05-16,307.42999267578125
2023-05-17,309.4800109863281
2023-05-18,314.1499938964844
2023-05-19,315.0299987792969
2023-05-22,321.3800048828125
2023-05-23,312.7900085449219
2023-05-24,309.0299987792969
2023-05-25,309.6700134277344
2023-05-26,313.0
2023-05-30,313.5400085449219
2023-05-31,316.8800048828125
2023-06-01,323.6700134277344
2023-06-02,326.989990234375
2023-06-05,328.79998779296875
2023-06-06,330.69000244140625
2023-06-07,327.4800109863281
2023-06-08,333.239990234375
2023-06-09,335.4800109863281
2023-06-12,335.5899963378906
2023-06-13,338.79998779296875
2023-06-14,340.7099914550781
2023-06-15,348.30999755859375
2023-06-16,341.8500061035156
2023-06-20,340.19000244140625
2023-06-21,338.5400085449219
2023-06-22,335.8399963378906
2023-06-23,337.2799987792969
2023-06-26,334.760009765625
2023-06-27,338.8299865722656
2023-06-28,341.5899963378906
2023-06-29,344.45001220703125
2023-06-30,347.7200012207031
2023-07-03,346.3900146484375
2023-07-05,346.9599914550781
2023-07-06,342.2200012207031
2023-07-07,339.57000732421875
2023-07-10,342.1000061035156
2023-07-11,339.260009765625
2023-07-12,347.2099914550781
2023-07-13,350.510009765625
2023-07-14,353.1499938964844
2023-07-17,356.4100036621094
2023-07-18,359.44000244140625
2023-07-19,359.5400085449219
2023-07-20,358.8500061035156
2023-07-21,357.7799987792969
2023-07-24,356.8800048828125
2023-07-25,361.70001220703125
2023-07-26,359.25
2023-07-27,351.3900146484375
2023-07-28,353.4599914550781
2023-07-31,352.75
2023-08-01,352.3599853515625
2023-08-02,343.6700134277344
2023-08-03,338.04998779296875
2023-08-04,340.04998779296875
2023-08-07,342.4100036621094
2023-08-08,337.82000732421875
2023-08-09,337.7799987792969
2023-08-10,339.2900085449219
2023-08-11,336.70001220703125
2023-08-14,338.7799987792969
2023-08-15,332.739990234375
2023-08-16,331.55999755859375
2023-08-17,328.5
2023-08-18,327.0199890136719
2023-08-21,324.7799987792969
2023-08-22,327.010009765625
2023-08-23,334.6700134277344
2023-08-24,331.0400085449219
2023-08-25,334.42999267578125
2023-08-28,334.7300109863281
2023-08-29,337.7900085449219
2023-08-30,338.8299865722656
2023-08-31,336.79998779296875
2023-09-01,339.32000732421875
2023-09-05,338.29998779296875
2023-09-06,340.67999267578125
2023-09-07,342.1199951171875
2023-09-08,339.7699890136719
2023-09-11,339.760009765625
2023-09-12,339.2099914550781
2023-09-13,343.20001220703125
2023-09-14,348.8599853515625
2023-09-15,341.19000244140625
2023-09-18,343.3999938964844
2023-09-19,340.69000244140625
2023-09-20,335.8500061035156
2023-09-21,324.2699890136719
2023-09-22,324.2200012207031
2023-09-25,322.80999755859375
2023-09-26,315.42999267578125
2023-09-27,314.510009765625
2023-09-28,318.4599914550781
2023-09-29,316.1700134277344
2023-10-02,316.2200012207031
2023-10-03,307.79998779296875
2023-10-04,314.489990234375
2023-10-05,313.989990234375
2023-10-06,317.1099853515625
2023-10-09,318.3699951171875
2023-10-10,321.8699951171875
2023-10-11,325.5199890136719
2023-10-12,319.92999267578125
2023-10-13,317.3999938964844
2023-10-16,321.4200134277344
2023-10-17,321.3999938964844
2023-10-18,314.0199890136719
2023-10-19,311.5799865722656
2023-10-20,309.6000061035156
2023-10-23,309.04998779296875
2023-10-24,305.6099853515625
2023-10-25,314.260009765625
2023-10-26,310.0899963378906
2023-10-27,301.9700012207031
2023-10-30,306.32000732421875
2023-10-31,308.0
2023-11-01,312.8800048828125
2023-11-02,326.8299865722656
2023-11-03,331.4200134277344
2023-11-06,333.44000244140625
2023-11-07,335.8699951171875
2023-11-08,338.7300109863281
2023-11-09,339.8800048828125
2023-11-10,344.57000732421875
2023-11-13,343.510009765625
2023-11-14,351.1700134277344
2023-11-15,350.70001220703125
2023-11-16,353.57000732421875
2023-11-17,356.6700134277344
2023-11-20,361.1099853515625
2023-11-21,363.79998779296875
2023-11-22,364.54998779296875
2023-11-24,362.3800048828125
2023-11-27,361.29998779296875
2023-11-28,361.17999267578125
2023-11-29,361.8900146484375
2023-11-30,364.9599914550781
2023-12-01,371.04998779296875
2023-12-04,373.94000244140625
2023-12-05,375.6600036621094
2023-12-06,373.42999267578125
2023-12-07,372.6300048828125
2023-12-08,374.6099853515625
2023-12-11,377.5899963378906
2023-12-12,380.57000732421875
2023-12-13,390.82000732421875
2023-12-14,391.6199951171875
2023-12-15,389.05999755859375
2023-12-18,390.989990234375
2023-12-19,390.5299987792969
2023-12-20,382.45001220703125
2023-12-21,386.1300048828125
2023-12-22,387.5799865722656
2023-12-26,388.32000732421875
2023-12-27,390.2099914550781
2023-12-28,390.6300048828125
2023-12-29,390.55999755859375
2024-01-02,381.80999755859375
2024-01-03,375.2300109863281
2024-01-04,374.489990234375
2024-01-05,371.69000244140625
2024-01-08,375.70001220703125
2024-01-09,373.07000732421875
2024-01-10,376.5899963378906
2024-01-11,376.79998779296875
2024-01-12,379.7900085449219
2024-01-16,381.7300109863281
2024-01-17,381.2799987792969
2024-01-18,383.20001220703125
2024-01-19,386.8399963378906
2024-01-22,388.7900085449219
2024-01-23,389.82000732421875
2024-01-24,389.94000244140625
2024-01-25,392.6000061035156
2024-01-26,389.2900085449219
2024-01-29,391.2699890136719
2024-01-30,396.510009765625
2024-01-31,392.0400085449219
2024-02-01,402.5400085449219
2024-02-02,399.6000061035156
2024-02-05,396.989990234375
2024-02-06,398.04998779296875
2024-02-07,404.8500061035156
2024-02-08,398.0
2024-02-09,405.1700134277344
2024-02-12,401.0899963378906
2024-02-13,369.2300109863281
2024-02-14,366.4800109863281
2024-02-15,373.239990234375
2024-02-16,370.760009765625
2024-02-20,375.32000732421875
2024-02-21,375.8599853515625
2024-02-22,381.8999938964844
2024-02-23,385.510009765625
2024-02-26,380.1199951171875
2024-02-27,377.6700134277344
2024-02-28,379.8599853515625
2024-02-29,379.4200134277344
2024-03-01,382.0400085449219
2024-03-04,382.5
2024-03-05,382.5
2024-03-06,389.0299987792969
2024-03-07,391.5799865722656
2024-03-08,387.010009765625
2024-03-11,384.8500061035156
2024-03-12,388.92999267578125
2024-03-13,389.0199890136719
2024-03-14,383.4100036621094
2024-03-15,384.1600036621094
2024-03-18,384.0799865722656
2024-03-19,387.20001220703125
2024-03-20,390.2099914550781
2024-03-21,395.6199951171875
2024-03-22,387.6400146484375
2024-03-25,386.57000732421875
2024-03-26,390.9200134277344
2024-03-27,390.239990234375
2024-03-28,393.0299987792969
2024-04-01,393.8900146484375
2024-04-02,391.20001220703125
2024-04-03,392.44000244140625
2024-04-04,391.57000732421875
2024-04-05,392.4700012207031
2024-04-08,396.07000732421875
2024-04-09,397.8900146484375
2024-04-10,384.4599914550781
2024-04-11,383.54998779296875
2024-04-12,377.1600036621094
2024-04-15,373.5400085449219
2024-04-16,370.7300109863281
2024-04-17,375.4100036621094
2024-04-18,374.6000061035156
2024-04-19,374.6700134277344
2024-04-22,379.260009765625
2024-04-23,382.1700134277344
2024-04-24,381.2099914550781
2024-04-25,375.17999267578125
2024-04-26,376.1300048828125
2024-04-29,374.6199951171875
2024-04-30,370.3299865722656
2024-05-01,372.8900146484375
2024-05-02,376.3999938964844
2024-05-03,380.55999755859375
2024-05-06,387.70001220703125
2024-05-07,393.9700012207031
2024-05-08,395.94000244140625
2024-05-09,401.5299987792969
2024-05-10,400.3500061035156
2024-05-13,397.4800109863281
2024-05-14,402.1000061035156
2024-05-15,409.8999938964844
2024-05-16,412.0199890136719
2024-05-17,413.9200134277344
2024-05-20,412.57000732421875
2024-05-21,412.95001220703125
2024-05-22,415.0899963378906
2024-05-23,407.0199890136719
2024-05-24,410.6000061035156
2024-05-28,405.79998779296875
2024-05-29,399.8800048828125
2024-05-30,395.5
2024-05-31,396.989990234375
2024-06-03,401.6499938964844
2024-06-04,406.5
2024-06-05,410.1099853515625
2024-06-06,406.82000732421875
2024-06-07,403.70001220703125
2024-06-10,401.8599853515625
2024-06-11,403.32000732421875
2024-06-12,412.05999755859375
2024-06-13,410.6199951171875
2024-06-14,408.1199951171875
2024-06-17,412.30999755859375
2024-06-18,420.0799865722656
2024-06-20,422.7099914550781
2024-06-21,421.8900146484375
2024-06-24,425.6400146484375
2024-06-25,427.5299987792969
2024-06-26,419.6600036621094
2024-06-27,419.3999938964844
2024-06-28,420.92999267578125
2024-07-01,421.489990234375
2024-07-02,426.010009765625
2024-07-03,425.989990234375
2024-07-05,432.260009765625
2024-07-08,432.5
2024-07-09,435.95001220703125
2024-07-10,437.2900085449219
2024-07-11,443.25
2024-07-12,445.9800109863281
2024-07-15,446.70001220703125
2024-07-16,452.3599853515625
2024-07-17,456.04998779296875
2024-07-18,448.8299865722656
2024-07-19,442.1400146484375
2024-07-22,450.3599853515625
2024-07-23,451.8900146484375
2024-07-24,433.80999755859375
2024-07-25,437.2099914550781
2024-07-26,448.75
2024-07-29,450.1600036621094
2024-07-30,458.05999755859375
2024-07-31,456.4800109863281
2024-08-01,460.8800048828125
2024-08-02,460.5899963378906
2024-08-05,440.1700134277344
2024-08-06,449.0199890136719
2024-08-07,451.04998779296875
2024-08-08,459.7799987792969
2024-08-09,464.92999267578125
2024-08-12,460.5799865722656
2024-08-13,464.4700012207031
2024-08-14,466.1499938964844
2024-08-15,467.1199951171875
2024-08-16,466.7200012207031
2024-08-19,470.0799865722656
2024-08-20,473.5400085449219
2024-08-21,475.4700012207031
2024-08-22,480.0
2024-08-23,479.3800048828125
2024-08-26,479.80999755859375
2024-08-27,484.17999267578125
2024-08-28,482.5299987792969
2024-08-29,483.05999755859375
2024-08-30,487.739990234375
2024-09-03,481.9700012207031
2024-09-04,484.489990234375
2024-09-05,483.8500061035156
2024-09-06,475.44000244140625
2024-09-09,482.25
2024-09-10,484.1400146484375
2024-09-11,478.5899963378906
2024-09-12,478.75
2024-09-13,476.9599914550781
2024-09-16,484.8399963378906
2024-09-17,482.7300109863281
2024-09-18,484.6700134277344
2024-09-19,490.1099853515625
2024-09-20,494.6600036621094
2024-09-23,479.0
2024-09-24,479.3800048828125
2024-09-25,476.1499938964844
2024-09-26,474.0299987792969
2024-09-27,473.489990234375
2024-09-30,474.5899963378906
2024-10-01,471.3999938964844
2024-10-02,470.19000244140625
2024-10-03,467.6300048828125
2024-10-04,460.5299987792969
2024-10-07,457.5199890136719
2024-10-08,471.0
2024-10-09,473.0400085449219
2024-10-10,469.3999938964844
2024-10-11,475.1099853515625
2024-10-14,479.44000244140625
2024-10-15,487.17999267578125
2024-10-16,490.0400085449219
2024-10-17,486.1099853515625
2024-10-18,488.4599914550781
2024-10-21,486.9599914550781
2024-10-22,467.7300109863281
2024-10-23,468.8599853515625
2024-10-24,466.94000244140625
2024-10-25,462.79998779296875
2024-10-28,462.1400146484375
2024-10-29,460.5
2024-10-30,458.9599914550781
2024-10-31,454.0400085449219
2024-11-01,456.3599853515625
2024-11-04,458.4100036621094
2024-11-05,462.20001220703125
2024-11-06,461.1400146484375
2024-11-07,465.57000732421875
2024-11-08,477.17999267578125
2024-11-11,478.45001220703125
2024-11-12,475.4800109863281
2024-11-13,479.4200134277344
2024-11-14,482.0899963378906
2024-11-15,473.30999755859375
2024-11-18,471.94000244140625
2024-11-19,468.7799987792969
2024-11-20,474.5899963378906
2024-11-21,477.9200134277344
