Date,HSY
2022-10-13,227.8000030517578
2022-10-14,222.7100067138672
2022-10-17,225.72000122070312
2022-10-18,227.30999755859375
2022-10-19,226.25999450683594
2022-10-20,224.74000549316406
2022-10-21,228.22000122070312
2022-10-24,231.9600067138672
2022-10-25,234.1199951171875
2022-10-26,232.7899932861328
2022-10-27,234.42999267578125
2022-10-28,239.9600067138672
2022-10-31,238.77000427246094
2022-11-01,237.75999450683594
2022-11-02,235.11000061035156
2022-11-03,232.08999633789062
2022-11-04,229.02999877929688
2022-11-07,229.3000030517578
2022-11-08,231.07000732421875
2022-11-09,230.72000122070312
2022-11-10,226.3000030517578
2022-11-11,218.8800048828125
2022-11-14,218.1199951171875
2022-11-15,217.30999755859375
2022-11-16,223.14999389648438
2022-11-17,221.6199951171875
2022-11-18,225.2100067138672
2022-11-21,232.1300048828125
2022-11-22,232.19000244140625
2022-11-23,232.1699981689453
2022-11-25,233.75999450683594
2022-11-28,232.6300048828125
2022-11-29,230.49000549316406
2022-11-30,235.1699981689453
2022-12-01,231.8800048828125
2022-12-02,234.72999572753906
2022-12-05,233.25
2022-12-06,232.55999755859375
2022-12-07,236.69000244140625
2022-12-08,241.30999755859375
2022-12-09,236.77000427246094
2022-12-12,239.2899932861328
2022-12-13,236.3300018310547
2022-12-14,236.00999450683594
2022-12-15,234.13999938964844
2022-12-16,235.0
2022-12-19,234.88999938964844
2022-12-20,233.64999389648438
2022-12-21,234.97999572753906
2022-12-22,234.92999267578125
2022-12-23,235.8800048828125
2022-12-27,235.72999572753906
2022-12-28,232.8699951171875
2022-12-29,233.25
2022-12-30,231.57000732421875
2023-01-03,226.92999267578125
2023-01-04,223.27000427246094
2023-01-05,223.0800018310547
2023-01-06,225.64999389648438
2023-01-09,225.38999938964844
2023-01-10,224.77999877929688
2023-01-11,226.58999633789062
2023-01-12,224.19000244140625
2023-01-13,226.61000061035156
2023-01-17,226.16000366210938
2023-01-18,216.77000427246094
2023-01-19,216.1199951171875
2023-01-20,214.52000427246094
2023-01-23,217.0399932861328
2023-01-24,220.2899932861328
2023-01-25,220.99000549316406
2023-01-26,220.00999450683594
2023-01-27,218.75999450683594
2023-01-30,223.19000244140625
2023-01-31,224.60000610351562
2023-02-01,225.3000030517578
2023-02-02,234.4199981689453
2023-02-03,236.27999877929688
2023-02-06,240.52999877929688
2023-02-07,237.11000061035156
2023-02-08,234.83999633789062
2023-02-09,235.14999389648438
2023-02-10,239.10000610351562
2023-02-13,239.91000366210938
2023-02-14,238.89999389648438
2023-02-15,237.47000122070312
2023-02-16,235.22000122070312
2023-02-17,240.69000244140625
2023-02-21,240.89999389648438
2023-02-22,239.86000061035156
2023-02-23,240.47000122070312
2023-02-24,239.02000427246094
2023-02-27,239.22000122070312
2023-02-28,238.32000732421875
2023-03-01,236.64999389648438
2023-03-02,238.39999389648438
2023-03-03,238.39999389648438
2023-03-06,239.8800048828125
2023-03-07,238.35000610351562
2023-03-08,238.97999572753906
2023-03-09,238.6199951171875
2023-03-10,237.74000549316406
2023-03-13,240.57000732421875
2023-03-14,242.0
2023-03-15,244.4199981689453
2023-03-16,245.0
2023-03-17,243.14999389648438
2023-03-20,244.5399932861328
2023-03-21,243.19000244140625
2023-03-22,242.74000549316406
2023-03-23,243.97999572753906
2023-03-24,247.86000061035156
2023-03-27,250.89999389648438
2023-03-28,252.89999389648438
2023-03-29,252.60000610351562
2023-03-30,253.2899932861328
2023-03-31,254.41000366210938
2023-04-03,257.1600036621094
2023-04-04,258.07000732421875
2023-04-05,259.42999267578125
2023-04-06,259.8699951171875
2023-04-10,258.75
2023-04-11,259.1400146484375
2023-04-12,258.6099853515625
2023-04-13,258.0
2023-04-14,256.2799987792969
2023-04-17,259.0299987792969
2023-04-18,259.6000061035156
2023-04-19,257.29998779296875
2023-04-20,260.4200134277344
2023-04-21,260.8500061035156
2023-04-24,261.0
2023-04-25,262.9800109863281
2023-04-26,261.75
2023-04-27,273.3299865722656
2023-04-28,273.05999755859375
2023-05-01,276.3500061035156
2023-05-02,274.29998779296875
2023-05-03,274.2099914550781
2023-05-04,274.6400146484375
2023-05-05,275.3299865722656
2023-05-08,274.7699890136719
2023-05-09,274.0799865722656
2023-05-10,274.1199951171875
2023-05-11,274.7799987792969
2023-05-12,274.5799865722656
2023-05-15,270.4599914550781
2023-05-16,269.2300109863281
2023-05-17,267.5
2023-05-18,266.8399963378906
2023-05-19,266.0400085449219
2023-05-22,262.8800048828125
2023-05-23,262.4200134277344
2023-05-24,262.4700012207031
2023-05-25,260.3800048828125
2023-05-26,257.7200012207031
2023-05-30,256.3699951171875
2023-05-31,259.70001220703125
2023-06-01,259.6600036621094
2023-06-02,260.9100036621094
2023-06-05,259.4800109863281
2023-06-06,255.2899932861328
2023-06-07,253.1999969482422
2023-06-08,255.1199951171875
2023-06-09,255.82000732421875
2023-06-12,255.19000244140625
2023-06-13,257.7300109863281
2023-06-14,260.5899963378906
2023-06-15,260.8599853515625
2023-06-16,260.7200012207031
2023-06-20,258.4599914550781
2023-06-21,258.8900146484375
2023-06-22,260.30999755859375
2023-06-23,259.0899963378906
2023-06-26,259.5299987792969
2023-06-27,259.9100036621094
2023-06-28,249.58999633789062
2023-06-29,248.67999267578125
2023-06-30,249.6999969482422
2023-07-03,251.72999572753906
2023-07-05,248.80999755859375
2023-07-06,247.75999450683594
2023-07-07,242.97999572753906
2023-07-10,241.91000366210938
2023-07-11,241.22000122070312
2023-07-12,238.8000030517578
2023-07-13,238.47999572753906
2023-07-14,238.8699951171875
2023-07-17,239.4499969482422
2023-07-18,239.83999633789062
2023-07-19,242.66000366210938
2023-07-20,245.6199951171875
2023-07-21,246.63999938964844
2023-07-24,245.82000732421875
2023-07-25,244.0
2023-07-26,240.44000244140625
2023-07-27,233.55999755859375
2023-07-28,235.63999938964844
2023-07-31,231.30999755859375
2023-08-01,230.58999633789062
2023-08-02,233.19000244140625
2023-08-03,231.02999877929688
2023-08-04,228.22999572753906
2023-08-07,228.8800048828125
2023-08-08,224.3000030517578
2023-08-09,225.64999389648438
2023-08-10,223.7899932861328
2023-08-11,223.57000732421875
2023-08-14,224.36000061035156
2023-08-15,220.7100067138672
2023-08-16,219.49000549316406
2023-08-17,217.52000427246094
2023-08-18,218.77999877929688
2023-08-21,216.2899932861328
2023-08-22,213.85000610351562
2023-08-23,215.32000732421875
2023-08-24,213.8800048828125
2023-08-25,217.30999755859375
2023-08-28,218.00999450683594
2023-08-29,217.69000244140625
2023-08-30,217.30999755859375
2023-08-31,214.86000061035156
2023-09-01,213.85000610351562
2023-09-05,212.10000610351562
2023-09-06,210.38999938964844
2023-09-07,208.99000549316406
2023-09-08,209.02999877929688
2023-09-11,212.02999877929688
2023-09-12,207.58999633789062
2023-09-13,209.7100067138672
2023-09-14,211.7899932861328
2023-09-15,212.36000061035156
2023-09-18,212.4600067138672
2023-09-19,209.07000732421875
2023-09-20,211.3300018310547
2023-09-21,208.14999389648438
2023-09-22,207.94000244140625
2023-09-25,205.97000122070312
2023-09-26,205.1999969482422
2023-09-27,202.55999755859375
2023-09-28,201.83999633789062
2023-09-29,200.0800018310547
2023-10-02,199.00999450683594
2023-10-03,197.17999267578125
2023-10-04,198.9199981689453
2023-10-05,195.50999450683594
2023-10-06,195.0399932861328
2023-10-09,195.72000122070312
2023-10-10,194.33999633789062
2023-10-11,191.77000427246094
2023-10-12,187.64999389648438
2023-10-13,190.86000061035156
2023-10-16,191.8300018310547
2023-10-17,190.77000427246094
2023-10-18,191.1999969482422
2023-10-19,191.5800018310547
2023-10-20,190.94000244140625
2023-10-23,189.1999969482422
2023-10-24,190.2899932861328
2023-10-25,194.47000122070312
2023-10-26,189.0500030517578
2023-10-27,184.11000061035156
2023-10-30,185.97999572753906
2023-10-31,187.35000610351562
2023-11-01,187.85000610351562
2023-11-02,189.5500030517578
2023-11-03,187.99000549316406
2023-11-06,187.66000366210938
2023-11-07,187.49000549316406
2023-11-08,189.02000427246094
2023-11-09,188.6199951171875
2023-11-10,191.47999572753906
2023-11-13,194.6999969482422
2023-11-14,197.83999633789062
2023-11-15,195.72000122070312
2023-11-16,195.83999633789062
2023-11-17,196.0
2023-11-20,193.07000732421875
2023-11-21,190.58999633789062
2023-11-22,191.61000061035156
2023-11-24,191.67999267578125
2023-11-27,188.39999389648438
2023-11-28,188.99000549316406
2023-11-29,185.72000122070312
2023-11-30,187.9199981689453
2023-12-01,190.97999572753906
2023-12-04,190.6199951171875
2023-12-05,187.92999267578125
2023-12-06,189.1999969482422
2023-12-07,189.05999755859375
2023-12-08,185.74000549316406
2023-12-11,186.27999877929688
2023-12-12,184.69000244140625
2023-12-13,188.7899932861328
2023-12-14,186.2100067138672
2023-12-15,181.7100067138672
2023-12-18,182.25999450683594
2023-12-19,182.5500030517578
2023-12-20,179.52000427246094
2023-12-21,181.0
2023-12-22,182.52000427246094
2023-12-26,183.39999389648438
2023-12-27,183.9199981689453
2023-12-28,184.11000061035156
2023-12-29,186.44000244140625
2024-01-02,192.02999877929688
2024-01-03,191.83999633789062
2024-01-04,190.5
2024-01-05,187.63999938964844
2024-01-08,191.4499969482422
2024-01-09,193.08999633789062
2024-01-10,189.63999938964844
2024-01-11,190.41000366210938
2024-01-12,190.63999938964844
2024-01-16,191.52999877929688
2024-01-17,191.5399932861328
2024-01-18,191.47000122070312
2024-01-19,190.4600067138672
2024-01-22,188.25999450683594
2024-01-23,192.02999877929688
2024-01-24,189.30999755859375
2024-01-25,189.36000061035156
2024-01-26,190.2100067138672
2024-01-29,192.7899932861328
2024-01-30,197.3800048828125
2024-01-31,193.5399932861328
2024-02-01,198.42999267578125
2024-02-02,197.66000366210938
2024-02-05,196.38999938964844
2024-02-06,194.77999877929688
2024-02-07,194.25999450683594
2024-02-08,202.30999755859375
2024-02-09,195.4499969482422
2024-02-12,193.72000122070312
2024-02-13,194.83999633789062
2024-02-14,191.25
2024-02-15,192.5800018310547
2024-02-16,191.16000366210938
2024-02-20,193.57000732421875
2024-02-21,192.49000549316406
2024-02-22,193.5399932861328
2024-02-23,193.8300018310547
2024-02-26,188.61000061035156
2024-02-27,187.1699981689453
2024-02-28,186.2100067138672
2024-02-29,187.9199981689453
2024-03-01,188.0500030517578
2024-03-04,184.0
2024-03-05,187.55999755859375
2024-03-06,192.8300018310547
2024-03-07,192.52000427246094
2024-03-08,194.55999755859375
2024-03-11,199.02000427246094
2024-03-12,196.47000122070312
2024-03-13,195.88999938964844
2024-03-14,195.05999755859375
2024-03-15,193.5399932861328
2024-03-18,197.0500030517578
2024-03-19,202.22000122070312
2024-03-20,198.02999877929688
2024-03-21,199.30999755859375
2024-03-22,197.99000549316406
2024-03-25,192.25999450683594
2024-03-26,190.89999389648438
2024-03-27,193.7100067138672
2024-03-28,194.5
2024-04-01,198.27000427246094
2024-04-02,200.5500030517578
2024-04-03,194.8699951171875
2024-04-04,195.9499969482422
2024-04-05,193.74000549316406
2024-04-08,194.19000244140625
2024-04-09,194.5800018310547
2024-04-10,192.02999877929688
2024-04-11,189.5
2024-04-12,185.8000030517578
2024-04-15,182.57000732421875
2024-04-16,183.30999755859375
2024-04-17,182.4499969482422
2024-04-18,184.86000061035156
2024-04-19,185.02000427246094
2024-04-22,186.3300018310547
2024-04-23,187.0800018310547
2024-04-24,188.13999938964844
2024-04-25,187.14999389648438
2024-04-26,186.16000366210938
2024-04-29,192.47000122070312
2024-04-30,193.9199981689453
2024-05-01,193.6999969482422
2024-05-02,195.8800048828125
2024-05-03,197.9199981689453
2024-05-06,196.49000549316406
2024-05-07,198.16000366210938
2024-05-08,199.9600067138672
2024-05-09,200.08999633789062
2024-05-10,204.77999877929688
2024-05-13,209.50999450683594
2024-05-14,208.88999938964844
2024-05-15,205.41000366210938
2024-05-16,208.1699981689453
2024-05-17,207.0399932861328
2024-05-20,208.08999633789062
2024-05-21,207.35000610351562
2024-05-22,205.57000732421875
2024-05-23,201.0399932861328
2024-05-24,197.0
2024-05-28,197.61000061035156
2024-05-29,193.5500030517578
2024-05-30,193.1300048828125
2024-05-31,197.8300018310547
2024-06-03,196.4199981689453
2024-06-04,200.07000732421875
2024-06-05,198.36000061035156
2024-06-06,197.32000732421875
2024-06-07,196.05999755859375
2024-06-10,191.1199951171875
2024-06-11,190.61000061035156
2024-06-12,187.22000122070312
2024-06-13,185.58999633789062
2024-06-14,186.97999572753906
2024-06-17,183.0500030517578
2024-06-18,182.72999572753906
2024-06-20,182.0
2024-06-21,182.08999633789062
2024-06-24,187.3000030517578
2024-06-25,185.9199981689453
2024-06-26,183.0500030517578
2024-06-27,183.67999267578125
2024-06-28,183.8300018310547
2024-07-01,182.4499969482422
2024-07-02,184.64999389648438
2024-07-03,183.75
2024-07-05,184.14999389648438
2024-07-08,184.75999450683594
2024-07-09,182.75
2024-07-10,185.67999267578125
2024-07-11,186.7899932861328
2024-07-12,188.94000244140625
2024-07-15,188.9199981689453
2024-07-16,189.97000122070312
2024-07-17,194.0
2024-07-18,193.33999633789062
2024-07-19,191.14999389648438
2024-07-22,191.2899932861328
2024-07-23,189.94000244140625
2024-07-24,192.10000610351562
2024-07-25,192.6699981689453
2024-07-26,193.52999877929688
2024-07-29,192.55999755859375
2024-07-30,193.97000122070312
2024-07-31,197.47999572753906
2024-08-01,199.6199951171875
2024-08-02,199.0800018310547
2024-08-05,196.02000427246094
2024-08-06,199.38999938964844
2024-08-07,199.82000732421875
2024-08-08,202.10000610351562
2024-08-09,201.5
2024-08-12,198.6699981689453
2024-08-13,199.4600067138672
2024-08-14,200.61000061035156
2024-08-15,196.66000366210938
2024-08-16,193.49000549316406
2024-08-19,197.1699981689453
2024-08-20,197.91000366210938
2024-08-21,197.47000122070312
2024-08-22,195.55999755859375
2024-08-23,196.3300018310547
2024-08-26,196.41000366210938
2024-08-27,191.1300048828125
2024-08-28,191.58999633789062
2024-08-29,191.6999969482422
2024-08-30,193.05999755859375
2024-09-03,197.33999633789062
2024-09-04,198.69000244140625
2024-09-05,198.10000610351562
2024-09-06,199.8000030517578
2024-09-09,203.25
2024-09-10,202.8300018310547
2024-09-11,198.6199951171875
2024-09-12,198.4600067138672
2024-09-13,200.8300018310547
2024-09-16,200.80999755859375
2024-09-17,199.27999877929688
2024-09-18,197.6300048828125
2024-09-19,195.52000427246094
2024-09-20,195.42999267578125
2024-09-23,195.13999938964844
2024-09-24,193.33999633789062
2024-09-25,191.0
2024-09-26,190.52000427246094
2024-09-27,193.36000061035156
2024-09-30,191.77999877929688
2024-10-01,191.80999755859375
2024-10-02,193.41000366210938
2024-10-03,190.99000549316406
2024-10-04,191.83999633789062
2024-10-07,187.52999877929688
2024-10-08,187.5800018310547
2024-10-09,186.97000122070312
2024-10-10,187.57000732421875
2024-10-11,185.97999572753906
2024-10-14,186.0
2024-10-15,184.3300018310547
2024-10-16,184.80999755859375
2024-10-17,183.89999389648438
2024-10-18,185.67999267578125
2024-10-21,184.6699981689453
2024-10-22,183.47000122070312
2024-10-23,181.97999572753906
2024-10-24,182.1999969482422
2024-10-25,181.25999450683594
2024-10-28,182.85000610351562
2024-10-29,180.02000427246094
2024-10-30,177.5
2024-10-31,177.5800018310547
2024-11-01,179.25999450683594
2024-11-04,179.0
2024-11-05,180.11000061035156
2024-11-06,176.82000732421875
2024-11-07,172.85000610351562
2024-11-08,175.6699981689453
2024-11-11,178.50999450683594
2024-11-12,181.5
2024-11-13,184.4499969482422
2024-11-14,178.94000244140625
2024-11-15,170.9199981689453
2024-11-18,169.99000549316406
2024-11-19,170.24000549316406
2024-11-20,174.0
2024-11-21,174.9499969482422
