Date,AME
2023-01-06,143.83999633789062
2023-01-09,142.5
2023-01-10,142.80999755859375
2023-01-11,145.47999572753906
2023-01-12,145.5500030517578
2023-01-13,146.1300048828125
2023-01-17,144.6300048828125
2023-01-18,141.4199981689453
2023-01-19,139.02999877929688
2023-01-20,142.5
2023-01-23,143.0500030517578
2023-01-24,144.0800018310547
2023-01-25,142.8000030517578
2023-01-26,143.5500030517578
2023-01-27,143.89999389648438
2023-01-30,142.30999755859375
2023-01-31,144.9199981689453
2023-02-01,145.14999389648438
2023-02-02,144.52000427246094
2023-02-03,146.3800048828125
2023-02-06,147.08999633789062
2023-02-07,146.74000549316406
2023-02-08,144.97000122070312
2023-02-09,144.36000061035156
2023-02-10,144.69000244140625
2023-02-13,145.8300018310547
2023-02-14,144.3699951171875
2023-02-15,146.1999969482422
2023-02-16,144.5500030517578
2023-02-17,146.49000549316406
2023-02-21,143.0
2023-02-22,142.33999633789062
2023-02-23,142.77000427246094
2023-02-24,140.94000244140625
2023-02-27,141.35000610351562
2023-02-28,141.55999755859375
2023-03-01,141.64999389648438
2023-03-02,142.33999633789062
2023-03-03,143.92999267578125
2023-03-06,143.39999389648438
2023-03-07,140.0800018310547
2023-03-08,140.77000427246094
2023-03-09,138.94000244140625
2023-03-10,135.72000122070312
2023-03-13,135.35000610351562
2023-03-14,138.50999450683594
2023-03-15,134.0
2023-03-16,135.83999633789062
2023-03-17,134.99000549316406
2023-03-20,138.5399932861328
2023-03-21,140.07000732421875
2023-03-22,138.4600067138672
2023-03-23,138.35000610351562
2023-03-24,139.32000732421875
2023-03-27,139.7899932861328
2023-03-28,141.13999938964844
2023-03-29,142.24000549316406
2023-03-30,142.8300018310547
2023-03-31,145.3300018310547
2023-04-03,144.25
2023-04-04,139.05999755859375
2023-04-05,135.6699981689453
2023-04-06,135.25
2023-04-10,136.77999877929688
2023-04-11,137.02000427246094
2023-04-12,138.52999877929688
2023-04-13,138.4499969482422
2023-04-14,138.35000610351562
2023-04-17,139.22000122070312
2023-04-18,139.25
2023-04-19,137.57000732421875
2023-04-20,137.97000122070312
2023-04-21,137.5800018310547
2023-04-24,137.72000122070312
2023-04-25,135.9199981689453
2023-04-26,133.74000549316406
2023-04-27,137.3699951171875
2023-04-28,137.92999267578125
2023-05-01,139.33999633789062
2023-05-02,145.60000610351562
2023-05-03,144.5800018310547
2023-05-04,142.9199981689453
2023-05-05,145.02000427246094
2023-05-08,145.02000427246094
2023-05-09,144.41000366210938
2023-05-10,144.67999267578125
2023-05-11,143.75999450683594
2023-05-12,145.4199981689453
2023-05-15,146.33999633789062
2023-05-16,144.55999755859375
2023-05-17,145.92999267578125
2023-05-18,147.7899932861328
2023-05-19,147.57000732421875
2023-05-22,147.92999267578125
2023-05-23,145.97000122070312
2023-05-24,144.25999450683594
2023-05-25,145.72999572753906
2023-05-26,148.22000122070312
2023-05-30,147.52999877929688
2023-05-31,145.07000732421875
2023-06-01,146.9499969482422
2023-06-02,150.67999267578125
2023-06-05,148.7899932861328
2023-06-06,149.2899932861328
2023-06-07,151.1300048828125
2023-06-08,150.41000366210938
2023-06-09,150.2899932861328
2023-06-12,151.17999267578125
2023-06-13,153.47000122070312
2023-06-14,153.60000610351562
2023-06-15,156.6999969482422
2023-06-16,155.91000366210938
2023-06-20,155.33999633789062
2023-06-21,156.57000732421875
2023-06-22,156.02999877929688
2023-06-23,156.05999755859375
2023-06-26,157.3800048828125
2023-06-27,159.5800018310547
2023-06-28,158.77999877929688
2023-06-29,160.13999938964844
2023-06-30,161.8800048828125
2023-07-03,160.80999755859375
2023-07-05,158.4499969482422
2023-07-06,156.75999450683594
2023-07-07,157.0800018310547
2023-07-10,157.52000427246094
2023-07-11,157.55999755859375
2023-07-12,157.50999450683594
2023-07-13,158.27000427246094
2023-07-14,157.5399932861328
2023-07-17,157.89999389648438
2023-07-18,158.8699951171875
2023-07-19,157.47999572753906
2023-07-20,158.08999633789062
2023-07-21,157.52999877929688
2023-07-24,158.22999572753906
2023-07-25,158.72000122070312
2023-07-26,158.75999450683594
2023-07-27,157.86000061035156
2023-07-28,158.25
2023-07-31,158.60000610351562
2023-08-01,159.4499969482422
2023-08-02,158.69000244140625
2023-08-03,157.85000610351562
2023-08-04,156.57000732421875
2023-08-07,160.60000610351562
2023-08-08,160.5
2023-08-09,159.72000122070312
2023-08-10,158.9199981689453
2023-08-11,158.22000122070312
2023-08-14,158.1199951171875
2023-08-15,156.66000366210938
2023-08-16,156.0399932861328
2023-08-17,152.97999572753906
2023-08-18,154.4499969482422
2023-08-21,154.6199951171875
2023-08-22,154.69000244140625
2023-08-23,156.2899932861328
2023-08-24,154.8699951171875
2023-08-25,157.58999633789062
2023-08-28,158.50999450683594
2023-08-29,159.55999755859375
2023-08-30,160.2899932861328
2023-08-31,159.50999450683594
2023-09-01,160.64999389648438
2023-09-05,157.1199951171875
2023-09-06,157.10000610351562
2023-09-07,156.63999938964844
2023-09-08,153.89999389648438
2023-09-11,153.4499969482422
2023-09-12,151.66000366210938
2023-09-13,152.49000549316406
2023-09-14,152.86000061035156
2023-09-15,151.6300048828125
2023-09-18,152.47000122070312
2023-09-19,152.66000366210938
2023-09-20,151.41000366210938
2023-09-21,151.02999877929688
2023-09-22,151.66000366210938
2023-09-25,152.50999450683594
2023-09-26,149.27000427246094
2023-09-27,148.86000061035156
2023-09-28,148.82000732421875
2023-09-29,147.75999450683594
2023-10-02,147.4199981689453
2023-10-03,147.9600067138672
2023-10-04,150.1199951171875
2023-10-05,148.41000366210938
2023-10-06,150.22000122070312
2023-10-09,151.32000732421875
2023-10-10,151.27999877929688
2023-10-11,152.25
2023-10-12,151.1199951171875
2023-10-13,148.63999938964844
2023-10-16,150.47000122070312
2023-10-17,149.75
2023-10-18,143.9600067138672
2023-10-19,143.64999389648438
2023-10-20,141.57000732421875
2023-10-23,140.86000061035156
2023-10-24,140.97000122070312
2023-10-25,139.66000366210938
2023-10-26,139.83999633789062
2023-10-27,139.22000122070312
2023-10-30,140.1199951171875
2023-10-31,140.77000427246094
2023-11-01,142.39999389648438
2023-11-02,143.6999969482422
2023-11-03,143.6999969482422
2023-11-06,143.4600067138672
2023-11-07,146.5
2023-11-08,147.89999389648438
2023-11-09,147.4600067138672
2023-11-10,150.8000030517578
2023-11-13,151.3800048828125
2023-11-14,154.72999572753906
2023-11-15,153.10000610351562
2023-11-16,153.97000122070312
2023-11-17,155.66000366210938
2023-11-20,154.80999755859375
2023-11-21,155.39999389648438
2023-11-22,155.64999389648438
2023-11-24,156.17999267578125
2023-11-27,154.05999755859375
2023-11-28,152.52999877929688
2023-11-29,152.8800048828125
2023-11-30,155.22999572753906
2023-12-01,157.0500030517578
2023-12-04,157.2899932861328
2023-12-05,155.5
2023-12-06,156.47999572753906
2023-12-07,155.91000366210938
2023-12-08,157.16000366210938
2023-12-11,157.72999572753906
2023-12-12,161.33999633789062
2023-12-13,161.49000549316406
2023-12-14,164.07000732421875
2023-12-15,163.1300048828125
2023-12-18,163.25
2023-12-19,163.38999938964844
2023-12-20,161.82000732421875
2023-12-21,163.69000244140625
2023-12-22,164.1999969482422
2023-12-26,164.89999389648438
2023-12-27,164.5399932861328
2023-12-28,165.1199951171875
2023-12-29,164.88999938964844
2024-01-02,162.8699951171875
2024-01-03,160.60000610351562
2024-01-04,160.47999572753906
2024-01-05,160.74000549316406
2024-01-08,161.8800048828125
2024-01-09,163.0
2024-01-10,163.67999267578125
2024-01-11,163.92999267578125
2024-01-12,163.44000244140625
2024-01-16,163.61000061035156
2024-01-17,160.07000732421875
2024-01-18,162.30999755859375
2024-01-19,162.02999877929688
2024-01-22,163.16000366210938
2024-01-23,165.1199951171875
2024-01-24,162.74000549316406
2024-01-25,164.1199951171875
2024-01-26,163.52000427246094
2024-01-29,165.3300018310547
2024-01-30,165.8699951171875
2024-01-31,162.0500030517578
2024-02-01,165.8699951171875
2024-02-02,167.44000244140625
2024-02-05,166.99000549316406
2024-02-06,166.0800018310547
2024-02-07,166.72999572753906
2024-02-08,166.3000030517578
2024-02-09,168.5
2024-02-12,168.4199981689453
2024-02-13,168.0399932861328
2024-02-14,173.41000366210938
2024-02-15,173.74000549316406
2024-02-16,173.88999938964844
2024-02-20,174.80999755859375
2024-02-21,174.8000030517578
2024-02-22,178.2100067138672
2024-02-23,178.1999969482422
2024-02-26,178.88999938964844
2024-02-27,177.77000427246094
2024-02-28,178.72000122070312
2024-02-29,180.17999267578125
2024-03-01,180.67999267578125
2024-03-04,181.10000610351562
2024-03-05,179.4499969482422
2024-03-06,180.36000061035156
2024-03-07,181.5800018310547
2024-03-08,181.44000244140625
2024-03-11,180.86000061035156
2024-03-12,181.8300018310547
2024-03-13,181.52999877929688
2024-03-14,181.6199951171875
2024-03-15,181.52000427246094
2024-03-18,182.0800018310547
2024-03-19,181.92999267578125
2024-03-20,184.1999969482422
2024-03-21,184.91000366210938
2024-03-22,183.14999389648438
2024-03-25,182.75999450683594
2024-03-26,181.6699981689453
2024-03-27,183.72000122070312
2024-03-28,182.89999389648438
2024-04-01,180.4600067138672
2024-04-02,180.3699951171875
2024-04-03,181.11000061035156
2024-04-04,179.33999633789062
2024-04-05,182.22000122070312
2024-04-08,180.9199981689453
2024-04-09,181.17999267578125
2024-04-10,179.75
2024-04-11,180.5
2024-04-12,179.7100067138672
2024-04-15,179.0399932861328
2024-04-16,179.08999633789062
2024-04-17,178.0500030517578
2024-04-18,177.27000427246094
2024-04-19,177.6999969482422
2024-04-22,177.86000061035156
2024-04-23,179.85000610351562
2024-04-24,178.22000122070312
2024-04-25,177.92999267578125
2024-04-26,177.50999450683594
2024-04-29,177.69000244140625
2024-04-30,174.66000366210938
2024-05-01,173.97999572753906
2024-05-02,163.33999633789062
2024-05-03,166.55999755859375
2024-05-06,168.0500030517578
2024-05-07,169.5800018310547
2024-05-08,169.13999938964844
2024-05-09,169.89999389648438
2024-05-10,170.8000030517578
2024-05-13,170.10000610351562
2024-05-14,168.52999877929688
2024-05-15,169.6300048828125
2024-05-16,167.91000366210938
2024-05-17,166.8000030517578
2024-05-20,168.60000610351562
2024-05-21,169.1300048828125
2024-05-22,174.1300048828125
2024-05-23,172.72000122070312
2024-05-24,173.66000366210938
2024-05-28,168.30999755859375
2024-05-29,166.7100067138672
2024-05-30,167.69000244140625
2024-05-31,169.5800018310547
2024-06-03,166.2100067138672
2024-06-04,166.8699951171875
2024-06-05,168.64999389648438
2024-06-06,168.69000244140625
2024-06-07,170.0
2024-06-10,173.0
2024-06-11,172.52999877929688
2024-06-12,173.7100067138672
2024-06-13,173.9199981689453
2024-06-14,167.02000427246094
2024-06-17,168.52000427246094
2024-06-18,170.89999389648438
2024-06-20,168.52000427246094
2024-06-21,168.6699981689453
2024-06-24,171.4600067138672
2024-06-25,168.72000122070312
2024-06-26,166.5800018310547
2024-06-27,166.47000122070312
2024-06-28,166.7100067138672
2024-07-01,165.57000732421875
2024-07-02,166.10000610351562
2024-07-03,166.3000030517578
2024-07-05,165.64999389648438
2024-07-08,164.5
2024-07-09,164.1300048828125
2024-07-10,165.8699951171875
2024-07-11,169.32000732421875
2024-07-12,169.52000427246094
2024-07-15,172.11000061035156
2024-07-16,176.00999450683594
2024-07-17,175.02999877929688
2024-07-18,171.72999572753906
2024-07-19,169.16000366210938
2024-07-22,172.97000122070312
2024-07-23,171.8699951171875
2024-07-24,166.9499969482422
2024-07-25,168.52000427246094
2024-07-26,172.27000427246094
2024-07-29,171.89999389648438
2024-07-30,172.35000610351562
2024-07-31,173.47999572753906
2024-08-01,159.1300048828125
2024-08-02,152.74000549316406
2024-08-05,154.69000244140625
2024-08-06,156.97999572753906
2024-08-07,156.8300018310547
2024-08-08,158.85000610351562
2024-08-09,159.52000427246094
2024-08-12,160.75999450683594
2024-08-13,161.30999755859375
2024-08-14,161.47999572753906
2024-08-15,163.14999389648438
2024-08-16,162.69000244140625
2024-08-19,164.6699981689453
2024-08-20,164.86000061035156
2024-08-21,165.88999938964844
2024-08-22,165.22000122070312
2024-08-23,167.38999938964844
2024-08-26,168.32000732421875
2024-08-27,167.97999572753906
2024-08-28,168.58999633789062
2024-08-29,169.3800048828125
2024-08-30,171.0500030517578
2024-09-03,166.67999267578125
2024-09-04,167.49000549316406
2024-09-05,165.14999389648438
2024-09-06,163.63999938964844
2024-09-09,164.3000030517578
2024-09-10,164.94000244140625
2024-09-11,165.25999450683594
2024-09-12,166.88999938964844
2024-09-13,167.50999450683594
2024-09-16,168.35000610351562
2024-09-17,168.57000732421875
2024-09-18,169.42999267578125
2024-09-19,172.25
2024-09-20,171.10000610351562
2024-09-23,171.08999633789062
2024-09-24,170.5399932861328
2024-09-25,171.25
2024-09-26,171.97000122070312
2024-09-27,172.07000732421875
2024-09-30,171.7100067138672
2024-10-01,169.10000610351562
2024-10-02,168.1999969482422
2024-10-03,169.10000610351562
2024-10-04,170.11000061035156
2024-10-07,166.5399932861328
2024-10-08,166.9199981689453
2024-10-09,168.82000732421875
2024-10-10,168.89999389648438
2024-10-11,170.38999938964844
2024-10-14,171.57000732421875
2024-10-15,169.3800048828125
2024-10-16,169.7100067138672
2024-10-17,169.67999267578125
2024-10-18,169.39999389648438
2024-10-21,169.36000061035156
2024-10-22,168.3800048828125
2024-10-23,166.6699981689453
2024-10-24,166.5800018310547
2024-10-25,166.9600067138672
2024-10-28,168.0500030517578
2024-10-29,167.49000549316406
2024-10-30,168.91000366210938
2024-10-31,183.33999633789062
2024-11-01,178.42999267578125
2024-11-04,179.9199981689453
2024-11-05,182.02000427246094
2024-11-06,190.32000732421875
2024-11-07,188.9499969482422
2024-11-08,190.9199981689453
2024-11-11,191.57000732421875
2024-11-12,194.0
2024-11-13,195.4199981689453
2024-11-14,193.75
2024-11-15,193.10000610351562
2024-11-18,193.24000549316406
2024-11-19,193.4600067138672
2024-11-20,193.3300018310547
2024-11-21,195.75999450683594
