Date,IEX
2022-06-13,180.1199951171875
2022-06-14,179.41000366210938
2022-06-15,179.66000366210938
2022-06-16,173.41000366210938
2022-06-17,173.05999755859375
2022-06-21,176.25
2022-06-22,176.99000549316406
2022-06-23,179.60000610351562
2022-06-24,185.55999755859375
2022-06-27,184.19000244140625
2022-06-28,180.83999633789062
2022-06-29,181.0800018310547
2022-06-30,181.6300048828125
2022-07-01,183.66000366210938
2022-07-05,184.44000244140625
2022-07-06,185.27999877929688
2022-07-07,187.36000061035156
2022-07-08,185.69000244140625
2022-07-11,186.27999877929688
2022-07-12,182.27000427246094
2022-07-13,181.4199981689453
2022-07-14,181.36000061035156
2022-07-15,186.25999450683594
2022-07-18,182.75999450683594
2022-07-19,189.38999938964844
2022-07-20,189.3000030517578
2022-07-21,192.63999938964844
2022-07-22,192.77000427246094
2022-07-25,192.8699951171875
2022-07-26,194.61000061035156
2022-07-27,199.72000122070312
2022-07-28,206.0800018310547
2022-07-29,208.75
2022-08-01,208.3000030517578
2022-08-02,206.6199951171875
2022-08-03,209.85000610351562
2022-08-04,210.92999267578125
2022-08-05,211.92999267578125
2022-08-08,211.1300048828125
2022-08-09,209.4600067138672
2022-08-10,213.72000122070312
2022-08-11,214.02000427246094
2022-08-12,215.1999969482422
2022-08-15,216.1199951171875
2022-08-16,217.41000366210938
2022-08-17,215.89999389648438
2022-08-18,217.6300048828125
2022-08-19,215.5399932861328
2022-08-22,211.00999450683594
2022-08-23,211.42999267578125
2022-08-24,211.42999267578125
2022-08-25,213.4600067138672
2022-08-26,205.4600067138672
2022-08-29,204.8000030517578
2022-08-30,202.58999633789062
2022-08-31,201.2100067138672
2022-09-01,202.61000061035156
2022-09-02,200.02000427246094
2022-09-06,200.92999267578125
2022-09-07,207.24000549316406
2022-09-08,208.58999633789062
2022-09-09,210.0399932861328
2022-09-12,211.1699981689453
2022-09-13,207.97000122070312
2022-09-14,208.0399932861328
2022-09-15,205.83999633789062
2022-09-16,204.92999267578125
2022-09-19,209.38999938964844
2022-09-20,206.22000122070312
2022-09-21,204.32000732421875
2022-09-22,201.75999450683594
2022-09-23,199.30999755859375
2022-09-26,199.6199951171875
2022-09-27,198.52999877929688
2022-09-28,202.94000244140625
2022-09-29,200.25
2022-09-30,199.85000610351562
2022-10-03,205.08999633789062
2022-10-04,210.63999938964844
2022-10-05,208.86000061035156
2022-10-06,207.38999938964844
2022-10-07,202.02999877929688
2022-10-10,203.69000244140625
2022-10-11,205.55999755859375
2022-10-12,200.39999389648438
2022-10-13,203.80999755859375
2022-10-14,197.11000061035156
2022-10-17,203.5800018310547
2022-10-18,206.11000061035156
2022-10-19,204.05999755859375
2022-10-20,199.2899932861328
2022-10-21,203.9499969482422
2022-10-24,207.10000610351562
2022-10-25,212.33999633789062
2022-10-26,219.8300018310547
2022-10-27,217.5399932861328
2022-10-28,222.9199981689453
2022-10-31,222.30999755859375
2022-11-01,223.3699951171875
2022-11-02,218.4199981689453
2022-11-03,220.74000549316406
2022-11-04,222.58999633789062
2022-11-07,225.75
2022-11-08,224.88999938964844
2022-11-09,221.7899932861328
2022-11-10,232.9600067138672
2022-11-11,230.0800018310547
2022-11-14,228.10000610351562
2022-11-15,231.6199951171875
2022-11-16,232.74000549316406
2022-11-17,231.47000122070312
2022-11-18,233.5500030517578
2022-11-21,233.27999877929688
2022-11-22,234.82000732421875
2022-11-23,235.39999389648438
2022-11-25,236.66000366210938
2022-11-28,231.8300018310547
2022-11-29,231.05999755859375
2022-11-30,237.49000549316406
2022-12-01,240.74000549316406
2022-12-02,241.83999633789062
2022-12-05,236.8699951171875
2022-12-06,233.77999877929688
2022-12-07,235.0500030517578
2022-12-08,234.13999938964844
2022-12-09,235.2100067138672
2022-12-12,240.00999450683594
2022-12-13,242.0500030517578
2022-12-14,238.5399932861328
2022-12-15,229.5800018310547
2022-12-16,227.99000549316406
2022-12-19,226.27000427246094
2022-12-20,228.1199951171875
2022-12-21,232.0
2022-12-22,229.64999389648438
2022-12-23,229.3300018310547
2022-12-27,230.05999755859375
2022-12-28,227.16000366210938
2022-12-29,230.5
2022-12-30,228.3300018310547
2023-01-03,229.49000549316406
2023-01-04,229.27000427246094
2023-01-05,225.74000549316406
2023-01-06,232.13999938964844
2023-01-09,233.86000061035156
2023-01-10,234.8000030517578
2023-01-11,235.47999572753906
2023-01-12,236.25
2023-01-13,238.89999389648438
2023-01-17,236.6999969482422
2023-01-18,233.97000122070312
2023-01-19,226.47000122070312
2023-01-20,231.1999969482422
2023-01-23,230.86000061035156
2023-01-24,232.35000610351562
2023-01-25,232.8000030517578
2023-01-26,234.14999389648438
2023-01-27,238.72999572753906
2023-01-30,232.99000549316406
2023-01-31,239.67999267578125
2023-02-01,227.72999572753906
2023-02-02,225.58999633789062
2023-02-03,229.83999633789062
2023-02-06,225.27000427246094
2023-02-07,224.86000061035156
2023-02-08,224.55999755859375
2023-02-09,223.67999267578125
2023-02-10,225.9199981689453
2023-02-13,226.6699981689453
2023-02-14,225.35000610351562
2023-02-15,227.4199981689453
2023-02-16,225.08999633789062
2023-02-17,231.0
2023-02-21,224.8800048828125
2023-02-22,224.85000610351562
2023-02-23,225.69000244140625
2023-02-24,224.83999633789062
2023-02-27,225.22000122070312
2023-02-28,224.97999572753906
2023-03-01,223.47999572753906
2023-03-02,224.42999267578125
2023-03-03,228.24000549316406
2023-03-06,227.27000427246094
2023-03-07,224.05999755859375
2023-03-08,223.44000244140625
2023-03-09,223.1300048828125
2023-03-10,219.92999267578125
2023-03-13,219.02000427246094
2023-03-14,223.9600067138672
2023-03-15,215.8000030517578
2023-03-16,219.1199951171875
2023-03-17,215.74000549316406
2023-03-20,220.08999633789062
2023-03-21,222.50999450683594
2023-03-22,218.85000610351562
2023-03-23,218.0
2023-03-24,219.44000244140625
2023-03-27,221.72999572753906
2023-03-28,222.91000366210938
2023-03-29,226.07000732421875
2023-03-30,226.9600067138672
2023-03-31,231.02999877929688
2023-04-03,229.22999572753906
2023-04-04,222.22999572753906
2023-04-05,217.83999633789062
2023-04-06,216.77000427246094
2023-04-10,219.4499969482422
2023-04-11,220.41000366210938
2023-04-12,221.86000061035156
2023-04-13,221.44000244140625
2023-04-14,219.52999877929688
2023-04-17,220.8699951171875
2023-04-18,220.5500030517578
2023-04-19,217.83999633789062
2023-04-20,217.22999572753906
2023-04-21,217.75999450683594
2023-04-24,218.25
2023-04-25,215.3699951171875
2023-04-26,209.77999877929688
2023-04-27,207.8300018310547
2023-04-28,206.32000732421875
2023-05-01,206.83999633789062
2023-05-02,206.72999572753906
2023-05-03,210.10000610351562
2023-05-04,207.49000549316406
2023-05-05,210.92999267578125
2023-05-08,210.63999938964844
2023-05-09,208.16000366210938
2023-05-10,207.6999969482422
2023-05-11,207.9499969482422
2023-05-12,208.47000122070312
2023-05-15,207.88999938964844
2023-05-16,202.6999969482422
2023-05-17,204.7899932861328
2023-05-18,205.2899932861328
2023-05-19,204.99000549316406
2023-05-22,208.67999267578125
2023-05-23,204.5800018310547
2023-05-24,200.16000366210938
2023-05-25,201.7899932861328
2023-05-26,203.47999572753906
2023-05-30,202.7899932861328
2023-05-31,199.16000366210938
2023-06-01,201.32000732421875
2023-06-02,209.10000610351562
2023-06-05,205.38999938964844
2023-06-06,205.5399932861328
2023-06-07,208.19000244140625
2023-06-08,207.44000244140625
2023-06-09,206.86000061035156
2023-06-12,207.0
2023-06-13,208.8300018310547
2023-06-14,207.86000061035156
2023-06-15,210.39999389648438
2023-06-16,209.75
2023-06-20,205.13999938964844
2023-06-21,206.6699981689453
2023-06-22,203.6199951171875
2023-06-23,203.0399932861328
2023-06-26,205.92999267578125
2023-06-27,210.75
2023-06-28,209.97999572753906
2023-06-29,213.52999877929688
2023-06-30,215.25999450683594
2023-07-03,212.8300018310547
2023-07-05,210.8699951171875
2023-07-06,210.1199951171875
2023-07-07,209.97999572753906
2023-07-10,216.97000122070312
2023-07-11,216.4600067138672
2023-07-12,215.55999755859375
2023-07-13,212.6199951171875
2023-07-14,209.58999633789062
2023-07-17,210.60000610351562
2023-07-18,209.85000610351562
2023-07-19,211.17999267578125
2023-07-20,211.7100067138672
2023-07-21,212.63999938964844
2023-07-24,214.85000610351562
2023-07-25,210.47999572753906
2023-07-26,211.97999572753906
2023-07-27,218.82000732421875
2023-07-28,222.24000549316406
2023-07-31,225.80999755859375
2023-08-01,221.86000061035156
2023-08-02,219.41000366210938
2023-08-03,222.05999755859375
2023-08-04,220.88999938964844
2023-08-07,223.83999633789062
2023-08-08,223.89999389648438
2023-08-09,222.8300018310547
2023-08-10,221.47999572753906
2023-08-11,223.41000366210938
2023-08-14,222.74000549316406
2023-08-15,220.58999633789062
2023-08-16,219.4199981689453
2023-08-17,218.89999389648438
2023-08-18,219.4199981689453
2023-08-21,221.22000122070312
2023-08-22,221.6199951171875
2023-08-23,223.67999267578125
2023-08-24,222.69000244140625
2023-08-25,226.13999938964844
2023-08-28,226.94000244140625
2023-08-29,227.72999572753906
2023-08-30,228.72999572753906
2023-08-31,226.39999389648438
2023-09-01,228.27999877929688
2023-09-05,222.77999877929688
2023-09-06,222.83999633789062
2023-09-07,218.5
2023-09-08,216.08999633789062
2023-09-11,215.0
2023-09-12,213.89999389648438
2023-09-13,215.22000122070312
2023-09-14,216.3000030517578
2023-09-15,214.24000549316406
2023-09-18,212.36000061035156
2023-09-19,210.91000366210938
2023-09-20,209.94000244140625
2023-09-21,206.7899932861328
2023-09-22,207.1300048828125
2023-09-25,207.74000549316406
2023-09-26,203.80999755859375
2023-09-27,207.44000244140625
2023-09-28,209.05999755859375
2023-09-29,208.02000427246094
2023-10-02,206.77999877929688
2023-10-03,206.94000244140625
2023-10-04,208.44000244140625
2023-10-05,205.13999938964844
2023-10-06,205.97999572753906
2023-10-09,208.14999389648438
2023-10-10,208.2899932861328
2023-10-11,209.02999877929688
2023-10-12,205.6199951171875
2023-10-13,200.63999938964844
2023-10-16,202.64999389648438
2023-10-17,203.19000244140625
2023-10-18,196.92999267578125
2023-10-19,195.60000610351562
2023-10-20,192.72999572753906
2023-10-23,192.8300018310547
2023-10-24,192.74000549316406
2023-10-25,187.0
2023-10-26,193.2100067138672
2023-10-27,190.9199981689453
2023-10-30,190.52999877929688
2023-10-31,191.41000366210938
2023-11-01,188.36000061035156
2023-11-02,193.58999633789062
2023-11-03,195.1699981689453
2023-11-06,193.49000549316406
2023-11-07,191.5800018310547
2023-11-08,192.3300018310547
2023-11-09,190.25
2023-11-10,191.72000122070312
2023-11-13,192.2899932861328
2023-11-14,198.07000732421875
2023-11-15,199.0800018310547
2023-11-16,197.58999633789062
2023-11-17,198.00999450683594
2023-11-20,195.72000122070312
2023-11-21,198.58999633789062
2023-11-22,197.25
2023-11-24,199.2100067138672
2023-11-27,198.60000610351562
2023-11-28,196.61000061035156
2023-11-29,198.3000030517578
2023-11-30,201.67999267578125
2023-12-01,203.0399932861328
2023-12-04,204.1999969482422
2023-12-05,201.58999633789062
2023-12-06,204.58999633789062
2023-12-07,205.60000610351562
2023-12-08,204.83999633789062
2023-12-11,207.8800048828125
2023-12-12,207.55999755859375
2023-12-13,208.83999633789062
2023-12-14,214.92999267578125
2023-12-15,211.35000610351562
2023-12-18,211.92999267578125
2023-12-19,213.44000244140625
2023-12-20,212.16000366210938
2023-12-21,214.11000061035156
2023-12-22,214.3800048828125
2023-12-26,214.77999877929688
2023-12-27,215.7899932861328
2023-12-28,217.05999755859375
2023-12-29,217.11000061035156
2024-01-02,215.0500030517578
2024-01-03,212.27999877929688
2024-01-04,211.17999267578125
2024-01-05,211.17999267578125
2024-01-08,210.82000732421875
2024-01-09,209.97999572753906
2024-01-10,209.6199951171875
2024-01-11,208.5800018310547
2024-01-12,206.91000366210938
2024-01-16,205.77000427246094
2024-01-17,205.0399932861328
2024-01-18,205.3300018310547
2024-01-19,207.0399932861328
2024-01-22,207.44000244140625
2024-01-23,209.22000122070312
2024-01-24,205.69000244140625
2024-01-25,207.77999877929688
2024-01-26,209.14999389648438
2024-01-29,212.14999389648438
2024-01-30,213.6699981689453
2024-01-31,211.5
2024-02-01,220.17999267578125
2024-02-02,220.72000122070312
2024-02-05,218.22000122070312
2024-02-06,218.88999938964844
2024-02-07,222.4199981689453
2024-02-08,225.8300018310547
2024-02-09,228.1999969482422
2024-02-12,226.97000122070312
2024-02-13,224.27000427246094
2024-02-14,227.02000427246094
2024-02-15,227.67999267578125
2024-02-16,227.47000122070312
2024-02-20,230.35000610351562
2024-02-21,233.42999267578125
2024-02-22,235.1300048828125
2024-02-23,237.0500030517578
2024-02-26,236.05999755859375
2024-02-27,236.0500030517578
2024-02-28,236.67999267578125
2024-02-29,235.89999389648438
2024-03-01,239.47000122070312
2024-03-04,237.6199951171875
2024-03-05,235.33999633789062
2024-03-06,237.08999633789062
2024-03-07,238.72999572753906
2024-03-08,238.58999633789062
2024-03-11,239.05999755859375
2024-03-12,240.75999450683594
2024-03-13,240.80999755859375
2024-03-14,241.35000610351562
2024-03-15,239.97000122070312
2024-03-18,240.55999755859375
2024-03-19,240.02999877929688
2024-03-20,240.88999938964844
2024-03-21,245.8699951171875
2024-03-22,243.8699951171875
2024-03-25,241.97000122070312
2024-03-26,242.08999633789062
2024-03-27,245.08999633789062
2024-03-28,244.02000427246094
2024-04-01,240.8699951171875
2024-04-02,239.5800018310547
2024-04-03,239.2899932861328
2024-04-04,236.7899932861328
2024-04-05,239.3800048828125
2024-04-08,238.88999938964844
2024-04-09,241.5800018310547
2024-04-10,236.38999938964844
2024-04-11,236.25
2024-04-12,232.6699981689453
2024-04-15,230.49000549316406
2024-04-16,229.25
2024-04-17,226.8300018310547
2024-04-18,226.10000610351562
2024-04-19,227.0399932861328
2024-04-22,229.88999938964844
2024-04-23,232.27000427246094
2024-04-24,224.63999938964844
2024-04-25,223.27999877929688
2024-04-26,220.66000366210938
2024-04-29,223.8800048828125
2024-04-30,220.4600067138672
2024-05-01,221.3800048828125
2024-05-02,220.6300048828125
2024-05-03,220.4199981689453
2024-05-06,222.14999389648438
2024-05-07,221.75
2024-05-08,222.07000732421875
2024-05-09,222.74000549316406
2024-05-10,226.16000366210938
2024-05-13,225.4199981689453
2024-05-14,224.66000366210938
2024-05-15,224.1999969482422
2024-05-16,222.24000549316406
2024-05-17,222.3300018310547
2024-05-20,219.7899932861328
2024-05-21,217.1199951171875
2024-05-22,217.99000549316406
2024-05-23,215.5399932861328
2024-05-24,215.14999389648438
2024-05-28,211.24000549316406
2024-05-29,207.30999755859375
2024-05-30,205.1999969482422
2024-05-31,208.63999938964844
2024-06-03,206.11000061035156
2024-06-04,206.10000610351562
2024-06-05,207.5399932861328
2024-06-06,203.39999389648438
2024-06-07,201.7899932861328
2024-06-10,202.91000366210938
2024-06-11,203.8699951171875
2024-06-12,205.7899932861328
2024-06-13,202.9199981689453
2024-06-14,198.22999572753906
2024-06-17,200.2899932861328
2024-06-18,202.35000610351562
2024-06-20,203.1699981689453
2024-06-21,202.6999969482422
2024-06-24,204.5
2024-06-25,199.99000549316406
2024-06-26,199.1199951171875
2024-06-27,200.14999389648438
2024-06-28,201.1999969482422
2024-07-01,195.88999938964844
2024-07-02,196.41000366210938
2024-07-03,195.13999938964844
2024-07-05,194.69000244140625
2024-07-08,195.63999938964844
2024-07-09,195.24000549316406
2024-07-10,198.44000244140625
2024-07-11,203.47999572753906
2024-07-12,204.4600067138672
2024-07-15,206.69000244140625
2024-07-16,210.80999755859375
2024-07-17,210.5
2024-07-18,206.1999969482422
2024-07-19,202.97000122070312
2024-07-22,205.22000122070312
2024-07-23,203.89999389648438
2024-07-24,198.7100067138672
2024-07-25,203.0800018310547
2024-07-26,206.4600067138672
2024-07-29,206.22000122070312
2024-07-30,208.07000732421875
2024-07-31,208.47999572753906
2024-08-01,196.2899932861328
2024-08-02,194.1199951171875
2024-08-05,192.2100067138672
2024-08-06,192.1199951171875
2024-08-07,190.55999755859375
2024-08-08,194.86000061035156
2024-08-09,194.33999633789062
2024-08-12,191.3000030517578
2024-08-13,194.57000732421875
2024-08-14,193.30999755859375
2024-08-15,195.24000549316406
2024-08-16,196.5800018310547
2024-08-19,199.17999267578125
2024-08-20,199.02000427246094
2024-08-21,201.42999267578125
2024-08-22,199.47000122070312
2024-08-23,203.89999389648438
2024-08-26,203.9600067138672
2024-08-27,203.58999633789062
2024-08-28,203.17999267578125
2024-08-29,205.17999267578125
2024-08-30,206.47999572753906
2024-09-03,202.88999938964844
2024-09-04,200.38999938964844
2024-09-05,196.77000427246094
2024-09-06,195.13999938964844
2024-09-09,197.1699981689453
2024-09-10,197.5500030517578
2024-09-11,197.1300048828125
2024-09-12,198.11000061035156
2024-09-13,199.77999877929688
2024-09-16,202.67999267578125
2024-09-17,204.69000244140625
2024-09-18,205.60000610351562
2024-09-19,210.5
2024-09-20,208.72999572753906
2024-09-23,210.0
2024-09-24,212.47999572753906
2024-09-25,209.0399932861328
2024-09-26,213.41000366210938
2024-09-27,214.97999572753906
2024-09-30,214.5
2024-10-01,212.52999877929688
2024-10-02,211.32000732421875
2024-10-03,210.85000610351562
2024-10-04,211.10000610351562
2024-10-07,208.5800018310547
2024-10-08,208.41000366210938
2024-10-09,207.74000549316406
2024-10-10,208.4499969482422
2024-10-11,211.49000549316406
2024-10-14,213.30999755859375
2024-10-15,211.72000122070312
2024-10-16,210.60000610351562
2024-10-17,209.8800048828125
2024-10-18,210.52999877929688
2024-10-21,209.2899932861328
2024-10-22,207.88999938964844
2024-10-23,204.86000061035156
2024-10-24,203.47999572753906
2024-10-25,202.82000732421875
2024-10-28,204.83999633789062
2024-10-29,203.8800048828125
2024-10-30,218.63999938964844
2024-10-31,214.63999938964844
2024-11-01,216.0500030517578
2024-11-04,219.0
2024-11-05,224.7100067138672
2024-11-06,234.89999389648438
2024-11-07,228.89999389648438
2024-11-08,228.50999450683594
2024-11-11,229.33999633789062
2024-11-12,227.97000122070312
2024-11-13,231.0
2024-11-14,229.38999938964844
2024-11-15,227.8300018310547
2024-11-18,226.66000366210938
2024-11-19,223.61000061035156
2024-11-20,223.11000061035156
2024-11-21,227.4499969482422
