Date,TGT
2022-11-17,162.00999450683594
2022-11-18,162.8800048828125
2022-11-21,158.02000427246094
2022-11-22,157.86000061035156
2022-11-23,163.41000366210938
2022-11-25,163.3800048828125
2022-11-28,165.3699951171875
2022-11-29,166.3699951171875
2022-11-30,167.07000732421875
2022-12-01,165.02999877929688
2022-12-02,164.16000366210938
2022-12-05,154.92999267578125
2022-12-06,155.0500030517578
2022-12-07,153.75999450683594
2022-12-08,154.2100067138672
2022-12-09,152.27999877929688
2022-12-12,150.02999877929688
2022-12-13,150.8699951171875
2022-12-14,152.50999450683594
2022-12-15,147.60000610351562
2022-12-16,146.4499969482422
2022-12-19,144.64999389648438
2022-12-20,143.25
2022-12-21,142.3000030517578
2022-12-22,141.35000610351562
2022-12-23,143.14999389648438
2022-12-27,145.5500030517578
2022-12-28,145.8000030517578
2022-12-29,148.3699951171875
2022-12-30,149.0399932861328
2023-01-03,151.72999572753906
2023-01-04,152.72000122070312
2023-01-05,154.25999450683594
2023-01-06,160.14999389648438
2023-01-09,156.35000610351562
2023-01-10,155.97000122070312
2023-01-11,158.97000122070312
2023-01-12,159.75
2023-01-13,164.60000610351562
2023-01-17,162.10000610351562
2023-01-18,160.8300018310547
2023-01-19,159.10000610351562
2023-01-20,162.2100067138672
2023-01-23,164.6300048828125
2023-01-24,163.5500030517578
2023-01-25,164.2100067138672
2023-01-26,167.02999877929688
2023-01-27,168.50999450683594
2023-01-30,168.67999267578125
2023-01-31,172.13999938964844
2023-02-01,177.0800018310547
2023-02-02,181.02000427246094
2023-02-03,176.75999450683594
2023-02-06,173.83999633789062
2023-02-07,174.75999450683594
2023-02-08,171.7899932861328
2023-02-09,171.3699951171875
2023-02-10,170.02000427246094
2023-02-13,173.32000732421875
2023-02-14,171.1699981689453
2023-02-15,176.02000427246094
2023-02-16,174.5399932861328
2023-02-17,173.22000122070312
2023-02-21,166.22000122070312
2023-02-22,165.72000122070312
2023-02-23,165.5
2023-02-24,166.9600067138672
2023-02-27,166.80999755859375
2023-02-28,168.5
2023-03-01,162.39999389648438
2023-03-02,165.94000244140625
2023-03-03,166.0
2023-03-06,165.1999969482422
2023-03-07,162.82000732421875
2023-03-08,163.50999450683594
2023-03-09,160.63999938964844
2023-03-10,158.17999267578125
2023-03-13,157.9199981689453
2023-03-14,158.3699951171875
2023-03-15,159.1300048828125
2023-03-16,163.0500030517578
2023-03-17,159.36000061035156
2023-03-20,163.24000549316406
2023-03-21,162.7100067138672
2023-03-22,157.47000122070312
2023-03-23,156.1199951171875
2023-03-24,156.22000122070312
2023-03-27,159.3800048828125
2023-03-28,159.77000427246094
2023-03-29,158.11000061035156
2023-03-30,160.27000427246094
2023-03-31,165.6300048828125
2023-04-03,166.05999755859375
2023-04-04,166.0500030517578
2023-04-05,165.24000549316406
2023-04-06,165.5800018310547
2023-04-10,169.0
2023-04-11,169.5800018310547
2023-04-12,163.50999450683594
2023-04-13,163.27000427246094
2023-04-14,161.0
2023-04-17,162.6999969482422
2023-04-18,162.39999389648438
2023-04-19,162.50999450683594
2023-04-20,160.27999877929688
2023-04-21,162.17999267578125
2023-04-24,163.94000244140625
2023-04-25,157.61000061035156
2023-04-26,155.4499969482422
2023-04-27,158.14999389648438
2023-04-28,157.75
2023-05-01,157.1199951171875
2023-05-02,155.72000122070312
2023-05-03,154.57000732421875
2023-05-04,152.52999877929688
2023-05-05,156.3000030517578
2023-05-08,156.5
2023-05-09,157.4199981689453
2023-05-10,157.72999572753906
2023-05-11,158.8699951171875
2023-05-12,157.99000549316406
2023-05-15,160.57000732421875
2023-05-16,156.91000366210938
2023-05-17,160.9600067138672
2023-05-18,154.17999267578125
2023-05-19,152.27999877929688
2023-05-22,151.91000366210938
2023-05-23,147.16000366210938
2023-05-24,143.10000610351562
2023-05-25,140.75
2023-05-26,138.92999267578125
2023-05-30,133.83999633789062
2023-05-31,130.92999267578125
2023-06-01,131.16000366210938
2023-06-02,133.22000122070312
2023-06-05,130.60000610351562
2023-06-06,132.6999969482422
2023-06-07,131.75
2023-06-08,131.27000427246094
2023-06-09,126.98999786376953
2023-06-12,126.4800033569336
2023-06-13,128.72000122070312
2023-06-14,133.22999572753906
2023-06-15,137.83999633789062
2023-06-16,133.80999755859375
2023-06-20,132.72000122070312
2023-06-21,133.22000122070312
2023-06-22,132.38999938964844
2023-06-23,131.8300018310547
2023-06-26,134.5
2023-06-27,132.50999450683594
2023-06-28,132.47000122070312
2023-06-29,132.91000366210938
2023-06-30,131.89999389648438
2023-07-03,134.86000061035156
2023-07-05,132.5500030517578
2023-07-06,130.83999633789062
2023-07-07,130.0500030517578
2023-07-10,131.74000549316406
2023-07-11,133.38999938964844
2023-07-12,132.91000366210938
2023-07-13,132.82000732421875
2023-07-14,130.9199981689453
2023-07-17,130.00999450683594
2023-07-18,130.80999755859375
2023-07-19,132.6999969482422
2023-07-20,134.63999938964844
2023-07-21,134.0800018310547
2023-07-24,135.41000366210938
2023-07-25,133.60000610351562
2023-07-26,134.47000122070312
2023-07-27,134.5
2023-07-28,135.0
2023-07-31,136.47000122070312
2023-08-01,132.99000549316406
2023-08-02,133.5399932861328
2023-08-03,132.72999572753906
2023-08-04,132.52999877929688
2023-08-07,131.94000244140625
2023-08-08,130.97999572753906
2023-08-09,130.60000610351562
2023-08-10,130.9199981689453
2023-08-11,131.0500030517578
2023-08-14,129.4199981689453
2023-08-15,125.05000305175781
2023-08-16,128.75
2023-08-17,130.11000061035156
2023-08-18,131.2100067138672
2023-08-21,127.79000091552734
2023-08-22,124.94000244140625
2023-08-23,123.20999908447266
2023-08-24,124.0999984741211
2023-08-25,121.79000091552734
2023-08-28,123.43000030517578
2023-08-29,126.16000366210938
2023-08-30,126.94999694824219
2023-08-31,126.55000305175781
2023-09-01,125.5199966430664
2023-09-05,125.19000244140625
2023-09-06,123.70999908447266
2023-09-07,124.45999908447266
2023-09-08,123.69000244140625
2023-09-11,122.66999816894531
2023-09-12,122.4000015258789
2023-09-13,122.93000030517578
2023-09-14,124.7699966430664
2023-09-15,123.05000305175781
2023-09-18,119.33999633789062
2023-09-19,120.16999816894531
2023-09-20,120.41000366210938
2023-09-21,117.31999969482422
2023-09-22,112.5999984741211
2023-09-25,112.26000213623047
2023-09-26,109.4800033569336
2023-09-27,109.73999786376953
2023-09-28,109.55999755859375
2023-09-29,110.56999969482422
2023-10-02,106.69000244140625
2023-10-03,107.16000366210938
2023-10-04,106.62000274658203
2023-10-05,105.1500015258789
2023-10-06,105.01000213623047
2023-10-09,105.76000213623047
2023-10-10,109.62999725341797
2023-10-11,108.98999786376953
2023-10-12,110.80000305175781
2023-10-13,111.9800033569336
2023-10-16,111.38999938964844
2023-10-17,112.55999755859375
2023-10-18,110.20999908447266
2023-10-19,108.36000061035156
2023-10-20,108.83000183105469
2023-10-23,107.41999816894531
2023-10-24,108.68000030517578
2023-10-25,110.36000061035156
2023-10-26,110.87000274658203
2023-10-27,107.2300033569336
2023-10-30,108.66999816894531
2023-10-31,110.79000091552734
2023-11-01,109.54000091552734
2023-11-02,111.06999969482422
2023-11-03,112.8499984741211
2023-11-06,111.05000305175781
2023-11-07,111.3499984741211
2023-11-08,109.8499984741211
2023-11-09,106.79000091552734
2023-11-10,108.33000183105469
2023-11-13,107.30000305175781
2023-11-14,110.79000091552734
2023-11-15,130.4600067138672
2023-11-16,129.94000244140625
2023-11-17,129.88999938964844
2023-11-20,129.64999389648438
2023-11-21,130.8000030517578
2023-11-22,130.5
2023-11-24,131.4600067138672
2023-11-27,131.3300018310547
2023-11-28,131.6699981689453
2023-11-29,131.32000732421875
2023-11-30,133.80999755859375
2023-12-01,134.77999877929688
2023-12-04,133.7100067138672
2023-12-05,132.8800048828125
2023-12-06,133.3800048828125
2023-12-07,135.19000244140625
2023-12-08,135.19000244140625
2023-12-11,136.75999450683594
2023-12-12,135.66000366210938
2023-12-13,138.3800048828125
2023-12-14,141.13999938964844
2023-12-15,138.3699951171875
2023-12-18,137.72000122070312
2023-12-19,139.5800018310547
2023-12-20,136.89999389648438
2023-12-21,139.3699951171875
2023-12-22,140.1999969482422
2023-12-26,141.02999877929688
2023-12-27,142.3800048828125
2023-12-28,142.5399932861328
2023-12-29,142.4199981689453
2024-01-02,143.10000610351562
2024-01-03,138.6699981689453
2024-01-04,140.25
2024-01-05,140.75
2024-01-08,141.72999572753906
2024-01-09,143.77000427246094
2024-01-10,144.08999633789062
2024-01-11,142.02000427246094
2024-01-12,140.91000366210938
2024-01-16,141.07000732421875
2024-01-17,138.74000549316406
2024-01-18,137.39999389648438
2024-01-19,138.13999938964844
2024-01-22,140.36000061035156
2024-01-23,140.8800048828125
2024-01-24,139.1999969482422
2024-01-25,142.17999267578125
2024-01-26,142.52999877929688
2024-01-29,141.52000427246094
2024-01-30,140.52000427246094
2024-01-31,139.0800018310547
2024-02-01,144.4199981689453
2024-02-02,145.49000549316406
2024-02-05,142.3300018310547
2024-02-06,144.42999267578125
2024-02-07,146.72999572753906
2024-02-08,147.39999389648438
2024-02-09,146.52999877929688
2024-02-12,149.39999389648438
2024-02-13,146.11000061035156
2024-02-14,145.02999877929688
2024-02-15,146.3300018310547
2024-02-16,149.61000061035156
2024-02-20,149.88999938964844
2024-02-21,148.7899932861328
2024-02-22,150.33999633789062
2024-02-23,151.47999572753906
2024-02-26,150.14999389648438
2024-02-27,151.99000549316406
2024-02-28,151.44000244140625
2024-02-29,152.9199981689453
2024-03-01,155.2899932861328
2024-03-04,150.49000549316406
2024-03-05,168.5800018310547
2024-03-06,173.5399932861328
2024-03-07,171.5399932861328
2024-03-08,169.72000122070312
2024-03-11,168.07000732421875
2024-03-12,167.57000732421875
2024-03-13,166.6699981689453
2024-03-14,164.30999755859375
2024-03-15,164.22000122070312
2024-03-18,167.58999633789062
2024-03-19,168.2100067138672
2024-03-20,170.4600067138672
2024-03-21,170.1699981689453
2024-03-22,168.6300048828125
2024-03-25,172.66000366210938
2024-03-26,172.63999938964844
2024-03-27,174.6699981689453
2024-03-28,177.2100067138672
2024-04-01,177.82000732421875
2024-04-02,176.24000549316406
2024-04-03,175.49000549316406
2024-04-04,172.22000122070312
2024-04-05,171.77000427246094
2024-04-08,169.6999969482422
2024-04-09,171.6300048828125
2024-04-10,171.6199951171875
2024-04-11,171.3300018310547
2024-04-12,166.1199951171875
2024-04-15,165.00999450683594
2024-04-16,163.32000732421875
2024-04-17,164.47000122070312
2024-04-18,166.5800018310547
2024-04-19,168.3000030517578
2024-04-22,167.11000061035156
2024-04-23,166.50999450683594
2024-04-24,165.33999633789062
2024-04-25,164.44000244140625
2024-04-26,164.74000549316406
2024-04-29,163.72999572753906
2024-04-30,160.97999572753906
2024-05-01,156.42999267578125
2024-05-02,158.1199951171875
2024-05-03,158.0399932861328
2024-05-06,158.35000610351562
2024-05-07,160.41000366210938
2024-05-08,159.58999633789062
2024-05-09,164.32000732421875
2024-05-10,163.1300048828125
2024-05-13,160.89999389648438
2024-05-14,158.9600067138672
2024-05-15,157.50999450683594
2024-05-16,160.64999389648438
2024-05-17,160.1300048828125
2024-05-20,156.7100067138672
2024-05-21,155.77999877929688
2024-05-22,143.27000427246094
2024-05-23,144.41000366210938
2024-05-24,145.22999572753906
2024-05-28,147.10000610351562
2024-05-29,147.74000549316406
2024-05-30,149.8699951171875
2024-05-31,156.16000366210938
2024-06-03,153.02999877929688
2024-06-04,150.5500030517578
2024-06-05,147.35000610351562
2024-06-06,145.1300048828125
2024-06-07,146.0
2024-06-10,148.52000427246094
2024-06-11,146.19000244140625
2024-06-12,146.77999877929688
2024-06-13,144.67999267578125
2024-06-14,141.16000366210938
2024-06-17,144.97000122070312
2024-06-18,142.5399932861328
2024-06-20,143.3800048828125
2024-06-21,146.1300048828125
2024-06-24,149.69000244140625
2024-06-25,146.77000427246094
2024-06-26,147.1699981689453
2024-06-27,146.72000122070312
2024-06-28,148.0399932861328
2024-07-01,145.74000549316406
2024-07-02,145.38999938964844
2024-07-03,144.8000030517578
2024-07-05,145.64999389648438
2024-07-08,148.72000122070312
2024-07-09,147.60000610351562
2024-07-10,146.11000061035156
2024-07-11,151.39999389648438
2024-07-12,152.85000610351562
2024-07-15,151.3000030517578
2024-07-16,155.00999450683594
2024-07-17,155.92999267578125
2024-07-18,152.08999633789062
2024-07-19,149.72999572753906
2024-07-22,151.02000427246094
2024-07-23,150.27000427246094
2024-07-24,146.4499969482422
2024-07-25,146.2899932861328
2024-07-26,149.0
2024-07-29,146.82000732421875
2024-07-30,147.9499969482422
2024-07-31,150.41000366210938
2024-08-01,147.02000427246094
2024-08-02,139.1699981689453
2024-08-05,133.8699951171875
2024-08-06,133.85000610351562
2024-08-07,133.47000122070312
2024-08-08,133.97000122070312
2024-08-09,135.5
2024-08-12,135.02000427246094
2024-08-13,136.66000366210938
2024-08-14,135.75999450683594
2024-08-15,141.66000366210938
2024-08-16,144.0399932861328
2024-08-19,144.6300048828125
2024-08-20,144.3300018310547
2024-08-21,159.25
2024-08-22,156.82000732421875
2024-08-23,158.5
2024-08-26,158.89999389648438
2024-08-27,158.67999267578125
2024-08-28,156.86000061035156
2024-08-29,153.4199981689453
2024-08-30,153.6199951171875
2024-09-03,151.8000030517578
2024-09-04,152.47999572753906
2024-09-05,151.89999389648438
2024-09-06,151.27999877929688
2024-09-09,150.58999633789062
2024-09-10,148.00999450683594
2024-09-11,147.2899932861328
2024-09-12,148.44000244140625
2024-09-13,151.36000061035156
2024-09-16,152.83999633789062
2024-09-17,151.9600067138672
2024-09-18,153.60000610351562
2024-09-19,156.49000549316406
2024-09-20,154.75
2024-09-23,155.2899932861328
2024-09-24,156.17999267578125
2024-09-25,155.07000732421875
2024-09-26,155.97999572753906
2024-09-27,155.17999267578125
2024-09-30,155.86000061035156
2024-10-01,152.1999969482422
2024-10-02,150.39999389648438
2024-10-03,149.60000610351562
2024-10-04,152.8800048828125
2024-10-07,149.0
2024-10-08,151.32000732421875
2024-10-09,154.3300018310547
2024-10-10,155.97000122070312
2024-10-11,158.4600067138672
2024-10-14,157.97000122070312
2024-10-15,160.69000244140625
2024-10-16,158.8699951171875
2024-10-17,155.88999938964844
2024-10-18,156.83999633789062
2024-10-21,150.91000366210938
2024-10-22,149.19000244140625
2024-10-23,148.0500030517578
2024-10-24,150.17999267578125
2024-10-25,151.16000366210938
2024-10-28,149.3000030517578
2024-10-29,147.92999267578125
2024-10-30,148.52000427246094
2024-10-31,150.0399932861328
2024-11-01,150.83999633789062
2024-11-04,149.99000549316406
2024-11-05,150.99000549316406
2024-11-06,147.2899932861328
2024-11-07,150.91000366210938
2024-11-08,149.77999877929688
2024-11-11,153.27999877929688
2024-11-12,155.64999389648438
2024-11-13,154.99000549316406
2024-11-14,153.47000122070312
2024-11-15,152.1300048828125
2024-11-18,156.55999755859375
2024-11-19,156.0
2024-11-20,121.72000122070312
2024-11-21,121.58999633789062
