Date,GL
2023-05-31,103.18000030517578
2023-06-01,103.77999877929688
2023-06-02,107.04000091552734
2023-06-05,105.97000122070312
2023-06-06,106.73999786376953
2023-06-07,108.18000030517578
2023-06-08,107.5999984741211
2023-06-09,107.93000030517578
2023-06-12,108.26000213623047
2023-06-13,109.63999938964844
2023-06-14,107.0
2023-06-15,108.31999969482422
2023-06-16,108.01000213623047
2023-06-20,106.73999786376953
2023-06-21,106.83999633789062
2023-06-22,106.4000015258789
2023-06-23,106.27999877929688
2023-06-26,107.0199966430664
2023-06-27,108.23999786376953
2023-06-28,107.44999694824219
2023-06-29,108.94999694824219
2023-06-30,109.62000274658203
2023-07-03,110.26000213623047
2023-07-05,109.63999938964844
2023-07-06,110.94999694824219
2023-07-07,111.66000366210938
2023-07-10,111.76000213623047
2023-07-11,112.30999755859375
2023-07-12,111.51000213623047
2023-07-13,110.2699966430664
2023-07-14,109.86000061035156
2023-07-17,110.91999816894531
2023-07-18,112.30999755859375
2023-07-19,112.44000244140625
2023-07-20,114.66999816894531
2023-07-21,114.69000244140625
2023-07-24,114.51000213623047
2023-07-25,114.08000183105469
2023-07-26,114.0
2023-07-27,111.12999725341797
2023-07-28,112.19000244140625
2023-07-31,112.16999816894531
2023-08-01,112.56999969482422
2023-08-02,113.43000030517578
2023-08-03,114.0
2023-08-04,113.58000183105469
2023-08-07,115.36000061035156
2023-08-08,114.12000274658203
2023-08-09,113.30000305175781
2023-08-10,113.52999877929688
2023-08-11,114.47000122070312
2023-08-14,114.7699966430664
2023-08-15,113.0199966430664
2023-08-16,113.48999786376953
2023-08-17,111.94999694824219
2023-08-18,112.44000244140625
2023-08-21,112.75
2023-08-22,111.08999633789062
2023-08-23,111.1500015258789
2023-08-24,111.44000244140625
2023-08-25,111.45999908447266
2023-08-28,111.63999938964844
2023-08-29,111.73999786376953
2023-08-30,112.30999755859375
2023-08-31,111.56999969482422
2023-09-01,111.44999694824219
2023-09-05,108.9000015258789
2023-09-06,108.62999725341797
2023-09-07,108.63999938964844
2023-09-08,109.16000366210938
2023-09-11,109.0999984741211
2023-09-12,110.12999725341797
2023-09-13,109.80999755859375
2023-09-14,110.83999633789062
2023-09-15,109.9000015258789
2023-09-18,110.44999694824219
2023-09-19,111.23999786376953
2023-09-20,110.88999938964844
2023-09-21,110.05999755859375
2023-09-22,110.22000122070312
2023-09-25,111.12000274658203
2023-09-26,109.7699966430664
2023-09-27,109.43000030517578
2023-09-28,110.33999633789062
2023-09-29,108.7300033569336
2023-10-02,108.51000213623047
2023-10-03,108.30999755859375
2023-10-04,109.3499984741211
2023-10-05,110.08000183105469
2023-10-06,112.86000061035156
2023-10-09,112.80000305175781
2023-10-10,112.87999725341797
2023-10-11,113.30000305175781
2023-10-12,113.37000274658203
2023-10-13,113.31999969482422
2023-10-16,115.05000305175781
2023-10-17,116.08999633789062
2023-10-18,114.7699966430664
2023-10-19,113.58999633789062
2023-10-20,110.25
2023-10-23,111.20999908447266
2023-10-24,111.27999877929688
2023-10-25,112.02999877929688
2023-10-26,113.48999786376953
2023-10-27,112.02999877929688
2023-10-30,113.36000061035156
2023-10-31,116.36000061035156
2023-11-01,116.37000274658203
2023-11-02,115.87000274658203
2023-11-03,117.16000366210938
2023-11-06,116.05000305175781
2023-11-07,115.20999908447266
2023-11-08,114.75
2023-11-09,114.88999938964844
2023-11-10,116.63999938964844
2023-11-13,116.87000274658203
2023-11-14,118.26000213623047
2023-11-15,116.61000061035156
2023-11-16,117.41000366210938
2023-11-17,118.30000305175781
2023-11-20,118.0
2023-11-21,119.5999984741211
2023-11-22,120.37000274658203
2023-11-24,121.33000183105469
2023-11-27,121.11000061035156
2023-11-28,120.27999877929688
2023-11-29,120.26000213623047
2023-11-30,123.12999725341797
2023-12-01,123.33999633789062
2023-12-04,124.56999969482422
2023-12-05,123.93000030517578
2023-12-06,123.12000274658203
2023-12-07,122.25
2023-12-08,122.36000061035156
2023-12-11,123.4000015258789
2023-12-12,124.58000183105469
2023-12-13,123.8499984741211
2023-12-14,122.63999938964844
2023-12-15,121.94000244140625
2023-12-18,123.0999984741211
2023-12-19,123.5
2023-12-20,121.13999938964844
2023-12-21,121.66999816894531
2023-12-22,121.58999633789062
2023-12-26,121.56999969482422
2023-12-27,121.3499984741211
2023-12-28,121.70999908447266
2023-12-29,121.72000122070312
2024-01-02,122.05999755859375
2024-01-03,121.68000030517578
2024-01-04,122.22000122070312
2024-01-05,122.27999877929688
2024-01-08,121.19999694824219
2024-01-09,119.13999938964844
2024-01-10,120.5
2024-01-11,119.88999938964844
2024-01-12,120.19999694824219
2024-01-16,120.0
2024-01-17,119.9800033569336
2024-01-18,120.7300033569336
2024-01-19,121.80999755859375
2024-01-22,122.69999694824219
2024-01-23,122.29000091552734
2024-01-24,122.04000091552734
2024-01-25,123.5
2024-01-26,123.76000213623047
2024-01-29,122.98999786376953
2024-01-30,124.36000061035156
2024-01-31,122.81999969482422
2024-02-01,120.05000305175781
2024-02-02,120.86000061035156
2024-02-05,120.2699966430664
2024-02-06,121.19000244140625
2024-02-07,122.47000122070312
2024-02-08,124.94999694824219
2024-02-09,125.94000244140625
2024-02-12,126.33000183105469
2024-02-13,125.47000122070312
2024-02-14,125.3499984741211
2024-02-15,125.80999755859375
2024-02-16,125.52999877929688
2024-02-20,125.8499984741211
2024-02-21,126.58999633789062
2024-02-22,127.36000061035156
2024-02-23,126.9000015258789
2024-02-26,127.08999633789062
2024-02-27,128.1999969482422
2024-02-28,128.39999389648438
2024-02-29,126.93000030517578
2024-03-01,126.16999816894531
2024-03-04,126.30000305175781
2024-03-05,126.30999755859375
2024-03-06,128.10000610351562
2024-03-07,127.19000244140625
2024-03-08,123.62000274658203
2024-03-11,123.88999938964844
2024-03-12,124.3499984741211
2024-03-13,119.08000183105469
2024-03-14,115.98999786376953
2024-03-15,116.02999877929688
2024-03-18,116.62000274658203
2024-03-19,117.94999694824219
2024-03-20,117.88999938964844
2024-03-21,115.83999633789062
2024-03-22,115.47000122070312
2024-03-25,116.41999816894531
2024-03-26,116.4800033569336
2024-03-27,116.5999984741211
2024-03-28,116.37000274658203
2024-04-01,114.12999725341797
2024-04-02,111.63999938964844
2024-04-03,110.9000015258789
2024-04-04,110.11000061035156
2024-04-05,108.44999694824219
2024-04-08,107.8499984741211
2024-04-09,107.61000061035156
2024-04-10,104.93000030517578
2024-04-11,49.16999816894531
2024-04-12,59.09000015258789
2024-04-15,55.810001373291016
2024-04-16,59.970001220703125
2024-04-17,63.22999954223633
2024-04-18,65.0
2024-04-19,66.73999786376953
2024-04-22,66.38999938964844
2024-04-23,75.76000213623047
2024-04-24,78.5999984741211
2024-04-25,75.54000091552734
2024-04-26,75.75
2024-04-29,78.08999633789062
2024-04-30,76.16999816894531
2024-05-01,79.4800033569336
2024-05-02,79.27999877929688
2024-05-03,77.55000305175781
2024-05-06,80.83999633789062
2024-05-07,85.16000366210938
2024-05-08,89.48999786376953
2024-05-09,86.87999725341797
2024-05-10,86.5
2024-05-13,85.13999938964844
2024-05-14,88.55999755859375
2024-05-15,87.77999877929688
2024-05-16,83.94000244140625
2024-05-17,86.06999969482422
2024-05-20,86.01000213623047
2024-05-21,83.33000183105469
2024-05-22,85.5999984741211
2024-05-23,80.55000305175781
2024-05-24,81.73999786376953
2024-05-28,83.95999908447266
2024-05-29,82.37000274658203
2024-05-30,82.2699966430664
2024-05-31,82.76000213623047
2024-06-03,82.4800033569336
2024-06-04,81.80999755859375
2024-06-05,83.55000305175781
2024-06-06,81.23999786376953
2024-06-07,81.33000183105469
2024-06-10,81.62000274658203
2024-06-11,80.62999725341797
2024-06-12,81.11000061035156
2024-06-13,79.70999908447266
2024-06-14,77.88999938964844
2024-06-17,79.91999816894531
2024-06-18,80.4000015258789
2024-06-20,82.56999969482422
2024-06-21,83.05999755859375
2024-06-24,83.69000244140625
2024-06-25,83.51000213623047
2024-06-26,83.20999908447266
2024-06-27,82.23999786376953
2024-06-28,82.27999877929688
2024-07-01,82.83000183105469
2024-07-02,83.08000183105469
2024-07-03,82.44000244140625
2024-07-05,81.4800033569336
2024-07-08,80.91999816894531
2024-07-09,81.91000366210938
2024-07-10,83.12999725341797
2024-07-11,85.2300033569336
2024-07-12,86.04000091552734
2024-07-15,86.80999755859375
2024-07-16,88.51000213623047
2024-07-17,88.93000030517578
2024-07-18,88.19999694824219
2024-07-19,88.26000213623047
2024-07-22,88.9800033569336
2024-07-23,89.55999755859375
2024-07-24,88.27999877929688
2024-07-25,89.08000183105469
2024-07-26,90.69000244140625
2024-07-29,92.06999969482422
2024-07-30,94.45999908447266
2024-07-31,92.73999786376953
2024-08-01,92.94999694824219
2024-08-02,90.91000366210938
2024-08-05,88.62999725341797
2024-08-06,88.9800033569336
2024-08-07,88.80999755859375
2024-08-08,91.30999755859375
2024-08-09,92.0199966430664
2024-08-12,91.5
2024-08-13,93.18000030517578
2024-08-14,93.97000122070312
2024-08-15,95.95999908447266
2024-08-16,96.88999938964844
2024-08-19,98.13999938964844
2024-08-20,97.2699966430664
2024-08-21,97.52999877929688
2024-08-22,98.94999694824219
2024-08-23,100.83999633789062
2024-08-26,102.16999816894531
2024-08-27,101.88999938964844
2024-08-28,103.54000091552734
2024-08-29,105.22000122070312
2024-08-30,105.05000305175781
2024-09-03,105.18000030517578
2024-09-04,105.55000305175781
2024-09-05,104.58000183105469
2024-09-06,102.54000091552734
2024-09-09,103.36000061035156
2024-09-10,102.20999908447266
2024-09-11,101.33999633789062
2024-09-12,102.27999877929688
2024-09-13,103.80000305175781
2024-09-16,106.19999694824219
2024-09-17,106.18000030517578
2024-09-18,106.6500015258789
2024-09-19,107.25
2024-09-20,106.26000213623047
2024-09-23,107.69000244140625
2024-09-24,108.12000274658203
2024-09-25,108.41000366210938
2024-09-26,109.5999984741211
2024-09-27,104.4000015258789
2024-09-30,105.91000366210938
2024-10-01,103.70999908447266
2024-10-02,105.19999694824219
2024-10-03,104.8499984741211
2024-10-04,106.5199966430664
2024-10-07,103.48999786376953
2024-10-08,104.16000366210938
2024-10-09,107.19999694824219
2024-10-10,106.43000030517578
2024-10-11,107.77999877929688
2024-10-14,108.77999877929688
2024-10-15,110.80000305175781
2024-10-16,110.87000274658203
2024-10-17,109.05000305175781
2024-10-18,109.72000122070312
2024-10-21,110.23999786376953
2024-10-22,111.06999969482422
2024-10-23,110.86000061035156
2024-10-24,109.38999938964844
2024-10-25,105.1500015258789
2024-10-28,105.4800033569336
2024-10-29,106.93000030517578
2024-10-30,107.0
2024-10-31,105.5999984741211
2024-11-01,104.0199966430664
2024-11-04,103.48999786376953
2024-11-05,104.37999725341797
2024-11-06,111.0
2024-11-07,108.5999984741211
2024-11-08,109.19999694824219
2024-11-11,109.02999877929688
2024-11-12,110.3499984741211
2024-11-13,110.06999969482422
2024-11-14,109.01000213623047
2024-11-15,109.19999694824219
2024-11-18,109.75
2024-11-19,109.31999969482422
2024-11-20,108.76000213623047
2024-11-21,108.98999786376953
