Date,AMP
2022-10-10,272.8999938964844
2022-10-11,266.2900085449219
2022-10-12,263.3999938964844
2022-10-13,274.70001220703125
2022-10-14,257.8699951171875
2022-10-17,267.04998779296875
2022-10-18,268.510009765625
2022-10-19,264.29998779296875
2022-10-20,257.8399963378906
2022-10-21,267.010009765625
2022-10-24,271.6499938964844
2022-10-25,278.260009765625
2022-10-26,292.5
2022-10-27,300.0299987792969
2022-10-28,312.1700134277344
2022-10-31,309.1199951171875
2022-11-01,314.1199951171875
2022-11-02,308.7699890136719
2022-11-03,307.9200134277344
2022-11-04,313.8699951171875
2022-11-07,317.9599914550781
2022-11-08,320.25
2022-11-09,315.010009765625
2022-11-10,331.55999755859375
2022-11-11,331.1600036621094
2022-11-14,320.54998779296875
2022-11-15,323.4200134277344
2022-11-16,320.7200012207031
2022-11-17,321.57000732421875
2022-11-18,328.70001220703125
2022-11-21,325.67999267578125
2022-11-22,330.4200134277344
2022-11-23,332.6000061035156
2022-11-25,332.4100036621094
2022-11-28,325.75
2022-11-29,324.4800109863281
2022-11-30,331.95001220703125
2022-12-01,330.92999267578125
2022-12-02,330.17999267578125
2022-12-05,321.1700134277344
2022-12-06,321.79998779296875
2022-12-07,322.0
2022-12-08,323.0899963378906
2022-12-09,321.0400085449219
2022-12-12,325.9700012207031
2022-12-13,324.7900085449219
2022-12-14,321.92999267578125
2022-12-15,314.510009765625
2022-12-16,312.17999267578125
2022-12-19,306.57000732421875
2022-12-20,308.0400085449219
2022-12-21,313.0299987792969
2022-12-22,307.9200134277344
2022-12-23,308.2699890136719
2022-12-27,308.3999938964844
2022-12-28,304.54998779296875
2022-12-29,312.30999755859375
2022-12-30,311.3699951171875
2023-01-03,310.6600036621094
2023-01-04,312.8800048828125
2023-01-05,308.75
2023-01-06,321.2799987792969
2023-01-09,321.2200012207031
2023-01-10,319.7699890136719
2023-01-11,329.989990234375
2023-01-12,331.1700134277344
2023-01-13,333.17999267578125
2023-01-17,336.2799987792969
2023-01-18,328.20001220703125
2023-01-19,323.1700134277344
2023-01-20,333.25
2023-01-23,338.5299987792969
2023-01-24,341.0
2023-01-25,343.010009765625
2023-01-26,347.3599853515625
2023-01-27,344.45001220703125
2023-01-30,343.4599914550781
2023-01-31,350.1199951171875
2023-02-01,354.5299987792969
2023-02-02,347.7099914550781
2023-02-03,354.1000061035156
2023-02-06,351.0299987792969
2023-02-07,353.3299865722656
2023-02-08,352.70001220703125
2023-02-09,348.25
2023-02-10,349.7300109863281
2023-02-13,355.3299865722656
2023-02-14,352.739990234375
2023-02-15,350.29998779296875
2023-02-16,349.4700012207031
2023-02-17,351.4800109863281
2023-02-21,340.4800109863281
2023-02-22,339.3399963378906
2023-02-23,339.0899963378906
2023-02-24,339.7900085449219
2023-02-27,339.8399963378906
2023-02-28,342.8699951171875
2023-03-01,343.2900085449219
2023-03-02,340.8999938964844
2023-03-03,344.92999267578125
2023-03-06,343.7300109863281
2023-03-07,337.2300109863281
2023-03-08,336.9700012207031
2023-03-09,315.5799865722656
2023-03-10,301.7900085449219
2023-03-13,286.82000732421875
2023-03-14,297.7099914550781
2023-03-15,283.5400085449219
2023-03-16,288.0799865722656
2023-03-17,281.42999267578125
2023-03-20,287.80999755859375
2023-03-21,301.9700012207031
2023-03-22,296.239990234375
2023-03-23,297.1600036621094
2023-03-24,291.44000244140625
2023-03-27,298.2300109863281
2023-03-28,299.3500061035156
2023-03-29,301.6400146484375
2023-03-30,300.6300048828125
2023-03-31,306.5
2023-04-03,306.2699890136719
2023-04-04,300.2300109863281
2023-04-05,298.489990234375
2023-04-06,297.32000732421875
2023-04-10,302.05999755859375
2023-04-11,305.8699951171875
2023-04-12,304.9599914550781
2023-04-13,308.3599853515625
2023-04-14,309.42999267578125
2023-04-17,311.6099853515625
2023-04-18,315.6300048828125
2023-04-19,315.9700012207031
2023-04-20,315.760009765625
2023-04-21,314.1000061035156
2023-04-24,312.9100036621094
2023-04-25,290.010009765625
2023-04-26,292.510009765625
2023-04-27,302.4100036621094
2023-04-28,305.1199951171875
2023-05-01,302.5799865722656
2023-05-02,294.20001220703125
2023-05-03,288.8299865722656
2023-05-04,282.0199890136719
2023-05-05,291.17999267578125
2023-05-08,293.69000244140625
2023-05-09,293.489990234375
2023-05-10,290.8599853515625
2023-05-11,290.5799865722656
2023-05-12,293.3299865722656
2023-05-15,298.8699951171875
2023-05-16,294.4200134277344
2023-05-17,301.1400146484375
2023-05-18,303.70001220703125
2023-05-19,303.8699951171875
2023-05-22,304.010009765625
2023-05-23,300.3999938964844
2023-05-24,293.0299987792969
2023-05-25,305.69000244140625
2023-05-26,309.1300048828125
2023-05-30,309.45001220703125
2023-05-31,298.4700012207031
2023-06-01,303.7300109863281
2023-06-02,313.20001220703125
2023-06-05,311.7300109863281
2023-06-06,312.9700012207031
2023-06-07,317.1400146484375
2023-06-08,314.510009765625
2023-06-09,314.3500061035156
2023-06-12,312.6400146484375
2023-06-13,317.6099853515625
2023-06-14,318.92999267578125
2023-06-15,325.5899963378906
2023-06-16,325.0
2023-06-20,322.1300048828125
2023-06-21,321.29998779296875
2023-06-22,320.6300048828125
2023-06-23,317.0199890136719
2023-06-26,319.9200134277344
2023-06-27,326.1099853515625
2023-06-28,325.3900146484375
2023-06-29,331.5899963378906
2023-06-30,332.1600036621094
2023-07-03,335.0799865722656
2023-07-05,332.0
2023-07-06,328.6400146484375
2023-07-07,332.6199951171875
2023-07-10,334.32000732421875
2023-07-11,337.2799987792969
2023-07-12,338.07000732421875
2023-07-13,341.8999938964844
2023-07-14,339.30999755859375
2023-07-17,343.0
2023-07-18,352.4599914550781
2023-07-19,352.4700012207031
2023-07-20,356.8999938964844
2023-07-21,353.8699951171875
2023-07-24,354.9800109863281
2023-07-25,354.67999267578125
2023-07-26,354.4800109863281
2023-07-27,348.5
2023-07-28,345.2099914550781
2023-07-31,348.45001220703125
2023-08-01,349.010009765625
2023-08-02,347.760009765625
2023-08-03,352.489990234375
2023-08-04,344.8599853515625
2023-08-07,349.5299987792969
2023-08-08,347.05999755859375
2023-08-09,343.25
2023-08-10,342.7900085449219
2023-08-11,344.42999267578125
2023-08-14,344.07000732421875
2023-08-15,336.6300048828125
2023-08-16,333.760009765625
2023-08-17,330.510009765625
2023-08-18,332.3699951171875
2023-08-21,333.04998779296875
2023-08-22,328.6499938964844
2023-08-23,333.42999267578125
2023-08-24,332.9800109863281
2023-08-25,334.1300048828125
2023-08-28,336.2799987792969
2023-08-29,340.42999267578125
2023-08-30,340.1400146484375
2023-08-31,337.5799865722656
2023-09-01,342.30999755859375
2023-09-05,340.3299865722656
2023-09-06,339.7099914550781
2023-09-07,340.4599914550781
2023-09-08,345.04998779296875
2023-09-11,343.5199890136719
2023-09-12,347.20001220703125
2023-09-13,345.1199951171875
2023-09-14,349.79998779296875
2023-09-15,347.1199951171875
2023-09-18,347.0799865722656
2023-09-19,347.17999267578125
2023-09-20,344.989990234375
2023-09-21,337.2300109863281
2023-09-22,333.489990234375
2023-09-25,335.6700134277344
2023-09-26,327.92999267578125
2023-09-27,326.95001220703125
2023-09-28,330.3500061035156
2023-09-29,329.67999267578125
2023-10-02,325.8599853515625
2023-10-03,317.05999755859375
2023-10-04,318.1099853515625
2023-10-05,322.30999755859375
2023-10-06,326.44000244140625
2023-10-09,326.25
2023-10-10,328.9100036621094
2023-10-11,329.3399963378906
2023-10-12,325.3699951171875
2023-10-13,324.9100036621094
2023-10-16,330.70001220703125
2023-10-17,335.05999755859375
2023-10-18,323.55999755859375
2023-10-19,316.5899963378906
2023-10-20,312.19000244140625
2023-10-23,311.3500061035156
2023-10-24,313.489990234375
2023-10-25,307.1400146484375
2023-10-26,316.3399963378906
2023-10-27,310.55999755859375
2023-10-30,315.8399963378906
2023-10-31,314.57000732421875
2023-11-01,317.5299987792969
2023-11-02,331.3699951171875
2023-11-03,335.739990234375
2023-11-06,333.1700134277344
2023-11-07,332.95001220703125
2023-11-08,332.3399963378906
2023-11-09,331.8399963378906
2023-11-10,336.3599853515625
2023-11-13,335.1300048828125
2023-11-14,342.44000244140625
2023-11-15,343.4700012207031
2023-11-16,344.20001220703125
2023-11-17,347.8299865722656
2023-11-20,349.4800109863281
2023-11-21,347.9599914550781
2023-11-22,350.5199890136719
2023-11-24,351.4200134277344
2023-11-27,349.4700012207031
2023-11-28,345.5400085449219
2023-11-29,348.3500061035156
2023-11-30,353.510009765625
2023-12-01,356.2900085449219
2023-12-04,353.739990234375
2023-12-05,352.55999755859375
2023-12-06,350.1400146484375
2023-12-07,352.7300109863281
2023-12-08,357.5799865722656
2023-12-11,365.42999267578125
2023-12-12,370.2300109863281
2023-12-13,371.7799987792969
2023-12-14,379.9800109863281
2023-12-15,377.8500061035156
2023-12-18,376.1199951171875
2023-12-19,381.6199951171875
2023-12-20,372.7799987792969
2023-12-21,376.0299987792969
2023-12-22,376.04998779296875
2023-12-26,378.25
2023-12-27,380.0299987792969
2023-12-28,381.1499938964844
2023-12-29,379.8299865722656
2024-01-02,379.0299987792969
2024-01-03,380.5400085449219
2024-01-04,379.0400085449219
2024-01-05,382.1000061035156
2024-01-08,384.44000244140625
2024-01-09,375.9100036621094
2024-01-10,377.989990234375
2024-01-11,378.2699890136719
2024-01-12,376.3999938964844
2024-01-16,373.4700012207031
2024-01-17,372.05999755859375
2024-01-18,374.8800048828125
2024-01-19,381.6700134277344
2024-01-22,387.1099853515625
2024-01-23,387.79998779296875
2024-01-24,389.4599914550781
2024-01-25,391.3800048828125
2024-01-26,391.3999938964844
2024-01-29,393.1099853515625
2024-01-30,393.54998779296875
2024-01-31,386.8299865722656
2024-02-01,386.0199890136719
2024-02-02,390.69000244140625
2024-02-05,390.07000732421875
2024-02-06,388.04998779296875
2024-02-07,391.3599853515625
2024-02-08,394.8299865722656
2024-02-09,396.94000244140625
2024-02-12,397.3699951171875
2024-02-13,389.8900146484375
2024-02-14,391.3599853515625
2024-02-15,397.8299865722656
2024-02-16,397.79998779296875
2024-02-20,396.7799987792969
2024-02-21,395.3599853515625
2024-02-22,403.3299865722656
2024-02-23,407.1199951171875
2024-02-26,407.92999267578125
2024-02-27,408.7099914550781
2024-02-28,410.6400146484375
2024-02-29,407.3599853515625
2024-03-01,410.5899963378906
2024-03-04,412.3800048828125
2024-03-05,412.5899963378906
2024-03-06,415.4700012207031
2024-03-07,412.7799987792969
2024-03-08,412.010009765625
2024-03-11,411.69000244140625
2024-03-12,412.989990234375
2024-03-13,416.75
2024-03-14,413.95001220703125
2024-03-15,419.489990234375
2024-03-18,424.3599853515625
2024-03-19,428.989990234375
2024-03-20,431.1300048828125
2024-03-21,435.7300109863281
2024-03-22,430.1600036621094
2024-03-25,431.510009765625
2024-03-26,431.2200012207031
2024-03-27,435.9800109863281
2024-03-28,438.44000244140625
2024-04-01,434.8299865722656
2024-04-02,433.20001220703125
2024-04-03,436.2200012207031
2024-04-04,428.8900146484375
2024-04-05,434.80999755859375
2024-04-08,435.7699890136719
2024-04-09,429.5899963378906
2024-04-10,425.9800109863281
2024-04-11,422.4800109863281
2024-04-12,413.70001220703125
2024-04-15,411.17999267578125
2024-04-16,410.8500061035156
2024-04-17,411.7699890136719
2024-04-18,412.6300048828125
2024-04-19,417.010009765625
2024-04-22,421.3800048828125
2024-04-23,407.69000244140625
2024-04-24,412.8599853515625
2024-04-25,410.9100036621094
2024-04-26,410.010009765625
2024-04-29,416.3500061035156
2024-04-30,411.7900085449219
2024-05-01,413.44000244140625
2024-05-02,416.4800109863281
2024-05-03,418.95001220703125
2024-05-06,424.9599914550781
2024-05-07,424.8699951171875
2024-05-08,425.94000244140625
2024-05-09,430.0299987792969
2024-05-10,433.54998779296875
2024-05-13,431.94000244140625
2024-05-14,435.3299865722656
2024-05-15,439.3900146484375
2024-05-16,435.9800109863281
2024-05-17,434.1199951171875
2024-05-20,433.1000061035156
2024-05-21,434.0799865722656
2024-05-22,437.989990234375
2024-05-23,434.1499938964844
2024-05-24,440.9700012207031
2024-05-28,434.9700012207031
2024-05-29,427.9800109863281
2024-05-30,430.510009765625
2024-05-31,436.6099853515625
2024-06-03,431.0400085449219
2024-06-04,424.54998779296875
2024-06-05,427.6499938964844
2024-06-06,425.510009765625
2024-06-07,426.6300048828125
2024-06-10,428.4700012207031
2024-06-11,422.0199890136719
2024-06-12,428.30999755859375
2024-06-13,426.9100036621094
2024-06-14,423.8599853515625
2024-06-17,432.54998779296875
2024-06-18,437.07000732421875
2024-06-20,442.2200012207031
2024-06-21,440.8800048828125
2024-06-24,440.3500061035156
2024-06-25,438.1300048828125
2024-06-26,433.8800048828125
2024-06-27,430.3399963378906
2024-06-28,427.19000244140625
2024-07-01,426.0899963378906
2024-07-02,433.8699951171875
2024-07-03,434.0
2024-07-05,432.1499938964844
2024-07-08,427.05999755859375
2024-07-09,433.2900085449219
2024-07-10,440.6000061035156
2024-07-11,439.82000732421875
2024-07-12,446.2699890136719
2024-07-15,445.79998779296875
2024-07-16,429.04998779296875
2024-07-17,421.55999755859375
2024-07-18,417.989990234375
2024-07-19,410.8900146484375
2024-07-22,420.010009765625
2024-07-23,421.3900146484375
2024-07-24,424.25
2024-07-25,441.6700134277344
2024-07-26,439.5400085449219
2024-07-29,432.04998779296875
2024-07-30,431.8699951171875
2024-07-31,430.07000732421875
2024-08-01,418.3599853515625
2024-08-02,402.6099853515625
2024-08-05,391.5299987792969
2024-08-06,395.57000732421875
2024-08-07,392.7300109863281
2024-08-08,400.5299987792969
2024-08-09,404.989990234375
2024-08-12,404.5400085449219
2024-08-13,408.260009765625
2024-08-14,419.8699951171875
2024-08-15,424.07000732421875
2024-08-16,431.3900146484375
2024-08-19,435.3399963378906
2024-08-20,434.0299987792969
2024-08-21,433.6099853515625
2024-08-22,433.70001220703125
2024-08-23,439.67999267578125
2024-08-26,441.3900146484375
2024-08-27,439.3299865722656
2024-08-28,439.4800109863281
2024-08-29,442.9700012207031
2024-08-30,449.44000244140625
2024-09-03,441.9599914550781
2024-09-04,442.9100036621094
2024-09-05,439.54998779296875
2024-09-06,430.1700134277344
2024-09-09,436.3500061035156
2024-09-10,434.05999755859375
2024-09-11,435.7699890136719
2024-09-12,435.3800048828125
2024-09-13,440.3900146484375
2024-09-16,445.1400146484375
2024-09-17,452.2300109863281
2024-09-18,451.3299865722656
2024-09-19,463.739990234375
2024-09-20,460.6099853515625
2024-09-23,462.07000732421875
2024-09-24,463.3800048828125
2024-09-25,463.0899963378906
2024-09-26,467.510009765625
2024-09-27,468.6199951171875
2024-09-30,469.80999755859375
2024-10-01,473.1400146484375
2024-10-02,480.3399963378906
2024-10-03,479.5400085449219
2024-10-04,486.94000244140625
2024-10-07,480.54998779296875
2024-10-08,483.739990234375
2024-10-09,493.239990234375
2024-10-10,491.3699951171875
2024-10-11,502.5
2024-10-14,504.3500061035156
2024-10-15,511.2300109863281
2024-10-16,517.5700073242188
2024-10-17,521.4099731445312
2024-10-18,523.1599731445312
2024-10-21,522.6400146484375
2024-10-22,519.5599975585938
2024-10-23,520.469970703125
2024-10-24,504.2099914550781
2024-10-25,504.4800109863281
2024-10-28,513.4000244140625
2024-10-29,516.3099975585938
2024-10-30,514.0399780273438
2024-10-31,510.29998779296875
2024-11-01,507.17999267578125
2024-11-04,506.5899963378906
2024-11-05,513.9500122070312
2024-11-06,567.4299926757812
2024-11-07,547.6099853515625
2024-11-08,551.989990234375
2024-11-11,564.0
2024-11-12,561.3099975585938
2024-11-13,559.8900146484375
2024-11-14,561.5399780273438
2024-11-15,562.4400024414062
2024-11-18,565.0399780273438
2024-11-19,562.5599975585938
2024-11-20,561.4000244140625
2024-11-21,570.2100219726562
