Date,T
2022-02-28,17.892749786376953
2022-03-01,17.771902084350586
2022-03-02,17.990936279296875
2022-03-03,18.05891227722168
2022-03-04,18.028701782226562
2022-03-07,17.802114486694336
2022-03-08,17.371601104736328
2022-03-09,17.567975997924805
2022-03-10,17.515106201171875
2022-03-11,17.515106201171875
2022-03-14,17.28852081298828
2022-03-15,17.439577102661133
2022-03-16,17.515106201171875
2022-03-17,17.515106201171875
2022-03-18,17.537763595581055
2022-03-21,17.492446899414062
2022-03-22,17.530210494995117
2022-03-23,17.530210494995117
2022-03-24,17.620845794677734
2022-03-25,18.00604248046875
2022-03-28,18.028701782226562
2022-03-29,18.119335174560547
2022-03-30,18.232627868652344
2022-03-31,17.847431182861328
2022-04-01,18.11178207397461
2022-04-04,18.262840270996094
2022-04-05,18.043806076049805
2022-04-06,18.149547576904297
2022-04-07,17.92296028137207
2022-04-08,18.232627868652344
2022-04-11,19.6299991607666
2022-04-12,19.559999465942383
2022-04-13,19.420000076293945
2022-04-14,19.540000915527344
2022-04-18,19.459999084472656
2022-04-19,19.489999771118164
2022-04-20,19.43000030517578
2022-04-21,20.209999084472656
2022-04-22,19.520000457763672
2022-04-25,19.510000228881836
2022-04-26,19.299999237060547
2022-04-27,19.06999969482422
2022-04-28,19.420000076293945
2022-04-29,18.860000610351562
2022-05-02,19.1200008392334
2022-05-03,19.329999923706055
2022-05-04,19.950000762939453
2022-05-05,19.950000762939453
2022-05-06,20.030000686645508
2022-05-09,19.549999237060547
2022-05-10,19.360000610351562
2022-05-11,19.43000030517578
2022-05-12,19.719999313354492
2022-05-13,19.84000015258789
2022-05-16,20.280000686645508
2022-05-17,20.56999969482422
2022-05-18,20.229999542236328
2022-05-19,20.209999084472656
2022-05-20,20.399999618530273
2022-05-23,20.739999771118164
2022-05-24,21.15999984741211
2022-05-25,21.299999237060547
2022-05-26,21.31999969482422
2022-05-27,21.290000915527344
2022-05-31,21.290000915527344
2022-06-01,21.219999313354492
2022-06-02,21.190000534057617
2022-06-03,20.899999618530273
2022-06-06,20.940000534057617
2022-06-07,21.139999389648438
2022-06-08,21.049999237060547
2022-06-09,20.8799991607666
2022-06-10,20.690000534057617
2022-06-13,19.760000228881836
2022-06-14,19.450000762939453
2022-06-15,19.440000534057617
2022-06-16,18.959999084472656
2022-06-17,19.3799991607666
2022-06-21,19.959999084472656
2022-06-22,20.31999969482422
2022-06-23,20.610000610351562
2022-06-24,20.989999771118164
2022-06-27,20.780000686645508
2022-06-28,20.610000610351562
2022-06-29,20.950000762939453
2022-06-30,20.959999084472656
2022-07-01,21.309999465942383
2022-07-05,21.170000076293945
2022-07-06,21.09000015258789
2022-07-07,21.149999618530273
2022-07-08,20.799999237060547
2022-07-11,20.65999984741211
2022-07-12,20.600000381469727
2022-07-13,20.450000762939453
2022-07-14,20.329999923706055
2022-07-15,20.56999969482422
2022-07-18,20.530000686645508
2022-07-19,20.799999237060547
2022-07-20,20.479999542236328
2022-07-21,18.920000076293945
2022-07-22,18.399999618530273
2022-07-25,18.530000686645508
2022-07-26,18.299999237060547
2022-07-27,18.389999389648438
2022-07-28,18.579999923706055
2022-07-29,18.780000686645508
2022-08-01,18.729999542236328
2022-08-02,18.360000610351562
2022-08-03,18.3700008392334
2022-08-04,18.270000457763672
2022-08-05,18.350000381469727
2022-08-08,18.0
2022-08-09,18.100000381469727
2022-08-10,18.010000228881836
2022-08-11,18.040000915527344
2022-08-12,18.270000457763672
2022-08-15,18.389999389648438
2022-08-16,18.56999969482422
2022-08-17,18.420000076293945
2022-08-18,18.43000030517578
2022-08-19,18.43000030517578
2022-08-22,18.1299991607666
2022-08-23,18.059999465942383
2022-08-24,18.010000228881836
2022-08-25,18.09000015258789
2022-08-26,17.889999389648438
2022-08-29,17.780000686645508
2022-08-30,17.81999969482422
2022-08-31,17.540000915527344
2022-09-01,17.5
2022-09-02,17.190000534057617
2022-09-06,16.790000915527344
2022-09-07,16.8700008392334
2022-09-08,16.770000457763672
2022-09-09,17.030000686645508
2022-09-12,17.3799991607666
2022-09-13,16.829999923706055
2022-09-14,16.770000457763672
2022-09-15,16.760000228881836
2022-09-16,16.739999771118164
2022-09-19,16.760000228881836
2022-09-20,16.559999465942383
2022-09-21,16.25
2022-09-22,16.239999771118164
2022-09-23,16.010000228881836
2022-09-26,15.670000076293945
2022-09-27,15.729999542236328
2022-09-28,15.829999923706055
2022-09-29,15.529999732971191
2022-09-30,15.34000015258789
2022-10-03,15.899999618530273
2022-10-04,16.09000015258789
2022-10-05,15.930000305175781
2022-10-06,15.319999694824219
2022-10-07,14.9399995803833
2022-10-10,14.899999618530273
2022-10-11,14.8100004196167
2022-10-12,14.630000114440918
2022-10-13,15.119999885559082
2022-10-14,14.989999771118164
2022-10-17,15.3100004196167
2022-10-18,15.600000381469727
2022-10-19,15.539999961853027
2022-10-20,16.739999771118164
2022-10-21,17.100000381469727
2022-10-24,17.510000228881836
2022-10-25,17.690000534057617
2022-10-26,18.139999389648438
2022-10-27,18.030000686645508
2022-10-28,18.479999542236328
2022-10-31,18.229999542236328
2022-11-01,18.350000381469727
2022-11-02,18.43000030517578
2022-11-03,18.170000076293945
2022-11-04,18.31999969482422
2022-11-07,18.360000610351562
2022-11-08,18.56999969482422
2022-11-09,18.3799991607666
2022-11-10,18.84000015258789
2022-11-11,19.049999237060547
2022-11-14,19.059999465942383
2022-11-15,19.020000457763672
2022-11-16,18.93000030517578
2022-11-17,18.950000762939453
2022-11-18,18.969999313354492
2022-11-21,18.84000015258789
2022-11-22,19.0
2022-11-23,19.09000015258789
2022-11-25,19.1200008392334
2022-11-28,18.81999969482422
2022-11-29,19.010000228881836
2022-11-30,19.280000686645508
2022-12-01,19.190000534057617
2022-12-02,19.020000457763672
2022-12-05,18.75
2022-12-06,19.170000076293945
2022-12-07,19.299999237060547
2022-12-08,19.1200008392334
2022-12-09,19.09000015258789
2022-12-12,19.299999237060547
2022-12-13,19.1200008392334
2022-12-14,18.899999618530273
2022-12-15,18.469999313354492
2022-12-16,18.489999771118164
2022-12-19,17.860000610351562
2022-12-20,18.06999969482422
2022-12-21,18.149999618530273
2022-12-22,18.270000457763672
2022-12-23,18.309999465942383
2022-12-27,18.459999084472656
2022-12-28,18.219999313354492
2022-12-29,18.450000762939453
2022-12-30,18.40999984741211
2023-01-03,18.739999771118164
2023-01-04,19.139999389648438
2023-01-05,19.209999084472656
2023-01-06,19.530000686645508
2023-01-09,19.040000915527344
2023-01-10,19.469999313354492
2023-01-11,19.40999984741211
2023-01-12,19.40999984741211
2023-01-13,19.549999237060547
2023-01-17,19.329999923706055
2023-01-18,19.020000457763672
2023-01-19,18.940000534057617
2023-01-20,19.229999542236328
2023-01-23,19.100000381469727
2023-01-24,19.15999984741211
2023-01-25,20.420000076293945
2023-01-26,20.0
2023-01-27,19.950000762939453
2023-01-30,20.15999984741211
2023-01-31,20.3700008392334
2023-02-01,20.18000030517578
2023-02-02,20.280000686645508
2023-02-03,19.829999923706055
2023-02-06,19.579999923706055
2023-02-07,19.25
2023-02-08,19.15999984741211
2023-02-09,18.969999313354492
2023-02-10,19.06999969482422
2023-02-13,19.260000228881836
2023-02-14,19.149999618530273
2023-02-15,19.25
2023-02-16,19.260000228881836
2023-02-17,19.440000534057617
2023-02-21,19.209999084472656
2023-02-22,19.3799991607666
2023-02-23,19.350000381469727
2023-02-24,19.239999771118164
2023-02-27,19.030000686645508
2023-02-28,18.90999984741211
2023-03-01,18.65999984741211
2023-03-02,18.65999984741211
2023-03-03,18.809999465942383
2023-03-06,18.770000457763672
2023-03-07,18.709999084472656
2023-03-08,18.610000610351562
2023-03-09,18.31999969482422
2023-03-10,18.43000030517578
2023-03-13,18.299999237060547
2023-03-14,18.440000534057617
2023-03-15,18.309999465942383
2023-03-16,18.389999389648438
2023-03-17,18.1299991607666
2023-03-20,18.489999771118164
2023-03-21,18.540000915527344
2023-03-22,18.389999389648438
2023-03-23,18.459999084472656
2023-03-24,18.610000610351562
2023-03-27,18.8700008392334
2023-03-28,18.719999313354492
2023-03-29,19.0
2023-03-30,19.079999923706055
2023-03-31,19.25
2023-04-03,19.389999389648438
2023-04-04,19.639999389648438
2023-04-05,19.8799991607666
2023-04-06,19.649999618530273
2023-04-10,19.56999969482422
2023-04-11,19.690000534057617
2023-04-12,19.770000457763672
2023-04-13,19.959999084472656
2023-04-14,19.93000030517578
2023-04-17,19.790000915527344
2023-04-18,19.81999969482422
2023-04-19,19.700000762939453
2023-04-20,17.649999618530273
2023-04-21,18.219999313354492
2023-04-24,17.530000686645508
2023-04-25,17.510000228881836
2023-04-26,17.200000762939453
2023-04-27,17.610000610351562
2023-04-28,17.670000076293945
2023-05-01,17.5
2023-05-02,17.06999969482422
2023-05-03,17.09000015258789
2023-05-04,16.90999984741211
2023-05-05,17.1299991607666
2023-05-08,17.1200008392334
2023-05-09,17.020000457763672
2023-05-10,17.040000915527344
2023-05-11,16.959999084472656
2023-05-12,17.030000686645508
2023-05-15,16.950000762939453
2023-05-16,16.530000686645508
2023-05-17,16.65999984741211
2023-05-18,16.549999237060547
2023-05-19,16.309999465942383
2023-05-22,16.3799991607666
2023-05-23,16.100000381469727
2023-05-24,15.949999809265137
2023-05-25,15.149999618530273
2023-05-26,15.5
2023-05-30,15.640000343322754
2023-05-31,15.729999542236328
2023-06-01,15.8100004196167
2023-06-02,15.210000038146973
2023-06-05,15.390000343322754
2023-06-06,15.670000076293945
2023-06-07,16.100000381469727
2023-06-08,16.06999969482422
2023-06-09,15.949999809265137
2023-06-12,15.930000305175781
2023-06-13,15.819999694824219
2023-06-14,15.84000015258789
2023-06-15,16.030000686645508
2023-06-16,16.059999465942383
2023-06-20,15.779999732971191
2023-06-21,15.609999656677246
2023-06-22,15.579999923706055
2023-06-23,15.449999809265137
2023-06-26,15.630000114440918
2023-06-27,15.84000015258789
2023-06-28,15.779999732971191
2023-06-29,15.979999542236328
2023-06-30,15.949999809265137
2023-07-03,16.1200008392334
2023-07-05,16.06999969482422
2023-07-06,15.869999885559082
2023-07-07,15.609999656677246
2023-07-10,15.270000457763672
2023-07-11,15.229999542236328
2023-07-12,15.119999885559082
2023-07-13,15.119999885559082
2023-07-14,14.5
2023-07-17,13.529999732971191
2023-07-18,13.449999809265137
2023-07-19,14.59000015258789
2023-07-20,14.65999984741211
2023-07-21,14.760000228881836
2023-07-24,14.949999809265137
2023-07-25,14.800000190734863
2023-07-26,14.890000343322754
2023-07-27,14.510000228881836
2023-07-28,14.449999809265137
2023-07-31,14.520000457763672
2023-08-01,14.300000190734863
2023-08-02,14.350000381469727
2023-08-03,14.09000015258789
2023-08-04,14.0
2023-08-07,14.010000228881836
2023-08-08,14.180000305175781
2023-08-09,14.270000457763672
2023-08-10,14.170000076293945
2023-08-11,14.369999885559082
2023-08-14,14.260000228881836
2023-08-15,14.140000343322754
2023-08-16,14.100000381469727
2023-08-17,14.010000228881836
2023-08-18,14.050000190734863
2023-08-21,14.100000381469727
2023-08-22,14.260000228881836
2023-08-23,14.15999984741211
2023-08-24,14.149999618530273
2023-08-25,14.109999656677246
2023-08-28,14.210000038146973
2023-08-29,14.770000457763672
2023-08-30,14.729999542236328
2023-08-31,14.789999961853027
2023-09-01,14.649999618530273
2023-09-05,14.479999542236328
2023-09-06,14.609999656677246
2023-09-07,14.609999656677246
2023-09-08,14.399999618530273
2023-09-11,14.520000457763672
2023-09-12,14.460000038146973
2023-09-13,14.619999885559082
2023-09-14,15.0600004196167
2023-09-15,15.229999542236328
2023-09-18,15.09000015258789
2023-09-19,15.210000038146973
2023-09-20,15.550000190734863
2023-09-21,15.3100004196167
2023-09-22,15.119999885559082
2023-09-25,15.0600004196167
2023-09-26,15.020000457763672
2023-09-27,14.869999885559082
2023-09-28,15.010000228881836
2023-09-29,15.020000457763672
2023-10-02,14.670000076293945
2023-10-03,14.779999732971191
2023-10-04,14.649999618530273
2023-10-05,14.829999923706055
2023-10-06,14.449999809265137
2023-10-09,14.729999542236328
2023-10-10,14.960000038146973
2023-10-11,14.770000457763672
2023-10-12,14.449999809265137
2023-10-13,14.359999656677246
2023-10-16,14.40999984741211
2023-10-17,14.579999923706055
2023-10-18,14.319999694824219
2023-10-19,15.260000228881836
2023-10-20,15.380000114440918
2023-10-23,14.949999809265137
2023-10-24,15.529999732971191
2023-10-25,15.1899995803833
2023-10-26,15.119999885559082
2023-10-27,14.819999694824219
2023-10-30,15.260000228881836
2023-10-31,15.399999618530273
2023-11-01,15.579999923706055
2023-11-02,15.729999542236328
2023-11-03,15.880000114440918
2023-11-06,15.75
2023-11-07,15.84000015258789
2023-11-08,15.649999618530273
2023-11-09,15.630000114440918
2023-11-10,15.640000343322754
2023-11-13,15.579999923706055
2023-11-14,15.630000114440918
2023-11-15,15.760000228881836
2023-11-16,15.880000114440918
2023-11-17,15.899999618530273
2023-11-20,16.100000381469727
2023-11-21,16.190000534057617
2023-11-22,16.170000076293945
2023-11-24,16.209999084472656
2023-11-27,16.209999084472656
2023-11-28,16.18000030517578
2023-11-29,16.299999237060547
2023-11-30,16.56999969482422
2023-12-01,16.760000228881836
2023-12-04,16.65999984741211
2023-12-05,17.219999313354492
2023-12-06,16.940000534057617
2023-12-07,17.09000015258789
2023-12-08,16.920000076293945
2023-12-11,16.6200008392334
2023-12-12,16.40999984741211
2023-12-13,16.450000762939453
2023-12-14,16.649999618530273
2023-12-15,16.520000457763672
2023-12-18,16.459999084472656
2023-12-19,16.610000610351562
2023-12-20,16.399999618530273
2023-12-21,16.489999771118164
2023-12-22,16.549999237060547
2023-12-26,16.56999969482422
2023-12-27,16.579999923706055
2023-12-28,16.739999771118164
2023-12-29,16.780000686645508
2024-01-02,17.25
2024-01-03,17.229999542236328
2024-01-04,17.149999618530273
2024-01-05,17.469999313354492
2024-01-08,17.31999969482422
2024-01-09,16.950000762939453
2024-01-10,16.8700008392334
2024-01-11,16.229999542236328
2024-01-12,16.479999542236328
2024-01-16,16.440000534057617
2024-01-17,16.40999984741211
2024-01-18,16.399999618530273
2024-01-19,16.670000076293945
2024-01-22,16.799999237060547
2024-01-23,17.190000534057617
2024-01-24,16.68000030517578
2024-01-25,17.18000030517578
2024-01-26,17.290000915527344
2024-01-29,17.25
2024-01-30,17.530000686645508
2024-01-31,17.690000534057617
2024-02-01,18.040000915527344
2024-02-02,17.829999923706055
2024-02-05,17.729999542236328
2024-02-06,17.610000610351562
2024-02-07,17.329999923706055
2024-02-08,16.81999969482422
2024-02-09,16.84000015258789
2024-02-12,17.020000457763672
2024-02-13,16.899999618530273
2024-02-14,16.90999984741211
2024-02-15,17.09000015258789
2024-02-16,16.969999313354492
2024-02-20,16.90999984741211
2024-02-21,17.0
2024-02-22,16.59000015258789
2024-02-23,16.799999237060547
2024-02-26,16.600000381469727
2024-02-27,16.829999923706055
2024-02-28,16.959999084472656
2024-02-29,16.93000030517578
2024-03-01,16.979999542236328
2024-03-04,16.799999237060547
2024-03-05,17.170000076293945
2024-03-06,17.18000030517578
2024-03-07,17.049999237060547
2024-03-08,17.200000762939453
2024-03-11,17.329999923706055
2024-03-12,17.200000762939453
2024-03-13,17.190000534057617
2024-03-14,17.010000228881836
2024-03-15,17.049999237060547
2024-03-18,17.299999237060547
2024-03-19,17.170000076293945
2024-03-20,17.209999084472656
2024-03-21,17.15999984741211
2024-03-22,16.979999542236328
2024-03-25,17.1200008392334
2024-03-26,17.18000030517578
2024-03-27,17.549999237060547
2024-03-28,17.600000381469727
2024-04-01,17.5
2024-04-02,17.520000457763672
2024-04-03,17.610000610351562
2024-04-04,17.56999969482422
2024-04-05,17.420000076293945
2024-04-08,17.25
2024-04-09,16.899999618530273
2024-04-10,16.729999542236328
2024-04-11,16.420000076293945
2024-04-12,16.309999465942383
2024-04-15,16.239999771118164
2024-04-16,16.09000015258789
2024-04-17,16.1200008392334
2024-04-18,16.329999923706055
2024-04-19,16.510000228881836
2024-04-22,16.309999465942383
2024-04-23,16.5
2024-04-24,16.809999465942383
2024-04-25,16.579999923706055
2024-04-26,16.75
2024-04-29,17.020000457763672
2024-04-30,16.889999389648438
2024-05-01,16.920000076293945
2024-05-02,16.81999969482422
2024-05-03,16.850000381469727
2024-05-06,16.989999771118164
2024-05-07,17.079999923706055
2024-05-08,17.110000610351562
2024-05-09,17.18000030517578
2024-05-10,17.170000076293945
2024-05-13,17.260000228881836
2024-05-14,17.299999237060547
2024-05-15,17.329999923706055
2024-05-16,17.299999237060547
2024-05-17,17.399999618530273
2024-05-20,17.520000457763672
2024-05-21,17.270000457763672
2024-05-22,17.5
2024-05-23,17.469999313354492
2024-05-24,17.5
2024-05-28,17.270000457763672
2024-05-29,17.1200008392334
2024-05-30,17.6200008392334
2024-05-31,18.219999313354492
2024-06-03,18.010000228881836
2024-06-04,18.350000381469727
2024-06-05,18.299999237060547
2024-06-06,18.280000686645508
