Date,OTIS
2022-02-28,78.33000183105469
2022-03-01,77.6500015258789
2022-03-02,78.77999877929688
2022-03-03,79.18000030517578
2022-03-04,77.95999908447266
2022-03-07,74.30000305175781
2022-03-08,73.5
2022-03-09,75.26000213623047
2022-03-10,73.80000305175781
2022-03-11,72.4000015258789
2022-03-14,71.9800033569336
2022-03-15,73.6500015258789
2022-03-16,75.5
2022-03-17,76.38999938964844
2022-03-18,77.9800033569336
2022-03-21,77.33000183105469
2022-03-22,77.52999877929688
2022-03-23,76.44000244140625
2022-03-24,77.41999816894531
2022-03-25,77.23999786376953
2022-03-28,78.01000213623047
2022-03-29,78.6500015258789
2022-03-30,77.75
2022-03-31,76.94999694824219
2022-04-01,76.27999877929688
2022-04-04,76.63999938964844
2022-04-05,75.1500015258789
2022-04-06,76.2300033569336
2022-04-07,77.54000091552734
2022-04-08,77.23999786376953
2022-04-11,76.37000274658203
2022-04-12,75.88999938964844
2022-04-13,75.83999633789062
2022-04-14,74.75
2022-04-18,73.62000274658203
2022-04-19,75.37000274658203
2022-04-20,75.5199966430664
2022-04-21,75.20999908447266
2022-04-22,73.41999816894531
2022-04-25,74.5999984741211
2022-04-26,72.37000274658203
2022-04-27,73.56999969482422
2022-04-28,76.06999969482422
2022-04-29,72.83999633789062
2022-05-02,72.94999694824219
2022-05-03,73.31999969482422
2022-05-04,76.5999984741211
2022-05-05,74.68000030517578
2022-05-06,74.58000183105469
2022-05-09,73.30999755859375
2022-05-10,72.7699966430664
2022-05-11,72.9000015258789
2022-05-12,73.0
2022-05-13,75.11000061035156
2022-05-16,74.33999633789062
2022-05-17,75.45999908447266
2022-05-18,72.20999908447266
2022-05-19,72.58999633789062
2022-05-20,73.44000244140625
2022-05-23,73.87000274658203
2022-05-24,75.48999786376953
2022-05-25,73.52999877929688
2022-05-26,75.08000183105469
2022-05-27,76.30000305175781
2022-05-31,74.4000015258789
2022-06-01,73.97000122070312
2022-06-02,75.23999786376953
2022-06-03,75.19000244140625
2022-06-06,75.19999694824219
2022-06-07,76.48999786376953
2022-06-08,76.33999633789062
2022-06-09,76.0
2022-06-10,73.29000091552734
2022-06-13,71.0999984741211
2022-06-14,69.20999908447266
2022-06-15,69.76000213623047
2022-06-16,67.94999694824219
2022-06-17,67.87999725341797
2022-06-21,69.87000274658203
2022-06-22,68.76000213623047
2022-06-23,68.58999633789062
2022-06-24,70.86000061035156
2022-06-27,69.91999816894531
2022-06-28,69.79000091552734
2022-06-29,69.77999877929688
2022-06-30,70.66999816894531
2022-07-01,71.9000015258789
2022-07-05,71.37000274658203
2022-07-06,71.26000213623047
2022-07-07,70.08999633789062
2022-07-08,69.88999938964844
2022-07-11,69.0
2022-07-12,68.83999633789062
2022-07-13,68.4000015258789
2022-07-14,68.98999786376953
2022-07-15,69.51000213623047
2022-07-18,68.95999908447266
2022-07-19,71.83999633789062
2022-07-20,72.66999816894531
2022-07-21,72.94999694824219
2022-07-22,71.9000015258789
2022-07-25,72.38999938964844
2022-07-26,72.72000122070312
2022-07-27,76.44000244140625
2022-07-28,76.8499984741211
2022-07-29,78.16999816894531
2022-08-01,78.27999877929688
2022-08-02,77.45999908447266
2022-08-03,79.2300033569336
2022-08-04,79.5
2022-08-05,79.31999969482422
2022-08-08,79.27999877929688
2022-08-09,78.86000061035156
2022-08-10,79.9000015258789
2022-08-11,80.5999984741211
2022-08-12,81.75
2022-08-15,81.55000305175781
2022-08-16,81.31999969482422
2022-08-17,80.58000183105469
2022-08-18,80.41000366210938
2022-08-19,79.41000366210938
2022-08-22,77.33000183105469
2022-08-23,76.9000015258789
2022-08-24,77.37000274658203
