Date,TSCO
2022-02-28,203.7899932861328
2022-03-01,205.17999267578125
2022-03-02,207.6999969482422
2022-03-03,214.66000366210938
2022-03-04,221.92999267578125
2022-03-07,227.47999572753906
2022-03-08,219.2899932861328
2022-03-09,224.85000610351562
2022-03-10,228.9499969482422
2022-03-11,226.52000427246094
2022-03-14,224.33999633789062
2022-03-15,227.8800048828125
2022-03-16,227.1199951171875
2022-03-17,232.60000610351562
2022-03-18,233.52999877929688
2022-03-21,231.58999633789062
2022-03-22,231.80999755859375
2022-03-23,232.1199951171875
2022-03-24,233.3300018310547
2022-03-25,232.1999969482422
2022-03-28,232.22999572753906
2022-03-29,233.35000610351562
2022-03-30,232.85000610351562
2022-03-31,233.3699951171875
2022-04-01,226.7100067138672
2022-04-04,227.67999267578125
2022-04-05,224.5
2022-04-06,224.9199981689453
2022-04-07,230.97999572753906
2022-04-08,236.3800048828125
2022-04-11,235.11000061035156
2022-04-12,236.69000244140625
2022-04-13,237.3800048828125
2022-04-14,228.22999572753906
2022-04-18,217.52999877929688
2022-04-19,221.64999389648438
2022-04-20,221.08999633789062
2022-04-21,219.17999267578125
2022-04-22,206.64999389648438
2022-04-25,209.9600067138672
2022-04-26,205.8699951171875
2022-04-27,205.3000030517578
2022-04-28,208.47999572753906
2022-04-29,201.4499969482422
2022-05-02,206.32000732421875
2022-05-03,205.67999267578125
2022-05-04,212.6300048828125
2022-05-05,204.22000122070312
2022-05-06,202.55999755859375
2022-05-09,198.24000549316406
2022-05-10,198.07000732421875
2022-05-11,191.55999755859375
2022-05-12,196.52999877929688
2022-05-13,201.85000610351562
2022-05-16,205.61000061035156
2022-05-17,207.6199951171875
2022-05-18,181.6300048828125
2022-05-19,183.75999450683594
2022-05-20,179.9600067138672
2022-05-23,176.83999633789062
2022-05-24,170.52999877929688
2022-05-25,176.77000427246094
2022-05-26,185.89999389648438
2022-05-27,192.42999267578125
2022-05-31,187.36000061035156
2022-06-01,190.66000366210938
2022-06-02,195.3000030517578
2022-06-03,194.44000244140625
2022-06-06,199.08999633789062
2022-06-07,201.11000061035156
2022-06-08,198.35000610351562
2022-06-09,201.64999389648438
2022-06-10,195.3000030517578
2022-06-13,192.02999877929688
2022-06-14,192.1699981689453
2022-06-15,196.1300048828125
2022-06-16,190.63999938964844
2022-06-17,188.72999572753906
2022-06-21,195.38999938964844
2022-06-22,192.00999450683594
2022-06-23,198.77999877929688
2022-06-24,202.97000122070312
2022-06-27,202.50999450683594
2022-06-28,195.25
2022-06-29,195.55999755859375
2022-06-30,193.85000610351562
2022-07-01,196.30999755859375
2022-07-05,198.02999877929688
2022-07-06,197.5500030517578
2022-07-07,203.44000244140625
2022-07-08,203.9600067138672
2022-07-11,203.39999389648438
2022-07-12,196.52999877929688
2022-07-13,197.52999877929688
2022-07-14,201.77999877929688
2022-07-15,203.1999969482422
2022-07-18,203.49000549316406
2022-07-19,205.6300048828125
2022-07-20,207.30999755859375
2022-07-21,198.4199981689453
2022-07-22,194.88999938964844
2022-07-25,193.8699951171875
2022-07-26,183.63999938964844
2022-07-27,186.92999267578125
2022-07-28,190.80999755859375
2022-07-29,191.47999572753906
2022-08-01,193.88999938964844
2022-08-02,188.39999389648438
2022-08-03,190.9199981689453
2022-08-04,187.83999633789062
2022-08-05,189.36000061035156
2022-08-08,191.92999267578125
2022-08-09,190.6699981689453
2022-08-10,192.3000030517578
2022-08-11,194.89999389648438
2022-08-12,196.92999267578125
2022-08-15,198.2100067138672
2022-08-16,204.72999572753906
2022-08-17,204.88999938964844
2022-08-18,205.2100067138672
2022-08-19,203.2899932861328
2022-08-22,200.9499969482422
2022-08-23,200.02999877929688
2022-08-24,198.97000122070312
2022-08-25,200.3300018310547
2022-08-26,191.05999755859375
2022-08-29,190.1300048828125
2022-08-30,188.08999633789062
2022-08-31,185.14999389648438
2022-09-01,188.14999389648438
2022-09-02,187.60000610351562
2022-09-06,188.0399932861328
2022-09-07,196.25999450683594
2022-09-08,199.7899932861328
2022-09-09,200.9199981689453
2022-09-12,202.64999389648438
2022-09-13,193.61000061035156
2022-09-14,189.00999450683594
2022-09-15,187.9600067138672
2022-09-16,190.02000427246094
2022-09-19,192.97999572753906
2022-09-20,190.39999389648438
2022-09-21,189.9600067138672
2022-09-22,188.41000366210938
2022-09-23,185.58999633789062
2022-09-26,186.08999633789062
2022-09-27,188.57000732421875
2022-09-28,192.25999450683594
2022-09-29,187.49000549316406
2022-09-30,185.8800048828125
2022-10-03,194.1199951171875
2022-10-04,197.88999938964844
2022-10-05,201.58999633789062
2022-10-06,200.0800018310547
2022-10-07,194.6199951171875
2022-10-10,195.6300048828125
2022-10-11,200.75999450683594
2022-10-12,203.61000061035156
2022-10-13,202.89999389648438
2022-10-14,198.67999267578125
2022-10-17,201.7100067138672
2022-10-18,202.83999633789062
2022-10-19,196.32000732421875
2022-10-20,189.52999877929688
2022-10-21,197.3699951171875
2022-10-24,207.8300018310547
2022-10-25,214.2899932861328
2022-10-26,215.9600067138672
2022-10-27,215.5800018310547
2022-10-28,223.13999938964844
2022-10-31,219.77000427246094
2022-11-01,220.52999877929688
2022-11-02,211.41000366210938
2022-11-03,211.30999755859375
2022-11-04,206.55999755859375
2022-11-07,208.99000549316406
2022-11-08,207.14999389648438
2022-11-09,203.39999389648438
2022-11-10,210.58999633789062
2022-11-11,209.0500030517578
2022-11-14,212.77999877929688
2022-11-15,216.1999969482422
2022-11-16,219.10000610351562
2022-11-17,214.8800048828125
2022-11-18,219.86000061035156
2022-11-21,220.44000244140625
2022-11-22,223.5399932861328
2022-11-23,225.75999450683594
2022-11-25,224.02000427246094
2022-11-28,221.8800048828125
2022-11-29,219.00999450683594
2022-11-30,226.30999755859375
2022-12-01,224.6300048828125
2022-12-02,224.94000244140625
2022-12-05,220.9499969482422
2022-12-06,217.1300048828125
2022-12-07,217.33999633789062
2022-12-08,219.52000427246094
2022-12-09,218.32000732421875
2022-12-12,214.47000122070312
2022-12-13,214.1999969482422
2022-12-14,215.32000732421875
2022-12-15,214.02000427246094
2022-12-16,210.50999450683594
2022-12-19,211.4600067138672
2022-12-20,210.1999969482422
2022-12-21,214.25
2022-12-22,213.0500030517578
2022-12-23,217.05999755859375
2022-12-27,223.08999633789062
2022-12-28,219.89999389648438
2022-12-29,226.97999572753906
2022-12-30,224.97000122070312
2023-01-03,223.17999267578125
2023-01-04,221.49000549316406
2023-01-05,219.6300048828125
2023-01-06,221.63999938964844
2023-01-09,217.47999572753906
2023-01-10,221.74000549316406
2023-01-11,221.60000610351562
2023-01-12,220.74000549316406
2023-01-13,221.08999633789062
2023-01-17,218.99000549316406
2023-01-18,214.72999572753906
2023-01-19,206.86000061035156
2023-01-20,212.07000732421875
2023-01-23,215.47999572753906
2023-01-24,214.86000061035156
2023-01-25,213.82000732421875
2023-01-26,226.72000122070312
2023-01-27,225.6699981689453
2023-01-30,222.7899932861328
2023-01-31,227.99000549316406
2023-02-01,230.02999877929688
2023-02-02,230.89999389648438
2023-02-03,228.55999755859375
2023-02-06,232.4199981689453
2023-02-07,232.72999572753906
2023-02-08,231.24000549316406
2023-02-09,233.75999450683594
2023-02-10,233.0
2023-02-13,237.1699981689453
2023-02-14,237.99000549316406
2023-02-15,239.61000061035156
2023-02-16,236.97999572753906
2023-02-17,239.0
2023-02-21,234.0399932861328
2023-02-22,232.80999755859375
2023-02-23,233.0
2023-02-24,230.5399932861328
2023-02-27,234.42999267578125
2023-02-28,233.25999450683594
2023-03-01,225.75999450683594
2023-03-02,228.49000549316406
2023-03-03,230.16000366210938
2023-03-06,228.69000244140625
2023-03-07,228.52999877929688
2023-03-08,228.4499969482422
2023-03-09,226.91000366210938
2023-03-10,227.24000549316406
2023-03-13,227.92999267578125
2023-03-14,229.64999389648438
2023-03-15,231.41000366210938
2023-03-16,235.32000732421875
2023-03-17,232.44000244140625
2023-03-20,232.19000244140625
2023-03-21,235.6699981689453
2023-03-22,228.83999633789062
2023-03-23,226.61000061035156
2023-03-24,227.2100067138672
2023-03-27,229.77000427246094
2023-03-28,229.50999450683594
2023-03-29,230.44000244140625
2023-03-30,230.38999938964844
2023-03-31,235.0399932861328
2023-04-03,241.66000366210938
2023-04-04,239.58999633789062
2023-04-05,234.52999877929688
2023-04-06,235.6300048828125
2023-04-10,238.5500030517578
2023-04-11,240.0
2023-04-12,232.63999938964844
2023-04-13,236.05999755859375
2023-04-14,237.9499969482422
2023-04-17,241.24000549316406
2023-04-18,245.2100067138672
2023-04-19,246.82000732421875
2023-04-20,249.0
2023-04-21,248.58999633789062
2023-04-24,249.97000122070312
2023-04-25,244.3699951171875
2023-04-26,243.19000244140625
2023-04-27,239.08999633789062
2023-04-28,238.39999389648438
2023-05-01,238.9499969482422
2023-05-02,241.9499969482422
2023-05-03,243.30999755859375
2023-05-04,236.82000732421875
2023-05-05,240.3300018310547
2023-05-08,240.6999969482422
2023-05-09,241.7100067138672
2023-05-10,243.8699951171875
2023-05-11,241.82000732421875
2023-05-12,239.9199981689453
2023-05-15,231.52999877929688
2023-05-16,226.3000030517578
2023-05-17,224.91000366210938
2023-05-18,230.55999755859375
2023-05-19,224.22999572753906
2023-05-22,222.77999877929688
2023-05-23,218.5399932861328
2023-05-24,218.49000549316406
2023-05-25,213.86000061035156
2023-05-26,211.5
2023-05-30,215.35000610351562
2023-05-31,209.58999633789062
2023-06-01,206.32000732421875
2023-06-02,211.19000244140625
2023-06-05,207.5500030517578
