Date,TSCO
2023-06-06,216.86000061035156
2023-06-07,217.80999755859375
2023-06-08,219.4499969482422
2023-06-09,217.22000122070312
2023-06-12,219.47999572753906
2023-06-13,217.49000549316406
2023-06-14,218.0399932861328
2023-06-15,220.6999969482422
2023-06-16,218.92999267578125
2023-06-20,217.00999450683594
2023-06-21,220.4600067138672
2023-06-22,219.63999938964844
2023-06-23,218.6999969482422
2023-06-26,219.05999755859375
2023-06-27,223.1300048828125
2023-06-28,216.60000610351562
2023-06-29,217.4199981689453
2023-06-30,221.10000610351562
2023-07-03,221.02999877929688
2023-07-05,220.3699951171875
2023-07-06,218.8800048828125
2023-07-07,216.86000061035156
2023-07-10,221.27999877929688
2023-07-11,222.97999572753906
2023-07-12,220.77999877929688
2023-07-13,216.36000061035156
2023-07-14,214.94000244140625
2023-07-17,210.80999755859375
2023-07-18,212.1999969482422
2023-07-19,211.16000366210938
2023-07-20,214.41000366210938
2023-07-21,215.69000244140625
2023-07-24,214.66000366210938
2023-07-25,212.72000122070312
2023-07-26,214.52000427246094
2023-07-27,223.58999633789062
2023-07-28,223.99000549316406
2023-07-31,223.99000549316406
2023-08-01,224.19000244140625
2023-08-02,226.0
2023-08-03,227.13999938964844
2023-08-04,222.30999755859375
2023-08-07,222.8000030517578
2023-08-08,221.77000427246094
2023-08-09,224.16000366210938
2023-08-10,222.27000427246094
2023-08-11,222.52000427246094
2023-08-14,222.44000244140625
2023-08-15,222.0500030517578
2023-08-16,220.8800048828125
2023-08-17,219.0
2023-08-18,219.32000732421875
2023-08-21,215.6199951171875
2023-08-22,215.0
2023-08-23,214.58999633789062
2023-08-24,211.6300048828125
2023-08-25,213.5399932861328
2023-08-28,219.0
2023-08-29,222.58999633789062
2023-08-30,222.9499969482422
2023-08-31,218.5
2023-09-01,220.52000427246094
2023-09-05,218.0800018310547
2023-09-06,215.74000549316406
2023-09-07,219.0
2023-09-08,217.38999938964844
2023-09-11,217.67999267578125
2023-09-12,217.10000610351562
2023-09-13,215.88999938964844
2023-09-14,215.92999267578125
2023-09-15,212.83999633789062
2023-09-18,209.49000549316406
2023-09-19,210.14999389648438
2023-09-20,207.5500030517578
2023-09-21,204.58999633789062
2023-09-22,205.0500030517578
2023-09-25,206.35000610351562
2023-09-26,203.02999877929688
2023-09-27,203.00999450683594
2023-09-28,203.4199981689453
2023-09-29,203.0500030517578
2023-10-02,203.5
2023-10-03,203.52999877929688
2023-10-04,206.00999450683594
2023-10-05,205.1699981689453
2023-10-06,204.47000122070312
2023-10-09,203.89999389648438
2023-10-10,205.02999877929688
2023-10-11,204.30999755859375
2023-10-12,196.75
2023-10-13,200.74000549316406
2023-10-16,205.6699981689453
2023-10-17,207.41000366210938
2023-10-18,207.3699951171875
2023-10-19,202.13999938964844
2023-10-20,195.27000427246094
2023-10-23,198.1699981689453
2023-10-24,198.22000122070312
2023-10-25,198.07000732421875
2023-10-26,188.7899932861328
2023-10-27,187.80999755859375
2023-10-30,191.19000244140625
2023-10-31,192.55999755859375
2023-11-01,190.55999755859375
2023-11-02,195.16000366210938
2023-11-03,199.27999877929688
2023-11-06,199.25
2023-11-07,199.19000244140625
2023-11-08,199.5
2023-11-09,195.0800018310547
2023-11-10,198.5399932861328
2023-11-13,196.10000610351562
2023-11-14,206.72999572753906
2023-11-15,207.5
2023-11-16,203.05999755859375
2023-11-17,202.61000061035156
2023-11-20,200.7100067138672
2023-11-21,197.4499969482422
2023-11-22,198.44000244140625
2023-11-24,198.19000244140625
2023-11-27,197.77999877929688
2023-11-28,199.9199981689453
2023-11-29,200.19000244140625
2023-11-30,203.00999450683594
2023-12-01,210.07000732421875
2023-12-04,212.00999450683594
2023-12-05,207.19000244140625
2023-12-06,209.4600067138672
2023-12-07,209.0500030517578
2023-12-08,212.07000732421875
2023-12-11,216.07000732421875
2023-12-12,215.3000030517578
2023-12-13,220.4600067138672
2023-12-14,224.10000610351562
2023-12-15,217.3000030517578
2023-12-18,215.75
2023-12-19,216.13999938964844
2023-12-20,209.77999877929688
2023-12-21,211.6999969482422
2023-12-22,211.9199981689453
2023-12-26,210.72999572753906
2023-12-27,212.63999938964844
2023-12-28,215.89999389648438
2023-12-29,215.02999877929688
2024-01-02,216.57000732421875
2024-01-03,212.64999389648438
2024-01-04,215.0399932861328
2024-01-05,218.91000366210938
2024-01-08,223.52999877929688
2024-01-09,220.82000732421875
2024-01-10,220.02999877929688
2024-01-11,221.58999633789062
2024-01-12,223.57000732421875
2024-01-16,224.27000427246094
2024-01-17,227.52999877929688
2024-01-18,230.25
2024-01-19,231.05999755859375
2024-01-22,232.5
2024-01-23,228.39999389648438
2024-01-24,226.02999877929688
2024-01-25,226.3300018310547
2024-01-26,227.6199951171875
2024-01-29,226.33999633789062
2024-01-30,227.7899932861328
2024-01-31,224.60000610351562
2024-02-01,234.89999389648438
2024-02-02,232.94000244140625
2024-02-05,230.9600067138672
2024-02-06,233.7899932861328
2024-02-07,233.4499969482422
2024-02-08,231.8300018310547
2024-02-09,235.0800018310547
2024-02-12,236.2100067138672
2024-02-13,233.32000732421875
2024-02-14,235.49000549316406
2024-02-15,237.66000366210938
2024-02-16,236.49000549316406
2024-02-20,236.4199981689453
2024-02-21,235.3800048828125
2024-02-22,239.7100067138672
2024-02-23,243.07000732421875
2024-02-26,242.7100067138672
2024-02-27,251.1999969482422
2024-02-28,252.60000610351562
2024-02-29,254.32000732421875
2024-03-01,252.4199981689453
2024-03-04,253.25999450683594
2024-03-05,247.86000061035156
2024-03-06,250.66000366210938
2024-03-07,249.08999633789062
2024-03-08,250.49000549316406
2024-03-11,248.88999938964844
2024-03-12,249.67999267578125
2024-03-13,253.6699981689453
2024-03-14,253.8699951171875
2024-03-15,257.1499938964844
2024-03-18,255.72000122070312
2024-03-19,256.3699951171875
2024-03-20,257.0199890136719
2024-03-21,266.1700134277344
2024-03-22,262.9700012207031
2024-03-25,258.67999267578125
2024-03-26,258.05999755859375
2024-03-27,260.44000244140625
2024-03-28,261.7200012207031
2024-04-01,258.239990234375
2024-04-02,256.8900146484375
2024-04-03,252.13999938964844
2024-04-04,252.50999450683594
2024-04-05,252.49000549316406
2024-04-08,249.57000732421875
2024-04-09,253.19000244140625
2024-04-10,253.3000030517578
2024-04-11,250.19000244140625
2024-04-12,244.88999938964844
2024-04-15,241.97000122070312
2024-04-16,244.83999633789062
2024-04-17,247.38999938964844
2024-04-18,247.35000610351562
2024-04-19,252.7899932861328
2024-04-22,253.3800048828125
2024-04-23,255.9600067138672
2024-04-24,258.1300048828125
2024-04-25,265.260009765625
2024-04-26,273.8999938964844
2024-04-29,277.8800048828125
2024-04-30,273.0799865722656
2024-05-01,271.1700134277344
2024-05-02,266.70001220703125
2024-05-03,270.2099914550781
2024-05-06,269.5400085449219
2024-05-07,270.1300048828125
2024-05-08,266.6499938964844
2024-05-09,269.70001220703125
2024-05-10,271.42999267578125
2024-05-13,271.6700134277344
2024-05-14,274.5
2024-05-15,275.9599914550781
2024-05-16,276.2099914550781
2024-05-17,285.6700134277344
2024-05-20,284.0400085449219
2024-05-21,285.67999267578125
2024-05-22,282.760009765625
2024-05-23,283.260009765625
2024-05-24,282.0
2024-05-28,281.8599853515625
2024-05-29,281.0199890136719
2024-05-30,280.79998779296875
2024-05-31,285.2900085449219
2024-06-03,267.55999755859375
2024-06-04,269.7099914550781
2024-06-05,270.3699951171875
2024-06-06,269.760009765625
2024-06-07,270.92999267578125
2024-06-10,273.6199951171875
2024-06-11,278.29998779296875
2024-06-12,279.9100036621094
2024-06-13,281.4800109863281
2024-06-14,280.25
2024-06-17,289.54998779296875
2024-06-18,289.9800109863281
2024-06-20,280.2300109863281
2024-06-21,281.55999755859375
2024-06-24,277.3699951171875
2024-06-25,264.55999755859375
2024-06-26,267.0
2024-06-27,267.54998779296875
2024-06-28,270.0
2024-07-01,267.739990234375
2024-07-02,266.0299987792969
2024-07-03,261.6499938964844
2024-07-05,262.5299987792969
2024-07-08,260.9200134277344
2024-07-09,257.260009765625
2024-07-10,259.25
2024-07-11,262.82000732421875
2024-07-12,271.07000732421875
2024-07-15,270.8399963378906
2024-07-16,283.1700134277344
2024-07-17,278.82000732421875
2024-07-18,269.92999267578125
2024-07-19,268.45001220703125
2024-07-22,271.0799865722656
2024-07-23,270.3599853515625
2024-07-24,262.5199890136719
2024-07-25,257.44000244140625
2024-07-26,262.5199890136719
2024-07-29,265.0799865722656
2024-07-30,261.739990234375
2024-07-31,263.32000732421875
2024-08-01,256.260009765625
2024-08-02,252.77000427246094
2024-08-05,256.1499938964844
2024-08-06,260.0199890136719
2024-08-07,251.9499969482422
2024-08-08,260.9200134277344
2024-08-09,260.5199890136719
2024-08-12,262.2300109863281
2024-08-13,260.3399963378906
2024-08-14,262.2900085449219
2024-08-15,263.0
2024-08-16,263.4800109863281
2024-08-19,263.94000244140625
2024-08-20,263.3999938964844
2024-08-21,267.6099853515625
2024-08-22,265.2799987792969
2024-08-23,269.17999267578125
2024-08-26,272.82000732421875
2024-08-27,272.94000244140625
2024-08-28,273.260009765625
2024-08-29,273.7099914550781
2024-08-30,267.54998779296875
2024-09-03,268.3500061035156
2024-09-04,272.67999267578125
2024-09-05,270.80999755859375
2024-09-06,270.5899963378906
2024-09-09,272.7900085449219
2024-09-10,270.7699890136719
2024-09-11,276.25
2024-09-12,279.489990234375
2024-09-13,282.9599914550781
2024-09-16,283.3900146484375
2024-09-17,276.75
2024-09-18,275.489990234375
2024-09-19,273.9700012207031
2024-09-20,274.8900146484375
2024-09-23,276.8500061035156
2024-09-24,277.57000732421875
2024-09-25,280.8599853515625
2024-09-26,285.2799987792969
2024-09-27,286.1400146484375
2024-09-30,290.92999267578125
2024-10-01,295.1400146484375
2024-10-02,298.07000732421875
2024-10-03,291.8500061035156
2024-10-04,294.9700012207031
2024-10-07,293.8599853515625
2024-10-08,303.70001220703125
2024-10-09,300.9599914550781
2024-10-10,297.3399963378906
2024-10-11,303.3699951171875
2024-10-14,303.739990234375
2024-10-15,300.82000732421875
2024-10-16,302.79998779296875
2024-10-17,298.32000732421875
2024-10-18,297.6199951171875
2024-10-21,294.6000061035156
2024-10-22,291.44000244140625
2024-10-23,292.0899963378906
2024-10-24,274.2900085449219
2024-10-25,272.7699890136719
2024-10-28,269.989990234375
2024-10-29,268.79998779296875
2024-10-30,267.94000244140625
2024-10-31,265.510009765625
2024-11-01,266.57000732421875
2024-11-04,270.3599853515625
2024-11-05,276.2099914550781
2024-11-06,288.95001220703125
2024-11-07,289.2900085449219
2024-11-08,288.55999755859375
2024-11-11,281.57000732421875
2024-11-12,279.19000244140625
2024-11-13,278.75
2024-11-14,277.0799865722656
2024-11-15,275.6600036621094
2024-11-18,276.82000732421875
2024-11-19,272.8500061035156
2024-11-20,270.0
2024-11-21,273.6300048828125
