Date,GS
2023-01-18,349.0899963378906
2023-01-19,350.75
2023-01-20,341.8399963378906
2023-01-23,349.1400146484375
2023-01-24,348.3299865722656
2023-01-25,349.6300048828125
2023-01-26,354.9700012207031
2023-01-27,353.70001220703125
2023-01-30,357.4599914550781
2023-01-31,365.80999755859375
2023-02-01,365.7099914550781
2023-02-02,369.4700012207031
2023-02-03,369.95001220703125
2023-02-06,370.79998779296875
2023-02-07,374.3999938964844
2023-02-08,375.1000061035156
2023-02-09,367.989990234375
2023-02-10,371.2799987792969
2023-02-13,374.0199890136719
2023-02-14,371.7799987792969
2023-02-15,374.3399963378906
2023-02-16,370.20001220703125
2023-02-17,368.5
2023-02-21,361.1199951171875
2023-02-22,360.8900146484375
2023-02-23,363.5400085449219
2023-02-24,363.8500061035156
2023-02-27,365.5299987792969
2023-02-28,351.6499938964844
2023-03-01,346.2300109863281
2023-03-02,349.1000061035156
2023-03-03,357.0899963378906
2023-03-06,357.04998779296875
2023-03-07,346.0799865722656
2023-03-08,349.2900085449219
2023-03-09,342.0899963378906
2023-03-10,327.6700134277344
2023-03-13,315.510009765625
2023-03-14,322.1499938964844
2023-03-15,312.19000244140625
2023-03-16,315.0899963378906
2023-03-17,303.5400085449219
2023-03-20,309.5299987792969
2023-03-21,317.2799987792969
2023-03-22,313.6700134277344
2023-03-23,314.8500061035156
2023-03-24,312.57000732421875
2023-03-27,318.5299987792969
2023-03-28,318.44000244140625
2023-03-29,320.7200012207031
2023-03-30,321.1400146484375
2023-03-31,327.1099853515625
2023-04-03,326.5199890136719
2023-04-04,322.6499938964844
2023-04-05,321.5299987792969
2023-04-06,322.3999938964844
2023-04-10,324.9599914550781
2023-04-11,327.3699951171875
2023-04-12,330.239990234375
2023-04-13,332.1300048828125
2023-04-14,336.9200134277344
2023-04-17,339.67999267578125
2023-04-18,333.9100036621094
2023-04-19,336.8900146484375
2023-04-20,338.7099914550781
2023-04-21,341.6600036621094
2023-04-24,343.9599914550781
2023-04-25,339.4800109863281
2023-04-26,336.55999755859375
2023-04-27,341.6000061035156
2023-04-28,343.44000244140625
2023-05-01,340.57000732421875
2023-05-02,333.3699951171875
2023-05-03,328.6499938964844
2023-05-04,321.260009765625
2023-05-05,327.0199890136719
2023-05-08,326.510009765625
2023-05-09,324.7699890136719
2023-05-10,322.54998779296875
2023-05-11,320.7200012207031
2023-05-12,319.5
2023-05-15,322.07000732421875
2023-05-16,320.80999755859375
2023-05-17,330.17999267578125
2023-05-18,329.5799865722656
2023-05-19,326.1499938964844
2023-05-22,324.9200134277344
2023-05-23,323.57000732421875
2023-05-24,319.80999755859375
2023-05-25,323.8800048828125
2023-05-26,332.010009765625
2023-05-30,330.8299865722656
2023-05-31,323.8999938964844
2023-06-01,316.3999938964844
2023-06-02,323.6499938964844
2023-06-05,321.80999755859375
2023-06-06,326.79998779296875
2023-06-07,335.75
2023-06-08,335.4700012207031
2023-06-09,336.0199890136719
2023-06-12,339.489990234375
2023-06-13,342.5
2023-06-14,338.4200134277344
2023-06-15,339.739990234375
2023-06-16,338.30999755859375
2023-06-20,330.7200012207031
2023-06-21,325.07000732421875
2023-06-22,319.5799865722656
2023-06-23,314.7099914550781
2023-06-26,312.3599853515625
2023-06-27,313.45001220703125
2023-06-28,313.6600036621094
2023-06-29,323.0899963378906
2023-06-30,322.5400085449219
2023-07-03,326.6099853515625
2023-07-05,320.04998779296875
2023-07-06,313.0
2023-07-07,315.1700134277344
2023-07-10,316.4700012207031
2023-07-11,320.8800048828125
2023-07-12,326.3999938964844
2023-07-13,328.67999267578125
2023-07-14,326.19000244140625
2023-07-17,327.20001220703125
2023-07-18,337.2699890136719
2023-07-19,340.54998779296875
2023-07-20,350.8599853515625
2023-07-21,351.9599914550781
2023-07-24,358.92999267578125
2023-07-25,354.70001220703125
2023-07-26,357.55999755859375
2023-07-27,354.510009765625
2023-07-28,353.2300109863281
2023-07-31,355.8699951171875
2023-08-01,357.7200012207031
2023-08-02,351.1000061035156
2023-08-03,353.1600036621094
2023-08-04,353.2200012207031
2023-08-07,355.55999755859375
2023-08-08,348.260009765625
2023-08-09,342.69000244140625
2023-08-10,340.3999938964844
2023-08-11,340.7300109863281
2023-08-14,337.739990234375
2023-08-15,332.2099914550781
2023-08-16,329.1099853515625
2023-08-17,327.5199890136719
2023-08-18,324.92999267578125
2023-08-21,322.05999755859375
2023-08-22,318.7900085449219
2023-08-23,322.3299865722656
2023-08-24,319.9599914550781
2023-08-25,320.1499938964844
2023-08-28,325.9700012207031
2023-08-29,332.54998779296875
2023-08-30,328.5799865722656
2023-08-31,327.7099914550781
2023-09-01,327.3999938964844
2023-09-05,323.75
2023-09-06,321.1300048828125
2023-09-07,321.9599914550781
2023-09-08,325.5199890136719
2023-09-11,324.6499938964844
2023-09-12,330.8999938964844
2023-09-13,334.9800109863281
2023-09-14,344.57000732421875
2023-09-15,342.5400085449219
2023-09-18,343.32000732421875
2023-09-19,341.8900146484375
2023-09-20,336.70001220703125
2023-09-21,330.239990234375
2023-09-22,327.8900146484375
2023-09-25,328.8399963378906
2023-09-26,323.82000732421875
2023-09-27,321.95001220703125
2023-09-28,325.20001220703125
2023-09-29,323.57000732421875
2023-10-02,318.5
2023-10-03,306.1199951171875
2023-10-04,308.6000061035156
2023-10-05,310.5
2023-10-06,312.4800109863281
2023-10-09,312.6099853515625
2023-10-10,314.7699890136719
2023-10-11,313.0199890136719
2023-10-12,309.8500061035156
2023-10-13,309.29998779296875
2023-10-16,314.3900146484375
2023-10-17,309.3599853515625
2023-10-18,301.9599914550781
2023-10-19,299.19000244140625
2023-10-20,300.04998779296875
2023-10-23,299.2200012207031
2023-10-24,299.17999267578125
2023-10-25,296.760009765625
2023-10-26,296.989990234375
2023-10-27,289.9100036621094
2023-10-30,300.8299865722656
2023-10-31,303.6099853515625
2023-11-01,307.1600036621094
2023-11-02,313.760009765625
2023-11-03,327.6199951171875
2023-11-06,323.9100036621094
2023-11-07,323.95001220703125
2023-11-08,324.55999755859375
2023-11-09,320.7799987792969
2023-11-10,325.510009765625
2023-11-13,326.9100036621094
2023-11-14,338.7200012207031
2023-11-15,337.6000061035156
2023-11-16,336.6700134277344
2023-11-17,339.19000244140625
2023-11-20,339.45001220703125
2023-11-21,334.9700012207031
2023-11-22,338.6400146484375
2023-11-24,339.1499938964844
2023-11-27,337.7099914550781
2023-11-28,337.6499938964844
2023-11-29,340.260009765625
2023-11-30,341.5400085449219
2023-12-01,348.42999267578125
2023-12-04,349.3900146484375
2023-12-05,341.75
2023-12-06,341.9700012207031
2023-12-07,344.6199951171875
2023-12-08,350.8299865722656
2023-12-11,351.760009765625
2023-12-12,352.6099853515625
2023-12-13,362.7300109863281
2023-12-14,383.4700012207031
2023-12-15,380.510009765625
2023-12-18,376.3999938964844
2023-12-19,382.45001220703125
2023-12-20,377.5199890136719
2023-12-21,380.57000732421875
2023-12-22,380.6499938964844
2023-12-26,381.6099853515625
2023-12-27,384.4800109863281
2023-12-28,386.4100036621094
2023-12-29,385.7699890136719
2024-01-02,388.29998779296875
2024-01-03,381.7900085449219
2024-01-04,382.95001220703125
2024-01-05,386.44000244140625
2024-01-08,388.8599853515625
2024-01-09,383.739990234375
2024-01-10,381.9599914550781
2024-01-11,379.75
2024-01-12,377.75
2024-01-16,380.45001220703125
2024-01-17,377.17999267578125
2024-01-18,376.9100036621094
2024-01-19,382.20001220703125
2024-01-22,385.9599914550781
2024-01-23,380.7699890136719
2024-01-24,379.3999938964844
2024-01-25,382.70001220703125
2024-01-26,377.7900085449219
2024-01-29,380.55999755859375
2024-01-30,386.8699951171875
2024-01-31,384.010009765625
2024-02-01,383.8500061035156
2024-02-02,387.8599853515625
2024-02-05,383.0199890136719
2024-02-06,384.989990234375
2024-02-07,386.6600036621094
2024-02-08,385.0400085449219
2024-02-09,384.260009765625
2024-02-12,392.6400146484375
2024-02-13,378.75
2024-02-14,378.0400085449219
2024-02-15,385.4200134277344
2024-02-16,384.44000244140625
2024-02-20,384.5199890136719
2024-02-21,388.2699890136719
2024-02-22,390.4700012207031
2024-02-23,391.04998779296875
2024-02-26,390.2200012207031
2024-02-27,390.80999755859375
2024-02-28,393.17999267578125
2024-02-29,389.04998779296875
2024-03-01,388.1000061035156
2024-03-04,392.25
2024-03-05,390.9100036621094
2024-03-06,389.57000732421875
2024-03-07,388.42999267578125
2024-03-08,386.989990234375
2024-03-11,386.1600036621094
2024-03-12,388.17999267578125
2024-03-13,392.30999755859375
2024-03-14,388.6099853515625
2024-03-15,387.2099914550781
2024-03-18,384.3699951171875
2024-03-19,388.6600036621094
2024-03-20,396.4700012207031
2024-03-21,413.7099914550781
2024-03-22,406.82000732421875
2024-03-25,404.94000244140625
2024-03-26,406.17999267578125
2024-03-27,415.25
2024-03-28,417.69000244140625
2024-04-01,413.510009765625
2024-04-02,410.1499938964844
2024-04-03,414.0
2024-04-04,406.25
2024-04-05,408.07000732421875
2024-04-08,410.5400085449219
2024-04-09,410.7099914550781
2024-04-10,400.760009765625
2024-04-11,397.4800109863281
2024-04-12,389.489990234375
2024-04-15,400.8800048828125
2024-04-16,396.8599853515625
2024-04-17,403.9100036621094
2024-04-18,403.1099853515625
2024-04-19,404.0
2024-04-22,417.3500061035156
2024-04-23,424.0
2024-04-24,423.0400085449219
2024-04-25,420.04998779296875
2024-04-26,427.57000732421875
2024-04-29,430.80999755859375
2024-04-30,426.7099914550781
2024-05-01,426.95001220703125
2024-05-02,432.57000732421875
2024-05-03,438.17999267578125
2024-05-06,443.6700134277344
2024-05-07,443.79998779296875
2024-05-08,446.95001220703125
2024-05-09,455.55999755859375
2024-05-10,454.7300109863281
2024-05-13,453.55999755859375
2024-05-14,458.4700012207031
2024-05-15,466.0899963378906
2024-05-16,464.5199890136719
2024-05-17,467.7200012207031
2024-05-20,462.94000244140625
2024-05-21,470.4100036621094
2024-05-22,462.3800048828125
2024-05-23,458.1499938964844
2024-05-24,461.17999267578125
2024-05-28,459.80999755859375
2024-05-29,457.1700134277344
2024-05-30,450.2300109863281
2024-05-31,456.5199890136719
2024-06-03,454.9800109863281
2024-06-04,455.29998779296875
2024-06-05,461.67999267578125
2024-06-06,458.1000061035156
2024-06-07,454.9100036621094
2024-06-10,453.54998779296875
2024-06-11,444.2699890136719
2024-06-12,448.70001220703125
2024-06-13,446.3500061035156
2024-06-14,446.4599914550781
2024-06-17,450.17999267578125
2024-06-18,457.42999267578125
2024-06-20,458.04998779296875
2024-06-21,450.17999267578125
2024-06-24,462.0899963378906
2024-06-25,457.3800048828125
2024-06-26,455.8599853515625
2024-06-27,445.9599914550781
2024-06-28,452.32000732421875
2024-07-01,463.6600036621094
2024-07-02,465.6099853515625
2024-07-03,467.9200134277344
2024-07-05,464.75
2024-07-08,464.82000732421875
2024-07-09,472.8299865722656
2024-07-10,478.8900146484375
2024-07-11,479.2300109863281
2024-07-12,479.8800048828125
2024-07-15,492.2300109863281
2024-07-16,503.0199890136719
2024-07-17,502.17999267578125
2024-07-18,486.2099914550781
2024-07-19,484.92999267578125
2024-07-22,487.0400085449219
2024-07-23,492.1499938964844
2024-07-24,486.70001220703125
2024-07-25,491.7099914550781
2024-07-26,499.0299987792969
2024-07-29,492.7200012207031
2024-07-30,505.6700134277344
2024-07-31,509.0299987792969
2024-08-01,500.1199951171875
2024-08-02,470.6400146484375
2024-08-05,459.0199890136719
2024-08-06,470.2200012207031
2024-08-07,473.010009765625
2024-08-08,485.7699890136719
2024-08-09,490.260009765625
2024-08-12,485.5
2024-08-13,491.94000244140625
2024-08-14,498.70001220703125
2024-08-15,499.0199890136719
2024-08-16,504.260009765625
2024-08-19,504.67999267578125
2024-08-20,497.3399963378906
2024-08-21,496.4599914550781
2024-08-22,497.75
2024-08-23,509.4200134277344
2024-08-26,507.8699951171875
2024-08-27,507.260009765625
2024-08-28,503.3299865722656
2024-08-29,510.1000061035156
2024-08-30,510.25
2024-09-03,487.4599914550781
2024-09-04,490.6400146484375
2024-09-05,487.8800048828125
2024-09-06,479.6099853515625
2024-09-09,488.57000732421875
2024-09-10,467.1300048828125
2024-09-11,471.1700134277344
2024-09-12,474.05999755859375
2024-09-13,478.989990234375
2024-09-16,485.1600036621094
2024-09-17,485.3900146484375
2024-09-18,484.5799865722656
2024-09-19,503.8299865722656
2024-09-20,498.42999267578125
2024-09-23,497.4100036621094
2024-09-24,498.0199890136719
2024-09-25,491.1400146484375
2024-09-26,496.9200134277344
2024-09-27,498.510009765625
2024-09-30,495.1099853515625
2024-10-01,490.1700134277344
2024-10-02,491.989990234375
2024-10-03,486.1000061035156
2024-10-04,495.1600036621094
2024-10-07,494.6199951171875
2024-10-08,496.57000732421875
2024-10-09,505.17999267578125
2024-10-10,503.7200012207031
2024-10-11,516.2999877929688
2024-10-14,522.75
2024-10-15,522.3800048828125
2024-10-16,529.8599853515625
2024-10-17,529.0
2024-10-18,528.5
2024-10-21,517.7999877929688
2024-10-22,518.2999877929688
2024-10-23,517.2000122070312
2024-10-24,524.5
2024-10-25,512.5999755859375
2024-10-28,523.5800170898438
2024-10-29,524.280029296875
2024-10-30,524.4000244140625
2024-10-31,517.7899780273438
2024-11-01,519.3499755859375
2024-11-04,511.4700012207031
2024-11-05,526.9600219726562
2024-11-06,595.97998046875
2024-11-07,582.1699829101562
2024-11-08,589.260009765625
2024-11-11,602.3400268554688
2024-11-12,592.5900268554688
2024-11-13,594.219970703125
2024-11-14,588.6099853515625
2024-11-15,593.5399780273438
2024-11-18,587.989990234375
2024-11-19,581.3800048828125
2024-11-20,581.9299926757812
2024-11-21,596.1099853515625
