Date,DELL
2022-02-28,50.959999084472656
2022-03-01,49.880001068115234
2022-03-02,53.599998474121094
2022-03-03,52.59000015258789
2022-03-04,51.959999084472656
2022-03-07,49.33000183105469
2022-03-08,50.2400016784668
2022-03-09,51.97999954223633
2022-03-10,51.970001220703125
2022-03-11,52.0099983215332
2022-03-14,50.7400016784668
2022-03-15,52.08000183105469
2022-03-16,51.970001220703125
2022-03-17,50.5099983215332
2022-03-18,51.83000183105469
2022-03-21,52.31999969482422
2022-03-22,52.9900016784668
2022-03-23,52.599998474121094
2022-03-24,53.5099983215332
2022-03-25,54.790000915527344
2022-03-28,54.29999923706055
2022-03-29,55.029998779296875
2022-03-30,54.31999969482422
2022-03-31,50.189998626708984
2022-04-01,48.79999923706055
2022-04-04,49.380001068115234
2022-04-05,48.65999984741211
2022-04-06,47.119998931884766
2022-04-07,47.689998626708984
2022-04-08,47.38999938964844
2022-04-11,46.95000076293945
2022-04-12,47.099998474121094
2022-04-13,47.310001373291016
2022-04-14,46.939998626708984
2022-04-18,47.439998626708984
2022-04-19,47.9900016784668
2022-04-20,49.0
2022-04-21,48.209999084472656
2022-04-22,46.869998931884766
2022-04-25,47.27000045776367
2022-04-26,46.5099983215332
2022-04-27,46.54999923706055
2022-04-28,48.119998931884766
2022-04-29,47.0099983215332
2022-05-02,47.5
2022-05-03,47.849998474121094
2022-05-04,48.810001373291016
2022-05-05,47.2599983215332
2022-05-06,45.58000183105469
2022-05-09,45.189998626708984
2022-05-10,45.5
2022-05-11,44.40999984741211
2022-05-12,43.7400016784668
2022-05-13,45.09000015258789
2022-05-16,45.029998779296875
2022-05-17,46.61000061035156
2022-05-18,43.310001373291016
2022-05-19,41.099998474121094
2022-05-20,40.04999923706055
2022-05-23,41.220001220703125
2022-05-24,40.880001068115234
2022-05-25,43.29999923706055
2022-05-26,43.93000030517578
2022-05-27,49.58000183105469
2022-05-31,49.939998626708984
2022-06-01,50.66999816894531
2022-06-02,51.279998779296875
2022-06-03,51.02000045776367
2022-06-06,50.040000915527344
2022-06-07,51.150001525878906
2022-06-08,50.33000183105469
2022-06-09,50.349998474121094
2022-06-10,49.15999984741211
2022-06-13,47.25
2022-06-14,47.349998474121094
2022-06-15,47.90999984741211
2022-06-16,45.88999938964844
2022-06-17,47.59000015258789
2022-06-21,49.22999954223633
2022-06-22,48.61000061035156
2022-06-23,49.040000915527344
2022-06-24,50.25
2022-06-27,50.2400016784668
2022-06-28,48.939998626708984
2022-06-29,47.38999938964844
2022-06-30,46.209999084472656
2022-07-01,42.7400016784668
2022-07-05,43.13999938964844
2022-07-06,42.20000076293945
2022-07-07,42.939998626708984
2022-07-08,42.91999816894531
2022-07-11,42.47999954223633
2022-07-12,43.04999923706055
2022-07-13,43.13999938964844
2022-07-14,42.70000076293945
2022-07-15,43.459999084472656
2022-07-18,42.900001525878906
2022-07-19,44.040000915527344
2022-07-20,44.16999816894531
2022-07-21,44.650001525878906
2022-07-22,43.34000015258789
2022-07-25,43.849998474121094
2022-07-26,43.43000030517578
2022-07-27,44.290000915527344
2022-07-28,44.5
2022-07-29,45.060001373291016
2022-08-01,45.41999816894531
2022-08-02,44.2599983215332
2022-08-03,44.45000076293945
2022-08-04,44.20000076293945
2022-08-05,45.40999984741211
2022-08-08,45.45000076293945
2022-08-09,45.09000015258789
2022-08-10,47.22999954223633
2022-08-11,47.599998474121094
2022-08-12,48.220001220703125
2022-08-15,48.29999923706055
2022-08-16,48.59000015258789
2022-08-17,47.83000183105469
2022-08-18,48.939998626708984
2022-08-19,47.66999816894531
2022-08-22,46.84000015258789
2022-08-23,46.939998626708984
2022-08-24,46.619998931884766
2022-08-25,47.900001525878906
2022-08-26,41.43000030517578
2022-08-29,40.59000015258789
2022-08-30,39.689998626708984
2022-08-31,38.290000915527344
2022-09-01,37.650001525878906
2022-09-02,37.790000915527344
2022-09-06,37.290000915527344
2022-09-07,37.97999954223633
2022-09-08,38.5
2022-09-09,39.790000915527344
2022-09-12,40.29999923706055
2022-09-13,38.29999923706055
2022-09-14,38.130001068115234
2022-09-15,37.650001525878906
2022-09-16,37.959999084472656
2022-09-19,37.81999969482422
2022-09-20,36.95000076293945
2022-09-21,36.779998779296875
2022-09-22,36.279998779296875
2022-09-23,35.52000045776367
2022-09-26,34.70000076293945
2022-09-27,34.720001220703125
2022-09-28,35.290000915527344
2022-09-29,34.189998626708984
2022-09-30,34.16999816894531
2022-10-03,35.880001068115234
2022-10-04,37.459999084472656
2022-10-05,37.86000061035156
2022-10-06,37.47999954223633
2022-10-07,34.599998474121094
2022-10-10,34.47999954223633
2022-10-11,33.869998931884766
2022-10-12,33.77000045776367
2022-10-13,34.9900016784668
2022-10-14,34.2599983215332
2022-10-17,34.470001220703125
2022-10-18,34.560001373291016
2022-10-19,34.4900016784668
2022-10-20,34.86000061035156
