Date,USB
2022-02-28,56.540000915527344
2022-03-01,53.86000061035156
2022-03-02,56.22999954223633
2022-03-03,56.310001373291016
2022-03-04,55.25
2022-03-07,53.099998474121094
2022-03-08,53.25
2022-03-09,54.5099983215332
2022-03-10,52.9900016784668
2022-03-11,52.650001525878906
2022-03-14,53.95000076293945
2022-03-15,54.400001525878906
2022-03-16,56.279998779296875
2022-03-17,56.650001525878906
2022-03-18,56.529998779296875
2022-03-21,56.15999984741211
2022-03-22,57.02000045776367
2022-03-23,55.849998474121094
2022-03-24,56.04999923706055
2022-03-25,57.119998931884766
2022-03-28,56.709999084472656
2022-03-29,56.869998931884766
2022-03-30,55.18000030517578
2022-03-31,53.150001525878906
2022-04-01,52.900001525878906
2022-04-04,52.65999984741211
2022-04-05,53.0
2022-04-06,52.970001220703125
2022-04-07,52.58000183105469
2022-04-08,52.25
2022-04-11,51.720001220703125
2022-04-12,50.81999969482422
2022-04-13,50.61000061035156
2022-04-14,52.709999084472656
2022-04-18,52.7400016784668
2022-04-19,52.880001068115234
2022-04-20,53.04999923706055
2022-04-21,52.63999938964844
2022-04-22,50.83000183105469
2022-04-25,50.84000015258789
2022-04-26,50.029998779296875
2022-04-27,49.63999938964844
2022-04-28,50.040000915527344
2022-04-29,48.560001373291016
2022-05-02,48.849998474121094
2022-05-03,49.470001220703125
2022-05-04,50.529998779296875
2022-05-05,49.2400016784668
2022-05-06,49.290000915527344
2022-05-09,49.439998626708984
2022-05-10,49.36000061035156
2022-05-11,48.459999084472656
2022-05-12,48.59000015258789
2022-05-13,48.599998474121094
2022-05-16,48.27000045776367
2022-05-17,49.650001525878906
2022-05-18,49.099998474121094
2022-05-19,49.2400016784668
2022-05-20,49.209999084472656
2022-05-23,50.75
2022-05-24,51.040000915527344
2022-05-25,51.189998626708984
2022-05-26,52.13999938964844
2022-05-27,52.5
2022-05-31,53.06999969482422
2022-06-01,51.75
2022-06-02,52.18000030517578
2022-06-03,51.939998626708984
2022-06-06,52.25
2022-06-07,52.560001373291016
2022-06-08,51.84000015258789
2022-06-09,50.33000183105469
2022-06-10,48.720001220703125
2022-06-13,47.060001373291016
2022-06-14,45.720001220703125
2022-06-15,46.36000061035156
2022-06-16,45.40999984741211
2022-06-17,45.40999984741211
2022-06-21,46.33000183105469
2022-06-22,46.5
2022-06-23,45.720001220703125
2022-06-24,47.52000045776367
2022-06-27,47.25
2022-06-28,46.88999938964844
2022-06-29,46.119998931884766
2022-06-30,46.02000045776367
2022-07-01,46.59000015258789
2022-07-05,46.459999084472656
2022-07-06,46.5
2022-07-07,46.7599983215332
2022-07-08,46.529998779296875
2022-07-11,46.349998474121094
2022-07-12,46.20000076293945
2022-07-13,45.31999969482422
2022-07-14,44.25
2022-07-15,46.56999969482422
2022-07-18,46.68000030517578
2022-07-19,47.459999084472656
2022-07-20,47.04999923706055
2022-07-21,47.61000061035156
2022-07-22,47.709999084472656
2022-07-25,48.04999923706055
2022-07-26,47.41999816894531
2022-07-27,48.209999084472656
2022-07-28,46.119998931884766
2022-07-29,47.20000076293945
2022-08-01,47.5099983215332
2022-08-02,46.93000030517578
2022-08-03,47.65999984741211
2022-08-04,47.06999969482422
2022-08-05,47.38999938964844
2022-08-08,46.95000076293945
2022-08-09,47.18000030517578
2022-08-10,47.869998931884766
2022-08-11,48.439998626708984
2022-08-12,48.77000045776367
2022-08-15,49.08000183105469
2022-08-16,49.29999923706055
2022-08-17,49.029998779296875
2022-08-18,49.0099983215332
2022-08-19,48.61000061035156
2022-08-22,47.599998474121094
2022-08-23,47.40999984741211
2022-08-24,47.189998626708984
2022-08-25,47.7599983215332
2022-08-26,46.4900016784668
2022-08-29,46.099998474121094
2022-08-30,45.90999984741211
2022-08-31,45.61000061035156
2022-09-01,45.869998931884766
2022-09-02,45.54999923706055
2022-09-06,45.31999969482422
2022-09-07,45.90999984741211
2022-09-08,47.04999923706055
2022-09-09,47.58000183105469
2022-09-12,47.560001373291016
2022-09-13,45.18000030517578
2022-09-14,45.099998474121094
2022-09-15,45.869998931884766
2022-09-16,45.869998931884766
2022-09-19,46.150001525878906
2022-09-20,44.9900016784668
2022-09-21,43.93000030517578
2022-09-22,43.029998779296875
2022-09-23,42.119998931884766
2022-09-26,41.060001373291016
2022-09-27,40.959999084472656
2022-09-28,41.41999816894531
2022-09-29,40.72999954223633
2022-09-30,40.31999969482422
2022-10-03,41.56999969482422
2022-10-04,42.630001068115234
2022-10-05,42.20000076293945
2022-10-06,41.08000183105469
2022-10-07,40.20000076293945
2022-10-10,39.83000183105469
2022-10-11,38.790000915527344
2022-10-12,39.11000061035156
2022-10-13,41.369998931884766
2022-10-14,42.7599983215332
2022-10-17,42.63999938964844
2022-10-18,42.79999923706055
2022-10-19,41.2599983215332
2022-10-20,40.0099983215332
2022-10-21,40.5099983215332
2022-10-24,41.130001068115234
2022-10-25,42.0099983215332
2022-10-26,42.38999938964844
2022-10-27,42.08000183105469
2022-10-28,42.86000061035156
2022-10-31,42.45000076293945
2022-11-01,42.880001068115234
2022-11-02,41.75
2022-11-03,41.5
2022-11-04,42.83000183105469
2022-11-07,43.529998779296875
2022-11-08,44.16999816894531
2022-11-09,43.2400016784668
2022-11-10,44.869998931884766
2022-11-11,44.91999816894531
2022-11-14,43.849998474121094
2022-11-15,43.77000045776367
2022-11-16,42.93000030517578
2022-11-17,42.77000045776367
2022-11-18,43.380001068115234
2022-11-21,43.38999938964844
2022-11-22,43.90999984741211
2022-11-23,44.11000061035156
2022-11-25,44.2599983215332
2022-11-28,43.7400016784668
2022-11-29,44.59000015258789
2022-11-30,45.38999938964844
2022-12-01,45.349998474121094
2022-12-02,45.63999938964844
2022-12-05,43.90999984741211
2022-12-06,42.939998626708984
2022-12-07,43.560001373291016
2022-12-08,43.560001373291016
2022-12-09,43.11000061035156
2022-12-12,43.459999084472656
2022-12-13,44.25
2022-12-14,43.290000915527344
2022-12-15,42.84000015258789
2022-12-16,42.150001525878906
2022-12-19,41.95000076293945
2022-12-20,41.93000030517578
2022-12-21,42.709999084472656
2022-12-22,42.849998474121094
2022-12-23,43.20000076293945
2022-12-27,43.650001525878906
2022-12-28,43.349998474121094
2022-12-29,43.56999969482422
2022-12-30,43.61000061035156
2023-01-03,44.63999938964844
2023-01-04,46.029998779296875
2023-01-05,45.66999816894531
2023-01-06,46.310001373291016
2023-01-09,46.61000061035156
2023-01-10,46.65999984741211
2023-01-11,47.11000061035156
2023-01-12,47.59000015258789
2023-01-13,47.33000183105469
2023-01-17,47.439998626708984
2023-01-18,45.810001373291016
2023-01-19,45.630001068115234
2023-01-20,46.459999084472656
2023-01-23,47.66999816894531
2023-01-24,46.66999816894531
2023-01-25,49.150001525878906
2023-01-26,48.70000076293945
2023-01-27,48.86000061035156
2023-01-30,48.79999923706055
2023-01-31,49.79999923706055
2023-02-01,49.220001220703125
2023-02-02,49.150001525878906
2023-02-03,49.29999923706055
2023-02-06,48.95000076293945
2023-02-07,49.66999816894531
2023-02-08,49.06999969482422
2023-02-09,48.77000045776367
2023-02-10,48.70000076293945
2023-02-13,49.09000015258789
2023-02-14,49.130001068115234
2023-02-15,49.08000183105469
2023-02-16,48.54999923706055
2023-02-17,48.599998474121094
2023-02-21,47.689998626708984
2023-02-22,47.540000915527344
2023-02-23,47.720001220703125
2023-02-24,47.63999938964844
2023-02-27,47.58000183105469
2023-02-28,47.72999954223633
2023-03-01,47.310001373291016
2023-03-02,46.310001373291016
2023-03-03,47.11000061035156
2023-03-06,47.119998931884766
2023-03-07,45.599998474121094
2023-03-08,45.4900016784668
2023-03-09,42.29999923706055
2023-03-10,40.619998931884766
2023-03-13,36.540000915527344
2023-03-14,37.5099983215332
2023-03-15,35.439998626708984
2023-03-16,36.36000061035156
2023-03-17,32.95000076293945
2023-03-20,34.45000076293945
2023-03-21,37.52000045776367
2023-03-22,34.790000915527344
2023-03-23,35.060001373291016
2023-03-24,34.900001525878906
2023-03-27,34.869998931884766
2023-03-28,35.560001373291016
2023-03-29,36.220001220703125
2023-03-30,35.45000076293945
2023-03-31,36.04999923706055
2023-04-03,35.63999938964844
2023-04-04,35.060001373291016
2023-04-05,35.11000061035156
2023-04-06,35.75
2023-04-10,35.61000061035156
2023-04-11,35.529998779296875
2023-04-12,35.400001525878906
2023-04-13,35.380001068115234
2023-04-14,34.970001220703125
2023-04-17,35.59000015258789
2023-04-18,35.189998626708984
2023-04-19,36.0099983215332
2023-04-20,34.7599983215332
2023-04-21,33.52000045776367
2023-04-24,32.790000915527344
2023-04-25,31.770000457763672
2023-04-26,31.520000457763672
2023-04-27,32.56999969482422
2023-04-28,34.279998779296875
2023-05-01,32.939998626708984
2023-05-02,30.6299991607666
2023-05-03,29.799999237060547
2023-05-04,28.979999542236328
2023-05-05,30.739999771118164
