Date,DHI
2022-02-28,85.4000015258789
2022-03-01,85.83000183105469
2022-03-02,87.58000183105469
2022-03-03,86.51000213623047
2022-03-04,85.4000015258789
2022-03-07,80.08999633789062
2022-03-08,80.36000061035156
2022-03-09,82.6500015258789
2022-03-10,82.4000015258789
2022-03-11,80.95999908447266
2022-03-14,77.37999725341797
2022-03-15,80.41000366210938
2022-03-16,81.73999786376953
2022-03-17,83.19999694824219
2022-03-18,85.73999786376953
2022-03-21,82.91999816894531
2022-03-22,82.79000091552734
2022-03-23,78.54000091552734
2022-03-24,78.83000183105469
2022-03-25,77.76000213623047
2022-03-28,78.2699966430664
2022-03-29,80.80999755859375
2022-03-30,78.88999938964844
2022-03-31,74.51000213623047
2022-04-01,76.18000030517578
2022-04-04,76.66000366210938
2022-04-05,74.05000305175781
2022-04-06,71.12999725341797
2022-04-07,70.38999938964844
2022-04-08,70.83000183105469
2022-04-11,72.16999816894531
2022-04-12,71.66000366210938
2022-04-13,74.0999984741211
2022-04-14,72.51000213623047
2022-04-18,71.3499984741211
2022-04-19,74.12000274658203
2022-04-20,74.58999633789062
2022-04-21,73.26000213623047
2022-04-22,71.3499984741211
2022-04-25,74.19000244140625
2022-04-26,72.20999908447266
2022-04-27,70.08999633789062
2022-04-28,72.86000061035156
2022-04-29,69.58999633789062
2022-05-02,70.76000213623047
2022-05-03,71.72000122070312
2022-05-04,75.56999969482422
2022-05-05,71.1500015258789
2022-05-06,70.0199966430664
2022-05-09,69.93000030517578
2022-05-10,68.20999908447266
2022-05-11,64.86000061035156
2022-05-12,67.55999755859375
2022-05-13,68.52999877929688
2022-05-16,68.37000274658203
2022-05-17,70.45999908447266
2022-05-18,65.70999908447266
2022-05-19,66.5199966430664
2022-05-20,68.75
2022-05-23,67.44000244140625
2022-05-24,65.62999725341797
2022-05-25,69.0
2022-05-26,72.86000061035156
2022-05-27,74.77999877929688
2022-05-31,75.1500015258789
2022-06-01,75.06999969482422
2022-06-02,76.27999877929688
2022-06-03,76.0
2022-06-06,75.5999984741211
2022-06-07,75.48999786376953
2022-06-08,73.0
2022-06-09,73.44999694824219
2022-06-10,70.38999938964844
2022-06-13,66.5
2022-06-14,65.72000122070312
2022-06-15,65.44000244140625
2022-06-16,61.29999923706055
2022-06-17,60.560001373291016
2022-06-21,61.29999923706055
2022-06-22,64.08000183105469
2022-06-23,67.4000015258789
2022-06-24,67.69000244140625
2022-06-27,67.97000122070312
2022-06-28,65.87999725341797
2022-06-29,66.01000213623047
2022-06-30,66.19000244140625
2022-07-01,70.08999633789062
2022-07-05,72.5
2022-07-06,72.04000091552734
2022-07-07,72.79000091552734
2022-07-08,73.36000061035156
2022-07-11,73.2699966430664
2022-07-12,74.4000015258789
2022-07-13,73.76000213623047
2022-07-14,72.63999938964844
2022-07-15,73.45999908447266
2022-07-18,72.56999969482422
2022-07-19,74.27999877929688
2022-07-20,73.08000183105469
2022-07-21,75.83000183105469
2022-07-22,77.38999938964844
2022-07-25,75.36000061035156
2022-07-26,75.2300033569336
2022-07-27,77.8499984741211
2022-07-28,78.30999755859375
2022-07-29,78.02999877929688
2022-08-01,78.2300033569336
2022-08-02,74.16000366210938
2022-08-03,74.22000122070312
2022-08-04,76.69999694824219
2022-08-05,76.3499984741211
2022-08-08,77.26000213623047
2022-08-09,74.91999816894531
2022-08-10,78.41999816894531
2022-08-11,78.69999694824219
2022-08-12,79.72000122070312
2022-08-15,78.81999969482422
2022-08-16,78.61000061035156
2022-08-17,76.51000213623047
2022-08-18,76.83000183105469
2022-08-19,74.27999877929688
2022-08-22,72.69999694824219
2022-08-23,72.86000061035156
2022-08-24,74.68000030517578
2022-08-25,76.61000061035156
2022-08-26,72.80999755859375
2022-08-29,72.16999816894531
2022-08-30,71.93000030517578
2022-08-31,71.1500015258789
2022-09-01,71.33000183105469
2022-09-02,71.37999725341797
2022-09-06,69.98999786376953
2022-09-07,71.08999633789062
2022-09-08,72.06999969482422
2022-09-09,73.33000183105469
2022-09-12,74.05999755859375
2022-09-13,69.22000122070312
2022-09-14,69.0
2022-09-15,69.62000274658203
2022-09-16,71.12000274658203
2022-09-19,73.08999633789062
2022-09-20,71.93000030517578
2022-09-21,71.33999633789062
2022-09-22,70.94999694824219
2022-09-23,71.41999816894531
2022-09-26,68.23999786376953
2022-09-27,67.5199966430664
2022-09-28,71.33000183105469
2022-09-29,68.36000061035156
2022-09-30,67.3499984741211
2022-10-03,70.73999786376953
2022-10-04,73.79000091552734
2022-10-05,72.80999755859375
2022-10-06,73.80000305175781
2022-10-07,71.91000366210938
2022-10-10,72.20999908447266
2022-10-11,72.69999694824219
2022-10-12,71.25
2022-10-13,70.6500015258789
2022-10-14,68.6500015258789
2022-10-17,69.97000122070312
2022-10-18,72.36000061035156
2022-10-19,67.79000091552734
2022-10-20,67.13999938964844
2022-10-21,69.75
2022-10-24,71.16999816894531
2022-10-25,75.41000366210938
2022-10-26,75.30999755859375
2022-10-27,75.77999877929688
2022-10-28,77.9800033569336
2022-10-31,76.87999725341797
2022-11-01,77.37000274658203
2022-11-02,75.16999816894531
2022-11-03,73.62999725341797
2022-11-04,75.18000030517578
2022-11-07,75.12999725341797
2022-11-08,73.26000213623047
2022-11-09,75.44000244140625
2022-11-10,83.91999816894531
2022-11-11,84.91999816894531
2022-11-14,81.48999786376953
2022-11-15,84.16999816894531
2022-11-16,83.12000274658203
2022-11-17,81.58999633789062
2022-11-18,81.38999938964844
2022-11-21,80.62999725341797
2022-11-22,82.66000366210938
2022-11-23,84.5
2022-11-25,83.88999938964844
2022-11-28,83.30999755859375
2022-11-29,84.22000122070312
2022-11-30,86.0
2022-12-01,86.69999694824219
2022-12-02,86.33000183105469
2022-12-05,84.72000122070312
2022-12-06,83.91000366210938
2022-12-07,86.2699966430664
2022-12-08,85.93000030517578
2022-12-09,85.33999633789062
2022-12-12,86.19999694824219
