Date,OMC
2022-02-28,83.88999938964844
2022-03-01,81.62999725341797
2022-03-02,83.7300033569336
2022-03-03,83.20999908447266
2022-03-04,79.7300033569336
2022-03-07,75.0999984741211
2022-03-08,74.88999938964844
2022-03-09,76.88999938964844
2022-03-10,76.94000244140625
2022-03-11,76.25
2022-03-14,79.55000305175781
2022-03-15,80.7300033569336
2022-03-16,84.05999755859375
2022-03-17,84.73999786376953
2022-03-18,84.22000122070312
2022-03-21,83.79000091552734
2022-03-22,84.12999725341797
2022-03-23,82.55000305175781
2022-03-24,83.98999786376953
2022-03-25,85.68000030517578
2022-03-28,84.80999755859375
2022-03-29,86.77999877929688
2022-03-30,86.33999633789062
2022-03-31,84.87999725341797
2022-04-01,82.69999694824219
2022-04-04,82.04000091552734
2022-04-05,81.31999969482422
2022-04-06,79.94000244140625
2022-04-07,78.88999938964844
2022-04-08,77.91000366210938
2022-04-11,78.16999816894531
2022-04-12,77.91999816894531
2022-04-13,78.11000061035156
2022-04-14,78.69000244140625
2022-04-18,78.5999984741211
2022-04-19,80.81999969482422
2022-04-20,84.41999816894531
2022-04-21,81.41999816894531
2022-04-22,79.01000213623047
2022-04-25,79.0999984741211
2022-04-26,78.5
2022-04-27,78.52999877929688
2022-04-28,78.66999816894531
2022-04-29,76.12999725341797
2022-05-02,76.79000091552734
2022-05-03,78.20999908447266
2022-05-04,79.62000274658203
2022-05-05,77.87999725341797
2022-05-06,77.37999725341797
2022-05-09,77.37000274658203
2022-05-10,75.62999725341797
2022-05-11,74.7699966430664
2022-05-12,75.52999877929688
2022-05-13,77.01000213623047
2022-05-16,77.0
2022-05-17,79.63999938964844
2022-05-18,77.0
2022-05-19,74.9000015258789
2022-05-20,74.8499984741211
2022-05-23,75.86000061035156
2022-05-24,69.47000122070312
2022-05-25,72.08000183105469
2022-05-26,73.04000091552734
2022-05-27,75.0
2022-05-31,74.61000061035156
2022-06-01,72.91999816894531
2022-06-02,73.26000213623047
2022-06-03,71.62999725341797
2022-06-06,72.7300033569336
2022-06-07,72.54000091552734
2022-06-08,71.51000213623047
2022-06-09,69.8499984741211
2022-06-10,67.98999786376953
2022-06-13,66.01000213623047
2022-06-14,64.94999694824219
2022-06-15,65.43000030517578
2022-06-16,62.029998779296875
2022-06-17,63.099998474121094
2022-06-21,63.52000045776367
2022-06-22,63.150001525878906
2022-06-23,62.58000183105469
2022-06-24,64.5999984741211
2022-06-27,64.75
2022-06-28,63.65999984741211
2022-06-29,63.31999969482422
2022-06-30,63.61000061035156
2022-07-01,64.30999755859375
2022-07-05,63.97999954223633
2022-07-06,63.43000030517578
2022-07-07,63.84000015258789
2022-07-08,64.45999908447266
2022-07-11,64.1500015258789
2022-07-12,64.20999908447266
2022-07-13,64.16999816894531
2022-07-14,63.209999084472656
2022-07-15,64.98999786376953
2022-07-18,65.48999786376953
2022-07-19,67.41000366210938
2022-07-20,70.05999755859375
2022-07-21,69.2300033569336
2022-07-22,68.95999908447266
2022-07-25,69.4000015258789
2022-07-26,67.7699966430664
2022-07-27,69.02999877929688
2022-07-28,69.6500015258789
2022-07-29,69.83999633789062
2022-08-01,70.12000274658203
2022-08-02,69.16000366210938
2022-08-03,70.30999755859375
2022-08-04,70.30000305175781
2022-08-05,69.08000183105469
2022-08-08,70.2300033569336
2022-08-09,70.4000015258789
2022-08-10,71.83999633789062
2022-08-11,72.18000030517578
2022-08-12,72.55000305175781
2022-08-15,72.25
2022-08-16,73.68000030517578
2022-08-17,73.01000213623047
2022-08-18,73.22000122070312
2022-08-19,72.48999786376953
2022-08-22,69.76000213623047
2022-08-23,69.70999908447266
2022-08-24,69.58999633789062
2022-08-25,70.05000305175781
2022-08-26,68.44999694824219
2022-08-29,68.19000244140625
2022-08-30,67.98999786376953
2022-08-31,66.9000015258789
2022-09-01,66.63999938964844
2022-09-02,66.26000213623047
2022-09-06,65.94999694824219
2022-09-07,67.33000183105469
2022-09-08,67.88999938964844
2022-09-09,70.41000366210938
2022-09-12,71.52999877929688
2022-09-13,68.9000015258789
2022-09-14,68.12999725341797
2022-09-15,68.94999694824219
2022-09-16,66.98999786376953
2022-09-19,68.0
2022-09-20,65.41000366210938
2022-09-21,64.98999786376953
2022-09-22,64.12999725341797
2022-09-23,63.2400016784668
2022-09-26,61.91999816894531
2022-09-27,62.83000183105469
2022-09-28,64.51000213623047
2022-09-29,63.459999084472656
2022-09-30,63.09000015258789
2022-10-03,63.56999969482422
2022-10-04,66.87999725341797
2022-10-05,66.30999755859375
2022-10-06,65.80000305175781
2022-10-07,64.98999786376953
2022-10-10,64.80999755859375
2022-10-11,64.76000213623047
2022-10-12,65.69000244140625
2022-10-13,67.87000274658203
2022-10-14,66.66999816894531
2022-10-17,67.5199966430664
2022-10-18,69.27999877929688
2022-10-19,68.41000366210938
2022-10-20,67.97000122070312
2022-10-21,70.18000030517578
2022-10-24,71.33999633789062
2022-10-25,71.70999908447266
2022-10-26,71.38999938964844
2022-10-27,71.1500015258789
2022-10-28,72.58999633789062
2022-10-31,72.75
2022-11-01,73.0999984741211
2022-11-02,71.62999725341797
2022-11-03,71.13999938964844
2022-11-04,72.22000122070312
2022-11-07,72.86000061035156
2022-11-08,74.0999984741211
2022-11-09,73.36000061035156
2022-11-10,75.11000061035156
2022-11-11,77.51000213623047
2022-11-14,76.38999938964844
2022-11-15,77.0
2022-11-16,76.18000030517578
2022-11-17,76.2300033569336
2022-11-18,77.19999694824219
2022-11-21,76.56999969482422
2022-11-22,78.0999984741211
2022-11-23,78.19000244140625
2022-11-25,79.1500015258789
2022-11-28,78.1500015258789
2022-11-29,78.76000213623047
2022-11-30,79.76000213623047
2022-12-01,79.86000061035156
2022-12-02,78.6500015258789
2022-12-05,77.19999694824219
2022-12-06,76.12999725341797
2022-12-07,75.66999816894531
2022-12-08,75.61000061035156
2022-12-09,75.6500015258789
2022-12-12,78.29000091552734
2022-12-13,80.94000244140625
2022-12-14,80.88999938964844
2022-12-15,78.4000015258789
2022-12-16,77.12999725341797
2022-12-19,77.30999755859375
2022-12-20,77.80999755859375
2022-12-21,78.7699966430664
2022-12-22,78.77999877929688
2022-12-23,80.5
2022-12-27,81.37999725341797
2022-12-28,80.62999725341797
2022-12-29,81.58999633789062
2022-12-30,81.56999969482422
2023-01-03,82.52999877929688
2023-01-04,84.44000244140625
2023-01-05,85.12000274658203
2023-01-06,86.08000183105469
2023-01-09,85.69999694824219
2023-01-10,85.80000305175781
2023-01-11,84.9800033569336
2023-01-12,84.3499984741211
2023-01-13,84.05999755859375
2023-01-17,83.68000030517578
2023-01-18,82.58000183105469
2023-01-19,82.11000061035156
2023-01-20,83.77999877929688
2023-01-23,84.54000091552734
2023-01-24,86.13999938964844
2023-01-25,86.76000213623047
2023-01-26,86.02999877929688
2023-01-27,85.27999877929688
2023-01-30,84.83999633789062
2023-01-31,85.98999786376953
2023-02-01,87.62999725341797
2023-02-02,91.83000183105469
2023-02-03,91.70999908447266
2023-02-06,91.05000305175781
2023-02-07,90.91999816894531
2023-02-08,92.87999725341797
2023-02-09,93.25
2023-02-10,91.13999938964844
2023-02-13,92.9800033569336
2023-02-14,93.18000030517578
2023-02-15,93.2300033569336
2023-02-16,93.19999694824219
2023-02-17,93.72000122070312
2023-02-21,91.44000244140625
2023-02-22,91.8499984741211
2023-02-23,91.93000030517578
2023-02-24,91.5999984741211
2023-02-27,91.0199966430664
2023-02-28,90.56999969482422
2023-03-01,91.47000122070312
2023-03-02,91.81999969482422
2023-03-03,91.69999694824219
2023-03-06,91.80000305175781
2023-03-07,90.80000305175781
2023-03-08,90.05999755859375
2023-03-09,87.9800033569336
2023-03-10,87.45999908447266
2023-03-13,85.63999938964844
2023-03-14,87.37000274658203
2023-03-15,85.66999816894531
2023-03-16,87.30999755859375
2023-03-17,86.16999816894531
2023-03-20,88.66999816894531
2023-03-21,89.9000015258789
2023-03-22,87.63999938964844
2023-03-23,88.62999725341797
2023-03-24,87.62999725341797
2023-03-27,88.5199966430664
2023-03-28,88.7300033569336
2023-03-29,90.4800033569336
2023-03-30,92.73999786376953
2023-03-31,94.33999633789062
2023-04-03,95.19999694824219
2023-04-04,94.79000091552734
2023-04-05,93.6500015258789
2023-04-06,93.05000305175781
2023-04-10,93.20999908447266
2023-04-11,93.56999969482422
2023-04-12,93.58999633789062
2023-04-13,94.41000366210938
2023-04-14,95.01000213623047
2023-04-17,95.70999908447266
2023-04-18,96.13999938964844
2023-04-19,92.16000366210938
2023-04-20,92.26000213623047
2023-04-21,93.8499984741211
2023-04-24,93.77999877929688
2023-04-25,93.08999633789062
2023-04-26,90.54000091552734
2023-04-27,90.26000213623047
2023-04-28,90.56999969482422
2023-05-01,92.18000030517578
2023-05-02,91.04000091552734
2023-05-03,87.04000091552734
2023-05-04,87.72000122070312
2023-05-05,89.75
2023-05-08,91.9800033569336
2023-05-09,91.66999816894531
2023-05-10,91.13999938964844
2023-05-11,91.12999725341797
2023-05-12,92.83999633789062
2023-05-15,91.72000122070312
2023-05-16,91.87999725341797
2023-05-17,92.93000030517578
2023-05-18,94.22000122070312
2023-05-19,93.30000305175781
2023-05-22,92.80000305175781
2023-05-23,92.04000091552734
2023-05-24,90.88999938964844
2023-05-25,89.12000274658203
2023-05-26,89.94999694824219
2023-05-30,90.37000274658203
2023-05-31,88.19000244140625
2023-06-01,89.30000305175781
2023-06-02,91.31999969482422
2023-06-05,91.05000305175781
2023-06-06,92.80999755859375
2023-06-07,94.80000305175781
2023-06-08,94.45999908447266
2023-06-09,94.48999786376953
2023-06-12,95.30000305175781
2023-06-13,95.37000274658203
2023-06-14,94.62000274658203
2023-06-15,95.5999984741211
2023-06-16,95.1500015258789
2023-06-20,93.6500015258789
2023-06-21,94.5
2023-06-22,95.1500015258789
2023-06-23,93.18000030517578
2023-06-26,94.23999786376953
2023-06-27,96.75
2023-06-28,96.4800033569336
2023-06-29,94.12999725341797
2023-06-30,95.1500015258789
2023-07-03,95.55999755859375
2023-07-05,94.01000213623047
2023-07-06,92.1500015258789
2023-07-07,92.98999786376953
2023-07-10,93.12999725341797
2023-07-11,96.26000213623047
2023-07-12,95.19000244140625
2023-07-13,96.4000015258789
2023-07-14,96.29000091552734
2023-07-17,98.2300033569336
2023-07-18,97.91999816894531
2023-07-19,87.77999877929688
2023-07-20,88.16999816894531
2023-07-21,83.80999755859375
2023-07-24,83.08999633789062
2023-07-25,82.5999984741211
2023-07-26,82.91000366210938
2023-07-27,82.33999633789062
2023-07-28,82.55000305175781
2023-07-31,84.62000274658203
2023-08-01,82.8499984741211
2023-08-02,82.66999816894531
2023-08-03,81.91999816894531
2023-08-04,81.5999984741211
2023-08-07,81.51000213623047
2023-08-08,80.37000274658203
2023-08-09,80.31999969482422
2023-08-10,79.81999969482422
2023-08-11,79.91000366210938
2023-08-14,79.94999694824219
2023-08-15,80.05999755859375
2023-08-16,79.5199966430664
2023-08-17,78.63999938964844
2023-08-18,79.91000366210938
2023-08-21,79.33000183105469
2023-08-22,79.13999938964844
2023-08-23,80.08999633789062
2023-08-24,79.30000305175781
2023-08-25,79.86000061035156
2023-08-28,80.44000244140625
2023-08-29,80.70999908447266
2023-08-30,80.88999938964844
2023-08-31,81.01000213623047
2023-09-01,80.20999908447266
2023-09-05,79.66999816894531
2023-09-06,80.16999816894531
2023-09-07,79.56999969482422
2023-09-08,78.9000015258789
2023-09-11,79.43000030517578
2023-09-12,79.06999969482422
2023-09-13,77.7699966430664
2023-09-14,78.38999938964844
2023-09-15,77.41000366210938
2023-09-18,77.44000244140625
2023-09-19,76.7699966430664
2023-09-20,74.8499984741211
