Date,ANET
2023-01-05,109.48999786376953
2023-01-06,112.44999694824219
2023-01-09,114.87000274658203
2023-01-10,115.2300033569336
2023-01-11,116.33000183105469
2023-01-12,117.18000030517578
2023-01-13,115.0
2023-01-17,116.30000305175781
2023-01-18,115.0
2023-01-19,111.51000213623047
2023-01-20,115.12999725341797
2023-01-23,119.16000366210938
2023-01-24,121.7699966430664
2023-01-25,121.54000091552734
2023-01-26,123.98999786376953
2023-01-27,126.05999755859375
2023-01-30,123.83999633789062
2023-01-31,126.0199966430664
2023-02-01,130.52000427246094
2023-02-02,133.44000244140625
2023-02-03,131.9600067138672
2023-02-06,129.69000244140625
2023-02-07,134.91000366210938
2023-02-08,136.4600067138672
2023-02-09,136.52000427246094
2023-02-10,133.27000427246094
2023-02-13,136.0
2023-02-14,141.4600067138672
2023-02-15,141.52999877929688
2023-02-16,141.67999267578125
2023-02-17,138.22999572753906
2023-02-21,134.52999877929688
2023-02-22,135.2100067138672
2023-02-23,136.83999633789062
2023-02-24,135.52999877929688
2023-02-27,138.0
2023-02-28,138.6999969482422
2023-03-01,138.55999755859375
2023-03-02,136.5800018310547
2023-03-03,140.67999267578125
2023-03-06,142.5800018310547
2023-03-07,142.8699951171875
2023-03-08,148.39999389648438
2023-03-09,148.64999389648438
2023-03-10,146.4600067138672
2023-03-13,146.8699951171875
2023-03-14,153.14999389648438
2023-03-15,153.8000030517578
2023-03-16,162.67999267578125
2023-03-17,163.25999450683594
2023-03-20,164.1999969482422
2023-03-21,168.0800018310547
2023-03-22,166.05999755859375
2023-03-23,169.38999938964844
2023-03-24,168.94000244140625
2023-03-27,167.9600067138672
2023-03-28,163.0
2023-03-29,162.5
2023-03-30,162.49000549316406
2023-03-31,167.86000061035156
2023-04-03,167.74000549316406
2023-04-04,166.74000549316406
2023-04-05,162.86000061035156
2023-04-06,159.85000610351562
2023-04-10,163.1300048828125
2023-04-11,159.61000061035156
2023-04-12,161.41000366210938
2023-04-13,164.7899932861328
2023-04-14,163.60000610351562
2023-04-17,163.4199981689453
2023-04-18,162.69000244140625
2023-04-19,158.08999633789062
2023-04-20,155.38999938964844
2023-04-21,155.8699951171875
2023-04-24,156.55999755859375
2023-04-25,153.5800018310547
2023-04-26,155.9600067138672
2023-04-27,156.75999450683594
2023-04-28,160.16000366210938
2023-05-01,160.16000366210938
2023-05-02,134.97999572753906
2023-05-03,132.72999572753906
2023-05-04,135.33999633789062
2023-05-05,137.97999572753906
2023-05-08,138.07000732421875
2023-05-09,138.52000427246094
2023-05-10,141.24000549316406
2023-05-11,139.00999450683594
2023-05-12,138.6300048828125
2023-05-15,137.97999572753906
2023-05-16,136.13999938964844
2023-05-17,135.8300018310547
2023-05-18,141.4600067138672
2023-05-19,143.91000366210938
2023-05-22,145.3699951171875
2023-05-23,140.47000122070312
2023-05-24,141.22000122070312
2023-05-25,156.1999969482422
2023-05-26,170.35000610351562
2023-05-30,174.4199981689453
2023-05-31,166.33999633789062
2023-06-01,166.67999267578125
2023-06-02,162.5
2023-06-05,162.6300048828125
2023-06-06,159.67999267578125
2023-06-07,155.58999633789062
2023-06-08,162.32000732421875
2023-06-09,162.52000427246094
2023-06-12,170.0
2023-06-13,168.60000610351562
2023-06-14,169.0800018310547
2023-06-15,163.47000122070312
2023-06-16,157.7899932861328
2023-06-20,154.5
2023-06-21,151.50999450683594
2023-06-22,153.24000549316406
2023-06-23,148.82000732421875
2023-06-26,150.82000732421875
2023-06-27,156.1300048828125
2023-06-28,155.86000061035156
2023-06-29,159.2899932861328
2023-06-30,162.05999755859375
2023-07-03,159.89999389648438
2023-07-05,159.67999267578125
2023-07-06,158.89999389648438
2023-07-07,158.0
2023-07-10,159.5500030517578
2023-07-11,160.1699981689453
2023-07-12,164.0399932861328
2023-07-13,168.61000061035156
2023-07-14,165.5800018310547
2023-07-17,170.4199981689453
2023-07-18,173.50999450683594
2023-07-19,176.25999450683594
2023-07-20,171.41000366210938
2023-07-21,171.63999938964844
2023-07-24,171.72000122070312
2023-07-25,174.08999633789062
2023-07-26,164.4499969482422
2023-07-27,160.99000549316406
2023-07-28,151.08999633789062
2023-07-31,155.08999633789062
2023-08-01,185.61000061035156
2023-08-02,177.27999877929688
2023-08-03,177.75999450683594
2023-08-04,179.60000610351562
2023-08-07,179.27000427246094
2023-08-08,180.4499969482422
2023-08-09,177.4600067138672
2023-08-10,176.3000030517578
2023-08-11,174.94000244140625
2023-08-14,178.1199951171875
2023-08-15,179.64999389648438
2023-08-16,181.3699951171875
2023-08-17,182.75999450683594
2023-08-18,180.5399932861328
2023-08-21,184.6699981689453
2023-08-22,187.52000427246094
2023-08-23,189.8300018310547
2023-08-24,179.19000244140625
2023-08-25,180.89999389648438
2023-08-28,181.9600067138672
2023-08-29,185.4499969482422
2023-08-30,187.10000610351562
2023-08-31,195.22999572753906
2023-09-01,197.36000061035156
2023-09-05,197.4600067138672
2023-09-06,197.5399932861328
2023-09-07,195.5399932861328
2023-09-08,196.47000122070312
2023-09-11,193.19000244140625
2023-09-12,189.02999877929688
2023-09-13,188.08999633789062
2023-09-14,187.55999755859375
2023-09-15,184.72000122070312
2023-09-18,186.02000427246094
2023-09-19,184.8300018310547
2023-09-20,182.75
2023-09-21,177.86000061035156
2023-09-22,180.33999633789062
2023-09-25,181.17999267578125
2023-09-26,177.9199981689453
2023-09-27,181.60000610351562
2023-09-28,184.42999267578125
2023-09-29,183.92999267578125
2023-10-02,187.80999755859375
2023-10-03,184.88999938964844
2023-10-04,186.02999877929688
2023-10-05,188.02999877929688
2023-10-06,194.02000427246094
2023-10-09,196.39999389648438
2023-10-10,194.72999572753906
2023-10-11,191.86000061035156
2023-10-12,193.00999450683594
2023-10-13,189.85000610351562
2023-10-16,196.83999633789062
2023-10-17,195.41000366210938
2023-10-18,194.1999969482422
2023-10-19,191.47999572753906
2023-10-20,186.11000061035156
2023-10-23,186.52000427246094
2023-10-24,190.49000549316406
2023-10-25,186.08999633789062
2023-10-26,169.82000732421875
2023-10-27,176.19000244140625
2023-10-30,175.72000122070312
2023-10-31,200.3699951171875
2023-11-01,210.83999633789062
2023-11-02,211.67999267578125
2023-11-03,212.49000549316406
2023-11-06,212.80999755859375
2023-11-07,212.60000610351562
2023-11-08,209.60000610351562
2023-11-09,211.63999938964844
2023-11-10,206.83999633789062
2023-11-13,210.27999877929688
2023-11-14,215.1999969482422
2023-11-15,213.74000549316406
2023-11-16,213.3000030517578
2023-11-17,214.6300048828125
2023-11-20,215.33999633789062
2023-11-21,215.32000732421875
2023-11-22,217.69000244140625
2023-11-24,218.38999938964844
2023-11-27,218.6699981689453
2023-11-28,217.25
2023-11-29,219.3000030517578
2023-11-30,219.7100067138672
2023-12-01,216.63999938964844
2023-12-04,215.10000610351562
2023-12-05,215.7100067138672
2023-12-06,213.39999389648438
2023-12-07,215.2899932861328
2023-12-08,224.02999877929688
2023-12-11,226.57000732421875
2023-12-12,229.86000061035156
2023-12-13,229.5500030517578
2023-12-14,231.02999877929688
2023-12-15,235.60000610351562
2023-12-18,238.80999755859375
2023-12-19,236.6999969482422
2023-12-20,233.16000366210938
2023-12-21,235.33999633789062
2023-12-22,238.25999450683594
2023-12-26,237.52999877929688
2023-12-27,237.72999572753906
2023-12-28,236.97000122070312
2023-12-29,235.50999450683594
2024-01-02,231.55999755859375
2024-01-03,229.39999389648438
2024-01-04,230.55999755859375
2024-01-05,230.9199981689453
2024-01-08,245.85000610351562
2024-01-09,245.1999969482422
2024-01-10,249.22999572753906
2024-01-11,251.74000549316406
2024-01-12,252.02999877929688
2024-01-16,253.25999450683594
2024-01-17,248.99000549316406
2024-01-18,257.55999755859375
2024-01-19,263.510009765625
2024-01-22,266.6000061035156
2024-01-23,262.0400085449219
2024-01-24,262.4700012207031
2024-01-25,264.4200134277344
2024-01-26,264.3999938964844
2024-01-29,269.5799865722656
2024-01-30,271.9599914550781
2024-01-31,258.67999267578125
2024-02-01,262.9800109863281
2024-02-02,273.1000061035156
2024-02-05,272.9700012207031
2024-02-06,264.8900146484375
2024-02-07,267.04998779296875
2024-02-08,275.8900146484375
2024-02-09,282.45001220703125
2024-02-12,280.8800048828125
2024-02-13,265.510009765625
2024-02-14,265.6700134277344
2024-02-15,266.5
2024-02-16,261.75
2024-02-20,259.6099853515625
2024-02-21,254.49000549316406
2024-02-22,268.760009765625
2024-02-23,267.6600036621094
2024-02-26,273.739990234375
2024-02-27,271.9100036621094
2024-02-28,273.1700134277344
2024-02-29,277.5400085449219
2024-03-01,287.739990234375
2024-03-04,287.94000244140625
2024-03-05,280.4700012207031
2024-03-06,284.5
2024-03-07,286.4800109863281
2024-03-08,273.1099853515625
2024-03-11,271.0199890136719
2024-03-12,281.8599853515625
2024-03-13,280.7099914550781
2024-03-14,284.0199890136719
2024-03-15,277.7300109863281
2024-03-18,289.32000732421875
2024-03-19,286.9200134277344
2024-03-20,296.5799865722656
2024-03-21,304.6000061035156
2024-03-22,306.4200134277344
2024-03-25,305.5
2024-03-26,297.8299865722656
2024-03-27,288.4100036621094
2024-03-28,289.9800109863281
2024-04-01,299.75
2024-04-02,290.8500061035156
2024-04-03,298.7900085449219
2024-04-04,288.7699890136719
2024-04-05,297.6000061035156
2024-04-08,297.3800048828125
2024-04-09,294.75
2024-04-10,288.2200012207031
2024-04-11,296.5799865722656
2024-04-12,271.2200012207031
2024-04-15,263.20001220703125
2024-04-16,262.760009765625
2024-04-17,259.2699890136719
2024-04-18,257.19000244140625
2024-04-19,246.08999633789062
2024-04-22,245.47000122070312
2024-04-23,251.17999267578125
2024-04-24,254.77000427246094
2024-04-25,264.760009765625
2024-04-26,264.70001220703125
2024-04-29,263.6700134277344
2024-04-30,256.55999755859375
2024-05-01,255.2100067138672
2024-05-02,261.8599853515625
2024-05-03,274.3999938964844
2024-05-06,278.82000732421875
2024-05-07,273.989990234375
2024-05-08,291.6700134277344
2024-05-09,296.07000732421875
2024-05-10,314.0299987792969
2024-05-13,309.8699951171875
2024-05-14,313.6600036621094
2024-05-15,326.0299987792969
2024-05-16,320.0899963378906
2024-05-17,319.8900146484375
2024-05-20,319.3900146484375
2024-05-21,316.989990234375
2024-05-22,316.5
2024-05-23,301.4200134277344
2024-05-24,306.54998779296875
2024-05-28,307.489990234375
2024-05-29,308.30999755859375
2024-05-30,303.6600036621094
2024-05-31,297.6499938964844
2024-06-03,296.3900146484375
2024-06-04,293.17999267578125
2024-06-05,297.55999755859375
2024-06-06,296.57000732421875
2024-06-07,296.7900085449219
2024-06-10,297.5799865722656
2024-06-11,304.7699890136719
2024-06-12,311.3299865722656
2024-06-13,331.6700134277344
2024-06-14,328.5
2024-06-17,340.0799865722656
2024-06-18,340.3399963378906
2024-06-20,340.19000244140625
2024-06-21,337.3599853515625
2024-06-24,329.2099914550781
2024-06-25,334.5299987792969
2024-06-26,334.70001220703125
2024-06-27,347.92999267578125
2024-06-28,350.4800109863281
2024-07-01,356.70001220703125
2024-07-02,357.010009765625
2024-07-03,365.4200134277344
2024-07-05,366.1400146484375
2024-07-08,371.07000732421875
2024-07-09,365.75
2024-07-10,363.75
2024-07-11,359.5899963378906
2024-07-12,361.8999938964844
2024-07-15,360.4200134277344
2024-07-16,358.2300109863281
2024-07-17,336.67999267578125
2024-07-18,332.6300048828125
2024-07-19,330.55999755859375
2024-07-22,342.239990234375
2024-07-23,346.6499938964844
2024-07-24,325.8699951171875
2024-07-25,314.1199951171875
2024-07-26,319.2099914550781
2024-07-29,320.54998779296875
2024-07-30,311.4200134277344
2024-07-31,346.54998779296875
2024-08-01,338.6400146484375
2024-08-02,319.3399963378906
2024-08-05,314.92999267578125
2024-08-06,323.5400085449219
2024-08-07,317.3299865722656
2024-08-08,334.5
2024-08-09,335.80999755859375
2024-08-12,338.3299865722656
2024-08-13,346.19000244140625
2024-08-14,348.6499938964844
2024-08-15,356.6000061035156
2024-08-16,353.8900146484375
2024-08-19,352.05999755859375
2024-08-20,353.7900085449219
2024-08-21,355.8900146484375
2024-08-22,352.1700134277344
2024-08-23,355.1300048828125
2024-08-26,344.69000244140625
2024-08-27,345.6199951171875
2024-08-28,341.1600036621094
2024-08-29,346.5899963378906
2024-08-30,353.3800048828125
2024-09-03,326.7200012207031
2024-09-04,326.04998779296875
2024-09-05,328.44000244140625
2024-09-06,314.30999755859375
2024-09-09,324.7699890136719
2024-09-10,326.75
2024-09-11,342.92999267578125
2024-09-12,355.3599853515625
2024-09-13,359.760009765625
2024-09-16,359.1600036621094
2024-09-17,360.95001220703125
2024-09-18,361.7099914550781
2024-09-19,379.32000732421875
2024-09-20,384.4599914550781
2024-09-23,385.57000732421875
2024-09-24,385.07000732421875
2024-09-25,388.2099914550781
2024-09-26,386.29998779296875
2024-09-27,380.260009765625
2024-09-30,383.82000732421875
2024-10-01,381.8500061035156
2024-10-02,389.6199951171875
2024-10-03,390.1099853515625
2024-10-04,395.9700012207031
2024-10-07,392.5400085449219
2024-10-08,400.2200012207031
2024-10-09,406.92999267578125
2024-10-10,409.760009765625
2024-10-11,416.92999267578125
2024-10-14,413.4700012207031
2024-10-15,392.30999755859375
2024-10-16,406.0799865722656
2024-10-17,407.3900146484375
2024-10-18,402.0
2024-10-21,406.010009765625
2024-10-22,396.55999755859375
2024-10-23,394.0400085449219
2024-10-24,395.70001220703125
2024-10-25,394.0899963378906
2024-10-28,392.3800048828125
2024-10-29,401.57000732421875
2024-10-30,396.0
2024-10-31,386.44000244140625
2024-11-01,394.1700134277344
2024-11-04,394.8800048828125
2024-11-05,405.1199951171875
2024-11-06,423.1199951171875
2024-11-07,431.0199890136719
2024-11-08,400.45001220703125
2024-11-11,397.30999755859375
2024-11-12,395.54998779296875
2024-11-13,395.1600036621094
2024-11-14,385.95001220703125
2024-11-15,374.3900146484375
2024-11-18,370.4700012207031
2024-11-19,377.70001220703125
2024-11-20,381.7099914550781
2024-11-21,404.9700012207031
