Date,SJM
2022-02-28,134.75
2022-03-01,126.31999969482422
2022-03-02,130.6999969482422
2022-03-03,133.4199981689453
2022-03-04,133.77999877929688
2022-03-07,135.82000732421875
2022-03-08,131.88999938964844
2022-03-09,129.33999633789062
2022-03-10,128.64999389648438
2022-03-11,128.83999633789062
2022-03-14,128.92999267578125
2022-03-15,129.3000030517578
2022-03-16,129.33999633789062
2022-03-17,129.5800018310547
2022-03-18,128.07000732421875
2022-03-21,130.1699981689453
2022-03-22,130.3000030517578
2022-03-23,130.17999267578125
2022-03-24,131.38999938964844
2022-03-25,133.69000244140625
2022-03-28,133.94000244140625
2022-03-29,135.42999267578125
2022-03-30,134.8800048828125
2022-03-31,135.41000366210938
2022-04-01,137.50999450683594
2022-04-04,134.63999938964844
2022-04-05,137.77000427246094
2022-04-06,137.22000122070312
2022-04-07,137.33999633789062
2022-04-08,138.8000030517578
2022-04-11,139.42999267578125
2022-04-12,139.41000366210938
2022-04-13,139.0800018310547
2022-04-14,139.69000244140625
2022-04-18,138.88999938964844
2022-04-19,142.32000732421875
2022-04-20,143.63999938964844
2022-04-21,143.66000366210938
2022-04-22,142.24000549316406
2022-04-25,142.2100067138672
2022-04-26,139.61000061035156
2022-04-27,139.6300048828125
2022-04-28,141.02999877929688
2022-04-29,136.92999267578125
2022-05-02,134.92999267578125
2022-05-03,136.49000549316406
2022-05-04,139.0500030517578
2022-05-05,137.60000610351562
2022-05-06,140.83999633789062
2022-05-09,145.00999450683594
2022-05-10,142.5
2022-05-11,144.42999267578125
2022-05-12,144.7100067138672
2022-05-13,144.22999572753906
2022-05-16,144.27999877929688
2022-05-17,143.41000366210938
2022-05-18,128.36000061035156
2022-05-19,126.36000061035156
2022-05-20,125.30999755859375
2022-05-23,122.72000122070312
2022-05-24,125.38999938964844
2022-05-25,127.2300033569336
2022-05-26,125.6500015258789
2022-05-27,125.55000305175781
2022-05-31,125.37000274658203
2022-06-01,124.55000305175781
2022-06-02,123.04000091552734
2022-06-03,122.7699966430664
2022-06-06,123.26000213623047
2022-06-07,130.30999755859375
2022-06-08,127.44000244140625
2022-06-09,127.25
2022-06-10,128.41000366210938
2022-06-13,127.30000305175781
2022-06-14,125.36000061035156
2022-06-15,125.16999816894531
2022-06-16,123.41999816894531
2022-06-17,122.22000122070312
2022-06-21,124.38999938964844
2022-06-22,123.80000305175781
2022-06-23,125.94000244140625
2022-06-24,128.8800048828125
2022-06-27,128.55999755859375
2022-06-28,127.20999908447266
2022-06-29,130.6999969482422
2022-06-30,128.00999450683594
2022-07-01,131.19000244140625
2022-07-05,131.47999572753906
2022-07-06,132.08999633789062
2022-07-07,132.89999389648438
2022-07-08,131.9499969482422
2022-07-11,133.0399932861328
2022-07-12,133.11000061035156
2022-07-13,134.63999938964844
2022-07-14,132.7899932861328
2022-07-15,131.7899932861328
2022-07-18,130.57000732421875
2022-07-19,131.17999267578125
2022-07-20,129.42999267578125
2022-07-21,128.74000549316406
2022-07-22,130.19000244140625
2022-07-25,130.5
2022-07-26,130.5500030517578
2022-07-27,129.42999267578125
2022-07-28,131.0
2022-07-29,132.32000732421875
2022-08-01,134.0500030517578
2022-08-02,133.9600067138672
2022-08-03,134.22000122070312
2022-08-04,133.11000061035156
2022-08-05,133.0800018310547
2022-08-08,133.16000366210938
2022-08-09,134.22999572753906
2022-08-10,134.0800018310547
2022-08-11,132.66000366210938
2022-08-12,133.7899932861328
2022-08-15,135.88999938964844
2022-08-16,137.52999877929688
2022-08-17,139.3800048828125
2022-08-18,139.32000732421875
2022-08-19,139.77000427246094
2022-08-22,137.75
2022-08-23,142.35000610351562
2022-08-24,144.1300048828125
2022-08-25,143.63999938964844
2022-08-26,141.58999633789062
2022-08-29,142.0
2022-08-30,140.80999755859375
2022-08-31,139.99000549316406
2022-09-01,141.99000549316406
2022-09-02,140.0
2022-09-06,138.6300048828125
2022-09-07,140.9199981689453
2022-09-08,138.63999938964844
2022-09-09,139.44000244140625
2022-09-12,141.39999389648438
2022-09-13,139.33999633789062
2022-09-14,139.0399932861328
2022-09-15,139.14999389648438
2022-09-16,138.8800048828125
2022-09-19,139.9600067138672
2022-09-20,139.1999969482422
2022-09-21,140.50999450683594
2022-09-22,142.02999877929688
2022-09-23,140.64999389648438
2022-09-26,139.52000427246094
2022-09-27,136.58999633789062
2022-09-28,139.17999267578125
2022-09-29,139.0
2022-09-30,137.41000366210938
2022-10-03,139.55999755859375
2022-10-04,142.11000061035156
2022-10-05,141.25999450683594
2022-10-06,138.0800018310547
2022-10-07,137.58999633789062
2022-10-10,141.35000610351562
2022-10-11,141.4600067138672
2022-10-12,140.94000244140625
2022-10-13,142.33999633789062
2022-10-14,141.02999877929688
2022-10-17,139.97000122070312
2022-10-18,142.25
2022-10-19,143.0399932861328
2022-10-20,141.0500030517578
2022-10-21,142.80999755859375
2022-10-24,145.0800018310547
2022-10-25,146.0
2022-10-26,147.55999755859375
2022-10-27,148.69000244140625
2022-10-28,150.72999572753906
2022-10-31,150.66000366210938
2022-11-01,149.30999755859375
2022-11-02,149.25999450683594
2022-11-03,148.77999877929688
2022-11-04,149.3800048828125
2022-11-07,149.27000427246094
2022-11-08,149.7899932861328
2022-11-09,147.6300048828125
2022-11-10,145.8699951171875
2022-11-11,142.61000061035156
2022-11-14,141.64999389648438
2022-11-15,140.47999572753906
2022-11-16,143.6300048828125
2022-11-17,144.5399932861328
2022-11-18,146.13999938964844
2022-11-21,148.11000061035156
2022-11-22,149.22999572753906
2022-11-23,149.47000122070312
2022-11-25,151.25999450683594
2022-11-28,151.57000732421875
2022-11-29,151.52000427246094
2022-11-30,154.00999450683594
2022-12-01,153.94000244140625
2022-12-02,154.4499969482422
2022-12-05,154.02000427246094
2022-12-06,153.5500030517578
2022-12-07,155.67999267578125
2022-12-08,155.49000549316406
2022-12-09,154.67999267578125
2022-12-12,155.97999572753906
2022-12-13,154.36000061035156
2022-12-14,154.1699981689453
2022-12-15,153.86000061035156
2022-12-16,155.3300018310547
2022-12-19,155.82000732421875
2022-12-20,155.30999755859375
2022-12-21,157.94000244140625
2022-12-22,158.5500030517578
2022-12-23,159.44000244140625
2022-12-27,159.8800048828125
2022-12-28,158.38999938964844
2022-12-29,158.55999755859375
2022-12-30,158.4600067138672
2023-01-03,158.99000549316406
2023-01-04,158.19000244140625
2023-01-05,159.38999938964844
2023-01-06,162.58999633789062
2023-01-09,160.3300018310547
2023-01-10,159.02000427246094
2023-01-11,157.8800048828125
2023-01-12,155.35000610351562
2023-01-13,154.42999267578125
2023-01-17,155.47000122070312
2023-01-18,150.17999267578125
2023-01-19,150.05999755859375
2023-01-20,148.92999267578125
2023-01-23,147.6999969482422
2023-01-24,149.60000610351562
2023-01-25,150.1300048828125
2023-01-26,150.0800018310547
2023-01-27,150.02000427246094
2023-01-30,151.60000610351562
2023-01-31,152.8000030517578
2023-02-01,152.0800018310547
2023-02-02,149.85000610351562
2023-02-03,149.97000122070312
2023-02-06,151.6300048828125
2023-02-07,150.0
2023-02-08,148.88999938964844
2023-02-09,146.0800018310547
2023-02-10,148.92999267578125
2023-02-13,149.4499969482422
2023-02-14,147.0399932861328
2023-02-15,146.7100067138672
2023-02-16,147.22000122070312
2023-02-17,149.94000244140625
2023-02-21,150.0
2023-02-22,149.24000549316406
2023-02-23,149.24000549316406
2023-02-24,148.60000610351562
2023-02-27,148.05999755859375
2023-02-28,147.88999938964844
2023-03-01,145.25
2023-03-02,148.58999633789062
2023-03-03,150.8000030517578
2023-03-06,150.4600067138672
2023-03-07,149.8699951171875
2023-03-08,150.49000549316406
2023-03-09,148.3800048828125
2023-03-10,147.8800048828125
2023-03-13,149.91000366210938
2023-03-14,151.55999755859375
2023-03-15,153.5500030517578
2023-03-16,153.80999755859375
2023-03-17,151.8800048828125
2023-03-20,154.4600067138672
2023-03-21,154.11000061035156
2023-03-22,151.97000122070312
2023-03-23,151.08999633789062
2023-03-24,154.69000244140625
2023-03-27,156.2899932861328
2023-03-28,156.4600067138672
2023-03-29,157.57000732421875
2023-03-30,157.5399932861328
2023-03-31,157.3699951171875
2023-04-03,157.63999938964844
2023-04-04,155.74000549316406
2023-04-05,157.2899932861328
2023-04-06,156.50999450683594
2023-04-10,155.75999450683594
2023-04-11,155.64999389648438
2023-04-12,154.30999755859375
2023-04-13,153.7899932861328
2023-04-14,152.3800048828125
2023-04-17,153.3800048828125
2023-04-18,152.60000610351562
2023-04-19,152.1699981689453
2023-04-20,151.80999755859375
2023-04-21,151.24000549316406
2023-04-24,151.6699981689453
2023-04-25,154.33999633789062
2023-04-26,152.94000244140625
2023-04-27,153.83999633789062
2023-04-28,154.41000366210938
2023-05-01,157.0399932861328
2023-05-02,158.7100067138672
2023-05-03,157.08999633789062
2023-05-04,157.4199981689453
2023-05-05,158.1999969482422
2023-05-08,157.11000061035156
2023-05-09,157.25999450683594
2023-05-10,158.3800048828125
2023-05-11,157.38999938964844
2023-05-12,158.14999389648438
2023-05-15,155.50999450683594
2023-05-16,154.91000366210938
2023-05-17,154.7100067138672
2023-05-18,151.8800048828125
2023-05-19,151.88999938964844
2023-05-22,149.6699981689453
2023-05-23,149.39999389648438
2023-05-24,148.5399932861328
2023-05-25,147.1199951171875
2023-05-26,146.55999755859375
2023-05-30,145.30999755859375
2023-05-31,146.58999633789062
2023-06-01,144.89999389648438
2023-06-02,148.97999572753906
2023-06-05,148.9600067138672
2023-06-06,146.22999572753906
2023-06-07,148.42999267578125
2023-06-08,151.00999450683594
2023-06-09,153.57000732421875
2023-06-12,151.0800018310547
2023-06-13,151.22999572753906
2023-06-14,152.4600067138672
2023-06-15,152.8800048828125
2023-06-16,153.10000610351562
2023-06-20,151.33999633789062
