Date,SJM
2023-06-21,152.49000549316406
2023-06-22,152.02000427246094
2023-06-23,150.32000732421875
2023-06-26,151.74000549316406
2023-06-27,150.77999877929688
2023-06-28,145.14999389648438
2023-06-29,146.3699951171875
2023-06-30,147.6699981689453
2023-07-03,150.38999938964844
2023-07-05,149.38999938964844
2023-07-06,148.5
2023-07-07,147.7100067138672
2023-07-10,146.3699951171875
2023-07-11,147.8000030517578
2023-07-12,147.22000122070312
2023-07-13,147.61000061035156
2023-07-14,148.0500030517578
2023-07-17,148.47999572753906
2023-07-18,147.72000122070312
2023-07-19,149.69000244140625
2023-07-20,152.47999572753906
2023-07-21,152.11000061035156
2023-07-24,153.1300048828125
2023-07-25,152.97999572753906
2023-07-26,152.22999572753906
2023-07-27,150.3800048828125
2023-07-28,150.99000549316406
2023-07-31,150.64999389648438
2023-08-01,149.6699981689453
2023-08-02,151.75
2023-08-03,150.0500030517578
2023-08-04,149.14999389648438
2023-08-07,149.1300048828125
2023-08-08,146.49000549316406
2023-08-09,148.14999389648438
2023-08-10,147.32000732421875
2023-08-11,147.9600067138672
2023-08-14,146.60000610351562
2023-08-15,144.61000061035156
2023-08-16,143.64999389648438
2023-08-17,140.8800048828125
2023-08-18,142.0500030517578
2023-08-21,139.72999572753906
2023-08-22,139.6699981689453
2023-08-23,139.52999877929688
2023-08-24,140.72000122070312
2023-08-25,142.10000610351562
2023-08-28,142.88999938964844
2023-08-29,145.94000244140625
2023-08-30,143.8800048828125
2023-08-31,144.9499969482422
2023-09-01,142.49000549316406
2023-09-05,143.00999450683594
2023-09-06,141.1300048828125
2023-09-07,140.33999633789062
2023-09-08,141.5800018310547
2023-09-11,131.66000366210938
2023-09-12,129.86000061035156
2023-09-13,128.41000366210938
2023-09-14,127.41999816894531
2023-09-15,126.83000183105469
2023-09-18,126.7699966430664
2023-09-19,127.36000061035156
2023-09-20,128.25999450683594
2023-09-21,128.69000244140625
2023-09-22,126.58999633789062
2023-09-25,126.5
2023-09-26,128.41000366210938
2023-09-27,125.44000244140625
2023-09-28,124.61000061035156
2023-09-29,122.91000366210938
2023-10-02,121.45999908447266
2023-10-03,120.41000366210938
2023-10-04,120.31999969482422
2023-10-05,116.54000091552734
2023-10-06,115.0
2023-10-09,114.8499984741211
2023-10-10,115.95999908447266
2023-10-11,114.7300033569336
2023-10-12,111.52999877929688
2023-10-13,113.30999755859375
2023-10-16,112.72000122070312
2023-10-17,113.94000244140625
2023-10-18,114.80999755859375
2023-10-19,113.81999969482422
2023-10-20,112.7300033569336
2023-10-23,112.0199966430664
2023-10-24,112.52999877929688
2023-10-25,114.5
2023-10-26,113.02999877929688
2023-10-27,112.75
2023-10-30,113.6500015258789
2023-10-31,113.83999633789062
2023-11-01,112.98999786376953
2023-11-02,114.06999969482422
2023-11-03,113.47000122070312
2023-11-06,112.83999633789062
2023-11-07,110.13999938964844
2023-11-08,108.3499984741211
2023-11-09,109.12999725341797
2023-11-10,108.73999786376953
2023-11-13,108.19999694824219
2023-11-14,111.18000030517578
2023-11-15,111.9000015258789
2023-11-16,111.2699966430664
2023-11-17,111.69000244140625
2023-11-20,112.26000213623047
2023-11-21,112.19000244140625
2023-11-22,113.30999755859375
2023-11-24,113.2699966430664
2023-11-27,111.0999984741211
2023-11-28,109.58999633789062
2023-11-29,108.58000183105469
2023-11-30,109.7300033569336
2023-12-01,111.41999816894531
2023-12-04,112.43000030517578
2023-12-05,116.12000274658203
2023-12-06,117.66000366210938
2023-12-07,121.05999755859375
2023-12-08,119.33000183105469
2023-12-11,121.5
2023-12-12,124.69000244140625
2023-12-13,126.73999786376953
2023-12-14,125.36000061035156
2023-12-15,123.58999633789062
2023-12-18,123.91000366210938
2023-12-19,124.31999969482422
2023-12-20,122.33000183105469
2023-12-21,123.66000366210938
2023-12-22,124.76000213623047
2023-12-26,125.29000091552734
2023-12-27,125.11000061035156
2023-12-28,125.77999877929688
2023-12-29,126.37999725341797
2024-01-02,129.57000732421875
2024-01-03,129.7899932861328
2024-01-04,128.63999938964844
2024-01-05,128.10000610351562
2024-01-08,129.02000427246094
2024-01-09,131.2100067138672
2024-01-10,129.5
2024-01-11,127.18000030517578
2024-01-12,129.5
2024-01-16,128.16000366210938
2024-01-17,130.75
2024-01-18,129.3000030517578
2024-01-19,129.1999969482422
2024-01-22,128.75
2024-01-23,131.24000549316406
2024-01-24,129.74000549316406
2024-01-25,131.5500030517578
2024-01-26,131.69000244140625
2024-01-29,131.58999633789062
2024-01-30,132.94000244140625
2024-01-31,131.5500030517578
2024-02-01,133.74000549316406
2024-02-02,132.6999969482422
2024-02-05,129.2100067138672
2024-02-06,132.2100067138672
2024-02-07,131.6199951171875
2024-02-08,131.08999633789062
2024-02-09,127.9000015258789
2024-02-12,129.74000549316406
2024-02-13,127.62000274658203
2024-02-14,125.25
2024-02-15,124.41000366210938
2024-02-16,124.08999633789062
2024-02-20,125.87999725341797
2024-02-21,126.08000183105469
2024-02-22,124.29000091552734
2024-02-23,125.91999816894531
2024-02-26,125.25
2024-02-27,122.63999938964844
2024-02-28,121.83000183105469
2024-02-29,120.16999816894531
2024-03-01,122.54000091552734
2024-03-04,121.95999908447266
2024-03-05,121.0
2024-03-06,120.26000213623047
2024-03-07,117.54000091552734
2024-03-08,119.55999755859375
2024-03-11,121.58000183105469
2024-03-12,122.72000122070312
2024-03-13,123.7300033569336
2024-03-14,121.72000122070312
2024-03-15,122.06999969482422
2024-03-18,122.68000030517578
2024-03-19,124.94999694824219
2024-03-20,123.43000030517578
2024-03-21,123.94000244140625
2024-03-22,124.47000122070312
2024-03-25,123.62999725341797
2024-03-26,123.27999877929688
2024-03-27,125.72000122070312
2024-03-28,125.87000274658203
2024-04-01,124.7300033569336
2024-04-02,123.05999755859375
2024-04-03,119.5199966430664
2024-04-04,118.79000091552734
2024-04-05,117.22000122070312
2024-04-08,115.94000244140625
2024-04-09,117.37000274658203
2024-04-10,113.54000091552734
2024-04-11,112.04000091552734
2024-04-12,109.61000061035156
2024-04-15,110.19999694824219
2024-04-16,109.9800033569336
2024-04-17,109.80000305175781
2024-04-18,111.0999984741211
2024-04-19,114.76000213623047
2024-04-22,117.45999908447266
2024-04-23,117.69999694824219
2024-04-24,118.55000305175781
2024-04-25,115.18000030517578
2024-04-26,113.5999984741211
2024-04-29,114.6500015258789
2024-04-30,114.8499984741211
2024-05-01,113.5999984741211
2024-05-02,112.8499984741211
2024-05-03,113.11000061035156
2024-05-06,112.7699966430664
2024-05-07,112.94000244140625
2024-05-08,113.0
2024-05-09,113.41000366210938
2024-05-10,115.33999633789062
2024-05-13,116.08999633789062
2024-05-14,115.19999694824219
2024-05-15,114.29000091552734
2024-05-16,115.68000030517578
2024-05-17,115.20999908447266
2024-05-20,114.30999755859375
2024-05-21,112.05999755859375
2024-05-22,111.81999969482422
2024-05-23,110.4000015258789
2024-05-24,109.7699966430664
2024-05-28,108.4800033569336
2024-05-29,107.47000122070312
2024-05-30,107.94999694824219
2024-05-31,111.63999938964844
2024-06-03,111.33000183105469
2024-06-04,111.69999694824219
2024-06-05,110.33000183105469
2024-06-06,115.37000274658203
2024-06-07,114.9800033569336
2024-06-10,113.5999984741211
2024-06-11,112.97000122070312
2024-06-12,110.12999725341797
2024-06-13,110.95999908447266
2024-06-14,111.58000183105469
2024-06-17,112.18000030517578
2024-06-18,112.3499984741211
2024-06-20,109.69999694824219
2024-06-21,108.69999694824219
2024-06-24,111.86000061035156
2024-06-25,108.06999969482422
2024-06-26,107.69000244140625
2024-06-27,108.6500015258789
2024-06-28,109.04000091552734
2024-07-01,110.51000213623047
2024-07-02,110.6500015258789
2024-07-03,109.12000274658203
2024-07-05,109.88999938964844
2024-07-08,109.8499984741211
2024-07-09,109.37000274658203
2024-07-10,109.37000274658203
2024-07-11,111.13999938964844
2024-07-12,113.16000366210938
2024-07-15,116.37999725341797
2024-07-16,117.5
2024-07-17,121.2300033569336
2024-07-18,120.45999908447266
2024-07-19,117.98999786376953
2024-07-22,116.2300033569336
2024-07-23,115.0999984741211
2024-07-24,116.77999877929688
2024-07-25,116.05999755859375
2024-07-26,118.19000244140625
2024-07-29,118.04000091552734
2024-07-30,118.95999908447266
2024-07-31,117.94999694824219
2024-08-01,119.98999786376953
2024-08-02,122.4000015258789
2024-08-05,120.87999725341797
2024-08-06,118.91000366210938
2024-08-07,119.4800033569336
2024-08-08,118.1500015258789
2024-08-09,118.45999908447266
2024-08-12,117.37999725341797
2024-08-13,118.33999633789062
2024-08-14,119.70999908447266
2024-08-15,119.48999786376953
2024-08-16,118.80999755859375
2024-08-19,120.93000030517578
2024-08-20,121.58000183105469
2024-08-21,120.97000122070312
2024-08-22,121.05000305175781
2024-08-23,122.04000091552734
2024-08-26,121.36000061035156
2024-08-27,120.69999694824219
2024-08-28,114.7300033569336
2024-08-29,113.79000091552734
2024-08-30,114.68000030517578
2024-09-03,118.73999786376953
2024-09-04,120.52999877929688
2024-09-05,121.19000244140625
2024-09-06,120.2699966430664
2024-09-09,120.18000030517578
2024-09-10,118.97000122070312
2024-09-11,117.48999786376953
2024-09-12,117.9800033569336
2024-09-13,120.73999786376953
2024-09-16,120.87999725341797
2024-09-17,119.70999908447266
2024-09-18,120.4800033569336
2024-09-19,119.30000305175781
2024-09-20,118.73999786376953
2024-09-23,118.9800033569336
2024-09-24,117.43000030517578
2024-09-25,118.23999786376953
2024-09-26,119.87000274658203
2024-09-27,121.1500015258789
2024-09-30,121.0999984741211
2024-10-01,121.20999908447266
2024-10-02,119.12999725341797
2024-10-03,117.27999877929688
2024-10-04,117.38999938964844
2024-10-07,116.18000030517578
2024-10-08,116.77999877929688
2024-10-09,117.20999908447266
2024-10-10,117.0199966430664
2024-10-11,116.81999969482422
2024-10-14,118.20999908447266
2024-10-15,120.54000091552734
2024-10-16,121.61000061035156
2024-10-17,121.25
2024-10-18,121.7300033569336
2024-10-21,119.93000030517578
2024-10-22,117.69999694824219
2024-10-23,117.69999694824219
2024-10-24,117.04000091552734
2024-10-25,116.06999969482422
2024-10-28,115.45999908447266
2024-10-29,113.79000091552734
2024-10-30,113.91999816894531
2024-10-31,113.51000213623047
2024-11-01,112.91999816894531
2024-11-04,113.69000244140625
2024-11-05,116.38999938964844
2024-11-06,115.62000274658203
2024-11-07,115.26000213623047
2024-11-08,115.44999694824219
2024-11-11,113.6500015258789
2024-11-12,111.9800033569336
2024-11-13,111.0199966430664
2024-11-14,110.75
2024-11-15,106.91999816894531
2024-11-18,110.47000122070312
2024-11-19,111.91000366210938
2024-11-20,112.08000183105469
2024-11-21,113.88999938964844
