Date,L
2023-01-05,59.209999084472656
2023-01-06,60.470001220703125
2023-01-09,58.970001220703125
2023-01-10,59.040000915527344
2023-01-11,59.83000183105469
2023-01-12,59.880001068115234
2023-01-13,60.220001220703125
2023-01-17,59.349998474121094
2023-01-18,58.470001220703125
2023-01-19,58.06999969482422
2023-01-20,58.959999084472656
2023-01-23,59.58000183105469
2023-01-24,60.22999954223633
2023-01-25,60.59000015258789
2023-01-26,61.150001525878906
2023-01-27,60.9900016784668
2023-01-30,60.41999816894531
2023-01-31,61.47999954223633
2023-02-01,60.540000915527344
2023-02-02,60.18000030517578
2023-02-03,60.099998474121094
2023-02-06,61.439998626708984
2023-02-07,62.75
2023-02-08,62.060001373291016
2023-02-09,61.75
2023-02-10,62.16999816894531
2023-02-13,62.56999969482422
2023-02-14,61.779998779296875
2023-02-15,62.150001525878906
2023-02-16,61.65999984741211
2023-02-17,61.5099983215332
2023-02-21,60.779998779296875
2023-02-22,60.63999938964844
2023-02-23,60.70000076293945
2023-02-24,61.08000183105469
2023-02-27,60.900001525878906
2023-02-28,61.09000015258789
2023-03-01,61.25
2023-03-02,61.439998626708984
2023-03-03,61.7599983215332
2023-03-06,61.33000183105469
2023-03-07,59.72999954223633
2023-03-08,58.849998474121094
2023-03-09,58.16999816894531
2023-03-10,57.349998474121094
2023-03-13,55.540000915527344
2023-03-14,56.279998779296875
2023-03-15,54.310001373291016
2023-03-16,55.869998931884766
2023-03-17,53.59000015258789
2023-03-20,55.2599983215332
2023-03-21,56.02000045776367
2023-03-22,54.439998626708984
2023-03-23,53.779998779296875
2023-03-24,54.560001373291016
2023-03-27,55.619998931884766
2023-03-28,55.880001068115234
2023-03-29,56.900001525878906
2023-03-30,57.29999923706055
2023-03-31,58.02000045776367
2023-04-03,57.59000015258789
2023-04-04,56.209999084472656
2023-04-05,56.220001220703125
2023-04-06,56.380001068115234
2023-04-10,56.45000076293945
2023-04-11,56.880001068115234
2023-04-12,56.59000015258789
2023-04-13,56.709999084472656
2023-04-14,56.2400016784668
2023-04-17,57.20000076293945
2023-04-18,57.5099983215332
2023-04-19,57.4900016784668
2023-04-20,57.119998931884766
2023-04-21,56.439998626708984
2023-04-24,56.630001068115234
2023-04-25,56.11000061035156
2023-04-26,55.70000076293945
2023-04-27,56.86000061035156
2023-04-28,57.56999969482422
2023-05-01,60.130001068115234
2023-05-02,59.02000045776367
2023-05-03,58.41999816894531
2023-05-04,58.08000183105469
2023-05-05,58.619998931884766
2023-05-08,58.810001373291016
2023-05-09,58.619998931884766
2023-05-10,58.4900016784668
2023-05-11,58.400001525878906
2023-05-12,58.5099983215332
2023-05-15,58.380001068115234
2023-05-16,57.83000183105469
2023-05-17,58.2400016784668
2023-05-18,58.869998931884766
2023-05-19,58.79999923706055
2023-05-22,58.68000030517578
2023-05-23,57.90999984741211
2023-05-24,57.16999816894531
2023-05-25,56.97999954223633
2023-05-26,57.11000061035156
2023-05-30,57.400001525878906
2023-05-31,56.0
2023-06-01,56.38999938964844
2023-06-02,58.02000045776367
2023-06-05,58.470001220703125
2023-06-06,58.630001068115234
2023-06-07,59.720001220703125
2023-06-08,59.31999969482422
2023-06-09,59.34000015258789
2023-06-12,58.880001068115234
2023-06-13,59.25
2023-06-14,58.119998931884766
2023-06-15,58.84000015258789
2023-06-16,58.56999969482422
2023-06-20,58.09000015258789
2023-06-21,58.22999954223633
2023-06-22,58.220001220703125
2023-06-23,57.900001525878906
2023-06-26,58.31999969482422
2023-06-27,58.95000076293945
2023-06-28,58.220001220703125
2023-06-29,59.11000061035156
2023-06-30,59.380001068115234
2023-07-03,59.720001220703125
2023-07-05,59.66999816894531
2023-07-06,59.959999084472656
2023-07-07,60.45000076293945
2023-07-10,59.540000915527344
2023-07-11,60.540000915527344
2023-07-12,60.45000076293945
2023-07-13,60.4900016784668
2023-07-14,59.439998626708984
2023-07-17,60.11000061035156
2023-07-18,60.34000015258789
2023-07-19,60.63999938964844
2023-07-20,61.81999969482422
2023-07-21,61.5
2023-07-24,61.47999954223633
2023-07-25,61.0
2023-07-26,61.630001068115234
2023-07-27,62.040000915527344
2023-07-28,62.189998626708984
2023-07-31,62.650001525878906
2023-08-01,62.959999084472656
2023-08-02,62.869998931884766
2023-08-03,63.31999969482422
2023-08-04,62.91999816894531
2023-08-07,63.5
2023-08-08,63.61000061035156
2023-08-09,63.16999816894531
2023-08-10,62.939998626708984
2023-08-11,63.41999816894531
2023-08-14,62.939998626708984
2023-08-15,62.349998474121094
2023-08-16,62.439998626708984
2023-08-17,61.61000061035156
2023-08-18,61.59000015258789
2023-08-21,61.70000076293945
2023-08-22,61.380001068115234
2023-08-23,61.959999084472656
2023-08-24,62.09000015258789
2023-08-25,62.060001373291016
2023-08-28,62.22999954223633
2023-08-29,62.27000045776367
2023-08-30,62.060001373291016
2023-08-31,62.09000015258789
2023-09-01,62.29999923706055
2023-09-05,61.72999954223633
2023-09-06,61.720001220703125
2023-09-07,62.04999923706055
2023-09-08,62.43000030517578
2023-09-11,62.88999938964844
2023-09-12,64.01000213623047
2023-09-13,63.810001373291016
2023-09-14,64.54000091552734
2023-09-15,64.25
2023-09-18,64.55999755859375
2023-09-19,65.08000183105469
2023-09-20,64.97000122070312
2023-09-21,64.19000244140625
2023-09-22,64.5
2023-09-25,64.69000244140625
2023-09-26,63.91999816894531
2023-09-27,63.79999923706055
2023-09-28,63.88999938964844
2023-09-29,63.310001373291016
2023-10-02,62.29999923706055
2023-10-03,61.81999969482422
2023-10-04,62.560001373291016
2023-10-05,62.81999969482422
2023-10-06,63.27000045776367
2023-10-09,63.66999816894531
2023-10-10,63.52000045776367
2023-10-11,64.29000091552734
2023-10-12,63.599998474121094
2023-10-13,63.810001373291016
2023-10-16,64.66999816894531
2023-10-17,65.5
2023-10-18,64.94999694824219
2023-10-19,64.08000183105469
2023-10-20,62.95000076293945
2023-10-23,62.31999969482422
2023-10-24,63.290000915527344
2023-10-25,63.79999923706055
2023-10-26,63.97999954223633
2023-10-27,62.81999969482422
2023-10-30,62.93000030517578
2023-10-31,64.01000213623047
2023-11-01,65.1500015258789
2023-11-02,65.13999938964844
2023-11-03,65.79000091552734
2023-11-06,65.4000015258789
2023-11-07,65.41999816894531
2023-11-08,64.94000244140625
2023-11-09,65.25
2023-11-10,65.88999938964844
2023-11-13,65.97000122070312
2023-11-14,66.44000244140625
2023-11-15,66.52999877929688
2023-11-16,67.05999755859375
2023-11-17,67.0
2023-11-20,67.48999786376953
2023-11-21,68.08999633789062
2023-11-22,68.5
2023-11-24,69.30000305175781
2023-11-27,69.18000030517578
2023-11-28,68.63999938964844
2023-11-29,68.51000213623047
2023-11-30,70.29000091552734
2023-12-01,70.01000213623047
2023-12-04,70.72000122070312
2023-12-05,70.33999633789062
2023-12-06,69.4800033569336
2023-12-07,68.81999969482422
2023-12-08,68.83999633789062
2023-12-11,69.72000122070312
2023-12-12,69.94000244140625
2023-12-13,70.33000183105469
2023-12-14,68.69000244140625
2023-12-15,68.0
2023-12-18,68.5
2023-12-19,68.9000015258789
2023-12-20,68.11000061035156
2023-12-21,68.5199966430664
2023-12-22,68.80000305175781
2023-12-26,68.98999786376953
2023-12-27,69.18000030517578
2023-12-28,69.47000122070312
2023-12-29,69.58999633789062
2024-01-02,70.45999908447266
2024-01-03,70.2699966430664
2024-01-04,70.69999694824219
2024-01-05,71.19000244140625
2024-01-08,71.26000213623047
2024-01-09,70.98999786376953
2024-01-10,70.97000122070312
2024-01-11,71.0
2024-01-12,71.08000183105469
2024-01-16,71.0999984741211
2024-01-17,70.94000244140625
2024-01-18,71.48999786376953
2024-01-19,72.19999694824219
2024-01-22,73.05000305175781
2024-01-23,72.75
2024-01-24,73.08999633789062
2024-01-25,72.9800033569336
2024-01-26,72.77999877929688
2024-01-29,73.2699966430664
2024-01-30,73.77999877929688
2024-01-31,72.86000061035156
2024-02-01,72.30000305175781
2024-02-02,73.04000091552734
2024-02-05,72.79000091552734
2024-02-06,72.80999755859375
2024-02-07,72.66000366210938
2024-02-08,72.0199966430664
2024-02-09,72.75
2024-02-12,73.0999984741211
2024-02-13,73.0199966430664
2024-02-14,73.5199966430664
2024-02-15,75.22000122070312
2024-02-16,74.33999633789062
2024-02-20,73.87000274658203
2024-02-21,74.31999969482422
2024-02-22,74.91000366210938
2024-02-23,75.19000244140625
2024-02-26,74.54000091552734
2024-02-27,74.98999786376953
2024-02-28,75.05999755859375
2024-02-29,75.12999725341797
2024-03-01,74.43000030517578
2024-03-04,74.3499984741211
2024-03-05,74.58000183105469
2024-03-06,75.47000122070312
2024-03-07,75.0999984741211
2024-03-08,74.83999633789062
2024-03-11,76.0
2024-03-12,76.20999908447266
2024-03-13,76.1500015258789
2024-03-14,76.01000213623047
2024-03-15,76.97000122070312
2024-03-18,76.97000122070312
2024-03-19,77.41000366210938
2024-03-20,77.76000213623047
2024-03-21,77.41000366210938
2024-03-22,76.44999694824219
2024-03-25,76.98999786376953
2024-03-26,76.88999938964844
2024-03-27,78.0999984741211
2024-03-28,78.29000091552734
2024-04-01,77.4800033569336
2024-04-02,77.06999969482422
2024-04-03,77.20999908447266
2024-04-04,76.36000061035156
2024-04-05,76.66000366210938
2024-04-08,76.05999755859375
2024-04-09,75.19000244140625
2024-04-10,74.81999969482422
2024-04-11,73.80999755859375
2024-04-12,73.9000015258789
2024-04-15,73.44000244140625
2024-04-16,73.31999969482422
2024-04-17,73.13999938964844
2024-04-18,73.83999633789062
2024-04-19,75.63999938964844
2024-04-22,76.4800033569336
2024-04-23,76.72000122070312
2024-04-24,76.80999755859375
2024-04-25,76.41000366210938
2024-04-26,75.45999908447266
2024-04-29,75.81999969482422
2024-04-30,75.1500015258789
2024-05-01,76.27999877929688
2024-05-02,76.52999877929688
2024-05-03,76.4000015258789
2024-05-06,77.73999786376953
2024-05-07,77.80999755859375
2024-05-08,77.30999755859375
2024-05-09,77.69999694824219
2024-05-10,77.9800033569336
2024-05-13,77.33999633789062
2024-05-14,77.33999633789062
2024-05-15,76.62000274658203
2024-05-16,77.19999694824219
2024-05-17,77.73999786376953
2024-05-20,76.12999725341797
2024-05-21,76.20999908447266
2024-05-22,75.88999938964844
2024-05-23,74.16000366210938
2024-05-24,74.75
2024-05-28,74.0199966430664
2024-05-29,74.11000061035156
2024-05-30,75.31999969482422
2024-05-31,76.80000305175781
2024-06-03,75.87000274658203
2024-06-04,75.55000305175781
2024-06-05,74.91999816894531
2024-06-06,75.0
2024-06-07,75.25
2024-06-10,75.33999633789062
2024-06-11,74.16999816894531
2024-06-12,74.66000366210938
2024-06-13,74.16999816894531
2024-06-14,73.79000091552734
2024-06-17,75.20999908447266
2024-06-18,76.19999694824219
2024-06-20,76.44999694824219
2024-06-21,76.55999755859375
2024-06-24,77.33000183105469
2024-06-25,76.13999938964844
2024-06-26,74.83999633789062
2024-06-27,75.26000213623047
2024-06-28,74.73999786376953
2024-07-01,74.7300033569336
2024-07-02,74.94000244140625
2024-07-03,74.4000015258789
2024-07-05,73.76000213623047
2024-07-08,74.41000366210938
2024-07-09,74.66000366210938
2024-07-10,75.6500015258789
2024-07-11,76.62000274658203
2024-07-12,76.91999816894531
2024-07-15,77.41999816894531
2024-07-16,78.3499984741211
2024-07-17,79.62000274658203
2024-07-18,79.79000091552734
2024-07-19,78.05999755859375
2024-07-22,78.08000183105469
2024-07-23,78.3499984741211
2024-07-24,77.91999816894531
2024-07-25,78.30999755859375
2024-07-26,80.08999633789062
2024-07-29,78.86000061035156
2024-07-30,80.4800033569336
2024-07-31,79.94999694824219
2024-08-01,79.19999694824219
2024-08-02,78.69000244140625
2024-08-05,76.0
2024-08-06,76.4000015258789
2024-08-07,76.2699966430664
2024-08-08,77.44000244140625
2024-08-09,77.87999725341797
2024-08-12,76.93000030517578
2024-08-13,77.05999755859375
2024-08-14,77.66000366210938
2024-08-15,78.37000274658203
2024-08-16,78.97000122070312
2024-08-19,79.37000274658203
2024-08-20,78.91000366210938
2024-08-21,79.08000183105469
2024-08-22,79.43000030517578
2024-08-23,80.3499984741211
2024-08-26,80.44999694824219
2024-08-27,80.66999816894531
2024-08-28,81.29000091552734
2024-08-29,81.68000030517578
2024-08-30,81.94000244140625
2024-09-03,81.81999969482422
2024-09-04,81.95999908447266
2024-09-05,80.9000015258789
2024-09-06,79.38999938964844
2024-09-09,80.4800033569336
2024-09-10,79.45999908447266
2024-09-11,77.72000122070312
2024-09-12,78.06999969482422
2024-09-13,78.33999633789062
2024-09-16,78.83999633789062
2024-09-17,79.29000091552734
2024-09-18,79.19999694824219
2024-09-19,79.25
2024-09-20,78.54000091552734
2024-09-23,78.66999816894531
2024-09-24,78.16000366210938
2024-09-25,78.05999755859375
2024-09-26,78.69000244140625
2024-09-27,78.9000015258789
2024-09-30,79.05000305175781
2024-10-01,79.30000305175781
2024-10-02,78.62000274658203
2024-10-03,78.1500015258789
2024-10-04,79.27999877929688
2024-10-07,76.48999786376953
2024-10-08,77.30999755859375
2024-10-09,78.25
2024-10-10,78.20999908447266
2024-10-11,79.3499984741211
2024-10-14,80.33999633789062
2024-10-15,80.33000183105469
2024-10-16,80.58999633789062
2024-10-17,81.72000122070312
2024-10-18,81.81999969482422
2024-10-21,81.06999969482422
2024-10-22,80.80999755859375
2024-10-23,80.94000244140625
2024-10-24,81.08999633789062
2024-10-25,79.56999969482422
2024-10-28,80.62000274658203
2024-10-29,79.76000213623047
2024-10-30,80.36000061035156
2024-10-31,78.95999908447266
2024-11-01,79.2699966430664
2024-11-04,76.51000213623047
2024-11-05,78.38999938964844
2024-11-06,82.76000213623047
2024-11-07,82.08000183105469
2024-11-08,83.11000061035156
2024-11-11,83.20999908447266
2024-11-12,82.97000122070312
2024-11-13,83.20999908447266
2024-11-14,82.80000305175781
2024-11-15,83.66999816894531
2024-11-18,84.41000366210938
2024-11-19,84.12000274658203
2024-11-20,84.48999786376953
2024-11-21,85.16999816894531
