Date,PSA
2022-06-07,330.6499938964844
2022-06-08,316.55999755859375
2022-06-09,309.760009765625
2022-06-10,307.42999267578125
2022-06-13,297.4800109863281
2022-06-14,297.8399963378906
2022-06-15,304.1700134277344
2022-06-16,300.7900085449219
2022-06-17,298.5400085449219
2022-06-21,302.0899963378906
2022-06-22,306.2300109863281
2022-06-23,308.1700134277344
2022-06-24,314.19000244140625
2022-06-27,313.7099914550781
2022-06-28,311.4599914550781
2022-06-29,311.05999755859375
2022-06-30,312.6700134277344
2022-07-01,317.3699951171875
2022-07-05,314.7099914550781
2022-07-06,317.0199890136719
2022-07-07,314.7900085449219
2022-07-08,315.8299865722656
2022-07-11,313.79998779296875
2022-07-12,307.3699951171875
2022-07-13,306.0799865722656
2022-07-14,306.42999267578125
2022-07-15,313.32000732421875
2022-07-18,308.9599914550781
2022-07-19,316.2799987792969
2022-07-20,316.0
2022-07-21,319.2799987792969
2022-07-22,319.3299865722656
2022-07-25,323.9200134277344
2022-07-26,326.7099914550781
2022-07-27,326.2799987792969
2022-07-28,337.1000061035156
2022-07-29,326.4100036621094
2022-08-01,324.4200134277344
2022-08-02,320.94000244140625
2022-08-03,328.3999938964844
2022-08-04,330.57000732421875
2022-08-05,331.20001220703125
2022-08-08,335.7099914550781
2022-08-09,342.92999267578125
2022-08-10,345.989990234375
2022-08-11,346.44000244140625
2022-08-12,351.70001220703125
2022-08-15,355.3399963378906
2022-08-16,353.2200012207031
2022-08-17,355.2699890136719
2022-08-18,352.8500061035156
2022-08-19,351.2300109863281
2022-08-22,346.3500061035156
2022-08-23,341.0899963378906
2022-08-24,343.010009765625
2022-08-25,350.25
2022-08-26,344.5199890136719
2022-08-29,340.6700134277344
2022-08-30,332.5
2022-08-31,330.8299865722656
2022-09-01,337.7799987792969
2022-09-02,332.989990234375
2022-09-06,339.3800048828125
2022-09-07,342.2900085449219
2022-09-08,339.3900146484375
2022-09-09,339.1600036621094
2022-09-12,339.510009765625
2022-09-13,327.7900085449219
2022-09-14,324.67999267578125
2022-09-15,313.6600036621094
2022-09-16,313.1499938964844
2022-09-19,312.5
2022-09-20,306.2799987792969
2022-09-21,301.7300109863281
2022-09-22,298.9100036621094
2022-09-23,295.07000732421875
2022-09-26,290.82000732421875
2022-09-27,287.489990234375
2022-09-28,292.57000732421875
2022-09-29,287.489990234375
2022-09-30,292.80999755859375
2022-10-03,293.95001220703125
2022-10-04,297.0
2022-10-05,293.9200134277344
2022-10-06,287.9599914550781
2022-10-07,283.6700134277344
2022-10-10,287.6000061035156
2022-10-11,289.9100036621094
2022-10-12,286.9100036621094
2022-10-13,289.239990234375
2022-10-14,281.7900085449219
2022-10-17,291.739990234375
2022-10-18,297.20001220703125
2022-10-19,290.8999938964844
2022-10-20,293.0899963378906
2022-10-21,292.67999267578125
2022-10-24,291.3399963378906
2022-10-25,300.1099853515625
2022-10-26,298.0799865722656
2022-10-27,297.8399963378906
2022-10-28,311.5400085449219
2022-10-31,309.75
2022-11-01,307.6400146484375
2022-11-02,283.0199890136719
2022-11-03,276.6700134277344
2022-11-04,277.7300109863281
2022-11-07,274.3299865722656
2022-11-08,286.7099914550781
2022-11-09,284.7099914550781
2022-11-10,302.80999755859375
2022-11-11,295.17999267578125
2022-11-14,290.739990234375
2022-11-15,289.1000061035156
2022-11-16,291.1000061035156
2022-11-17,289.3800048828125
2022-11-18,293.510009765625
2022-11-21,297.5400085449219
2022-11-22,299.3500061035156
2022-11-23,297.1199951171875
2022-11-25,298.6099853515625
2022-11-28,288.54998779296875
2022-11-29,290.6000061035156
2022-11-30,297.9599914550781
2022-12-01,295.4800109863281
2022-12-02,295.79998779296875
2022-12-05,289.45001220703125
2022-12-06,288.989990234375
2022-12-07,296.82000732421875
2022-12-08,302.67999267578125
2022-12-09,297.6000061035156
2022-12-12,301.4200134277344
2022-12-13,301.9200134277344
2022-12-14,300.17999267578125
2022-12-15,298.80999755859375
2022-12-16,286.4700012207031
2022-12-19,284.42999267578125
2022-12-20,282.260009765625
2022-12-21,283.6700134277344
2022-12-22,279.989990234375
2022-12-23,283.2099914550781
2022-12-27,283.0400085449219
2022-12-28,277.989990234375
2022-12-29,282.5799865722656
2022-12-30,280.19000244140625
2023-01-03,274.17999267578125
2023-01-04,278.1099853515625
2023-01-05,271.2699890136719
2023-01-06,276.760009765625
2023-01-09,281.2099914550781
2023-01-10,281.17999267578125
2023-01-11,293.6700134277344
2023-01-12,296.0799865722656
2023-01-13,290.8699951171875
2023-01-17,291.6000061035156
2023-01-18,285.7799987792969
2023-01-19,287.54998779296875
2023-01-20,289.1000061035156
2023-01-23,290.8500061035156
2023-01-24,293.80999755859375
2023-01-25,292.2900085449219
2023-01-26,297.3900146484375
2023-01-27,299.32000732421875
2023-01-30,298.8900146484375
2023-01-31,304.3399963378906
2023-02-01,305.94000244140625
2023-02-02,311.4599914550781
2023-02-03,308.4700012207031
2023-02-06,307.75
2023-02-07,302.0299987792969
2023-02-08,302.0
2023-02-09,298.5299987792969
2023-02-10,299.9100036621094
2023-02-13,302.5
2023-02-14,300.8800048828125
2023-02-15,300.9100036621094
2023-02-16,299.55999755859375
2023-02-17,299.010009765625
2023-02-21,298.8999938964844
2023-02-22,292.29998779296875
2023-02-23,294.29998779296875
2023-02-24,293.239990234375
2023-02-27,295.2200012207031
2023-02-28,298.95001220703125
2023-03-01,295.70001220703125
2023-03-02,301.2300109863281
2023-03-03,304.82000732421875
2023-03-06,305.7200012207031
2023-03-07,302.3500061035156
2023-03-08,300.8699951171875
2023-03-09,295.70001220703125
2023-03-10,281.4599914550781
2023-03-13,289.5899963378906
2023-03-14,287.6400146484375
2023-03-15,288.55999755859375
2023-03-16,294.8599853515625
2023-03-17,295.6700134277344
2023-03-20,298.3699951171875
2023-03-21,292.9200134277344
2023-03-22,284.9700012207031
2023-03-23,282.239990234375
2023-03-24,286.6000061035156
2023-03-27,286.3500061035156
2023-03-28,282.0
2023-03-29,290.239990234375
2023-03-30,294.6400146484375
2023-03-31,302.1400146484375
2023-04-03,307.70001220703125
2023-04-04,308.260009765625
2023-04-05,307.260009765625
2023-04-06,310.7900085449219
2023-04-10,311.4599914550781
2023-04-11,314.04998779296875
2023-04-12,313.1499938964844
2023-04-13,304.510009765625
2023-04-14,290.3500061035156
2023-04-17,294.4800109863281
2023-04-18,290.5799865722656
2023-04-19,289.1300048828125
2023-04-20,287.6400146484375
2023-04-21,288.489990234375
2023-04-24,288.1000061035156
2023-04-25,290.0
2023-04-26,288.6300048828125
2023-04-27,292.42999267578125
2023-04-28,294.8299865722656
2023-05-01,292.5899963378906
2023-05-02,286.80999755859375
2023-05-03,282.30999755859375
2023-05-04,290.29998779296875
2023-05-05,295.9100036621094
2023-05-08,297.3399963378906
2023-05-09,299.2900085449219
2023-05-10,300.010009765625
2023-05-11,295.0
2023-05-12,295.989990234375
2023-05-15,293.989990234375
2023-05-16,288.8500061035156
2023-05-17,287.0199890136719
2023-05-18,284.79998779296875
2023-05-19,284.8999938964844
2023-05-22,284.510009765625
2023-05-23,287.5
2023-05-24,283.3900146484375
2023-05-25,283.1099853515625
2023-05-26,286.69000244140625
2023-05-30,288.8999938964844
2023-05-31,283.29998779296875
2023-06-01,283.42999267578125
2023-06-02,288.3900146484375
2023-06-05,283.1499938964844
2023-06-06,280.010009765625
2023-06-07,291.8699951171875
2023-06-08,290.2200012207031
2023-06-09,286.8500061035156
2023-06-12,287.69000244140625
2023-06-13,285.0199890136719
2023-06-14,284.1199951171875
2023-06-15,287.6400146484375
2023-06-16,287.1000061035156
2023-06-20,285.0199890136719
2023-06-21,287.760009765625
2023-06-22,283.29998779296875
2023-06-23,283.5799865722656
2023-06-26,288.8399963378906
2023-06-27,289.5
2023-06-28,289.1199951171875
2023-06-29,288.5899963378906
2023-06-30,291.8800048828125
2023-07-03,292.989990234375
2023-07-05,291.9100036621094
2023-07-06,290.95001220703125
2023-07-07,287.0899963378906
2023-07-10,290.9100036621094
2023-07-11,293.8599853515625
2023-07-12,296.2799987792969
2023-07-13,298.82000732421875
2023-07-14,301.6400146484375
2023-07-17,300.57000732421875
2023-07-18,294.3699951171875
2023-07-19,292.9599914550781
2023-07-20,289.0299987792969
2023-07-21,291.7300109863281
2023-07-24,295.6499938964844
2023-07-25,293.7200012207031
2023-07-26,295.57000732421875
2023-07-27,288.3299865722656
2023-07-28,281.5299987792969
2023-07-31,281.75
2023-08-01,279.3500061035156
2023-08-02,278.7699890136719
2023-08-03,286.9800109863281
2023-08-04,275.69000244140625
2023-08-07,283.010009765625
2023-08-08,281.8299865722656
2023-08-09,286.3299865722656
2023-08-10,284.70001220703125
2023-08-11,286.9200134277344
2023-08-14,283.4700012207031
2023-08-15,279.69000244140625
2023-08-16,278.7699890136719
2023-08-17,272.3800048828125
2023-08-18,273.44000244140625
2023-08-21,273.25
2023-08-22,273.70001220703125
2023-08-23,275.30999755859375
2023-08-24,273.7699890136719
2023-08-25,276.29998779296875
2023-08-28,277.2799987792969
2023-08-29,278.92999267578125
2023-08-30,281.0
2023-08-31,276.3800048828125
2023-09-01,275.79998779296875
2023-09-05,271.19000244140625
2023-09-06,268.7300109863281
2023-09-07,273.1400146484375
2023-09-08,273.6600036621094
2023-09-11,276.5899963378906
2023-09-12,272.489990234375
2023-09-13,271.989990234375
2023-09-14,276.0899963378906
2023-09-15,274.1099853515625
2023-09-18,269.8800048828125
2023-09-19,270.3699951171875
2023-09-20,270.7699890136719
2023-09-21,263.1499938964844
2023-09-22,263.9800109863281
2023-09-25,263.7300109863281
2023-09-26,263.9200134277344
2023-09-27,264.9800109863281
2023-09-28,264.2799987792969
2023-09-29,263.5199890136719
2023-10-02,260.739990234375
2023-10-03,255.7100067138672
2023-10-04,259.04998779296875
2023-10-05,258.8800048828125
2023-10-06,263.9700012207031
2023-10-09,270.42999267578125
2023-10-10,271.489990234375
2023-10-11,275.7799987792969
2023-10-12,272.9599914550781
2023-10-13,272.1199951171875
2023-10-16,275.7300109863281
2023-10-17,273.0199890136719
2023-10-18,266.6300048828125
2023-10-19,258.5
2023-10-20,251.19000244140625
2023-10-23,247.92999267578125
2023-10-24,242.64999389648438
2023-10-25,237.99000549316406
2023-10-26,238.77999877929688
2023-10-27,238.57000732421875
2023-10-30,238.82000732421875
2023-10-31,238.7100067138672
2023-11-01,242.58999633789062
2023-11-02,248.25999450683594
2023-11-03,253.25999450683594
2023-11-06,248.1199951171875
2023-11-07,247.97999572753906
2023-11-08,250.69000244140625
2023-11-09,246.61000061035156
2023-11-10,244.77999877929688
2023-11-13,246.3300018310547
2023-11-14,260.0
2023-11-15,260.5899963378906
2023-11-16,259.510009765625
2023-11-17,257.70001220703125
2023-11-20,258.0799865722656
2023-11-21,257.2099914550781
2023-11-22,254.72000122070312
2023-11-24,255.02999877929688
2023-11-27,256.6199951171875
2023-11-28,256.6600036621094
2023-11-29,257.8999938964844
2023-11-30,258.760009765625
2023-12-01,266.0
2023-12-04,269.29998779296875
2023-12-05,268.8299865722656
2023-12-06,269.6600036621094
2023-12-07,273.0899963378906
2023-12-08,273.80999755859375
2023-12-11,276.8299865722656
2023-12-12,273.0
2023-12-13,282.54998779296875
2023-12-14,291.1000061035156
2023-12-15,290.05999755859375
2023-12-18,289.0
2023-12-19,294.8599853515625
2023-12-20,292.989990234375
2023-12-21,297.1400146484375
2023-12-22,297.92999267578125
2023-12-26,301.8800048828125
2023-12-27,305.2799987792969
2023-12-28,307.79998779296875
2023-12-29,305.0
2024-01-02,311.8299865722656
2024-01-03,303.010009765625
2024-01-04,300.17999267578125
2024-01-05,298.6099853515625
2024-01-08,300.1199951171875
2024-01-09,296.8999938964844
2024-01-10,295.2200012207031
2024-01-11,290.3500061035156
2024-01-12,295.0299987792969
2024-01-16,294.8500061035156
2024-01-17,294.5
2024-01-18,290.9700012207031
2024-01-19,291.9200134277344
2024-01-22,293.6499938964844
2024-01-23,291.8500061035156
2024-01-24,288.7099914550781
2024-01-25,291.67999267578125
2024-01-26,289.8800048828125
2024-01-29,289.80999755859375
2024-01-30,284.760009765625
2024-01-31,283.19000244140625
2024-02-01,286.4599914550781
2024-02-02,280.55999755859375
2024-02-05,274.1600036621094
2024-02-06,278.6499938964844
2024-02-07,281.2099914550781
2024-02-08,284.8999938964844
2024-02-09,284.07000732421875
2024-02-12,281.3399963378906
2024-02-13,276.6400146484375
2024-02-14,280.4800109863281
2024-02-15,286.260009765625
2024-02-16,281.5199890136719
2024-02-20,284.1199951171875
2024-02-21,288.6199951171875
2024-02-22,285.3900146484375
2024-02-23,284.7799987792969
2024-02-26,278.6199951171875
2024-02-27,279.5799865722656
2024-02-28,280.2900085449219
2024-02-29,283.8699951171875
2024-03-01,283.239990234375
2024-03-04,285.0799865722656
2024-03-05,279.510009765625
2024-03-06,283.7300109863281
2024-03-07,286.0799865722656
2024-03-08,293.1300048828125
2024-03-11,291.67999267578125
2024-03-12,290.55999755859375
2024-03-13,288.8500061035156
2024-03-14,280.6400146484375
2024-03-15,277.0400085449219
2024-03-18,277.5799865722656
2024-03-19,277.30999755859375
2024-03-20,282.0299987792969
2024-03-21,281.8599853515625
2024-03-22,279.3699951171875
2024-03-25,275.7799987792969
2024-03-26,275.2900085449219
2024-03-27,288.1000061035156
2024-03-28,290.05999755859375
2024-04-01,286.5
2024-04-02,283.3800048828125
2024-04-03,280.32000732421875
2024-04-04,280.6400146484375
2024-04-05,282.57000732421875
2024-04-08,287.6199951171875
2024-04-09,293.3399963378906
2024-04-10,275.8500061035156
2024-04-11,275.17999267578125
2024-04-12,272.1400146484375
2024-04-15,265.760009765625
2024-04-16,262.2200012207031
2024-04-17,261.80999755859375
2024-04-18,260.2799987792969
2024-04-19,260.3800048828125
2024-04-22,261.44000244140625
2024-04-23,262.2200012207031
2024-04-24,262.1700134277344
2024-04-25,258.67999267578125
2024-04-26,257.7300109863281
2024-04-29,262.92999267578125
2024-04-30,259.45001220703125
2024-05-01,260.1499938964844
2024-05-02,263.92999267578125
2024-05-03,265.760009765625
2024-05-06,269.19000244140625
2024-05-07,273.20001220703125
2024-05-08,269.0199890136719
2024-05-09,275.3900146484375
2024-05-10,275.94000244140625
2024-05-13,276.9100036621094
2024-05-14,279.8299865722656
2024-05-15,286.6499938964844
2024-05-16,287.0199890136719
2024-05-17,288.6700134277344
2024-05-20,285.8999938964844
2024-05-21,283.0299987792969
2024-05-22,283.010009765625
2024-05-23,274.3599853515625
2024-05-24,272.3900146484375
2024-05-28,270.489990234375
2024-05-29,263.79998779296875
2024-05-30,268.239990234375
2024-05-31,273.8299865722656
2024-06-03,274.3900146484375
2024-06-04,278.9700012207031
2024-06-05,277.1400146484375
2024-06-06,276.1400146484375
2024-06-07,273.82000732421875
2024-06-10,274.0199890136719
2024-06-11,274.6400146484375
2024-06-12,275.739990234375
2024-06-13,282.6000061035156
2024-06-14,283.25
2024-06-17,283.79998779296875
2024-06-18,291.45001220703125
2024-06-20,291.9700012207031
2024-06-21,291.04998779296875
2024-06-24,292.30999755859375
2024-06-25,289.57000732421875
2024-06-26,288.1199951171875
2024-06-27,286.54998779296875
2024-06-28,287.6499938964844
2024-07-01,283.1300048828125
2024-07-02,285.3900146484375
2024-07-03,287.3399963378906
2024-07-05,289.6700134277344
2024-07-08,290.44000244140625
2024-07-09,288.989990234375
2024-07-10,287.3999938964844
2024-07-11,296.6300048828125
2024-07-12,302.6300048828125
2024-07-15,302.0400085449219
2024-07-16,305.6499938964844
2024-07-17,309.9800109863281
2024-07-18,303.6199951171875
2024-07-19,301.6499938964844
2024-07-22,304.4200134277344
2024-07-23,301.9700012207031
2024-07-24,295.54998779296875
2024-07-25,294.9200134277344
2024-07-26,300.739990234375
2024-07-29,302.79998779296875
2024-07-30,304.3699951171875
2024-07-31,295.9200134277344
2024-08-01,300.0799865722656
2024-08-02,311.8999938964844
2024-08-05,303.6600036621094
2024-08-06,312.6400146484375
2024-08-07,310.1499938964844
2024-08-08,313.1700134277344
2024-08-09,317.0400085449219
2024-08-12,314.3399963378906
2024-08-13,316.45001220703125
2024-08-14,320.8800048828125
2024-08-15,317.2300109863281
2024-08-16,319.4100036621094
2024-08-19,323.0799865722656
2024-08-20,325.54998779296875
2024-08-21,327.7900085449219
2024-08-22,333.239990234375
2024-08-23,340.94000244140625
2024-08-26,339.6600036621094
2024-08-27,342.5899963378906
2024-08-28,340.7699890136719
2024-08-29,341.7200012207031
2024-08-30,343.7200012207031
2024-09-03,341.67999267578125
2024-09-04,343.95001220703125
2024-09-05,341.1700134277344
2024-09-06,345.6300048828125
2024-09-09,351.5
2024-09-10,359.1400146484375
2024-09-11,359.3999938964844
2024-09-12,359.1199951171875
2024-09-13,359.1600036621094
2024-09-16,362.989990234375
2024-09-17,357.57000732421875
2024-09-18,360.7200012207031
2024-09-19,358.6199951171875
2024-09-20,361.7200012207031
2024-09-23,365.010009765625
2024-09-24,361.989990234375
2024-09-25,359.5799865722656
2024-09-26,356.5
2024-09-27,356.6400146484375
2024-09-30,363.8699951171875
2024-10-01,360.05999755859375
2024-10-02,355.29998779296875
2024-10-03,353.0
2024-10-04,345.3999938964844
2024-10-07,346.7099914550781
2024-10-08,347.94000244140625
2024-10-09,347.9599914550781
2024-10-10,342.07000732421875
2024-10-11,342.8299865722656
2024-10-14,343.7200012207031
2024-10-15,344.989990234375
2024-10-16,347.6400146484375
2024-10-17,345.3999938964844
2024-10-18,345.6199951171875
2024-10-21,331.8500061035156
2024-10-22,334.9200134277344
2024-10-23,339.7699890136719
2024-10-24,338.4100036621094
2024-10-25,336.3399963378906
2024-10-28,336.6099853515625
2024-10-29,331.260009765625
2024-10-30,335.8299865722656
2024-10-31,329.05999755859375
2024-11-01,323.6600036621094
2024-11-04,332.55999755859375
2024-11-05,340.6000061035156
2024-11-06,325.30999755859375
2024-11-07,333.1300048828125
2024-11-08,339.4200134277344
2024-11-11,336.8999938964844
2024-11-12,330.239990234375
2024-11-13,334.94000244140625
2024-11-14,331.7900085449219
2024-11-15,335.010009765625
2024-11-18,337.2900085449219
2024-11-19,334.45001220703125
2024-11-20,332.8599853515625
2024-11-21,335.8500061035156
