Date,GLW
2022-02-28,40.400001525878906
2022-03-01,38.56999969482422
2022-03-02,39.83000183105469
2022-03-03,39.63999938964844
2022-03-04,38.849998474121094
2022-03-07,37.290000915527344
2022-03-08,36.970001220703125
2022-03-09,37.630001068115234
2022-03-10,37.0099983215332
2022-03-11,36.439998626708984
2022-03-14,36.209999084472656
2022-03-15,36.59000015258789
2022-03-16,37.310001373291016
2022-03-17,37.70000076293945
2022-03-18,38.02000045776367
2022-03-21,37.79999923706055
2022-03-22,38.34000015258789
2022-03-23,37.54999923706055
2022-03-24,38.349998474121094
2022-03-25,38.369998931884766
2022-03-28,37.95000076293945
2022-03-29,38.31999969482422
2022-03-30,37.58000183105469
2022-03-31,36.90999984741211
2022-04-01,36.36000061035156
2022-04-04,36.59000015258789
2022-04-05,35.66999816894531
2022-04-06,34.91999816894531
2022-04-07,34.40999984741211
2022-04-08,34.09000015258789
2022-04-11,33.66999816894531
2022-04-12,33.54999923706055
2022-04-13,33.869998931884766
2022-04-14,33.689998626708984
2022-04-18,33.869998931884766
2022-04-19,34.709999084472656
2022-04-20,34.66999816894531
2022-04-21,34.63999938964844
2022-04-22,33.79999923706055
2022-04-25,34.41999816894531
2022-04-26,35.5
2022-04-27,36.06999969482422
2022-04-28,36.400001525878906
2022-04-29,35.189998626708984
2022-05-02,35.959999084472656
2022-05-03,36.130001068115234
2022-05-04,37.27000045776367
2022-05-05,36.529998779296875
2022-05-06,36.86000061035156
2022-05-09,35.7599983215332
2022-05-10,36.0
2022-05-11,34.880001068115234
2022-05-12,35.209999084472656
2022-05-13,35.540000915527344
2022-05-16,35.20000076293945
2022-05-17,36.290000915527344
2022-05-18,34.060001373291016
2022-05-19,33.52000045776367
2022-05-20,33.130001068115234
2022-05-23,33.7599983215332
2022-05-24,33.27000045776367
2022-05-25,33.70000076293945
2022-05-26,35.220001220703125
2022-05-27,35.650001525878906
2022-05-31,35.81999969482422
2022-06-01,35.439998626708984
2022-06-02,36.5099983215332
2022-06-03,35.84000015258789
2022-06-06,35.88999938964844
2022-06-07,35.84000015258789
2022-06-08,35.81999969482422
2022-06-09,34.2599983215332
2022-06-10,33.279998779296875
2022-06-13,31.940000534057617
2022-06-14,32.099998474121094
2022-06-15,32.7400016784668
2022-06-16,31.3700008392334
2022-06-17,31.8799991607666
2022-06-21,32.119998931884766
2022-06-22,31.549999237060547
2022-06-23,31.610000610351562
2022-06-24,32.7599983215332
2022-06-27,33.290000915527344
2022-06-28,32.5
2022-06-29,32.380001068115234
2022-06-30,31.510000228881836
2022-07-01,31.90999984741211
2022-07-05,31.649999618530273
2022-07-06,31.90999984741211
2022-07-07,32.65999984741211
2022-07-08,32.61000061035156
2022-07-11,32.45000076293945
2022-07-12,32.36000061035156
2022-07-13,32.2400016784668
2022-07-14,31.989999771118164
2022-07-15,33.20000076293945
2022-07-18,32.77000045776367
2022-07-19,34.189998626708984
2022-07-20,34.41999816894531
2022-07-21,34.849998474121094
2022-07-22,34.369998931884766
2022-07-25,34.4900016784668
2022-07-26,34.939998626708984
2022-07-27,35.95000076293945
2022-07-28,36.290000915527344
2022-07-29,36.7599983215332
2022-08-01,36.38999938964844
2022-08-02,36.11000061035156
2022-08-03,36.5
2022-08-04,36.4900016784668
2022-08-05,35.79999923706055
2022-08-08,35.900001525878906
2022-08-09,35.380001068115234
2022-08-10,36.79999923706055
2022-08-11,37.13999938964844
2022-08-12,37.540000915527344
2022-08-15,37.18000030517578
2022-08-16,37.380001068115234
2022-08-17,36.380001068115234
2022-08-18,36.86000061035156
2022-08-19,36.189998626708984
2022-08-22,35.13999938964844
2022-08-23,35.040000915527344
2022-08-24,34.97999954223633
2022-08-25,35.849998474121094
2022-08-26,34.63999938964844
2022-08-29,34.36000061035156
2022-08-30,34.52000045776367
2022-08-31,34.31999969482422
2022-09-01,33.869998931884766
2022-09-02,33.150001525878906
2022-09-06,32.790000915527344
2022-09-07,32.9900016784668
2022-09-08,33.11000061035156
2022-09-09,33.63999938964844
2022-09-12,34.31999969482422
2022-09-13,32.91999816894531
2022-09-14,32.91999816894531
2022-09-15,32.61000061035156
2022-09-16,32.060001373291016
2022-09-19,32.369998931884766
2022-09-20,31.700000762939453
2022-09-21,31.059999465942383
2022-09-22,30.719999313354492
2022-09-23,30.309999465942383
2022-09-26,29.889999389648438
2022-09-27,29.5
2022-09-28,29.93000030517578
2022-09-29,29.6200008392334
2022-09-30,29.020000457763672
2022-10-03,29.8700008392334
2022-10-04,31.530000686645508
2022-10-05,31.31999969482422
2022-10-06,31.489999771118164
2022-10-07,30.459999084472656
2022-10-10,30.1299991607666
2022-10-11,29.899999618530273
2022-10-12,30.079999923706055
2022-10-13,30.579999923706055
2022-10-14,30.200000762939453
2022-10-17,31.260000228881836
2022-10-18,31.5
2022-10-19,31.420000076293945
2022-10-20,30.899999618530273
2022-10-21,32.189998626708984
2022-10-24,32.33000183105469
2022-10-25,31.729999542236328
2022-10-26,32.38999938964844
2022-10-27,32.11000061035156
2022-10-28,32.4900016784668
2022-10-31,32.16999816894531
2022-11-01,32.560001373291016
2022-11-02,31.75
2022-11-03,31.8799991607666
2022-11-04,32.88999938964844
2022-11-07,33.08000183105469
2022-11-08,32.97999954223633
2022-11-09,32.060001373291016
2022-11-10,33.900001525878906
2022-11-11,34.459999084472656
2022-11-14,33.9900016784668
2022-11-15,34.36000061035156
2022-11-16,33.47999954223633
2022-11-17,33.290000915527344
2022-11-18,33.88999938964844
2022-11-21,33.65999984741211
2022-11-22,33.97999954223633
2022-11-23,33.91999816894531
2022-11-25,34.119998931884766
2022-11-28,33.11000061035156
2022-11-29,33.40999984741211
2022-11-30,34.130001068115234
2022-12-01,34.2400016784668
2022-12-02,34.0
2022-12-05,33.5
2022-12-06,33.279998779296875
2022-12-07,33.119998931884766
2022-12-08,33.31999969482422
2022-12-09,33.02000045776367
2022-12-12,33.4900016784668
2022-12-13,33.9900016784668
2022-12-14,33.72999954223633
2022-12-15,32.790000915527344
2022-12-16,32.29999923706055
2022-12-19,31.75
2022-12-20,31.549999237060547
2022-12-21,32.029998779296875
2022-12-22,31.56999969482422
2022-12-23,31.75
2022-12-27,31.899999618530273
2022-12-28,31.420000076293945
2022-12-29,31.979999542236328
2022-12-30,31.940000534057617
2023-01-03,32.540000915527344
2023-01-04,34.11000061035156
2023-01-05,34.38999938964844
2023-01-06,35.380001068115234
2023-01-09,35.41999816894531
2023-01-10,35.84000015258789
2023-01-11,36.40999984741211
2023-01-12,36.540000915527344
2023-01-13,36.06999969482422
2023-01-17,35.95000076293945
2023-01-18,35.939998626708984
2023-01-19,35.75
2023-01-20,35.84000015258789
2023-01-23,36.11000061035156
2023-01-24,35.810001373291016
2023-01-25,35.560001373291016
2023-01-26,36.43000030517578
2023-01-27,36.79999923706055
2023-01-30,36.38999938964844
2023-01-31,34.61000061035156
2023-02-01,35.279998779296875
2023-02-02,36.290000915527344
2023-02-03,35.7400016784668
2023-02-06,35.02000045776367
2023-02-07,35.189998626708984
2023-02-08,35.13999938964844
2023-02-09,35.0
2023-02-10,35.25
2023-02-13,35.66999816894531
2023-02-14,35.38999938964844
2023-02-15,35.630001068115234
2023-02-16,35.349998474121094
2023-02-17,35.58000183105469
2023-02-21,34.61000061035156
2023-02-22,34.41999816894531
2023-02-23,34.70000076293945
2023-02-24,34.310001373291016
2023-02-27,34.310001373291016
2023-02-28,33.95000076293945
2023-03-01,34.33000183105469
2023-03-02,34.5099983215332
2023-03-03,35.27000045776367
2023-03-06,35.470001220703125
2023-03-07,34.439998626708984
