Date,EQR
2022-02-28,85.30000305175781
2022-03-01,83.62999725341797
2022-03-02,85.5
2022-03-03,86.69000244140625
2022-03-04,88.61000061035156
2022-03-07,87.7699966430664
2022-03-08,86.08000183105469
2022-03-09,87.77999877929688
2022-03-10,87.5
2022-03-11,86.80000305175781
2022-03-14,86.37999725341797
2022-03-15,87.38999938964844
2022-03-16,88.22000122070312
2022-03-17,89.31999969482422
2022-03-18,89.0
2022-03-21,88.88999938964844
2022-03-22,88.0999984741211
2022-03-23,87.44000244140625
2022-03-24,88.0999984741211
2022-03-25,89.0199966430664
2022-03-28,90.08000183105469
2022-03-29,92.87999725341797
2022-03-30,91.5
2022-03-31,89.91999816894531
2022-04-01,92.16000366210938
2022-04-04,91.05000305175781
2022-04-05,90.80000305175781
2022-04-06,92.62000274658203
2022-04-07,91.66000366210938
2022-04-08,91.7699966430664
2022-04-11,89.8499984741211
2022-04-12,90.26000213623047
2022-04-13,90.36000061035156
2022-04-14,90.43000030517578
2022-04-18,89.62000274658203
2022-04-19,90.95999908447266
2022-04-20,92.77999877929688
2022-04-21,93.23999786376953
2022-04-22,91.1500015258789
2022-04-25,90.27999877929688
2022-04-26,89.08999633789062
2022-04-27,86.08999633789062
2022-04-28,86.05000305175781
2022-04-29,81.5
2022-05-02,80.0
2022-05-03,80.19999694824219
2022-05-04,80.2300033569336
2022-05-05,77.81999969482422
2022-05-06,76.47000122070312
2022-05-09,73.26000213623047
2022-05-10,72.79000091552734
2022-05-11,73.83000183105469
2022-05-12,74.12000274658203
2022-05-13,74.95999908447266
2022-05-16,74.31999969482422
2022-05-17,75.81999969482422
2022-05-18,73.76000213623047
2022-05-19,73.33999633789062
2022-05-20,74.0199966430664
2022-05-23,75.81999969482422
2022-05-24,76.22000122070312
2022-05-25,76.23999786376953
2022-05-26,76.36000061035156
2022-05-27,78.12999725341797
2022-05-31,76.83000183105469
2022-06-01,76.94000244140625
2022-06-02,77.83999633789062
2022-06-03,76.06999969482422
2022-06-06,73.8499984741211
2022-06-07,75.8499984741211
2022-06-08,74.1500015258789
2022-06-09,72.22000122070312
2022-06-10,72.25
2022-06-13,69.33000183105469
2022-06-14,68.77999877929688
2022-06-15,69.1500015258789
2022-06-16,68.73999786376953
2022-06-17,70.38999938964844
2022-06-21,71.26000213623047
2022-06-22,71.36000061035156
2022-06-23,72.66000366210938
2022-06-24,71.81999969482422
2022-06-27,73.20999908447266
2022-06-28,72.55000305175781
2022-06-29,72.4000015258789
2022-06-30,72.22000122070312
2022-07-01,72.93000030517578
2022-07-05,72.26000213623047
2022-07-06,72.30999755859375
2022-07-07,71.91999816894531
2022-07-08,71.37000274658203
2022-07-11,71.20999908447266
2022-07-12,71.29000091552734
2022-07-13,70.79000091552734
2022-07-14,70.05000305175781
2022-07-15,71.31999969482422
2022-07-18,70.87000274658203
2022-07-19,72.56999969482422
2022-07-20,72.16999816894531
2022-07-21,72.68000030517578
2022-07-22,73.30999755859375
2022-07-25,73.5
2022-07-26,73.54000091552734
2022-07-27,75.70999908447266
2022-07-28,77.75
2022-07-29,78.38999938964844
2022-08-01,76.4800033569336
2022-08-02,75.52999877929688
2022-08-03,74.51000213623047
2022-08-04,74.93000030517578
2022-08-05,75.22000122070312
2022-08-08,75.75
2022-08-09,77.45999908447266
2022-08-10,78.62999725341797
2022-08-11,78.62999725341797
2022-08-12,79.95999908447266
2022-08-15,79.9800033569336
2022-08-16,80.16999816894531
2022-08-17,80.56999969482422
2022-08-18,79.12999725341797
2022-08-19,78.45999908447266
2022-08-22,76.7300033569336
2022-08-23,75.33000183105469
2022-08-24,76.69999694824219
2022-08-25,77.69999694824219
2022-08-26,76.02999877929688
2022-08-29,74.72000122070312
2022-08-30,73.72000122070312
2022-08-31,73.18000030517578
2022-09-01,74.19999694824219
2022-09-02,73.80000305175781
2022-09-06,74.91999816894531
2022-09-07,76.25
2022-09-08,76.77999877929688
2022-09-09,77.22000122070312
2022-09-12,77.55999755859375
2022-09-13,74.98999786376953
2022-09-14,74.20999908447266
2022-09-15,72.93000030517578
2022-09-16,73.11000061035156
2022-09-19,72.29000091552734
2022-09-20,69.86000061035156
2022-09-21,68.69000244140625
2022-09-22,68.83999633789062
2022-09-23,68.38999938964844
2022-09-26,66.27999877929688
2022-09-27,65.66000366210938
2022-09-28,67.37999725341797
2022-09-29,66.22000122070312
2022-09-30,67.22000122070312
2022-10-03,68.08999633789062
2022-10-04,68.4800033569336
2022-10-05,66.52999877929688
2022-10-06,64.44999694824219
2022-10-07,62.529998779296875
2022-10-10,62.099998474121094
2022-10-11,63.04999923706055
2022-10-12,61.9900016784668
2022-10-13,63.939998626708984
2022-10-14,61.83000183105469
2022-10-17,64.18000030517578
2022-10-18,65.01000213623047
2022-10-19,63.630001068115234
2022-10-20,63.61000061035156
