Date,XOM
2022-02-28,78.41999816894531
2022-03-01,79.16999816894531
2022-03-02,80.52999877929688
2022-03-03,81.04000091552734
2022-03-04,84.08999633789062
2022-03-07,87.12000274658203
2022-03-08,87.77999877929688
2022-03-09,82.79000091552734
2022-03-10,85.36000061035156
2022-03-11,84.91999816894531
2022-03-14,81.87999725341797
2022-03-15,77.22000122070312
2022-03-16,76.93000030517578
2022-03-17,78.9800033569336
2022-03-18,78.66999816894531
2022-03-21,82.19999694824219
2022-03-22,81.83999633789062
2022-03-23,83.12999725341797
2022-03-24,83.37999725341797
2022-03-25,85.19999694824219
2022-03-28,82.80999755859375
2022-03-29,82.37000274658203
2022-03-30,83.77999877929688
2022-03-31,82.58999633789062
2022-04-01,83.12000274658203
2022-04-04,83.16000366210938
2022-04-05,82.7300033569336
2022-04-06,83.6500015258789
2022-04-07,85.05000305175781
2022-04-08,86.83999633789062
2022-04-11,83.8499984741211
2022-04-12,85.5999984741211
2022-04-13,86.80999755859375
2022-04-14,87.83000183105469
2022-04-18,88.55000305175781
2022-04-19,87.76000213623047
2022-04-20,87.95999908447266
2022-04-21,87.02999877929688
2022-04-22,85.12999725341797
2022-04-25,82.26000213623047
2022-04-26,82.29000091552734
2022-04-27,84.63999938964844
2022-04-28,87.19999694824219
2022-04-29,85.25
2022-05-02,86.41000366210938
2022-05-03,88.19000244140625
2022-05-04,91.69999694824219
2022-05-05,90.30999755859375
2022-05-06,91.69000244140625
2022-05-09,84.45999908447266
2022-05-10,85.0199966430664
2022-05-11,86.79000091552734
2022-05-12,86.30000305175781
2022-05-13,88.86000061035156
2022-05-16,90.94999694824219
2022-05-17,92.11000061035156
2022-05-18,90.6500015258789
2022-05-19,91.13999938964844
2022-05-20,91.86000061035156
2022-05-23,93.88999938964844
2022-05-24,94.4000015258789
2022-05-25,96.30000305175781
2022-05-26,96.63999938964844
2022-05-27,97.58999633789062
2022-05-31,96.0
2022-06-01,97.83999633789062
2022-06-02,97.66999816894531
2022-06-03,99.08999633789062
2022-06-06,98.83999633789062
2022-06-07,103.37000274658203
2022-06-08,104.58999633789062
2022-06-09,102.33000183105469
2022-06-10,100.45999908447266
2022-06-13,95.8499984741211
2022-06-14,96.0999984741211
2022-06-15,94.88999938964844
2022-06-16,91.38999938964844
2022-06-17,86.12000274658203
2022-06-21,91.4800033569336
2022-06-22,87.86000061035156
2022-06-23,85.20999908447266
2022-06-24,86.9000015258789
2022-06-27,89.02999877929688
2022-06-28,91.5
2022-06-29,88.12000274658203
2022-06-30,85.63999938964844
2022-07-01,87.55000305175781
2022-07-05,84.80999755859375
2022-07-06,83.27999877929688
2022-07-07,85.94000244140625
2022-07-08,86.08000183105469
2022-07-11,85.63999938964844
2022-07-12,84.5
2022-07-13,84.83999633789062
2022-07-14,83.13999938964844
2022-07-15,84.54000091552734
2022-07-18,86.0999984741211
2022-07-19,88.2699966430664
2022-07-20,89.23999786376953
2022-07-21,87.75
2022-07-22,87.08000183105469
2022-07-25,89.9800033569336
2022-07-26,89.62999725341797
2022-07-27,91.56999969482422
2022-07-28,92.63999938964844
2022-07-29,96.93000030517578
2022-08-01,94.4800033569336
2022-08-02,94.06999969482422
2022-08-03,91.0199966430664
2022-08-04,87.19000244140625
2022-08-05,88.44999694824219
2022-08-08,88.94999694824219
2022-08-09,90.58999633789062
2022-08-10,91.44999694824219
2022-08-11,93.19000244140625
2022-08-12,94.0
2022-08-15,92.31999969482422
2022-08-16,91.45999908447266
2022-08-17,92.19999694824219
2022-08-18,94.37999725341797
2022-08-19,94.08000183105469
2022-08-22,94.01000213623047
2022-08-23,98.0
2022-08-24,98.58000183105469
2022-08-25,99.08999633789062
2022-08-26,97.87000274658203
2022-08-29,100.12000274658203
2022-08-30,96.30999755859375
2022-08-31,95.58999633789062
2022-09-01,93.87000274658203
2022-09-02,95.58999633789062
2022-09-06,94.94999694824219
2022-09-07,94.13999938964844
2022-09-08,94.91000366210938
2022-09-09,96.5
2022-09-12,97.61000061035156
2022-09-13,95.33000183105469
2022-09-14,97.66999816894531
2022-09-15,94.83000183105469
2022-09-16,93.20999908447266
2022-09-19,93.19999694824219
2022-09-20,92.44000244140625
2022-09-21,90.94999694824219
2022-09-22,90.56999969482422
2022-09-23,85.75
2022-09-26,83.9800033569336
2022-09-27,85.73999786376953
2022-09-28,88.86000061035156
2022-09-29,88.68000030517578
2022-09-30,87.30999755859375
2022-10-03,91.91999816894531
2022-10-04,95.2699966430664
2022-10-05,99.12000274658203
2022-10-06,102.05999755859375
2022-10-07,101.02999877929688
2022-10-10,98.83999633789062
2022-10-11,98.0
2022-10-12,98.43000030517578
2022-10-13,101.87000274658203
2022-10-14,99.19000244140625
2022-10-17,100.62000274658203
2022-10-18,100.80000305175781
2022-10-19,103.79000091552734
2022-10-20,103.93000030517578
2022-10-21,105.86000061035156
2022-10-24,106.5999984741211
2022-10-25,105.87999725341797
2022-10-26,107.13999938964844
2022-10-27,107.55000305175781
2022-10-28,110.69999694824219
2022-10-31,110.80999755859375
2022-11-01,111.91000366210938
2022-11-02,109.61000061035156
2022-11-03,111.0999984741211
2022-11-04,112.30999755859375
2022-11-07,113.63999938964844
2022-11-08,114.0
2022-11-09,108.9000015258789
2022-11-10,110.5
2022-11-11,113.94999694824219
2022-11-14,113.37000274658203
2022-11-15,114.12999725341797
2022-11-16,112.91000366210938
2022-11-17,113.05999755859375
2022-11-18,112.08000183105469
2022-11-21,110.97000122070312
2022-11-22,114.18000030517578
2022-11-23,113.61000061035156
2022-11-25,113.20999908447266
2022-11-28,109.80999755859375
2022-11-29,110.54000091552734
2022-11-30,111.33999633789062
2022-12-01,110.80000305175781
2022-12-02,109.86000061035156
2022-12-05,106.8499984741211
2022-12-06,103.87999725341797
2022-12-07,103.6500015258789
2022-12-08,104.41999816894531
2022-12-09,103.54000091552734
2022-12-12,106.08999633789062
2022-12-13,107.25
2022-12-14,106.45999908447266
2022-12-15,105.44000244140625
2022-12-16,104.69999694824219
2022-12-19,105.16999816894531
2022-12-20,106.69000244140625
2022-12-21,108.05999755859375
2022-12-22,105.87999725341797
2022-12-23,108.68000030517578
2022-12-27,110.19000244140625
2022-12-28,108.37999725341797
2022-12-29,109.19999694824219
2022-12-30,110.30000305175781
2023-01-03,106.51000213623047
2023-01-04,106.81999969482422
2023-01-05,109.20999908447266
2023-01-06,110.52999877929688
2023-01-09,108.47000122070312
2023-01-10,110.08999633789062
2023-01-11,111.37000274658203
2023-01-12,113.22000122070312
2023-01-13,113.1500015258789
2023-01-17,112.93000030517578
2023-01-18,110.61000061035156
2023-01-19,111.31999969482422
2023-01-20,113.3499984741211
2023-01-23,112.76000213623047
2023-01-24,113.80999755859375
2023-01-25,113.20999908447266
2023-01-26,117.76000213623047
2023-01-27,115.61000061035156
2023-01-30,113.55999755859375
2023-01-31,116.01000213623047
2023-02-01,114.73999786376953
2023-02-02,111.1500015258789
2023-02-03,111.91999816894531
2023-02-06,111.7300033569336
2023-02-07,114.91999816894531
2023-02-08,113.91999816894531
2023-02-09,114.3499984741211
2023-02-10,119.16999816894531
2023-02-13,117.80000305175781
2023-02-14,116.41999816894531
2023-02-15,116.06999969482422
2023-02-16,115.7300033569336
2023-02-17,111.27999877929688
2023-02-21,111.16999816894531
2023-02-22,109.7300033569336
2023-02-23,110.73999786376953
2023-02-24,110.75
2023-02-27,110.55000305175781
2023-02-28,109.91000366210938
2023-03-01,110.88999938964844
2023-03-02,111.4000015258789
2023-03-03,112.80999755859375
2023-03-06,113.80999755859375
2023-03-07,111.61000061035156
2023-03-08,109.9800033569336
2023-03-09,109.12999725341797
2023-03-10,107.77999877929688
2023-03-13,106.54000091552734
2023-03-14,106.94000244140625
2023-03-15,101.62000274658203
2023-03-16,101.02999877929688
2023-03-17,99.83999633789062
2023-03-20,102.44999694824219
2023-03-21,107.04000091552734
2023-03-22,104.58999633789062
2023-03-23,103.41000366210938
2023-03-24,103.52999877929688
2023-03-27,105.80000305175781
2023-03-28,107.12000274658203
2023-03-29,108.95999908447266
2023-03-30,109.48999786376953
2023-03-31,109.66000366210938
2023-04-03,116.12999725341797
2023-04-04,115.0199966430664
2023-04-05,116.98999786376953
2023-04-06,115.05000305175781
2023-04-10,114.54000091552734
2023-04-11,115.3499984741211
2023-04-12,115.2300033569336
2023-04-13,115.7699966430664
2023-04-14,116.05000305175781
2023-04-17,114.69999694824219
2023-04-18,116.94000244140625
2023-04-19,116.56999969482422
2023-04-20,115.63999938964844
2023-04-21,116.01000213623047
2023-04-24,118.19999694824219
2023-04-25,116.5199966430664
2023-04-26,115.44999694824219
2023-04-27,116.83000183105469
2023-04-28,118.33999633789062
2023-05-01,114.66999816894531
2023-05-02,110.0999984741211
2023-05-03,107.93000030517578
2023-05-04,106.04000091552734
2023-05-05,108.68000030517578
2023-05-08,109.11000061035156
2023-05-09,109.13999938964844
2023-05-10,107.73999786376953
2023-05-11,105.79000091552734
2023-05-12,105.77999877929688
2023-05-15,105.06999969482422
2023-05-16,102.5199966430664
2023-05-17,104.81999969482422
2023-05-18,105.7699966430664
2023-05-19,106.26000213623047
2023-05-22,104.97000122070312
2023-05-23,106.4000015258789
2023-05-24,107.58999633789062
2023-05-25,105.66000366210938
2023-05-26,104.97000122070312
2023-05-30,104.04000091552734
2023-05-31,102.18000030517578
2023-06-01,103.36000061035156
2023-06-02,105.76000213623047
2023-06-05,105.29000091552734
2023-06-06,106.1500015258789
2023-06-07,108.52999877929688
2023-06-08,108.19000244140625
2023-06-09,107.38999938964844
2023-06-12,106.41999816894531
2023-06-13,106.44000244140625
2023-06-14,105.16000366210938
2023-06-15,105.88999938964844
