Date,PAYC
2023-01-06,286.6499938964844
2023-01-09,292.5899963378906
2023-01-10,298.3399963378906
2023-01-11,304.25
2023-01-12,304.2799987792969
2023-01-13,304.4599914550781
2023-01-17,310.29998779296875
2023-01-18,311.7699890136719
2023-01-19,304.79998779296875
2023-01-20,313.4599914550781
2023-01-23,322.07000732421875
2023-01-24,319.9200134277344
2023-01-25,314.6000061035156
2023-01-26,321.4599914550781
2023-01-27,322.239990234375
2023-01-30,315.760009765625
2023-01-31,323.94000244140625
2023-02-01,340.7699890136719
2023-02-02,352.4100036621094
2023-02-03,337.44000244140625
2023-02-06,329.69000244140625
2023-02-07,344.5199890136719
2023-02-08,321.2099914550781
2023-02-09,322.4800109863281
2023-02-10,317.0899963378906
2023-02-13,322.75
2023-02-14,324.69000244140625
2023-02-15,320.0
2023-02-16,307.45001220703125
2023-02-17,303.8900146484375
2023-02-21,296.510009765625
2023-02-22,298.94000244140625
2023-02-23,299.92999267578125
2023-02-24,293.4200134277344
2023-02-27,294.1199951171875
2023-02-28,289.05999755859375
2023-03-01,284.510009765625
2023-03-02,287.3399963378906
2023-03-03,291.5400085449219
2023-03-06,292.7300109863281
2023-03-07,287.3999938964844
2023-03-08,288.8299865722656
2023-03-09,285.75
2023-03-10,273.2799987792969
2023-03-13,274.5400085449219
2023-03-14,280.510009765625
2023-03-15,277.8800048828125
2023-03-16,280.05999755859375
2023-03-17,276.94000244140625
2023-03-20,270.3699951171875
2023-03-21,277.3500061035156
2023-03-22,266.8500061035156
2023-03-23,272.32000732421875
2023-03-24,271.55999755859375
2023-03-27,272.4800109863281
2023-03-28,273.0299987792969
2023-03-29,285.8699951171875
2023-03-30,296.2900085449219
2023-03-31,304.010009765625
2023-04-03,298.6199951171875
2023-04-04,292.7799987792969
2023-04-05,285.6000061035156
2023-04-06,289.45001220703125
2023-04-10,294.3800048828125
2023-04-11,295.9100036621094
2023-04-12,294.2099914550781
2023-04-13,302.92999267578125
2023-04-14,303.1499938964844
2023-04-17,307.25
2023-04-18,305.260009765625
2023-04-19,304.9599914550781
2023-04-20,299.82000732421875
2023-04-21,300.54998779296875
2023-04-24,298.5400085449219
2023-04-25,288.7099914550781
2023-04-26,285.70001220703125
2023-04-27,288.8999938964844
2023-04-28,290.3699951171875
2023-05-01,297.54998779296875
2023-05-02,288.75
2023-05-03,293.70001220703125
2023-05-04,279.989990234375
2023-05-05,272.6300048828125
2023-05-08,274.3800048828125
2023-05-09,268.739990234375
2023-05-10,273.17999267578125
2023-05-11,265.30999755859375
2023-05-12,268.510009765625
2023-05-15,271.7200012207031
2023-05-16,265.2900085449219
2023-05-17,272.80999755859375
2023-05-18,282.25
2023-05-19,285.3599853515625
2023-05-22,289.20001220703125
2023-05-23,283.9700012207031
2023-05-24,280.8399963378906
2023-05-25,279.0199890136719
2023-05-26,280.95001220703125
2023-05-30,279.82000732421875
2023-05-31,280.1300048828125
2023-06-01,281.1099853515625
2023-06-02,293.32000732421875
2023-06-05,305.92999267578125
2023-06-06,307.44000244140625
2023-06-07,302.95001220703125
2023-06-08,305.010009765625
2023-06-09,304.70001220703125
2023-06-12,312.57000732421875
2023-06-13,322.739990234375
2023-06-14,319.9100036621094
2023-06-15,323.95001220703125
2023-06-16,319.9200134277344
2023-06-20,322.4599914550781
2023-06-21,312.44000244140625
2023-06-22,306.75
2023-06-23,306.20001220703125
2023-06-26,310.79998779296875
2023-06-27,313.9700012207031
2023-06-28,312.2300109863281
2023-06-29,313.67999267578125
2023-06-30,321.239990234375
2023-07-03,319.6199951171875
2023-07-05,317.8900146484375
2023-07-06,323.8800048828125
2023-07-07,324.510009765625
2023-07-10,334.8699951171875
2023-07-11,338.80999755859375
2023-07-12,340.8999938964844
2023-07-13,349.6499938964844
2023-07-14,355.010009765625
2023-07-17,358.989990234375
2023-07-18,363.75
2023-07-19,365.4700012207031
2023-07-20,357.6099853515625
2023-07-21,350.17999267578125
2023-07-24,350.9800109863281
2023-07-25,353.82000732421875
2023-07-26,358.0
2023-07-27,361.0899963378906
2023-07-28,368.4599914550781
2023-07-31,368.760009765625
2023-08-01,370.7799987792969
2023-08-02,299.6199951171875
2023-08-03,296.95001220703125
2023-08-04,290.4200134277344
2023-08-07,293.1099853515625
2023-08-08,291.55999755859375
2023-08-09,286.8800048828125
2023-08-10,291.510009765625
2023-08-11,292.0
2023-08-14,294.25
2023-08-15,291.9599914550781
2023-08-16,290.80999755859375
2023-08-17,280.3999938964844
2023-08-18,281.32000732421875
2023-08-21,283.6499938964844
2023-08-22,286.8599853515625
2023-08-23,289.8699951171875
2023-08-24,284.5799865722656
2023-08-25,286.3900146484375
2023-08-28,287.6499938964844
2023-08-29,293.0400085449219
2023-08-30,293.6600036621094
2023-08-31,294.8399963378906
2023-09-01,295.7900085449219
2023-09-05,294.1199951171875
2023-09-06,293.1400146484375
2023-09-07,288.6000061035156
2023-09-08,284.30999755859375
2023-09-11,285.95001220703125
2023-09-12,284.1400146484375
2023-09-13,279.3999938964844
2023-09-14,280.3399963378906
2023-09-15,277.9200134277344
2023-09-18,276.1000061035156
2023-09-19,276.9100036621094
2023-09-20,268.4800109863281
2023-09-21,261.69000244140625
2023-09-22,257.1600036621094
2023-09-25,258.32000732421875
2023-09-26,253.60000610351562
2023-09-27,257.0799865722656
2023-09-28,257.4599914550781
2023-09-29,259.2699890136719
2023-10-02,260.0400085449219
2023-10-03,261.5400085449219
2023-10-04,261.1700134277344
2023-10-05,262.6000061035156
2023-10-06,270.2799987792969
2023-10-09,275.69000244140625
2023-10-10,275.0
2023-10-11,278.0899963378906
2023-10-12,268.5400085449219
2023-10-13,264.9700012207031
2023-10-16,270.1300048828125
2023-10-17,275.2300109863281
2023-10-18,268.2300109863281
2023-10-19,265.5
2023-10-20,259.0899963378906
2023-10-23,257.6499938964844
2023-10-24,261.45001220703125
2023-10-25,248.0800018310547
2023-10-26,244.94000244140625
2023-10-27,240.33999633789062
2023-10-30,240.05999755859375
2023-10-31,244.97000122070312
2023-11-01,150.69000244140625
2023-11-02,162.66000366210938
2023-11-03,159.02000427246094
2023-11-06,160.88999938964844
2023-11-07,167.83999633789062
2023-11-08,167.52000427246094
2023-11-09,167.75999450683594
2023-11-10,171.16000366210938
2023-11-13,172.0
2023-11-14,176.27999877929688
2023-11-15,177.11000061035156
2023-11-16,173.64999389648438
2023-11-17,177.5
2023-11-20,182.44000244140625
2023-11-21,178.1199951171875
2023-11-22,177.5
2023-11-24,178.49000549316406
2023-11-27,176.11000061035156
2023-11-28,178.25999450683594
2023-11-29,181.2899932861328
2023-11-30,181.66000366210938
2023-12-01,185.75
2023-12-04,186.1999969482422
2023-12-05,182.1199951171875
2023-12-06,185.50999450683594
2023-12-07,185.25999450683594
2023-12-08,186.57000732421875
2023-12-11,189.22999572753906
2023-12-12,189.44000244140625
2023-12-13,198.14999389648438
2023-12-14,203.7100067138672
2023-12-15,202.77000427246094
2023-12-18,203.6199951171875
2023-12-19,207.97999572753906
2023-12-20,204.02999877929688
2023-12-21,206.60000610351562
2023-12-22,205.60000610351562
2023-12-26,206.32000732421875
2023-12-27,205.69000244140625
2023-12-28,207.55999755859375
2023-12-29,206.72000122070312
2024-01-02,204.60000610351562
2024-01-03,194.4499969482422
2024-01-04,196.5
2024-01-05,197.14999389648438
2024-01-08,204.13999938964844
2024-01-09,203.02000427246094
2024-01-10,202.0
2024-01-11,200.2899932861328
2024-01-12,197.57000732421875
2024-01-16,194.74000549316406
2024-01-17,192.19000244140625
2024-01-18,195.63999938964844
2024-01-19,193.58999633789062
2024-01-22,195.2100067138672
2024-01-23,197.25
2024-01-24,193.4199981689453
2024-01-25,192.77999877929688
2024-01-26,193.80999755859375
2024-01-29,195.9199981689453
2024-01-30,195.52000427246094
2024-01-31,190.24000549316406
2024-02-01,192.72000122070312
2024-02-02,194.99000549316406
2024-02-05,194.22999572753906
2024-02-06,197.66000366210938
2024-02-07,199.02999877929688
2024-02-08,195.75
2024-02-09,190.0
2024-02-12,191.6999969482422
2024-02-13,186.97000122070312
2024-02-14,189.25
2024-02-15,194.3800048828125
2024-02-16,190.82000732421875
2024-02-20,190.0500030517578
2024-02-21,182.02000427246094
2024-02-22,181.7100067138672
2024-02-23,184.6699981689453
2024-02-26,180.0800018310547
2024-02-27,183.10000610351562
2024-02-28,183.60000610351562
2024-02-29,182.38999938964844
2024-03-01,184.75
2024-03-04,178.0500030517578
2024-03-05,173.88999938964844
2024-03-06,175.8800048828125
2024-03-07,181.67999267578125
2024-03-08,181.22000122070312
2024-03-11,184.5
2024-03-12,186.83999633789062
2024-03-13,188.25
2024-03-14,189.8000030517578
2024-03-15,189.6999969482422
2024-03-18,191.61000061035156
2024-03-19,189.5800018310547
2024-03-20,191.33999633789062
2024-03-21,193.52999877929688
2024-03-22,192.47000122070312
2024-03-25,191.25999450683594
2024-03-26,190.60000610351562
2024-03-27,197.22000122070312
2024-03-28,199.00999450683594
2024-04-01,198.27999877929688
2024-04-02,197.6699981689453
2024-04-03,198.80999755859375
2024-04-04,197.75
2024-04-05,198.2899932861328
2024-04-08,201.86000061035156
2024-04-09,207.82000732421875
2024-04-10,203.30999755859375
2024-04-11,204.52000427246094
2024-04-12,198.0
2024-04-15,192.72999572753906
2024-04-16,190.14999389648438
2024-04-17,186.86000061035156
2024-04-18,184.8699951171875
2024-04-19,183.25
2024-04-22,186.7100067138672
2024-04-23,188.08999633789062
2024-04-24,187.91000366210938
2024-04-25,186.5800018310547
2024-04-26,188.88999938964844
2024-04-29,193.19000244140625
2024-04-30,187.97999572753906
2024-05-01,186.24000549316406
2024-05-02,166.72000122070312
2024-05-03,171.2899932861328
2024-05-06,174.44000244140625
2024-05-07,176.47000122070312
2024-05-08,172.27999877929688
2024-05-09,173.5800018310547
2024-05-10,173.38999938964844
2024-05-13,174.0800018310547
2024-05-14,174.50999450683594
2024-05-15,177.4499969482422
2024-05-16,181.07000732421875
2024-05-17,182.27999877929688
2024-05-20,180.2899932861328
2024-05-21,179.6699981689453
2024-05-22,180.6699981689453
2024-05-23,174.44000244140625
2024-05-24,170.67999267578125
2024-05-28,166.7899932861328
2024-05-29,163.58999633789062
2024-05-30,158.9499969482422
2024-05-31,145.32000732421875
2024-06-03,145.14999389648438
2024-06-04,146.6300048828125
2024-06-05,144.32000732421875
2024-06-06,145.25
2024-06-07,145.3300018310547
2024-06-10,146.3000030517578
2024-06-11,143.38999938964844
2024-06-12,144.16000366210938
2024-06-13,140.99000549316406
2024-06-14,142.77999877929688
2024-06-17,142.88999938964844
2024-06-18,141.4600067138672
2024-06-20,145.67999267578125
2024-06-21,147.39999389648438
2024-06-24,145.0
2024-06-25,141.5399932861328
2024-06-26,141.0
2024-06-27,141.77999877929688
2024-06-28,143.0399932861328
2024-07-01,142.3000030517578
2024-07-02,142.1699981689453
2024-07-03,143.11000061035156
2024-07-05,141.9600067138672
2024-07-08,140.35000610351562
2024-07-09,140.16000366210938
2024-07-10,140.27999877929688
2024-07-11,144.47999572753906
2024-07-12,148.42999267578125
2024-07-15,156.11000061035156
2024-07-16,161.02999877929688
2024-07-17,160.67999267578125
2024-07-18,154.7899932861328
2024-07-19,158.10000610351562
2024-07-22,159.99000549316406
2024-07-23,165.4199981689453
2024-07-24,158.5800018310547
2024-07-25,162.88999938964844
2024-07-26,164.02999877929688
2024-07-29,164.22999572753906
2024-07-30,165.47000122070312
2024-07-31,166.7899932861328
2024-08-01,167.3800048828125
2024-08-02,164.30999755859375
2024-08-05,158.07000732421875
2024-08-06,158.39999389648438
2024-08-07,152.74000549316406
2024-08-08,159.2899932861328
2024-08-09,158.0399932861328
2024-08-12,153.7100067138672
2024-08-13,156.64999389648438
2024-08-14,155.1699981689453
2024-08-15,159.69000244140625
2024-08-16,160.0
2024-08-19,158.89999389648438
2024-08-20,158.5500030517578
2024-08-21,160.8000030517578
2024-08-22,160.13999938964844
2024-08-23,163.22999572753906
2024-08-26,164.61000061035156
2024-08-27,163.10000610351562
2024-08-28,163.0399932861328
2024-08-29,163.5500030517578
2024-08-30,162.77999877929688
2024-09-03,161.2899932861328
2024-09-04,160.0
2024-09-05,156.22000122070312
2024-09-06,154.91000366210938
2024-09-09,163.82000732421875
2024-09-10,167.6199951171875
2024-09-11,168.5
2024-09-12,167.5500030517578
2024-09-13,169.3800048828125
2024-09-16,169.08999633789062
2024-09-17,169.0399932861328
2024-09-18,170.94000244140625
2024-09-19,172.92999267578125
2024-09-20,170.24000549316406
2024-09-23,172.5800018310547
2024-09-24,173.72000122070312
2024-09-25,167.83999633789062
2024-09-26,167.4600067138672
2024-09-27,167.8000030517578
2024-09-30,166.57000732421875
2024-10-01,166.30999755859375
2024-10-02,166.72999572753906
2024-10-03,166.55999755859375
2024-10-04,167.97000122070312
2024-10-07,163.61000061035156
2024-10-08,159.94000244140625
2024-10-09,163.60000610351562
2024-10-10,163.97999572753906
2024-10-11,162.5
2024-10-14,164.67999267578125
2024-10-15,164.92999267578125
2024-10-16,163.57000732421875
2024-10-17,165.25
2024-10-18,165.88999938964844
2024-10-21,167.82000732421875
2024-10-22,166.39999389648438
2024-10-23,164.38999938964844
2024-10-24,165.17999267578125
2024-10-25,164.6300048828125
2024-10-28,167.35000610351562
2024-10-29,167.5399932861328
2024-10-30,172.25
2024-10-31,209.02999877929688
2024-11-01,210.64999389648438
2024-11-04,211.4600067138672
2024-11-05,218.5399932861328
2024-11-06,231.08999633789062
2024-11-07,227.19000244140625
2024-11-08,228.75
2024-11-11,227.6999969482422
2024-11-12,228.88999938964844
2024-11-13,227.8000030517578
2024-11-14,224.6699981689453
2024-11-15,219.8800048828125
2024-11-18,218.89999389648438
2024-11-19,216.9199981689453
2024-11-20,219.77999877929688
2024-11-21,227.02000427246094
