Date,CF
2022-02-28,81.19000244140625
2022-03-01,82.3499984741211
2022-03-02,84.69000244140625
2022-03-03,87.0999984741211
2022-03-04,91.25
2022-03-07,95.69000244140625
2022-03-08,93.27999877929688
2022-03-09,92.33999633789062
2022-03-10,97.25
2022-03-11,96.05000305175781
2022-03-14,94.93000030517578
2022-03-15,94.86000061035156
2022-03-16,88.16000366210938
2022-03-17,92.20999908447266
2022-03-18,95.25
2022-03-21,101.30999755859375
2022-03-22,100.0
2022-03-23,103.58999633789062
2022-03-24,106.4000015258789
2022-03-25,109.5199966430664
2022-03-28,105.12000274658203
2022-03-29,99.77999877929688
2022-03-30,101.01000213623047
2022-03-31,103.05999755859375
2022-04-01,99.79000091552734
2022-04-04,101.73999786376953
2022-04-05,102.7699966430664
2022-04-06,102.38999938964844
2022-04-07,105.20999908447266
2022-04-08,108.20999908447266
2022-04-11,107.05000305175781
2022-04-12,109.81999969482422
2022-04-13,109.01000213623047
2022-04-14,108.41000366210938
2022-04-18,110.02999877929688
2022-04-19,107.0
2022-04-20,106.13999938964844
2022-04-21,99.36000061035156
2022-04-22,96.94000244140625
2022-04-25,94.44999694824219
2022-04-26,95.0
2022-04-27,97.11000061035156
2022-04-28,98.54000091552734
2022-04-29,96.83000183105469
2022-05-02,96.44000244140625
2022-05-03,100.66000366210938
2022-05-04,102.02999877929688
2022-05-05,100.29000091552734
2022-05-06,99.81999969482422
2022-05-09,90.87999725341797
2022-05-10,93.3499984741211
2022-05-11,95.58999633789062
2022-05-12,98.62999725341797
2022-05-13,103.86000061035156
2022-05-16,107.01000213623047
2022-05-17,108.44999694824219
2022-05-18,101.61000061035156
2022-05-19,100.3499984741211
2022-05-20,95.79000091552734
2022-05-23,101.08999633789062
2022-05-24,100.12000274658203
2022-05-25,100.56999969482422
2022-05-26,96.70999908447266
2022-05-27,95.72000122070312
2022-05-31,98.7699966430664
2022-06-01,95.51000213623047
2022-06-02,97.51000213623047
2022-06-03,95.86000061035156
2022-06-06,94.30999755859375
2022-06-07,92.4000015258789
2022-06-08,89.83999633789062
2022-06-09,88.88999938964844
2022-06-10,87.72000122070312
2022-06-13,86.38999938964844
2022-06-14,93.25
2022-06-15,92.06999969482422
2022-06-16,90.61000061035156
2022-06-17,86.93000030517578
2022-06-21,90.7300033569336
2022-06-22,88.58000183105469
2022-06-23,80.5999984741211
2022-06-24,83.31999969482422
2022-06-27,86.81999969482422
2022-06-28,87.81999969482422
2022-06-29,86.37000274658203
2022-06-30,85.7300033569336
2022-07-01,85.27999877929688
2022-07-05,83.55000305175781
2022-07-06,83.58999633789062
2022-07-07,84.62999725341797
2022-07-08,86.0
2022-07-11,86.33999633789062
2022-07-12,85.41000366210938
2022-07-13,85.54000091552734
2022-07-14,80.6500015258789
2022-07-15,84.55000305175781
2022-07-18,83.62999725341797
2022-07-19,86.91000366210938
2022-07-20,85.58999633789062
2022-07-21,85.30999755859375
2022-07-22,84.80999755859375
2022-07-25,90.27999877929688
2022-07-26,90.4000015258789
2022-07-27,94.62999725341797
2022-07-28,93.94999694824219
2022-07-29,95.48999786376953
2022-08-01,94.44000244140625
2022-08-02,98.16999816894531
2022-08-03,96.91999816894531
2022-08-04,99.05000305175781
2022-08-05,100.05000305175781
2022-08-08,99.44000244140625
2022-08-09,102.5999984741211
2022-08-10,102.30999755859375
2022-08-11,102.37000274658203
2022-08-12,104.5199966430664
2022-08-15,102.62999725341797
2022-08-16,103.2300033569336
2022-08-17,103.5999984741211
2022-08-18,102.37000274658203
2022-08-19,103.5
2022-08-22,105.63999938964844
2022-08-23,109.05000305175781
2022-08-24,112.5
2022-08-25,117.4000015258789
2022-08-26,118.3499984741211
2022-08-29,113.33999633789062
2022-08-30,106.0
2022-08-31,103.45999908447266
2022-09-01,102.41999816894531
2022-09-02,106.86000061035156
2022-09-06,102.91999816894531
2022-09-07,102.33000183105469
2022-09-08,102.45999908447266
2022-09-09,103.68000030517578
2022-09-12,99.4800033569336
2022-09-13,100.1500015258789
2022-09-14,103.08999633789062
2022-09-15,101.12000274658203
2022-09-16,98.58999633789062
2022-09-19,103.47000122070312
2022-09-20,104.30999755859375
2022-09-21,101.69999694824219
2022-09-22,101.52999877929688
2022-09-23,93.79000091552734
2022-09-26,90.36000061035156
2022-09-27,95.87000274658203
2022-09-28,100.20999908447266
2022-09-29,97.05999755859375
2022-09-30,96.25
2022-10-03,100.30000305175781
2022-10-04,105.05999755859375
2022-10-05,102.55000305175781
2022-10-06,105.7300033569336
2022-10-07,104.80000305175781
2022-10-10,106.52999877929688
2022-10-11,102.83000183105469
2022-10-12,102.55000305175781
2022-10-13,107.02999877929688
2022-10-14,98.04000091552734
2022-10-17,98.87999725341797
2022-10-18,100.23999786376953
2022-10-19,100.66000366210938
2022-10-20,104.41999816894531
2022-10-21,107.37000274658203
2022-10-24,104.12999725341797
2022-10-25,107.69999694824219
2022-10-26,105.33000183105469
2022-10-27,106.94999694824219
2022-10-28,105.68000030517578
2022-10-31,106.26000213623047
2022-11-01,107.80000305175781
2022-11-02,103.16999816894531
2022-11-03,105.23999786376953
2022-11-04,105.37999725341797
2022-11-07,104.30999755859375
2022-11-08,108.6500015258789
2022-11-09,104.66000366210938
2022-11-10,108.48999786376953
2022-11-11,102.81999969482422
2022-11-14,107.76000213623047
2022-11-15,106.91000366210938
2022-11-16,102.69999694824219
2022-11-17,102.16000366210938
2022-11-18,101.33999633789062
2022-11-21,102.7699966430664
2022-11-22,109.68000030517578
2022-11-23,106.30999755859375
2022-11-25,108.62000274658203
2022-11-28,104.4000015258789
2022-11-29,106.4000015258789
2022-11-30,108.19000244140625
2022-12-01,103.63999938964844
2022-12-02,104.38999938964844
2022-12-05,103.4800033569336
2022-12-06,101.5
2022-12-07,100.5199966430664
2022-12-08,100.13999938964844
2022-12-09,98.69999694824219
2022-12-12,98.70999908447266
2022-12-13,97.80999755859375
2022-12-14,93.0
2022-12-15,94.55000305175781
2022-12-16,95.06999969482422
2022-12-19,92.72000122070312
2022-12-20,93.55000305175781
2022-12-21,93.52999877929688
2022-12-22,89.9000015258789
2022-12-23,90.73999786376953
2022-12-27,87.5999984741211
2022-12-28,86.33999633789062
2022-12-29,85.51000213623047
2022-12-30,85.19999694824219
2023-01-03,81.94999694824219
2023-01-04,82.41000366210938
2023-01-05,83.77999877929688
2023-01-06,84.41000366210938
2023-01-09,86.0
2023-01-10,83.0
2023-01-11,84.05000305175781
2023-01-12,86.30999755859375
2023-01-13,86.91000366210938
2023-01-17,86.0
2023-01-18,84.62999725341797
2023-01-19,85.38999938964844
2023-01-20,86.4800033569336
2023-01-23,85.5199966430664
2023-01-24,84.94000244140625
2023-01-25,83.76000213623047
2023-01-26,85.0999984741211
2023-01-27,83.08000183105469
2023-01-30,82.69999694824219
2023-01-31,84.69999694824219
2023-02-01,85.27999877929688
2023-02-02,85.02999877929688
2023-02-03,85.93000030517578
2023-02-06,85.98999786376953
2023-02-07,84.25
2023-02-08,84.12000274658203
2023-02-09,86.80000305175781
2023-02-10,90.48999786376953
2023-02-13,86.8499984741211
2023-02-14,85.52999877929688
2023-02-15,85.01000213623047
2023-02-16,85.30999755859375
2023-02-17,82.3499984741211
2023-02-21,83.4800033569336
2023-02-22,85.4000015258789
2023-02-23,86.27999877929688
2023-02-24,85.58999633789062
2023-02-27,85.29000091552734
2023-02-28,85.88999938964844
2023-03-01,85.1500015258789
2023-03-02,86.87999725341797
2023-03-03,86.16000366210938
2023-03-06,86.01000213623047
2023-03-07,83.19000244140625
2023-03-08,84.2699966430664
2023-03-09,81.11000061035156
2023-03-10,78.47000122070312
2023-03-13,75.23999786376953
2023-03-14,74.61000061035156
2023-03-15,72.4800033569336
2023-03-16,73.05999755859375
2023-03-17,70.93000030517578
2023-03-20,72.56999969482422
2023-03-21,74.69000244140625
2023-03-22,71.19000244140625
2023-03-23,70.0
2023-03-24,69.30000305175781
2023-03-27,69.86000061035156
2023-03-28,70.2699966430664
2023-03-29,72.30000305175781
2023-03-30,71.87999725341797
2023-03-31,72.48999786376953
2023-04-03,73.66999816894531
2023-04-04,72.87000274658203
2023-04-05,73.16000366210938
2023-04-06,71.45999908447266
2023-04-10,73.70999908447266
2023-04-11,77.55999755859375
2023-04-12,77.05999755859375
2023-04-13,77.04000091552734
2023-04-14,77.08000183105469
2023-04-17,78.01000213623047
2023-04-18,75.05999755859375
2023-04-19,74.4000015258789
2023-04-20,74.45999908447266
2023-04-21,74.44000244140625
2023-04-24,74.5999984741211
2023-04-25,72.33000183105469
2023-04-26,71.5199966430664
2023-04-27,70.11000061035156
2023-04-28,71.58000183105469
2023-05-01,71.94999694824219
2023-05-02,74.05999755859375
2023-05-03,73.8499984741211
2023-05-04,70.06999969482422
2023-05-05,69.63999938964844
2023-05-08,67.58000183105469
2023-05-09,67.79000091552734
2023-05-10,67.79000091552734
2023-05-11,67.18000030517578
2023-05-12,66.52999877929688
2023-05-15,67.29000091552734
2023-05-16,64.93000030517578
2023-05-17,64.12000274658203
2023-05-18,65.70999908447266
2023-05-19,66.22000122070312
2023-05-22,67.04000091552734
2023-05-23,67.48999786376953
2023-05-24,65.76000213623047
2023-05-25,63.86000061035156
2023-05-26,62.849998474121094
2023-05-30,62.0099983215332
2023-05-31,61.5099983215332
2023-06-01,60.2400016784668
2023-06-02,62.90999984741211
2023-06-05,63.86000061035156
2023-06-06,66.70999908447266
2023-06-07,68.41999816894531
2023-06-08,67.36000061035156
2023-06-09,67.97000122070312
2023-06-12,68.11000061035156
2023-06-13,69.44999694824219
2023-06-14,67.80000305175781
2023-06-15,70.08000183105469
2023-06-16,71.2699966430664
2023-06-20,71.75
2023-06-21,72.91000366210938
2023-06-22,71.2300033569336
2023-06-23,70.55999755859375
2023-06-26,70.0199966430664
2023-06-27,70.06999969482422
2023-06-28,68.25
2023-06-29,70.31999969482422
2023-06-30,69.41999816894531
2023-07-03,70.43000030517578
2023-07-05,70.12000274658203
2023-07-06,69.20999908447266
2023-07-07,71.8499984741211
2023-07-10,70.0999984741211
2023-07-11,72.81999969482422
2023-07-12,72.22000122070312
2023-07-13,73.94999694824219
2023-07-14,73.73999786376953
2023-07-17,73.93000030517578
2023-07-18,76.3499984741211
2023-07-19,78.27999877929688
2023-07-20,79.0199966430664
2023-07-21,79.04000091552734
2023-07-24,80.55000305175781
2023-07-25,81.08000183105469
2023-07-26,81.6500015258789
2023-07-27,81.4800033569336
2023-07-28,81.2300033569336
2023-07-31,82.08000183105469
2023-08-01,81.27999877929688
2023-08-02,80.6500015258789
2023-08-03,81.2300033569336
2023-08-04,81.23999786376953
2023-08-07,80.48999786376953
2023-08-08,79.26000213623047
2023-08-09,82.76000213623047
2023-08-10,79.95999908447266
2023-08-11,79.88999938964844
2023-08-14,78.05999755859375
2023-08-15,77.1500015258789
2023-08-16,76.73999786376953
2023-08-17,77.8499984741211
2023-08-18,79.05000305175781
2023-08-21,79.12999725341797
2023-08-22,76.75
2023-08-23,74.4000015258789
2023-08-24,73.55999755859375
2023-08-25,73.58000183105469
2023-08-28,75.33000183105469
2023-08-29,76.45999908447266
2023-08-30,76.7699966430664
2023-08-31,77.06999969482422
2023-09-01,79.20999908447266
2023-09-05,82.55999755859375
2023-09-06,81.02999877929688
2023-09-07,80.8499984741211
2023-09-08,83.73999786376953
2023-09-11,81.81999969482422
2023-09-12,81.68000030517578
2023-09-13,80.87000274658203
2023-09-14,83.95999908447266
2023-09-15,82.0999984741211
2023-09-18,81.26000213623047
2023-09-19,82.9000015258789
2023-09-20,83.6500015258789
2023-09-21,83.52999877929688
2023-09-22,84.20999908447266
2023-09-25,85.94000244140625
2023-09-26,85.12999725341797
2023-09-27,83.44999694824219
2023-09-28,85.97000122070312
2023-09-29,85.73999786376953
2023-10-02,83.70999908447266
2023-10-03,82.29000091552734
2023-10-04,82.0199966430664
2023-10-05,81.05000305175781
2023-10-06,80.91000366210938
2023-10-09,86.02999877929688
2023-10-10,85.41000366210938
2023-10-11,84.0
2023-10-12,85.04000091552734
2023-10-13,84.55000305175781
2023-10-16,84.31999969482422
2023-10-17,86.55000305175781
2023-10-18,84.73999786376953
2023-10-19,85.68000030517578
2023-10-20,82.9800033569336
2023-10-23,80.2699966430664
2023-10-24,80.36000061035156
2023-10-25,80.87999725341797
2023-10-26,80.2699966430664
2023-10-27,79.87999725341797
2023-10-30,81.2300033569336
2023-10-31,79.77999877929688
2023-11-01,79.26000213623047
2023-11-02,80.31999969482422
2023-11-03,81.55000305175781
2023-11-06,79.19000244140625
2023-11-07,78.4800033569336
2023-11-08,79.93000030517578
2023-11-09,80.27999877929688
2023-11-10,79.52999877929688
2023-11-13,79.8499984741211
2023-11-14,80.05000305175781
2023-11-15,80.41999816894531
2023-11-16,80.11000061035156
2023-11-17,77.45999908447266
2023-11-20,76.9800033569336
2023-11-21,76.48999786376953
2023-11-22,76.41000366210938
2023-11-24,78.36000061035156
2023-11-27,75.9000015258789
2023-11-28,75.5999984741211
2023-11-29,74.75
2023-11-30,75.1500015258789
2023-12-01,76.30999755859375
2023-12-04,73.86000061035156
2023-12-05,73.22000122070312
2023-12-06,74.30000305175781
2023-12-07,77.52999877929688
2023-12-08,76.55999755859375
2023-12-11,75.4800033569336
2023-12-12,74.16999816894531
2023-12-13,76.2300033569336
2023-12-14,76.87999725341797
2023-12-15,76.23999786376953
2023-12-18,77.19999694824219
2023-12-19,78.30999755859375
2023-12-20,77.7699966430664
2023-12-21,79.83000183105469
2023-12-22,80.44999694824219
2023-12-26,80.6500015258789
2023-12-27,80.51000213623047
2023-12-28,79.66000366210938
2023-12-29,79.5
2024-01-02,81.61000061035156
2024-01-03,82.69999694824219
2024-01-04,81.13999938964844
2024-01-05,81.13999938964844
2024-01-08,79.19000244140625
2024-01-09,78.37999725341797
2024-01-10,78.08000183105469
2024-01-11,78.77999877929688
2024-01-12,77.19000244140625
2024-01-16,76.16999816894531
2024-01-17,75.22000122070312
2024-01-18,75.0199966430664
2024-01-19,74.98999786376953
2024-01-22,74.97000122070312
2024-01-23,76.05999755859375
2024-01-24,76.7699966430664
2024-01-25,76.94999694824219
2024-01-26,77.48999786376953
2024-01-29,77.48999786376953
2024-01-30,77.4000015258789
2024-01-31,75.51000213623047
2024-02-01,76.83999633789062
2024-02-02,76.5199966430664
2024-02-05,76.0999984741211
2024-02-06,76.13999938964844
2024-02-07,76.36000061035156
2024-02-08,76.51000213623047
2024-02-09,78.08000183105469
2024-02-12,78.86000061035156
2024-02-13,77.0199966430664
2024-02-14,77.58000183105469
2024-02-15,76.80000305175781
2024-02-16,77.69999694824219
2024-02-20,77.19000244140625
2024-02-21,77.7699966430664
2024-02-22,79.69999694824219
2024-02-23,80.41000366210938
2024-02-26,80.44000244140625
2024-02-27,79.77999877929688
2024-02-28,79.9000015258789
2024-02-29,80.72000122070312
2024-03-01,82.5
2024-03-04,79.86000061035156
2024-03-05,79.5199966430664
2024-03-06,81.58000183105469
2024-03-07,83.87999725341797
2024-03-08,84.33999633789062
2024-03-11,85.06999969482422
2024-03-12,85.41000366210938
2024-03-13,84.68000030517578
2024-03-14,83.87000274658203
2024-03-15,83.41999816894531
2024-03-18,85.9800033569336
2024-03-19,86.29000091552734
2024-03-20,86.13999938964844
2024-03-21,85.6500015258789
2024-03-22,83.66000366210938
2024-03-25,83.01000213623047
2024-03-26,81.80999755859375
2024-03-27,82.61000061035156
2024-03-28,83.20999908447266
2024-04-01,83.33000183105469
2024-04-02,82.94000244140625
2024-04-03,83.20999908447266
2024-04-04,86.18000030517578
2024-04-05,85.11000061035156
2024-04-08,79.79000091552734
2024-04-09,81.12000274658203
2024-04-10,80.88999938964844
2024-04-11,80.83999633789062
2024-04-12,78.0999984741211
2024-04-15,78.06999969482422
2024-04-16,77.75
2024-04-17,77.80000305175781
2024-04-18,79.58999633789062
2024-04-19,79.47000122070312
2024-04-22,78.80000305175781
2024-04-23,78.54000091552734
2024-04-24,79.25
2024-04-25,79.97000122070312
