Date,INTU
2022-08-15,489.2300109863281
2022-08-16,488.17999267578125
2022-08-17,478.29998779296875
2022-08-18,477.760009765625
2022-08-19,463.95001220703125
2022-08-22,446.1199951171875
2022-08-23,449.55999755859375
2022-08-24,465.7699890136719
2022-08-25,465.8500061035156
2022-08-26,448.4599914550781
2022-08-29,436.79998779296875
2022-08-30,433.20001220703125
2022-08-31,431.7799987792969
2022-09-01,425.5
2022-09-02,420.05999755859375
2022-09-06,418.760009765625
2022-09-07,435.2900085449219
2022-09-08,439.0400085449219
2022-09-09,450.0299987792969
2022-09-12,455.3699951171875
2022-09-13,429.30999755859375
2022-09-14,436.8399963378906
2022-09-15,422.1199951171875
2022-09-16,423.0
2022-09-19,423.69000244140625
2022-09-20,417.82000732421875
2022-09-21,408.67999267578125
2022-09-22,396.7099914550781
2022-09-23,393.9700012207031
2022-09-26,395.79998779296875
2022-09-27,400.7699890136719
2022-09-28,409.2900085449219
2022-09-29,396.80999755859375
2022-09-30,387.32000732421875
2022-10-03,396.79998779296875
2022-10-04,412.010009765625
2022-10-05,413.5799865722656
2022-10-06,411.32000732421875
2022-10-07,392.9599914550781
2022-10-10,387.6400146484375
2022-10-11,383.4800109863281
2022-10-12,388.05999755859375
2022-10-13,395.7799987792969
2022-10-14,380.1099853515625
2022-10-17,403.739990234375
2022-10-18,408.6499938964844
2022-10-19,402.07000732421875
2022-10-20,401.1499938964844
2022-10-21,417.17999267578125
2022-10-24,417.760009765625
2022-10-25,432.0799865722656
2022-10-26,424.3900146484375
2022-10-27,422.0
2022-10-28,431.7900085449219
2022-10-31,427.5
2022-11-01,394.7699890136719
2022-11-02,385.0299987792969
2022-11-03,364.989990234375
2022-11-04,361.19000244140625
2022-11-07,370.1099853515625
2022-11-08,382.57000732421875
2022-11-09,368.54998779296875
2022-11-10,403.239990234375
2022-11-11,408.0400085449219
2022-11-14,397.6600036621094
2022-11-15,407.0199890136719
2022-11-16,393.6600036621094
2022-11-17,381.8800048828125
2022-11-18,380.07000732421875
2022-11-21,375.0
2022-11-22,392.2300109863281
2022-11-23,395.8500061035156
2022-11-25,392.4700012207031
2022-11-28,385.6400146484375
2022-11-29,379.7099914550781
2022-11-30,407.5899963378906
2022-12-01,416.07000732421875
2022-12-02,407.9200134277344
2022-12-05,395.1400146484375
2022-12-06,389.7799987792969
2022-12-07,388.6499938964844
2022-12-08,405.3599853515625
2022-12-09,399.8299865722656
2022-12-12,410.7799987792969
2022-12-13,428.3900146484375
2022-12-14,418.9200134277344
2022-12-15,396.5299987792969
2022-12-16,384.9800109863281
2022-12-19,383.5199890136719
2022-12-20,387.0799865722656
2022-12-21,393.3299865722656
2022-12-22,383.95001220703125
2022-12-23,384.489990234375
2022-12-27,383.1099853515625
2022-12-28,376.5
2022-12-29,390.8699951171875
2022-12-30,389.2200012207031
2023-01-03,391.17999267578125
2023-01-04,391.57000732421875
2023-01-05,375.6199951171875
2023-01-06,386.5199890136719
2023-01-09,395.3399963378906
2023-01-10,388.67999267578125
2023-01-11,395.30999755859375
2023-01-12,396.70001220703125
2023-01-13,393.2099914550781
2023-01-17,390.20001220703125
2023-01-18,386.07000732421875
2023-01-19,378.6000061035156
2023-01-20,398.07000732421875
2023-01-23,410.0
2023-01-24,401.54998779296875
2023-01-25,401.8999938964844
2023-01-26,412.54998779296875
2023-01-27,422.6199951171875
2023-01-30,416.45001220703125
2023-01-31,422.6700134277344
2023-02-01,435.54998779296875
2023-02-02,452.1600036621094
2023-02-03,423.760009765625
2023-02-06,414.989990234375
2023-02-07,427.6700134277344
2023-02-08,421.739990234375
2023-02-09,419.739990234375
2023-02-10,413.5199890136719
2023-02-13,418.0899963378906
2023-02-14,421.9700012207031
2023-02-15,421.239990234375
2023-02-16,408.3599853515625
2023-02-17,404.3800048828125
2023-02-21,396.260009765625
2023-02-22,406.3800048828125
2023-02-23,411.8800048828125
2023-02-24,419.80999755859375
2023-02-27,412.6199951171875
2023-02-28,407.17999267578125
2023-03-01,401.2699890136719
2023-03-02,400.3699951171875
2023-03-03,408.5199890136719
2023-03-06,412.7099914550781
2023-03-07,409.2900085449219
2023-03-08,416.6700134277344
2023-03-09,404.5799865722656
2023-03-10,392.6099853515625
2023-03-13,391.55999755859375
2023-03-14,408.29998779296875
2023-03-15,406.32000732421875
2023-03-16,418.1499938964844
2023-03-17,413.69000244140625
2023-03-20,411.8399963378906
2023-03-21,422.0299987792969
2023-03-22,414.2099914550781
2023-03-23,432.489990234375
2023-03-24,429.57000732421875
2023-03-27,426.94000244140625
2023-03-28,419.3299865722656
2023-03-29,433.2900085449219
2023-03-30,440.0899963378906
2023-03-31,445.8299865722656
2023-04-03,440.6700134277344
2023-04-04,439.80999755859375
2023-04-05,439.1499938964844
2023-04-06,446.760009765625
2023-04-10,444.7200012207031
2023-04-11,437.5
2023-04-12,435.0899963378906
2023-04-13,441.80999755859375
2023-04-14,441.6199951171875
2023-04-17,440.0899963378906
2023-04-18,442.5899963378906
2023-04-19,445.489990234375
2023-04-20,447.3999938964844
2023-04-21,446.3999938964844
2023-04-24,442.32000732421875
2023-04-25,419.8299865722656
2023-04-26,413.70001220703125
2023-04-27,429.1600036621094
2023-04-28,443.95001220703125
2023-05-01,442.510009765625
2023-05-02,436.4599914550781
2023-05-03,429.6499938964844
2023-05-04,422.45001220703125
2023-05-05,425.95001220703125
2023-05-08,426.8900146484375
2023-05-09,427.67999267578125
2023-05-10,431.5199890136719
2023-05-11,424.8900146484375
2023-05-12,427.6199951171875
2023-05-15,426.2099914550781
2023-05-16,421.4100036621094
2023-05-17,431.8599853515625
2023-05-18,447.6600036621094
2023-05-19,446.0299987792969
2023-05-22,454.1099853515625
2023-05-23,449.79998779296875
2023-05-24,415.9200134277344
2023-05-25,413.1000061035156
2023-05-26,418.42999267578125
2023-05-30,406.0899963378906
2023-05-31,419.1199951171875
2023-06-01,422.1199951171875
2023-06-02,430.489990234375
2023-06-05,442.8399963378906
2023-06-06,448.489990234375
2023-06-07,422.3599853515625
2023-06-08,423.3599853515625
2023-06-09,431.54998779296875
2023-06-12,446.1199951171875
2023-06-13,447.54998779296875
2023-06-14,446.2200012207031
2023-06-15,456.30999755859375
2023-06-16,455.0299987792969
2023-06-20,455.1300048828125
2023-06-21,450.5299987792969
2023-06-22,450.8399963378906
2023-06-23,452.69000244140625
2023-06-26,453.29998779296875
2023-06-27,459.0299987792969
2023-06-28,459.6300048828125
2023-06-29,455.82000732421875
2023-06-30,458.19000244140625
2023-07-03,451.57000732421875
2023-07-05,457.8399963378906
2023-07-06,451.5
2023-07-07,448.19000244140625
2023-07-10,464.3299865722656
2023-07-11,463.70001220703125
2023-07-12,476.8399963378906
2023-07-13,481.3500061035156
2023-07-14,483.989990234375
2023-07-17,490.82000732421875
2023-07-18,495.42999267578125
2023-07-19,500.55999755859375
2023-07-20,491.7799987792969
2023-07-21,492.5199890136719
2023-07-24,488.5
2023-07-25,496.4700012207031
2023-07-26,496.8599853515625
2023-07-27,496.5299987792969
2023-07-28,511.8399963378906
2023-07-31,511.70001220703125
2023-08-01,508.5
2023-08-02,498.04998779296875
2023-08-03,496.9800109863281
2023-08-04,496.9800109863281
2023-08-07,505.260009765625
2023-08-08,500.80999755859375
2023-08-09,496.70001220703125
2023-08-10,501.4700012207031
2023-08-11,497.7699890136719
2023-08-14,505.79998779296875
2023-08-15,497.17999267578125
2023-08-16,495.6499938964844
2023-08-17,486.45001220703125
2023-08-18,485.9599914550781
2023-08-21,488.260009765625
2023-08-22,487.8999938964844
2023-08-23,500.8599853515625
2023-08-24,498.5
2023-08-25,519.0499877929688
2023-08-28,518.8699951171875
2023-08-29,536.489990234375
2023-08-30,540.5800170898438
2023-08-31,541.8099975585938
2023-09-01,549.5999755859375
2023-09-05,550.5800170898438
2023-09-06,550.9500122070312
2023-09-07,553.6099853515625
2023-09-08,550.5599975585938
2023-09-11,549.2999877929688
2023-09-12,546.0
2023-09-13,541.9500122070312
2023-09-14,547.5999755859375
2023-09-15,538.0800170898438
2023-09-18,535.010009765625
2023-09-19,529.1900024414062
2023-09-20,523.5900268554688
2023-09-21,504.3699951171875
2023-09-22,508.57000732421875
2023-09-25,508.30999755859375
2023-09-26,503.19000244140625
2023-09-27,508.239990234375
2023-09-28,512.239990234375
2023-09-29,510.94000244140625
2023-10-02,517.7999877929688
2023-10-03,507.4800109863281
2023-10-04,517.4600219726562
2023-10-05,516.2999877929688
2023-10-06,533.2999877929688
2023-10-09,534.9099731445312
2023-10-10,540.1099853515625
2023-10-11,541.5800170898438
2023-10-12,543.4099731445312
2023-10-13,533.0499877929688
2023-10-16,540.9000244140625
2023-10-17,538.780029296875
2023-10-18,527.4199829101562
2023-10-19,521.52001953125
2023-10-20,506.80999755859375
2023-10-23,504.0299987792969
2023-10-24,505.82000732421875
2023-10-25,483.0299987792969
2023-10-26,479.45001220703125
2023-10-27,479.5199890136719
2023-10-30,487.5
2023-10-31,494.95001220703125
2023-11-01,489.1700134277344
2023-11-02,500.3500061035156
2023-11-03,498.510009765625
2023-11-06,500.5
2023-11-07,513.9099731445312
2023-11-08,522.3800048828125
2023-11-09,514.5399780273438
2023-11-10,528.8900146484375
2023-11-13,532.1799926757812
2023-11-14,555.52001953125
2023-11-15,555.5399780273438
2023-11-16,556.9500122070312
2023-11-17,560.1599731445312
2023-11-20,564.5
2023-11-21,562.1799926757812
2023-11-22,564.22998046875
2023-11-24,564.0700073242188
2023-11-27,561.22998046875
2023-11-28,565.0700073242188
2023-11-29,577.22998046875
2023-11-30,571.4600219726562
2023-12-01,574.3200073242188
2023-12-04,570.469970703125
2023-12-05,571.780029296875
2023-12-06,566.22998046875
2023-12-07,571.489990234375
2023-12-08,573.9000244140625
2023-12-11,586.6599731445312
2023-12-12,594.1799926757812
2023-12-13,610.219970703125
2023-12-14,601.1799926757812
2023-12-15,608.510009765625
2023-12-18,618.4299926757812
2023-12-19,621.4600219726562
2023-12-20,615.7100219726562
2023-12-21,620.989990234375
2023-12-22,624.0700073242188
2023-12-26,624.8499755859375
2023-12-27,629.1199951171875
2023-12-28,628.02001953125
2023-12-29,625.030029296875
2024-01-02,603.760009765625
2024-01-03,591.1400146484375
2024-01-04,586.8200073242188
2024-01-05,589.02001953125
2024-01-08,598.3800048828125
2024-01-09,605.1799926757812
2024-01-10,608.7000122070312
2024-01-11,608.7100219726562
2024-01-12,611.7999877929688
2024-01-16,603.8300170898438
2024-01-17,599.8400268554688
2024-01-18,611.3599853515625
2024-01-19,622.1799926757812
2024-01-22,630.6099853515625
2024-01-23,635.8200073242188
2024-01-24,636.1799926757812
2024-01-25,641.489990234375
2024-01-26,641.3599853515625
2024-01-29,652.8800048828125
2024-01-30,647.719970703125
2024-01-31,631.3300170898438
2024-02-01,632.8599853515625
2024-02-02,639.5800170898438
2024-02-05,640.5999755859375
2024-02-06,635.2999877929688
2024-02-07,643.1699829101562
2024-02-08,653.0700073242188
2024-02-09,658.1599731445312
2024-02-12,656.989990234375
2024-02-13,638.2899780273438
2024-02-14,657.1300048828125
2024-02-15,664.280029296875
2024-02-16,655.739990234375
2024-02-20,645.9099731445312
2024-02-21,638.27001953125
2024-02-22,657.9199829101562
2024-02-23,659.8099975585938
2024-02-26,663.8400268554688
2024-02-27,669.3599853515625
2024-02-28,659.1599731445312
2024-02-29,662.8900146484375
2024-03-01,666.52001953125
2024-03-04,668.4099731445312
2024-03-05,639.72998046875
2024-03-06,650.280029296875
2024-03-07,649.3400268554688
2024-03-08,651.72998046875
2024-03-11,650.8699951171875
2024-03-12,662.6400146484375
2024-03-13,655.0700073242188
2024-03-14,650.0399780273438
2024-03-15,625.52001953125
2024-03-18,630.3900146484375
2024-03-19,634.5499877929688
2024-03-20,639.6500244140625
2024-03-21,651.2899780273438
2024-03-22,643.739990234375
2024-03-25,639.0900268554688
2024-03-26,640.0499877929688
2024-03-27,648.739990234375
2024-03-28,650.0
2024-04-01,639.8400268554688
2024-04-02,626.5900268554688
2024-04-03,623.0
2024-04-04,621.280029296875
2024-04-05,635.739990234375
2024-04-08,645.280029296875
2024-04-09,644.0900268554688
2024-04-10,628.3599853515625
2024-04-11,627.7100219726562
2024-04-12,621.1099853515625
2024-04-15,612.1199951171875
2024-04-16,611.489990234375
2024-04-17,613.2100219726562
2024-04-18,608.3800048828125
2024-04-19,605.1699829101562
2024-04-22,609.77001953125
2024-04-23,630.8800048828125
2024-04-24,635.489990234375
2024-04-25,626.3900146484375
2024-04-26,636.5499877929688
2024-04-29,638.3900146484375
2024-04-30,625.6199951171875
2024-05-01,615.2000122070312
2024-05-02,614.0399780273438
2024-05-03,629.27001953125
2024-05-06,634.6400146484375
2024-05-07,641.1500244140625
2024-05-08,632.4299926757812
2024-05-09,626.8599853515625
2024-05-10,632.3099975585938
2024-05-13,627.1900024414062
2024-05-14,635.4199829101562
2024-05-15,655.1300048828125
2024-05-16,653.3699951171875
2024-05-17,661.1799926757812
2024-05-20,670.1500244140625
2024-05-21,667.8200073242188
2024-05-22,670.27001953125
2024-05-23,662.260009765625
2024-05-24,606.989990234375
2024-05-28,600.02001953125
2024-05-29,598.280029296875
2024-05-30,562.969970703125
2024-05-31,576.4400024414062
2024-06-03,567.219970703125
2024-06-04,572.0599975585938
2024-06-05,574.27001953125
2024-06-06,572.6500244140625
2024-06-07,573.9000244140625
2024-06-10,567.239990234375
2024-06-11,566.7000122070312
2024-06-12,592.219970703125
2024-06-13,594.6199951171875
2024-06-14,595.7000122070312
2024-06-17,602.52001953125
2024-06-18,609.6799926757812
2024-06-20,616.0800170898438
2024-06-21,632.1500244140625
2024-06-24,623.8800048828125
2024-06-25,630.469970703125
2024-06-26,637.47998046875
2024-06-27,651.4400024414062
2024-06-28,657.2100219726562
2024-07-01,650.77001953125
2024-07-02,656.219970703125
2024-07-03,659.9000244140625
2024-07-05,668.75
2024-07-08,659.5800170898438
2024-07-09,650.4199829101562
2024-07-10,632.8400268554688
2024-07-11,629.4099731445312
2024-07-12,641.9500122070312
2024-07-15,658.1799926757812
2024-07-16,666.1500244140625
2024-07-17,658.9099731445312
2024-07-18,637.469970703125
2024-07-19,636.5599975585938
2024-07-22,644.52001953125
2024-07-23,637.0999755859375
2024-07-24,620.239990234375
2024-07-25,626.3200073242188
2024-07-26,633.3599853515625
2024-07-29,636.3599853515625
2024-07-30,635.7999877929688
2024-07-31,647.3499755859375
2024-08-01,637.8200073242188
2024-08-02,623.9199829101562
2024-08-05,602.969970703125
2024-08-06,612.2899780273438
2024-08-07,609.4500122070312
2024-08-08,626.1199951171875
2024-08-09,630.2000122070312
2024-08-12,627.4099731445312
2024-08-13,645.8300170898438
2024-08-14,636.739990234375
2024-08-15,652.1400146484375
2024-08-16,653.530029296875
2024-08-19,663.2999877929688
2024-08-20,667.280029296875
2024-08-21,670.489990234375
2024-08-22,665.2899780273438
2024-08-23,619.8499755859375
2024-08-26,617.1199951171875
2024-08-27,626.3200073242188
2024-08-28,617.0399780273438
2024-08-29,622.7999877929688
2024-08-30,630.260009765625
2024-09-03,624.8099975585938
2024-09-04,623.0999755859375
2024-09-05,621.47998046875
2024-09-06,615.1199951171875
2024-09-09,626.989990234375
2024-09-10,633.6199951171875
2024-09-11,643.9199829101562
2024-09-12,646.3699951171875
2024-09-13,655.3099975585938
2024-09-16,646.25
2024-09-17,644.8200073242188
2024-09-18,633.0700073242188
2024-09-19,654.239990234375
2024-09-20,644.989990234375
2024-09-23,641.969970703125
2024-09-24,638.2000122070312
2024-09-25,634.739990234375
2024-09-26,636.8300170898438
2024-09-27,619.030029296875
2024-09-30,621.0
2024-10-01,606.280029296875
2024-10-02,607.280029296875
2024-10-03,603.8099975585938
2024-10-04,610.6699829101562
2024-10-07,602.4299926757812
2024-10-08,613.3699951171875
2024-10-09,621.6099853515625
2024-10-10,619.2999877929688
2024-10-11,616.6799926757812
2024-10-14,617.1599731445312
2024-10-15,617.8900146484375
2024-10-16,609.3900146484375
2024-10-17,609.22998046875
2024-10-18,613.2899780273438
2024-10-21,613.9299926757812
2024-10-22,609.5900268554688
2024-10-23,602.010009765625
2024-10-24,603.97998046875
2024-10-25,609.27001953125
2024-10-28,612.0900268554688
2024-10-29,623.7000122070312
2024-10-30,621.1099853515625
2024-10-31,610.2999877929688
2024-11-01,621.739990234375
2024-11-04,619.010009765625
2024-11-05,618.8300170898438
2024-11-06,648.3900146484375
2024-11-07,674.1500244140625
2024-11-08,684.219970703125
2024-11-11,697.3499755859375
2024-11-12,699.469970703125
2024-11-13,706.25
2024-11-14,700.760009765625
2024-11-15,687.8699951171875
2024-11-18,678.8099975585938
2024-11-19,644.1699829101562
2024-11-20,650.5999755859375
2024-11-21,678.7000122070312
