Date,ALB
2023-01-09,224.0
2023-01-10,223.89999389648438
2023-01-11,236.55999755859375
2023-01-12,243.2100067138672
2023-01-13,242.22999572753906
2023-01-17,243.07000732421875
2023-01-18,243.8000030517578
2023-01-19,239.11000061035156
2023-01-20,248.49000549316406
2023-01-23,260.6400146484375
2023-01-24,264.5299987792969
2023-01-25,270.9800109863281
2023-01-26,279.45001220703125
2023-01-27,281.7200012207031
2023-01-30,271.9800109863281
2023-01-31,281.45001220703125
2023-02-01,285.8999938964844
2023-02-02,290.1499938964844
2023-02-03,287.2300109863281
2023-02-06,276.80999755859375
2023-02-07,279.3399963378906
2023-02-08,268.1499938964844
2023-02-09,267.3900146484375
2023-02-10,268.2900085449219
2023-02-13,269.92999267578125
2023-02-14,270.70001220703125
2023-02-15,272.7900085449219
2023-02-16,285.6199951171875
2023-02-17,258.010009765625
2023-02-21,241.9600067138672
2023-02-22,246.4499969482422
2023-02-23,253.85000610351562
2023-02-24,249.52000427246094
2023-02-27,257.0199890136719
2023-02-28,254.30999755859375
2023-03-01,252.63999938964844
2023-03-02,250.3800048828125
2023-03-03,259.3699951171875
2023-03-06,256.8900146484375
2023-03-07,248.89999389648438
2023-03-08,253.25
2023-03-09,236.75
2023-03-10,225.1300048828125
2023-03-13,222.99000549316406
2023-03-14,225.36000061035156
2023-03-15,214.39999389648438
2023-03-16,214.61000061035156
2023-03-17,208.49000549316406
2023-03-20,213.1999969482422
2023-03-21,222.92999267578125
2023-03-22,216.11000061035156
2023-03-23,215.63999938964844
2023-03-24,217.7899932861328
2023-03-27,218.8800048828125
2023-03-28,218.16000366210938
2023-03-29,224.4600067138672
2023-03-30,222.44000244140625
2023-03-31,221.0399932861328
2023-04-03,218.42999267578125
2023-04-04,209.57000732421875
2023-04-05,196.7100067138672
2023-04-06,194.67999267578125
2023-04-10,199.82000732421875
2023-04-11,201.7100067138672
2023-04-12,201.6999969482422
2023-04-13,203.00999450683594
2023-04-14,204.0
2023-04-17,205.89999389648438
2023-04-18,205.27000427246094
2023-04-19,203.77999877929688
2023-04-20,193.0500030517578
2023-04-21,173.75
2023-04-24,183.9600067138672
2023-04-25,176.66000366210938
2023-04-26,181.1999969482422
2023-04-27,186.0
2023-04-28,185.4600067138672
2023-05-01,177.27000427246094
2023-05-02,173.39999389648438
2023-05-03,172.91000366210938
2023-05-04,175.64999389648438
2023-05-05,179.6999969482422
2023-05-08,185.8800048828125
2023-05-09,195.1699981689453
2023-05-10,194.50999450683594
2023-05-11,198.52000427246094
2023-05-12,195.7899932861328
2023-05-15,203.75
2023-05-16,205.6699981689453
2023-05-17,207.99000549316406
2023-05-18,210.13999938964844
2023-05-19,204.14999389648438
2023-05-22,206.5
2023-05-23,216.07000732421875
2023-05-24,212.22999572753906
2023-05-25,204.97000122070312
2023-05-26,203.99000549316406
2023-05-30,201.86000061035156
2023-05-31,193.52999877929688
2023-06-01,195.5399932861328
2023-06-02,208.36000061035156
2023-06-05,206.1699981689453
2023-06-06,213.11000061035156
2023-06-07,218.82000732421875
2023-06-08,219.6199951171875
2023-06-09,220.5
2023-06-12,218.5500030517578
2023-06-13,228.85000610351562
2023-06-14,226.8000030517578
2023-06-15,230.91000366210938
2023-06-16,228.1699981689453
2023-06-20,232.22000122070312
2023-06-21,230.3800048828125
2023-06-22,226.0
2023-06-23,220.17999267578125
2023-06-26,225.22000122070312
2023-06-27,227.07000732421875
2023-06-28,217.0
2023-06-29,218.97999572753906
2023-06-30,223.08999633789062
2023-07-03,229.25999450683594
2023-07-05,229.02000427246094
2023-07-06,227.57000732421875
2023-07-07,237.52000427246094
2023-07-10,239.86000061035156
2023-07-11,239.08999633789062
2023-07-12,243.44000244140625
2023-07-13,241.6699981689453
2023-07-14,235.27000427246094
2023-07-17,237.66000366210938
2023-07-18,237.02999877929688
2023-07-19,232.52000427246094
2023-07-20,223.11000061035156
2023-07-21,215.99000549316406
2023-07-24,210.8000030517578
2023-07-25,212.50999450683594
2023-07-26,210.02000427246094
2023-07-27,205.9499969482422
2023-07-28,208.0500030517578
2023-07-31,212.27999877929688
2023-08-01,207.99000549316406
2023-08-02,202.88999938964844
2023-08-03,199.35000610351562
2023-08-04,200.08999633789062
2023-08-07,196.75
2023-08-08,195.64999389648438
2023-08-09,194.22000122070312
2023-08-10,191.6699981689453
2023-08-11,187.49000549316406
2023-08-14,185.5399932861328
2023-08-15,184.0399932861328
2023-08-16,181.52999877929688
2023-08-17,182.67999267578125
2023-08-18,183.38999938964844
2023-08-21,188.07000732421875
2023-08-22,188.16000366210938
2023-08-23,191.77999877929688
2023-08-24,190.74000549316406
2023-08-25,189.74000549316406
2023-08-28,189.63999938964844
2023-08-29,197.75
2023-08-30,198.58999633789062
2023-08-31,198.7100067138672
2023-09-01,200.25999450683594
2023-09-05,200.8000030517578
2023-09-06,189.8300018310547
2023-09-07,187.57000732421875
2023-09-08,184.42999267578125
2023-09-11,186.32000732421875
2023-09-12,184.35000610351562
2023-09-13,184.5800018310547
2023-09-14,184.97000122070312
2023-09-15,183.83999633789062
2023-09-18,181.6199951171875
2023-09-19,179.99000549316406
2023-09-20,174.44000244140625
2023-09-21,168.94000244140625
2023-09-22,168.2100067138672
2023-09-25,166.88999938964844
2023-09-26,163.64999389648438
2023-09-27,162.6300048828125
2023-09-28,172.39999389648438
2023-09-29,170.0399932861328
2023-10-02,162.41000366210938
2023-10-03,156.77000427246094
2023-10-04,158.39999389648438
2023-10-05,155.02999877929688
2023-10-06,159.83999633789062
2023-10-09,155.75
2023-10-10,162.0800018310547
2023-10-11,164.8000030517578
2023-10-12,170.8000030517578
2023-10-13,163.3800048828125
2023-10-16,167.72999572753906
2023-10-17,169.47999572753906
2023-10-18,152.88999938964844
2023-10-19,144.55999755859375
2023-10-20,138.67999267578125
2023-10-23,136.27999877929688
2023-10-24,139.24000549316406
2023-10-25,135.32000732421875
2023-10-26,135.2100067138672
2023-10-27,134.44000244140625
2023-10-30,127.41000366210938
2023-10-31,126.77999877929688
2023-11-01,122.95999908447266
2023-11-02,124.62000274658203
2023-11-03,127.9800033569336
2023-11-06,119.45999908447266
2023-11-07,122.11000061035156
2023-11-08,119.01000213623047
2023-11-09,114.5999984741211
2023-11-10,116.9800033569336
2023-11-13,114.19000244140625
2023-11-14,125.31999969482422
2023-11-15,127.72000122070312
2023-11-16,122.5999984741211
2023-11-17,127.38999938964844
2023-11-20,130.36000061035156
2023-11-21,126.12999725341797
2023-11-22,126.58999633789062
2023-11-24,128.8699951171875
2023-11-27,120.77999877929688
2023-11-28,123.91000366210938
2023-11-29,123.37999725341797
2023-11-30,121.2699966430664
2023-12-01,126.16000366210938
2023-12-04,119.9800033569336
2023-12-05,113.26000213623047
2023-12-06,118.30000305175781
2023-12-07,125.3499984741211
2023-12-08,127.98999786376953
2023-12-11,126.54000091552734
2023-12-12,127.94000244140625
2023-12-13,140.05999755859375
2023-12-14,145.88999938964844
2023-12-15,147.05999755859375
2023-12-18,145.91000366210938
2023-12-19,148.92999267578125
2023-12-20,142.52999877929688
2023-12-21,145.4499969482422
2023-12-22,150.08999633789062
2023-12-26,152.38999938964844
2023-12-27,149.32000732421875
2023-12-28,149.42999267578125
2023-12-29,144.47999572753906
2024-01-02,146.88999938964844
2024-01-03,140.17999267578125
2024-01-04,135.92999267578125
2024-01-05,135.8300018310547
2024-01-08,136.5800018310547
2024-01-09,133.6699981689453
2024-01-10,132.94000244140625
2024-01-11,128.64999389648438
2024-01-12,126.05000305175781
2024-01-16,125.94999694824219
2024-01-17,120.69999694824219
2024-01-18,117.98999786376953
2024-01-19,115.12999725341797
2024-01-22,120.75
2024-01-23,122.58999633789062
2024-01-24,121.69000244140625
2024-01-25,118.44999694824219
2024-01-26,119.83999633789062
2024-01-29,123.19999694824219
2024-01-30,120.30999755859375
2024-01-31,114.73999786376953
2024-02-01,116.77999877929688
2024-02-02,114.25
2024-02-05,108.7300033569336
2024-02-06,113.0199966430664
2024-02-07,115.05000305175781
2024-02-08,114.33000183105469
2024-02-09,115.77999877929688
2024-02-12,120.08999633789062
2024-02-13,112.19999694824219
2024-02-14,114.38999938964844
2024-02-15,117.5
2024-02-16,122.58999633789062
2024-02-20,114.81999969482422
2024-02-21,118.55000305175781
2024-02-22,118.18000030517578
2024-02-23,120.6500015258789
2024-02-26,121.5199966430664
2024-02-27,128.58999633789062
2024-02-28,132.05999755859375
2024-02-29,137.85000610351562
2024-03-01,142.8000030517578
2024-03-04,133.1999969482422
2024-03-05,109.4000015258789
2024-03-06,119.58999633789062
2024-03-07,122.66000366210938
2024-03-08,118.33000183105469
2024-03-11,124.75
2024-03-12,123.93000030517578
2024-03-13,125.79000091552734
2024-03-14,119.88999938964844
2024-03-15,122.13999938964844
2024-03-18,124.58000183105469
2024-03-19,120.54000091552734
2024-03-20,124.44999694824219
2024-03-21,124.86000061035156
2024-03-22,120.86000061035156
2024-03-25,118.3499984741211
2024-03-26,119.01000213623047
2024-03-27,128.8000030517578
2024-03-28,131.74000549316406
2024-04-01,129.17999267578125
2024-04-02,126.4800033569336
2024-04-03,128.8699951171875
2024-04-04,121.12000274658203
2024-04-05,123.44999694824219
2024-04-08,131.69000244140625
2024-04-09,129.16000366210938
2024-04-10,127.6500015258789
2024-04-11,130.30999755859375
2024-04-12,122.58000183105469
2024-04-15,120.5
2024-04-16,114.11000061035156
2024-04-17,114.38999938964844
2024-04-18,111.80000305175781
2024-04-19,112.1500015258789
2024-04-22,112.29000091552734
2024-04-23,114.20999908447266
2024-04-24,115.2699966430664
2024-04-25,114.9800033569336
2024-04-26,116.87999725341797
2024-04-29,125.7300033569336
2024-04-30,120.30999755859375
2024-05-01,119.0
2024-05-02,125.30000305175781
2024-05-03,128.10000610351562
2024-05-06,130.77999877929688
2024-05-07,131.5500030517578
2024-05-08,130.4600067138672
2024-05-09,133.5500030517578
2024-05-10,129.6199951171875
2024-05-13,131.50999450683594
2024-05-14,135.4600067138672
2024-05-15,127.56999969482422
2024-05-16,129.19000244140625
2024-05-17,131.1199951171875
2024-05-20,130.14999389648438
2024-05-21,126.63999938964844
2024-05-22,126.4800033569336
2024-05-23,122.94999694824219
2024-05-24,127.58999633789062
2024-05-28,127.76000213623047
2024-05-29,123.44000244140625
2024-05-30,123.77999877929688
2024-05-31,122.58999633789062
2024-06-03,120.88999938964844
2024-06-04,118.30999755859375
2024-06-05,118.6500015258789
2024-06-06,118.18000030517578
2024-06-07,114.94000244140625
2024-06-10,114.05999755859375
2024-06-11,113.97000122070312
2024-06-12,112.6500015258789
2024-06-13,108.2300033569336
2024-06-14,103.51000213623047
2024-06-17,100.62999725341797
2024-06-18,99.54000091552734
2024-06-20,93.79000091552734
2024-06-21,94.66000366210938
2024-06-24,96.4000015258789
2024-06-25,92.7699966430664
2024-06-26,100.27999877929688
2024-06-27,96.2699966430664
2024-06-28,95.5199966430664
2024-07-01,97.41000366210938
2024-07-02,97.05999755859375
2024-07-03,100.08999633789062
2024-07-05,98.3499984741211
2024-07-08,99.1500015258789
2024-07-09,90.47000122070312
2024-07-10,96.9000015258789
2024-07-11,97.94999694824219
2024-07-12,97.87000274658203
2024-07-15,95.48999786376953
2024-07-16,97.70999908447266
2024-07-17,95.08000183105469
2024-07-18,93.80999755859375
2024-07-19,92.08999633789062
2024-07-22,93.56999969482422
2024-07-23,91.4800033569336
2024-07-24,90.87999725341797
2024-07-25,91.0
2024-07-26,92.80000305175781
2024-07-29,91.66999816894531
2024-07-30,92.51000213623047
2024-07-31,93.66999816894531
2024-08-01,93.16999816894531
2024-08-02,86.98999786376953
2024-08-05,83.5199966430664
2024-08-06,79.52999877929688
2024-08-07,79.05999755859375
2024-08-08,81.83000183105469
2024-08-09,81.6500015258789
2024-08-12,76.0
2024-08-13,77.22000122070312
2024-08-14,72.8499984741211
2024-08-15,79.13999938964844
2024-08-16,79.37000274658203
2024-08-19,82.77999877929688
2024-08-20,84.22000122070312
2024-08-21,88.5999984741211
2024-08-22,86.87999725341797
2024-08-23,90.5
2024-08-26,88.94000244140625
2024-08-27,88.9800033569336
2024-08-28,88.0
2024-08-29,91.6500015258789
2024-08-30,90.25
2024-09-03,84.12000274658203
2024-09-04,84.75
2024-09-05,82.5999984741211
2024-09-06,76.9000015258789
2024-09-09,78.41000366210938
2024-09-10,78.62000274658203
2024-09-11,89.30000305175781
2024-09-12,88.5
2024-09-13,87.44000244140625
2024-09-16,89.3499984741211
2024-09-17,89.81999969482422
2024-09-18,86.58999633789062
2024-09-19,89.33000183105469
2024-09-20,86.02999877929688
2024-09-23,88.70999908447266
2024-09-24,90.45999908447266
2024-09-25,86.58000183105469
2024-09-26,95.16999816894531
2024-09-27,96.05000305175781
2024-09-30,94.70999908447266
2024-10-01,94.31999969482422
2024-10-02,94.06999969482422
2024-10-03,94.30999755859375
2024-10-04,102.08999633789062
2024-10-07,104.47000122070312
2024-10-08,100.26000213623047
2024-10-09,101.91999816894531
2024-10-10,102.95999908447266
2024-10-11,102.0199966430664
2024-10-14,99.5999984741211
2024-10-15,95.73999786376953
2024-10-16,98.25
2024-10-17,94.66999816894531
2024-10-18,95.13999938964844
2024-10-21,93.83999633789062
2024-10-22,96.45999908447266
2024-10-23,93.95999908447266
2024-10-24,95.1500015258789
2024-10-25,93.51000213623047
2024-10-28,98.13999938964844
2024-10-29,96.6500015258789
2024-10-30,95.5199966430664
2024-10-31,94.7300033569336
2024-11-01,98.23999786376953
2024-11-04,100.56999969482422
2024-11-05,99.77999877929688
2024-11-06,96.58000183105469
2024-11-07,99.93000030517578
2024-11-08,100.83999633789062
2024-11-11,110.48999786376953
2024-11-12,102.80000305175781
2024-11-13,108.19000244140625
2024-11-14,102.0999984741211
2024-11-15,103.52999877929688
2024-11-18,104.02999877929688
2024-11-19,106.44999694824219
2024-11-20,109.55000305175781
2024-11-21,108.9800033569336
