Date,ZTS
2022-11-16,148.27999877929688
2022-11-17,143.60000610351562
2022-11-18,145.63999938964844
2022-11-21,147.3300018310547
2022-11-22,148.6300048828125
2022-11-23,150.47000122070312
2022-11-25,150.10000610351562
2022-11-28,148.1300048828125
2022-11-29,147.85000610351562
2022-11-30,154.13999938964844
2022-12-01,156.63999938964844
2022-12-02,157.4199981689453
2022-12-05,155.3300018310547
2022-12-06,153.0500030517578
2022-12-07,150.25
2022-12-08,153.67999267578125
2022-12-09,153.38999938964844
2022-12-12,152.86000061035156
2022-12-13,154.97000122070312
2022-12-14,151.77999877929688
2022-12-15,148.7100067138672
2022-12-16,144.4600067138672
2022-12-19,143.19000244140625
2022-12-20,142.47000122070312
2022-12-21,144.9199981689453
2022-12-22,145.02999877929688
2022-12-23,145.75999450683594
2022-12-27,145.3000030517578
2022-12-28,143.8300018310547
2022-12-29,148.14999389648438
2022-12-30,146.5500030517578
2023-01-03,146.85000610351562
2023-01-04,148.9600067138672
2023-01-05,145.4499969482422
2023-01-06,147.63999938964844
2023-01-09,147.05999755859375
2023-01-10,154.36000061035156
2023-01-11,157.89999389648438
2023-01-12,159.91000366210938
2023-01-13,160.9199981689453
2023-01-17,159.57000732421875
2023-01-18,159.97000122070312
2023-01-19,161.9499969482422
2023-01-20,163.80999755859375
2023-01-23,166.75
2023-01-24,165.88999938964844
2023-01-25,165.50999450683594
2023-01-26,168.24000549316406
2023-01-27,165.17999267578125
2023-01-30,164.6999969482422
2023-01-31,165.49000549316406
2023-02-01,167.80999755859375
2023-02-02,171.0
2023-02-03,167.8000030517578
2023-02-06,164.92999267578125
2023-02-07,165.57000732421875
2023-02-08,162.07000732421875
2023-02-09,160.80999755859375
2023-02-10,158.3300018310547
2023-02-13,163.13999938964844
2023-02-14,171.89999389648438
2023-02-15,175.02000427246094
2023-02-16,173.92999267578125
2023-02-17,172.02999877929688
2023-02-21,169.83999633789062
2023-02-22,166.42999267578125
2023-02-23,169.5
2023-02-24,166.3300018310547
2023-02-27,165.47000122070312
2023-02-28,167.0
2023-03-01,167.57000732421875
2023-03-02,168.5800018310547
2023-03-03,170.55999755859375
2023-03-06,169.6699981689453
2023-03-07,167.02999877929688
2023-03-08,168.63999938964844
2023-03-09,167.49000549316406
2023-03-10,161.52999877929688
2023-03-13,163.41000366210938
2023-03-14,164.55999755859375
2023-03-15,163.57000732421875
2023-03-16,166.30999755859375
2023-03-17,164.47000122070312
2023-03-20,165.82000732421875
2023-03-21,166.24000549316406
2023-03-22,161.3800048828125
2023-03-23,161.24000549316406
2023-03-24,164.17999267578125
2023-03-27,165.7100067138672
2023-03-28,165.0399932861328
2023-03-29,162.66000366210938
2023-03-30,164.14999389648438
2023-03-31,166.44000244140625
2023-04-03,167.66000366210938
2023-04-04,167.07000732421875
2023-04-05,167.64999389648438
2023-04-06,168.94000244140625
2023-04-10,170.8699951171875
2023-04-11,171.2100067138672
2023-04-12,171.4499969482422
2023-04-13,173.5399932861328
2023-04-14,174.60000610351562
2023-04-17,174.6199951171875
2023-04-18,174.4499969482422
2023-04-19,174.97999572753906
2023-04-20,174.39999389648438
2023-04-21,176.8800048828125
2023-04-24,176.35000610351562
2023-04-25,173.02000427246094
2023-04-26,172.94000244140625
2023-04-27,173.9499969482422
2023-04-28,175.77999877929688
2023-05-01,179.55999755859375
2023-05-02,176.89999389648438
2023-05-03,177.72999572753906
2023-05-04,178.47000122070312
2023-05-05,186.22999572753906
2023-05-08,184.8699951171875
2023-05-09,184.3699951171875
2023-05-10,185.13999938964844
2023-05-11,185.1199951171875
2023-05-12,183.6199951171875
2023-05-15,183.85000610351562
2023-05-16,181.4499969482422
2023-05-17,178.94000244140625
2023-05-18,179.72000122070312
2023-05-19,179.5500030517578
2023-05-22,179.52000427246094
2023-05-23,172.6699981689453
2023-05-24,169.13999938964844
2023-05-25,165.24000549316406
2023-05-26,164.74000549316406
2023-05-30,160.94000244140625
2023-05-31,163.00999450683594
2023-06-01,166.0
2023-06-02,171.8800048828125
2023-06-05,171.1199951171875
2023-06-06,170.13999938964844
2023-06-07,163.5800018310547
2023-06-08,164.3000030517578
2023-06-09,163.08999633789062
2023-06-12,165.5500030517578
2023-06-13,166.00999450683594
2023-06-14,165.64999389648438
2023-06-15,171.42999267578125
2023-06-16,170.74000549316406
2023-06-20,168.91000366210938
2023-06-21,169.8800048828125
2023-06-22,170.16000366210938
2023-06-23,168.3699951171875
2023-06-26,167.5399932861328
2023-06-27,170.6699981689453
2023-06-28,169.10000610351562
2023-06-29,171.8699951171875
2023-06-30,172.2100067138672
2023-07-03,170.22999572753906
2023-07-05,169.35000610351562
2023-07-06,168.47000122070312
2023-07-07,167.13999938964844
2023-07-10,170.22000122070312
2023-07-11,170.13999938964844
2023-07-12,171.86000061035156
2023-07-13,171.0
2023-07-14,172.19000244140625
2023-07-17,170.72999572753906
2023-07-18,171.0800018310547
2023-07-19,170.88999938964844
2023-07-20,171.61000061035156
2023-07-21,183.50999450683594
2023-07-24,185.5800018310547
2023-07-25,190.14999389648438
2023-07-26,192.0
2023-07-27,188.69000244140625
2023-07-28,189.89999389648438
2023-07-31,188.08999633789062
2023-08-01,185.50999450683594
2023-08-02,182.0
2023-08-03,180.8800048828125
2023-08-04,178.6300048828125
2023-08-07,180.69000244140625
2023-08-08,189.3000030517578
2023-08-09,189.35000610351562
2023-08-10,189.10000610351562
2023-08-11,190.8300018310547
2023-08-14,189.64999389648438
2023-08-15,189.14999389648438
2023-08-16,186.27000427246094
2023-08-17,182.77000427246094
2023-08-18,181.57000732421875
2023-08-21,180.80999755859375
2023-08-22,181.82000732421875
2023-08-23,184.25
2023-08-24,181.55999755859375
2023-08-25,182.82000732421875
2023-08-28,186.97999572753906
2023-08-29,192.77000427246094
2023-08-30,192.6999969482422
2023-08-31,190.50999450683594
2023-09-01,192.52000427246094
2023-09-05,190.42999267578125
2023-09-06,186.86000061035156
2023-09-07,187.77999877929688
2023-09-08,185.77999877929688
2023-09-11,186.07000732421875
2023-09-12,187.6999969482422
2023-09-13,182.0
2023-09-14,182.74000549316406
2023-09-15,180.25
2023-09-18,179.64999389648438
2023-09-19,181.97999572753906
2023-09-20,181.47999572753906
2023-09-21,176.6300048828125
2023-09-22,176.67999267578125
2023-09-25,177.72000122070312
2023-09-26,176.8699951171875
2023-09-27,174.67999267578125
2023-09-28,174.00999450683594
2023-09-29,173.97999572753906
2023-10-02,172.72999572753906
2023-10-03,170.3300018310547
2023-10-04,170.99000549316406
2023-10-05,172.0
2023-10-06,175.5800018310547
2023-10-09,174.60000610351562
2023-10-10,175.6300048828125
2023-10-11,176.9499969482422
2023-10-12,174.30999755859375
2023-10-13,174.3800048828125
2023-10-16,175.17999267578125
2023-10-17,174.25999450683594
2023-10-18,169.5399932861328
2023-10-19,168.0399932861328
2023-10-20,167.08999633789062
2023-10-23,166.5
2023-10-24,167.1199951171875
2023-10-25,163.6699981689453
2023-10-26,158.07000732421875
2023-10-27,156.02999877929688
2023-10-30,157.0
2023-10-31,157.0
2023-11-01,151.44000244140625
2023-11-02,160.91000366210938
2023-11-03,162.22999572753906
2023-11-06,163.1699981689453
2023-11-07,167.16000366210938
2023-11-08,170.8699951171875
2023-11-09,170.6300048828125
2023-11-10,169.32000732421875
2023-11-13,168.8300018310547
2023-11-14,172.64999389648438
2023-11-15,174.6199951171875
2023-11-16,176.5399932861328
2023-11-17,174.8000030517578
2023-11-20,176.05999755859375
2023-11-21,178.72999572753906
2023-11-22,179.35000610351562
2023-11-24,180.2100067138672
2023-11-27,178.7899932861328
2023-11-28,176.97000122070312
2023-11-29,175.7899932861328
2023-11-30,176.6699981689453
2023-12-01,179.1300048828125
2023-12-04,182.1199951171875
2023-12-05,179.64999389648438
2023-12-06,182.0
2023-12-07,181.8300018310547
2023-12-08,184.60000610351562
2023-12-11,189.4600067138672
2023-12-12,191.47000122070312
2023-12-13,197.41000366210938
2023-12-14,200.08999633789062
2023-12-15,196.2899932861328
2023-12-18,196.72000122070312
2023-12-19,198.0800018310547
2023-12-20,194.6300048828125
2023-12-21,194.66000366210938
2023-12-22,194.97999572753906
2023-12-26,195.5
2023-12-27,196.89999389648438
2023-12-28,197.16000366210938
2023-12-29,197.3699951171875
2024-01-02,196.57000732421875
2024-01-03,192.92999267578125
2024-01-04,194.0399932861328
2024-01-05,194.85000610351562
2024-01-08,196.14999389648438
2024-01-09,195.94000244140625
2024-01-10,198.77000427246094
2024-01-11,196.7100067138672
2024-01-12,198.94000244140625
2024-01-16,192.99000549316406
2024-01-17,190.89999389648438
2024-01-18,190.5
2024-01-19,188.3800048828125
2024-01-22,191.1999969482422
2024-01-23,188.10000610351562
2024-01-24,186.07000732421875
2024-01-25,187.32000732421875
2024-01-26,191.52000427246094
2024-01-29,192.75999450683594
2024-01-30,191.42999267578125
2024-01-31,187.80999755859375
2024-02-01,189.13999938964844
2024-02-02,189.0399932861328
2024-02-05,190.1699981689453
2024-02-06,196.13999938964844
2024-02-07,197.08999633789062
2024-02-08,195.75
2024-02-09,197.32000732421875
2024-02-12,196.69000244140625
2024-02-13,183.49000549316406
2024-02-14,184.0800018310547
2024-02-15,189.64999389648438
2024-02-16,188.38999938964844
2024-02-20,186.5500030517578
2024-02-21,188.3800048828125
2024-02-22,196.66000366210938
2024-02-23,197.2100067138672
2024-02-26,197.0399932861328
2024-02-27,199.0
2024-02-28,199.94000244140625
2024-02-29,198.3300018310547
2024-03-01,190.82000732421875
2024-03-04,187.86000061035156
2024-03-05,185.22999572753906
2024-03-06,183.52999877929688
2024-03-07,181.50999450683594
2024-03-08,182.16000366210938
2024-03-11,183.49000549316406
2024-03-12,181.35000610351562
2024-03-13,176.22999572753906
2024-03-14,173.8800048828125
2024-03-15,172.57000732421875
2024-03-18,170.69000244140625
2024-03-19,172.9600067138672
2024-03-20,170.99000549316406
2024-03-21,168.32000732421875
2024-03-22,168.89999389648438
2024-03-25,167.80999755859375
2024-03-26,165.6699981689453
2024-03-27,168.50999450683594
2024-03-28,169.2100067138672
2024-04-01,167.02000427246094
2024-04-02,165.00999450683594
2024-04-03,162.97000122070312
2024-04-04,165.52000427246094
2024-04-05,165.86000061035156
2024-04-08,165.69000244140625
2024-04-09,167.13999938964844
2024-04-10,163.1999969482422
2024-04-11,162.72999572753906
2024-04-12,149.97999572753906
2024-04-15,149.77000427246094
2024-04-16,153.02000427246094
2024-04-17,151.94000244140625
2024-04-18,153.11000061035156
2024-04-19,146.5
2024-04-22,145.5399932861328
2024-04-23,149.55999755859375
2024-04-24,150.8800048828125
2024-04-25,153.36000061035156
2024-04-26,158.4199981689453
2024-04-29,159.6999969482422
2024-04-30,159.24000549316406
2024-05-01,158.5
2024-05-02,167.22999572753906
2024-05-03,167.07000732421875
2024-05-06,165.9499969482422
2024-05-07,168.4499969482422
2024-05-08,164.9199981689453
2024-05-09,168.1300048828125
2024-05-10,169.0399932861328
2024-05-13,167.91000366210938
2024-05-14,168.8699951171875
2024-05-15,173.27999877929688
2024-05-16,173.7100067138672
2024-05-17,174.05999755859375
2024-05-20,174.38999938964844
2024-05-21,172.7899932861328
2024-05-22,172.0500030517578
2024-05-23,170.89999389648438
2024-05-24,170.07000732421875
2024-05-28,171.3000030517578
2024-05-29,170.8000030517578
2024-05-30,169.44000244140625
2024-05-31,169.55999755859375
2024-06-03,172.3699951171875
2024-06-04,171.8800048828125
2024-06-05,175.82000732421875
2024-06-06,176.77999877929688
2024-06-07,176.9199981689453
2024-06-10,178.8300018310547
2024-06-11,178.5399932861328
2024-06-12,175.85000610351562
2024-06-13,171.32000732421875
2024-06-14,170.5500030517578
2024-06-17,170.89999389648438
2024-06-18,169.66000366210938
2024-06-20,168.17999267578125
2024-06-21,171.08999633789062
2024-06-24,171.83999633789062
2024-06-25,167.97999572753906
2024-06-26,170.89999389648438
2024-06-27,176.4600067138672
2024-06-28,173.36000061035156
2024-07-01,172.5800018310547
2024-07-02,174.80999755859375
2024-07-03,175.60000610351562
2024-07-05,174.9600067138672
2024-07-08,175.42999267578125
2024-07-09,174.24000549316406
2024-07-10,173.49000549316406
2024-07-11,177.74000549316406
2024-07-12,179.0399932861328
2024-07-15,177.97999572753906
2024-07-16,182.91000366210938
2024-07-17,182.0500030517578
2024-07-18,179.22999572753906
2024-07-19,178.5800018310547
2024-07-22,180.75999450683594
2024-07-23,179.3800048828125
2024-07-24,179.66000366210938
2024-07-25,180.75999450683594
2024-07-26,179.83999633789062
2024-07-29,181.8300018310547
2024-07-30,181.8300018310547
2024-07-31,180.0399932861328
2024-08-01,182.4199981689453
2024-08-02,180.58999633789062
2024-08-05,174.82000732421875
2024-08-06,185.2899932861328
2024-08-07,184.77000427246094
2024-08-08,188.3000030517578
2024-08-09,185.25
2024-08-12,183.80999755859375
2024-08-13,188.3800048828125
2024-08-14,183.3800048828125
2024-08-15,184.0800018310547
2024-08-16,183.7100067138672
2024-08-19,184.47999572753906
2024-08-20,183.60000610351562
2024-08-21,182.89999389648438
2024-08-22,182.1699981689453
2024-08-23,180.89999389648438
2024-08-26,181.55999755859375
2024-08-27,182.10000610351562
2024-08-28,182.91000366210938
2024-08-29,182.88999938964844
2024-08-30,183.49000549316406
2024-09-03,183.57000732421875
2024-09-04,187.3300018310547
2024-09-05,186.58999633789062
2024-09-06,189.22999572753906
2024-09-09,191.72999572753906
2024-09-10,191.36000061035156
2024-09-11,189.99000549316406
2024-09-12,190.7100067138672
2024-09-13,191.08999633789062
2024-09-16,194.25
2024-09-17,195.7100067138672
2024-09-18,196.47999572753906
2024-09-19,193.24000549316406
2024-09-20,192.63999938964844
2024-09-23,193.58999633789062
2024-09-24,193.69000244140625
2024-09-25,191.52999877929688
2024-09-26,194.8699951171875
2024-09-27,194.80999755859375
2024-09-30,195.3800048828125
2024-10-01,194.4199981689453
2024-10-02,192.4600067138672
2024-10-03,190.99000549316406
2024-10-04,190.02999877929688
2024-10-07,187.27999877929688
2024-10-08,187.3699951171875
2024-10-09,190.1699981689453
2024-10-10,190.27999877929688
2024-10-11,190.0800018310547
2024-10-14,192.64999389648438
2024-10-15,192.38999938964844
2024-10-16,194.44000244140625
2024-10-17,191.0
2024-10-18,193.27999877929688
2024-10-21,189.4499969482422
2024-10-22,189.50999450683594
2024-10-23,188.99000549316406
2024-10-24,181.5
2024-10-25,180.00999450683594
2024-10-28,182.75999450683594
2024-10-29,181.27000427246094
2024-10-30,182.74000549316406
2024-10-31,178.77999877929688
2024-11-01,181.9499969482422
2024-11-04,175.17999267578125
2024-11-05,175.27000427246094
2024-11-06,170.3699951171875
2024-11-07,174.25
2024-11-08,176.82000732421875
2024-11-11,176.14999389648438
2024-11-12,173.9600067138672
2024-11-13,177.0399932861328
2024-11-14,174.6300048828125
2024-11-15,175.13999938964844
2024-11-18,176.4199981689453
2024-11-19,175.55999755859375
2024-11-20,175.6699981689453
2024-11-21,176.7100067138672
