Date,CRL
2022-02-28,291.1600036621094
2022-03-01,284.44000244140625
2022-03-02,286.989990234375
2022-03-03,284.1499938964844
2022-03-04,278.0
2022-03-07,266.4700012207031
2022-03-08,256.6600036621094
2022-03-09,268.489990234375
2022-03-10,266.57000732421875
2022-03-11,259.5400085449219
2022-03-14,255.50999450683594
2022-03-15,259.2300109863281
2022-03-16,270.7699890136719
2022-03-17,281.70001220703125
2022-03-18,286.7699890136719
2022-03-21,286.6099853515625
2022-03-22,295.3800048828125
2022-03-23,278.7099914550781
2022-03-24,281.04998779296875
2022-03-25,279.1000061035156
2022-03-28,282.67999267578125
2022-03-29,290.95001220703125
2022-03-30,289.8599853515625
2022-03-31,283.9700012207031
2022-04-01,288.6600036621094
2022-04-04,287.2699890136719
2022-04-05,288.6600036621094
2022-04-06,286.0199890136719
2022-04-07,302.0199890136719
2022-04-08,302.3999938964844
2022-04-11,290.6700134277344
2022-04-12,286.6499938964844
2022-04-13,289.82000732421875
2022-04-14,284.6300048828125
2022-04-18,277.2300109863281
2022-04-19,288.54998779296875
2022-04-20,296.8500061035156
2022-04-21,292.0
2022-04-22,273.0299987792969
2022-04-25,253.33999633789062
2022-04-26,231.6699981689453
2022-04-27,238.9499969482422
2022-04-28,242.1699981689453
2022-04-29,241.50999450683594
2022-05-02,245.8800048828125
2022-05-03,251.19000244140625
2022-05-04,257.510009765625
2022-05-05,248.19000244140625
2022-05-06,241.9600067138672
2022-05-09,228.85000610351562
2022-05-10,229.25
2022-05-11,222.30999755859375
2022-05-12,226.7100067138672
2022-05-13,235.80999755859375
2022-05-16,231.1999969482422
2022-05-17,236.2100067138672
2022-05-18,225.02000427246094
2022-05-19,231.77000427246094
2022-05-20,232.63999938964844
2022-05-23,231.24000549316406
2022-05-24,223.35000610351562
2022-05-25,223.47999572753906
2022-05-26,230.2100067138672
2022-05-27,244.41000366210938
2022-05-31,234.0800018310547
2022-06-01,229.69000244140625
2022-06-02,245.25
2022-06-03,242.97999572753906
2022-06-06,245.02000427246094
2022-06-07,247.2100067138672
2022-06-08,236.89999389648438
2022-06-09,225.7100067138672
2022-06-10,219.5
2022-06-13,210.67999267578125
2022-06-14,209.5
2022-06-15,212.88999938964844
2022-06-16,205.11000061035156
2022-06-17,204.1300048828125
2022-06-21,208.5800018310547
2022-06-22,209.82000732421875
2022-06-23,220.5800018310547
2022-06-24,226.32000732421875
2022-06-27,225.49000549316406
2022-06-28,217.5
2022-06-29,219.4600067138672
2022-06-30,213.97000122070312
2022-07-01,218.8300018310547
2022-07-05,222.72000122070312
2022-07-06,226.00999450683594
2022-07-07,229.42999267578125
2022-07-08,231.4199981689453
2022-07-11,224.55999755859375
2022-07-12,217.52000427246094
2022-07-13,214.38999938964844
2022-07-14,210.42999267578125
2022-07-15,219.75
2022-07-18,212.60000610351562
2022-07-19,226.00999450683594
2022-07-20,230.22000122070312
2022-07-21,238.0399932861328
2022-07-22,237.00999450683594
2022-07-25,235.32000732421875
2022-07-26,232.72999572753906
2022-07-27,237.36000061035156
2022-07-28,245.80999755859375
2022-07-29,250.5399932861328
2022-08-01,249.67999267578125
2022-08-02,243.66000366210938
2022-08-03,221.3800048828125
2022-08-04,227.63999938964844
2022-08-05,223.3800048828125
2022-08-08,220.67999267578125
2022-08-09,214.47999572753906
2022-08-10,226.52000427246094
2022-08-11,226.47000122070312
2022-08-12,233.00999450683594
2022-08-15,231.88999938964844
2022-08-16,228.1199951171875
2022-08-17,220.0500030517578
2022-08-18,220.14999389648438
2022-08-19,217.58999633789062
2022-08-22,211.89999389648438
2022-08-23,210.80999755859375
2022-08-24,209.74000549316406
2022-08-25,213.85000610351562
2022-08-26,204.80999755859375
2022-08-29,203.6199951171875
2022-08-30,205.44000244140625
2022-08-31,205.25
2022-09-01,203.24000549316406
2022-09-02,200.24000549316406
2022-09-06,200.16000366210938
2022-09-07,208.38999938964844
2022-09-08,213.6199951171875
2022-09-09,218.24000549316406
2022-09-12,223.35000610351562
2022-09-13,213.4600067138672
2022-09-14,202.32000732421875
2022-09-15,203.61000061035156
2022-09-16,199.7100067138672
2022-09-19,199.85000610351562
2022-09-20,194.17999267578125
2022-09-21,190.80999755859375
2022-09-22,184.8300018310547
2022-09-23,187.50999450683594
2022-09-26,185.16000366210938
2022-09-27,182.44000244140625
2022-09-28,187.4199981689453
2022-09-29,190.00999450683594
2022-09-30,196.8000030517578
2022-10-03,203.7899932861328
2022-10-04,213.1300048828125
2022-10-05,215.42999267578125
2022-10-06,210.80999755859375
2022-10-07,205.3300018310547
2022-10-10,201.36000061035156
2022-10-11,197.11000061035156
2022-10-12,197.3699951171875
2022-10-13,199.72000122070312
2022-10-14,197.22000122070312
2022-10-17,205.58999633789062
2022-10-18,205.86000061035156
2022-10-19,199.60000610351562
2022-10-20,199.49000549316406
2022-10-21,200.17999267578125
2022-10-24,200.85000610351562
2022-10-25,219.1199951171875
2022-10-26,221.17999267578125
2022-10-27,208.97000122070312
2022-10-28,214.47000122070312
2022-10-31,212.25
2022-11-01,207.2899932861328
2022-11-02,215.75
2022-11-03,217.16000366210938
2022-11-04,220.33999633789062
2022-11-07,226.02999877929688
2022-11-08,222.47999572753906
2022-11-09,221.08999633789062
2022-11-10,237.6999969482422
2022-11-11,246.27999877929688
2022-11-14,242.99000549316406
2022-11-15,250.07000732421875
2022-11-16,239.38999938964844
2022-11-17,237.52999877929688
2022-11-18,242.14999389648438
2022-11-21,240.83999633789062
2022-11-22,242.1300048828125
2022-11-23,241.0800018310547
2022-11-25,242.9199981689453
2022-11-28,237.11000061035156
2022-11-29,239.5
2022-11-30,228.57000732421875
2022-12-01,226.1999969482422
2022-12-02,222.66000366210938
2022-12-05,215.11000061035156
2022-12-06,211.2100067138672
2022-12-07,212.99000549316406
2022-12-08,210.07000732421875
2022-12-09,210.1699981689453
2022-12-12,201.94000244140625
2022-12-13,209.61000061035156
2022-12-14,214.3300018310547
2022-12-15,218.5
2022-12-16,215.4199981689453
2022-12-19,216.52999877929688
2022-12-20,213.00999450683594
2022-12-21,220.30999755859375
2022-12-22,218.36000061035156
2022-12-23,218.5
2022-12-27,218.9199981689453
2022-12-28,215.0399932861328
2022-12-29,223.5500030517578
2022-12-30,217.89999389648438
2023-01-03,218.39999389648438
2023-01-04,221.92999267578125
2023-01-05,220.0800018310547
2023-01-06,219.83999633789062
2023-01-09,227.75
2023-01-10,234.1300048828125
2023-01-11,246.94000244140625
2023-01-12,232.25
2023-01-13,232.6199951171875
2023-01-17,236.52999877929688
2023-01-18,234.52999877929688
2023-01-19,233.52999877929688
2023-01-20,243.1699981689453
2023-01-23,252.5500030517578
2023-01-24,246.25999450683594
2023-01-25,240.9199981689453
2023-01-26,244.2899932861328
2023-01-27,245.08999633789062
2023-01-30,239.77000427246094
2023-01-31,243.25
2023-02-01,248.2100067138672
2023-02-02,259.9200134277344
2023-02-03,250.35000610351562
2023-02-06,246.91000366210938
2023-02-07,252.63999938964844
2023-02-08,257.8399963378906
2023-02-09,249.82000732421875
2023-02-10,245.44000244140625
2023-02-13,253.5
2023-02-14,251.74000549316406
2023-02-15,251.52999877929688
2023-02-16,254.25
2023-02-17,249.75999450683594
2023-02-21,243.60000610351562
2023-02-22,219.08999633789062
2023-02-23,227.27999877929688
2023-02-24,219.80999755859375
2023-02-27,221.66000366210938
2023-02-28,219.33999633789062
2023-03-01,222.9199981689453
2023-03-02,226.3300018310547
2023-03-03,232.0
2023-03-06,225.52000427246094
2023-03-07,221.1199951171875
2023-03-08,218.7899932861328
2023-03-09,214.9199981689453
2023-03-10,202.5399932861328
2023-03-13,202.02000427246094
2023-03-14,205.02000427246094
2023-03-15,194.89999389648438
2023-03-16,193.55999755859375
2023-03-17,192.9199981689453
2023-03-20,192.58999633789062
2023-03-21,198.6699981689453
2023-03-22,196.2899932861328
2023-03-23,193.7100067138672
2023-03-24,193.7899932861328
2023-03-27,197.4600067138672
2023-03-28,191.88999938964844
2023-03-29,197.5800018310547
2023-03-30,198.02999877929688
2023-03-31,201.82000732421875
2023-04-03,200.25999450683594
2023-04-04,197.88999938964844
2023-04-05,195.74000549316406
2023-04-06,196.58999633789062
2023-04-10,199.74000549316406
2023-04-11,202.4199981689453
2023-04-12,201.47000122070312
2023-04-13,205.60000610351562
2023-04-14,203.69000244140625
2023-04-17,208.5500030517578
2023-04-18,206.02000427246094
2023-04-19,202.8699951171875
2023-04-20,197.94000244140625
2023-04-21,200.89999389648438
2023-04-24,203.8300018310547
2023-04-25,187.60000610351562
2023-04-26,187.00999450683594
2023-04-27,183.7100067138672
2023-04-28,190.1199951171875
2023-05-01,190.10000610351562
2023-05-02,189.0
2023-05-03,191.4600067138672
2023-05-04,189.47999572753906
2023-05-05,191.25
2023-05-08,189.8800048828125
2023-05-09,187.47999572753906
2023-05-10,186.3000030517578
2023-05-11,195.75
2023-05-12,191.24000549316406
2023-05-15,192.36000061035156
2023-05-16,188.17999267578125
2023-05-17,196.77999877929688
2023-05-18,199.25999450683594
2023-05-19,198.3300018310547
2023-05-22,201.33999633789062
2023-05-23,202.3000030517578
2023-05-24,199.3800048828125
2023-05-25,194.88999938964844
2023-05-26,194.1199951171875
2023-05-30,196.0500030517578
2023-05-31,193.3800048828125
