Date,NOW
2022-08-12,506.510009765625
2022-08-15,504.07000732421875
2022-08-16,496.739990234375
2022-08-17,488.760009765625
2022-08-18,489.6000061035156
2022-08-19,476.260009765625
2022-08-22,459.7099914550781
2022-08-23,459.989990234375
2022-08-24,457.5199890136719
2022-08-25,466.0299987792969
2022-08-26,444.69000244140625
2022-08-29,435.7799987792969
2022-08-30,436.8399963378906
2022-08-31,434.6199951171875
2022-09-01,430.55999755859375
2022-09-02,434.510009765625
2022-09-06,430.4700012207031
2022-09-07,444.1600036621094
2022-09-08,450.7699890136719
2022-09-09,470.0299987792969
2022-09-12,476.2900085449219
2022-09-13,452.3800048828125
2022-09-14,457.489990234375
2022-09-15,435.54998779296875
2022-09-16,425.79998779296875
2022-09-19,425.04998779296875
2022-09-20,411.20001220703125
2022-09-21,401.42999267578125
2022-09-22,386.9700012207031
2022-09-23,377.0400085449219
2022-09-26,370.1000061035156
2022-09-27,378.95001220703125
2022-09-28,388.8500061035156
2022-09-29,385.5
2022-09-30,377.6099853515625
2022-10-03,391.7099914550781
2022-10-04,411.54998779296875
2022-10-05,420.5799865722656
2022-10-06,418.42999267578125
2022-10-07,401.2099914550781
2022-10-10,381.7799987792969
2022-10-11,371.29998779296875
2022-10-12,369.1300048828125
2022-10-13,361.8999938964844
2022-10-14,341.760009765625
2022-10-17,348.6099853515625
2022-10-18,356.7900085449219
2022-10-19,355.44000244140625
2022-10-20,356.260009765625
2022-10-21,360.6700134277344
2022-10-24,366.55999755859375
2022-10-25,376.6600036621094
2022-10-26,366.4100036621094
2022-10-27,415.6700134277344
2022-10-28,420.3999938964844
2022-10-31,420.739990234375
2022-11-01,418.55999755859375
2022-11-02,392.67999267578125
2022-11-03,385.55999755859375
2022-11-04,361.75
2022-11-07,363.20001220703125
2022-11-08,371.1400146484375
2022-11-09,361.2699890136719
2022-11-10,404.05999755859375
2022-11-11,409.9100036621094
2022-11-14,400.3999938964844
2022-11-15,419.4800109863281
2022-11-16,412.20001220703125
2022-11-17,400.5799865722656
2022-11-18,399.3800048828125
2022-11-21,387.3800048828125
2022-11-22,400.2799987792969
2022-11-23,409.3699951171875
2022-11-25,407.2099914550781
2022-11-28,401.92999267578125
2022-11-29,396.8500061035156
2022-11-30,416.29998779296875
2022-12-01,425.6000061035156
2022-12-02,412.8699951171875
2022-12-05,392.260009765625
2022-12-06,389.1499938964844
2022-12-07,388.5199890136719
2022-12-08,396.2300109863281
2022-12-09,393.5799865722656
2022-12-12,401.6400146484375
2022-12-13,416.1700134277344
2022-12-14,418.3900146484375
2022-12-15,400.6400146484375
2022-12-16,394.3699951171875
2022-12-19,382.29998779296875
2022-12-20,386.4700012207031
2022-12-21,391.9100036621094
2022-12-22,379.94000244140625
2022-12-23,381.8599853515625
2022-12-27,380.6400146484375
2022-12-28,376.04998779296875
2022-12-29,389.8500061035156
2022-12-30,388.2699890136719
2023-01-03,385.5
2023-01-04,393.8500061035156
2023-01-05,366.32000732421875
2023-01-06,366.5299987792969
2023-01-09,378.55999755859375
2023-01-10,380.8399963378906
2023-01-11,393.7799987792969
2023-01-12,413.260009765625
2023-01-13,414.8900146484375
2023-01-17,418.239990234375
2023-01-18,416.20001220703125
2023-01-19,428.42999267578125
2023-01-20,441.8299865722656
2023-01-23,442.44000244140625
2023-01-24,443.4100036621094
2023-01-25,448.7699890136719
2023-01-26,463.07000732421875
2023-01-27,458.8599853515625
2023-01-30,442.57000732421875
2023-01-31,455.1300048828125
2023-02-01,473.80999755859375
2023-02-02,491.2699890136719
2023-02-03,472.2200012207031
2023-02-06,455.2200012207031
2023-02-07,463.260009765625
2023-02-08,463.9800109863281
2023-02-09,463.29998779296875
2023-02-10,458.3599853515625
2023-02-13,461.0400085449219
2023-02-14,461.3500061035156
2023-02-15,463.9100036621094
2023-02-16,453.69000244140625
2023-02-17,439.010009765625
2023-02-21,431.8599853515625
2023-02-22,439.8399963378906
2023-02-23,441.7099914550781
2023-02-24,425.5899963378906
2023-02-27,428.57000732421875
2023-02-28,432.1700134277344
2023-03-01,428.94000244140625
2023-03-02,436.0400085449219
2023-03-03,443.9800109863281
2023-03-06,446.0199890136719
2023-03-07,444.80999755859375
2023-03-08,446.9700012207031
2023-03-09,428.5
2023-03-10,415.0799865722656
2023-03-13,414.92999267578125
2023-03-14,424.5400085449219
2023-03-15,422.260009765625
2023-03-16,442.3900146484375
2023-03-17,441.0
2023-03-20,435.1499938964844
2023-03-21,445.4599914550781
2023-03-22,433.510009765625
2023-03-23,440.4700012207031
2023-03-24,432.8999938964844
2023-03-27,431.30999755859375
2023-03-28,429.0799865722656
2023-03-29,438.44000244140625
2023-03-30,439.6300048828125
2023-03-31,464.7200012207031
2023-04-03,464.489990234375
2023-04-04,476.04998779296875
2023-04-05,467.3299865722656
2023-04-06,473.1300048828125
2023-04-10,472.6400146484375
2023-04-11,469.82000732421875
2023-04-12,471.42999267578125
2023-04-13,483.5
2023-04-14,463.0299987792969
2023-04-17,470.54998779296875
2023-04-18,475.989990234375
2023-04-19,475.5899963378906
2023-04-20,467.69000244140625
2023-04-21,473.30999755859375
2023-04-24,473.0
2023-04-25,442.2799987792969
2023-04-26,454.0299987792969
2023-04-27,454.3399963378906
2023-04-28,459.4200134277344
2023-05-01,450.4100036621094
2023-05-02,443.67999267578125
2023-05-03,437.0799865722656
2023-05-04,430.510009765625
2023-05-05,434.79998779296875
2023-05-08,438.989990234375
2023-05-09,441.3900146484375
2023-05-10,454.1400146484375
2023-05-11,452.57000732421875
2023-05-12,455.20001220703125
2023-05-15,463.1400146484375
2023-05-16,468.239990234375
2023-05-17,492.9200134277344
2023-05-18,510.1700134277344
2023-05-19,510.29998779296875
2023-05-22,511.3900146484375
2023-05-23,500.1400146484375
2023-05-24,502.54998779296875
2023-05-25,531.780029296875
2023-05-26,537.4600219726562
2023-05-30,549.1199951171875
2023-05-31,544.780029296875
2023-06-01,542.9600219726562
2023-06-02,548.1799926757812
2023-06-05,556.7100219726562
2023-06-06,555.7999877929688
2023-06-07,528.3200073242188
2023-06-08,535.3400268554688
2023-06-09,534.030029296875
2023-06-12,546.3499755859375
2023-06-13,554.719970703125
2023-06-14,567.3099975585938
2023-06-15,574.3699951171875
2023-06-16,565.47998046875
2023-06-20,559.489990234375
2023-06-21,546.7999877929688
2023-06-22,549.8699951171875
2023-06-23,542.989990234375
2023-06-26,537.969970703125
2023-06-27,539.9600219726562
2023-06-28,548.6699829101562
2023-06-29,548.0800170898438
2023-06-30,561.969970703125
2023-07-03,562.8699951171875
2023-07-05,565.760009765625
2023-07-06,555.8300170898438
2023-07-07,552.97998046875
2023-07-10,565.5999755859375
2023-07-11,561.4400024414062
2023-07-12,561.3400268554688
2023-07-13,577.4500122070312
2023-07-14,580.3800048828125
2023-07-17,592.3800048828125
2023-07-18,597.1300048828125
2023-07-19,603.25
2023-07-20,578.8800048828125
2023-07-21,582.02001953125
2023-07-24,578.0399780273438
2023-07-25,582.3800048828125
2023-07-26,577.27001953125
2023-07-27,559.8900146484375
2023-07-28,569.5399780273438
2023-07-31,583.0
2023-08-01,590.3900146484375
2023-08-02,563.1699829101562
2023-08-03,560.4000244140625
2023-08-04,551.6300048828125
2023-08-07,554.8900146484375
2023-08-08,552.8300170898438
2023-08-09,550.3300170898438
2023-08-10,555.0
2023-08-11,557.4400024414062
2023-08-14,566.2100219726562
2023-08-15,559.5999755859375
2023-08-16,549.5
2023-08-17,543.6400146484375
2023-08-18,541.5
2023-08-21,554.7000122070312
2023-08-22,561.8200073242188
2023-08-23,568.0
2023-08-24,549.5399780273438
2023-08-25,563.6500244140625
2023-08-28,568.3099975585938
2023-08-29,578.8699951171875
2023-08-30,588.239990234375
2023-08-31,588.8300170898438
2023-09-01,590.8800048828125
2023-09-05,597.1599731445312
2023-09-06,598.510009765625
2023-09-07,599.3200073242188
2023-09-08,600.0700073242188
2023-09-11,605.9400024414062
2023-09-12,588.8400268554688
2023-09-13,591.3800048828125
2023-09-14,590.1099853515625
2023-09-15,579.5800170898438
2023-09-18,578.510009765625
2023-09-19,572.3300170898438
2023-09-20,570.5499877929688
2023-09-21,549.530029296875
2023-09-22,554.0900268554688
2023-09-25,559.47998046875
2023-09-26,544.6300048828125
2023-09-27,546.3800048828125
2023-09-28,553.52001953125
2023-09-29,558.9600219726562
2023-10-02,555.22998046875
2023-10-03,541.239990234375
2023-10-04,548.6400146484375
2023-10-05,547.1699829101562
2023-10-06,560.719970703125
2023-10-09,564.4299926757812
2023-10-10,558.2999877929688
2023-10-11,558.6699829101562
2023-10-12,560.1500244140625
2023-10-13,549.6599731445312
2023-10-16,551.6300048828125
2023-10-17,568.469970703125
2023-10-18,550.6799926757812
2023-10-19,559.97998046875
2023-10-20,542.510009765625
2023-10-23,541.3800048828125
2023-10-24,554.3900146484375
2023-10-25,530.1699829101562
2023-10-26,550.9500122070312
2023-10-27,554.010009765625
2023-10-30,568.5399780273438
2023-10-31,581.8499755859375
2023-11-01,593.47998046875
2023-11-02,599.4299926757812
2023-11-03,606.760009765625
2023-11-06,609.25
2023-11-07,613.9099731445312
2023-11-08,625.3300170898438
2023-11-09,619.760009765625
2023-11-10,634.760009765625
2023-11-13,638.4099731445312
2023-11-14,654.1699829101562
2023-11-15,650.9000244140625
2023-11-16,652.280029296875
2023-11-17,654.3599853515625
2023-11-20,666.9199829101562
2023-11-21,668.4000244140625
2023-11-22,669.6599731445312
2023-11-24,673.9000244140625
2023-11-27,670.5499877929688
2023-11-28,665.239990234375
2023-11-29,678.9299926757812
2023-11-30,685.739990234375
2023-12-01,690.7899780273438
2023-12-04,687.6199951171875
2023-12-05,688.219970703125
2023-12-06,686.22998046875
2023-12-07,687.6799926757812
2023-12-08,699.0800170898438
2023-12-11,705.1199951171875
2023-12-12,716.47998046875
2023-12-13,715.6400146484375
2023-12-14,680.3900146484375
2023-12-15,698.239990234375
2023-12-18,703.719970703125
2023-12-19,707.7100219726562
2023-12-20,693.7999877929688
2023-12-21,700.760009765625
2023-12-22,697.5499877929688
2023-12-26,701.22998046875
2023-12-27,703.760009765625
2023-12-28,702.4600219726562
2023-12-29,706.489990234375
2024-01-02,687.52001953125
2024-01-03,675.2999877929688
2024-01-04,671.8699951171875
2024-01-05,676.1599731445312
2024-01-08,696.260009765625
2024-01-09,698.6699829101562
2024-01-10,714.2999877929688
2024-01-11,726.4600219726562
2024-01-12,729.1799926757812
2024-01-16,727.5599975585938
2024-01-17,727.5399780273438
2024-01-18,745.9600219726562
2024-01-19,749.1099853515625
2024-01-22,752.4500122070312
2024-01-23,753.4199829101562
2024-01-24,763.4199829101562
2024-01-25,766.6900024414062
2024-01-26,769.4400024414062
2024-01-29,787.239990234375
2024-01-30,785.72998046875
2024-01-31,765.4000244140625
2024-02-01,771.0
2024-02-02,781.2999877929688
2024-02-05,784.8400268554688
2024-02-06,777.4500122070312
2024-02-07,790.3900146484375
2024-02-08,799.4099731445312
2024-02-09,812.9400024414062
2024-02-12,787.3499755859375
2024-02-13,773.760009765625
2024-02-14,792.0
2024-02-15,780.0
2024-02-16,765.0
2024-02-20,752.8400268554688
2024-02-21,747.9400024414062
2024-02-22,769.2100219726562
2024-02-23,770.969970703125
2024-02-26,779.6599731445312
2024-02-27,767.1400146484375
2024-02-28,759.7899780273438
2024-02-29,771.3400268554688
2024-03-01,773.6300048828125
2024-03-04,776.0900268554688
2024-03-05,740.1500244140625
2024-03-06,741.0599975585938
2024-03-07,768.0800170898438
2024-03-08,757.6799926757812
2024-03-11,756.739990234375
2024-03-12,789.5599975585938
2024-03-13,776.8800048828125
2024-03-14,779.489990234375
2024-03-15,743.9099731445312
2024-03-18,755.7999877929688
2024-03-19,756.9400024414062
2024-03-20,767.5599975585938
2024-03-21,773.1799926757812
2024-03-22,774.1500244140625
2024-03-25,774.6400146484375
2024-03-26,778.5700073242188
2024-03-27,759.0
2024-03-28,762.4000244140625
2024-04-01,768.3699951171875
2024-04-02,757.0
2024-04-03,759.1599731445312
2024-04-04,757.5499877929688
2024-04-05,783.5
2024-04-08,785.5999755859375
2024-04-09,782.219970703125
2024-04-10,769.1900024414062
2024-04-11,771.3400268554688
2024-04-12,768.7100219726562
2024-04-15,735.8099975585938
2024-04-16,744.780029296875
2024-04-17,736.4500122070312
2024-04-18,731.3599853515625
2024-04-19,713.9099731445312
2024-04-22,721.9500122070312
2024-04-23,740.9500122070312
2024-04-24,746.2899780273438
2024-04-25,716.25
2024-04-26,723.5499877929688
2024-04-29,721.1599731445312
2024-04-30,693.3300170898438
2024-05-01,685.6099853515625
2024-05-02,695.719970703125
2024-05-03,716.6500244140625
2024-05-06,726.5599975585938
2024-05-07,713.3300170898438
2024-05-08,721.030029296875
2024-05-09,722.9400024414062
2024-05-10,729.7899780273438
2024-05-13,730.1199951171875
2024-05-14,721.6199951171875
2024-05-15,760.5700073242188
2024-05-16,758.010009765625
2024-05-17,765.0499877929688
2024-05-20,774.1799926757812
2024-05-21,777.0499877929688
2024-05-22,770.8300170898438
2024-05-23,758.1500244140625
2024-05-24,738.510009765625
2024-05-28,728.8599853515625
2024-05-29,731.1199951171875
2024-05-30,643.2899780273438
2024-05-31,656.9299926757812
2024-06-03,660.1099853515625
2024-06-04,672.0
2024-06-05,704.1099853515625
2024-06-06,703.1599731445312
2024-06-07,698.8099975585938
2024-06-10,709.1500244140625
2024-06-11,712.0399780273438
2024-06-12,721.5
2024-06-13,709.760009765625
2024-06-14,728.5800170898438
2024-06-17,725.5
2024-06-18,730.1699829101562
2024-06-20,734.3099975585938
2024-06-21,749.3300170898438
2024-06-24,739.5900268554688
2024-06-25,754.8099975585938
2024-06-26,753.9099731445312
2024-06-27,774.1300048828125
2024-06-28,786.6699829101562
2024-07-01,788.9600219726562
2024-07-02,794.1099853515625
2024-07-03,785.9199829101562
2024-07-05,806.469970703125
2024-07-08,766.2000122070312
2024-07-09,744.010009765625
2024-07-10,743.1500244140625
2024-07-11,749.1400146484375
2024-07-12,758.489990234375
2024-07-15,767.8499755859375
2024-07-16,760.7899780273438
2024-07-17,736.0700073242188
2024-07-18,738.77001953125
2024-07-19,751.2000122070312
2024-07-22,756.5
2024-07-23,765.52001953125
2024-07-24,730.8699951171875
2024-07-25,828.7899780273438
2024-07-26,827.6099853515625
2024-07-29,799.0599975585938
2024-07-30,798.7999877929688
2024-07-31,814.3900146484375
2024-08-01,811.3800048828125
2024-08-02,790.6400146484375
2024-08-05,781.27001953125
2024-08-06,792.9500122070312
2024-08-07,776.280029296875
2024-08-08,796.1400146484375
2024-08-09,811.0800170898438
2024-08-12,806.6199951171875
2024-08-13,818.7999877929688
2024-08-14,819.02001953125
2024-08-15,832.1099853515625
2024-08-16,827.5599975585938
2024-08-19,832.8800048828125
2024-08-20,838.219970703125
2024-08-21,839.1799926757812
2024-08-22,820.9299926757812
2024-08-23,828.27001953125
2024-08-26,827.8599853515625
2024-08-27,831.739990234375
2024-08-28,814.1099853515625
2024-08-29,831.27001953125
2024-08-30,855.0
2024-09-03,835.8599853515625
2024-09-04,834.8300170898438
2024-09-05,835.4000244140625
2024-09-06,825.0399780273438
2024-09-09,855.5800170898438
2024-09-10,860.1500244140625
2024-09-11,875.9600219726562
2024-09-12,886.1300048828125
2024-09-13,878.9500122070312
2024-09-16,892.4600219726562
2024-09-17,885.8300170898438
2024-09-18,890.3900146484375
2024-09-19,919.25
2024-09-20,937.3599853515625
2024-09-23,925.5499877929688
2024-09-24,923.5999755859375
2024-09-25,890.030029296875
2024-09-26,884.8599853515625
2024-09-27,881.7899780273438
2024-09-30,894.3900146484375
2024-10-01,867.1799926757812
2024-10-02,880.4099731445312
2024-10-03,890.6400146484375
2024-10-04,917.6799926757812
2024-10-07,905.9400024414062
2024-10-08,922.0
2024-10-09,938.6500244140625
2024-10-10,944.6300048828125
2024-10-11,938.5900268554688
2024-10-14,944.6900024414062
2024-10-15,927.9600219726562
2024-10-16,918.8699951171875
2024-10-17,917.1199951171875
2024-10-18,921.75
2024-10-21,918.3400268554688
2024-10-22,917.9500122070312
2024-10-23,907.6799926757812
2024-10-24,956.5800170898438
2024-10-25,950.8499755859375
2024-10-28,945.0
2024-10-29,953.0800170898438
2024-10-30,950.0
2024-10-31,932.989990234375
2024-11-01,943.4099731445312
2024-11-04,954.5900268554688
2024-11-05,971.0399780273438
2024-11-06,994.47998046875
2024-11-07,1015.280029296875
2024-11-08,1008.0800170898438
2024-11-11,1036.010009765625
2024-11-12,1048.2900390625
2024-11-13,1045.550048828125
2024-11-14,1039.800048828125
2024-11-15,1011.3900146484375
2024-11-18,1005.3400268554688
2024-11-19,1022.0999755859375
2024-11-20,1022.97998046875
2024-11-21,1047.050048828125
