Date,SYF
2022-02-28,42.779998779296875
2022-03-01,39.470001220703125
2022-03-02,39.7599983215332
2022-03-03,38.88999938964844
2022-03-04,37.279998779296875
2022-03-07,34.7599983215332
2022-03-08,35.060001373291016
2022-03-09,36.20000076293945
2022-03-10,35.43000030517578
2022-03-11,35.040000915527344
2022-03-14,35.47999954223633
2022-03-15,36.13999938964844
2022-03-16,37.66999816894531
2022-03-17,37.45000076293945
2022-03-18,37.59000015258789
2022-03-21,36.380001068115234
2022-03-22,37.599998474121094
2022-03-23,36.34000015258789
2022-03-24,36.400001525878906
2022-03-25,36.66999816894531
2022-03-28,35.849998474121094
2022-03-29,36.7599983215332
2022-03-30,35.72999954223633
2022-03-31,34.810001373291016
2022-04-01,35.15999984741211
2022-04-04,35.56999969482422
2022-04-05,35.27000045776367
2022-04-06,35.77000045776367
2022-04-07,35.650001525878906
2022-04-08,36.63999938964844
2022-04-11,36.52000045776367
2022-04-12,36.869998931884766
2022-04-13,37.470001220703125
2022-04-14,37.70000076293945
2022-04-18,40.029998779296875
2022-04-19,40.70000076293945
2022-04-20,40.47999954223633
2022-04-21,39.79999923706055
2022-04-22,37.97999954223633
2022-04-25,38.290000915527344
2022-04-26,37.5099983215332
2022-04-27,36.81999969482422
2022-04-28,38.06999969482422
2022-04-29,36.810001373291016
2022-05-02,37.33000183105469
2022-05-03,38.290000915527344
2022-05-04,40.13999938964844
2022-05-05,39.33000183105469
2022-05-06,38.04999923706055
2022-05-09,37.029998779296875
2022-05-10,36.15999984741211
2022-05-11,35.33000183105469
2022-05-12,33.029998779296875
2022-05-13,33.54999923706055
2022-05-16,33.15999984741211
2022-05-17,35.400001525878906
2022-05-18,33.08000183105469
2022-05-19,32.560001373291016
2022-05-20,32.459999084472656
2022-05-23,34.099998474121094
2022-05-24,32.90999984741211
2022-05-25,33.939998626708984
2022-05-26,35.18000030517578
2022-05-27,36.13999938964844
2022-05-31,37.040000915527344
2022-06-01,35.869998931884766
2022-06-02,36.220001220703125
2022-06-03,35.439998626708984
2022-06-06,35.790000915527344
2022-06-07,36.369998931884766
2022-06-08,34.959999084472656
2022-06-09,33.849998474121094
2022-06-10,31.510000228881836
2022-06-13,29.700000762939453
2022-06-14,29.510000228881836
2022-06-15,30.469999313354492
2022-06-16,28.920000076293945
2022-06-17,29.889999389648438
2022-06-21,29.219999313354492
2022-06-22,29.040000915527344
2022-06-23,28.219999313354492
2022-06-24,29.540000915527344
2022-06-27,29.450000762939453
2022-06-28,28.959999084472656
2022-06-29,28.530000686645508
2022-06-30,27.6200008392334
2022-07-01,28.59000015258789
2022-07-05,28.940000534057617
2022-07-06,28.559999465942383
2022-07-07,29.489999771118164
2022-07-08,29.68000030517578
2022-07-11,29.75
2022-07-12,30.459999084472656
2022-07-13,30.020000457763672
2022-07-14,29.979999542236328
2022-07-15,31.389999389648438
2022-07-18,31.479999542236328
2022-07-19,32.88999938964844
2022-07-20,33.29999923706055
2022-07-21,32.65999984741211
2022-07-22,32.68000030517578
2022-07-25,32.81999969482422
2022-07-26,31.75
2022-07-27,32.58000183105469
2022-07-28,32.65999984741211
2022-07-29,33.47999954223633
2022-08-01,33.7400016784668
2022-08-02,32.81999969482422
2022-08-03,34.0
2022-08-04,33.7599983215332
2022-08-05,33.900001525878906
2022-08-08,34.43000030517578
2022-08-09,33.900001525878906
2022-08-10,35.65999984741211
2022-08-11,36.11000061035156
2022-08-12,36.13999938964844
2022-08-15,35.75
2022-08-16,36.029998779296875
2022-08-17,35.20000076293945
2022-08-18,35.369998931884766
2022-08-19,34.310001373291016
2022-08-22,33.380001068115234
2022-08-23,34.0
2022-08-24,34.33000183105469
2022-08-25,35.130001068115234
2022-08-26,33.650001525878906
2022-08-29,32.72999954223633
2022-08-30,32.959999084472656
2022-08-31,32.75
2022-09-01,32.04999923706055
2022-09-02,31.969999313354492
2022-09-06,31.0
2022-09-07,31.950000762939453
2022-09-08,32.599998474121094
2022-09-09,33.41999816894531
2022-09-12,34.29999923706055
2022-09-13,31.600000381469727
2022-09-14,31.739999771118164
2022-09-15,32.599998474121094
2022-09-16,32.5099983215332
2022-09-19,32.709999084472656
2022-09-20,31.639999389648438
2022-09-21,30.6299991607666
2022-09-22,29.729999542236328
2022-09-23,29.270000457763672
