Date,FTV
2022-02-28,64.75
2022-03-01,63.36000061035156
2022-03-02,64.19999694824219
2022-03-03,62.880001068115234
2022-03-04,60.599998474121094
2022-03-07,57.779998779296875
2022-03-08,56.290000915527344
2022-03-09,58.4900016784668
2022-03-10,56.47999954223633
2022-03-11,56.2400016784668
2022-03-14,56.959999084472656
2022-03-15,56.9900016784668
2022-03-16,59.58000183105469
2022-03-17,61.0
2022-03-18,61.900001525878906
2022-03-21,61.380001068115234
2022-03-22,61.41999816894531
2022-03-23,60.310001373291016
2022-03-24,61.31999969482422
2022-03-25,61.54999923706055
2022-03-28,62.08000183105469
2022-03-29,63.279998779296875
2022-03-30,62.130001068115234
2022-03-31,60.93000030517578
2022-04-01,60.630001068115234
2022-04-04,60.90999984741211
2022-04-05,59.849998474121094
2022-04-06,59.279998779296875
2022-04-07,59.75
2022-04-08,59.459999084472656
2022-04-11,58.849998474121094
2022-04-12,58.61000061035156
2022-04-13,59.150001525878906
2022-04-14,58.18000030517578
2022-04-18,57.86000061035156
2022-04-19,59.08000183105469
2022-04-20,59.959999084472656
2022-04-21,59.70000076293945
2022-04-22,57.79999923706055
2022-04-25,57.849998474121094
2022-04-26,56.90999984741211
2022-04-27,57.72999954223633
2022-04-28,58.63999938964844
2022-04-29,57.5
2022-05-02,58.77000045776367
2022-05-03,59.59000015258789
2022-05-04,62.709999084472656
2022-05-05,61.08000183105469
2022-05-06,60.779998779296875
2022-05-09,59.22999954223633
2022-05-10,58.40999984741211
2022-05-11,57.58000183105469
2022-05-12,57.529998779296875
2022-05-13,58.5
2022-05-16,58.119998931884766
2022-05-17,59.599998474121094
2022-05-18,57.790000915527344
2022-05-19,58.58000183105469
2022-05-20,58.27000045776367
2022-05-23,58.66999816894531
2022-05-24,58.970001220703125
2022-05-25,59.13999938964844
2022-05-26,60.599998474121094
2022-05-27,62.0
2022-05-31,61.77000045776367
2022-06-01,61.369998931884766
2022-06-02,63.13999938964844
2022-06-03,62.58000183105469
2022-06-06,63.0
2022-06-07,63.66999816894531
2022-06-08,62.970001220703125
2022-06-09,61.130001068115234
2022-06-10,59.15999984741211
2022-06-13,57.08000183105469
2022-06-14,56.06999969482422
2022-06-15,56.63999938964844
2022-06-16,53.75
2022-06-17,53.560001373291016
2022-06-21,54.06999969482422
2022-06-22,54.540000915527344
2022-06-23,54.77000045776367
2022-06-24,56.279998779296875
2022-06-27,55.70000076293945
2022-06-28,54.93000030517578
2022-06-29,54.529998779296875
2022-06-30,54.380001068115234
2022-07-01,54.869998931884766
2022-07-05,54.91999816894531
2022-07-06,55.08000183105469
2022-07-07,55.91999816894531
2022-07-08,56.0099983215332
2022-07-11,55.4900016784668
2022-07-12,54.7599983215332
2022-07-13,54.279998779296875
2022-07-14,53.65999984741211
2022-07-15,54.900001525878906
2022-07-18,54.27000045776367
2022-07-19,56.599998474121094
2022-07-20,57.189998626708984
2022-07-21,58.790000915527344
2022-07-22,58.41999816894531
2022-07-25,58.310001373291016
2022-07-26,58.220001220703125
2022-07-27,59.5
2022-07-28,62.470001220703125
2022-07-29,64.44999694824219
2022-08-01,64.43000030517578
2022-08-02,64.16999816894531
2022-08-03,65.27999877929688
2022-08-04,65.58999633789062
2022-08-05,65.2699966430664
2022-08-08,65.45999908447266
2022-08-09,64.94000244140625
2022-08-10,66.6500015258789
2022-08-11,67.27999877929688
2022-08-12,68.51000213623047
2022-08-15,68.48999786376953
2022-08-16,68.66000366210938
2022-08-17,68.04000091552734
2022-08-18,68.33000183105469
2022-08-19,67.55999755859375
2022-08-22,65.66999816894531
2022-08-23,65.79000091552734
2022-08-24,65.94000244140625
2022-08-25,66.9800033569336
2022-08-26,64.73999786376953
2022-08-29,64.20999908447266
2022-08-30,63.619998931884766
2022-08-31,63.33000183105469
2022-09-01,63.27000045776367
2022-09-02,62.56999969482422
2022-09-06,63.06999969482422
2022-09-07,64.83999633789062
2022-09-08,65.2699966430664
2022-09-09,66.0199966430664
2022-09-12,66.91999816894531
2022-09-13,64.18000030517578
2022-09-14,64.08000183105469
2022-09-15,64.27999877929688
2022-09-16,62.720001220703125
2022-09-19,63.90999984741211
2022-09-20,63.27000045776367
2022-09-21,62.220001220703125
2022-09-22,60.88999938964844
2022-09-23,59.869998931884766
2022-09-26,59.209999084472656
2022-09-27,58.619998931884766
2022-09-28,60.38999938964844
2022-09-29,59.209999084472656
2022-09-30,58.29999923706055
2022-10-03,60.630001068115234
2022-10-04,62.27000045776367
2022-10-05,61.900001525878906
2022-10-06,61.439998626708984
2022-10-07,60.060001373291016
2022-10-10,59.58000183105469
2022-10-11,59.099998474121094
2022-10-12,59.0099983215332
2022-10-13,60.29999923706055
2022-10-14,58.869998931884766
2022-10-17,60.54999923706055
2022-10-18,61.65999984741211
2022-10-19,60.66999816894531
2022-10-20,59.58000183105469
2022-10-21,61.45000076293945
2022-10-24,62.7599983215332
2022-10-25,63.90999984741211
2022-10-26,62.63999938964844
2022-10-27,62.56999969482422
2022-10-28,64.20999908447266
2022-10-31,63.900001525878906
2022-11-01,63.939998626708984
