Date,SNOW
2023-03-01,154.5
2023-03-02,135.27999877929688
2023-03-03,142.11000061035156
2023-03-06,142.07000732421875
2023-03-07,142.4499969482422
2023-03-08,142.64999389648438
2023-03-09,136.3000030517578
2023-03-10,131.4600067138672
2023-03-13,137.72999572753906
2023-03-14,139.82000732421875
2023-03-15,139.5800018310547
2023-03-16,138.9199981689453
2023-03-17,135.6199951171875
2023-03-20,135.47000122070312
2023-03-21,141.47000122070312
2023-03-22,135.6300048828125
2023-03-23,140.57000732421875
2023-03-24,136.52999877929688
2023-03-27,134.97000122070312
2023-03-28,134.80999755859375
2023-03-29,137.4600067138672
2023-03-30,142.11000061035156
2023-03-31,154.2899932861328
2023-04-03,150.0
2023-04-04,155.42999267578125
2023-04-05,146.47999572753906
2023-04-06,145.67999267578125
2023-04-10,147.77000427246094
2023-04-11,139.19000244140625
2023-04-12,139.66000366210938
2023-04-13,141.3800048828125
2023-04-14,142.1300048828125
2023-04-17,145.25999450683594
2023-04-18,145.88999938964844
2023-04-19,144.5500030517578
2023-04-20,142.72000122070312
2023-04-21,145.19000244140625
2023-04-24,142.50999450683594
2023-04-25,135.47999572753906
2023-04-26,147.05999755859375
2023-04-27,148.77000427246094
2023-04-28,148.0800018310547
2023-05-01,146.97000122070312
2023-05-02,144.83999633789062
2023-05-03,144.63999938964844
2023-05-04,155.27000427246094
2023-05-05,154.1699981689453
2023-05-08,160.4199981689453
2023-05-09,163.8699951171875
2023-05-10,172.0399932861328
2023-05-11,170.07000732421875
2023-05-12,167.39999389648438
2023-05-15,172.0500030517578
2023-05-16,171.7100067138672
2023-05-17,174.02000427246094
2023-05-18,184.30999755859375
2023-05-19,176.82000732421875
2023-05-22,178.47000122070312
2023-05-23,175.16000366210938
2023-05-24,177.13999938964844
2023-05-25,147.91000366210938
2023-05-26,150.00999450683594
2023-05-30,158.64999389648438
2023-05-31,165.36000061035156
2023-06-01,167.27999877929688
2023-06-02,175.2100067138672
2023-06-05,181.75
2023-06-06,182.22000122070312
2023-06-07,169.07000732421875
2023-06-08,174.30999755859375
2023-06-09,170.64999389648438
2023-06-12,171.88999938964844
2023-06-13,173.44000244140625
2023-06-14,181.07000732421875
2023-06-15,190.97999572753906
2023-06-16,184.17999267578125
2023-06-20,179.0800018310547
2023-06-21,173.38999938964844
2023-06-22,178.60000610351562
2023-06-23,178.25
2023-06-26,169.83999633789062
2023-06-27,177.02000427246094
2023-06-28,183.85000610351562
2023-06-29,175.77000427246094
2023-06-30,175.97999572753906
2023-07-03,176.99000549316406
2023-07-05,172.5500030517578
2023-07-06,172.19000244140625
2023-07-07,170.61000061035156
2023-07-10,169.64999389648438
2023-07-11,172.0500030517578
2023-07-12,171.92999267578125
2023-07-13,184.22000122070312
2023-07-14,180.7899932861328
2023-07-17,184.2100067138672
2023-07-18,188.1999969482422
2023-07-19,185.4499969482422
2023-07-20,176.3300018310547
2023-07-21,175.89999389648438
2023-07-24,174.8000030517578
2023-07-25,179.2899932861328
2023-07-26,170.0
2023-07-27,168.27000427246094
2023-07-28,174.8300018310547
2023-07-31,177.7100067138672
2023-08-01,176.5800018310547
2023-08-02,164.60000610351562
2023-08-03,161.0500030517578
2023-08-04,166.6699981689453
2023-08-07,166.6699981689453
2023-08-08,156.3300018310547
2023-08-09,154.07000732421875
2023-08-10,155.02000427246094
2023-08-11,153.3699951171875
2023-08-14,152.86000061035156
2023-08-15,151.10000610351562
2023-08-16,149.69000244140625
2023-08-17,146.94000244140625
2023-08-18,147.6300048828125
2023-08-21,151.8800048828125
2023-08-22,152.5800018310547
2023-08-23,155.6999969482422
2023-08-24,147.6699981689453
2023-08-25,152.5500030517578
2023-08-28,148.75
2023-08-29,153.3000030517578
2023-08-30,155.33999633789062
2023-08-31,156.85000610351562
2023-09-01,157.0800018310547
2023-09-05,159.3800048828125
2023-09-06,157.49000549316406
2023-09-07,159.83999633789062
2023-09-08,165.9499969482422
2023-09-11,170.1699981689453
2023-09-12,166.8300018310547
2023-09-13,165.33999633789062
2023-09-14,162.97999572753906
2023-09-15,162.41000366210938
2023-09-18,161.4499969482422
2023-09-19,159.74000549316406
2023-09-20,158.6300048828125
2023-09-21,149.02999877929688
2023-09-22,149.6999969482422
2023-09-25,149.74000549316406
2023-09-26,147.0500030517578
2023-09-27,147.52000427246094
2023-09-28,151.1199951171875
2023-09-29,152.77000427246094
2023-10-02,151.1699981689453
2023-10-03,148.7899932861328
2023-10-04,151.9600067138672
2023-10-05,150.25
2023-10-06,159.9499969482422
2023-10-09,161.80999755859375
2023-10-10,163.1300048828125
2023-10-11,163.5399932861328
2023-10-12,159.9600067138672
2023-10-13,157.16000366210938
2023-10-16,162.1300048828125
2023-10-17,159.38999938964844
2023-10-18,153.22999572753906
2023-10-19,153.42999267578125
2023-10-20,147.6699981689453
2023-10-23,148.58999633789062
2023-10-24,151.1199951171875
2023-10-25,142.39999389648438
2023-10-26,140.83999633789062
2023-10-27,143.3800048828125
2023-10-30,144.16000366210938
2023-10-31,145.1300048828125
2023-11-01,144.25999450683594
2023-11-02,142.75
2023-11-03,149.99000549316406
2023-11-06,144.1999969482422
2023-11-07,159.57000732421875
2023-11-08,158.5800018310547
2023-11-09,156.35000610351562
2023-11-10,160.39999389648438
2023-11-13,158.6999969482422
2023-11-14,165.86000061035156
2023-11-15,163.02999877929688
2023-11-16,160.97000122070312
2023-11-17,161.85000610351562
2023-11-20,166.72999572753906
2023-11-21,166.6699981689453
2023-11-22,168.9199981689453
2023-11-24,171.16000366210938
2023-11-27,170.3000030517578
2023-11-28,171.5500030517578
2023-11-29,175.32000732421875
2023-11-30,187.67999267578125
2023-12-01,185.97000122070312
2023-12-04,188.3000030517578
2023-12-05,186.16000366210938
2023-12-06,184.47000122070312
2023-12-07,187.30999755859375
2023-12-08,190.6699981689453
2023-12-11,192.99000549316406
2023-12-12,193.49000549316406
2023-12-13,196.5500030517578
2023-12-14,200.86000061035156
2023-12-15,199.00999450683594
2023-12-18,198.97000122070312
2023-12-19,199.02000427246094
2023-12-20,194.27999877929688
2023-12-21,196.7899932861328
2023-12-22,195.6699981689453
2023-12-26,198.55999755859375
2023-12-27,198.7100067138672
2023-12-28,201.22999572753906
2023-12-29,199.0
2024-01-02,189.1199951171875
2024-01-03,184.2100067138672
2024-01-04,183.72000122070312
2024-01-05,189.1199951171875
2024-01-08,196.35000610351562
2024-01-09,196.89999389648438
2024-01-10,197.39999389648438
2024-01-11,195.6199951171875
2024-01-12,191.25999450683594
2024-01-16,188.02000427246094
2024-01-17,188.1199951171875
2024-01-18,186.61000061035156
2024-01-19,193.1199951171875
2024-01-22,199.0800018310547
2024-01-23,205.5800018310547
2024-01-24,203.80999755859375
2024-01-25,206.00999450683594
2024-01-26,202.50999450683594
2024-01-29,209.5399932861328
2024-01-30,206.25
2024-01-31,195.63999938964844
2024-02-01,199.94000244140625
2024-02-02,218.75999450683594
2024-02-05,215.60000610351562
2024-02-06,213.67999267578125
2024-02-07,218.22999572753906
2024-02-08,222.89999389648438
2024-02-09,233.27999877929688
2024-02-12,232.16000366210938
2024-02-13,227.57000732421875
2024-02-14,236.0
2024-02-15,232.39999389648438
2024-02-16,230.30999755859375
2024-02-20,220.0800018310547
2024-02-21,216.2100067138672
2024-02-22,225.6199951171875
2024-02-23,229.33999633789062
2024-02-26,230.92999267578125
2024-02-27,234.02999877929688
2024-02-28,230.0
2024-02-29,188.27999877929688
2024-03-01,186.72000122070312
2024-03-04,177.92999267578125
2024-03-05,167.75
2024-03-06,167.0
2024-03-07,168.44000244140625
2024-03-08,162.39999389648438
2024-03-11,162.2899932861328
2024-03-12,161.9499969482422
2024-03-13,162.30999755859375
2024-03-14,158.9199981689453
2024-03-15,156.97000122070312
2024-03-18,156.30999755859375
2024-03-19,157.6999969482422
2024-03-20,163.0399932861328
2024-03-21,158.38999938964844
2024-03-22,159.02999877929688
2024-03-25,158.13999938964844
2024-03-26,158.02000427246094
2024-03-27,160.0399932861328
2024-03-28,161.60000610351562
2024-04-01,160.52000427246094
2024-04-02,156.19000244140625
2024-04-03,153.02000427246094
2024-04-04,151.33999633789062
2024-04-05,153.86000061035156
2024-04-08,154.86000061035156
2024-04-09,155.5800018310547
2024-04-10,152.97000122070312
2024-04-11,159.35000610351562
2024-04-12,158.55999755859375
2024-04-15,151.97999572753906
2024-04-16,150.3000030517578
2024-04-17,148.8000030517578
2024-04-18,148.41000366210938
2024-04-19,145.4499969482422
2024-04-22,147.2100067138672
2024-04-23,151.1699981689453
2024-04-24,154.99000549316406
2024-04-25,152.5
2024-04-26,158.1300048828125
2024-04-29,157.44000244140625
2024-04-30,155.1999969482422
2024-05-01,156.13999938964844
2024-05-02,157.77000427246094
2024-05-03,159.32000732421875
2024-05-06,163.67999267578125
2024-05-07,159.08999633789062
2024-05-08,157.77999877929688
2024-05-09,155.8699951171875
2024-05-10,157.14999389648438
2024-05-13,159.7899932861328
2024-05-14,160.9499969482422
2024-05-15,164.3699951171875
2024-05-16,165.0399932861328
2024-05-17,161.86000061035156
2024-05-20,164.77999877929688
2024-05-21,162.7100067138672
2024-05-22,163.33999633789062
2024-05-23,154.5800018310547
2024-05-24,156.16000366210938
2024-05-28,150.74000549316406
2024-05-29,148.19000244140625
2024-05-30,140.9499969482422
2024-05-31,136.17999267578125
2024-06-03,136.92999267578125
2024-06-04,137.0
2024-06-05,134.2899932861328
2024-06-06,132.0399932861328
2024-06-07,131.2100067138672
2024-06-10,126.76000213623047
2024-06-11,128.47999572753906
2024-06-12,130.3300018310547
2024-06-13,125.9000015258789
2024-06-14,127.16999816894531
2024-06-17,130.6699981689453
2024-06-18,127.5999984741211
2024-06-20,126.62000274658203
2024-06-21,127.80000305175781
2024-06-24,124.80000305175781
2024-06-25,124.20999908447266
2024-06-26,129.1300048828125
2024-06-27,133.9199981689453
2024-06-28,135.08999633789062
2024-07-01,142.77000427246094
2024-07-02,141.9199981689453
2024-07-03,142.86000061035156
2024-07-05,143.02000427246094
2024-07-08,141.57000732421875
2024-07-09,137.4600067138672
2024-07-10,137.5
2024-07-11,138.17999267578125
2024-07-12,135.75
2024-07-15,133.72000122070312
2024-07-16,136.2100067138672
2024-07-17,135.10000610351562
2024-07-18,129.83999633789062
2024-07-19,129.85000610351562
2024-07-22,131.14999389648438
2024-07-23,132.60000610351562
2024-07-24,125.62000274658203
2024-07-25,129.58999633789062
2024-07-26,129.0
2024-07-29,129.57000732421875
2024-07-30,128.8800048828125
2024-07-31,130.3800048828125
2024-08-01,124.19999694824219
2024-08-02,119.7699966430664
2024-08-05,112.62999725341797
2024-08-06,114.81999969482422
2024-08-07,115.0999984741211
2024-08-08,121.5999984741211
2024-08-09,124.41000366210938
2024-08-12,123.02999877929688
2024-08-13,127.05999755859375
2024-08-14,127.30000305175781
2024-08-15,127.05000305175781
2024-08-16,128.0399932861328
2024-08-19,131.4199981689453
2024-08-20,131.9199981689453
2024-08-21,135.05999755859375
2024-08-22,115.20999908447266
2024-08-23,115.86000061035156
2024-08-26,118.0
2024-08-27,115.54000091552734
2024-08-28,111.55999755859375
2024-08-29,114.13999938964844
2024-08-30,114.2300033569336
2024-09-03,110.41000366210938
2024-09-04,110.80000305175781
2024-09-05,111.75
2024-09-06,108.55999755859375
2024-09-09,109.95999908447266
2024-09-10,110.2699966430664
2024-09-11,112.0
2024-09-12,112.98999786376953
2024-09-13,113.66999816894531
2024-09-16,112.83999633789062
2024-09-17,111.62999725341797
2024-09-18,110.77999877929688
2024-09-19,114.0199966430664
2024-09-20,110.2699966430664
2024-09-23,113.26000213623047
2024-09-24,112.5
2024-09-25,112.62000274658203
2024-09-26,112.48999786376953
2024-09-27,113.91999816894531
2024-09-30,114.86000061035156
2024-10-01,110.2300033569336
2024-10-02,109.6500015258789
2024-10-03,110.47000122070312
2024-10-04,114.72000122070312
2024-10-07,113.81999969482422
2024-10-08,113.5199966430664
2024-10-09,119.66999816894531
2024-10-10,123.79000091552734
2024-10-11,124.02999877929688
2024-10-14,123.16000366210938
2024-10-15,122.73999786376953
2024-10-16,118.9000015258789
2024-10-17,119.02999877929688
2024-10-18,119.54000091552734
2024-10-21,119.55999755859375
2024-10-22,115.5
2024-10-23,113.61000061035156
2024-10-24,114.91999816894531
2024-10-25,116.04000091552734
2024-10-28,117.33000183105469
2024-10-29,118.38999938964844
2024-10-30,118.98999786376953
2024-10-31,114.81999969482422
2024-11-01,115.48999786376953
2024-11-04,113.73999786376953
2024-11-05,116.5
2024-11-06,121.41999816894531
2024-11-07,123.54000091552734
2024-11-08,120.88999938964844
2024-11-11,123.5
2024-11-12,125.45999908447266
2024-11-13,130.72999572753906
2024-11-14,129.27000427246094
2024-11-15,125.95999908447266
2024-11-18,127.43000030517578
2024-11-19,130.24000549316406
2024-11-20,129.1199951171875
2024-11-21,171.35000610351562
