Date,SNOW
2022-02-28,265.6600036621094
2022-03-01,263.19000244140625
2022-03-02,264.69000244140625
2022-03-03,224.02000427246094
2022-03-04,209.64999389648438
2022-03-07,193.0
2022-03-08,191.61000061035156
2022-03-09,207.55999755859375
2022-03-10,197.85000610351562
2022-03-11,180.4199981689453
2022-03-14,166.75
2022-03-15,170.77999877929688
2022-03-16,197.83999633789062
2022-03-17,208.85000610351562
2022-03-18,222.85000610351562
2022-03-21,212.97000122070312
2022-03-22,224.9600067138672
2022-03-23,222.24000549316406
2022-03-24,227.57000732421875
2022-03-25,219.80999755859375
2022-03-28,235.88999938964844
2022-03-29,239.6699981689453
2022-03-30,231.6300048828125
2022-03-31,229.1300048828125
2022-04-01,234.80999755859375
2022-04-04,241.22999572753906
2022-04-05,227.08999633789062
2022-04-06,212.08999633789062
2022-04-07,213.8800048828125
2022-04-08,208.33999633789062
2022-04-11,208.52999877929688
2022-04-12,210.94000244140625
2022-04-13,214.41000366210938
2022-04-14,198.6300048828125
2022-04-18,192.38999938964844
2022-04-19,197.42999267578125
2022-04-20,185.97999572753906
2022-04-21,175.13999938964844
2022-04-22,173.8000030517578
2022-04-25,186.94000244140625
2022-04-26,178.75999450683594
2022-04-27,174.9499969482422
2022-04-28,185.7100067138672
2022-04-29,171.44000244140625
2022-05-02,177.75999450683594
2022-05-03,176.4199981689453
2022-05-04,186.0
2022-05-05,166.17999267578125
2022-05-06,155.27000427246094
2022-05-09,143.2899932861328
2022-05-10,143.75999450683594
2022-05-11,132.8800048828125
2022-05-12,140.60000610351562
2022-05-13,158.36000061035156
2022-05-16,144.50999450683594
2022-05-17,145.80999755859375
2022-05-18,137.75999450683594
2022-05-19,146.82000732421875
2022-05-20,141.49000549316406
2022-05-23,138.85000610351562
2022-05-24,129.6300048828125
2022-05-25,132.77000427246094
2022-05-26,126.80000305175781
2022-05-27,129.91000366210938
2022-05-31,127.6500015258789
2022-06-01,126.1500015258789
2022-06-02,138.24000549316406
2022-06-03,129.82000732421875
2022-06-06,128.07000732421875
2022-06-07,131.25999450683594
2022-06-08,135.57000732421875
2022-06-09,133.22999572753906
2022-06-10,122.41999816894531
2022-06-13,113.30000305175781
2022-06-14,113.87000274658203
2022-06-15,122.54000091552734
2022-06-16,114.37999725341797
2022-06-17,119.37999725341797
2022-06-21,122.54000091552734
2022-06-22,127.36000061035156
2022-06-23,143.11000061035156
2022-06-24,151.52999877929688
2022-06-27,148.14999389648438
2022-06-28,143.75999450683594
2022-06-29,143.02999877929688
2022-06-30,139.05999755859375
2022-07-01,144.52999877929688
2022-07-05,154.89999389648438
2022-07-06,154.0
2022-07-07,159.07000732421875
2022-07-08,159.67999267578125
2022-07-11,155.39999389648438
2022-07-12,145.42999267578125
2022-07-13,149.60000610351562
2022-07-14,146.1999969482422
2022-07-15,147.9499969482422
2022-07-18,146.47000122070312
2022-07-19,146.4600067138672
2022-07-20,156.89999389648438
2022-07-21,157.72999572753906
2022-07-22,142.99000549316406
2022-07-25,140.25999450683594
2022-07-26,130.1199951171875
2022-07-27,141.3000030517578
2022-07-28,143.27999877929688
2022-07-29,149.91000366210938
2022-08-01,150.97999572753906
2022-08-02,153.3699951171875
2022-08-03,162.3699951171875
2022-08-04,160.75999450683594
2022-08-05,165.52999877929688
2022-08-08,170.85000610351562
2022-08-09,160.5500030517578
2022-08-10,174.39999389648438
2022-08-11,167.8800048828125
2022-08-12,168.67999267578125
2022-08-15,170.44000244140625
2022-08-16,167.35000610351562
2022-08-17,161.2899932861328
2022-08-18,161.75
2022-08-19,153.94000244140625
2022-08-22,151.61000061035156
2022-08-23,153.07000732421875
2022-08-24,159.49000549316406
2022-08-25,196.27999877929688
2022-08-26,197.7100067138672
2022-08-29,186.42999267578125
2022-08-30,184.74000549316406
2022-08-31,180.9499969482422
2022-09-01,173.14999389648438
2022-09-02,171.49000549316406
2022-09-06,169.8000030517578
2022-09-07,177.75999450683594
2022-09-08,179.47999572753906
2022-09-09,188.19000244140625
2022-09-12,195.2100067138672
2022-09-13,187.42999267578125
2022-09-14,197.97999572753906
2022-09-15,196.49000549316406
2022-09-16,184.6699981689453
2022-09-19,187.6999969482422
2022-09-20,182.74000549316406
2022-09-21,178.72000122070312
2022-09-22,171.7899932861328
2022-09-23,172.1300048828125
2022-09-26,165.11000061035156
2022-09-27,169.86000061035156
2022-09-28,173.83999633789062
2022-09-29,170.33999633789062
2022-09-30,169.9600067138672
2022-10-03,172.50999450683594
2022-10-04,183.80999755859375
2022-10-05,185.35000610351562
2022-10-06,188.91000366210938
2022-10-07,175.10000610351562
2022-10-10,159.0500030517578
2022-10-11,153.52999877929688
2022-10-12,158.52999877929688
2022-10-13,156.25
2022-10-14,152.3800048828125
2022-10-17,167.5399932861328
2022-10-18,173.1699981689453
2022-10-19,171.0399932861328
2022-10-20,174.0399932861328
2022-10-21,177.10000610351562
2022-10-24,174.77000427246094
2022-10-25,181.82000732421875
2022-10-26,169.4499969482422
2022-10-27,169.11000061035156
2022-10-28,159.69000244140625
2022-10-31,160.3000030517578
2022-11-01,159.5
2022-11-02,147.75
2022-11-03,150.47000122070312
2022-11-04,132.30999755859375
2022-11-07,129.10000610351562
2022-11-08,129.16000366210938
2022-11-09,126.26000213623047
2022-11-10,145.3800048828125
2022-11-11,159.41000366210938
2022-11-14,157.83999633789062
2022-11-15,163.49000549316406
2022-11-16,154.14999389648438
2022-11-17,147.69000244140625
2022-11-18,146.1999969482422
2022-11-21,141.13999938964844
2022-11-22,143.36000061035156
2022-11-23,146.4499969482422
2022-11-25,144.72000122070312
2022-11-28,141.07000732421875
2022-11-29,136.55999755859375
2022-11-30,142.89999389648438
2022-12-01,154.0399932861328
2022-12-02,149.74000549316406
2022-12-05,135.6300048828125
2022-12-06,136.72999572753906
2022-12-07,137.41000366210938
2022-12-08,142.8699951171875
2022-12-09,144.52999877929688
2022-12-12,150.8800048828125
2022-12-13,150.5800018310547
2022-12-14,149.1999969482422
2022-12-15,142.64999389648438
2022-12-16,142.4499969482422
2022-12-19,138.10000610351562
2022-12-20,141.2100067138672
2022-12-21,146.75
2022-12-22,140.3699951171875
2022-12-23,138.49000549316406
2022-12-27,137.75999450683594
2022-12-28,138.4199981689453
2022-12-29,142.3800048828125
2022-12-30,143.5399932861328
2023-01-03,135.5
2023-01-04,130.44000244140625
2023-01-05,121.55999755859375
2023-01-06,124.05999755859375
2023-01-09,134.42999267578125
2023-01-10,137.94000244140625
2023-01-11,139.7100067138672
2023-01-12,142.13999938964844
2023-01-13,140.8699951171875
2023-01-17,145.72000122070312
2023-01-18,140.11000061035156
2023-01-19,135.24000549316406
2023-01-20,144.82000732421875
2023-01-23,150.3000030517578
2023-01-24,145.7899932861328
2023-01-25,144.44000244140625
2023-01-26,152.4499969482422
2023-01-27,159.36000061035156
2023-01-30,152.9199981689453
2023-01-31,156.44000244140625
2023-02-01,165.22000122070312
2023-02-02,178.0500030517578
2023-02-03,163.2899932861328
2023-02-06,158.07000732421875
2023-02-07,160.77000427246094
2023-02-08,159.05999755859375
2023-02-09,162.67999267578125
2023-02-10,157.3300018310547
2023-02-13,161.9600067138672
2023-02-14,171.02000427246094
2023-02-15,175.27999877929688
2023-02-16,164.39999389648438
2023-02-17,154.0800018310547
2023-02-21,151.25999450683594
2023-02-22,150.66000366210938
2023-02-23,153.1199951171875
2023-02-24,148.44000244140625
2023-02-27,154.64999389648438
2023-02-28,154.3800048828125
