Date,GGG
2022-02-28,72.08999633789062
2022-03-01,70.80999755859375
2022-03-02,71.75
2022-03-03,71.75
2022-03-04,70.63999938964844
2022-03-07,68.16000366210938
2022-03-08,67.41999816894531
2022-03-09,69.69999694824219
2022-03-10,68.62999725341797
2022-03-11,67.33999633789062
2022-03-14,67.45999908447266
2022-03-15,68.97000122070312
2022-03-16,70.20999908447266
2022-03-17,70.45999908447266
2022-03-18,71.08000183105469
2022-03-21,71.36000061035156
2022-03-22,70.73999786376953
2022-03-23,68.95999908447266
2022-03-24,68.83000183105469
2022-03-25,69.31999969482422
2022-03-28,69.70999908447266
2022-03-29,71.73999786376953
2022-03-30,70.97000122070312
2022-03-31,69.72000122070312
2022-04-01,70.73999786376953
2022-04-04,70.83000183105469
2022-04-05,69.95999908447266
2022-04-06,68.66999816894531
2022-04-07,68.6500015258789
2022-04-08,68.20999908447266
2022-04-11,67.52999877929688
2022-04-12,66.68000030517578
2022-04-13,67.06999969482422
2022-04-14,65.22000122070312
2022-04-18,65.2300033569336
2022-04-19,67.16999816894531
2022-04-20,67.77999877929688
2022-04-21,67.77999877929688
2022-04-22,65.95999908447266
2022-04-25,66.12999725341797
2022-04-26,64.83999633789062
2022-04-27,65.47000122070312
2022-04-28,64.18000030517578
2022-04-29,62.02000045776367
2022-05-02,63.11000061035156
2022-05-03,62.560001373291016
2022-05-04,64.61000061035156
2022-05-05,61.900001525878906
2022-05-06,60.900001525878906
2022-05-09,61.189998626708984
2022-05-10,59.689998626708984
2022-05-11,58.869998931884766
2022-05-12,60.040000915527344
2022-05-13,60.79999923706055
2022-05-16,60.380001068115234
2022-05-17,61.529998779296875
2022-05-18,59.40999984741211
2022-05-19,60.15999984741211
2022-05-20,60.529998779296875
2022-05-23,60.81999969482422
2022-05-24,61.029998779296875
2022-05-25,61.290000915527344
2022-05-26,62.43000030517578
2022-05-27,63.52000045776367
2022-05-31,63.29999923706055
2022-06-01,62.709999084472656
2022-06-02,64.22000122070312
2022-06-03,63.720001220703125
2022-06-06,63.709999084472656
2022-06-07,64.0
2022-06-08,63.279998779296875
2022-06-09,62.7400016784668
2022-06-10,60.959999084472656
2022-06-13,58.650001525878906
2022-06-14,58.060001373291016
2022-06-15,58.70000076293945
2022-06-16,56.91999816894531
2022-06-17,57.08000183105469
2022-06-21,58.0
2022-06-22,58.13999938964844
2022-06-23,58.709999084472656
2022-06-24,60.81999969482422
2022-06-27,60.529998779296875
2022-06-28,59.65999984741211
2022-06-29,59.77000045776367
2022-06-30,59.40999984741211
2022-07-01,59.5
2022-07-05,60.25
2022-07-06,60.130001068115234
2022-07-07,61.29999923706055
2022-07-08,60.20000076293945
2022-07-11,59.869998931884766
2022-07-12,58.97999954223633
2022-07-13,58.75
2022-07-14,57.900001525878906
2022-07-15,58.79999923706055
2022-07-18,58.43000030517578
2022-07-19,60.720001220703125
2022-07-20,60.939998626708984
2022-07-21,62.0
2022-07-22,61.79999923706055
2022-07-25,62.08000183105469
2022-07-26,62.689998626708984
2022-07-27,63.86000061035156
2022-07-28,65.69000244140625
2022-07-29,67.16000366210938
2022-08-01,67.0
2022-08-02,66.44999694824219
2022-08-03,67.18000030517578
2022-08-04,67.30000305175781
2022-08-05,67.55000305175781
2022-08-08,67.80000305175781
2022-08-09,67.0
2022-08-10,68.56999969482422
2022-08-11,68.63999938964844
2022-08-12,69.70999908447266
2022-08-15,70.37000274658203
2022-08-16,71.0999984741211
2022-08-17,71.16000366210938
2022-08-18,70.77999877929688
2022-08-19,70.55999755859375
2022-08-22,67.75
2022-08-23,67.70999908447266
2022-08-24,67.6500015258789
2022-08-25,68.36000061035156
2022-08-26,65.70999908447266
2022-08-29,65.12000274658203
2022-08-30,64.4000015258789
2022-08-31,63.84000015258789
2022-09-01,64.0
2022-09-02,63.43000030517578
2022-09-06,63.529998779296875
2022-09-07,65.06999969482422
2022-09-08,65.52999877929688
2022-09-09,66.16999816894531
2022-09-12,67.18000030517578
2022-09-13,64.70999908447266
2022-09-14,64.30000305175781
2022-09-15,64.11000061035156
2022-09-16,61.970001220703125
2022-09-19,63.59000015258789
2022-09-20,63.290000915527344
2022-09-21,62.290000915527344
2022-09-22,61.130001068115234
2022-09-23,61.209999084472656
2022-09-26,60.95000076293945
2022-09-27,60.02000045776367
2022-09-28,61.5
2022-09-29,60.2599983215332
2022-09-30,59.95000076293945
2022-10-03,61.33000183105469
2022-10-04,63.43000030517578
2022-10-05,63.29999923706055
2022-10-06,62.47999954223633
2022-10-07,60.81999969482422
2022-10-10,60.599998474121094
2022-10-11,60.709999084472656
2022-10-12,59.939998626708984
2022-10-13,60.970001220703125
2022-10-14,60.08000183105469
2022-10-17,62.54999923706055
2022-10-18,63.5099983215332
2022-10-19,62.56999969482422
2022-10-20,61.0099983215332
2022-10-21,62.84000015258789
2022-10-24,63.72999954223633
2022-10-25,65.06999969482422
2022-10-26,65.2699966430664
2022-10-27,66.9800033569336
2022-10-28,69.41000366210938
2022-10-31,69.58000183105469
2022-11-01,70.22000122070312
2022-11-02,67.94999694824219
2022-11-03,67.91000366210938
2022-11-04,68.0
2022-11-07,68.25
2022-11-08,68.26000213623047
2022-11-09,67.30999755859375
2022-11-10,70.30000305175781
2022-11-11,69.4800033569336
2022-11-14,69.44999694824219
2022-11-15,70.6500015258789
2022-11-16,69.94000244140625
2022-11-17,69.62999725341797
2022-11-18,69.86000061035156
2022-11-21,70.2300033569336
2022-11-22,70.12000274658203
2022-11-23,70.08000183105469
2022-11-25,70.22000122070312
2022-11-28,68.58999633789062
2022-11-29,68.45999908447266
2022-11-30,69.97000122070312
2022-12-01,69.79000091552734
2022-12-02,70.23999786376953
2022-12-05,68.8499984741211
2022-12-06,67.43000030517578
2022-12-07,67.77999877929688
2022-12-08,68.37000274658203
2022-12-09,67.9000015258789
2022-12-12,68.93000030517578
2022-12-13,69.44999694824219
2022-12-14,68.62999725341797
2022-12-15,66.33999633789062
2022-12-16,66.05000305175781
2022-12-19,65.6500015258789
2022-12-20,66.20999908447266
2022-12-21,67.41999816894531
2022-12-22,66.37999725341797
2022-12-23,66.77999877929688
2022-12-27,67.19000244140625
2022-12-28,66.33999633789062
2022-12-29,67.81999969482422
2022-12-30,67.26000213623047
2023-01-03,67.9000015258789
2023-01-04,68.44000244140625
2023-01-05,66.83000183105469
2023-01-06,68.58999633789062
2023-01-09,69.0999984741211
2023-01-10,69.58999633789062
2023-01-11,70.36000061035156
2023-01-12,70.02999877929688
2023-01-13,70.62000274658203
2023-01-17,69.45999908447266
