Date,EXPD
2022-02-28,103.36000061035156
2022-03-01,101.51000213623047
2022-03-02,103.20999908447266
2022-03-03,101.41000366210938
2022-03-04,99.5199966430664
2022-03-07,99.79000091552734
2022-03-08,100.12999725341797
2022-03-09,100.81999969482422
2022-03-10,100.5999984741211
2022-03-11,99.55999755859375
2022-03-14,98.18000030517578
2022-03-15,99.48999786376953
2022-03-16,102.95999908447266
2022-03-17,105.87000274658203
2022-03-18,106.77999877929688
2022-03-21,106.13999938964844
2022-03-22,106.48999786376953
2022-03-23,102.37000274658203
2022-03-24,103.87000274658203
2022-03-25,102.91000366210938
2022-03-28,105.0
2022-03-29,105.33000183105469
2022-03-30,105.12999725341797
2022-03-31,103.16000366210938
2022-04-01,100.0199966430664
2022-04-04,100.45999908447266
2022-04-05,97.41000366210938
2022-04-06,96.33999633789062
2022-04-07,97.72000122070312
2022-04-08,97.83999633789062
2022-04-11,96.91999816894531
2022-04-12,96.73999786376953
2022-04-13,97.37000274658203
2022-04-14,96.69000244140625
2022-04-18,96.75
2022-04-19,98.69000244140625
2022-04-20,99.55999755859375
2022-04-21,99.52999877929688
2022-04-22,99.43000030517578
2022-04-25,100.69999694824219
2022-04-26,98.4000015258789
2022-04-27,100.5199966430664
2022-04-28,102.37000274658203
2022-04-29,99.06999969482422
2022-05-02,100.01000213623047
2022-05-03,102.6500015258789
2022-05-04,110.80999755859375
2022-05-05,109.05999755859375
2022-05-06,108.05000305175781
2022-05-09,109.76000213623047
2022-05-10,109.02999877929688
2022-05-11,107.98999786376953
2022-05-12,111.13999938964844
2022-05-13,111.58999633789062
2022-05-16,111.25
2022-05-17,114.83000183105469
2022-05-18,104.55999755859375
2022-05-19,103.69000244140625
2022-05-20,105.44000244140625
2022-05-23,105.62000274658203
2022-05-24,105.29000091552734
2022-05-25,106.12999725341797
2022-05-26,108.70999908447266
2022-05-27,110.6500015258789
2022-05-31,108.83999633789062
2022-06-01,107.83999633789062
2022-06-02,108.97000122070312
2022-06-03,109.94000244140625
2022-06-06,109.62000274658203
2022-06-07,109.30999755859375
2022-06-08,103.0999984741211
2022-06-09,101.19999694824219
2022-06-10,98.45999908447266
2022-06-13,96.4800033569336
2022-06-14,98.5999984741211
2022-06-15,97.94999694824219
2022-06-16,96.30000305175781
2022-06-17,94.22000122070312
2022-06-21,95.80999755859375
2022-06-22,95.55999755859375
2022-06-23,96.43000030517578
2022-06-24,100.48999786376953
2022-06-27,100.52999877929688
2022-06-28,97.83000183105469
2022-06-29,98.05000305175781
2022-06-30,97.45999908447266
2022-07-01,97.58000183105469
2022-07-05,96.5
2022-07-06,97.51000213623047
2022-07-07,98.4000015258789
2022-07-08,97.23999786376953
2022-07-11,97.33000183105469
2022-07-12,96.33999633789062
2022-07-13,94.6500015258789
2022-07-14,94.91999816894531
2022-07-15,96.83000183105469
2022-07-18,96.58999633789062
2022-07-19,100.12999725341797
2022-07-20,102.23999786376953
2022-07-21,101.45999908447266
2022-07-22,101.16999816894531
2022-07-25,99.16000366210938
2022-07-26,98.83999633789062
2022-07-27,100.56999969482422
2022-07-28,104.55999755859375
2022-07-29,106.25
2022-08-01,106.4800033569336
2022-08-02,102.25
2022-08-03,102.77999877929688
2022-08-04,103.55000305175781
2022-08-05,103.52999877929688
2022-08-08,103.0999984741211
2022-08-09,103.55000305175781
2022-08-10,107.44000244140625
2022-08-11,107.83999633789062
2022-08-12,107.16000366210938
2022-08-15,108.47000122070312
2022-08-16,108.04000091552734
2022-08-17,106.54000091552734
2022-08-18,107.94999694824219
2022-08-19,107.19000244140625
2022-08-22,107.08000183105469
2022-08-23,106.29000091552734
2022-08-24,106.4000015258789
2022-08-25,107.83999633789062
2022-08-26,104.91000366210938
2022-08-29,103.6500015258789
2022-08-30,102.97000122070312
2022-08-31,102.88999938964844
2022-09-01,103.80999755859375
2022-09-02,101.68000030517578
2022-09-06,100.58999633789062
2022-09-07,101.97000122070312
2022-09-08,101.41999816894531
2022-09-09,103.44000244140625
2022-09-12,104.58000183105469
2022-09-13,99.79000091552734
2022-09-14,100.41999816894531
2022-09-15,96.98999786376953
2022-09-16,92.80999755859375
2022-09-19,93.16999816894531
2022-09-20,90.0
2022-09-21,89.0199966430664
2022-09-22,88.19000244140625
2022-09-23,87.66000366210938
2022-09-26,86.77999877929688
2022-09-27,89.04000091552734
2022-09-28,90.05000305175781
2022-09-29,90.47000122070312
2022-09-30,88.30999755859375
2022-10-03,90.91000366210938
2022-10-04,91.5199966430664
2022-10-05,90.7699966430664
2022-10-06,90.6500015258789
2022-10-07,89.19999694824219
2022-10-10,89.7699966430664
2022-10-11,89.05000305175781
2022-10-12,88.87000274658203
2022-10-13,90.19999694824219
2022-10-14,89.97000122070312
2022-10-17,92.0
2022-10-18,92.76000213623047
2022-10-19,91.01000213623047
2022-10-20,89.75
2022-10-21,92.94999694824219
2022-10-24,93.62000274658203
2022-10-25,96.02999877929688
2022-10-26,96.62000274658203
2022-10-27,96.4000015258789
2022-10-28,97.87999725341797
2022-10-31,97.8499984741211
2022-11-01,98.83999633789062
2022-11-02,93.30999755859375
2022-11-03,94.88999938964844
2022-11-04,94.86000061035156
2022-11-07,95.7300033569336
2022-11-08,104.4000015258789
2022-11-09,104.77999877929688
2022-11-10,108.69000244140625
2022-11-11,111.91000366210938
2022-11-14,111.79000091552734
2022-11-15,115.66000366210938
2022-11-16,111.81999969482422
2022-11-17,111.58999633789062
2022-11-18,112.7699966430664
2022-11-21,113.55000305175781
2022-11-22,114.12000274658203
2022-11-23,113.98999786376953
2022-11-25,112.7699966430664
2022-11-28,111.62999725341797
2022-11-29,113.55999755859375
2022-11-30,116.05999755859375
2022-12-01,115.25
2022-12-02,115.5199966430664
2022-12-05,111.81999969482422
2022-12-06,110.19000244140625
2022-12-07,107.5999984741211
2022-12-08,107.8499984741211
2022-12-09,107.91000366210938
2022-12-12,113.27999877929688
2022-12-13,112.43000030517578
2022-12-14,112.79000091552734
2022-12-15,109.31999969482422
2022-12-16,108.54000091552734
2022-12-19,108.01000213623047
2022-12-20,106.9000015258789
2022-12-21,107.5999984741211
2022-12-22,106.9000015258789
2022-12-23,107.30999755859375
2022-12-27,106.41999816894531
2022-12-28,104.16000366210938
2022-12-29,105.20999908447266
2022-12-30,103.91999816894531
2023-01-03,104.9800033569336
2023-01-04,106.18000030517578
2023-01-05,104.91999816894531
2023-01-06,108.18000030517578
2023-01-09,109.8499984741211
2023-01-10,108.54000091552734
2023-01-11,110.41000366210938
2023-01-12,110.30999755859375
2023-01-13,108.91999816894531
2023-01-17,108.01000213623047
2023-01-18,107.29000091552734
2023-01-19,105.51000213623047
2023-01-20,106.7300033569336
2023-01-23,108.83000183105469
2023-01-24,108.3499984741211
2023-01-25,107.75
2023-01-26,108.20999908447266
2023-01-27,107.72000122070312
2023-01-30,105.5199966430664
2023-01-31,108.1500015258789
2023-02-01,113.66000366210938
2023-02-02,118.87000274658203
2023-02-03,117.02999877929688
2023-02-06,114.3499984741211
2023-02-07,113.97000122070312
2023-02-08,112.98999786376953
2023-02-09,111.88999938964844
2023-02-10,111.95999908447266
2023-02-13,112.83999633789062
2023-02-14,113.11000061035156
2023-02-15,113.56999969482422
2023-02-16,112.19999694824219
2023-02-17,111.4000015258789
2023-02-21,105.19999694824219
2023-02-22,105.19999694824219
2023-02-23,107.73999786376953
2023-02-24,107.19000244140625
2023-02-27,105.77999877929688
2023-02-28,104.55999755859375
2023-03-01,105.37999725341797
2023-03-02,109.94999694824219
2023-03-03,109.4000015258789
2023-03-06,109.80000305175781
2023-03-07,109.61000061035156
2023-03-08,110.87000274658203
2023-03-09,110.30999755859375
2023-03-10,107.38999938964844
2023-03-13,107.75
2023-03-14,106.13999938964844
2023-03-15,105.69000244140625
2023-03-16,107.3499984741211
2023-03-17,106.43000030517578
2023-03-20,105.31999969482422
2023-03-21,105.9000015258789
2023-03-22,104.66999816894531
2023-03-23,104.55999755859375
2023-03-24,104.48999786376953
2023-03-27,105.43000030517578
2023-03-28,104.9000015258789
2023-03-29,105.58999633789062
2023-03-30,107.05999755859375
2023-03-31,110.12000274658203
2023-04-03,108.31999969482422
2023-04-04,106.45999908447266
2023-04-05,105.62999725341797
2023-04-06,105.3499984741211
2023-04-10,107.69000244140625
2023-04-11,109.05999755859375
2023-04-12,109.7699966430664
2023-04-13,110.23999786376953
2023-04-14,111.66999816894531
2023-04-17,111.1500015258789
2023-04-18,111.58000183105469
2023-04-19,111.83999633789062
2023-04-20,111.7300033569336
2023-04-21,111.23999786376953
2023-04-24,112.58999633789062
2023-04-25,109.66999816894531
2023-04-26,106.7300033569336
2023-04-27,111.5999984741211
2023-04-28,113.83999633789062
2023-05-01,116.47000122070312
2023-05-02,113.23999786376953
2023-05-03,117.80000305175781
2023-05-04,116.95999908447266
2023-05-05,117.66999816894531
2023-05-08,116.55000305175781
2023-05-09,115.5199966430664
2023-05-10,114.02999877929688
