Date,WMT
2022-02-28,45.0533332824707
2022-03-01,45.33000183105469
2022-03-02,45.38666534423828
2022-03-03,46.43000030517578
2022-03-04,47.606666564941406
2022-03-07,47.223331451416016
2022-03-08,46.246665954589844
2022-03-09,46.48666763305664
2022-03-10,47.543331146240234
2022-03-11,47.356666564941406
2022-03-14,48.016666412353516
2022-03-15,48.59333419799805
2022-03-16,48.45000076293945
2022-03-17,48.336666107177734
2022-03-18,48.47999954223633
2022-03-21,48.07666778564453
2022-03-22,47.93333435058594
2022-03-23,47.31666564941406
2022-03-24,47.61000061035156
2022-03-25,47.81666564941406
2022-03-28,48.66666793823242
2022-03-29,49.07666778564453
2022-03-30,49.956668853759766
2022-03-31,49.63999938964844
2022-04-01,50.336666107177734
2022-04-04,50.3466682434082
2022-04-05,50.4900016784668
2022-04-06,51.663333892822266
2022-04-07,52.18000030517578
2022-04-08,52.470001220703125
2022-04-11,51.43000030517578
2022-04-12,51.07666778564453
2022-04-13,52.40666580200195
2022-04-14,52.36000061035156
2022-04-18,51.959999084472656
2022-04-19,52.54999923706055
2022-04-20,53.209999084472656
2022-04-21,53.290000915527344
2022-04-22,52.28666687011719
2022-04-25,52.313331604003906
2022-04-26,51.766666412353516
2022-04-27,51.413333892822266
2022-04-28,52.06999969482422
2022-04-29,50.996665954589844
2022-05-02,50.65999984741211
2022-05-03,50.836666107177734
2022-05-04,51.540000915527344
2022-05-05,50.913333892822266
2022-05-06,49.85333251953125
2022-05-09,50.436668395996094
2022-05-10,49.72666549682617
2022-05-11,49.206668853759766
2022-05-12,49.15999984741211
2022-05-13,49.349998474121094
2022-05-16,49.4033317565918
2022-05-17,43.78333282470703
2022-05-18,40.810001373291016
2022-05-19,39.689998626708984
2022-05-20,39.733333587646484
2022-05-23,40.866668701171875
2022-05-24,41.37666702270508
2022-05-25,41.12333297729492
2022-05-26,42.0
2022-05-27,42.82666778564453
2022-05-31,42.87666702270508
2022-06-01,41.81666564941406
2022-06-02,42.503334045410156
2022-06-03,41.77333450317383
2022-06-06,41.62333297729492
2022-06-07,41.12333297729492
2022-06-08,40.766666412353516
2022-06-09,40.34000015258789
2022-06-10,40.56666564941406
2022-06-13,39.8033332824707
2022-06-14,39.81999969482422
2022-06-15,39.793331146240234
2022-06-16,40.206668853759766
2022-06-17,39.43000030517578
2022-06-21,40.723331451416016
2022-06-22,40.22999954223633
2022-06-23,41.206668853759766
2022-06-24,41.2400016784668
2022-06-27,41.37333297729492
2022-06-28,40.790000915527344
2022-06-29,40.63999938964844
2022-06-30,40.526668548583984
2022-07-01,40.87666702270508
2022-07-05,41.41666793823242
2022-07-06,41.709999084472656
2022-07-07,41.77333450317383
2022-07-08,41.79999923706055
2022-07-11,41.81666564941406
2022-07-12,41.689998626708984
2022-07-13,41.790000915527344
2022-07-14,42.606666564941406
2022-07-15,43.02333450317383
2022-07-18,42.92333221435547
2022-07-19,43.186668395996094
2022-07-20,43.54666519165039
2022-07-21,44.18333435058594
2022-07-22,44.06999969482422
2022-07-25,44.00666809082031
2022-07-26,40.65999984741211
2022-07-27,42.1966667175293
2022-07-28,43.25
2022-07-29,44.016666412353516
2022-08-01,44.18000030517578
2022-08-02,44.22666549682617
2022-08-03,43.5
2022-08-04,41.856666564941406
2022-08-05,42.19333267211914
2022-08-08,42.53666687011719
2022-08-09,42.956668853759766
2022-08-10,43.04666519165039
2022-08-11,43.27333450317383
2022-08-12,44.073333740234375
2022-08-15,44.20000076293945
2022-08-16,46.456668853759766
2022-08-17,46.50666809082031
2022-08-18,46.356666564941406
2022-08-19,45.67333221435547
2022-08-22,44.856666564941406
2022-08-23,44.66666793823242
2022-08-24,44.9900016784668
2022-08-25,45.290000915527344
2022-08-26,43.866668701171875
2022-08-29,44.293331146240234
2022-08-30,44.15999984741211
2022-08-31,44.18333435058594
2022-09-01,44.82666778564453
2022-09-02,44.33333206176758
2022-09-06,44.11333465576172
2022-09-07,45.246665954589844
2022-09-08,45.47666549682617
2022-09-09,45.61333465576172
2022-09-12,46.02333450317383
2022-09-13,45.073333740234375
2022-09-14,44.973331451416016
2022-09-15,44.4900016784668
2022-09-16,44.39666748046875
2022-09-19,44.776668548583984
2022-09-20,44.516666412353516
2022-09-21,44.92333221435547
2022-09-22,44.46333312988281
2022-09-23,43.35333251953125
2022-09-26,43.77000045776367
2022-09-27,43.650001525878906
2022-09-28,44.369998931884766
2022-09-29,44.08333206176758
2022-09-30,43.233333587646484
2022-10-03,44.176666259765625
2022-10-04,44.75
2022-10-05,44.30666732788086
2022-10-06,43.893333435058594
2022-10-07,42.85333251953125
2022-10-10,43.106666564941406
2022-10-11,44.223331451416016
2022-10-12,43.723331451416016
2022-10-13,44.09333419799805
2022-10-14,43.47666549682617
2022-10-17,43.790000915527344
2022-10-18,44.71333312988281
2022-10-19,44.586666107177734
2022-10-20,44.6966667175293
2022-10-21,45.599998474121094
2022-10-24,46.470001220703125
2022-10-25,46.689998626708984
2022-10-26,47.04666519165039
2022-10-27,46.90999984741211
2022-10-28,47.503334045410156
2022-10-31,47.44333267211914
2022-11-01,47.22999954223633
2022-11-02,46.91666793823242
2022-11-03,46.90666580200195
2022-11-04,46.9900016784668
2022-11-07,47.483333587646484
2022-11-08,47.5966682434082
2022-11-09,46.4900016784668
2022-11-10,47.45333480834961
2022-11-11,47.526668548583984
2022-11-14,46.130001068115234
2022-11-15,49.14666748046875
2022-11-16,49.5
2022-11-17,49.33333206176758
2022-11-18,50.07666778564453
2022-11-21,50.383331298828125
2022-11-22,50.563331604003906
2022-11-23,50.80666732788086
2022-11-25,51.02333450317383
