Date,CM
2022-06-03,55.86000061035156
2022-06-06,55.93000030517578
2022-06-07,56.22999954223633
2022-06-08,55.81999969482422
2022-06-09,53.959999084472656
2022-06-10,52.720001220703125
2022-06-13,50.880001068115234
2022-06-14,50.16999816894531
2022-06-15,50.959999084472656
2022-06-16,49.25
2022-06-17,49.16999816894531
2022-06-21,50.59000015258789
2022-06-22,49.63999938964844
2022-06-23,47.97999954223633
2022-06-24,49.02000045776367
2022-06-27,48.880001068115234
2022-06-28,48.84000015258789
2022-06-29,48.540000915527344
2022-06-30,48.540000915527344
2022-07-01,49.09000015258789
2022-07-05,47.84000015258789
2022-07-06,47.810001373291016
2022-07-07,48.959999084472656
2022-07-08,49.029998779296875
2022-07-11,48.709999084472656
2022-07-12,48.45000076293945
2022-07-13,47.79999923706055
2022-07-14,45.25
2022-07-15,45.75
2022-07-18,46.560001373291016
2022-07-19,48.279998779296875
2022-07-20,48.459999084472656
2022-07-21,48.70000076293945
2022-07-22,48.77000045776367
2022-07-25,49.33000183105469
2022-07-26,48.91999816894531
2022-07-27,49.68000030517578
2022-07-28,50.060001373291016
2022-07-29,50.59000015258789
2022-08-01,50.369998931884766
2022-08-02,50.0
2022-08-03,50.54999923706055
2022-08-04,50.43000030517578
2022-08-05,50.459999084472656
2022-08-08,50.47999954223633
2022-08-09,50.15999984741211
2022-08-10,51.56999969482422
2022-08-11,52.16999816894531
2022-08-12,52.529998779296875
2022-08-15,52.099998474121094
2022-08-16,53.16999816894531
2022-08-17,53.0099983215332
2022-08-18,52.970001220703125
2022-08-19,52.20000076293945
2022-08-22,51.220001220703125
2022-08-23,51.41999816894531
2022-08-24,50.4900016784668
2022-08-25,50.560001373291016
2022-08-26,49.7599983215332
2022-08-29,49.290000915527344
2022-08-30,48.38999938964844
2022-08-31,47.310001373291016
2022-09-01,46.689998626708984
2022-09-02,47.0
2022-09-06,46.66999816894531
2022-09-07,47.15999984741211
2022-09-08,48.060001373291016
2022-09-09,49.0099983215332
2022-09-12,49.70000076293945
2022-09-13,48.150001525878906
2022-09-14,48.20000076293945
2022-09-15,48.4900016784668
2022-09-16,47.720001220703125
2022-09-19,48.369998931884766
2022-09-20,47.15999984741211
2022-09-21,46.40999984741211
2022-09-22,46.06999969482422
2022-09-23,44.79999923706055
2022-09-26,44.59000015258789
2022-09-27,43.630001068115234
2022-09-28,44.790000915527344
2022-09-29,44.150001525878906
2022-09-30,43.7599983215332
2022-10-03,45.16999816894531
2022-10-04,46.099998474121094
2022-10-05,45.13999938964844
2022-10-06,43.41999816894531
2022-10-07,42.560001373291016
2022-10-10,42.25
2022-10-11,40.599998474121094
2022-10-12,40.93000030517578
2022-10-13,42.130001068115234
2022-10-14,41.689998626708984
2022-10-17,43.220001220703125
2022-10-18,43.54999923706055
2022-10-19,42.95000076293945
2022-10-20,42.43000030517578
2022-10-21,43.58000183105469
2022-10-24,43.4900016784668
2022-10-25,44.150001525878906
2022-10-26,44.79999923706055
2022-10-27,44.970001220703125
2022-10-28,45.290000915527344
2022-10-31,45.40999984741211
2022-11-01,45.369998931884766
2022-11-02,44.81999969482422
2022-11-03,44.380001068115234
2022-11-04,46.31999969482422
2022-11-07,46.27000045776367
2022-11-08,46.470001220703125
2022-11-09,45.58000183105469
2022-11-10,48.0099983215332
2022-11-11,48.83000183105469
2022-11-14,48.2400016784668
2022-11-15,47.540000915527344
2022-11-16,47.470001220703125
2022-11-17,47.31999969482422
2022-11-18,47.470001220703125
2022-11-21,47.56999969482422
2022-11-22,48.06999969482422
2022-11-23,48.47999954223633
2022-11-25,48.709999084472656
2022-11-28,47.650001525878906
2022-11-29,47.25
2022-11-30,48.16999816894531
2022-12-01,44.529998779296875
2022-12-02,44.130001068115234
2022-12-05,43.279998779296875
2022-12-06,43.119998931884766
2022-12-07,43.20000076293945
2022-12-08,42.849998474121094
2022-12-09,42.88999938964844
2022-12-12,42.29999923706055
2022-12-13,41.63999938964844
2022-12-14,41.38999938964844
2022-12-15,40.72999954223633
2022-12-16,40.5
2022-12-19,39.810001373291016
2022-12-20,40.56999969482422
2022-12-21,41.04999923706055
2022-12-22,40.54999923706055
2022-12-23,40.97999954223633
2022-12-27,40.36000061035156
2022-12-28,39.5
2022-12-29,40.58000183105469
2022-12-30,40.45000076293945
2023-01-03,40.52000045776367
2023-01-04,41.52000045776367
2023-01-05,41.119998931884766
2023-01-06,42.06999969482422
2023-01-09,42.43000030517578
2023-01-10,42.38999938964844
2023-01-11,42.63999938964844
2023-01-12,43.29999923706055
2023-01-13,43.66999816894531
2023-01-17,43.959999084472656
2023-01-18,43.25
2023-01-19,43.029998779296875
2023-01-20,43.540000915527344
2023-01-23,43.880001068115234
2023-01-24,43.63999938964844
2023-01-25,43.619998931884766
2023-01-26,44.11000061035156
2023-01-27,44.630001068115234
2023-01-30,44.560001373291016
2023-01-31,45.619998931884766
2023-02-01,45.970001220703125
2023-02-02,46.18000030517578
2023-02-03,46.09000015258789
2023-02-06,45.70000076293945
2023-02-07,46.380001068115234
2023-02-08,46.06999969482422
2023-02-09,45.709999084472656
2023-02-10,46.209999084472656
2023-02-13,46.630001068115234
2023-02-14,46.81999969482422
2023-02-15,46.63999938964844
2023-02-16,46.2400016784668
2023-02-17,46.380001068115234
2023-02-21,45.38999938964844
2023-02-22,45.189998626708984
2023-02-23,45.22999954223633
2023-02-24,46.20000076293945
2023-02-27,46.220001220703125
2023-02-28,45.72999954223633
2023-03-01,45.90999984741211
2023-03-02,45.630001068115234
2023-03-03,46.38999938964844
2023-03-06,46.29999923706055
2023-03-07,44.90999984741211
2023-03-08,44.47999954223633
2023-03-09,42.540000915527344
2023-03-10,41.72999954223633
2023-03-13,41.380001068115234
2023-03-14,41.9900016784668
2023-03-15,41.119998931884766
2023-03-16,41.7400016784668
2023-03-17,41.52000045776367
2023-03-20,41.59000015258789
2023-03-21,42.060001373291016
2023-03-22,41.810001373291016
2023-03-23,41.38999938964844
2023-03-24,41.31999969482422
2023-03-27,41.20000076293945
2023-03-28,41.22999954223633
2023-03-29,41.779998779296875
2023-03-30,42.02000045776367
2023-03-31,42.41999816894531
2023-04-03,43.0099983215332
2023-04-04,42.47999954223633
2023-04-05,42.2400016784668
2023-04-06,42.29999923706055
2023-04-10,42.41999816894531
2023-04-11,42.84000015258789
2023-04-12,42.93000030517578
2023-04-13,43.27000045776367
2023-04-14,43.369998931884766
2023-04-17,43.29999923706055
2023-04-18,43.400001525878906
2023-04-19,43.47999954223633
2023-04-20,43.16999816894531
2023-04-21,42.65999984741211
2023-04-24,42.380001068115234
2023-04-25,40.720001220703125
2023-04-26,41.04999923706055
2023-04-27,41.70000076293945
2023-04-28,41.95000076293945
2023-05-01,41.77000045776367
2023-05-02,40.45000076293945
2023-05-03,40.5
2023-05-04,39.88999938964844
2023-05-05,41.5
2023-05-08,41.61000061035156
2023-05-09,41.22999954223633
2023-05-10,41.59000015258789
2023-05-11,41.65999984741211
2023-05-12,41.650001525878906
2023-05-15,42.400001525878906
2023-05-16,41.599998474121094
2023-05-17,42.220001220703125
2023-05-18,41.95000076293945
2023-05-19,41.56999969482422
2023-05-22,41.90999984741211
2023-05-23,41.599998474121094
2023-05-24,40.939998626708984
2023-05-25,41.65999984741211
2023-05-26,42.279998779296875
2023-05-30,41.959999084472656
2023-05-31,41.209999084472656
2023-06-01,41.20000076293945
2023-06-02,42.72999954223633
2023-06-05,41.939998626708984
2023-06-06,42.83000183105469
2023-06-07,42.91999816894531
2023-06-08,42.939998626708984
2023-06-09,42.77000045776367
2023-06-12,42.65999984741211
2023-06-13,43.02000045776367
2023-06-14,43.2400016784668
2023-06-15,43.88999938964844
2023-06-16,44.150001525878906
2023-06-20,43.15999984741211
2023-06-21,42.97999954223633
2023-06-22,42.45000076293945
2023-06-23,41.869998931884766
2023-06-26,42.81999969482422
2023-06-27,42.36000061035156
2023-06-28,42.27000045776367
2023-06-29,42.5
2023-06-30,42.68000030517578
2023-07-03,42.97999954223633
2023-07-05,42.47999954223633
2023-07-06,41.84000015258789
2023-07-07,42.02000045776367
2023-07-10,41.88999938964844
2023-07-11,42.029998779296875
2023-07-12,42.27000045776367
2023-07-13,43.310001373291016
2023-07-14,42.84000015258789
2023-07-17,43.25
2023-07-18,43.869998931884766
2023-07-19,43.959999084472656
2023-07-20,43.970001220703125
2023-07-21,43.810001373291016
2023-07-24,44.09000015258789
2023-07-25,43.59000015258789
2023-07-26,43.63999938964844
2023-07-27,43.470001220703125
2023-07-28,43.7599983215332
2023-07-31,44.06999969482422
2023-08-01,43.099998474121094
2023-08-02,42.560001373291016
2023-08-03,42.31999969482422
2023-08-04,42.54999923706055
2023-08-07,42.79999923706055
2023-08-08,42.04999923706055
2023-08-09,41.58000183105469
2023-08-10,41.68000030517578
2023-08-11,41.66999816894531
2023-08-14,41.34000015258789
2023-08-15,40.130001068115234
2023-08-16,40.060001373291016
2023-08-17,39.77000045776367
2023-08-18,39.689998626708984
2023-08-21,39.439998626708984
2023-08-22,39.22999954223633
2023-08-23,39.59000015258789
2023-08-24,39.720001220703125
2023-08-25,39.68000030517578
2023-08-28,40.11000061035156
2023-08-29,40.7599983215332
2023-08-30,40.880001068115234
2023-08-31,39.61000061035156
2023-09-01,39.81999969482422
2023-09-05,39.70000076293945
2023-09-06,39.43000030517578
2023-09-07,39.099998474121094
2023-09-08,38.970001220703125
2023-09-11,39.66999816894531
2023-09-12,39.90999984741211
2023-09-13,40.27000045776367
2023-09-14,40.720001220703125
2023-09-15,40.9900016784668
2023-09-18,40.93000030517578
2023-09-19,40.90999984741211
2023-09-20,40.959999084472656
2023-09-21,40.380001068115234
2023-09-22,40.08000183105469
2023-09-25,40.15999984741211
2023-09-26,39.810001373291016
2023-09-27,38.4900016784668
2023-09-28,39.08000183105469
2023-09-29,38.61000061035156
2023-10-02,37.63999938964844
2023-10-03,36.709999084472656
2023-10-04,37.060001373291016
2023-10-05,37.29999923706055
2023-10-06,37.369998931884766
2023-10-09,37.43000030517578
2023-10-10,38.06999969482422
2023-10-11,38.16999816894531
2023-10-12,37.63999938964844
2023-10-13,37.36000061035156
2023-10-16,38.11000061035156
2023-10-17,38.22999954223633
2023-10-18,37.130001068115234
2023-10-19,36.68000030517578
2023-10-20,35.47999954223633
2023-10-23,35.619998931884766
2023-10-24,35.119998931884766
2023-10-25,34.939998626708984
2023-10-26,35.02000045776367
2023-10-27,34.72999954223633
2023-10-30,35.31999969482422
2023-10-31,35.27000045776367
2023-11-01,35.5
2023-11-02,37.380001068115234
2023-11-03,37.90999984741211
2023-11-06,37.900001525878906
2023-11-07,37.560001373291016
2023-11-08,37.439998626708984
2023-11-09,37.52000045776367
2023-11-10,37.68000030517578
2023-11-13,37.779998779296875
2023-11-14,38.91999816894531
2023-11-15,39.099998474121094
2023-11-16,38.95000076293945
2023-11-17,39.529998779296875
2023-11-20,39.560001373291016
2023-11-21,38.970001220703125
2023-11-22,39.20000076293945
2023-11-24,39.43000030517578
2023-11-27,38.83000183105469
2023-11-28,38.61000061035156
2023-11-29,39.2599983215332
2023-11-30,41.29999923706055
2023-12-01,41.900001525878906
2023-12-04,42.04999923706055
2023-12-05,42.29999923706055
2023-12-06,42.459999084472656
2023-12-07,42.650001525878906
2023-12-08,43.02000045776367
2023-12-11,42.88999938964844
2023-12-12,43.119998931884766
2023-12-13,44.4900016784668
2023-12-14,45.45000076293945
2023-12-15,45.4900016784668
2023-12-18,45.47999954223633
2023-12-19,46.59000015258789
2023-12-20,46.75
2023-12-21,47.689998626708984
2023-12-22,48.38999938964844
2023-12-26,48.810001373291016
2023-12-27,48.20000076293945
2023-12-28,48.0099983215332
2023-12-29,48.13999938964844
2024-01-02,47.84000015258789
2024-01-03,47.2599983215332
2024-01-04,47.439998626708984
2024-01-05,47.68000030517578
2024-01-08,47.970001220703125
2024-01-09,47.560001373291016
2024-01-10,47.15999984741211
2024-01-11,46.310001373291016
2024-01-12,46.02000045776367
2024-01-16,45.939998626708984
2024-01-17,45.65999984741211
2024-01-18,45.20000076293945
2024-01-19,45.91999816894531
2024-01-22,45.5
2024-01-23,45.2400016784668
2024-01-24,45.45000076293945
2024-01-25,45.91999816894531
2024-01-26,45.77000045776367
2024-01-29,46.25
2024-01-30,45.95000076293945
2024-01-31,45.18000030517578
2024-02-01,45.599998474121094
2024-02-02,45.400001525878906
2024-02-05,44.86000061035156
2024-02-06,44.86000061035156
2024-02-07,44.77000045776367
2024-02-08,44.65999984741211
2024-02-09,45.099998474121094
2024-02-12,45.560001373291016
2024-02-13,44.290000915527344
2024-02-14,44.91999816894531
2024-02-15,45.709999084472656
2024-02-16,45.880001068115234
2024-02-20,46.439998626708984
2024-02-21,46.31999969482422
2024-02-22,46.77000045776367
2024-02-23,46.95000076293945
2024-02-26,46.5099983215332
2024-02-27,46.470001220703125
2024-02-28,46.290000915527344
2024-02-29,47.31999969482422
2024-03-01,48.5099983215332
2024-03-04,48.470001220703125
2024-03-05,48.77000045776367
2024-03-06,49.060001373291016
2024-03-07,49.439998626708984
2024-03-08,49.599998474121094
2024-03-11,49.59000015258789
2024-03-12,49.599998474121094
2024-03-13,49.88999938964844
2024-03-14,49.209999084472656
2024-03-15,49.2400016784668
2024-03-18,49.599998474121094
2024-03-19,49.72999954223633
2024-03-20,50.33000183105469
2024-03-21,50.63999938964844
2024-03-22,50.15999984741211
2024-03-25,50.31999969482422
2024-03-26,50.29999923706055
2024-03-27,50.06999969482422
2024-03-28,50.720001220703125
2024-04-01,50.380001068115234
2024-04-02,49.81999969482422
2024-04-03,49.880001068115234
2024-04-04,49.45000076293945
2024-04-05,49.689998626708984
2024-04-08,50.18000030517578
2024-04-09,50.209999084472656
2024-04-10,49.06999969482422
2024-04-11,48.65999984741211
2024-04-12,48.029998779296875
2024-04-15,47.709999084472656
2024-04-16,47.0
2024-04-17,47.04999923706055
2024-04-18,47.220001220703125
2024-04-19,47.56999969482422
2024-04-22,47.689998626708984
2024-04-23,48.02000045776367
2024-04-24,47.540000915527344
2024-04-25,47.400001525878906
2024-04-26,47.81999969482422
2024-04-29,47.400001525878906
2024-04-30,46.689998626708984
2024-05-01,46.880001068115234
2024-05-02,47.310001373291016
2024-05-03,47.880001068115234
2024-05-06,48.380001068115234
2024-05-07,47.9900016784668
2024-05-08,48.59000015258789
2024-05-09,49.11000061035156
2024-05-10,49.400001525878906
2024-05-13,49.29999923706055
2024-05-14,49.0
2024-05-15,49.220001220703125
2024-05-16,48.939998626708984
2024-05-17,49.400001525878906
2024-05-20,48.939998626708984
2024-05-21,49.06999969482422
2024-05-22,48.38999938964844
2024-05-23,48.16999816894531
2024-05-24,48.540000915527344
2024-05-28,48.529998779296875
2024-05-29,47.06999969482422
2024-05-30,50.599998474121094
2024-05-31,49.540000915527344
2024-06-03,49.91999816894531
2024-06-04,49.47999954223633
2024-06-05,49.290000915527344
2024-06-06,49.22999954223633
2024-06-07,48.9900016784668
2024-06-10,48.77000045776367
2024-06-11,48.02000045776367
2024-06-12,48.68000030517578
2024-06-13,48.029998779296875
2024-06-14,47.529998779296875
2024-06-17,47.4900016784668
2024-06-18,47.849998474121094
2024-06-20,47.400001525878906
2024-06-21,47.459999084472656
2024-06-24,48.45000076293945
2024-06-25,48.470001220703125
2024-06-26,48.130001068115234
2024-06-27,48.52000045776367
2024-06-28,47.540000915527344
2024-07-01,47.279998779296875
2024-07-02,48.02000045776367
2024-07-03,48.459999084472656
2024-07-05,48.27000045776367
2024-07-08,48.2599983215332
2024-07-09,48.52000045776367
2024-07-10,48.9900016784668
2024-07-11,49.34000015258789
2024-07-12,48.43000030517578
2024-07-15,49.880001068115234
2024-07-16,50.22999954223633
2024-07-17,49.9900016784668
2024-07-18,50.029998779296875
2024-07-19,49.9900016784668
2024-07-22,50.65999984741211
2024-07-23,50.650001525878906
2024-07-24,50.119998931884766
2024-07-25,50.529998779296875
2024-07-26,51.209999084472656
2024-07-29,50.900001525878906
2024-07-30,51.279998779296875
2024-07-31,51.689998626708984
2024-08-01,50.52000045776367
2024-08-02,49.77000045776367
2024-08-05,48.43000030517578
2024-08-06,49.81999969482422
2024-08-07,49.61000061035156
2024-08-08,50.63999938964844
2024-08-09,50.93000030517578
2024-08-12,50.70000076293945
2024-08-13,51.150001525878906
2024-08-14,51.459999084472656
2024-08-15,51.5099983215332
2024-08-16,52.58000183105469
2024-08-19,53.20000076293945
2024-08-20,53.400001525878906
2024-08-21,53.470001220703125
2024-08-22,53.689998626708984
2024-08-23,54.41999816894531
2024-08-26,54.58000183105469
2024-08-27,55.11000061035156
2024-08-28,54.529998779296875
2024-08-29,57.5099983215332
2024-08-30,58.439998626708984
2024-09-03,57.91999816894531
2024-09-04,58.91999816894531
2024-09-05,59.72999954223633
2024-09-06,59.31999969482422
2024-09-09,60.52000045776367
2024-09-10,60.29999923706055
2024-09-11,61.2400016784668
2024-09-12,60.91999816894531
2024-09-13,61.45000076293945
2024-09-16,61.529998779296875
2024-09-17,61.58000183105469
2024-09-18,60.900001525878906
2024-09-19,61.65999984741211
2024-09-20,61.68000030517578
2024-09-23,61.5099983215332
2024-09-24,61.650001525878906
2024-09-25,62.0
2024-09-26,62.2400016784668
2024-09-27,61.209999084472656
2024-09-30,61.34000015258789
2024-10-01,60.439998626708984
2024-10-02,60.900001525878906
2024-10-03,59.9900016784668
2024-10-04,60.2400016784668
2024-10-07,59.81999969482422
2024-10-08,60.06999969482422
2024-10-09,60.279998779296875
2024-10-10,59.58000183105469
2024-10-11,60.959999084472656
2024-10-14,60.52000045776367
2024-10-15,61.459999084472656
2024-10-16,62.470001220703125
2024-10-17,62.63999938964844
2024-10-18,62.65999984741211
2024-10-21,62.380001068115234
2024-10-22,62.5099983215332
2024-10-23,62.7599983215332
2024-10-24,63.04999923706055
2024-10-25,62.810001373291016
2024-10-28,63.29999923706055
2024-10-29,63.16999816894531
2024-10-30,63.290000915527344
2024-10-31,62.560001373291016
2024-11-01,62.95000076293945
2024-11-04,63.20000076293945
2024-11-05,63.77000045776367
2024-11-06,63.5
2024-11-07,64.63999938964844
2024-11-08,64.33000183105469
2024-11-11,64.51000213623047
2024-11-12,64.44999694824219
2024-11-13,64.01000213623047
2024-11-14,63.900001525878906
2024-11-15,63.58000183105469
2024-11-18,64.01000213623047
2024-11-19,64.33000183105469
2024-11-20,64.88999938964844
2024-11-21,65.20999908447266
