Date,HUM
2022-12-29,513.2000122070312
2022-12-30,512.1900024414062
2023-01-03,500.489990234375
2023-01-04,492.1199951171875
2023-01-05,488.0199890136719
2023-01-06,492.5400085449219
2023-01-09,481.7099914550781
2023-01-10,481.5899963378906
2023-01-11,493.0
2023-01-12,494.2900085449219
2023-01-13,491.3599853515625
2023-01-17,490.4599914550781
2023-01-18,484.75
2023-01-19,491.7200012207031
2023-01-20,497.29998779296875
2023-01-23,494.54998779296875
2023-01-24,500.3500061035156
2023-01-25,502.2200012207031
2023-01-26,499.3599853515625
2023-01-27,481.69000244140625
2023-01-30,484.9100036621094
2023-01-31,511.70001220703125
2023-02-01,513.280029296875
2023-02-02,489.7699890136719
2023-02-03,476.57000732421875
2023-02-06,486.2200012207031
2023-02-07,481.0
2023-02-08,494.2099914550781
2023-02-09,491.92999267578125
2023-02-10,498.6199951171875
2023-02-13,501.94000244140625
2023-02-14,501.67999267578125
2023-02-15,498.32000732421875
2023-02-16,505.69000244140625
2023-02-17,510.1400146484375
2023-02-21,503.3800048828125
2023-02-22,503.5899963378906
2023-02-23,510.6499938964844
2023-02-24,507.4200134277344
2023-02-27,506.510009765625
2023-02-28,495.0199890136719
2023-03-01,496.1499938964844
2023-03-02,495.760009765625
2023-03-03,500.2099914550781
2023-03-06,499.07000732421875
2023-03-07,496.0400085449219
2023-03-08,489.30999755859375
2023-03-09,486.3299865722656
2023-03-10,479.6600036621094
2023-03-13,482.4800109863281
2023-03-14,481.9700012207031
2023-03-15,483.8699951171875
2023-03-16,494.3800048828125
2023-03-17,495.54998779296875
2023-03-20,494.3900146484375
2023-03-21,500.8699951171875
2023-03-22,498.3299865722656
2023-03-23,491.3500061035156
2023-03-24,502.42999267578125
2023-03-27,506.989990234375
2023-03-28,483.4100036621094
2023-03-29,485.75
2023-03-30,488.3599853515625
2023-03-31,485.4599914550781
2023-04-03,510.25
2023-04-04,503.30999755859375
2023-04-05,516.22998046875
2023-04-06,519.969970703125
2023-04-10,524.5599975585938
2023-04-11,533.760009765625
2023-04-12,532.0499877929688
2023-04-13,535.260009765625
2023-04-14,523.8300170898438
2023-04-17,518.8200073242188
2023-04-18,512.6799926757812
2023-04-19,492.8999938964844
2023-04-20,490.30999755859375
2023-04-21,491.2099914550781
2023-04-24,501.7300109863281
2023-04-25,501.69000244140625
2023-04-26,505.4700012207031
2023-04-27,525.280029296875
2023-04-28,530.489990234375
2023-05-01,535.1300048828125
2023-05-02,533.0599975585938
2023-05-03,529.7899780273438
2023-05-04,528.5
2023-05-05,535.02001953125
2023-05-08,535.9600219726562
2023-05-09,530.2000122070312
2023-05-10,529.6300048828125
2023-05-11,528.989990234375
2023-05-12,527.3499755859375
2023-05-15,522.5
2023-05-16,518.3499755859375
2023-05-17,520.2899780273438
2023-05-18,513.8699951171875
2023-05-19,513.52001953125
2023-05-22,513.97998046875
2023-05-23,506.92999267578125
2023-05-24,506.6300048828125
2023-05-25,500.07000732421875
2023-05-26,496.6000061035156
2023-05-30,495.1000061035156
2023-05-31,501.8699951171875
2023-06-01,515.1500244140625
2023-06-02,520.780029296875
2023-06-05,523.9400024414062
2023-06-06,511.1199951171875
2023-06-07,504.69000244140625
2023-06-08,509.8299865722656
2023-06-09,513.3400268554688
2023-06-12,513.22998046875
2023-06-13,512.6300048828125
2023-06-14,455.0
2023-06-15,463.8500061035156
2023-06-16,445.6499938964844
2023-06-20,446.7099914550781
2023-06-21,452.7099914550781
2023-06-22,456.44000244140625
2023-06-23,445.95001220703125
2023-06-26,446.3999938964844
2023-06-27,445.9200134277344
2023-06-28,444.8299865722656
2023-06-29,443.8599853515625
2023-06-30,447.1300048828125
2023-07-03,446.2699890136719
2023-07-05,444.989990234375
2023-07-06,440.989990234375
2023-07-07,430.1400146484375
2023-07-10,434.70001220703125
2023-07-11,437.2200012207031
2023-07-12,425.0799865722656
2023-07-13,424.2900085449219
2023-07-14,434.92999267578125
2023-07-17,434.4100036621094
2023-07-18,440.7300109863281
2023-07-19,447.260009765625
2023-07-20,447.4100036621094
2023-07-21,456.8900146484375
2023-07-24,453.44000244140625
2023-07-25,454.3399963378906
2023-07-26,448.2099914550781
2023-07-27,451.0
2023-07-28,453.29998779296875
2023-07-31,456.8299865722656
2023-08-01,458.1099853515625
2023-08-02,483.75
2023-08-03,487.1499938964844
2023-08-04,484.2799987792969
2023-08-07,494.6700134277344
2023-08-08,493.2200012207031
2023-08-09,493.3800048828125
2023-08-10,495.0299987792969
2023-08-11,493.9100036621094
2023-08-14,497.2099914550781
2023-08-15,495.30999755859375
2023-08-16,494.6600036621094
2023-08-17,488.739990234375
2023-08-18,490.3900146484375
2023-08-21,491.2799987792969
2023-08-22,484.19000244140625
2023-08-23,481.42999267578125
2023-08-24,482.6300048828125
2023-08-25,478.94000244140625
2023-08-28,480.6400146484375
2023-08-29,481.29998779296875
2023-08-30,475.260009765625
2023-08-31,461.6300048828125
2023-09-01,460.6099853515625
2023-09-05,470.2200012207031
2023-09-06,465.07000732421875
2023-09-07,471.9800109863281
2023-09-08,467.7300109863281
2023-09-11,467.17999267578125
2023-09-12,469.07000732421875
2023-09-13,472.5
2023-09-14,471.57000732421875
2023-09-15,470.7699890136719
2023-09-18,474.0199890136719
2023-09-19,473.79998779296875
2023-09-20,484.7699890136719
2023-09-21,494.05999755859375
2023-09-22,494.05999755859375
2023-09-25,501.07000732421875
2023-09-26,493.0
2023-09-27,493.57000732421875
2023-09-28,495.2099914550781
2023-09-29,486.5199890136719
2023-10-02,491.739990234375
2023-10-03,488.44000244140625
2023-10-04,485.7799987792969
2023-10-05,488.9800109863281
2023-10-06,498.1700134277344
2023-10-09,501.5400085449219
2023-10-10,500.3999938964844
2023-10-11,493.4200134277344
2023-10-12,499.80999755859375
2023-10-13,505.9700012207031
2023-10-16,524.2100219726562
2023-10-17,519.8699951171875
2023-10-18,521.6900024414062
2023-10-19,522.719970703125
2023-10-20,521.1500244140625
2023-10-23,515.47998046875
2023-10-24,516.3499755859375
2023-10-25,522.77001953125
2023-10-26,513.3699951171875
2023-10-27,510.19000244140625
2023-10-30,517.969970703125
2023-10-31,523.6900024414062
2023-11-01,489.3599853515625
2023-11-02,481.3999938964844
2023-11-03,477.010009765625
2023-11-06,487.30999755859375
2023-11-07,498.17999267578125
2023-11-08,488.260009765625
2023-11-09,495.17999267578125
2023-11-10,493.1099853515625
2023-11-13,497.1499938964844
2023-11-14,501.95001220703125
2023-11-15,506.7900085449219
2023-11-16,512.9099731445312
2023-11-17,498.0899963378906
2023-11-20,501.7900085449219
2023-11-21,507.07000732421875
2023-11-22,515.5999755859375
2023-11-24,518.260009765625
2023-11-27,510.7099914550781
2023-11-28,510.45001220703125
2023-11-29,482.4100036621094
2023-11-30,484.8599853515625
2023-12-01,495.2099914550781
2023-12-04,491.9800109863281
2023-12-05,500.3500061035156
2023-12-06,483.79998779296875
2023-12-07,480.29998779296875
2023-12-08,481.6199951171875
2023-12-11,476.6099853515625
2023-12-12,481.94000244140625
2023-12-13,488.0899963378906
2023-12-14,469.04998779296875
2023-12-15,461.4599914550781
2023-12-18,460.0299987792969
2023-12-19,463.5799865722656
2023-12-20,451.8900146484375
2023-12-21,453.94000244140625
2023-12-22,453.20001220703125
2023-12-26,452.8299865722656
2023-12-27,451.4200134277344
2023-12-28,455.6099853515625
2023-12-29,457.80999755859375
2024-01-02,470.1000061035156
2024-01-03,464.5199890136719
2024-01-04,466.5400085449219
2024-01-05,458.2699890136719
2024-01-08,460.739990234375
2024-01-09,459.29998779296875
2024-01-10,459.0799865722656
2024-01-11,454.989990234375
2024-01-12,438.7099914550781
2024-01-16,438.7900085449219
2024-01-17,447.760009765625
2024-01-18,411.9800109863281
2024-01-19,401.5299987792969
2024-01-22,409.6499938964844
2024-01-23,407.5199890136719
2024-01-24,402.3999938964844
2024-01-25,355.3599853515625
2024-01-26,361.2300109863281
2024-01-29,365.94000244140625
2024-01-30,376.8299865722656
2024-01-31,378.05999755859375
2024-02-01,375.82000732421875
2024-02-02,378.8699951171875
2024-02-05,361.0199890136719
2024-02-06,366.3500061035156
2024-02-07,368.57000732421875
2024-02-08,367.79998779296875
2024-02-09,370.2799987792969
2024-02-12,369.1400146484375
2024-02-13,364.4800109863281
2024-02-14,362.2900085449219
2024-02-15,363.9800109863281
2024-02-16,366.9200134277344
2024-02-20,367.1400146484375
2024-02-21,367.6000061035156
2024-02-22,368.0799865722656
2024-02-23,362.9100036621094
2024-02-26,359.95001220703125
2024-02-27,362.70001220703125
2024-02-28,351.1600036621094
2024-02-29,350.32000732421875
2024-03-01,352.0299987792969
2024-03-04,346.8299865722656
2024-03-05,337.9200134277344
2024-03-06,339.0799865722656
2024-03-07,340.7200012207031
2024-03-08,339.3500061035156
2024-03-11,347.0
2024-03-12,345.1499938964844
2024-03-13,345.20001220703125
2024-03-14,348.8900146484375
2024-03-15,348.1499938964844
2024-03-18,347.19000244140625
2024-03-19,351.5899963378906
2024-03-20,348.19000244140625
2024-03-21,347.3900146484375
2024-03-22,348.5400085449219
2024-03-25,347.0899963378906
2024-03-26,348.3800048828125
2024-03-27,349.5
2024-03-28,346.7200012207031
2024-04-01,351.45001220703125
2024-04-02,304.3299865722656
2024-04-03,308.05999755859375
2024-04-04,310.0400085449219
2024-04-05,313.1099853515625
2024-04-08,317.0
2024-04-09,319.6199951171875
2024-04-10,319.1700134277344
2024-04-11,316.2900085449219
2024-04-12,312.5899963378906
2024-04-15,314.6400146484375
2024-04-16,317.5199890136719
2024-04-17,323.4599914550781
2024-04-18,324.8299865722656
2024-04-19,328.3299865722656
2024-04-22,325.29998779296875
2024-04-23,327.9800109863281
2024-04-24,315.9800109863281
2024-04-25,311.4100036621094
2024-04-26,305.8999938964844
2024-04-29,303.1499938964844
2024-04-30,302.0899963378906
2024-05-01,314.2099914550781
2024-05-02,320.9800109863281
2024-05-03,320.5400085449219
2024-05-06,319.2300109863281
2024-05-07,324.6300048828125
2024-05-08,324.1400146484375
2024-05-09,334.67999267578125
2024-05-10,335.5899963378906
2024-05-13,339.5799865722656
2024-05-14,344.5
2024-05-15,347.1499938964844
2024-05-16,355.19000244140625
2024-05-17,356.20001220703125
2024-05-20,355.2200012207031
2024-05-21,355.6300048828125
2024-05-22,356.6000061035156
2024-05-23,352.2200012207031
2024-05-24,349.29998779296875
2024-05-28,349.2099914550781
2024-05-29,345.30999755859375
2024-05-30,347.3800048828125
2024-05-31,358.1199951171875
2024-06-03,364.20001220703125
2024-06-04,360.8699951171875
2024-06-05,361.0
2024-06-06,355.42999267578125
2024-06-07,351.79998779296875
2024-06-10,349.3399963378906
2024-06-11,351.7699890136719
2024-06-12,352.3800048828125
2024-06-13,358.1000061035156
2024-06-14,358.92999267578125
2024-06-17,355.25
2024-06-18,349.54998779296875
2024-06-20,357.4200134277344
2024-06-21,355.4800109863281
2024-06-24,358.0400085449219
2024-06-25,355.79998779296875
2024-06-26,361.0899963378906
2024-06-27,362.9800109863281
2024-06-28,373.6499938964844
2024-07-01,373.489990234375
2024-07-02,374.82000732421875
2024-07-03,362.8500061035156
2024-07-05,368.82000732421875
2024-07-08,370.42999267578125
2024-07-09,373.3599853515625
2024-07-10,379.1700134277344
2024-07-11,379.7300109863281
2024-07-12,382.2200012207031
2024-07-15,384.2099914550781
2024-07-16,395.6000061035156
2024-07-17,402.1700134277344
2024-07-18,388.8900146484375
2024-07-19,387.3800048828125
2024-07-22,384.9599914550781
2024-07-23,385.8699951171875
2024-07-24,386.29998779296875
2024-07-25,386.3999938964844
2024-07-26,392.6300048828125
2024-07-29,392.1199951171875
2024-07-30,404.5199890136719
2024-07-31,361.6099853515625
2024-08-01,358.9800109863281
2024-08-02,363.6199951171875
2024-08-05,356.2900085449219
2024-08-06,355.25
2024-08-07,345.55999755859375
2024-08-08,350.32000732421875
2024-08-09,350.8299865722656
2024-08-12,348.2900085449219
2024-08-13,356.8399963378906
2024-08-14,356.3800048828125
2024-08-15,357.2300109863281
2024-08-16,350.3599853515625
2024-08-19,353.25
2024-08-20,356.9800109863281
2024-08-21,358.57000732421875
2024-08-22,354.75
2024-08-23,352.8999938964844
2024-08-26,353.0
2024-08-27,353.45001220703125
2024-08-28,352.42999267578125
2024-08-29,351.3599853515625
2024-08-30,354.4700012207031
2024-09-03,363.5299987792969
2024-09-04,371.3999938964844
2024-09-05,365.1400146484375
2024-09-06,357.8599853515625
2024-09-09,343.760009765625
2024-09-10,346.4200134277344
2024-09-11,328.19000244140625
2024-09-12,324.5
2024-09-13,321.55999755859375
2024-09-16,315.2300109863281
2024-09-17,311.79998779296875
2024-09-18,315.2900085449219
2024-09-19,312.0
2024-09-20,310.4100036621094
2024-09-23,312.7699890136719
2024-09-24,312.2300109863281
2024-09-25,311.95001220703125
2024-09-26,313.0400085449219
2024-09-27,319.57000732421875
2024-09-30,316.739990234375
2024-10-01,279.45001220703125
2024-10-02,246.49000549316406
2024-10-03,241.77999877929688
2024-10-04,240.02999877929688
2024-10-07,236.2899932861328
2024-10-08,243.1999969482422
2024-10-09,245.4499969482422
2024-10-10,251.44000244140625
2024-10-11,258.07000732421875
2024-10-14,267.6000061035156
2024-10-15,257.6000061035156
2024-10-16,255.57000732421875
2024-10-17,266.3399963378906
2024-10-18,267.1400146484375
2024-10-21,260.57000732421875
2024-10-22,262.30999755859375
2024-10-23,258.6499938964844
2024-10-24,258.5799865722656
2024-10-25,260.7300109863281
2024-10-28,261.0899963378906
2024-10-29,257.7699890136719
2024-10-30,266.32000732421875
2024-10-31,257.8299865722656
2024-11-01,260.7099914550781
2024-11-04,255.5500030517578
2024-11-05,260.6000061035156
2024-11-06,288.510009765625
2024-11-07,287.760009765625
2024-11-08,288.1199951171875
2024-11-11,282.44000244140625
2024-11-12,280.05999755859375
2024-11-13,289.4200134277344
2024-11-14,283.1400146484375
2024-11-15,275.6700134277344
2024-11-18,271.3500061035156
2024-11-19,277.7799987792969
2024-11-20,293.9700012207031
2024-11-21,295.7099914550781
