Date,WST
2022-06-24,301.17999267578125
2022-06-27,304.82000732421875
2022-06-28,296.4599914550781
2022-06-29,299.5199890136719
2022-06-30,302.3699951171875
2022-07-01,307.739990234375
2022-07-05,306.05999755859375
2022-07-06,315.54998779296875
2022-07-07,320.260009765625
2022-07-08,318.4800109863281
2022-07-11,315.94000244140625
2022-07-12,296.7699890136719
2022-07-13,300.0
2022-07-14,294.3699951171875
2022-07-15,300.44000244140625
2022-07-18,291.9800109863281
2022-07-19,300.19000244140625
2022-07-20,303.4100036621094
2022-07-21,316.6000061035156
2022-07-22,313.6400146484375
2022-07-25,313.510009765625
2022-07-26,313.3599853515625
2022-07-27,320.5199890136719
2022-07-28,339.9200134277344
2022-07-29,343.55999755859375
2022-08-01,339.0400085449219
2022-08-02,339.1000061035156
2022-08-03,343.6499938964844
2022-08-04,340.4800109863281
2022-08-05,341.70001220703125
2022-08-08,339.3599853515625
2022-08-09,329.489990234375
2022-08-10,338.8399963378906
2022-08-11,337.75
2022-08-12,340.9800109863281
2022-08-15,340.82000732421875
2022-08-16,333.92999267578125
2022-08-17,328.25
2022-08-18,321.7900085449219
2022-08-19,319.5199890136719
2022-08-22,311.4700012207031
2022-08-23,309.7099914550781
2022-08-24,310.5799865722656
2022-08-25,314.67999267578125
2022-08-26,303.7699890136719
2022-08-29,301.57000732421875
2022-08-30,296.4200134277344
2022-08-31,296.69000244140625
2022-09-01,296.1000061035156
2022-09-02,291.3500061035156
2022-09-06,291.0
2022-09-07,298.79998779296875
2022-09-08,308.1300048828125
2022-09-09,313.510009765625
2022-09-12,312.8699951171875
2022-09-13,292.9599914550781
2022-09-14,290.82000732421875
2022-09-15,273.7300109863281
2022-09-16,268.05999755859375
2022-09-19,269.92999267578125
2022-09-20,263.69000244140625
2022-09-21,258.20001220703125
2022-09-22,253.11000061035156
2022-09-23,254.24000549316406
2022-09-26,252.8300018310547
2022-09-27,246.38999938964844
2022-09-28,251.92999267578125
2022-09-29,251.27000427246094
2022-09-30,246.0800018310547
2022-10-03,255.92999267578125
2022-10-04,261.1499938964844
2022-10-05,259.6700134277344
2022-10-06,256.260009765625
2022-10-07,249.82000732421875
2022-10-10,245.82000732421875
2022-10-11,239.67999267578125
2022-10-12,239.1199951171875
2022-10-13,249.41000366210938
2022-10-14,247.52999877929688
2022-10-17,255.32000732421875
2022-10-18,261.6099853515625
2022-10-19,243.63999938964844
2022-10-20,231.3000030517578
2022-10-21,232.8800048828125
2022-10-24,236.6199951171875
2022-10-25,249.2100067138672
2022-10-26,254.39999389648438
2022-10-27,221.22999572753906
2022-10-28,225.50999450683594
2022-10-31,230.10000610351562
2022-11-01,229.5
2022-11-02,219.52999877929688
2022-11-03,209.33999633789062
2022-11-04,215.58999633789062
2022-11-07,225.94000244140625
2022-11-08,224.55999755859375
2022-11-09,221.50999450683594
2022-11-10,242.74000549316406
2022-11-11,250.92999267578125
2022-11-14,242.30999755859375
2022-11-15,247.69000244140625
2022-11-16,240.10000610351562
2022-11-17,221.92999267578125
2022-11-18,225.0
2022-11-21,225.25
2022-11-22,228.52999877929688
2022-11-23,228.05999755859375
2022-11-25,226.64999389648438
2022-11-28,224.17999267578125
2022-11-29,223.5
2022-11-30,234.66000366210938
2022-12-01,242.02000427246094
2022-12-02,244.35000610351562
2022-12-05,239.44000244140625
2022-12-06,234.99000549316406
2022-12-07,235.88999938964844
2022-12-08,236.02999877929688
2022-12-09,239.00999450683594
2022-12-12,241.27999877929688
2022-12-13,251.89999389648438
2022-12-14,243.5800018310547
2022-12-15,237.0800018310547
2022-12-16,226.10000610351562
2022-12-19,228.22999572753906
2022-12-20,227.7899932861328
2022-12-21,234.67999267578125
2022-12-22,235.25999450683594
2022-12-23,235.1300048828125
2022-12-27,236.72999572753906
2022-12-28,231.24000549316406
2022-12-29,238.97999572753906
2022-12-30,235.35000610351562
2023-01-03,234.41000366210938
2023-01-04,241.13999938964844
2023-01-05,233.6999969482422
2023-01-06,232.5
2023-01-09,240.72999572753906
2023-01-10,245.92999267578125
2023-01-11,251.35000610351562
2023-01-12,248.08999633789062
2023-01-13,250.6999969482422
2023-01-17,253.0399932861328
2023-01-18,254.50999450683594
2023-01-19,254.77999877929688
2023-01-20,259.54998779296875
2023-01-23,264.1099853515625
2023-01-24,258.3299865722656
2023-01-25,260.4700012207031
2023-01-26,270.0899963378906
2023-01-27,268.6199951171875
2023-01-30,261.82000732421875
2023-01-31,265.6000061035156
2023-02-01,271.5899963378906
2023-02-02,281.8800048828125
2023-02-03,272.8800048828125
2023-02-06,268.1700134277344
2023-02-07,272.3800048828125
2023-02-08,265.07000732421875
2023-02-09,267.42999267578125
2023-02-10,271.1400146484375
2023-02-13,273.30999755859375
2023-02-14,276.0400085449219
2023-02-15,279.17999267578125
2023-02-16,319.7699890136719
2023-02-17,313.7200012207031
2023-02-21,306.67999267578125
2023-02-22,305.54998779296875
2023-02-23,312.0299987792969
2023-02-24,310.25
2023-02-27,312.9599914550781
2023-02-28,317.0299987792969
2023-03-01,318.2799987792969
2023-03-02,322.70001220703125
2023-03-03,329.260009765625
2023-03-06,323.3999938964844
2023-03-07,321.69000244140625
2023-03-08,319.7200012207031
2023-03-09,315.30999755859375
2023-03-10,314.54998779296875
2023-03-13,321.2200012207031
2023-03-14,328.57000732421875
2023-03-15,325.5899963378906
2023-03-16,336.4100036621094
2023-03-17,329.7200012207031
2023-03-20,331.9599914550781
2023-03-21,335.0299987792969
2023-03-22,328.94000244140625
2023-03-23,331.8500061035156
2023-03-24,334.29998779296875
2023-03-27,335.8299865722656
2023-03-28,339.80999755859375
2023-03-29,337.9800109863281
2023-03-30,340.8699951171875
2023-03-31,346.4700012207031
2023-04-03,347.0400085449219
2023-04-04,348.1000061035156
2023-04-05,346.760009765625
2023-04-06,344.7200012207031
2023-04-10,349.7900085449219
2023-04-11,354.80999755859375
2023-04-12,358.7699890136719
2023-04-13,366.739990234375
2023-04-14,363.92999267578125
2023-04-17,362.4700012207031
2023-04-18,362.05999755859375
2023-04-19,367.6400146484375
2023-04-20,361.4100036621094
2023-04-21,365.8800048828125
2023-04-24,371.9700012207031
2023-04-25,357.0
2023-04-26,357.2300109863281
2023-04-27,355.2200012207031
2023-04-28,361.239990234375
2023-05-01,366.1300048828125
2023-05-02,369.6199951171875
2023-05-03,368.42999267578125
2023-05-04,369.1700134277344
2023-05-05,368.4599914550781
2023-05-08,367.0799865722656
2023-05-09,361.7300109863281
2023-05-10,362.7200012207031
2023-05-11,360.1000061035156
2023-05-12,360.0199890136719
2023-05-15,355.17999267578125
2023-05-16,354.55999755859375
2023-05-17,348.05999755859375
2023-05-18,350.739990234375
2023-05-19,351.3900146484375
2023-05-22,350.9200134277344
2023-05-23,342.80999755859375
2023-05-24,340.6499938964844
2023-05-25,340.20001220703125
2023-05-26,343.5
2023-05-30,336.3500061035156
2023-05-31,334.6300048828125
2023-06-01,341.5299987792969
2023-06-02,343.7300109863281
2023-06-05,343.3999938964844
2023-06-06,346.19000244140625
2023-06-07,344.7200012207031
2023-06-08,349.75
2023-06-09,348.2799987792969
2023-06-12,357.3900146484375
2023-06-13,357.82000732421875
2023-06-14,354.69000244140625
2023-06-15,359.79998779296875
2023-06-16,362.0400085449219
2023-06-20,366.1099853515625
2023-06-21,368.8999938964844
2023-06-22,368.6700134277344
2023-06-23,367.0
2023-06-26,365.07000732421875
2023-06-27,369.3399963378906
2023-06-28,369.2099914550781
2023-06-29,377.3599853515625
2023-06-30,382.4700012207031
2023-07-03,378.3299865722656
2023-07-05,377.0299987792969
2023-07-06,373.2300109863281
2023-07-07,371.6000061035156
2023-07-10,377.29998779296875
2023-07-11,375.3399963378906
2023-07-12,383.5199890136719
2023-07-13,383.6600036621094
2023-07-14,385.1300048828125
2023-07-17,383.6199951171875
2023-07-18,384.5899963378906
2023-07-19,385.6199951171875
2023-07-20,378.75
2023-07-21,377.32000732421875
2023-07-24,376.05999755859375
2023-07-25,377.1300048828125
2023-07-26,379.4200134277344
2023-07-27,354.8999938964844
2023-07-28,365.4599914550781
2023-07-31,368.0400085449219
2023-08-01,371.6600036621094
2023-08-02,370.5799865722656
2023-08-03,369.7200012207031
2023-08-04,375.07000732421875
2023-08-07,378.70001220703125
2023-08-08,399.8699951171875
2023-08-09,400.1499938964844
2023-08-10,400.25
2023-08-11,394.739990234375
2023-08-14,399.8900146484375
2023-08-15,402.1300048828125
2023-08-16,397.489990234375
2023-08-17,392.8699951171875
2023-08-18,387.7699890136719
2023-08-21,392.67999267578125
2023-08-22,393.17999267578125
2023-08-23,393.07000732421875
2023-08-24,391.7200012207031
2023-08-25,393.7300109863281
2023-08-28,403.3699951171875
2023-08-29,412.4100036621094
2023-08-30,409.1199951171875
2023-08-31,406.8999938964844
2023-09-01,407.69000244140625
2023-09-05,403.6700134277344
2023-09-06,404.8500061035156
2023-09-07,403.8599853515625
2023-09-08,393.1600036621094
2023-09-11,397.1499938964844
2023-09-12,393.82000732421875
2023-09-13,395.2699890136719
2023-09-14,397.8999938964844
2023-09-15,394.17999267578125
2023-09-18,394.6000061035156
2023-09-19,392.6099853515625
2023-09-20,384.3399963378906
2023-09-21,374.29998779296875
2023-09-22,372.510009765625
2023-09-25,375.6000061035156
2023-09-26,375.3999938964844
2023-09-27,375.17999267578125
2023-09-28,379.0799865722656
2023-09-29,375.2099914550781
2023-10-02,370.5799865722656
2023-10-03,368.8299865722656
2023-10-04,373.7799987792969
2023-10-05,372.7300109863281
2023-10-06,377.55999755859375
2023-10-09,382.9100036621094
2023-10-10,387.2799987792969
2023-10-11,392.2099914550781
2023-10-12,384.9599914550781
2023-10-13,385.05999755859375
2023-10-16,385.80999755859375
2023-10-17,386.5799865722656
2023-10-18,375.04998779296875
2023-10-19,369.3299865722656
2023-10-20,363.6600036621094
2023-10-23,370.54998779296875
2023-10-24,369.7200012207031
2023-10-25,358.0
2023-10-26,327.32000732421875
2023-10-27,320.9200134277344
2023-10-30,319.8599853515625
2023-10-31,318.2900085449219
2023-11-01,321.67999267578125
2023-11-02,327.760009765625
2023-11-03,335.0
2023-11-06,333.0299987792969
2023-11-07,330.3999938964844
2023-11-08,345.29998779296875
2023-11-09,336.0400085449219
2023-11-10,341.6499938964844
2023-11-13,338.1300048828125
2023-11-14,347.4800109863281
2023-11-15,345.9800109863281
2023-11-16,344.2300109863281
2023-11-17,342.75
2023-11-20,349.0299987792969
2023-11-21,352.489990234375
2023-11-22,351.1700134277344
2023-11-24,353.260009765625
2023-11-27,353.8999938964844
2023-11-28,352.4200134277344
2023-11-29,348.9200134277344
2023-11-30,350.760009765625
2023-12-01,351.7900085449219
2023-12-04,350.8800048828125
2023-12-05,343.4700012207031
2023-12-06,342.92999267578125
2023-12-07,341.19000244140625
2023-12-08,342.239990234375
2023-12-11,344.1300048828125
2023-12-12,347.7699890136719
2023-12-13,359.67999267578125
2023-12-14,358.010009765625
2023-12-15,358.20001220703125
2023-12-18,356.2099914550781
2023-12-19,358.30999755859375
2023-12-20,349.489990234375
2023-12-21,353.760009765625
2023-12-22,354.92999267578125
2023-12-26,357.3399963378906
2023-12-27,355.8800048828125
2023-12-28,354.92999267578125
2023-12-29,352.1199951171875
2024-01-02,348.69000244140625
2024-01-03,338.2699890136719
2024-01-04,340.32000732421875
2024-01-05,339.4800109863281
2024-01-08,351.8500061035156
2024-01-09,349.3399963378906
2024-01-10,357.1600036621094
2024-01-11,354.6300048828125
2024-01-12,346.7699890136719
2024-01-16,346.5
2024-01-17,339.510009765625
2024-01-18,342.8699951171875
2024-01-19,342.739990234375
2024-01-22,347.1099853515625
2024-01-23,351.6300048828125
2024-01-24,348.7099914550781
2024-01-25,354.2200012207031
2024-01-26,361.3599853515625
2024-01-29,370.5
2024-01-30,376.0899963378906
2024-01-31,373.0299987792969
2024-02-01,381.5
2024-02-02,381.0199890136719
2024-02-05,397.6199951171875
2024-02-06,398.2699890136719
2024-02-07,413.0
2024-02-08,410.8999938964844
2024-02-09,409.6400146484375
2024-02-12,406.6300048828125
2024-02-13,398.5899963378906
2024-02-14,408.19000244140625
2024-02-15,350.70001220703125
2024-02-16,362.04998779296875
2024-02-20,350.17999267578125
2024-02-21,356.20001220703125
2024-02-22,359.8999938964844
2024-02-23,367.44000244140625
2024-02-26,363.2900085449219
2024-02-27,358.2900085449219
2024-02-28,357.30999755859375
2024-02-29,358.3599853515625
2024-03-01,358.7200012207031
2024-03-04,358.7900085449219
2024-03-05,351.95001220703125
2024-03-06,354.30999755859375
2024-03-07,362.1600036621094
2024-03-08,358.95001220703125
2024-03-11,357.5199890136719
2024-03-12,377.989990234375
2024-03-13,385.75
2024-03-14,399.3900146484375
2024-03-15,387.6199951171875
2024-03-18,395.7200012207031
2024-03-19,395.69000244140625
2024-03-20,394.1000061035156
2024-03-21,395.8900146484375
2024-03-22,393.9200134277344
2024-03-25,388.3900146484375
2024-03-26,388.2200012207031
2024-03-27,394.1000061035156
2024-03-28,395.7099914550781
2024-04-01,395.94000244140625
2024-04-02,387.8999938964844
2024-04-03,387.1499938964844
2024-04-04,386.1199951171875
2024-04-05,394.0299987792969
2024-04-08,392.5799865722656
2024-04-09,392.3800048828125
2024-04-10,389.7699890136719
2024-04-11,387.5799865722656
2024-04-12,380.0
2024-04-15,378.80999755859375
2024-04-16,379.4800109863281
2024-04-17,377.3599853515625
2024-04-18,377.3299865722656
2024-04-19,372.0400085449219
2024-04-22,375.3500061035156
2024-04-23,390.20001220703125
2024-04-24,385.7300109863281
2024-04-25,368.17999267578125
2024-04-26,360.42999267578125
2024-04-29,354.4100036621094
2024-04-30,357.4800109863281
2024-05-01,363.42999267578125
2024-05-02,368.4599914550781
2024-05-03,365.0199890136719
2024-05-06,366.5400085449219
2024-05-07,368.3500061035156
2024-05-08,366.6600036621094
2024-05-09,365.5899963378906
2024-05-10,364.19000244140625
2024-05-13,358.1700134277344
2024-05-14,354.4800109863281
2024-05-15,351.5199890136719
2024-05-16,354.1099853515625
2024-05-17,355.6400146484375
2024-05-20,342.760009765625
2024-05-21,337.010009765625
2024-05-22,334.2900085449219
2024-05-23,328.5899963378906
2024-05-24,331.6600036621094
2024-05-28,327.4700012207031
2024-05-29,322.8500061035156
2024-05-30,329.1199951171875
2024-05-31,331.4100036621094
2024-06-03,328.7300109863281
2024-06-04,318.4200134277344
2024-06-05,317.69000244140625
2024-06-06,315.20001220703125
2024-06-07,314.67999267578125
2024-06-10,319.8599853515625
2024-06-11,328.1700134277344
2024-06-12,338.4200134277344
2024-06-13,336.2900085449219
2024-06-14,333.25
2024-06-17,336.0799865722656
2024-06-18,322.07000732421875
2024-06-20,328.6400146484375
2024-06-21,332.760009765625
2024-06-24,331.0
2024-06-25,323.6000061035156
2024-06-26,323.67999267578125
2024-06-27,328.760009765625
2024-06-28,329.3900146484375
2024-07-01,324.54998779296875
2024-07-02,322.6000061035156
2024-07-03,320.8999938964844
2024-07-05,322.55999755859375
2024-07-08,319.9800109863281
2024-07-09,318.6300048828125
2024-07-10,321.3500061035156
2024-07-11,333.29998779296875
2024-07-12,322.9800109863281
2024-07-15,320.1099853515625
2024-07-16,329.1099853515625
2024-07-17,327.0400085449219
2024-07-18,316.3399963378906
2024-07-19,317.9200134277344
2024-07-22,318.0199890136719
2024-07-23,316.17999267578125
2024-07-24,323.7699890136719
2024-07-25,277.1600036621094
2024-07-26,284.760009765625
2024-07-29,288.1199951171875
2024-07-30,299.510009765625
2024-07-31,306.1700134277344
2024-08-01,302.30999755859375
2024-08-02,300.2799987792969
2024-08-05,301.6000061035156
2024-08-06,304.4599914550781
2024-08-07,293.7699890136719
2024-08-08,293.0199890136719
2024-08-09,287.8500061035156
2024-08-12,290.55999755859375
2024-08-13,295.4200134277344
2024-08-14,292.2099914550781
2024-08-15,292.6000061035156
2024-08-16,300.4100036621094
2024-08-19,301.67999267578125
2024-08-20,299.1199951171875
2024-08-21,304.30999755859375
2024-08-22,300.5199890136719
2024-08-23,302.7799987792969
2024-08-26,303.489990234375
2024-08-27,302.6300048828125
2024-08-28,297.6099853515625
2024-08-29,314.7900085449219
2024-08-30,313.6300048828125
2024-09-03,304.1499938964844
2024-09-04,304.7200012207031
2024-09-05,300.29998779296875
2024-09-06,297.239990234375
2024-09-09,302.0299987792969
2024-09-10,305.54998779296875
2024-09-11,302.3500061035156
2024-09-12,297.4800109863281
2024-09-13,300.6700134277344
2024-09-16,296.7799987792969
2024-09-17,295.8599853515625
2024-09-18,309.17999267578125
2024-09-19,311.20001220703125
2024-09-20,308.1499938964844
2024-09-23,306.7300109863281
2024-09-24,309.7099914550781
2024-09-25,303.3299865722656
2024-09-26,307.1400146484375
2024-09-27,311.0
2024-09-30,300.1600036621094
2024-10-01,299.79998779296875
2024-10-02,299.80999755859375
2024-10-03,297.30999755859375
2024-10-04,296.5
2024-10-07,290.4200134277344
2024-10-08,286.4800109863281
2024-10-09,286.5199890136719
2024-10-10,290.07000732421875
2024-10-11,294.9100036621094
2024-10-14,295.3500061035156
2024-10-15,291.0400085449219
2024-10-16,288.989990234375
2024-10-17,288.6600036621094
2024-10-18,293.32000732421875
2024-10-21,287.25
2024-10-22,286.3999938964844
2024-10-23,286.44000244140625
2024-10-24,330.6499938964844
2024-10-25,307.9200134277344
2024-10-28,310.4100036621094
2024-10-29,318.4100036621094
2024-10-30,313.0199890136719
2024-10-31,307.92999267578125
2024-11-01,316.5
2024-11-04,314.7699890136719
2024-11-05,323.4700012207031
2024-11-06,329.3800048828125
2024-11-07,323.4200134277344
2024-11-08,324.1000061035156
2024-11-11,327.57000732421875
2024-11-12,327.67999267578125
2024-11-13,344.0
2024-11-14,338.1199951171875
2024-11-15,314.489990234375
2024-11-18,307.2099914550781
2024-11-19,304.1000061035156
2024-11-20,311.6600036621094
2024-11-21,320.8800048828125
