Date,NVS
2022-02-28,87.45999908447266
2022-03-01,87.12000274658203
2022-03-02,87.68000030517578
2022-03-03,86.13999938964844
2022-03-04,84.73999786376953
2022-03-07,83.54000091552734
2022-03-08,80.11000061035156
2022-03-09,82.1500015258789
2022-03-10,82.97000122070312
2022-03-11,82.37000274658203
2022-03-14,84.06999969482422
2022-03-15,84.7300033569336
2022-03-16,84.63999938964844
2022-03-17,86.44000244140625
2022-03-18,86.79000091552734
2022-03-21,86.08000183105469
2022-03-22,85.91000366210938
2022-03-23,85.55000305175781
2022-03-24,86.63999938964844
2022-03-25,86.86000061035156
2022-03-28,86.98999786376953
2022-03-29,87.51000213623047
2022-03-30,87.95999908447266
2022-03-31,87.75
2022-04-01,87.69000244140625
2022-04-04,87.33000183105469
2022-04-05,88.16999816894531
2022-04-06,90.6500015258789
2022-04-07,91.4000015258789
2022-04-08,92.7300033569336
2022-04-11,93.75
2022-04-12,92.66999816894531
2022-04-13,92.94000244140625
2022-04-14,92.5199966430664
2022-04-18,92.26000213623047
2022-04-19,91.5999984741211
2022-04-20,91.23999786376953
2022-04-21,89.94999694824219
2022-04-22,89.20999908447266
2022-04-25,90.44000244140625
2022-04-26,88.95999908447266
2022-04-27,89.41000366210938
2022-04-28,90.22000122070312
2022-04-29,88.02999877929688
2022-05-02,87.6500015258789
2022-05-03,87.4800033569336
2022-05-04,88.2699966430664
2022-05-05,86.20999908447266
2022-05-06,85.81999969482422
2022-05-09,83.4800033569336
2022-05-10,84.38999938964844
2022-05-11,84.04000091552734
2022-05-12,85.37999725341797
2022-05-13,85.81999969482422
2022-05-16,87.80999755859375
2022-05-17,87.91999816894531
2022-05-18,87.68000030517578
2022-05-19,88.6500015258789
2022-05-20,89.41999816894531
2022-05-23,90.70999908447266
2022-05-24,91.93000030517578
2022-05-25,91.25
2022-05-26,91.26000213623047
2022-05-27,91.45999908447266
2022-05-31,90.94000244140625
2022-06-01,89.63999938964844
2022-06-02,89.79000091552734
2022-06-03,89.12000274658203
2022-06-06,88.66999816894531
2022-06-07,88.87999725341797
2022-06-08,87.3499984741211
2022-06-09,86.37999725341797
2022-06-10,85.05999755859375
2022-06-13,82.52999877929688
2022-06-14,80.5199966430664
2022-06-15,81.36000061035156
2022-06-16,81.8499984741211
2022-06-17,81.05999755859375
2022-06-21,81.48999786376953
2022-06-22,81.51000213623047
2022-06-23,81.86000061035156
2022-06-24,84.83000183105469
2022-06-27,85.27999877929688
2022-06-28,84.16999816894531
2022-06-29,84.7699966430664
2022-06-30,84.52999877929688
2022-07-01,84.36000061035156
2022-07-05,84.27999877929688
2022-07-06,83.7300033569336
2022-07-07,84.4000015258789
2022-07-08,84.33999633789062
2022-07-11,84.48999786376953
2022-07-12,83.94000244140625
2022-07-13,83.01000213623047
2022-07-14,82.5999984741211
2022-07-15,84.63999938964844
2022-07-18,82.69999694824219
2022-07-19,86.0
2022-07-20,84.22000122070312
2022-07-21,85.88999938964844
2022-07-22,85.87000274658203
2022-07-25,86.08000183105469
2022-07-26,86.83999633789062
2022-07-27,86.75
2022-07-28,87.26000213623047
2022-07-29,85.83000183105469
2022-08-01,85.62999725341797
2022-08-02,85.05999755859375
2022-08-03,84.86000061035156
2022-08-04,85.2300033569336
2022-08-05,85.56999969482422
2022-08-08,85.94000244140625
2022-08-09,87.1500015258789
2022-08-10,87.43000030517578
2022-08-11,85.58000183105469
2022-08-12,85.68000030517578
2022-08-15,85.37999725341797
2022-08-16,85.81999969482422
2022-08-17,85.22000122070312
2022-08-18,84.91999816894531
2022-08-19,85.76000213623047
2022-08-22,84.38999938964844
2022-08-23,83.4800033569336
2022-08-24,83.61000061035156
2022-08-25,83.41000366210938
2022-08-26,82.68000030517578
2022-08-29,82.25
2022-08-30,80.76000213623047
2022-08-31,80.5199966430664
2022-09-01,80.33000183105469
2022-09-02,79.69999694824219
2022-09-06,79.7699966430664
2022-09-07,80.94000244140625
2022-09-08,81.26000213623047
2022-09-09,82.5999984741211
2022-09-12,83.5999984741211
2022-09-13,81.94999694824219
2022-09-14,80.91000366210938
2022-09-15,80.73999786376953
2022-09-16,80.6500015258789
2022-09-19,80.7300033569336
2022-09-20,79.58000183105469
2022-09-21,77.54000091552734
2022-09-22,77.13999938964844
2022-09-23,76.01000213623047
2022-09-26,74.61000061035156
2022-09-27,74.6500015258789
2022-09-28,76.31999969482422
2022-09-29,76.56999969482422
2022-09-30,76.01000213623047
2022-10-03,76.66999816894531
2022-10-04,78.2300033569336
2022-10-05,77.37000274658203
2022-10-06,76.04000091552734
2022-10-07,75.6500015258789
2022-10-10,75.55000305175781
2022-10-11,75.86000061035156
2022-10-12,75.30999755859375
2022-10-13,76.01000213623047
2022-10-14,75.56999969482422
2022-10-17,77.2699966430664
2022-10-18,77.48999786376953
2022-10-19,76.51000213623047
2022-10-20,75.55000305175781
2022-10-21,77.0999984741211
2022-10-24,77.70999908447266
2022-10-25,78.51000213623047
2022-10-26,79.61000061035156
2022-10-27,79.54000091552734
2022-10-28,80.76000213623047
2022-10-31,81.12999725341797
2022-11-01,81.05999755859375
2022-11-02,80.58999633789062
2022-11-03,80.37999725341797
2022-11-04,81.72000122070312
2022-11-07,81.80999755859375
2022-11-08,81.83000183105469
2022-11-09,82.97000122070312
2022-11-10,85.12999725341797
2022-11-11,84.0199966430664
2022-11-14,83.44999694824219
2022-11-15,83.83000183105469
2022-11-16,83.55000305175781
2022-11-17,83.45999908447266
2022-11-18,85.69999694824219
2022-11-21,86.79000091552734
2022-11-22,87.69999694824219
2022-11-23,87.29000091552734
2022-11-25,87.70999908447266
2022-11-28,87.68000030517578
2022-11-29,87.36000061035156
2022-11-30,89.55999755859375
2022-12-01,89.81999969482422
2022-12-02,89.98999786376953
2022-12-05,90.95999908447266
2022-12-06,90.73999786376953
2022-12-07,91.7300033569336
2022-12-08,91.58000183105469
2022-12-09,90.94999694824219
2022-12-12,90.87999725341797
2022-12-13,91.20999908447266
2022-12-14,92.52999877929688
2022-12-15,90.88999938964844
2022-12-16,90.4800033569336
2022-12-19,90.19000244140625
2022-12-20,90.37000274658203
2022-12-21,90.9000015258789
2022-12-22,90.9000015258789
2022-12-23,90.87000274658203
2022-12-27,91.12999725341797
2022-12-28,90.83999633789062
2022-12-29,91.5999984741211
2022-12-30,90.72000122070312
2023-01-03,92.20999908447266
2023-01-04,91.83999633789062
2023-01-05,90.80000305175781
2023-01-06,92.29000091552734
2023-01-09,89.94999694824219
2023-01-10,90.44000244140625
2023-01-11,90.47000122070312
2023-01-12,90.55999755859375
2023-01-13,91.05999755859375
2023-01-17,92.37999725341797
2023-01-18,92.16000366210938
2023-01-19,92.2300033569336
2023-01-20,92.06999969482422
2023-01-23,92.20999908447266
2023-01-24,92.0199966430664
2023-01-25,92.80999755859375
2023-01-26,89.83999633789062
2023-01-27,89.48999786376953
2023-01-30,89.63999938964844
2023-01-31,90.62000274658203
2023-02-01,88.2300033569336
2023-02-02,86.0999984741211
2023-02-03,85.8499984741211
2023-02-06,85.47000122070312
2023-02-07,86.33999633789062
2023-02-08,86.88999938964844
2023-02-09,86.30999755859375
2023-02-10,86.4800033569336
2023-02-13,87.48999786376953
2023-02-14,87.55000305175781
2023-02-15,87.18000030517578
2023-02-16,85.95999908447266
2023-02-17,87.05000305175781
2023-02-21,86.76000213623047
2023-02-22,86.68000030517578
2023-02-23,86.54000091552734
2023-02-24,85.62000274658203
2023-02-27,85.55000305175781
2023-02-28,84.12000274658203
2023-03-01,83.81999969482422
2023-03-02,85.12000274658203
2023-03-03,84.68000030517578
2023-03-06,84.91999816894531
2023-03-07,83.9800033569336
2023-03-08,83.29000091552734
2023-03-09,80.02999877929688
2023-03-10,80.66999816894531
2023-03-13,81.61000061035156
2023-03-14,82.08999633789062
2023-03-15,82.0999984741211
2023-03-16,82.77999877929688
2023-03-17,82.19000244140625
2023-03-20,83.43000030517578
2023-03-21,83.66999816894531
2023-03-22,81.95999908447266
2023-03-23,82.51000213623047
2023-03-24,83.58999633789062
2023-03-27,90.27999877929688
2023-03-28,90.94999694824219
2023-03-29,90.19000244140625
2023-03-30,91.58000183105469
2023-03-31,92.0
2023-04-03,92.5199966430664
2023-04-04,93.4800033569336
2023-04-05,95.06999969482422
2023-04-06,96.26000213623047
2023-04-10,95.69999694824219
2023-04-11,95.80000305175781
2023-04-12,96.47000122070312
2023-04-13,98.22000122070312
2023-04-14,97.87999725341797
2023-04-17,97.97000122070312
2023-04-18,97.31999969482422
2023-04-19,98.0199966430664
2023-04-20,98.5999984741211
2023-04-21,100.30000305175781
2023-04-24,100.58999633789062
2023-04-25,104.04000091552734
2023-04-26,102.54000091552734
2023-04-27,102.6500015258789
2023-04-28,102.56999969482422
2023-05-01,102.54000091552734
2023-05-02,103.54000091552734
2023-05-03,104.44999694824219
2023-05-04,104.62000274658203
2023-05-05,104.72000122070312
2023-05-08,104.91000366210938
2023-05-09,104.69999694824219
2023-05-10,103.62999725341797
2023-05-11,103.41999816894531
2023-05-12,103.13999938964844
2023-05-15,103.12000274658203
2023-05-16,102.80999755859375
2023-05-17,101.22000122070312
2023-05-18,100.3499984741211
2023-05-19,100.80999755859375
2023-05-22,100.73999786376953
2023-05-23,100.25
2023-05-24,100.02999877929688
2023-05-25,97.77999877929688
2023-05-26,97.86000061035156
2023-05-30,96.55000305175781
2023-05-31,96.25
2023-06-01,97.11000061035156
2023-06-02,98.91000366210938
2023-06-05,99.37000274658203
2023-06-06,99.66000366210938
2023-06-07,98.5
2023-06-08,100.6500015258789
2023-06-09,100.93000030517578
2023-06-12,100.0
2023-06-13,99.31999969482422
2023-06-14,99.68000030517578
2023-06-15,101.38999938964844
2023-06-16,101.83000183105469
2023-06-20,100.81999969482422
2023-06-21,100.91000366210938
2023-06-22,100.54000091552734
2023-06-23,100.69000244140625
2023-06-26,99.51000213623047
2023-06-27,99.18000030517578
2023-06-28,98.44000244140625
2023-06-29,99.36000061035156
2023-06-30,100.91000366210938
2023-07-03,98.7699966430664
2023-07-05,98.94999694824219
2023-07-06,98.01000213623047
2023-07-07,94.7300033569336
2023-07-10,96.55000305175781
2023-07-11,97.16000366210938
2023-07-12,97.69000244140625
2023-07-13,98.33000183105469
2023-07-14,98.83000183105469
2023-07-17,98.94000244140625
2023-07-18,103.45999908447266
2023-07-19,103.22000122070312
2023-07-20,105.12999725341797
2023-07-21,105.01000213623047
2023-07-24,104.08999633789062
2023-07-25,104.81999969482422
2023-07-26,103.88999938964844
2023-07-27,103.83000183105469
2023-07-28,104.18000030517578
2023-07-31,104.9000015258789
2023-08-01,103.31999969482422
2023-08-02,102.75
2023-08-03,102.04000091552734
2023-08-04,101.80000305175781
2023-08-07,102.80000305175781
2023-08-08,103.05000305175781
2023-08-09,103.3499984741211
2023-08-10,103.29000091552734
2023-08-11,103.58999633789062
2023-08-14,103.37000274658203
2023-08-15,102.58999633789062
2023-08-16,102.11000061035156
