Date,KOF
2022-02-28,55.060001373291016
2022-03-01,53.27000045776367
2022-03-02,54.7599983215332
2022-03-03,54.04999923706055
2022-03-04,52.619998931884766
2022-03-07,51.209999084472656
2022-03-08,51.099998474121094
2022-03-09,52.720001220703125
2022-03-10,51.36000061035156
2022-03-11,51.599998474121094
2022-03-14,50.68000030517578
2022-03-15,51.02000045776367
2022-03-16,52.40999984741211
2022-03-17,52.880001068115234
2022-03-18,52.400001525878906
2022-03-21,52.380001068115234
2022-03-22,52.599998474121094
2022-03-23,53.02000045776367
2022-03-24,53.52000045776367
2022-03-25,53.88999938964844
2022-03-28,53.529998779296875
2022-03-29,54.9900016784668
2022-03-30,53.52000045776367
2022-03-31,54.95000076293945
2022-04-01,56.0
2022-04-04,55.720001220703125
2022-04-05,55.290000915527344
2022-04-06,55.09000015258789
2022-04-07,54.77000045776367
2022-04-08,55.2400016784668
2022-04-11,55.130001068115234
2022-04-12,55.459999084472656
2022-04-13,55.810001373291016
2022-04-14,55.88999938964844
2022-04-18,56.66999816894531
2022-04-19,56.13999938964844
2022-04-20,56.869998931884766
2022-04-21,56.75
2022-04-22,56.310001373291016
2022-04-25,56.099998474121094
2022-04-26,54.20000076293945
2022-04-27,54.33000183105469
2022-04-28,55.119998931884766
2022-04-29,54.599998474121094
2022-05-02,53.099998474121094
2022-05-03,54.040000915527344
2022-05-04,56.61000061035156
2022-05-05,54.9900016784668
2022-05-06,54.18000030517578
2022-05-09,53.970001220703125
2022-05-10,53.72999954223633
2022-05-11,53.58000183105469
2022-05-12,54.68000030517578
2022-05-13,55.52000045776367
2022-05-16,55.939998626708984
2022-05-17,56.4900016784668
2022-05-18,54.04999923706055
2022-05-19,55.189998626708984
2022-05-20,56.66999816894531
2022-05-23,57.310001373291016
2022-05-24,57.09000015258789
2022-05-25,57.459999084472656
2022-05-26,57.939998626708984
2022-05-27,59.5099983215332
2022-05-31,59.650001525878906
2022-06-01,58.900001525878906
2022-06-02,57.77000045776367
2022-06-03,57.599998474121094
2022-06-06,56.84000015258789
2022-06-07,57.88999938964844
2022-06-08,56.9900016784668
2022-06-09,56.0099983215332
2022-06-10,55.95000076293945
2022-06-13,55.540000915527344
2022-06-14,56.04999923706055
2022-06-15,55.79999923706055
2022-06-16,55.720001220703125
2022-06-17,55.31999969482422
2022-06-21,57.08000183105469
2022-06-22,56.7599983215332
2022-06-23,56.68000030517578
2022-06-24,58.0
2022-06-27,59.150001525878906
2022-06-28,56.68000030517578
2022-06-29,55.93000030517578
2022-06-30,55.279998779296875
2022-07-01,56.380001068115234
2022-07-05,56.20000076293945
2022-07-06,55.709999084472656
2022-07-07,55.689998626708984
2022-07-08,54.91999816894531
2022-07-11,54.34000015258789
2022-07-12,53.959999084472656
2022-07-13,53.84000015258789
2022-07-14,52.720001220703125
2022-07-15,55.04999923706055
2022-07-18,55.209999084472656
2022-07-19,55.88999938964844
2022-07-20,54.36000061035156
2022-07-21,54.2400016784668
2022-07-22,54.4900016784668
2022-07-25,56.150001525878906
2022-07-26,57.88999938964844
2022-07-27,60.869998931884766
2022-07-28,60.560001373291016
2022-07-29,60.22999954223633
2022-08-01,60.72999954223633
2022-08-02,59.25
2022-08-03,59.77000045776367
2022-08-04,59.709999084472656
2022-08-05,59.77000045776367
2022-08-08,59.91999816894531
2022-08-09,60.220001220703125
2022-08-10,60.15999984741211
2022-08-11,61.97999954223633
2022-08-12,62.439998626708984
2022-08-15,62.93000030517578
2022-08-16,63.029998779296875
2022-08-17,62.9900016784668
2022-08-18,62.68000030517578
2022-08-19,62.619998931884766
2022-08-22,61.810001373291016
2022-08-23,62.90999984741211
2022-08-24,62.720001220703125
2022-08-25,63.349998474121094
2022-08-26,62.22999954223633
2022-08-29,62.68000030517578
2022-08-30,61.939998626708984
2022-08-31,61.22999954223633
2022-09-01,61.040000915527344
2022-09-02,61.33000183105469
2022-09-06,62.869998931884766
2022-09-07,62.13999938964844
2022-09-08,63.0
2022-09-09,62.91999816894531
2022-09-12,64.5199966430664
2022-09-13,63.11000061035156
2022-09-14,63.54999923706055
2022-09-15,61.90999984741211
2022-09-16,61.9900016784668
2022-09-19,62.9900016784668
2022-09-20,62.459999084472656
2022-09-21,60.61000061035156
2022-09-22,60.58000183105469
2022-09-23,57.810001373291016
2022-09-26,56.4900016784668
2022-09-27,56.58000183105469
2022-09-28,57.54999923706055
2022-09-29,57.95000076293945
2022-09-30,58.38999938964844
2022-10-03,60.470001220703125
2022-10-04,61.150001525878906
2022-10-05,61.59000015258789
2022-10-06,60.689998626708984
2022-10-07,59.91999816894531
2022-10-10,59.79999923706055
2022-10-11,59.369998931884766
2022-10-12,58.72999954223633
2022-10-13,59.93000030517578
2022-10-14,58.83000183105469
2022-10-17,59.97999954223633
2022-10-18,60.220001220703125
2022-10-19,60.439998626708984
2022-10-20,59.630001068115234
2022-10-21,60.5
2022-10-24,60.59000015258789
2022-10-25,61.619998931884766
2022-10-26,62.150001525878906
2022-10-27,62.40999984741211
2022-10-28,62.369998931884766
2022-10-31,62.790000915527344
2022-11-01,64.36000061035156
2022-11-02,63.310001373291016
2022-11-03,62.869998931884766
2022-11-04,63.060001373291016
2022-11-07,64.95999908447266
2022-11-08,65.75
2022-11-09,65.3499984741211
2022-11-10,66.2699966430664
2022-11-11,66.6500015258789
2022-11-14,67.86000061035156
2022-11-15,67.91999816894531
2022-11-16,69.02999877929688
2022-11-17,68.30000305175781
2022-11-18,68.94000244140625
2022-11-21,69.23999786376953
2022-11-22,68.02999877929688
2022-11-23,68.37999725341797
2022-11-25,68.33000183105469
2022-11-28,68.06999969482422
2022-11-29,67.20999908447266
2022-11-30,68.30999755859375
2022-12-01,68.68000030517578
2022-12-02,68.7699966430664
2022-12-05,67.47000122070312
2022-12-06,68.29000091552734
2022-12-07,67.37999725341797
2022-12-08,66.38999938964844
2022-12-09,65.72000122070312
2022-12-12,67.25
2022-12-13,67.01000213623047
2022-12-14,66.87000274658203
2022-12-15,66.5
2022-12-16,67.13999938964844
2022-12-19,67.55999755859375
2022-12-20,67.66999816894531
2022-12-21,68.69000244140625
2022-12-22,68.75
2022-12-23,70.16000366210938
2022-12-27,69.2699966430664
2022-12-28,69.33999633789062
2022-12-29,69.06999969482422
2022-12-30,67.87999725341797
2023-01-03,65.30999755859375
2023-01-04,66.61000061035156
2023-01-05,66.47000122070312
2023-01-06,68.47000122070312
2023-01-09,68.05000305175781
2023-01-10,68.45999908447266
2023-01-11,70.8499984741211
2023-01-12,70.33000183105469
2023-01-13,70.51000213623047
2023-01-17,72.18000030517578
2023-01-18,71.16999816894531
2023-01-19,70.11000061035156
2023-01-20,70.80999755859375
2023-01-23,73.37999725341797
2023-01-24,75.04000091552734
2023-01-25,74.9800033569336
2023-01-26,75.9000015258789
2023-01-27,74.16000366210938
2023-01-30,74.2699966430664
2023-01-31,76.18000030517578
2023-02-01,75.52999877929688
2023-02-02,74.41999816894531
2023-02-03,73.2300033569336
2023-02-06,72.94999694824219
2023-02-07,72.37999725341797
2023-02-08,70.58999633789062
2023-02-09,70.87000274658203
2023-02-10,70.27999877929688
2023-02-13,71.16000366210938
2023-02-14,71.29000091552734
2023-02-15,70.62000274658203
2023-02-16,70.30000305175781
2023-02-17,71.55000305175781
2023-02-21,71.33000183105469
2023-02-22,71.8499984741211
2023-02-23,71.91999816894531
2023-02-24,72.83000183105469
2023-02-27,73.12999725341797
2023-02-28,72.01000213623047
2023-03-01,73.05000305175781
2023-03-02,73.22000122070312
2023-03-03,74.19000244140625
2023-03-06,76.30999755859375
2023-03-07,76.41000366210938
2023-03-08,78.37000274658203
2023-03-09,77.16999816894531
2023-03-10,76.0199966430664
2023-03-13,74.55000305175781
2023-03-14,75.55000305175781
2023-03-15,75.08999633789062
2023-03-16,75.58000183105469
2023-03-17,74.62000274658203
2023-03-20,75.72000122070312
2023-03-21,77.12999725341797
2023-03-22,77.26000213623047
2023-03-23,76.94999694824219
2023-03-24,78.66000366210938
2023-03-27,78.44999694824219
2023-03-28,78.63999938964844
2023-03-29,79.4000015258789
2023-03-30,80.02999877929688
2023-03-31,80.47000122070312
2023-04-03,81.41999816894531
2023-04-04,81.56999969482422
2023-04-05,81.58999633789062
2023-04-06,81.87999725341797
2023-04-10,82.66999816894531
2023-04-11,83.23999786376953
2023-04-12,83.4000015258789
2023-04-13,83.70999908447266
2023-04-14,83.63999938964844
2023-04-17,83.51000213623047
2023-04-18,83.47000122070312
2023-04-19,83.68000030517578
2023-04-20,83.62999725341797
2023-04-21,83.05999755859375
2023-04-24,84.68000030517578
2023-04-25,84.19000244140625
2023-04-26,83.5199966430664
2023-04-27,82.26000213623047
2023-04-28,84.41999816894531
2023-05-01,83.72000122070312
2023-05-02,84.58999633789062
2023-05-03,85.91000366210938
2023-05-04,86.97000122070312
2023-05-05,88.4800033569336
2023-05-08,89.87999725341797
2023-05-09,90.33000183105469
2023-05-10,90.2699966430664
2023-05-11,90.62000274658203
2023-05-12,88.7300033569336
