Date,SLF
2022-02-28,52.560001373291016
2022-03-01,51.02000045776367
2022-03-02,52.150001525878906
2022-03-03,52.310001373291016
2022-03-04,52.06999969482422
2022-03-07,51.20000076293945
2022-03-08,51.31999969482422
2022-03-09,52.33000183105469
2022-03-10,52.58000183105469
2022-03-11,52.939998626708984
2022-03-14,52.95000076293945
2022-03-15,53.459999084472656
2022-03-16,54.849998474121094
2022-03-17,55.27000045776367
2022-03-18,55.75
2022-03-21,55.869998931884766
2022-03-22,56.209999084472656
2022-03-23,55.7400016784668
2022-03-24,55.63999938964844
2022-03-25,56.2400016784668
2022-03-28,55.970001220703125
2022-03-29,56.279998779296875
2022-03-30,56.400001525878906
2022-03-31,55.83000183105469
2022-04-01,55.81999969482422
2022-04-04,55.63999938964844
2022-04-05,55.5099983215332
2022-04-06,55.400001525878906
2022-04-07,54.45000076293945
2022-04-08,54.939998626708984
2022-04-11,55.400001525878906
2022-04-12,55.36000061035156
2022-04-13,55.36000061035156
2022-04-14,54.61000061035156
2022-04-18,54.310001373291016
2022-04-19,54.2599983215332
2022-04-20,54.619998931884766
2022-04-21,54.0099983215332
2022-04-22,52.36000061035156
2022-04-25,51.939998626708984
2022-04-26,50.369998931884766
2022-04-27,49.79999923706055
2022-04-28,50.58000183105469
2022-04-29,49.75
2022-05-02,49.400001525878906
2022-05-03,50.18000030517578
2022-05-04,51.15999984741211
2022-05-05,49.81999969482422
2022-05-06,49.439998626708984
2022-05-09,49.27000045776367
2022-05-10,48.84000015258789
2022-05-11,48.22999954223633
2022-05-12,46.79999923706055
2022-05-13,47.619998931884766
2022-05-16,47.40999984741211
2022-05-17,48.880001068115234
2022-05-18,48.09000015258789
2022-05-19,48.22999954223633
2022-05-20,47.959999084472656
2022-05-23,48.79999923706055
2022-05-24,48.86000061035156
2022-05-25,48.7599983215332
2022-05-26,49.25
2022-05-27,49.84000015258789
2022-05-31,48.810001373291016
2022-06-01,49.40999984741211
2022-06-02,49.77000045776367
2022-06-03,49.560001373291016
2022-06-06,49.95000076293945
2022-06-07,50.29999923706055
2022-06-08,49.79999923706055
2022-06-09,49.400001525878906
2022-06-10,47.880001068115234
2022-06-13,46.47999954223633
2022-06-14,45.790000915527344
2022-06-15,46.31999969482422
2022-06-16,44.369998931884766
2022-06-17,44.68000030517578
2022-06-21,45.88999938964844
2022-06-22,45.060001373291016
2022-06-23,44.599998474121094
2022-06-24,45.83000183105469
2022-06-27,45.86000061035156
2022-06-28,46.150001525878906
2022-06-29,45.91999816894531
2022-06-30,45.810001373291016
2022-07-01,46.380001068115234
2022-07-05,44.900001525878906
2022-07-06,44.58000183105469
2022-07-07,45.56999969482422
2022-07-08,45.47999954223633
2022-07-11,45.27000045776367
2022-07-12,45.25
2022-07-13,44.75
2022-07-14,43.189998626708984
2022-07-15,43.38999938964844
2022-07-18,43.40999984741211
2022-07-19,44.689998626708984
2022-07-20,44.599998474121094
2022-07-21,44.5
2022-07-22,44.34000015258789
2022-07-25,44.720001220703125
2022-07-26,44.38999938964844
2022-07-27,45.08000183105469
2022-07-28,45.630001068115234
2022-07-29,46.439998626708984
2022-08-01,45.900001525878906
2022-08-02,45.43000030517578
2022-08-03,46.060001373291016
2022-08-04,47.0099983215332
2022-08-05,46.70000076293945
2022-08-08,47.0099983215332
2022-08-09,46.619998931884766
2022-08-10,47.540000915527344
2022-08-11,47.81999969482422
2022-08-12,48.65999984741211
2022-08-15,47.93000030517578
2022-08-16,48.349998474121094
2022-08-17,48.040000915527344
2022-08-18,48.18000030517578
2022-08-19,47.4900016784668
2022-08-22,46.470001220703125
2022-08-23,45.900001525878906
2022-08-24,45.66999816894531
2022-08-25,46.66999816894531
2022-08-26,45.38999938964844
2022-08-29,45.27000045776367
2022-08-30,44.459999084472656
2022-08-31,44.06999969482422
2022-09-01,43.70000076293945
2022-09-02,43.95000076293945
2022-09-06,43.4900016784668
2022-09-07,43.939998626708984
2022-09-08,44.33000183105469
2022-09-09,45.54999923706055
2022-09-12,46.040000915527344
2022-09-13,44.540000915527344
2022-09-14,44.13999938964844
2022-09-15,44.0
2022-09-16,43.4900016784668
2022-09-19,43.91999816894531
2022-09-20,42.900001525878906
2022-09-21,42.439998626708984
2022-09-22,41.70000076293945
2022-09-23,40.65999984741211
2022-09-26,40.150001525878906
2022-09-27,39.810001373291016
2022-09-28,40.63999938964844
2022-09-29,40.16999816894531
2022-09-30,39.7599983215332
2022-10-03,41.209999084472656
