Date,CAH
2022-02-28,54.0099983215332
2022-03-01,52.83000183105469
2022-03-02,53.459999084472656
2022-03-03,53.810001373291016
2022-03-04,54.0
2022-03-07,52.43000030517578
2022-03-08,52.43000030517578
2022-03-09,53.189998626708984
2022-03-10,53.16999816894531
2022-03-11,52.56999969482422
2022-03-14,52.61000061035156
2022-03-15,53.93000030517578
2022-03-16,53.77000045776367
2022-03-17,57.189998626708984
2022-03-18,57.290000915527344
2022-03-21,57.599998474121094
2022-03-22,57.75
2022-03-23,56.7599983215332
2022-03-24,57.27000045776367
2022-03-25,57.959999084472656
2022-03-28,57.79999923706055
2022-03-29,57.61000061035156
2022-03-30,57.630001068115234
2022-03-31,56.70000076293945
2022-04-01,57.599998474121094
2022-04-04,56.70000076293945
2022-04-05,56.83000183105469
2022-04-06,57.40999984741211
2022-04-07,59.380001068115234
2022-04-08,61.900001525878906
2022-04-11,61.380001068115234
2022-04-12,63.29999923706055
2022-04-13,63.029998779296875
2022-04-14,62.959999084472656
2022-04-18,62.97999954223633
2022-04-19,62.720001220703125
2022-04-20,63.86000061035156
2022-04-21,63.75
2022-04-22,61.56999969482422
2022-04-25,61.2400016784668
2022-04-26,60.630001068115234
2022-04-27,59.83000183105469
2022-04-28,59.81999969482422
2022-04-29,58.04999923706055
2022-05-02,58.08000183105469
2022-05-03,58.790000915527344
2022-05-04,60.4900016784668
2022-05-05,57.869998931884766
2022-05-06,58.27000045776367
2022-05-09,56.970001220703125
2022-05-10,56.04999923706055
2022-05-11,55.900001525878906
2022-05-12,54.97999954223633
2022-05-13,55.61000061035156
2022-05-16,56.13999938964844
2022-05-17,56.70000076293945
2022-05-18,55.68000030517578
2022-05-19,55.83000183105469
2022-05-20,55.79999923706055
2022-05-23,56.959999084472656
2022-05-24,57.11000061035156
2022-05-25,57.7400016784668
2022-05-26,58.02000045776367
2022-05-27,57.70000076293945
2022-05-31,56.31999969482422
2022-06-01,55.43000030517578
2022-06-02,54.5
2022-06-03,53.81999969482422
2022-06-06,53.7400016784668
2022-06-07,53.90999984741211
2022-06-08,53.54999923706055
2022-06-09,52.349998474121094
2022-06-10,53.459999084472656
2022-06-13,51.4900016784668
2022-06-14,51.11000061035156
2022-06-15,51.040000915527344
2022-06-16,50.47999954223633
2022-06-17,50.70000076293945
2022-06-21,51.4900016784668
2022-06-22,52.59000015258789
2022-06-23,53.02000045776367
2022-06-24,54.45000076293945
2022-06-27,54.86000061035156
2022-06-28,53.81999969482422
2022-06-29,53.689998626708984
2022-06-30,52.27000045776367
2022-07-01,53.099998474121094
2022-07-05,52.25
2022-07-06,52.63999938964844
2022-07-07,52.75
2022-07-08,52.91999816894531
2022-07-11,52.9900016784668
2022-07-12,53.20000076293945
2022-07-13,52.900001525878906
2022-07-14,54.04999923706055
2022-07-15,55.209999084472656
2022-07-18,54.7400016784668
2022-07-19,55.68000030517578
2022-07-20,55.689998626708984
2022-07-21,56.130001068115234
2022-07-22,56.9900016784668
2022-07-25,57.279998779296875
2022-07-26,57.79999923706055
2022-07-27,58.11000061035156
2022-07-28,58.880001068115234
2022-07-29,59.560001373291016
2022-08-01,60.31999969482422
2022-08-02,59.7599983215332
2022-08-03,60.16999816894531
2022-08-04,60.2400016784668
2022-08-05,61.5099983215332
2022-08-08,61.4900016784668
2022-08-09,61.77000045776367
2022-08-10,62.75
2022-08-11,66.0
2022-08-12,69.31999969482422
2022-08-15,69.97000122070312
2022-08-16,70.13999938964844
2022-08-17,69.11000061035156
2022-08-18,68.80000305175781
2022-08-19,69.2300033569336
2022-08-22,67.91000366210938
2022-08-23,67.9800033569336
2022-08-24,68.75
2022-08-25,69.0999984741211
2022-08-26,67.5999984741211
2022-08-29,69.69000244140625
2022-08-30,69.83999633789062
2022-08-31,70.72000122070312
2022-09-01,71.31999969482422
2022-09-02,70.98999786376953
2022-09-06,69.51000213623047
2022-09-07,70.97000122070312
2022-09-08,70.62999725341797
2022-09-09,69.88999938964844
2022-09-12,69.02999877929688
2022-09-13,66.83000183105469
2022-09-14,66.73999786376953
2022-09-15,66.38999938964844
2022-09-16,66.86000061035156
2022-09-19,68.19999694824219
2022-09-20,67.79000091552734
2022-09-21,67.5199966430664
2022-09-22,67.2699966430664
2022-09-23,66.05000305175781
2022-09-26,65.7699966430664
2022-09-27,66.20999908447266
2022-09-28,69.29000091552734
2022-09-29,67.79000091552734
2022-09-30,66.68000030517578
2022-10-03,67.97000122070312
2022-10-04,69.81999969482422
2022-10-05,69.38999938964844
2022-10-06,69.44000244140625
2022-10-07,68.22000122070312
2022-10-10,68.77999877929688
2022-10-11,70.33000183105469
2022-10-12,67.86000061035156
2022-10-13,68.87000274658203
2022-10-14,68.08000183105469
2022-10-17,68.22000122070312
2022-10-18,70.66000366210938
2022-10-19,70.80000305175781
2022-10-20,70.7699966430664
2022-10-21,73.02999877929688
2022-10-24,73.80000305175781
2022-10-25,73.72000122070312
2022-10-26,74.91000366210938
2022-10-27,75.33999633789062
2022-10-28,77.13999938964844
2022-10-31,75.9000015258789
2022-11-01,75.38999938964844
2022-11-02,75.05000305175781
2022-11-03,75.66999816894531
2022-11-04,79.5199966430664
2022-11-07,80.9800033569336
2022-11-08,80.11000061035156
2022-11-09,80.16999816894531
2022-11-10,77.93000030517578
2022-11-11,75.2699966430664
2022-11-14,75.20999908447266
2022-11-15,74.31999969482422
2022-11-16,75.18000030517578
2022-11-17,76.58000183105469
2022-11-18,77.68000030517578
2022-11-21,77.72000122070312
2022-11-22,78.88999938964844
2022-11-23,78.44000244140625
2022-11-25,78.94999694824219
2022-11-28,78.45999908447266
2022-11-29,78.6500015258789
2022-11-30,80.16999816894531
2022-12-01,79.26000213623047
2022-12-02,80.87999725341797
2022-12-05,79.4800033569336
2022-12-06,79.4000015258789
2022-12-07,80.1500015258789
2022-12-08,80.77999877929688
2022-12-09,77.55000305175781
2022-12-12,79.5199966430664
2022-12-13,78.26000213623047
2022-12-14,78.55000305175781
2022-12-15,78.56999969482422
2022-12-16,79.27999877929688
2022-12-19,79.33999633789062
2022-12-20,79.58000183105469
2022-12-21,80.0
2022-12-22,80.55999755859375
2022-12-23,80.05000305175781
2022-12-27,79.1500015258789
2022-12-28,78.5999984741211
2022-12-29,77.72000122070312
2022-12-30,76.87000274658203
2023-01-03,76.7300033569336
2023-01-04,77.0
2023-01-05,76.62000274658203
2023-01-06,78.63999938964844
2023-01-09,77.56999969482422
2023-01-10,78.12999725341797
2023-01-11,76.5199966430664
2023-01-12,76.5199966430664
2023-01-13,76.87000274658203
2023-01-17,76.41999816894531
2023-01-18,76.47000122070312
2023-01-19,75.4800033569336
2023-01-20,75.81999969482422
2023-01-23,75.4800033569336
2023-01-24,74.8499984741211
2023-01-25,75.7300033569336
2023-01-26,77.87999725341797
2023-01-27,76.4800033569336
2023-01-30,77.23999786376953
2023-01-31,77.25
2023-02-01,75.72000122070312
2023-02-02,76.27999877929688
2023-02-03,78.66999816894531
2023-02-06,77.02999877929688
2023-02-07,78.61000061035156
2023-02-08,79.91999816894531
2023-02-09,78.26000213623047
2023-02-10,79.83000183105469
2023-02-13,79.45999908447266
2023-02-14,78.75
2023-02-15,78.58000183105469
2023-02-16,78.63999938964844
2023-02-17,78.77999877929688
2023-02-21,78.16999816894531
2023-02-22,77.5199966430664
2023-02-23,77.69999694824219
2023-02-24,77.56999969482422
2023-02-27,77.41000366210938
2023-02-28,75.70999908447266
2023-03-01,75.9800033569336
2023-03-02,74.70999908447266
2023-03-03,75.19999694824219
2023-03-06,74.66000366210938
2023-03-07,72.97000122070312
