Date,DKS
2022-08-11,105.11000061035156
2022-08-12,107.23999786376953
2022-08-15,107.43000030517578
2022-08-16,112.8499984741211
2022-08-17,112.26000213623047
2022-08-18,112.47000122070312
2022-08-19,111.05000305175781
2022-08-22,110.37000274658203
2022-08-23,111.13999938964844
2022-08-24,108.05999755859375
2022-08-25,110.22000122070312
2022-08-26,106.73999786376953
2022-08-29,106.55999755859375
2022-08-30,108.36000061035156
2022-08-31,106.37000274658203
2022-09-01,108.80999755859375
2022-09-02,108.2300033569336
2022-09-06,105.7699966430664
2022-09-07,111.36000061035156
2022-09-08,113.27999877929688
2022-09-09,116.55999755859375
2022-09-12,117.7699966430664
2022-09-13,113.87999725341797
2022-09-14,114.66999816894531
2022-09-15,114.33000183105469
2022-09-16,111.63999938964844
2022-09-19,114.05999755859375
2022-09-20,111.62999725341797
2022-09-21,108.44000244140625
2022-09-22,106.52999877929688
2022-09-23,104.45999908447266
2022-09-26,102.23999786376953
2022-09-27,110.56999969482422
2022-09-28,116.73999786376953
2022-09-29,112.94999694824219
2022-09-30,104.63999938964844
2022-10-03,109.81999969482422
2022-10-04,110.05999755859375
2022-10-05,111.66999816894531
2022-10-06,112.0999984741211
2022-10-07,110.13999938964844
2022-10-10,109.63999938964844
2022-10-11,110.33999633789062
2022-10-12,111.7300033569336
2022-10-13,112.27999877929688
2022-10-14,109.95999908447266
2022-10-17,110.2300033569336
2022-10-18,111.62999725341797
2022-10-19,109.11000061035156
2022-10-20,108.54000091552734
2022-10-21,109.93000030517578
2022-10-24,114.31999969482422
2022-10-25,114.93000030517578
2022-10-26,111.93000030517578
2022-10-27,111.06999969482422
2022-10-28,116.2300033569336
2022-10-31,113.76000213623047
2022-11-01,115.66000366210938
2022-11-02,111.33000183105469
2022-11-03,112.6500015258789
2022-11-04,110.0999984741211
2022-11-07,108.0199966430664
2022-11-08,103.30999755859375
2022-11-09,102.16999816894531
2022-11-10,111.05999755859375
2022-11-11,108.45999908447266
2022-11-14,104.97000122070312
2022-11-15,107.12000274658203
2022-11-16,99.02999877929688
2022-11-17,102.41000366210938
2022-11-18,109.08999633789062
2022-11-21,106.94000244140625
2022-11-22,117.76000213623047
2022-11-23,118.9800033569336
2022-11-25,121.69000244140625
2022-11-28,118.9800033569336
2022-11-29,118.08000183105469
2022-11-30,119.58000183105469
2022-12-01,117.51000213623047
2022-12-02,119.18000030517578
2022-12-05,115.2300033569336
2022-12-06,116.56999969482422
2022-12-07,118.5
2022-12-08,121.9000015258789
2022-12-09,119.26000213623047
2022-12-12,122.37000274658203
2022-12-13,114.83999633789062
2022-12-14,116.98999786376953
2022-12-15,113.55999755859375
2022-12-16,111.81999969482422
2022-12-19,110.2300033569336
2022-12-20,108.76000213623047
2022-12-21,112.20999908447266
2022-12-22,108.83999633789062
2022-12-23,111.0999984741211
2022-12-27,118.26000213623047
2022-12-28,114.9800033569336
2022-12-29,118.44999694824219
2022-12-30,120.29000091552734
2023-01-03,120.56999969482422
2023-01-04,123.87000274658203
2023-01-05,125.04000091552734
2023-01-06,128.0800018310547
2023-01-09,128.3699951171875
2023-01-10,128.47999572753906
2023-01-11,127.43000030517578
2023-01-12,128.60000610351562
2023-01-13,128.64999389648438
2023-01-17,126.73999786376953
2023-01-18,124.44999694824219
2023-01-19,120.33000183105469
2023-01-20,123.05000305175781
2023-01-23,126.01000213623047
2023-01-24,125.5199966430664
2023-01-25,125.33000183105469
2023-01-26,125.98999786376953
2023-01-27,126.2300033569336
2023-01-30,126.93000030517578
2023-01-31,130.75999450683594
2023-02-01,134.52000427246094
2023-02-02,134.08999633789062
2023-02-03,135.75
2023-02-06,134.8300018310547
2023-02-07,134.32000732421875
2023-02-08,131.97999572753906
2023-02-09,129.7899932861328
2023-02-10,129.27999877929688
2023-02-13,129.8800048828125
2023-02-14,129.42999267578125
2023-02-15,131.5
2023-02-16,130.00999450683594
2023-02-17,130.14999389648438
2023-02-21,129.63999938964844
2023-02-22,129.30999755859375
2023-02-23,129.9600067138672
2023-02-24,128.27000427246094
2023-02-27,129.75999450683594
2023-02-28,128.6300048828125
2023-03-01,128.69000244140625
2023-03-02,129.50999450683594
2023-03-03,132.11000061035156
2023-03-06,132.13999938964844
2023-03-07,146.7899932861328
2023-03-08,149.72999572753906
2023-03-09,149.3300018310547
2023-03-10,146.27000427246094
2023-03-13,145.08999633789062
2023-03-14,148.9199981689453
2023-03-15,146.7100067138672
2023-03-16,146.69000244140625
2023-03-17,144.66000366210938
2023-03-20,143.75
2023-03-21,146.63999938964844
2023-03-22,142.2899932861328
2023-03-23,139.83999633789062
2023-03-24,138.4199981689453
2023-03-27,135.0
2023-03-28,137.17999267578125
2023-03-29,138.2100067138672
2023-03-30,137.11000061035156
2023-03-31,141.88999938964844
2023-04-03,147.1699981689453
2023-04-04,143.0399932861328
2023-04-05,139.99000549316406
2023-04-06,137.94000244140625
2023-04-10,137.10000610351562
2023-04-11,139.07000732421875
2023-04-12,137.67999267578125
2023-04-13,137.89999389648438
2023-04-14,139.44000244140625
2023-04-17,140.1999969482422
2023-04-18,142.55999755859375
2023-04-19,144.08999633789062
2023-04-20,146.22999572753906
2023-04-21,148.91000366210938
2023-04-24,149.35000610351562
2023-04-25,145.82000732421875
2023-04-26,145.17999267578125
2023-04-27,144.60000610351562
2023-04-28,145.00999450683594
2023-05-01,141.75999450683594
2023-05-02,142.77999877929688
2023-05-03,142.55999755859375
2023-05-04,140.91000366210938
2023-05-05,141.60000610351562
2023-05-08,141.0399932861328
2023-05-09,141.0500030517578
2023-05-10,139.66000366210938
2023-05-11,139.3300018310547
2023-05-12,140.0
2023-05-15,138.05999755859375
2023-05-16,131.4199981689453
2023-05-17,135.4600067138672
2023-05-18,135.91000366210938
2023-05-19,126.66999816894531
2023-05-22,126.4000015258789
2023-05-23,124.58000183105469
2023-05-24,123.8499984741211
2023-05-25,122.36000061035156
2023-05-26,125.41000366210938
2023-05-30,127.4000015258789
2023-05-31,127.51000213623047
2023-06-01,126.2300033569336
2023-06-02,128.41000366210938
2023-06-05,127.5199966430664
2023-06-06,134.47000122070312
2023-06-07,135.41000366210938
2023-06-08,134.97000122070312
2023-06-09,135.72000122070312
2023-06-12,135.39999389648438
2023-06-13,135.00999450683594
2023-06-14,135.0
2023-06-15,135.07000732421875
2023-06-16,135.10000610351562
2023-06-20,135.5800018310547
2023-06-21,136.49000549316406
2023-06-22,135.5500030517578
2023-06-23,134.57000732421875
2023-06-26,135.6300048828125
2023-06-27,137.8699951171875
2023-06-28,135.89999389648438
2023-06-29,133.13999938964844
2023-06-30,132.19000244140625
2023-07-03,131.86000061035156
2023-07-05,131.36000061035156
2023-07-06,128.92999267578125
2023-07-07,130.66000366210938
2023-07-10,135.0800018310547
2023-07-11,137.67999267578125
2023-07-12,139.19000244140625
2023-07-13,137.88999938964844
2023-07-14,134.92999267578125
2023-07-17,133.67999267578125
2023-07-18,133.6999969482422
2023-07-19,135.47000122070312
2023-07-20,131.85000610351562
2023-07-21,131.49000549316406
2023-07-24,130.97000122070312
2023-07-25,131.00999450683594
2023-07-26,132.14999389648438
2023-07-27,134.14999389648438
2023-07-28,135.27000427246094
2023-07-31,141.0
2023-08-01,140.2899932861328
2023-08-02,139.13999938964844
2023-08-03,145.2100067138672
2023-08-04,144.9499969482422
2023-08-07,145.83999633789062
2023-08-08,145.52000427246094
2023-08-09,145.30999755859375
2023-08-10,144.75
2023-08-11,140.67999267578125
2023-08-14,144.97000122070312
2023-08-15,148.27000427246094
2023-08-16,146.52000427246094
2023-08-17,144.3000030517578
2023-08-18,146.6199951171875
2023-08-21,147.0399932861328
2023-08-22,111.52999877929688
2023-08-23,111.1500015258789
2023-08-24,113.55000305175781
2023-08-25,111.66999816894531
2023-08-28,116.1500015258789
2023-08-29,115.37000274658203
2023-08-30,114.77999877929688
2023-08-31,116.33999633789062
2023-09-01,116.66000366210938
2023-09-05,112.04000091552734
2023-09-06,111.80000305175781
2023-09-07,111.05999755859375
2023-09-08,111.4000015258789
2023-09-11,110.79000091552734
2023-09-12,110.62000274658203
2023-09-13,110.87999725341797
2023-09-14,114.13999938964844
2023-09-15,112.91999816894531
2023-09-18,110.37999725341797
2023-09-19,112.62000274658203
2023-09-20,111.87999725341797
2023-09-21,110.75
2023-09-22,110.66999816894531
2023-09-25,107.41999816894531
2023-09-26,106.23999786376953
2023-09-27,106.19000244140625
2023-09-28,106.58999633789062
2023-09-29,108.58000183105469
2023-10-02,106.30000305175781
2023-10-03,104.22000122070312
2023-10-04,104.58999633789062
2023-10-05,102.22000122070312
2023-10-06,103.48999786376953
2023-10-09,103.88999938964844
2023-10-10,106.91000366210938
2023-10-11,108.70999908447266
2023-10-12,105.55000305175781
2023-10-13,107.31999969482422
2023-10-16,110.41999816894531
2023-10-17,111.37000274658203
2023-10-18,110.06999969482422
2023-10-19,108.80999755859375
2023-10-20,109.30999755859375
2023-10-23,105.94000244140625
2023-10-24,106.83000183105469
2023-10-25,107.23999786376953
2023-10-26,104.31999969482422
2023-10-27,101.0199966430664
2023-10-30,105.26000213623047
2023-10-31,106.94999694824219
2023-11-01,107.73999786376953
2023-11-02,110.61000061035156
2023-11-03,115.2699966430664
2023-11-06,114.5199966430664
2023-11-07,113.94999694824219
2023-11-08,112.58999633789062
2023-11-09,112.16999816894531
2023-11-10,112.58000183105469
2023-11-13,110.4800033569336
2023-11-14,113.93000030517578
2023-11-15,117.81999969482422
2023-11-16,115.3499984741211
2023-11-17,118.08000183105469
2023-11-20,119.01000213623047
2023-11-21,121.58999633789062
2023-11-22,121.79000091552734
2023-11-24,123.27999877929688
2023-11-27,121.41999816894531
2023-11-28,124.63999938964844
2023-11-29,127.94999694824219
2023-11-30,130.10000610351562
2023-12-01,138.27000427246094
2023-12-04,141.14999389648438
2023-12-05,137.17999267578125
2023-12-06,138.41000366210938
2023-12-07,137.4499969482422
2023-12-08,138.08999633789062
2023-12-11,138.91000366210938
2023-12-12,137.64999389648438
2023-12-13,141.35000610351562
2023-12-14,145.3800048828125
2023-12-15,144.67999267578125
2023-12-18,142.36000061035156
2023-12-19,145.92999267578125
2023-12-20,145.67999267578125
2023-12-21,146.80999755859375
2023-12-22,142.80999755859375
2023-12-26,146.5500030517578
2023-12-27,147.42999267578125
2023-12-28,147.39999389648438
2023-12-29,146.9499969482422
2024-01-02,146.0
2024-01-03,138.85000610351562
2024-01-04,138.52000427246094
2024-01-05,138.92999267578125
2024-01-08,139.85000610351562
2024-01-09,141.02999877929688
2024-01-10,140.33999633789062
2024-01-11,139.85000610351562
2024-01-12,140.83999633789062
2024-01-16,142.75999450683594
2024-01-17,141.86000061035156
2024-01-18,143.91000366210938
2024-01-19,146.49000549316406
2024-01-22,152.27000427246094
2024-01-23,150.25
2024-01-24,150.7899932861328
2024-01-25,153.14999389648438
2024-01-26,153.02999877929688
2024-01-29,151.99000549316406
2024-01-30,153.0800018310547
2024-01-31,149.07000732421875
2024-02-01,152.5800018310547
2024-02-02,155.9600067138672
2024-02-05,156.4499969482422
2024-02-06,156.94000244140625
2024-02-07,158.58999633789062
2024-02-08,159.97000122070312
2024-02-09,162.1699981689453
2024-02-12,166.42999267578125
2024-02-13,165.5399932861328
2024-02-14,166.92999267578125
2024-02-15,170.17999267578125
2024-02-16,169.14999389648438
2024-02-20,166.4499969482422
2024-02-21,166.08999633789062
2024-02-22,168.8800048828125
2024-02-23,172.6699981689453
2024-02-26,175.52000427246094
2024-02-27,177.10000610351562
2024-02-28,177.47000122070312
2024-02-29,177.88999938964844
2024-03-01,181.24000549316406
2024-03-04,179.72000122070312
2024-03-05,180.88999938964844
2024-03-06,180.5800018310547
2024-03-07,182.1699981689453
2024-03-08,181.11000061035156
2024-03-11,180.47999572753906
2024-03-12,182.25
2024-03-13,187.75999450683594
2024-03-14,216.80999755859375
2024-03-15,211.47999572753906
2024-03-18,213.0399932861328
2024-03-19,214.9600067138672
2024-03-20,219.30999755859375
2024-03-21,224.6699981689453
2024-03-22,221.24000549316406
2024-03-25,220.10000610351562
2024-03-26,218.5399932861328
2024-03-27,222.58999633789062
2024-03-28,224.86000061035156
2024-04-01,221.85000610351562
2024-04-02,217.00999450683594
2024-04-03,211.19000244140625
2024-04-04,208.75999450683594
2024-04-05,208.75
2024-04-08,207.5500030517578
2024-04-09,206.88999938964844
2024-04-10,206.41000366210938
2024-04-11,207.44000244140625
2024-04-12,203.1300048828125
2024-04-15,198.52999877929688
2024-04-16,198.6999969482422
2024-04-17,196.92999267578125
2024-04-18,195.22000122070312
2024-04-19,195.0800018310547
2024-04-22,198.6699981689453
2024-04-23,206.08999633789062
2024-04-24,205.47999572753906
2024-04-25,204.2100067138672
2024-04-26,207.1199951171875
2024-04-29,205.61000061035156
2024-04-30,200.94000244140625
2024-05-01,198.1199951171875
2024-05-02,199.19000244140625
2024-05-03,202.74000549316406
2024-05-06,205.63999938964844
2024-05-07,202.67999267578125
2024-05-08,196.14999389648438
2024-05-09,198.0
2024-05-10,196.08999633789062
2024-05-13,194.30999755859375
2024-05-14,200.49000549316406
2024-05-15,201.0800018310547
2024-05-16,196.9199981689453
2024-05-17,194.5399932861328
2024-05-20,193.72999572753906
2024-05-21,188.50999450683594
2024-05-22,183.74000549316406
2024-05-23,186.60000610351562
2024-05-24,189.97000122070312
2024-05-28,195.0
2024-05-29,226.02999877929688
2024-05-30,224.16000366210938
2024-05-31,227.63999938964844
2024-06-03,222.35000610351562
2024-06-04,220.57000732421875
2024-06-05,217.1199951171875
2024-06-06,212.27999877929688
2024-06-07,219.0500030517578
2024-06-10,216.22000122070312
2024-06-11,218.89999389648438
2024-06-12,221.9199981689453
2024-06-13,220.39999389648438
2024-06-14,216.27999877929688
2024-06-17,225.63999938964844
2024-06-18,227.6699981689453
2024-06-20,229.50999450683594
2024-06-21,229.3300018310547
2024-06-24,229.77999877929688
2024-06-25,224.92999267578125
2024-06-26,226.1999969482422
2024-06-27,220.13999938964844
2024-06-28,214.85000610351562
2024-07-01,202.38999938964844
2024-07-02,198.1999969482422
2024-07-03,200.1300048828125
2024-07-05,201.3000030517578
2024-07-08,201.0800018310547
2024-07-09,200.9600067138672
2024-07-10,199.02999877929688
2024-07-11,210.13999938964844
2024-07-12,221.64999389648438
2024-07-15,215.52000427246094
2024-07-16,226.47000122070312
2024-07-17,213.77999877929688
2024-07-18,215.99000549316406
2024-07-19,212.11000061035156
2024-07-22,206.10000610351562
2024-07-23,204.6300048828125
2024-07-24,201.39999389648438
2024-07-25,202.72000122070312
2024-07-26,208.92999267578125
2024-07-29,207.77999877929688
2024-07-30,209.77000427246094
2024-07-31,216.35000610351562
2024-08-01,205.99000549316406
2024-08-02,199.0
2024-08-05,197.67999267578125
2024-08-06,196.91000366210938
2024-08-07,194.69000244140625
2024-08-08,200.5800018310547
2024-08-09,207.1300048828125
2024-08-12,204.5
2024-08-13,215.25
2024-08-14,213.82000732421875
2024-08-15,224.1199951171875
2024-08-16,224.63999938964844
2024-08-19,226.60000610351562
2024-08-20,224.60000610351562
2024-08-21,235.4499969482422
2024-08-22,235.14999389648438
2024-08-23,239.17999267578125
2024-08-26,235.0500030517578
2024-08-27,236.3000030517578
2024-08-28,234.97000122070312
2024-08-29,235.05999755859375
2024-08-30,236.9600067138672
2024-09-03,232.1199951171875
2024-09-04,220.77000427246094
2024-09-05,214.8300018310547
2024-09-06,208.0399932861328
2024-09-09,207.42999267578125
2024-09-10,206.92999267578125
2024-09-11,208.27999877929688
2024-09-12,210.6999969482422
2024-09-13,216.9499969482422
2024-09-16,212.3300018310547
2024-09-17,213.25999450683594
2024-09-18,212.5800018310547
2024-09-19,215.42999267578125
2024-09-20,212.52000427246094
2024-09-23,215.27999877929688
2024-09-24,216.92999267578125
2024-09-25,215.17999267578125
2024-09-26,217.22000122070312
2024-09-27,209.13999938964844
2024-09-30,208.6999969482422
2024-10-01,205.39999389648438
2024-10-02,205.25
2024-10-03,207.52000427246094
2024-10-04,215.02999877929688
2024-10-07,206.1999969482422
2024-10-08,205.74000549316406
2024-10-09,202.88999938964844
2024-10-10,200.69000244140625
2024-10-11,205.57000732421875
2024-10-14,204.89999389648438
2024-10-15,209.64999389648438
2024-10-16,212.66000366210938
2024-10-17,215.0399932861328
2024-10-18,218.66000366210938
2024-10-21,213.39999389648438
2024-10-22,208.60000610351562
2024-10-23,205.6999969482422
2024-10-24,204.52000427246094
2024-10-25,204.3699951171875
2024-10-28,205.27000427246094
2024-10-29,202.1300048828125
2024-10-30,200.8800048828125
2024-10-31,195.75
2024-11-01,193.6999969482422
2024-11-04,196.72999572753906
2024-11-05,198.10000610351562
2024-11-06,195.1199951171875
2024-11-07,199.97999572753906
2024-11-08,202.94000244140625
2024-11-11,198.47999572753906
2024-11-12,198.7899932861328
2024-11-13,197.3300018310547
2024-11-14,198.72000122070312
2024-11-15,198.25
2024-11-18,200.47999572753906
2024-11-19,199.57000732421875
2024-11-20,194.17999267578125
2024-11-21,201.6300048828125
