Date,UNP
2023-01-06,212.00999450683594
2023-01-09,211.4600067138672
2023-01-10,212.27999877929688
2023-01-11,214.25999450683594
2023-01-12,214.69000244140625
2023-01-13,213.22999572753906
2023-01-17,214.30999755859375
2023-01-18,209.47999572753906
2023-01-19,205.5
2023-01-20,208.66000366210938
2023-01-23,210.1300048828125
2023-01-24,203.17999267578125
2023-01-25,200.1199951171875
2023-01-26,201.47999572753906
2023-01-27,202.38999938964844
2023-01-30,200.1999969482422
2023-01-31,204.19000244140625
2023-02-01,207.92999267578125
2023-02-02,213.41000366210938
2023-02-03,210.2899932861328
2023-02-06,208.9600067138672
2023-02-07,209.0399932861328
2023-02-08,207.13999938964844
2023-02-09,202.80999755859375
2023-02-10,205.5
2023-02-13,206.0500030517578
2023-02-14,204.02999877929688
2023-02-15,203.11000061035156
2023-02-16,200.52000427246094
2023-02-17,201.58999633789062
2023-02-21,193.75
2023-02-22,191.3800048828125
2023-02-23,193.32000732421875
2023-02-24,194.02000427246094
2023-02-27,212.1699981689453
2023-02-28,207.27999877929688
2023-03-01,207.99000549316406
2023-03-02,211.36000061035156
2023-03-03,209.36000061035156
2023-03-06,208.8300018310547
2023-03-07,205.39999389648438
2023-03-08,203.57000732421875
2023-03-09,199.57000732421875
2023-03-10,196.05999755859375
2023-03-13,195.10000610351562
2023-03-14,195.14999389648438
2023-03-15,192.0399932861328
2023-03-16,192.91000366210938
2023-03-17,190.00999450683594
2023-03-20,189.69000244140625
2023-03-21,189.5399932861328
2023-03-22,185.72000122070312
2023-03-23,186.1999969482422
2023-03-24,188.50999450683594
2023-03-27,193.22999572753906
2023-03-28,196.5800018310547
2023-03-29,199.08999633789062
2023-03-30,198.36000061035156
2023-03-31,201.25999450683594
2023-04-03,199.5399932861328
2023-04-04,195.8800048828125
2023-04-05,194.2100067138672
2023-04-06,198.63999938964844
2023-04-10,198.3699951171875
2023-04-11,198.89999389648438
2023-04-12,198.72999572753906
2023-04-13,197.9199981689453
2023-04-14,198.52999877929688
2023-04-17,200.0399932861328
2023-04-18,199.47000122070312
2023-04-19,202.0
2023-04-20,202.60000610351562
2023-04-21,198.85000610351562
2023-04-24,200.27999877929688
2023-04-25,194.75
2023-04-26,191.5
2023-04-27,193.5399932861328
2023-04-28,195.6999969482422
2023-05-01,198.6300048828125
2023-05-02,196.07000732421875
2023-05-03,195.3300018310547
2023-05-04,197.05999755859375
2023-05-05,201.22999572753906
2023-05-08,199.94000244140625
2023-05-09,200.58999633789062
2023-05-10,199.05999755859375
2023-05-11,198.0800018310547
2023-05-12,198.99000549316406
2023-05-15,199.63999938964844
2023-05-16,196.8699951171875
2023-05-17,198.83999633789062
2023-05-18,198.80999755859375
2023-05-19,198.97000122070312
2023-05-22,198.2899932861328
2023-05-23,196.3800048828125
2023-05-24,191.91000366210938
2023-05-25,193.2100067138672
2023-05-26,193.10000610351562
2023-05-30,194.1999969482422
2023-05-31,192.52000427246094
2023-06-01,195.67999267578125
2023-06-02,198.66000366210938
2023-06-05,198.72999572753906
2023-06-06,196.36000061035156
2023-06-07,201.4600067138672
2023-06-08,200.99000549316406
2023-06-09,199.6699981689453
2023-06-12,198.9600067138672
2023-06-13,198.92999267578125
2023-06-14,202.74000549316406
2023-06-15,205.9199981689453
2023-06-16,204.6699981689453
2023-06-20,201.3800048828125
2023-06-21,203.64999389648438
2023-06-22,203.3699951171875
2023-06-23,199.88999938964844
2023-06-26,201.3300018310547
2023-06-27,202.97999572753906
2023-06-28,203.08999633789062
2023-06-29,204.64999389648438
2023-06-30,204.6199951171875
2023-07-03,206.1300048828125
2023-07-05,203.91000366210938
2023-07-06,202.50999450683594
2023-07-07,202.82000732421875
2023-07-10,204.86000061035156
2023-07-11,206.7899932861328
2023-07-12,208.9199981689453
2023-07-13,210.61000061035156
2023-07-14,210.99000549316406
2023-07-17,209.86000061035156
2023-07-18,212.6199951171875
2023-07-19,214.25
2023-07-20,216.77999877929688
2023-07-21,216.77999877929688
2023-07-24,216.94000244140625
2023-07-25,215.5500030517578
2023-07-26,238.0
2023-07-27,232.10000610351562
2023-07-28,232.77000427246094
2023-07-31,232.02000427246094
2023-08-01,231.5
2023-08-02,230.1999969482422
2023-08-03,229.88999938964844
2023-08-04,228.52999877929688
2023-08-07,229.6999969482422
2023-08-08,228.6300048828125
2023-08-09,229.25
2023-08-10,230.3000030517578
2023-08-11,229.49000549316406
2023-08-14,229.8000030517578
2023-08-15,225.5399932861328
2023-08-16,224.6199951171875
2023-08-17,224.3800048828125
2023-08-18,225.25999450683594
2023-08-21,223.97000122070312
2023-08-22,222.41000366210938
2023-08-23,223.1300048828125
2023-08-24,222.52000427246094
2023-08-25,224.17999267578125
2023-08-28,224.5399932861328
2023-08-29,223.44000244140625
2023-08-30,222.88999938964844
2023-08-31,220.57000732421875
2023-09-01,221.02999877929688
2023-09-05,215.7100067138672
2023-09-06,212.8300018310547
2023-09-07,210.57000732421875
2023-09-08,211.8000030517578
2023-09-11,211.61000061035156
2023-09-12,213.8699951171875
2023-09-13,212.1300048828125
2023-09-14,215.6999969482422
2023-09-15,213.32000732421875
2023-09-18,213.14999389648438
2023-09-19,211.77000427246094
2023-09-20,212.97999572753906
2023-09-21,211.39999389648438
2023-09-22,209.24000549316406
2023-09-25,208.47999572753906
2023-09-26,204.83999633789062
2023-09-27,202.39999389648438
2023-09-28,204.11000061035156
2023-09-29,203.6300048828125
2023-10-02,202.63999938964844
2023-10-03,203.77999877929688
2023-10-04,202.27000427246094
2023-10-05,200.63999938964844
2023-10-06,202.4600067138672
2023-10-09,204.3000030517578
2023-10-10,206.35000610351562
2023-10-11,209.47999572753906
2023-10-12,207.99000549316406
2023-10-13,207.75
2023-10-16,210.8300018310547
2023-10-17,211.33999633789062
2023-10-18,205.9199981689453
2023-10-19,210.3300018310547
2023-10-20,211.33999633789062
2023-10-23,207.75999450683594
2023-10-24,205.44000244140625
2023-10-25,205.22000122070312
2023-10-26,202.24000549316406
2023-10-27,201.72000122070312
2023-10-30,205.8000030517578
2023-10-31,207.61000061035156
2023-11-01,207.55999755859375
2023-11-02,211.38999938964844
2023-11-03,212.1300048828125
2023-11-06,213.10000610351562
2023-11-07,211.41000366210938
2023-11-08,212.0
2023-11-09,210.22999572753906
2023-11-10,211.49000549316406
2023-11-13,209.39999389648438
2023-11-14,215.69000244140625
2023-11-15,218.0800018310547
2023-11-16,219.36000061035156
2023-11-17,219.2100067138672
2023-11-20,221.10000610351562
2023-11-21,222.0
2023-11-22,223.49000549316406
2023-11-24,224.27999877929688
2023-11-27,219.85000610351562
2023-11-28,221.22999572753906
2023-11-29,221.47000122070312
2023-11-30,225.27000427246094
2023-12-01,231.3699951171875
2023-12-04,233.89999389648438
2023-12-05,232.1699981689453
2023-12-06,232.97000122070312
2023-12-07,231.49000549316406
2023-12-08,229.77000427246094
2023-12-11,232.02999877929688
2023-12-12,232.91000366210938
2023-12-13,236.69000244140625
2023-12-14,242.86000061035156
2023-12-15,241.97999572753906
2023-12-18,241.10000610351562
2023-12-19,242.64999389648438
2023-12-20,237.83999633789062
2023-12-21,242.11000061035156
2023-12-22,243.5800018310547
2023-12-26,245.2899932861328
2023-12-27,245.80999755859375
2023-12-28,246.02000427246094
2023-12-29,245.6199951171875
2024-01-02,243.42999267578125
2024-01-03,241.6999969482422
2024-01-04,241.05999755859375
2024-01-05,239.91000366210938
2024-01-08,240.6199951171875
2024-01-09,237.41000366210938
2024-01-10,239.0
2024-01-11,236.3800048828125
2024-01-12,237.7100067138672
2024-01-16,236.2100067138672
2024-01-17,235.80999755859375
2024-01-18,237.99000549316406
2024-01-19,239.27000427246094
2024-01-22,243.11000061035156
2024-01-23,243.3300018310547
2024-01-24,242.3300018310547
2024-01-25,241.57000732421875
2024-01-26,240.38999938964844
2024-01-29,245.1699981689453
2024-01-30,246.6999969482422
2024-01-31,243.92999267578125
2024-02-01,249.27000427246094
2024-02-02,248.3300018310547
2024-02-05,246.63999938964844
2024-02-06,249.8699951171875
2024-02-07,249.16000366210938
2024-02-08,248.82000732421875
2024-02-09,249.4499969482422
2024-02-12,247.39999389648438
2024-02-13,245.61000061035156
2024-02-14,250.11000061035156
2024-02-15,250.5500030517578
2024-02-16,246.58999633789062
2024-02-20,247.13999938964844
2024-02-21,251.32000732421875
2024-02-22,254.50999450683594
2024-02-23,256.9100036621094
2024-02-26,252.63999938964844
2024-02-27,253.2899932861328
2024-02-28,253.99000549316406
2024-02-29,253.69000244140625
2024-03-01,252.97999572753906
2024-03-04,253.47000122070312
2024-03-05,253.6999969482422
2024-03-06,251.0
2024-03-07,249.0399932861328
2024-03-08,250.9600067138672
2024-03-11,249.8699951171875
2024-03-12,251.17999267578125
2024-03-13,249.25
2024-03-14,246.05999755859375
2024-03-15,244.1300048828125
2024-03-18,244.36000061035156
2024-03-19,242.7100067138672
2024-03-20,246.30999755859375
2024-03-21,248.11000061035156
2024-03-22,244.97000122070312
2024-03-25,243.85000610351562
2024-03-26,240.69000244140625
2024-03-27,244.6300048828125
2024-03-28,245.92999267578125
2024-04-01,243.3000030517578
2024-04-02,242.52999877929688
2024-04-03,241.5500030517578
2024-04-04,240.69000244140625
2024-04-05,242.00999450683594
2024-04-08,240.2899932861328
2024-04-09,240.7899932861328
2024-04-10,236.85000610351562
2024-04-11,236.16000366210938
2024-04-12,234.39999389648438
2024-04-15,233.94000244140625
2024-04-16,231.25999450683594
2024-04-17,229.22999572753906
2024-04-18,229.80999755859375
2024-04-19,232.0800018310547
2024-04-22,234.47000122070312
2024-04-23,236.2899932861328
2024-04-24,231.97999572753906
2024-04-25,243.5500030517578
2024-04-26,242.7899932861328
2024-04-29,240.9499969482422
2024-04-30,237.16000366210938
2024-05-01,234.9600067138672
2024-05-02,237.69000244140625
2024-05-03,240.36000061035156
2024-05-06,239.2100067138672
2024-05-07,242.3800048828125
2024-05-08,245.89999389648438
2024-05-09,246.61000061035156
2024-05-10,247.39999389648438
2024-05-13,245.67999267578125
2024-05-14,244.94000244140625
2024-05-15,246.5399932861328
2024-05-16,245.89999389648438
2024-05-17,244.97000122070312
2024-05-20,243.6300048828125
2024-05-21,234.9600067138672
2024-05-22,234.7100067138672
2024-05-23,232.7100067138672
2024-05-24,232.0500030517578
2024-05-28,229.00999450683594
2024-05-29,225.8800048828125
2024-05-30,229.24000549316406
2024-05-31,232.82000732421875
2024-06-03,228.32000732421875
2024-06-04,227.6199951171875
2024-06-05,227.41000366210938
2024-06-06,228.30999755859375
2024-06-07,227.97000122070312
2024-06-10,228.9499969482422
2024-06-11,227.41000366210938
2024-06-12,226.47000122070312
2024-06-13,222.1199951171875
2024-06-14,222.10000610351562
2024-06-17,221.3800048828125
2024-06-18,222.5800018310547
2024-06-20,225.1699981689453
2024-06-21,226.11000061035156
2024-06-24,226.36000061035156
2024-06-25,224.05999755859375
2024-06-26,223.61000061035156
2024-06-27,223.47000122070312
2024-06-28,226.25999450683594
2024-07-01,224.86000061035156
2024-07-02,225.5
2024-07-03,225.57000732421875
2024-07-05,225.1699981689453
2024-07-08,223.38999938964844
2024-07-09,221.77999877929688
2024-07-10,224.41000366210938
2024-07-11,228.72000122070312
2024-07-12,230.22000122070312
2024-07-15,235.99000549316406
2024-07-16,243.05999755859375
2024-07-17,243.88999938964844
2024-07-18,243.00999450683594
2024-07-19,242.32000732421875
2024-07-22,243.27000427246094
2024-07-23,239.5
2024-07-24,237.3800048828125
2024-07-25,235.35000610351562
2024-07-26,240.36000061035156
2024-07-29,242.14999389648438
2024-07-30,245.42999267578125
2024-07-31,246.72999572753906
2024-08-01,244.47000122070312
2024-08-02,239.97000122070312
2024-08-05,234.8699951171875
2024-08-06,238.5500030517578
2024-08-07,236.83999633789062
2024-08-08,240.5399932861328
2024-08-09,237.52000427246094
2024-08-12,236.75
2024-08-13,237.27000427246094
2024-08-14,241.22000122070312
2024-08-15,243.7100067138672
2024-08-16,244.52999877929688
2024-08-19,246.07000732421875
2024-08-20,246.5
2024-08-21,245.72999572753906
2024-08-22,244.32000732421875
2024-08-23,246.85000610351562
2024-08-26,247.83999633789062
2024-08-27,250.35000610351562
2024-08-28,252.6699981689453
2024-08-29,253.1999969482422
2024-08-30,256.0899963378906
2024-09-03,255.2100067138672
2024-09-04,255.6999969482422
2024-09-05,251.52999877929688
2024-09-06,249.6300048828125
2024-09-09,251.11000061035156
2024-09-10,252.5800018310547
2024-09-11,247.5
2024-09-12,248.88999938964844
2024-09-13,249.1199951171875
2024-09-16,252.42999267578125
2024-09-17,253.5500030517578
2024-09-18,251.1999969482422
2024-09-19,248.44000244140625
2024-09-20,245.38999938964844
2024-09-23,244.0
2024-09-24,248.9600067138672
2024-09-25,245.5
2024-09-26,243.22999572753906
2024-09-27,244.22000122070312
2024-09-30,246.47999572753906
2024-10-01,245.5500030517578
2024-10-02,243.35000610351562
2024-10-03,240.6300048828125
2024-10-04,238.86000061035156
2024-10-07,236.8699951171875
2024-10-08,237.55999755859375
2024-10-09,237.67999267578125
2024-10-10,238.82000732421875
2024-10-11,242.30999755859375
2024-10-14,245.27000427246094
2024-10-15,245.7899932861328
2024-10-16,248.10000610351562
2024-10-17,241.72000122070312
2024-10-18,244.10000610351562
2024-10-21,240.35000610351562
2024-10-22,241.4499969482422
2024-10-23,241.35000610351562
2024-10-24,230.75
2024-10-25,230.3000030517578
2024-10-28,231.97999572753906
2024-10-29,231.99000549316406
2024-10-30,232.1699981689453
2024-10-31,232.07000732421875
2024-11-01,232.69000244140625
2024-11-04,229.91000366210938
2024-11-05,233.8699951171875
2024-11-06,248.49000549316406
2024-11-07,242.55999755859375
2024-11-08,241.49000549316406
2024-11-11,241.9499969482422
2024-11-12,238.91000366210938
2024-11-13,240.41000366210938
2024-11-14,235.5800018310547
2024-11-15,235.57000732421875
2024-11-18,234.41000366210938
2024-11-19,233.2899932861328
2024-11-20,233.55999755859375
2024-11-21,239.02000427246094
