Date,BN
2022-02-28,44.171382904052734
2022-03-01,43.15279006958008
2022-03-02,44.27647399902344
2022-03-03,43.58932876586914
2022-03-04,43.65400314331055
2022-03-07,42.27162551879883
2022-03-08,42.19886779785156
2022-03-09,43.86418914794922
2022-03-10,43.58932876586914
2022-03-11,43.24979782104492
2022-03-14,42.14228057861328
2022-03-15,42.67583084106445
2022-03-16,44.11479568481445
2022-03-17,44.84236145019531
2022-03-18,45.19805908203125
2022-03-21,45.29507064819336
2022-03-22,45.79627990722656
2022-03-23,44.84236145019531
2022-03-24,45.56184387207031
2022-03-25,45.96604537963867
2022-03-28,46.224735260009766
2022-03-29,47.113983154296875
2022-03-30,46.57235336303711
2022-03-31,45.73160934448242
2022-04-01,46.20048522949219
2022-04-04,47.38884353637695
2022-04-05,47.041229248046875
2022-04-06,46.386417388916016
2022-04-07,45.52950668334961
2022-04-08,45.383995056152344
2022-04-11,44.12287902832031
2022-04-12,43.53274154663086
2022-04-13,44.03395462036133
2022-04-14,44.163299560546875
2022-04-18,43.47615051269531
2022-04-19,44.324981689453125
2022-04-20,44.90703201293945
2022-04-21,43.985450744628906
2022-04-22,41.746158599853516
2022-04-25,41.94826126098633
2022-04-26,40.21018600463867
2022-04-27,40.67906188964844
2022-04-28,41.746158599853516
2022-04-29,40.307193756103516
2022-05-02,40.582054138183594
2022-05-03,40.86499786376953
2022-05-04,41.96443176269531
2022-05-05,39.78173065185547
2022-05-06,39.15925598144531
2022-05-09,37.437347412109375
2022-05-10,38.12449645996094
2022-05-11,37.85771942138672
2022-05-12,36.725948333740234
2022-05-13,38.56911849975586
2022-05-16,38.62570571899414
2022-05-17,39.54729080200195
2022-05-18,37.097816467285156
2022-05-19,37.429264068603516
2022-05-20,38.06790542602539
2022-05-23,38.01940155029297
2022-05-24,37.86580276489258
2022-05-25,38.01940155029297
2022-05-26,39.021827697753906
2022-05-27,40.695228576660156
2022-05-31,40.90541458129883
2022-06-01,40.404205322265625
2022-06-02,41.527889251708984
2022-06-03,40.6143913269043
2022-06-06,40.98625564575195
2022-06-07,41.21261215209961
2022-06-08,40.55780029296875
2022-06-09,39.46644973754883
2022-06-10,38.148746490478516
2022-06-13,36.564266204833984
2022-06-14,36.313663482666016
2022-06-15,36.96038818359375
2022-06-16,34.90703201293945
2022-06-17,35.060630798339844
2022-06-21,35.41632843017578
2022-06-22,35.17380905151367
2022-06-23,35.86903762817383
2022-06-24,36.90380096435547
2022-06-27,36.96847152709961
2022-06-28,36.43492126464844
2022-06-29,36.12772750854492
2022-06-30,35.94987869262695
2022-07-01,36.39450454711914
2022-07-05,36.27324295043945
2022-07-06,36.05497360229492
2022-07-07,37.057395935058594
2022-07-08,36.73403549194336
2022-07-11,35.941795349121094
2022-07-12,36.28132629394531
2022-07-13,35.69118881225586
2022-07-14,34.947452545166016
2022-07-15,36.176231384277344
2022-07-18,36.35408020019531
2022-07-19,37.86580276489258
2022-07-20,38.44785690307617
2022-07-21,38.83589172363281
2022-07-22,38.803558349609375
2022-07-25,39.01374435424805
2022-07-26,38.27809143066406
2022-07-27,39.10266876220703
2022-07-28,39.82215118408203
2022-07-29,40.137428283691406
2022-08-01,40.097007751464844
2022-08-02,39.595794677734375
2022-08-03,40.20210266113281
2022-08-04,40.638641357421875
2022-08-05,40.299110412597656
2022-08-08,40.6143913269043
2022-08-09,40.582054138183594
2022-08-10,42.82134246826172
2022-08-11,43.298301696777344
2022-08-12,43.42764663696289
2022-08-15,42.974937438964844
2022-08-16,42.902183532714844
2022-08-17,42.43330764770508
2022-08-18,42.409053802490234
2022-08-19,41.75424575805664
2022-08-22,41.24494552612305
2022-08-23,41.301536560058594
2022-08-24,41.25303268432617
2022-08-25,41.64915084838867
2022-08-26,39.757476806640625
2022-08-29,39.79789733886719
2022-08-30,39.28860092163086
2022-08-31,38.89248275756836
2022-09-01,38.38318634033203
2022-09-02,38.45594024658203
2022-09-06,38.18916702270508
2022-09-07,38.973323822021484
2022-09-08,39.95957946777344
2022-09-09,40.66289520263672
2022-09-12,41.49555587768555
2022-09-13,39.927242279052734
2022-09-14,40.20210266113281
2022-09-15,39.45028305053711
2022-09-16,38.82780838012695
2022-09-19,39.11075210571289
2022-09-20,38.33468246459961
2022-09-21,37.542442321777344
2022-09-22,36.8310432434082
2022-09-23,35.41632843017578
2022-09-26,34.49474334716797
2022-09-27,33.54890823364258
2022-09-28,34.18754959106445
2022-09-29,32.91835021972656
2022-09-30,33.05577850341797
2022-10-03,34.09862518310547
2022-10-04,35.828617095947266
2022-10-05,35.08488464355469
2022-10-06,34.04203796386719
2022-10-07,32.67583084106445
2022-10-10,32.36863327026367
2022-10-11,31.390460968017578
2022-10-12,31.06709861755371
2022-10-13,31.6168155670166
2022-10-14,30.638641357421875
2022-10-17,31.57639503479004
2022-10-18,32.27970886230469
2022-10-19,31.325788497924805
2022-10-20,30.51738166809082
2022-10-21,30.92158317565918
2022-10-24,30.800323486328125
2022-10-25,31.721908569335938
2022-10-26,31.899757385253906
2022-10-27,32.158447265625
2022-10-28,32.48989486694336
2022-10-31,32.021018981933594
2022-11-01,32.35246658325195
2022-11-02,31.366209030151367
2022-11-03,31.42279624938965
2022-11-04,32.70008087158203
2022-11-07,33.32255554199219
2022-11-08,33.36297607421875
2022-11-09,32.7728385925293
2022-11-10,36.143898010253906
2022-11-11,37.83346939086914
2022-11-14,36.887630462646484
2022-11-15,37.49393844604492
2022-11-16,37.041229248046875
2022-11-17,36.329830169677734
2022-11-18,36.151981353759766
2022-11-21,35.62651443481445
2022-11-22,36.13581085205078
2022-11-23,36.94422149658203
2022-11-25,37.63945007324219
2022-11-28,36.64510726928711
2022-11-29,36.35408020019531
2022-11-30,38.11640930175781
2022-12-01,37.776878356933594
2022-12-02,36.483428955078125
2022-12-05,35.69118881225586
2022-12-06,35.04446029663086
2022-12-07,35.00404357910156
2022-12-08,35.25464630126953
2022-12-09,34.882781982421875
2022-12-12,33.63999938964844
2022-12-13,33.849998474121094
2022-12-14,33.58000183105469
2022-12-15,33.11000061035156
2022-12-16,32.400001525878906
2022-12-19,31.389999389648438
2022-12-20,30.8700008392334
2022-12-21,31.440000534057617
2022-12-22,31.059999465942383
2022-12-23,31.719999313354492
2022-12-27,31.5
2022-12-28,31.06999969482422
2022-12-29,32.040000915527344
2022-12-30,31.459999084472656
2023-01-03,31.559999465942383
2023-01-04,32.900001525878906
2023-01-05,32.099998474121094
2023-01-06,33.27000045776367
2023-01-09,33.84000015258789
2023-01-10,33.66999816894531
2023-01-11,34.59000015258789
2023-01-12,35.150001525878906
2023-01-13,35.58000183105469
2023-01-17,35.650001525878906
2023-01-18,35.61000061035156
2023-01-19,35.63999938964844
2023-01-20,36.27000045776367
2023-01-23,36.970001220703125
2023-01-24,36.70000076293945
2023-01-25,36.91999816894531
2023-01-26,37.41999816894531
2023-01-27,37.709999084472656
2023-01-30,36.68000030517578
2023-01-31,37.20000076293945
2023-02-01,37.04999923706055
2023-02-02,38.16999816894531
2023-02-03,37.70000076293945
2023-02-06,36.2400016784668
2023-02-07,36.849998474121094
2023-02-08,36.779998779296875
2023-02-09,36.689998626708984
2023-02-10,36.31999969482422
2023-02-13,36.720001220703125
2023-02-14,36.540000915527344
2023-02-15,36.47999954223633
2023-02-16,36.0099983215332
2023-02-17,35.81999969482422
2023-02-21,34.47999954223633
2023-02-22,34.130001068115234
2023-02-23,34.119998931884766
2023-02-24,33.7599983215332
2023-02-27,33.65999984741211
2023-02-28,33.25
2023-03-01,33.13999938964844
2023-03-02,33.27000045776367
2023-03-03,34.060001373291016
2023-03-06,33.529998779296875
2023-03-07,32.290000915527344
2023-03-08,32.43000030517578
2023-03-09,31.549999237060547
2023-03-10,29.989999771118164
2023-03-13,29.040000915527344
2023-03-14,29.489999771118164
2023-03-15,28.790000915527344
2023-03-16,29.40999984741211
2023-03-17,28.6200008392334
2023-03-20,29.09000015258789
2023-03-21,29.829999923706055
2023-03-22,29.219999313354492
2023-03-23,29.270000457763672
2023-03-24,29.969999313354492
2023-03-27,29.93000030517578
2023-03-28,30.030000686645508
2023-03-29,31.190000534057617
2023-03-30,31.6299991607666
2023-03-31,32.59000015258789
2023-04-03,32.31999969482422
2023-04-04,31.84000015258789
2023-04-05,31.579999923706055
2023-04-06,31.540000915527344
2023-04-10,31.530000686645508
2023-04-11,31.920000076293945
2023-04-12,32.060001373291016
2023-04-13,32.900001525878906
2023-04-14,32.5
2023-04-17,32.7599983215332
2023-04-18,32.86000061035156
2023-04-19,33.150001525878906
2023-04-20,33.22999954223633
2023-04-21,33.290000915527344
2023-04-24,33.380001068115234
2023-04-25,31.760000228881836
2023-04-26,30.969999313354492
2023-04-27,31.979999542236328
2023-04-28,32.459999084472656
2023-05-01,32.18000030517578
2023-05-02,30.790000915527344
2023-05-03,30.8700008392334
2023-05-04,30.25
2023-05-05,31.3700008392334
2023-05-08,31.860000610351562
2023-05-09,32.189998626708984
2023-05-10,31.149999618530273
2023-05-11,31.200000762939453
2023-05-12,30.350000381469727
2023-05-15,30.56999969482422
2023-05-16,30.239999771118164
2023-05-17,31.059999465942383
2023-05-18,30.760000228881836
2023-05-19,30.81999969482422
2023-05-22,31.299999237060547
2023-05-23,31.40999984741211
2023-05-24,30.6200008392334
2023-05-25,30.920000076293945
2023-05-26,31.489999771118164
2023-05-30,30.6200008392334
2023-05-31,30.040000915527344
2023-06-01,30.510000228881836
2023-06-02,31.010000228881836
2023-06-05,30.969999313354492
2023-06-06,31.729999542236328
2023-06-07,31.899999618530273
2023-06-08,31.610000610351562
2023-06-09,31.6200008392334
2023-06-12,32.0099983215332
2023-06-13,32.70000076293945
2023-06-14,33.08000183105469
2023-06-15,33.45000076293945
2023-06-16,33.540000915527344
2023-06-20,32.779998779296875
2023-06-21,32.43000030517578
2023-06-22,31.780000686645508
2023-06-23,31.329999923706055
2023-06-26,31.479999542236328
2023-06-27,32.2400016784668
2023-06-28,32.40999984741211
2023-06-29,32.599998474121094
2023-06-30,33.650001525878906
2023-07-03,33.439998626708984
2023-07-05,33.34000015258789
2023-07-06,31.850000381469727
2023-07-07,32.599998474121094
2023-07-10,32.40999984741211
2023-07-11,32.400001525878906
2023-07-12,33.04999923706055
2023-07-13,34.56999969482422
2023-07-14,34.36000061035156
2023-07-17,34.209999084472656
2023-07-18,35.04999923706055
2023-07-19,35.790000915527344
2023-07-20,35.349998474121094
2023-07-21,35.47999954223633
2023-07-24,35.5099983215332
2023-07-25,35.68000030517578
2023-07-26,35.40999984741211
2023-07-27,34.810001373291016
2023-07-28,34.720001220703125
2023-07-31,34.900001525878906
2023-08-01,34.38999938964844
2023-08-02,33.40999984741211
2023-08-03,32.47999954223633
2023-08-04,33.02000045776367
2023-08-07,33.209999084472656
2023-08-08,33.20000076293945
2023-08-09,32.90999984741211
2023-08-10,34.54999923706055
2023-08-11,34.349998474121094
2023-08-14,34.34000015258789
2023-08-15,33.529998779296875
2023-08-16,33.290000915527344
2023-08-17,32.52000045776367
2023-08-18,33.08000183105469
2023-08-21,32.77000045776367
2023-08-22,32.08000183105469
2023-08-23,32.619998931884766
2023-08-24,32.41999816894531
2023-08-25,32.47999954223633
2023-08-28,32.93000030517578
2023-08-29,33.9900016784668
2023-08-30,34.099998474121094
2023-08-31,34.11000061035156
2023-09-01,34.68000030517578
2023-09-05,33.83000183105469
2023-09-06,33.540000915527344
2023-09-07,33.61000061035156
2023-09-08,34.16999816894531
2023-09-11,34.849998474121094
2023-09-12,34.58000183105469
2023-09-13,35.209999084472656
2023-09-14,36.099998474121094
2023-09-15,36.02000045776367
2023-09-18,35.90999984741211
2023-09-19,35.13999938964844
2023-09-20,34.91999816894531
2023-09-21,33.040000915527344
2023-09-22,32.83000183105469
2023-09-25,32.7599983215332
2023-09-26,31.90999984741211
2023-09-27,31.450000762939453
2023-09-28,32.08000183105469
2023-09-29,31.270000457763672
2023-10-02,30.139999389648438
2023-10-03,30.1299991607666
2023-10-04,30.299999237060547
2023-10-05,29.969999313354492
2023-10-06,30.549999237060547
2023-10-09,30.6200008392334
2023-10-10,32.220001220703125
2023-10-11,33.310001373291016
2023-10-12,32.5099983215332
2023-10-13,32.16999816894531
2023-10-16,32.810001373291016
2023-10-17,33.09000015258789
2023-10-18,32.040000915527344
2023-10-19,31.209999084472656
2023-10-20,30.709999084472656
2023-10-23,30.739999771118164
2023-10-24,30.950000762939453
2023-10-25,29.809999465942383
2023-10-26,29.889999389648438
2023-10-27,29.149999618530273
2023-10-30,29.139999389648438
2023-10-31,29.149999618530273
2023-11-01,30.530000686645508
2023-11-02,32.119998931884766
2023-11-03,33.2400016784668
2023-11-06,32.369998931884766
2023-11-07,32.0
2023-11-08,32.18000030517578
2023-11-09,32.20000076293945
2023-11-10,32.060001373291016
2023-11-13,32.189998626708984
2023-11-14,34.41999816894531
2023-11-15,34.459999084472656
2023-11-16,34.06999969482422
2023-11-17,33.869998931884766
2023-11-20,34.599998474121094
2023-11-21,33.939998626708984
2023-11-22,34.31999969482422
2023-11-24,34.31999969482422
2023-11-27,34.02000045776367
2023-11-28,34.779998779296875
2023-11-29,35.59000015258789
2023-11-30,35.27000045776367
2023-12-01,36.15999984741211
2023-12-04,36.15999984741211
2023-12-05,35.540000915527344
2023-12-06,35.66999816894531
2023-12-07,35.84000015258789
2023-12-08,35.90999984741211
2023-12-11,36.27000045776367
2023-12-12,36.310001373291016
2023-12-13,38.22999954223633
2023-12-14,39.150001525878906
2023-12-15,38.4900016784668
2023-12-18,38.43000030517578
2023-12-19,39.34000015258789
2023-12-20,39.06999969482422
2023-12-21,39.880001068115234
2023-12-22,40.04999923706055
2023-12-26,40.459999084472656
2023-12-27,40.7400016784668
2023-12-28,40.220001220703125
2023-12-29,40.119998931884766
2024-01-02,38.849998474121094
2024-01-03,38.16999816894531
2024-01-04,38.52000045776367
2024-01-05,38.52000045776367
2024-01-08,38.93000030517578
2024-01-09,39.13999938964844
2024-01-10,39.72999954223633
2024-01-11,39.220001220703125
2024-01-12,39.18000030517578
2024-01-16,38.939998626708984
2024-01-17,38.4900016784668
2024-01-18,38.77000045776367
2024-01-19,39.79999923706055
2024-01-22,40.189998626708984
2024-01-23,40.22999954223633
2024-01-24,40.220001220703125
2024-01-25,40.90999984741211
2024-01-26,40.619998931884766
2024-01-29,41.060001373291016
2024-01-30,40.959999084472656
2024-01-31,39.68000030517578
2024-02-01,39.209999084472656
2024-02-02,39.16999816894531
2024-02-05,38.54999923706055
2024-02-06,39.650001525878906
2024-02-07,39.75
2024-02-08,40.529998779296875
2024-02-09,40.84000015258789
2024-02-12,40.959999084472656
2024-02-13,39.09000015258789
2024-02-14,39.650001525878906
2024-02-15,40.529998779296875
2024-02-16,40.349998474121094
2024-02-20,40.40999984741211
2024-02-21,39.95000076293945
2024-02-22,41.11000061035156
2024-02-23,41.25
2024-02-26,40.7599983215332
2024-02-27,41.22999954223633
2024-02-28,40.900001525878906
2024-02-29,41.27000045776367
2024-03-01,41.540000915527344
2024-03-04,41.34000015258789
2024-03-05,41.25
2024-03-06,41.61000061035156
2024-03-07,42.22999954223633
2024-03-08,41.66999816894531
2024-03-11,42.06999969482422
2024-03-12,42.09000015258789
2024-03-13,42.02000045776367
2024-03-14,41.099998474121094
2024-03-15,41.0
