Date,TXT
2022-02-28,73.12999725341797
2022-03-01,71.06999969482422
2022-03-02,73.41999816894531
2022-03-03,72.3499984741211
2022-03-04,71.2300033569336
2022-03-07,67.9800033569336
2022-03-08,67.5999984741211
2022-03-09,70.02999877929688
2022-03-10,69.55999755859375
2022-03-11,69.19000244140625
2022-03-14,69.88999938964844
2022-03-15,71.80000305175781
2022-03-16,73.58000183105469
2022-03-17,75.12999725341797
2022-03-18,75.1500015258789
2022-03-21,75.29000091552734
2022-03-22,75.08999633789062
2022-03-23,73.58999633789062
2022-03-24,74.66000366210938
2022-03-25,75.20999908447266
2022-03-28,74.7300033569336
2022-03-29,76.01000213623047
2022-03-30,75.19999694824219
2022-03-31,74.37999725341797
2022-04-01,73.02999877929688
2022-04-04,72.44000244140625
2022-04-05,70.87000274658203
2022-04-06,70.37999725341797
2022-04-07,69.9000015258789
2022-04-08,68.29000091552734
2022-04-11,67.83000183105469
2022-04-12,67.68000030517578
2022-04-13,69.19999694824219
2022-04-14,68.6500015258789
2022-04-18,68.5
2022-04-19,70.08999633789062
2022-04-20,71.16000366210938
2022-04-21,69.11000061035156
2022-04-22,67.88999938964844
2022-04-25,68.33000183105469
2022-04-26,66.52999877929688
2022-04-27,66.72000122070312
2022-04-28,72.05000305175781
2022-04-29,69.25
2022-05-02,70.06999969482422
2022-05-03,69.66999816894531
2022-05-04,72.22000122070312
2022-05-05,69.72000122070312
2022-05-06,68.54000091552734
2022-05-09,64.27999877929688
2022-05-10,64.2300033569336
2022-05-11,62.25
2022-05-12,61.95000076293945
2022-05-13,63.36000061035156
2022-05-16,63.09000015258789
2022-05-17,65.66999816894531
2022-05-18,63.650001525878906
2022-05-19,62.7599983215332
2022-05-20,62.4900016784668
2022-05-23,64.22000122070312
2022-05-24,63.400001525878906
2022-05-25,62.599998474121094
2022-05-26,64.33999633789062
2022-05-27,66.04000091552734
2022-05-31,65.29000091552734
2022-06-01,65.30999755859375
2022-06-02,66.73999786376953
2022-06-03,66.58000183105469
2022-06-06,67.33999633789062
2022-06-07,68.70999908447266
2022-06-08,67.8499984741211
2022-06-09,66.81999969482422
2022-06-10,62.939998626708984
2022-06-13,60.0099983215332
2022-06-14,60.189998626708984
2022-06-15,61.34000015258789
2022-06-16,57.93000030517578
2022-06-17,58.79999923706055
2022-06-21,59.65999984741211
2022-06-22,58.9900016784668
2022-06-23,58.22999954223633
2022-06-24,60.619998931884766
2022-06-27,60.790000915527344
2022-06-28,60.04999923706055
2022-06-29,59.90999984741211
2022-06-30,61.06999969482422
2022-07-01,61.11000061035156
2022-07-05,59.56999969482422
2022-07-06,60.2599983215332
2022-07-07,61.630001068115234
2022-07-08,61.060001373291016
2022-07-11,60.33000183105469
2022-07-12,60.88999938964844
2022-07-13,59.959999084472656
2022-07-14,59.060001373291016
2022-07-15,60.150001525878906
2022-07-18,60.130001068115234
2022-07-19,63.16999816894531
2022-07-20,64.0
2022-07-21,64.44000244140625
2022-07-22,63.83000183105469
2022-07-25,64.30000305175781
2022-07-26,63.720001220703125
2022-07-27,65.19999694824219
2022-07-28,64.77999877929688
2022-07-29,65.63999938964844
2022-08-01,65.76000213623047
2022-08-02,64.86000061035156
2022-08-03,65.55000305175781
2022-08-04,64.41000366210938
