Date,RGA
2022-09-09,129.3800048828125
2022-09-12,131.0399932861328
2022-09-13,129.4199981689453
2022-09-14,130.5800018310547
2022-09-15,130.55999755859375
2022-09-16,129.07000732421875
2022-09-19,130.24000549316406
2022-09-20,128.05999755859375
2022-09-21,126.66999816894531
2022-09-22,126.52999877929688
2022-09-23,123.20999908447266
2022-09-26,122.22000122070312
2022-09-27,120.94999694824219
2022-09-28,125.19999694824219
2022-09-29,124.70999908447266
2022-09-30,125.80999755859375
2022-10-03,129.5399932861328
2022-10-04,134.99000549316406
2022-10-05,135.3800048828125
2022-10-06,134.6199951171875
2022-10-07,131.52000427246094
2022-10-10,131.7899932861328
2022-10-11,130.89999389648438
2022-10-12,130.1199951171875
2022-10-13,136.5
2022-10-14,135.66000366210938
2022-10-17,135.3699951171875
2022-10-18,137.83999633789062
2022-10-19,139.47999572753906
2022-10-20,135.13999938964844
2022-10-21,139.32000732421875
2022-10-24,141.86000061035156
2022-10-25,143.11000061035156
2022-10-26,143.0
2022-10-27,145.49000549316406
2022-10-28,148.5500030517578
2022-10-31,147.1699981689453
2022-11-01,145.42999267578125
2022-11-02,143.44000244140625
2022-11-03,139.0399932861328
2022-11-04,142.99000549316406
2022-11-07,142.77999877929688
2022-11-08,143.08999633789062
2022-11-09,142.00999450683594
2022-11-10,139.39999389648438
2022-11-11,132.5
2022-11-14,133.24000549316406
2022-11-15,136.72000122070312
2022-11-16,135.82000732421875
2022-11-17,135.55999755859375
2022-11-18,138.8300018310547
2022-11-21,138.14999389648438
2022-11-22,141.6300048828125
2022-11-23,141.02999877929688
2022-11-25,142.86000061035156
2022-11-28,140.35000610351562
2022-11-29,141.58999633789062
2022-11-30,144.39999389648438
2022-12-01,145.52999877929688
2022-12-02,144.4600067138672
2022-12-05,139.22999572753906
2022-12-06,146.05999755859375
2022-12-07,145.2100067138672
2022-12-08,143.44000244140625
2022-12-09,140.41000366210938
2022-12-12,140.91000366210938
2022-12-13,139.07000732421875
2022-12-14,138.36000061035156
2022-12-15,136.60000610351562
2022-12-16,137.24000549316406
2022-12-19,137.32000732421875
2022-12-20,139.55999755859375
2022-12-21,143.02999877929688
2022-12-22,142.47000122070312
2022-12-23,142.6699981689453
2022-12-27,142.60000610351562
2022-12-28,140.58999633789062
2022-12-29,142.5800018310547
2022-12-30,142.08999633789062
2023-01-03,141.3300018310547
2023-01-04,142.02999877929688
2023-01-05,145.1999969482422
2023-01-06,145.55999755859375
2023-01-09,143.97999572753906
2023-01-10,146.47000122070312
2023-01-11,143.91000366210938
2023-01-12,143.83999633789062
2023-01-13,145.9600067138672
2023-01-17,144.2899932861328
2023-01-18,141.22000122070312
2023-01-19,140.61000061035156
2023-01-20,143.0800018310547
2023-01-23,143.35000610351562
2023-01-24,144.9600067138672
2023-01-25,148.8699951171875
2023-01-26,151.9199981689453
2023-01-27,150.25
2023-01-30,149.47999572753906
2023-01-31,151.77000427246094
2023-02-01,151.8699951171875
2023-02-02,146.52999877929688
2023-02-03,142.02999877929688
2023-02-06,145.75999450683594
2023-02-07,148.63999938964844
2023-02-08,150.32000732421875
2023-02-09,149.6199951171875
2023-02-10,151.5800018310547
2023-02-13,151.5500030517578
2023-02-14,149.07000732421875
2023-02-15,147.99000549316406
2023-02-16,148.22000122070312
2023-02-17,149.05999755859375
2023-02-21,146.99000549316406
2023-02-22,147.38999938964844
2023-02-23,145.69000244140625
2023-02-24,146.1199951171875
2023-02-27,143.8300018310547
2023-02-28,144.47000122070312
2023-03-01,146.38999938964844
2023-03-02,146.1699981689453
2023-03-03,146.5800018310547
2023-03-06,143.32000732421875
2023-03-07,143.36000061035156
2023-03-08,141.80999755859375
2023-03-09,138.33999633789062
2023-03-10,133.74000549316406
2023-03-13,125.51000213623047
2023-03-14,130.22000122070312
2023-03-15,124.83000183105469
2023-03-16,128.69000244140625
2023-03-17,121.97000122070312
2023-03-20,127.3499984741211
2023-03-21,130.58999633789062
2023-03-22,127.08000183105469
2023-03-23,125.7699966430664
2023-03-24,127.44999694824219
2023-03-27,130.1999969482422
2023-03-28,131.5500030517578
2023-03-29,133.50999450683594
2023-03-30,132.4199981689453
2023-03-31,132.75999450683594
2023-04-03,134.5500030517578
2023-04-04,133.35000610351562
2023-04-05,135.0
2023-04-06,133.07000732421875
2023-04-10,135.08999633789062
2023-04-11,135.42999267578125
2023-04-12,137.36000061035156
2023-04-13,137.1999969482422
2023-04-14,137.38999938964844
2023-04-17,139.3300018310547
2023-04-18,141.52999877929688
2023-04-19,140.61000061035156
2023-04-20,141.80999755859375
2023-04-21,140.30999755859375
2023-04-24,141.1199951171875
2023-04-25,140.39999389648438
2023-04-26,138.8000030517578
2023-04-27,141.64999389648438
2023-04-28,142.32000732421875
2023-05-01,143.02999877929688
2023-05-02,140.6199951171875
2023-05-03,138.4199981689453
2023-05-04,135.25999450683594
2023-05-05,145.75999450683594
2023-05-08,148.3000030517578
2023-05-09,147.6300048828125
2023-05-10,147.4199981689453
2023-05-11,149.49000549316406
2023-05-12,148.44000244140625
2023-05-15,149.16000366210938
2023-05-16,147.64999389648438
2023-05-17,148.58999633789062
2023-05-18,150.07000732421875
2023-05-19,150.19000244140625
2023-05-22,149.13999938964844
2023-05-23,146.41000366210938
2023-05-24,144.5399932861328
2023-05-25,143.6999969482422
2023-05-26,143.6699981689453
2023-05-30,142.83999633789062
2023-05-31,140.0
2023-06-01,141.85000610351562
2023-06-02,145.67999267578125
2023-06-05,142.88999938964844
2023-06-06,142.6999969482422
2023-06-07,146.52000427246094
2023-06-08,144.60000610351562
2023-06-09,144.2899932861328
2023-06-12,143.66000366210938
2023-06-13,144.25999450683594
2023-06-14,141.11000061035156
2023-06-15,144.47999572753906
2023-06-16,143.02999877929688
2023-06-20,144.25
2023-06-21,143.22000122070312
2023-06-22,142.25999450683594
2023-06-23,139.41000366210938
2023-06-26,138.77000427246094
2023-06-27,139.6999969482422
2023-06-28,138.9499969482422
2023-06-29,138.00999450683594
2023-06-30,138.69000244140625
2023-07-03,140.0800018310547
2023-07-05,139.49000549316406
2023-07-06,141.6999969482422
2023-07-07,142.88999938964844
2023-07-10,142.3699951171875
2023-07-11,141.8800048828125
2023-07-12,140.52000427246094
2023-07-13,141.97000122070312
2023-07-14,140.30999755859375
2023-07-17,142.42999267578125
2023-07-18,142.6199951171875
2023-07-19,142.3699951171875
2023-07-20,145.0
2023-07-21,143.97999572753906
2023-07-24,143.24000549316406
2023-07-25,142.6199951171875
2023-07-26,142.1300048828125
2023-07-27,140.72000122070312
2023-07-28,141.52999877929688
2023-07-31,140.35000610351562
2023-08-01,141.33999633789062
2023-08-02,142.52999877929688
2023-08-03,142.30999755859375
2023-08-04,140.3300018310547
2023-08-07,139.60000610351562
2023-08-08,139.75999450683594
2023-08-09,138.3800048828125
2023-08-10,140.88999938964844
2023-08-11,141.02999877929688
2023-08-14,140.08999633789062
2023-08-15,139.2899932861328
2023-08-16,139.0399932861328
2023-08-17,138.3699951171875
2023-08-18,137.52999877929688
2023-08-21,136.6300048828125
2023-08-22,135.41000366210938
2023-08-23,136.91000366210938
2023-08-24,140.5
2023-08-25,140.00999450683594
2023-08-28,138.91000366210938
2023-08-29,139.6300048828125
2023-08-30,139.3300018310547
2023-08-31,138.6199951171875
2023-09-01,138.9600067138672
2023-09-05,136.47999572753906
2023-09-06,139.0399932861328
2023-09-07,140.13999938964844
2023-09-08,142.94000244140625
2023-09-11,141.86000061035156
2023-09-12,143.66000366210938
2023-09-13,142.9600067138672
2023-09-14,144.14999389648438
2023-09-15,143.6199951171875
2023-09-18,145.30999755859375
2023-09-19,147.63999938964844
2023-09-20,147.0399932861328
2023-09-21,146.50999450683594
2023-09-22,148.55999755859375
2023-09-25,148.63999938964844
2023-09-26,145.8800048828125
2023-09-27,145.72999572753906
2023-09-28,146.97999572753906
2023-09-29,145.19000244140625
2023-10-02,143.32000732421875
2023-10-03,142.32000732421875
2023-10-04,142.5500030517578
2023-10-05,141.92999267578125
2023-10-06,145.80999755859375
2023-10-09,145.3800048828125
2023-10-10,145.02999877929688
2023-10-11,145.92999267578125
2023-10-12,145.36000061035156
2023-10-13,146.3699951171875
2023-10-16,151.3800048828125
2023-10-17,153.82000732421875
2023-10-18,151.44000244140625
2023-10-19,150.07000732421875
2023-10-20,148.1999969482422
2023-10-23,146.22000122070312
2023-10-24,146.94000244140625
2023-10-25,145.9199981689453
2023-10-26,147.6300048828125
2023-10-27,145.10000610351562
2023-10-30,147.89999389648438
2023-10-31,149.47000122070312
2023-11-01,148.49000549316406
2023-11-02,148.75999450683594
2023-11-03,152.0
2023-11-06,153.86000061035156
2023-11-07,155.0500030517578
2023-11-08,155.99000549316406
2023-11-09,155.27000427246094
2023-11-10,162.14999389648438
2023-11-13,163.0399932861328
2023-11-14,158.80999755859375
2023-11-15,158.47999572753906
2023-11-16,157.50999450683594
2023-11-17,158.52999877929688
2023-11-20,158.52999877929688
2023-11-21,160.1300048828125
2023-11-22,161.5
2023-11-24,162.3800048828125
2023-11-27,163.25999450683594
2023-11-28,160.9600067138672
2023-11-29,160.24000549316406
2023-11-30,163.05999755859375
2023-12-01,163.47999572753906
2023-12-04,163.97000122070312
2023-12-05,162.80999755859375
2023-12-06,161.50999450683594
2023-12-07,162.75
2023-12-08,163.63999938964844
2023-12-11,166.30999755859375
2023-12-12,169.58999633789062
2023-12-13,166.67999267578125
2023-12-14,159.97999572753906
2023-12-15,160.19000244140625
2023-12-18,164.42999267578125
2023-12-19,163.22000122070312
2023-12-20,160.4499969482422
2023-12-21,162.5
2023-12-22,160.85000610351562
2023-12-26,160.9199981689453
2023-12-27,160.9499969482422
2023-12-28,162.14999389648438
2023-12-29,161.77999877929688
2024-01-02,163.1699981689453
2024-01-03,164.1300048828125
2024-01-04,164.33999633789062
2024-01-05,167.05999755859375
2024-01-08,168.24000549316406
2024-01-09,164.27999877929688
2024-01-10,166.16000366210938
2024-01-11,167.8000030517578
2024-01-12,168.58999633789062
2024-01-16,168.75
2024-01-17,166.80999755859375
2024-01-18,168.30999755859375
2024-01-19,167.88999938964844
2024-01-22,169.72999572753906
2024-01-23,168.3699951171875
2024-01-24,168.94000244140625
2024-01-25,168.88999938964844
2024-01-26,171.02999877929688
2024-01-29,171.80999755859375
2024-01-30,172.50999450683594
2024-01-31,173.88999938964844
2024-02-01,171.8800048828125
2024-02-02,167.0399932861328
2024-02-05,167.75999450683594
2024-02-06,167.0
2024-02-07,169.00999450683594
2024-02-08,167.5500030517578
2024-02-09,167.82000732421875
2024-02-12,168.44000244140625
2024-02-13,166.11000061035156
2024-02-14,169.1699981689453
2024-02-15,170.72000122070312
2024-02-16,168.9499969482422
2024-02-20,169.66000366210938
2024-02-21,169.32000732421875
2024-02-22,171.97999572753906
2024-02-23,173.6999969482422
2024-02-26,172.14999389648438
2024-02-27,175.2100067138672
2024-02-28,178.05999755859375
2024-02-29,176.85000610351562
2024-03-01,176.5500030517578
2024-03-04,177.41000366210938
2024-03-05,178.3699951171875
2024-03-06,182.8800048828125
2024-03-07,183.55999755859375
2024-03-08,182.22000122070312
2024-03-11,183.35000610351562
2024-03-12,184.60000610351562
2024-03-13,185.4199981689453
2024-03-14,184.1699981689453
2024-03-15,185.27999877929688
2024-03-18,184.13999938964844
2024-03-19,184.16000366210938
2024-03-20,186.0399932861328
2024-03-21,186.0399932861328
2024-03-22,189.22000122070312
2024-03-25,191.1699981689453
2024-03-26,192.50999450683594
2024-03-27,193.27000427246094
2024-03-28,192.8800048828125
2024-04-01,194.86000061035156
2024-04-02,193.0500030517578
2024-04-03,193.60000610351562
2024-04-04,191.35000610351562
2024-04-05,193.97000122070312
2024-04-08,194.92999267578125
2024-04-09,189.27999877929688
2024-04-10,189.9600067138672
2024-04-11,184.89999389648438
2024-04-12,184.3800048828125
2024-04-15,181.63999938964844
2024-04-16,180.57000732421875
2024-04-17,180.14999389648438
2024-04-18,182.47999572753906
2024-04-19,186.52000427246094
2024-04-22,188.77999877929688
2024-04-23,190.0399932861328
2024-04-24,191.00999450683594
2024-04-25,191.05999755859375
2024-04-26,188.77999877929688
2024-04-29,189.5399932861328
2024-04-30,186.99000549316406
2024-05-01,190.9199981689453
2024-05-02,191.17999267578125
2024-05-03,201.64999389648438
2024-05-06,200.9199981689453
2024-05-07,203.22000122070312
2024-05-08,207.58999633789062
2024-05-09,205.02000427246094
2024-05-10,208.77000427246094
2024-05-13,206.5800018310547
2024-05-14,207.1199951171875
2024-05-15,208.66000366210938
2024-05-16,210.22999572753906
2024-05-17,212.3699951171875
2024-05-20,209.8800048828125
2024-05-21,209.69000244140625
2024-05-22,212.1999969482422
2024-05-23,209.6300048828125
2024-05-24,209.22999572753906
2024-05-28,207.6999969482422
2024-05-29,208.00999450683594
2024-05-30,209.99000549316406
2024-05-31,209.8000030517578
2024-06-03,206.94000244140625
2024-06-04,206.14999389648438
2024-06-05,203.9199981689453
2024-06-06,202.92999267578125
2024-06-07,204.1300048828125
2024-06-10,204.50999450683594
2024-06-11,201.32000732421875
2024-06-12,206.47999572753906
2024-06-13,201.5
2024-06-14,202.00999450683594
2024-06-17,203.89999389648438
2024-06-18,206.38999938964844
2024-06-20,207.66000366210938
2024-06-21,207.2100067138672
2024-06-24,208.33999633789062
2024-06-25,207.02000427246094
2024-06-26,204.94000244140625
2024-06-27,206.11000061035156
2024-06-28,205.27000427246094
2024-07-01,205.0399932861328
2024-07-02,205.82000732421875
2024-07-03,204.8699951171875
2024-07-05,203.74000549316406
2024-07-08,205.72000122070312
2024-07-09,207.33999633789062
2024-07-10,210.77000427246094
2024-07-11,211.74000549316406
2024-07-12,212.63999938964844
2024-07-15,214.52000427246094
2024-07-16,213.89999389648438
2024-07-17,215.3000030517578
2024-07-18,214.41000366210938
2024-07-19,213.39999389648438
2024-07-22,215.0500030517578
2024-07-23,221.24000549316406
2024-07-24,218.5399932861328
2024-07-25,219.17999267578125
2024-07-26,221.5800018310547
2024-07-29,221.02999877929688
2024-07-30,225.7899932861328
2024-07-31,225.42999267578125
2024-08-01,223.0
2024-08-02,206.30999755859375
2024-08-05,192.6199951171875
2024-08-06,197.47999572753906
2024-08-07,197.5800018310547
2024-08-08,201.2100067138672
2024-08-09,203.30999755859375
2024-08-12,203.00999450683594
2024-08-13,201.72999572753906
2024-08-14,204.4499969482422
2024-08-15,206.3800048828125
2024-08-16,209.3800048828125
2024-08-19,208.6199951171875
2024-08-20,207.1999969482422
2024-08-21,209.02000427246094
2024-08-22,209.8699951171875
2024-08-23,211.77000427246094
2024-08-26,210.2899932861328
2024-08-27,211.74000549316406
2024-08-28,218.2899932861328
2024-08-29,217.17999267578125
2024-08-30,220.75999450683594
2024-09-03,218.10000610351562
2024-09-04,219.58999633789062
2024-09-05,216.44000244140625
2024-09-06,212.24000549316406
2024-09-09,212.8000030517578
2024-09-10,209.5399932861328
2024-09-11,210.6300048828125
2024-09-12,212.14999389648438
2024-09-13,213.74000549316406
2024-09-16,218.5800018310547
2024-09-17,216.9600067138672
2024-09-18,218.5
2024-09-19,218.74000549316406
2024-09-20,219.6199951171875
2024-09-23,220.25999450683594
2024-09-24,219.3800048828125
2024-09-25,218.66000366210938
2024-09-26,218.5800018310547
2024-09-27,215.61000061035156
2024-09-30,217.8699951171875
2024-10-01,217.0399932861328
2024-10-02,217.6300048828125
2024-10-03,214.64999389648438
2024-10-04,219.94000244140625
2024-10-07,211.4600067138672
2024-10-08,213.6300048828125
2024-10-09,216.36000061035156
2024-10-10,214.22000122070312
2024-10-11,216.49000549316406
2024-10-14,217.52999877929688
2024-10-15,216.77000427246094
2024-10-16,218.6199951171875
2024-10-17,219.11000061035156
2024-10-18,216.82000732421875
2024-10-21,215.25999450683594
2024-10-22,213.32000732421875
2024-10-23,212.6699981689453
2024-10-24,212.47999572753906
2024-10-25,210.42999267578125
2024-10-28,212.77999877929688
2024-10-29,211.42999267578125
2024-10-30,214.9199981689453
2024-10-31,211.0800018310547
2024-11-01,215.10000610351562
2024-11-04,211.5500030517578
2024-11-05,212.9600067138672
2024-11-06,227.66000366210938
2024-11-07,220.55999755859375
2024-11-08,224.05999755859375
2024-11-11,228.24000549316406
2024-11-12,228.86000061035156
2024-11-13,230.3699951171875
2024-11-14,229.50999450683594
2024-11-15,231.9499969482422
2024-11-18,231.6999969482422
2024-11-19,227.22000122070312
2024-11-20,227.02999877929688
2024-11-21,229.1699981689453
