Date,TMO
2022-12-12,567.5999755859375
2022-12-13,571.3800048828125
2022-12-14,567.22998046875
2022-12-15,553.7899780273438
2022-12-16,536.4400024414062
2022-12-19,530.1699829101562
2022-12-20,528.5
2022-12-21,539.8900146484375
2022-12-22,539.1400146484375
2022-12-23,540.6799926757812
2022-12-27,545.4400024414062
2022-12-28,543.4099731445312
2022-12-29,557.010009765625
2022-12-30,550.6900024414062
2023-01-03,553.1799926757812
2023-01-04,561.9199829101562
2023-01-05,556.9400024414062
2023-01-06,535.0
2023-01-09,546.0900268554688
2023-01-10,568.030029296875
2023-01-11,582.5599975585938
2023-01-12,581.5399780273438
2023-01-13,583.8400268554688
2023-01-17,587.8599853515625
2023-01-18,580.0499877929688
2023-01-19,583.8599853515625
2023-01-20,593.6599731445312
2023-01-23,604.8200073242188
2023-01-24,580.719970703125
2023-01-25,575.3200073242188
2023-01-26,577.3699951171875
2023-01-27,573.6300048828125
2023-01-30,564.2899780273438
2023-01-31,570.3300170898438
2023-02-01,587.3599853515625
2023-02-02,587.0700073242188
2023-02-03,587.760009765625
2023-02-06,576.1699829101562
2023-02-07,583.1500244140625
2023-02-08,579.22998046875
2023-02-09,568.9299926757812
2023-02-10,571.4099731445312
2023-02-13,575.0
2023-02-14,571.47998046875
2023-02-15,566.8300170898438
2023-02-16,557.5800170898438
2023-02-17,559.7000122070312
2023-02-21,550.77001953125
2023-02-22,548.4000244140625
2023-02-23,550.9500122070312
2023-02-24,542.7899780273438
2023-02-27,541.3499755859375
2023-02-28,541.760009765625
2023-03-01,538.52001953125
2023-03-02,548.75
2023-03-03,559.4400024414062
2023-03-06,558.52001953125
2023-03-07,548.8300170898438
2023-03-08,554.75
2023-03-09,553.2100219726562
2023-03-10,543.8300170898438
2023-03-13,541.5599975585938
2023-03-14,555.9600219726562
2023-03-15,542.7000122070312
2023-03-16,557.0900268554688
2023-03-17,547.3400268554688
2023-03-20,550.5700073242188
2023-03-21,556.7000122070312
2023-03-22,554.3200073242188
2023-03-23,555.1900024414062
2023-03-24,558.260009765625
2023-03-27,561.6900024414062
2023-03-28,554.22998046875
2023-03-29,555.1500244140625
2023-03-30,562.969970703125
2023-03-31,576.3699951171875
2023-04-03,570.0700073242188
2023-04-04,576.1799926757812
2023-04-05,579.8599853515625
2023-04-06,575.3499755859375
2023-04-10,574.3599853515625
2023-04-11,576.3800048828125
2023-04-12,579.3499755859375
2023-04-13,591.1300048828125
2023-04-14,588.8400268554688
2023-04-17,588.5999755859375
2023-04-18,584.8599853515625
2023-04-19,579.9199829101562
2023-04-20,565.9299926757812
2023-04-21,571.6799926757812
2023-04-24,574.2999877929688
2023-04-25,548.3800048828125
2023-04-26,533.1300048828125
2023-04-27,543.02001953125
2023-04-28,554.9000244140625
2023-05-01,548.5
2023-05-02,543.8200073242188
2023-05-03,550.4199829101562
2023-05-04,545.6400146484375
2023-05-05,546.3800048828125
2023-05-08,542.5800170898438
2023-05-09,534.6599731445312
2023-05-10,533.5
2023-05-11,529.7899780273438
2023-05-12,524.6500244140625
2023-05-15,523.6799926757812
2023-05-16,519.75
2023-05-17,521.6699829101562
2023-05-18,523.5399780273438
2023-05-19,527.3800048828125
2023-05-22,529.02001953125
2023-05-23,525.0999755859375
2023-05-24,510.7200012207031
2023-05-25,520.6400146484375
2023-05-26,522.02001953125
2023-05-30,514.219970703125
2023-05-31,508.4599914550781
2023-06-01,519.3800048828125
2023-06-02,520.1400146484375
2023-06-05,518.5800170898438
2023-06-06,516.260009765625
2023-06-07,520.780029296875
2023-06-08,515.25
2023-06-09,518.1799926757812
2023-06-12,523.6900024414062
2023-06-13,526.0499877929688
2023-06-14,520.1199951171875
2023-06-15,535.1099853515625
2023-06-16,537.2999877929688
2023-06-20,527.4000244140625
2023-06-21,525.9500122070312
2023-06-22,528.3099975585938
2023-06-23,524.2100219726562
2023-06-26,522.030029296875
2023-06-27,509.6199951171875
2023-06-28,510.1499938964844
2023-06-29,514.3900146484375
2023-06-30,521.75
2023-07-03,519.1099853515625
2023-07-05,520.5999755859375
2023-07-06,517.3200073242188
2023-07-07,513.72998046875
2023-07-10,516.8499755859375
2023-07-11,519.260009765625
2023-07-12,525.9199829101562
2023-07-13,526.6500244140625
2023-07-14,529.3599853515625
2023-07-17,525.260009765625
2023-07-18,523.6799926757812
2023-07-19,535.5499877929688
2023-07-20,538.27001953125
2023-07-21,562.1900024414062
2023-07-24,571.52001953125
2023-07-25,570.9099731445312
2023-07-26,574.4099731445312
2023-07-27,560.02001953125
2023-07-28,561.8499755859375
2023-07-31,548.6599731445312
2023-08-01,545.8400268554688
2023-08-02,553.760009765625
2023-08-03,548.3800048828125
2023-08-04,548.6400146484375
2023-08-07,551.7899780273438
2023-08-08,555.780029296875
2023-08-09,547.5800170898438
2023-08-10,547.280029296875
2023-08-11,543.780029296875
2023-08-14,540.3400268554688
2023-08-15,534.4299926757812
2023-08-16,528.8699951171875
2023-08-17,535.9600219726562
2023-08-18,532.3800048828125
2023-08-21,532.260009765625
2023-08-22,527.0499877929688
2023-08-23,545.239990234375
2023-08-24,538.010009765625
2023-08-25,541.5900268554688
2023-08-28,545.1900024414062
2023-08-29,555.4099731445312
2023-08-30,559.0
2023-08-31,557.0999755859375
2023-09-01,557.219970703125
2023-09-05,542.010009765625
2023-09-06,536.7000122070312
2023-09-07,531.6599731445312
2023-09-08,518.27001953125
2023-09-11,514.9400024414062
2023-09-12,510.989990234375
2023-09-13,510.8999938964844
2023-09-14,515.6400146484375
2023-09-15,515.530029296875
2023-09-18,507.7300109863281
2023-09-19,508.739990234375
2023-09-20,504.8900146484375
2023-09-21,501.5899963378906
2023-09-22,502.7900085449219
2023-09-25,505.6600036621094
2023-09-26,501.5899963378906
2023-09-27,498.2900085449219
2023-09-28,503.0199890136719
2023-09-29,506.1700134277344
2023-10-02,495.7900085449219
2023-10-03,499.6099853515625
2023-10-04,502.45001220703125
2023-10-05,498.0199890136719
2023-10-06,498.54998779296875
2023-10-09,496.1300048828125
2023-10-10,496.1499938964844
2023-10-11,492.6300048828125
2023-10-12,482.55999755859375
2023-10-13,482.8500061035156
2023-10-16,488.5400085449219
2023-10-17,484.7699890136719
2023-10-18,467.260009765625
2023-10-19,469.6700134277344
2023-10-20,464.3599853515625
2023-10-23,461.80999755859375
2023-10-24,458.260009765625
2023-10-25,433.17999267578125
2023-10-26,440.1600036621094
2023-10-27,431.4100036621094
2023-10-30,434.1099853515625
2023-10-31,444.7699890136719
2023-11-01,441.1099853515625
2023-11-02,447.57000732421875
2023-11-03,454.739990234375
2023-11-06,455.0199890136719
2023-11-07,459.239990234375
2023-11-08,454.30999755859375
2023-11-09,444.2699890136719
2023-11-10,448.42999267578125
2023-11-13,445.1499938964844
2023-11-14,459.260009765625
2023-11-15,470.5400085449219
2023-11-16,472.4700012207031
2023-11-17,466.4200134277344
2023-11-20,469.0299987792969
2023-11-21,482.3900146484375
2023-11-22,487.5299987792969
2023-11-24,490.7799987792969
2023-11-27,490.1300048828125
2023-11-28,485.9200134277344
2023-11-29,492.9200134277344
2023-11-30,495.760009765625
2023-12-01,496.1300048828125
2023-12-04,495.3399963378906
2023-12-05,491.6000061035156
2023-12-06,493.80999755859375
2023-12-07,494.1000061035156
2023-12-08,489.7699890136719
2023-12-11,494.989990234375
2023-12-12,497.3699951171875
2023-12-13,518.5399780273438
2023-12-14,521.52001953125
2023-12-15,518.030029296875
2023-12-18,518.6199951171875
2023-12-19,528.1400146484375
2023-12-20,519.4299926757812
2023-12-21,526.5599975585938
2023-12-22,529.0499877929688
2023-12-26,529.7000122070312
2023-12-27,531.6500244140625
2023-12-28,532.9400024414062
2023-12-29,530.7899780273438
2024-01-02,544.1500244140625
2024-01-03,528.8200073242188
2024-01-04,537.3599853515625
2024-01-05,531.22998046875
2024-01-08,541.3800048828125
2024-01-09,541.8499755859375
2024-01-10,543.9299926757812
2024-01-11,546.0
2024-01-12,544.3200073242188
2024-01-16,542.0
2024-01-17,539.25
2024-01-18,544.4199829101562
2024-01-19,551.75
2024-01-22,553.3900146484375
2024-01-23,550.739990234375
2024-01-24,539.989990234375
2024-01-25,538.2100219726562
2024-01-26,547.3300170898438
2024-01-29,557.77001953125
2024-01-30,567.1199951171875
2024-01-31,538.97998046875
2024-02-01,552.22998046875
2024-02-02,551.8200073242188
2024-02-05,551.6199951171875
2024-02-06,560.280029296875
2024-02-07,552.3099975585938
2024-02-08,550.8900146484375
2024-02-09,550.75
2024-02-12,546.8599853515625
2024-02-13,538.5999755859375
2024-02-14,548.27001953125
2024-02-15,548.5700073242188
2024-02-16,547.8400268554688
2024-02-20,548.1400146484375
2024-02-21,552.8499755859375
2024-02-22,560.489990234375
2024-02-23,564.7100219726562
2024-02-26,563.47998046875
2024-02-27,566.1699829101562
2024-02-28,572.030029296875
2024-02-29,570.1799926757812
2024-03-01,576.3300170898438
2024-03-04,581.6400146484375
2024-03-05,584.6099853515625
2024-03-06,591.5
2024-03-07,597.6599731445312
2024-03-08,597.6099853515625
2024-03-11,599.4299926757812
2024-03-12,597.25
2024-03-13,593.3200073242188
2024-03-14,584.9099731445312
2024-03-15,584.1500244140625
2024-03-18,580.0499877929688
2024-03-19,582.719970703125
2024-03-20,580.0499877929688
2024-03-21,584.1300048828125
2024-03-22,583.0900268554688
2024-03-25,573.5599975585938
2024-03-26,568.8200073242188
2024-03-27,579.3699951171875
2024-03-28,581.2100219726562
2024-04-01,577.4500122070312
2024-04-02,571.5599975585938
2024-04-03,576.0
2024-04-04,570.6099853515625
2024-04-05,579.4600219726562
2024-04-08,578.7999877929688
2024-04-09,589.2000122070312
2024-04-10,573.7100219726562
2024-04-11,574.5700073242188
2024-04-12,565.22998046875
2024-04-15,557.8699951171875
2024-04-16,554.5499877929688
2024-04-17,547.25
2024-04-18,541.52001953125
2024-04-19,544.780029296875
2024-04-22,548.3800048828125
2024-04-23,574.5900268554688
2024-04-24,577.3900146484375
2024-04-25,571.72998046875
2024-04-26,573.5999755859375
2024-04-29,576.8900146484375
2024-04-30,568.719970703125
2024-05-01,574.989990234375
2024-05-02,571.25
2024-05-03,572.3800048828125
2024-05-06,573.5499877929688
2024-05-07,572.8699951171875
2024-05-08,573.6400146484375
2024-05-09,577.9299926757812
2024-05-10,593.030029296875
2024-05-13,590.7000122070312
2024-05-14,594.7999877929688
2024-05-15,599.02001953125
2024-05-16,597.1500244140625
2024-05-17,595.2999877929688
2024-05-20,594.010009765625
2024-05-21,590.1199951171875
2024-05-22,590.7999877929688
2024-05-23,585.030029296875
2024-05-24,584.0499877929688
2024-05-28,572.5700073242188
2024-05-29,567.2999877929688
2024-05-30,562.760009765625
2024-05-31,567.97998046875
2024-06-03,569.5800170898438
2024-06-04,569.6699829101562
2024-06-05,575.280029296875
2024-06-06,579.8400268554688
2024-06-07,581.0900268554688
2024-06-10,581.47998046875
2024-06-11,575.8900146484375
2024-06-12,575.6900024414062
2024-06-13,572.6300048828125
2024-06-14,572.0499877929688
2024-06-17,568.0
2024-06-18,569.1699829101562
2024-06-20,557.2100219726562
2024-06-21,564.5999755859375
2024-06-24,565.9500122070312
2024-06-25,556.52001953125
2024-06-26,558.1699829101562
2024-06-27,550.780029296875
2024-06-28,553.0
2024-07-01,541.719970703125
2024-07-02,533.9299926757812
2024-07-03,535.6099853515625
2024-07-05,540.0999755859375
2024-07-08,536.2899780273438
2024-07-09,531.8599853515625
2024-07-10,536.8699951171875
2024-07-11,542.6900024414062
2024-07-12,548.0900268554688
2024-07-15,544.6799926757812
2024-07-16,555.4199829101562
2024-07-17,555.0599975585938
2024-07-18,540.6199951171875
2024-07-19,534.3499755859375
2024-07-22,546.4199829101562
2024-07-23,552.239990234375
2024-07-24,574.72998046875
2024-07-25,594.5
2024-07-26,607.1400146484375
2024-07-29,604.1199951171875
2024-07-30,615.0599975585938
2024-07-31,613.3400268554688
2024-08-01,621.77001953125
2024-08-02,615.6900024414062
2024-08-05,598.030029296875
2024-08-06,602.02001953125
2024-08-07,587.3699951171875
2024-08-08,600.0399780273438
2024-08-09,596.1799926757812
2024-08-12,599.0700073242188
2024-08-13,604.2100219726562
2024-08-14,602.0999755859375
2024-08-15,603.6900024414062
2024-08-16,603.97998046875
2024-08-19,607.5999755859375
2024-08-20,614.5399780273438
2024-08-21,610.1699829101562
2024-08-22,603.8599853515625
2024-08-23,606.1199951171875
2024-08-26,605.5900268554688
2024-08-27,610.4000244140625
2024-08-28,613.1400146484375
2024-08-29,611.6799926757812
2024-08-30,615.0700073242188
2024-09-03,606.4299926757812
2024-09-04,611.9000244140625
2024-09-05,606.8800048828125
2024-09-06,611.3300170898438
2024-09-09,620.4199829101562
2024-09-10,624.2100219726562
2024-09-11,618.4600219726562
2024-09-12,614.1599731445312
2024-09-13,611.1699829101562
2024-09-16,614.1500244140625
2024-09-17,610.489990234375
2024-09-18,610.1199951171875
2024-09-19,620.25
2024-09-20,613.6900024414062
2024-09-23,610.3499755859375
2024-09-24,611.8800048828125
2024-09-25,599.780029296875
2024-09-26,619.3300170898438
2024-09-27,614.4199829101562
2024-09-30,618.5700073242188
2024-10-01,612.9400024414062
2024-10-02,612.719970703125
2024-10-03,600.9199829101562
2024-10-04,598.6099853515625
2024-10-07,598.8499755859375
2024-10-08,595.4500122070312
2024-10-09,599.25
2024-10-10,593.7899780273438
2024-10-11,596.9199829101562
2024-10-14,603.7899780273438
2024-10-15,600.52001953125
2024-10-16,591.5499877929688
2024-10-17,599.25
2024-10-18,601.7100219726562
2024-10-21,595.3699951171875
2024-10-22,586.3800048828125
2024-10-23,576.489990234375
2024-10-24,557.3800048828125
2024-10-25,554.3800048828125
2024-10-28,552.5399780273438
2024-10-29,547.77001953125
2024-10-30,550.6199951171875
2024-10-31,546.3200073242188
2024-11-01,557.9199829101562
2024-11-04,555.469970703125
2024-11-05,560.7899780273438
2024-11-06,559.6799926757812
2024-11-07,555.8900146484375
2024-11-08,551.739990234375
2024-11-11,546.9199829101562
2024-11-12,540.75
2024-11-13,541.9000244140625
2024-11-14,533.02001953125
2024-11-15,513.0800170898438
2024-11-18,501.2900085449219
2024-11-19,509.1199951171875
2024-11-20,512.8400268554688
2024-11-21,516.0999755859375
