Date,BP
2022-07-08,27.84000015258789
2022-07-11,27.459999084472656
2022-07-12,26.8799991607666
2022-07-13,27.010000228881836
2022-07-14,26.020000457763672
2022-07-15,26.65999984741211
2022-07-18,27.329999923706055
2022-07-19,28.059999465942383
2022-07-20,28.139999389648438
2022-07-21,27.780000686645508
2022-07-22,27.549999237060547
2022-07-25,28.1200008392334
2022-07-26,28.06999969482422
2022-07-27,28.760000228881836
2022-07-28,28.469999313354492
2022-07-29,29.3799991607666
2022-08-01,29.049999237060547
2022-08-02,29.360000610351562
2022-08-03,29.690000534057617
2022-08-04,29.350000381469727
2022-08-05,29.65999984741211
2022-08-08,30.15999984741211
2022-08-09,30.56999969482422
2022-08-10,30.799999237060547
2022-08-11,31.420000076293945
2022-08-12,31.670000076293945
2022-08-15,30.959999084472656
2022-08-16,30.93000030517578
2022-08-17,31.290000915527344
2022-08-18,31.920000076293945
2022-08-19,31.510000228881836
2022-08-22,31.709999084472656
2022-08-23,32.54999923706055
2022-08-24,32.290000915527344
2022-08-25,32.66999816894531
2022-08-26,32.33000183105469
2022-08-29,32.470001220703125
2022-08-30,31.420000076293945
2022-08-31,30.84000015258789
2022-09-01,30.59000015258789
2022-09-02,31.1299991607666
2022-09-06,31.1299991607666
2022-09-07,30.670000076293945
2022-09-08,30.700000762939453
2022-09-09,31.690000534057617
2022-09-12,32.130001068115234
2022-09-13,31.770000457763672
2022-09-14,32.08000183105469
2022-09-15,31.5
2022-09-16,31.010000228881836
2022-09-19,30.899999618530273
2022-09-20,31.0
2022-09-21,30.520000457763672
2022-09-22,30.790000915527344
2022-09-23,28.079999923706055
2022-09-26,27.260000228881836
2022-09-27,27.549999237060547
2022-09-28,28.559999465942383
2022-09-29,28.75
2022-09-30,28.549999237060547
2022-10-03,30.100000381469727
2022-10-04,31.280000686645508
2022-10-05,31.3799991607666
2022-10-06,31.139999389648438
2022-10-07,31.079999923706055
2022-10-10,30.350000381469727
2022-10-11,29.809999465942383
2022-10-12,29.950000762939453
2022-10-13,31.149999618530273
2022-10-14,30.329999923706055
2022-10-17,30.479999542236328
2022-10-18,30.479999542236328
2022-10-19,30.899999618530273
2022-10-20,30.959999084472656
2022-10-21,31.360000610351562
2022-10-24,31.799999237060547
2022-10-25,32.08000183105469
2022-10-26,32.310001373291016
2022-10-27,33.22999954223633
2022-10-28,33.150001525878906
2022-10-31,33.279998779296875
2022-11-01,33.20000076293945
2022-11-02,32.7599983215332
2022-11-03,33.040000915527344
2022-11-04,33.91999816894531
2022-11-07,34.33000183105469
2022-11-08,33.72999954223633
2022-11-09,32.33000183105469
2022-11-10,32.95000076293945
2022-11-11,33.84000015258789
2022-11-14,33.54999923706055
2022-11-15,33.90999984741211
2022-11-16,33.970001220703125
2022-11-17,34.349998474121094
2022-11-18,34.040000915527344
2022-11-21,33.130001068115234
2022-11-22,34.88999938964844
2022-11-23,34.97999954223633
2022-11-25,35.27000045776367
2022-11-28,34.72999954223633
2022-11-29,35.310001373291016
2022-11-30,35.900001525878906
2022-12-01,35.720001220703125
2022-12-02,35.36000061035156
2022-12-05,35.0
2022-12-06,34.369998931884766
2022-12-07,33.90999984741211
2022-12-08,33.93000030517578
2022-12-09,33.709999084472656
2022-12-12,34.099998474121094
2022-12-13,35.0099983215332
2022-12-14,34.79999923706055
2022-12-15,34.279998779296875
2022-12-16,33.68000030517578
2022-12-19,33.95000076293945
2022-12-20,34.08000183105469
2022-12-21,35.029998779296875
2022-12-22,34.40999984741211
2022-12-23,35.0099983215332
2022-12-27,35.040000915527344
2022-12-28,34.58000183105469
2022-12-29,34.70000076293945
2022-12-30,34.93000030517578
2023-01-03,34.31999969482422
2023-01-04,33.779998779296875
2023-01-05,33.900001525878906
2023-01-06,34.459999084472656
2023-01-09,34.77000045776367
2023-01-10,34.849998474121094
2023-01-11,35.040000915527344
2023-01-12,35.310001373291016
2023-01-13,35.560001373291016
2023-01-17,35.689998626708984
2023-01-18,35.34000015258789
2023-01-19,35.540000915527344
2023-01-20,35.5
2023-01-23,35.58000183105469
2023-01-24,35.290000915527344
2023-01-25,35.2400016784668
2023-01-26,36.25
2023-01-27,36.31999969482422
2023-01-30,36.16999816894531
2023-01-31,36.22999954223633
2023-02-01,36.439998626708984
2023-02-02,35.20000076293945
2023-02-03,35.150001525878906
2023-02-06,34.84000015258789
2023-02-07,37.75
2023-02-08,38.650001525878906
2023-02-09,39.54999923706055
2023-02-10,40.650001525878906
2023-02-13,40.61000061035156
2023-02-14,41.02000045776367
2023-02-15,40.880001068115234
2023-02-16,40.95000076293945
2023-02-17,40.02000045776367
2023-02-21,39.77000045776367
2023-02-22,38.93000030517578
2023-02-23,39.68000030517578
2023-02-24,39.70000076293945
2023-02-27,40.220001220703125
2023-02-28,39.599998474121094
2023-03-01,39.93000030517578
2023-03-02,40.2599983215332
2023-03-03,40.220001220703125
2023-03-06,40.41999816894531
2023-03-07,39.79999923706055
2023-03-08,39.65999984741211
2023-03-09,39.34000015258789
2023-03-10,39.0099983215332
2023-03-13,38.0099983215332
2023-03-14,38.25
2023-03-15,35.849998474121094
2023-03-16,35.619998931884766
2023-03-17,35.16999816894531
2023-03-20,35.79999923706055
2023-03-21,37.02000045776367
2023-03-22,36.81999969482422
2023-03-23,36.47999954223633
2023-03-24,35.880001068115234
2023-03-27,36.880001068115234
2023-03-28,37.43000030517578
2023-03-29,37.689998626708984
2023-03-30,37.97999954223633
2023-03-31,37.939998626708984
2023-04-03,39.7400016784668
2023-04-04,39.33000183105469
2023-04-05,39.88999938964844
2023-04-06,39.5099983215332
2023-04-10,39.70000076293945
2023-04-11,39.86000061035156
2023-04-12,40.20000076293945
2023-04-13,40.459999084472656
2023-04-14,40.58000183105469
2023-04-17,40.43000030517578
2023-04-18,40.650001525878906
2023-04-19,40.060001373291016
2023-04-20,39.86000061035156
2023-04-21,39.63999938964844
2023-04-24,40.099998474121094
2023-04-25,39.56999969482422
2023-04-26,39.41999816894531
2023-04-27,39.34000015258789
2023-04-28,40.279998779296875
2023-05-01,40.0099983215332
2023-05-02,36.779998779296875
2023-05-03,36.459999084472656
2023-05-04,36.11000061035156
2023-05-05,37.130001068115234
2023-05-08,37.029998779296875
2023-05-09,36.9900016784668
2023-05-10,36.75
2023-05-11,35.970001220703125
2023-05-12,35.810001373291016
2023-05-15,36.189998626708984
2023-05-16,35.540000915527344
2023-05-17,36.0
2023-05-18,35.959999084472656
2023-05-19,36.029998779296875
2023-05-22,35.88999938964844
2023-05-23,36.18000030517578
2023-05-24,36.040000915527344
2023-05-25,35.36000061035156
2023-05-26,35.54999923706055
2023-05-30,34.9900016784668
2023-05-31,33.709999084472656
2023-06-01,34.720001220703125
2023-06-02,35.650001525878906
2023-06-05,35.34000015258789
2023-06-06,35.29999923706055
2023-06-07,35.709999084472656
2023-06-08,35.810001373291016
2023-06-09,35.470001220703125
2023-06-12,34.77000045776367
2023-06-13,35.08000183105469
2023-06-14,35.04999923706055
2023-06-15,35.380001068115234
2023-06-16,35.349998474121094
2023-06-20,35.06999969482422
2023-06-21,35.43000030517578
2023-06-22,35.2400016784668
2023-06-23,34.810001373291016
2023-06-26,35.2400016784668
2023-06-27,34.849998474121094
2023-06-28,34.88999938964844
2023-06-29,34.970001220703125
2023-06-30,35.290000915527344
2023-07-03,35.93000030517578
2023-07-05,35.29999923706055
2023-07-06,34.790000915527344
2023-07-07,35.25
2023-07-10,35.209999084472656
2023-07-11,35.90999984741211
2023-07-12,36.310001373291016
2023-07-13,36.529998779296875
2023-07-14,35.52000045776367
2023-07-17,35.31999969482422
2023-07-18,35.790000915527344
2023-07-19,36.150001525878906
2023-07-20,36.540000915527344
2023-07-21,36.70000076293945
2023-07-24,37.18000030517578
2023-07-25,37.22999954223633
2023-07-26,37.099998474121094
2023-07-27,36.65999984741211
2023-07-28,36.709999084472656
2023-07-31,37.29999923706055
2023-08-01,36.959999084472656
2023-08-02,36.029998779296875
2023-08-03,36.459999084472656
2023-08-04,36.79999923706055
2023-08-07,37.040000915527344
2023-08-08,36.970001220703125
2023-08-09,37.41999816894531
2023-08-10,37.08000183105469
2023-08-11,37.099998474121094
2023-08-14,36.68000030517578
2023-08-15,36.06999969482422
2023-08-16,35.88999938964844
2023-08-17,36.09000015258789
2023-08-18,36.2400016784668
2023-08-21,36.58000183105469
2023-08-22,36.369998931884766
2023-08-23,36.0
2023-08-24,35.77000045776367
2023-08-25,36.150001525878906
2023-08-28,36.63999938964844
2023-08-29,37.099998474121094
2023-08-30,37.290000915527344
2023-08-31,37.18000030517578
2023-09-01,38.130001068115234
2023-09-05,38.400001525878906
2023-09-06,38.83000183105469
2023-09-07,38.5099983215332
2023-09-08,38.66999816894531
2023-09-11,38.61000061035156
2023-09-12,38.099998474121094
2023-09-13,38.2599983215332
2023-09-14,39.099998474121094
2023-09-15,38.75
2023-09-18,38.560001373291016
2023-09-19,38.81999969482422
2023-09-20,38.619998931884766
2023-09-21,38.11000061035156
2023-09-22,38.439998626708984
2023-09-25,38.75
2023-09-26,38.63999938964844
2023-09-27,39.47999954223633
2023-09-28,39.43000030517578
2023-09-29,38.720001220703125
2023-10-02,37.81999969482422
2023-10-03,37.599998474121094
2023-10-04,36.310001373291016
2023-10-05,36.40999984741211
2023-10-06,37.27000045776367
2023-10-09,38.380001068115234
2023-10-10,38.619998931884766
2023-10-11,38.650001525878906
2023-10-12,39.290000915527344
2023-10-13,40.0099983215332
2023-10-16,40.220001220703125
2023-10-17,40.810001373291016
2023-10-18,40.720001220703125
2023-10-19,40.33000183105469
2023-10-20,39.61000061035156
2023-10-23,38.900001525878906
2023-10-24,38.790000915527344
2023-10-25,39.060001373291016
2023-10-26,38.81999969482422
2023-10-27,38.63999938964844
2023-10-30,38.349998474121094
2023-10-31,36.58000183105469
2023-11-01,36.09000015258789
2023-11-02,36.86000061035156
2023-11-03,36.20000076293945
2023-11-06,36.29999923706055
2023-11-07,35.470001220703125
2023-11-08,34.900001525878906
2023-11-09,34.68000030517578
2023-11-10,35.08000183105469
2023-11-13,35.70000076293945
2023-11-14,35.849998474121094
2023-11-15,35.59000015258789
2023-11-16,35.02000045776367
2023-11-17,35.61000061035156
2023-11-20,35.880001068115234
2023-11-21,35.7400016784668
2023-11-22,35.27000045776367
2023-11-24,35.81999969482422
2023-11-27,35.939998626708984
2023-11-28,35.939998626708984
2023-11-29,36.06999969482422
2023-11-30,36.290000915527344
2023-12-01,35.97999954223633
2023-12-04,35.59000015258789
2023-12-05,35.290000915527344
2023-12-06,34.849998474121094
2023-12-07,34.689998626708984
2023-12-08,35.29999923706055
2023-12-11,35.130001068115234
2023-12-12,34.7599983215332
2023-12-13,35.029998779296875
2023-12-14,35.79999923706055
2023-12-15,34.810001373291016
2023-12-18,35.119998931884766
2023-12-19,35.400001525878906
2023-12-20,35.02000045776367
2023-12-21,35.459999084472656
2023-12-22,35.33000183105469
2023-12-26,35.66999816894531
2023-12-27,35.72999954223633
2023-12-28,35.33000183105469
2023-12-29,35.400001525878906
2024-01-02,35.5
2024-01-03,36.0
2024-01-04,35.7599983215332
2024-01-05,36.029998779296875
2024-01-08,35.43000030517578
2024-01-09,34.88999938964844
2024-01-10,34.70000076293945
2024-01-11,34.61000061035156
2024-01-12,34.86000061035156
2024-01-16,34.279998779296875
2024-01-17,33.900001525878906
2024-01-18,34.029998779296875
2024-01-19,33.849998474121094
2024-01-22,34.25
2024-01-23,34.25
2024-01-24,34.560001373291016
2024-01-25,35.150001525878906
2024-01-26,35.630001068115234
2024-01-29,35.630001068115234
2024-01-30,35.88999938964844
2024-01-31,35.099998474121094
2024-02-01,35.130001068115234
2024-02-02,34.63999938964844
2024-02-05,34.2400016784668
2024-02-06,36.38999938964844
2024-02-07,36.16999816894531
2024-02-08,36.209999084472656
2024-02-09,36.36000061035156
2024-02-12,36.43000030517578
2024-02-13,36.040000915527344
2024-02-14,35.7599983215332
2024-02-15,35.61000061035156
2024-02-16,35.45000076293945
2024-02-20,35.380001068115234
2024-02-21,35.70000076293945
2024-02-22,35.4900016784668
2024-02-23,35.380001068115234
2024-02-26,35.31999969482422
2024-02-27,35.41999816894531
2024-02-28,34.959999084472656
2024-02-29,34.9900016784668
2024-03-01,35.63999938964844
2024-03-04,35.66999816894531
2024-03-05,35.79999923706055
2024-03-06,36.41999816894531
2024-03-07,36.43000030517578
2024-03-08,36.40999984741211
2024-03-11,36.4900016784668
2024-03-12,36.650001525878906
2024-03-13,37.31999969482422
2024-03-14,37.4900016784668
2024-03-15,37.4900016784668
2024-03-18,37.790000915527344
2024-03-19,37.84000015258789
2024-03-20,37.88999938964844
2024-03-21,37.72999954223633
2024-03-22,37.79999923706055
2024-03-25,38.2599983215332
2024-03-26,37.56999969482422
2024-03-27,37.459999084472656
2024-03-28,37.68000030517578
2024-04-01,37.939998626708984
2024-04-02,38.650001525878906
2024-04-03,38.810001373291016
2024-04-04,38.400001525878906
2024-04-05,38.65999984741211
2024-04-08,38.90999984741211
2024-04-09,39.290000915527344
2024-04-10,39.41999816894531
2024-04-11,39.650001525878906
2024-04-12,39.439998626708984
2024-04-15,39.06999969482422
2024-04-16,38.630001068115234
2024-04-17,38.369998931884766
2024-04-18,37.91999816894531
2024-04-19,38.52000045776367
2024-04-22,38.90999984741211
2024-04-23,39.290000915527344
2024-04-24,39.34000015258789
2024-04-25,39.619998931884766
2024-04-26,39.470001220703125
2024-04-29,39.470001220703125
2024-04-30,38.77000045776367
2024-05-01,38.220001220703125
2024-05-02,38.66999816894531
2024-05-03,38.70000076293945
2024-05-06,39.040000915527344
2024-05-07,37.58000183105469
2024-05-08,37.529998779296875
2024-05-09,38.040000915527344
2024-05-10,37.84000015258789
2024-05-13,38.099998474121094
2024-05-14,37.959999084472656
2024-05-15,37.7599983215332
2024-05-16,37.11000061035156
2024-05-17,37.4900016784668
2024-05-20,37.2599983215332
2024-05-21,37.060001373291016
2024-05-22,36.560001373291016
2024-05-23,36.41999816894531
2024-05-24,36.720001220703125
2024-05-28,37.400001525878906
2024-05-29,37.119998931884766
2024-05-30,36.93000030517578
2024-05-31,37.56999969482422
2024-06-03,36.400001525878906
2024-06-04,35.560001373291016
2024-06-05,35.33000183105469
2024-06-06,35.45000076293945
2024-06-07,35.2599983215332
2024-06-10,35.91999816894531
2024-06-11,35.66999816894531
2024-06-12,35.560001373291016
2024-06-13,35.189998626708984
2024-06-14,34.88999938964844
2024-06-17,35.11000061035156
2024-06-18,35.38999938964844
2024-06-20,35.709999084472656
2024-06-21,35.5099983215332
2024-06-24,36.25
2024-06-25,36.08000183105469
2024-06-26,35.720001220703125
2024-06-27,35.970001220703125
2024-06-28,36.099998474121094
2024-07-01,36.43000030517578
2024-07-02,36.7599983215332
2024-07-03,36.970001220703125
2024-07-05,37.04999923706055
2024-07-08,36.54999923706055
2024-07-09,34.79999923706055
2024-07-10,34.900001525878906
2024-07-11,35.04999923706055
2024-07-12,35.189998626708984
2024-07-15,35.029998779296875
2024-07-16,34.88999938964844
2024-07-17,35.41999816894531
2024-07-18,35.59000015258789
2024-07-19,35.380001068115234
2024-07-22,35.33000183105469
2024-07-23,34.95000076293945
2024-07-24,34.650001525878906
2024-07-25,35.18000030517578
2024-07-26,35.25
2024-07-29,34.959999084472656
2024-07-30,34.810001373291016
2024-07-31,35.38999938964844
2024-08-01,34.7599983215332
2024-08-02,34.08000183105469
2024-08-05,32.9900016784668
2024-08-06,32.939998626708984
2024-08-07,33.04999923706055
2024-08-08,33.5
2024-08-09,33.2599983215332
2024-08-12,33.650001525878906
2024-08-13,33.709999084472656
2024-08-14,33.70000076293945
2024-08-15,34.119998931884766
2024-08-16,34.11000061035156
2024-08-19,34.13999938964844
2024-08-20,33.380001068115234
2024-08-21,33.52000045776367
2024-08-22,33.5
2024-08-23,34.11000061035156
2024-08-26,34.38999938964844
2024-08-27,34.380001068115234
2024-08-28,34.22999954223633
2024-08-29,34.470001220703125
2024-08-30,33.959999084472656
2024-09-03,32.869998931884766
2024-09-04,32.40999984741211
2024-09-05,32.349998474121094
2024-09-06,31.899999618530273
2024-09-09,31.799999237060547
2024-09-10,31.149999618530273
2024-09-11,31.290000915527344
2024-09-12,31.579999923706055
2024-09-13,31.84000015258789
2024-09-16,32.29999923706055
2024-09-17,32.54999923706055
2024-09-18,32.43000030517578
2024-09-19,32.7599983215332
2024-09-20,32.63999938964844
2024-09-23,32.86000061035156
2024-09-24,32.83000183105469
2024-09-25,31.68000030517578
2024-09-26,30.790000915527344
2024-09-27,31.420000076293945
2024-09-30,31.389999389648438
2024-10-01,32.09000015258789
2024-10-02,32.369998931884766
2024-10-03,32.459999084472656
2024-10-04,32.880001068115234
2024-10-07,33.13999938964844
2024-10-08,32.029998779296875
2024-10-09,31.979999542236328
2024-10-10,32.34000015258789
2024-10-11,32.11000061035156
2024-10-14,31.989999771118164
2024-10-15,30.739999771118164
2024-10-16,30.93000030517578
2024-10-17,31.31999969482422
2024-10-18,31.329999923706055
2024-10-21,31.469999313354492
2024-10-22,31.579999923706055
2024-10-23,31.309999465942383
2024-10-24,31.299999237060547
2024-10-25,31.520000457763672
2024-10-28,31.049999237060547
2024-10-29,29.360000610351562
2024-10-30,29.020000457763672
2024-10-31,29.360000610351562
2024-11-01,29.229999542236328
2024-11-04,29.729999542236328
2024-11-05,29.959999084472656
2024-11-06,30.15999984741211
2024-11-07,30.290000915527344
2024-11-08,28.93000030517578
2024-11-11,28.920000076293945
2024-11-12,28.15999984741211
2024-11-13,28.56999969482422
2024-11-14,29.049999237060547
2024-11-15,28.979999542236328
2024-11-18,29.420000076293945
2024-11-19,29.09000015258789
2024-11-20,29.079999923706055
2024-11-21,29.520000457763672
