Date,AEE
2022-02-28,85.94999694824219
2022-03-01,84.79000091552734
2022-03-02,85.98999786376953
2022-03-03,87.30000305175781
2022-03-04,89.5199966430664
2022-03-07,89.56999969482422
2022-03-08,87.75
2022-03-09,86.73999786376953
2022-03-10,87.55000305175781
2022-03-11,87.48999786376953
2022-03-14,87.37999725341797
2022-03-15,88.45999908447266
2022-03-16,87.93000030517578
2022-03-17,88.61000061035156
2022-03-18,87.8499984741211
2022-03-21,89.45999908447266
2022-03-22,88.58000183105469
2022-03-23,89.12999725341797
2022-03-24,89.55000305175781
2022-03-25,90.77999877929688
2022-03-28,91.80000305175781
2022-03-29,92.4000015258789
2022-03-30,93.81999969482422
2022-03-31,93.76000213623047
2022-04-01,94.79000091552734
2022-04-04,94.38999938964844
2022-04-05,94.94000244140625
2022-04-06,97.12999725341797
2022-04-07,96.80000305175781
2022-04-08,97.06999969482422
2022-04-11,96.4800033569336
2022-04-12,96.75
2022-04-13,96.25
2022-04-14,96.25
2022-04-18,96.08000183105469
2022-04-19,96.62000274658203
2022-04-20,98.51000213623047
2022-04-21,97.80999755859375
2022-04-22,96.87999725341797
2022-04-25,95.91999816894531
2022-04-26,94.91999816894531
2022-04-27,94.33000183105469
2022-04-28,95.44999694824219
2022-04-29,92.9000015258789
2022-05-02,92.0
2022-05-03,92.41999816894531
2022-05-04,93.86000061035156
2022-05-05,93.25
2022-05-06,92.6500015258789
2022-05-09,92.68000030517578
2022-05-10,92.88999938964844
2022-05-11,93.41999816894531
2022-05-12,92.61000061035156
2022-05-13,93.11000061035156
2022-05-16,92.9800033569336
2022-05-17,93.5
2022-05-18,92.80000305175781
2022-05-19,92.4800033569336
2022-05-20,92.63999938964844
2022-05-23,93.2300033569336
2022-05-24,95.51000213623047
2022-05-25,95.48999786376953
2022-05-26,95.87000274658203
2022-05-27,96.55000305175781
2022-05-31,95.19000244140625
2022-06-01,94.37000274658203
2022-06-02,94.11000061035156
2022-06-03,93.30999755859375
2022-06-06,93.1500015258789
2022-06-07,93.72000122070312
2022-06-08,92.33999633789062
2022-06-09,89.94000244140625
2022-06-10,89.23999786376953
2022-06-13,85.58000183105469
2022-06-14,83.30000305175781
2022-06-15,83.26000213623047
2022-06-16,82.0
2022-06-17,81.38999938964844
2022-06-21,82.44999694824219
2022-06-22,83.27999877929688
2022-06-23,85.30999755859375
2022-06-24,87.91000366210938
2022-06-27,88.97000122070312
2022-06-28,89.5999984741211
2022-06-29,89.63999938964844
2022-06-30,90.36000061035156
2022-07-01,92.19000244140625
2022-07-05,87.98999786376953
2022-07-06,88.51000213623047
2022-07-07,88.23999786376953
2022-07-08,87.75
2022-07-11,87.91999816894531
2022-07-12,87.5199966430664
2022-07-13,87.08000183105469
2022-07-14,87.05000305175781
2022-07-15,87.75
2022-07-18,86.41999816894531
2022-07-19,86.47000122070312
2022-07-20,85.8499984741211
2022-07-21,86.30999755859375
2022-07-22,87.43000030517578
2022-07-25,88.27999877929688
2022-07-26,89.4000015258789
2022-07-27,89.38999938964844
2022-07-28,92.05999755859375
2022-07-29,93.12000274658203
2022-08-01,93.0199966430664
2022-08-02,92.52999877929688
2022-08-03,92.30000305175781
2022-08-04,91.58999633789062
2022-08-05,91.30000305175781
2022-08-08,91.88999938964844
2022-08-09,93.45999908447266
2022-08-10,93.94999694824219
2022-08-11,94.02999877929688
2022-08-12,94.83000183105469
2022-08-15,95.98999786376953
2022-08-16,96.0199966430664
2022-08-17,96.33999633789062
2022-08-18,96.69999694824219
2022-08-19,97.3499984741211
2022-08-22,95.83000183105469
2022-08-23,95.33999633789062
2022-08-24,95.73999786376953
2022-08-25,96.31999969482422
2022-08-26,94.79000091552734
2022-08-29,95.25
2022-08-30,93.33999633789062
2022-08-31,92.62000274658203
2022-09-01,93.86000061035156
2022-09-02,92.93000030517578
2022-09-06,92.22000122070312
2022-09-07,95.61000061035156
2022-09-08,94.81999969482422
2022-09-09,95.61000061035156
2022-09-12,95.93000030517578
2022-09-13,93.08000183105469
2022-09-14,93.7300033569336
2022-09-15,91.18000030517578
2022-09-16,91.7300033569336
2022-09-19,92.30000305175781
2022-09-20,91.23999786376953
2022-09-21,90.45999908447266
2022-09-22,90.41000366210938
2022-09-23,89.08000183105469
2022-09-26,86.70999908447266
2022-09-27,85.11000061035156
2022-09-28,86.0
2022-09-29,82.48999786376953
2022-09-30,80.55000305175781
2022-10-03,82.75
2022-10-04,84.06999969482422
2022-10-05,81.44000244140625
2022-10-06,78.83999633789062
2022-10-07,76.95999908447266
2022-10-10,77.69000244140625
2022-10-11,77.87999725341797
2022-10-12,74.94000244140625
2022-10-13,77.19000244140625
2022-10-14,76.25
2022-10-17,77.70999908447266
2022-10-18,79.36000061035156
2022-10-19,78.55999755859375
2022-10-20,76.62000274658203
2022-10-21,77.58000183105469
2022-10-24,77.87000274658203
2022-10-25,79.5199966430664
2022-10-26,79.51000213623047
2022-10-27,80.27999877929688
2022-10-28,82.33000183105469
2022-10-31,81.5199966430664
2022-11-01,82.12000274658203
