Date,BEKE
2022-02-28,19.40999984741211
2022-03-01,20.350000381469727
2022-03-02,18.1200008392334
2022-03-03,17.309999465942383
2022-03-04,14.5
2022-03-07,13.760000228881836
2022-03-08,13.420000076293945
2022-03-09,14.460000038146973
2022-03-10,11.0
2022-03-11,10.039999961853027
2022-03-14,9.0
2022-03-15,9.0600004196167
2022-03-16,14.890000343322754
2022-03-17,12.869999885559082
2022-03-18,14.149999618530273
2022-03-21,12.149999618530273
2022-03-22,13.029999732971191
2022-03-23,13.539999961853027
2022-03-24,13.1899995803833
2022-03-25,12.130000114440918
2022-03-28,12.3100004196167
2022-03-29,12.819999694824219
2022-03-30,13.109999656677246
2022-03-31,12.369999885559082
2022-04-01,14.010000228881836
2022-04-04,16.43000030517578
2022-04-05,15.4399995803833
2022-04-06,15.640000343322754
2022-04-07,14.520000457763672
2022-04-08,15.220000267028809
2022-04-11,14.1899995803833
2022-04-12,13.970000267028809
2022-04-13,14.390000343322754
2022-04-14,14.039999961853027
2022-04-18,13.510000228881836
2022-04-19,13.630000114440918
2022-04-20,12.869999885559082
2022-04-21,11.869999885559082
2022-04-22,12.119999885559082
2022-04-25,12.34000015258789
2022-04-26,12.789999961853027
2022-04-27,13.239999771118164
2022-04-28,13.3100004196167
2022-04-29,14.180000305175781
2022-05-02,14.510000228881836
2022-05-03,14.489999771118164
2022-05-04,14.40999984741211
2022-05-05,13.229999542236328
2022-05-06,12.270000457763672
2022-05-09,11.369999885559082
2022-05-10,11.829999923706055
2022-05-11,11.5
2022-05-12,11.800000190734863
2022-05-13,12.529999732971191
2022-05-16,12.149999618530273
2022-05-17,12.350000381469727
2022-05-18,12.65999984741211
2022-05-19,12.34000015258789
2022-05-20,12.069999694824219
2022-05-23,11.859999656677246
2022-05-24,11.149999618530273
2022-05-25,11.180000305175781
2022-05-26,11.729999542236328
2022-05-27,11.489999771118164
2022-05-31,13.399999618530273
2022-06-01,12.670000076293945
2022-06-02,14.699999809265137
2022-06-03,14.300000190734863
2022-06-06,14.609999656677246
2022-06-07,15.0
2022-06-08,16.459999084472656
2022-06-09,15.329999923706055
2022-06-10,14.5
2022-06-13,14.40999984741211
2022-06-14,15.270000457763672
2022-06-15,15.609999656677246
2022-06-16,14.890000343322754
2022-06-17,15.880000114440918
2022-06-21,17.139999389648438
2022-06-22,16.469999313354492
2022-06-23,17.479999542236328
2022-06-24,18.81999969482422
2022-06-27,18.010000228881836
2022-06-28,17.760000228881836
2022-06-29,17.760000228881836
2022-06-30,17.950000762939453
2022-07-01,17.950000762939453
2022-07-05,17.760000228881836
2022-07-06,15.970000267028809
2022-07-07,16.8700008392334
2022-07-08,16.709999084472656
2022-07-11,15.100000381469727
2022-07-12,15.0600004196167
2022-07-13,15.069999694824219
2022-07-14,14.130000114440918
2022-07-15,13.970000267028809
2022-07-18,14.9399995803833
2022-07-19,15.710000038146973
2022-07-20,15.050000190734863
2022-07-21,14.399999618530273
2022-07-22,13.960000038146973
2022-07-25,15.0
2022-07-26,14.84000015258789
2022-07-27,14.890000343322754
2022-07-28,14.8100004196167
2022-07-29,14.109999656677246
2022-08-01,13.739999771118164
2022-08-02,13.819999694824219
2022-08-03,14.600000381469727
2022-08-04,15.0
2022-08-05,15.050000190734863
2022-08-08,14.289999961853027
2022-08-09,14.029999732971191
2022-08-10,14.34000015258789
