Date,DB
2022-02-28,12.430000305175781
2022-03-01,11.359999656677246
2022-03-02,11.600000381469727
2022-03-03,11.170000076293945
2022-03-04,9.979999542236328
2022-03-07,9.529999732971191
2022-03-08,10.229999542236328
2022-03-09,10.869999885559082
2022-03-10,10.739999771118164
2022-03-11,10.25
2022-03-14,11.130000114440918
2022-03-15,11.369999885559082
2022-03-16,12.210000038146973
2022-03-17,12.270000457763672
2022-03-18,12.279999732971191
2022-03-21,12.25
2022-03-22,12.979999542236328
2022-03-23,12.680000305175781
2022-03-24,12.75
2022-03-25,12.890000343322754
2022-03-28,12.90999984741211
2022-03-29,13.229999542236328
2022-03-30,12.930000305175781
2022-03-31,12.649999618530273
2022-04-01,13.100000381469727
2022-04-04,13.039999961853027
2022-04-05,12.789999961853027
2022-04-06,12.4399995803833
2022-04-07,12.630000114440918
2022-04-08,12.8100004196167
2022-04-11,11.989999771118164
2022-04-12,11.6899995803833
2022-04-13,11.920000076293945
2022-04-14,11.75
2022-04-18,11.819999694824219
2022-04-19,11.930000305175781
2022-04-20,12.09000015258789
2022-04-21,12.170000076293945
2022-04-22,11.779999732971191
2022-04-25,11.430000305175781
2022-04-26,10.880000114440918
2022-04-27,10.130000114440918
2022-04-28,10.239999771118164
2022-04-29,9.880000114440918
2022-05-02,10.079999923706055
2022-05-03,10.430000305175781
2022-05-04,10.640000343322754
2022-05-05,9.890000343322754
2022-05-06,9.84000015258789
2022-05-09,9.5
2022-05-10,9.729999542236328
2022-05-11,9.510000228881836
2022-05-12,9.4399995803833
2022-05-13,9.710000038146973
2022-05-16,9.680000305175781
2022-05-17,10.119999885559082
2022-05-18,9.829999923706055
2022-05-19,10.100000381469727
2022-05-20,9.90999984741211
2022-05-23,10.649999618530273
2022-05-24,10.890000343322754
2022-05-25,11.020000457763672
2022-05-26,11.1899995803833
2022-05-27,11.25
2022-05-31,11.180000305175781
2022-06-01,10.970000267028809
2022-06-02,11.050000190734863
2022-06-03,10.930000305175781
2022-06-06,11.140000343322754
2022-06-07,11.130000114440918
2022-06-08,10.789999961853027
2022-06-09,10.539999961853027
2022-06-10,9.979999542236328
2022-06-13,9.630000114440918
2022-06-14,9.59000015258789
2022-06-15,9.989999771118164
2022-06-16,9.829999923706055
2022-06-17,9.90999984741211
2022-06-21,10.220000267028809
2022-06-22,10.220000267028809
2022-06-23,9.079999923706055
2022-06-24,9.460000038146973
2022-06-27,9.390000343322754
2022-06-28,9.210000038146973
2022-06-29,8.970000267028809
2022-06-30,8.739999771118164
2022-07-01,8.460000038146973
2022-07-05,8.180000305175781
2022-07-06,7.949999809265137
2022-07-07,8.069999694824219
2022-07-08,8.3100004196167
2022-07-11,7.940000057220459
2022-07-12,7.869999885559082
2022-07-13,7.809999942779541
2022-07-14,7.670000076293945
2022-07-15,7.909999847412109
2022-07-18,8.149999618530273
2022-07-19,8.630000114440918
2022-07-20,8.420000076293945
2022-07-21,8.699999809265137
2022-07-22,8.399999618530273
2022-07-25,8.569999694824219
2022-07-26,8.260000228881836
2022-07-27,8.34000015258789
2022-07-28,8.619999885559082
2022-07-29,8.710000038146973
2022-08-01,8.630000114440918
2022-08-02,8.510000228881836
2022-08-03,8.729999542236328
2022-08-04,8.819999694824219
2022-08-05,8.90999984741211
2022-08-08,8.930000305175781
2022-08-09,8.90999984741211
2022-08-10,9.109999656677246
2022-08-11,9.140000343322754
2022-08-12,9.369999885559082
2022-08-15,9.149999618530273
2022-08-16,9.210000038146973
2022-08-17,8.989999771118164
2022-08-18,8.960000038146973
2022-08-19,8.529999732971191
2022-08-22,8.390000343322754
2022-08-23,8.319999694824219
2022-08-24,8.3100004196167
2022-08-25,8.40999984741211
2022-08-26,8.109999656677246
2022-08-29,8.239999771118164
2022-08-30,8.40999984741211
2022-08-31,8.3100004196167
2022-09-01,8.199999809265137
2022-09-02,8.270000457763672
2022-09-06,8.229999542236328
2022-09-07,8.279999732971191
2022-09-08,8.710000038146973
2022-09-09,8.960000038146973
2022-09-12,9.3100004196167
2022-09-13,8.979999542236328
2022-09-14,8.970000267028809
2022-09-15,9.180000305175781
2022-09-16,9.09000015258789
2022-09-19,9.149999618530273
2022-09-20,8.880000114440918
2022-09-21,8.600000381469727
2022-09-22,8.869999885559082
2022-09-23,8.34000015258789
2022-09-26,8.119999885559082
2022-09-27,7.730000019073486
2022-09-28,7.659999847412109
2022-09-29,7.460000038146973
2022-09-30,7.400000095367432
2022-10-03,7.53000020980835
2022-10-04,8.140000343322754
2022-10-05,7.829999923706055
2022-10-06,7.699999809265137
2022-10-07,7.670000076293945
2022-10-10,7.75
2022-10-11,7.440000057220459
2022-10-12,7.610000133514404
2022-10-13,8.239999771118164
2022-10-14,8.319999694824219
2022-10-17,8.40999984741211
2022-10-18,8.680000305175781
2022-10-19,8.670000076293945
2022-10-20,8.680000305175781
2022-10-21,8.920000076293945
2022-10-24,9.0600004196167
2022-10-25,9.289999961853027
2022-10-26,9.369999885559082
2022-10-27,9.720000267028809
2022-10-28,9.800000190734863
2022-10-31,9.579999923706055
2022-11-01,9.609999656677246
2022-11-02,9.5600004196167
2022-11-03,9.40999984741211
2022-11-04,9.720000267028809
2022-11-07,9.800000190734863
2022-11-08,9.890000343322754
2022-11-09,9.640000343322754
2022-11-10,10.180000305175781
2022-11-11,10.619999885559082
2022-11-14,10.470000267028809
2022-11-15,10.550000190734863
2022-11-16,10.529999732971191
2022-11-17,10.520000457763672
2022-11-18,10.5
2022-11-21,10.4399995803833
2022-11-22,10.479999542236328
2022-11-23,10.649999618530273
2022-11-25,10.8100004196167
2022-11-28,10.539999961853027
2022-11-29,10.579999923706055
2022-11-30,10.630000114440918
2022-12-01,10.420000076293945
2022-12-02,10.550000190734863
2022-12-05,10.600000381469727
2022-12-06,10.460000038146973
2022-12-07,10.4399995803833
2022-12-08,10.569999694824219
2022-12-09,10.65999984741211
2022-12-12,10.609999656677246
2022-12-13,10.90999984741211
2022-12-14,10.670000076293945
2022-12-15,10.270000457763672
2022-12-16,10.489999771118164
2022-12-19,10.520000457763672
2022-12-20,11.170000076293945
2022-12-21,11.34000015258789
2022-12-22,11.270000457763672
2022-12-23,11.380000114440918
2022-12-27,11.399999618530273
2022-12-28,11.239999771118164
2022-12-29,11.430000305175781
2022-12-30,11.520000457763672
2023-01-03,11.710000038146973
2023-01-04,12.479999542236328
2023-01-05,12.140000343322754
2023-01-06,12.4399995803833
2023-01-09,12.4399995803833
2023-01-10,12.630000114440918
2023-01-11,12.670000076293945
2023-01-12,12.819999694824219
2023-01-13,12.729999542236328
2023-01-17,12.90999984741211
2023-01-18,12.850000381469727
2023-01-19,12.800000190734863
2023-01-20,13.039999961853027
2023-01-23,12.989999771118164
2023-01-24,13.029999732971191
2023-01-25,13.069999694824219
2023-01-26,13.3100004196167
2023-01-27,13.430000305175781
2023-01-30,13.289999961853027
2023-01-31,13.380000114440918
2023-02-01,13.489999771118164
2023-02-02,12.579999923706055
2023-02-03,12.430000305175781
2023-02-06,12.220000267028809
2023-02-07,12.479999542236328
2023-02-08,12.550000190734863
2023-02-09,12.489999771118164
2023-02-10,12.109999656677246
2023-02-13,12.270000457763672
2023-02-14,12.399999618530273
2023-02-15,12.279999732971191
2023-02-16,12.569999694824219
2023-02-17,12.720000267028809
2023-02-21,12.279999732971191
2023-02-22,12.180000305175781
2023-02-23,12.15999984741211
2023-02-24,11.970000267028809
2023-02-27,12.25
2023-02-28,12.460000038146973
2023-03-01,12.420000076293945
2023-03-02,12.199999809265137
2023-03-03,12.479999542236328
2023-03-06,12.520000457763672
2023-03-07,12.130000114440918
2023-03-08,12.300000190734863
2023-03-09,11.90999984741211
2023-03-10,11.119999885559082
2023-03-13,10.869999885559082
2023-03-14,11.260000228881836
2023-03-15,10.5
2023-03-16,10.319999694824219
2023-03-17,9.890000343322754
2023-03-20,9.90999984741211
2023-03-21,10.59000015258789
2023-03-22,10.279999732971191
2023-03-23,9.649999618530273
2023-03-24,9.350000381469727
2023-03-27,9.789999961853027
2023-03-28,9.649999618530273
2023-03-29,9.9399995803833
2023-03-30,10.039999961853027
2023-03-31,10.210000038146973
2023-04-03,10.380000114440918
2023-04-04,10.300000190734863
2023-04-05,10.199999809265137
2023-04-06,10.390000343322754
2023-04-10,10.319999694824219
2023-04-11,10.5
2023-04-12,10.539999961853027
2023-04-13,10.579999923706055
2023-04-14,10.949999809265137
2023-04-17,10.789999961853027
2023-04-18,10.899999618530273
2023-04-19,11.039999961853027
2023-04-20,10.899999618530273
2023-04-21,10.880000114440918
2023-04-24,10.989999771118164
2023-04-25,10.279999732971191
2023-04-26,10.640000343322754
2023-04-27,10.90999984741211
2023-04-28,11.010000228881836
2023-05-01,10.800000190734863
2023-05-02,10.710000038146973
2023-05-03,10.470000267028809
2023-05-04,10.279999732971191
2023-05-05,10.670000076293945
2023-05-08,10.649999618530273
2023-05-09,10.630000114440918
2023-05-10,10.640000343322754
2023-05-11,10.510000228881836
2023-05-12,10.460000038146973
2023-05-15,10.630000114440918
2023-05-16,10.399999618530273
2023-05-17,10.600000381469727
2023-05-18,10.579999923706055
2023-05-19,10.600000381469727
2023-05-22,10.680000305175781
2023-05-23,10.600000381469727
2023-05-24,10.4399995803833
2023-05-25,10.449999809265137
2023-05-26,10.470000267028809
2023-05-30,10.4399995803833
2023-05-31,10.130000114440918
2023-06-01,10.319999694824219
2023-06-02,10.600000381469727
2023-06-05,10.390000343322754
2023-06-06,10.569999694824219
2023-06-07,10.550000190734863
2023-06-08,10.680000305175781
2023-06-09,10.609999656677246
2023-06-12,10.649999618530273
2023-06-13,10.630000114440918
2023-06-14,10.699999809265137
2023-06-15,10.609999656677246
2023-06-16,10.420000076293945
2023-06-20,10.199999809265137
2023-06-21,10.300000190734863
2023-06-22,10.1899995803833
2023-06-23,9.949999809265137
2023-06-26,10.0
2023-06-27,10.260000228881836
2023-06-28,10.239999771118164
2023-06-29,10.369999885559082
2023-06-30,10.529999732971191
2023-07-03,10.680000305175781
2023-07-05,10.239999771118164
2023-07-06,9.9399995803833
2023-07-07,10.220000267028809
2023-07-10,10.3100004196167
2023-07-11,10.430000305175781
2023-07-12,10.489999771118164
2023-07-13,10.800000190734863
2023-07-14,10.75
2023-07-17,11.029999732971191
2023-07-18,11.069999694824219
2023-07-19,11.25
2023-07-20,11.279999732971191
2023-07-21,11.319999694824219
2023-07-24,11.350000381469727
2023-07-25,11.609999656677246
2023-07-26,11.65999984741211
2023-07-27,11.0600004196167
2023-07-28,11.109999656677246
2023-07-31,11.130000114440918
2023-08-01,11.0
2023-08-02,10.729999542236328
2023-08-03,10.960000038146973
2023-08-04,11.020000457763672
2023-08-07,11.100000381469727
2023-08-08,10.75
2023-08-09,10.819999694824219
2023-08-10,10.960000038146973
2023-08-11,10.949999809265137
2023-08-14,10.899999618530273
2023-08-15,10.779999732971191
2023-08-16,10.6899995803833
2023-08-17,10.720000267028809
2023-08-18,10.720000267028809
2023-08-21,10.729999542236328
2023-08-22,10.609999656677246
2023-08-23,10.710000038146973
2023-08-24,10.710000038146973
2023-08-25,10.720000267028809
2023-08-28,10.960000038146973
2023-08-29,11.170000076293945
2023-08-30,11.149999618530273
2023-08-31,10.890000343322754
2023-09-01,10.890000343322754
2023-09-05,10.399999618530273
2023-09-06,10.270000457763672
2023-09-07,10.220000267028809
2023-09-08,10.329999923706055
2023-09-11,10.5600004196167
2023-09-12,10.569999694824219
2023-09-13,10.84000015258789
2023-09-14,11.010000228881836
2023-09-15,10.930000305175781
2023-09-18,10.729999542236328
2023-09-19,10.729999542236328
2023-09-20,10.699999809265137
2023-09-21,10.710000038146973
2023-09-22,10.720000267028809
2023-09-25,10.6899995803833
2023-09-26,10.600000381469727
2023-09-27,10.899999618530273
2023-09-28,10.9399995803833
2023-09-29,10.989999771118164
2023-10-02,10.609999656677246
2023-10-03,10.369999885559082
2023-10-04,10.489999771118164
2023-10-05,10.539999961853027
2023-10-06,10.699999809265137
2023-10-09,10.550000190734863
2023-10-10,10.779999732971191
2023-10-11,10.819999694824219
2023-10-12,10.600000381469727
2023-10-13,10.420000076293945
2023-10-16,10.699999809265137
2023-10-17,10.649999618530273
2023-10-18,10.329999923706055
2023-10-19,10.229999542236328
2023-10-20,10.109999656677246
