Date,SO
2023-08-02,70.97000122070312
2023-08-03,68.62000274658203
2023-08-04,67.83999633789062
2023-08-07,68.0199966430664
2023-08-08,68.80999755859375
2023-08-09,69.19000244140625
2023-08-10,69.41000366210938
2023-08-11,69.5
2023-08-14,68.83000183105469
2023-08-15,67.77999877929688
2023-08-16,68.11000061035156
2023-08-17,68.25
2023-08-18,67.80999755859375
2023-08-21,67.61000061035156
2023-08-22,67.7300033569336
2023-08-23,67.55000305175781
2023-08-24,67.43000030517578
2023-08-25,68.08999633789062
2023-08-28,68.12999725341797
2023-08-29,68.56999969482422
2023-08-30,68.62000274658203
2023-08-31,67.7300033569336
2023-09-01,67.22000122070312
2023-09-05,66.30000305175781
2023-09-06,66.25
2023-09-07,67.11000061035156
2023-09-08,67.93000030517578
2023-09-11,68.12999725341797
2023-09-12,68.5999984741211
2023-09-13,69.5
2023-09-14,70.9000015258789
2023-09-15,71.08999633789062
2023-09-18,70.94999694824219
2023-09-19,70.91000366210938
2023-09-20,71.19999694824219
2023-09-21,69.9000015258789
2023-09-22,69.37000274658203
2023-09-25,69.29000091552734
2023-09-26,67.11000061035156
2023-09-27,66.13999938964844
2023-09-28,65.06999969482422
2023-09-29,64.72000122070312
2023-10-02,62.709999084472656
2023-10-03,64.02999877929688
2023-10-04,64.62000274658203
2023-10-05,64.58999633789062
2023-10-06,64.97000122070312
2023-10-09,65.91000366210938
2023-10-10,66.44000244140625
2023-10-11,67.0999984741211
2023-10-12,65.69999694824219
2023-10-13,66.55000305175781
2023-10-16,67.5
2023-10-17,67.11000061035156
2023-10-18,66.5999984741211
2023-10-19,66.44000244140625
2023-10-20,65.7300033569336
2023-10-23,65.43000030517578
2023-10-24,66.44999694824219
2023-10-25,66.61000061035156
2023-10-26,67.16000366210938
2023-10-27,66.52999877929688
2023-10-30,66.79000091552734
2023-10-31,67.30000305175781
2023-11-01,68.43000030517578
2023-11-02,70.12000274658203
2023-11-03,70.38999938964844
2023-11-06,69.2300033569336
2023-11-07,68.72000122070312
2023-11-08,68.5999984741211
2023-11-09,68.04000091552734
2023-11-10,68.0999984741211
2023-11-13,67.33999633789062
2023-11-14,69.20999908447266
2023-11-15,68.7699966430664
2023-11-16,70.2699966430664
2023-11-17,69.7699966430664
2023-11-20,69.44000244140625
2023-11-21,69.6500015258789
2023-11-22,69.58999633789062
2023-11-24,69.61000061035156
2023-11-27,70.26000213623047
2023-11-28,70.48999786376953
2023-11-29,70.2300033569336
2023-11-30,70.9800033569336
2023-12-01,71.5199966430664
2023-12-04,71.27999877929688
2023-12-05,70.93000030517578
2023-12-06,72.26000213623047
2023-12-07,71.6500015258789
2023-12-08,71.5
2023-12-11,71.36000061035156
2023-12-12,70.47000122070312
2023-12-13,73.08000183105469
2023-12-14,71.5
2023-12-15,70.86000061035156
2023-12-18,71.41999816894531
2023-12-19,71.26000213623047
2023-12-20,69.69000244140625
2023-12-21,69.37000274658203
2023-12-22,69.44000244140625
2023-12-26,69.44999694824219
2023-12-27,69.41000366210938
2023-12-28,70.16000366210938
2023-12-29,70.12000274658203
2024-01-02,70.8499984741211
2024-01-03,72.23999786376953
2024-01-04,71.70999908447266
2024-01-05,71.61000061035156
2024-01-08,72.16000366210938
2024-01-09,71.87000274658203
2024-01-10,71.83000183105469
2024-01-11,70.58000183105469
2024-01-12,71.41999816894531
2024-01-16,70.31999969482422
2024-01-17,69.62999725341797
2024-01-18,68.7699966430664
2024-01-19,68.94999694824219
2024-01-22,68.81999969482422
2024-01-23,68.83000183105469
2024-01-24,68.19999694824219
2024-01-25,69.23999786376953
2024-01-26,69.11000061035156
2024-01-29,69.19000244140625
2024-01-30,69.25
2024-01-31,69.5199966430664
2024-02-01,70.5
2024-02-02,68.6500015258789
2024-02-05,67.18000030517578
2024-02-06,67.4000015258789
2024-02-07,66.94999694824219
2024-02-08,66.94000244140625
2024-02-09,66.91000366210938
2024-02-12,68.30999755859375
2024-02-13,67.51000213623047
2024-02-14,67.80999755859375
2024-02-15,66.83000183105469
2024-02-16,66.4800033569336
2024-02-20,67.04000091552734
2024-02-21,67.7300033569336
2024-02-22,67.27999877929688
2024-02-23,67.69000244140625
2024-02-26,66.25
2024-02-27,66.45999908447266
2024-02-28,66.80999755859375
2024-02-29,67.25
2024-03-01,66.86000061035156
2024-03-04,68.19999694824219
2024-03-05,67.9800033569336
2024-03-06,68.58000183105469
2024-03-07,69.25
2024-03-08,69.01000213623047
2024-03-11,69.77999877929688
2024-03-12,69.3499984741211
2024-03-13,69.94000244140625
2024-03-14,69.37999725341797
2024-03-15,69.08999633789062
2024-03-18,69.41999816894531
2024-03-19,70.20999908447266
2024-03-20,70.2300033569336
2024-03-21,69.9000015258789
2024-03-22,69.80000305175781
2024-03-25,69.76000213623047
2024-03-26,69.2699966430664
2024-03-27,71.05000305175781
2024-03-28,71.73999786376953
2024-04-01,71.0999984741211
2024-04-02,71.33999633789062
2024-04-03,70.9800033569336
2024-04-04,70.05000305175781
2024-04-05,69.91000366210938
2024-04-08,70.05999755859375
2024-04-09,70.58999633789062
2024-04-10,69.7699966430664
2024-04-11,69.58000183105469
2024-04-12,68.7300033569336
2024-04-15,68.38999938964844
2024-04-16,67.7699966430664
2024-04-17,69.80000305175781
2024-04-18,70.56999969482422
2024-04-19,72.1500015258789
2024-04-22,72.9800033569336
2024-04-23,73.25
2024-04-24,73.91000366210938
2024-04-25,74.37000274658203
2024-04-26,73.20999908447266
2024-04-29,74.38999938964844
2024-04-30,73.5
2024-05-01,74.5199966430664
2024-05-02,75.33000183105469
2024-05-03,75.8499984741211
2024-05-06,75.47000122070312
2024-05-07,76.94999694824219
2024-05-08,77.62999725341797
2024-05-09,78.25
2024-05-10,78.13999938964844
2024-05-13,78.69999694824219
2024-05-14,78.70999908447266
2024-05-15,79.29000091552734
2024-05-16,79.37999725341797
2024-05-17,79.54000091552734
2024-05-20,79.19000244140625
2024-05-21,79.77999877929688
2024-05-22,78.69000244140625
2024-05-23,77.16999816894531
2024-05-24,77.75
2024-05-28,77.54000091552734
2024-05-29,77.19999694824219
2024-05-30,78.08000183105469
2024-05-31,80.13999938964844
2024-06-03,80.38999938964844
2024-06-04,80.70999908447266
2024-06-05,79.41999816894531
2024-06-06,78.6500015258789
2024-06-07,77.94000244140625
2024-06-10,78.97000122070312
2024-06-11,78.5
2024-06-12,78.44000244140625
2024-06-13,78.69000244140625
2024-06-14,78.6500015258789
2024-06-17,77.68000030517578
2024-06-18,77.94000244140625
2024-06-20,78.87000274658203
2024-06-21,78.45999908447266
2024-06-24,79.33999633789062
2024-06-25,78.0199966430664
2024-06-26,78.20999908447266
2024-06-27,78.04000091552734
2024-06-28,77.56999969482422
2024-07-01,77.0
2024-07-02,77.55000305175781
2024-07-03,77.72000122070312
2024-07-05,78.04000091552734
2024-07-08,77.80000305175781
2024-07-09,78.12000274658203
2024-07-10,78.44000244140625
2024-07-11,79.86000061035156
2024-07-12,79.98999786376953
2024-07-15,80.05000305175781
2024-07-16,81.12000274658203
2024-07-17,81.62999725341797
2024-07-18,81.30999755859375
2024-07-19,81.4000015258789
2024-07-22,81.8499984741211
2024-07-23,81.3499984741211
2024-07-24,82.66999816894531
2024-07-25,81.66000366210938
2024-07-26,82.16999816894531
2024-07-29,83.05000305175781
2024-07-30,83.37999725341797
2024-07-31,83.5199966430664
2024-08-01,87.56999969482422
2024-08-02,88.58000183105469
2024-08-05,86.56999969482422
2024-08-06,86.44999694824219
2024-08-07,87.29000091552734
2024-08-08,86.45999908447266
2024-08-09,86.80000305175781
2024-08-12,87.19999694824219
2024-08-13,87.19999694824219
2024-08-14,87.19000244140625
2024-08-15,87.01000213623047
2024-08-16,87.36000061035156
2024-08-19,86.94000244140625
2024-08-20,86.80000305175781
2024-08-21,87.56999969482422
2024-08-22,86.41000366210938
2024-08-23,86.12000274658203
2024-08-26,86.48999786376953
2024-08-27,85.73999786376953
2024-08-28,85.75
2024-08-29,85.80000305175781
2024-08-30,86.4000015258789
2024-09-03,88.91000366210938
2024-09-04,89.12999725341797
2024-09-05,89.51000213623047
2024-09-06,88.41000366210938
2024-09-09,89.31999969482422
2024-09-10,89.63999938964844
2024-09-11,88.7699966430664
2024-09-12,88.48999786376953
2024-09-13,89.44000244140625
2024-09-16,89.88999938964844
2024-09-17,89.6500015258789
2024-09-18,89.01000213623047
2024-09-19,88.86000061035156
2024-09-20,89.69999694824219
2024-09-23,90.5199966430664
2024-09-24,89.7300033569336
2024-09-25,89.3499984741211
2024-09-26,88.94999694824219
2024-09-27,90.0999984741211
2024-09-30,90.18000030517578
2024-10-01,90.87999725341797
2024-10-02,91.58999633789062
2024-10-03,90.69999694824219
2024-10-04,90.30999755859375
2024-10-07,88.88999938964844
2024-10-08,89.29000091552734
2024-10-09,88.93000030517578
2024-10-10,88.26000213623047
2024-10-11,88.95999908447266
2024-10-14,89.83999633789062
2024-10-15,90.70999908447266
2024-10-16,92.29000091552734
2024-10-17,92.69999694824219
2024-10-18,93.23999786376953
2024-10-21,92.7300033569336
2024-10-22,93.08000183105469
2024-10-23,94.1500015258789
2024-10-24,93.61000061035156
2024-10-25,91.87999725341797
2024-10-28,91.79000091552734
2024-10-29,89.81999969482422
2024-10-30,89.36000061035156
2024-10-31,91.02999877929688
2024-11-01,88.54000091552734
2024-11-04,88.12000274658203
2024-11-05,88.69999694824219
2024-11-06,87.41999816894531
2024-11-07,86.93000030517578
2024-11-08,88.63999938964844
2024-11-11,88.33000183105469
2024-11-12,87.70999908447266
2024-11-13,87.5199966430664
2024-11-14,86.77999877929688
2024-11-15,87.93000030517578
2024-11-18,88.04000091552734
2024-11-19,88.29000091552734
2024-11-20,87.97000122070312
2024-11-21,88.13999938964844
