Date,SO
2022-02-28,64.7699966430664
2022-03-01,64.0999984741211
2022-03-02,64.56999969482422
2022-03-03,66.4000015258789
2022-03-04,67.58000183105469
2022-03-07,69.2300033569336
2022-03-08,67.81999969482422
2022-03-09,67.12000274658203
2022-03-10,68.61000061035156
2022-03-11,68.69000244140625
2022-03-14,68.66000366210938
2022-03-15,68.66000366210938
2022-03-16,68.5199966430664
2022-03-17,68.41000366210938
2022-03-18,68.02999877929688
2022-03-21,68.88999938964844
2022-03-22,68.81999969482422
2022-03-23,68.79000091552734
2022-03-24,69.30000305175781
2022-03-25,70.93000030517578
2022-03-28,71.0
2022-03-29,72.05999755859375
2022-03-30,72.5
2022-03-31,72.51000213623047
2022-04-01,74.12000274658203
2022-04-04,73.12000274658203
2022-04-05,74.3499984741211
2022-04-06,76.51000213623047
2022-04-07,75.76000213623047
2022-04-08,76.48999786376953
2022-04-11,74.4800033569336
2022-04-12,75.54000091552734
2022-04-13,75.36000061035156
2022-04-14,75.98999786376953
2022-04-18,75.83000183105469
2022-04-19,76.2699966430664
2022-04-20,76.5
2022-04-21,76.45999908447266
2022-04-22,75.91000366210938
2022-04-25,74.97000122070312
2022-04-26,73.73999786376953
2022-04-27,73.4800033569336
2022-04-28,75.58000183105469
2022-04-29,73.38999938964844
2022-05-02,73.20999908447266
2022-05-03,73.12000274658203
2022-05-04,74.56999969482422
2022-05-05,74.05999755859375
2022-05-06,74.66999816894531
2022-05-09,74.2300033569336
2022-05-10,73.19999694824219
2022-05-11,73.9800033569336
2022-05-12,74.08000183105469
2022-05-13,73.6500015258789
2022-05-16,74.25
2022-05-17,74.1500015258789
2022-05-18,73.81999969482422
2022-05-19,73.33000183105469
2022-05-20,73.41000366210938
2022-05-23,74.1500015258789
2022-05-24,75.69000244140625
2022-05-25,75.69000244140625
2022-05-26,75.29000091552734
2022-05-27,76.06999969482422
2022-05-31,75.66000366210938
2022-06-01,75.55000305175781
2022-06-02,75.94999694824219
2022-06-03,75.26000213623047
2022-06-06,75.3499984741211
2022-06-07,75.69000244140625
2022-06-08,74.62999725341797
2022-06-09,72.88999938964844
2022-06-10,72.13999938964844
2022-06-13,68.75
2022-06-14,66.77999877929688
2022-06-15,66.56999969482422
2022-06-16,66.27999877929688
2022-06-17,65.38999938964844
2022-06-21,67.1500015258789
2022-06-22,67.69000244140625
2022-06-23,69.27999877929688
2022-06-24,69.83000183105469
2022-06-27,70.37000274658203
2022-06-28,70.62000274658203
2022-06-29,70.66999816894531
2022-06-30,71.30999755859375
2022-07-01,73.13999938964844
2022-07-05,70.81999969482422
2022-07-06,71.47000122070312
2022-07-07,71.29000091552734
2022-07-08,71.19000244140625
2022-07-11,71.7699966430664
2022-07-12,71.9800033569336
2022-07-13,71.19999694824219
2022-07-14,71.86000061035156
2022-07-15,72.33000183105469
2022-07-18,71.69000244140625
2022-07-19,71.75
2022-07-20,70.94000244140625
2022-07-21,70.8499984741211
2022-07-22,71.94000244140625
2022-07-25,72.69000244140625
2022-07-26,73.51000213623047
2022-07-27,73.26000213623047
2022-07-28,75.83999633789062
2022-07-29,76.88999938964844
2022-08-01,76.68000030517578
2022-08-02,75.93000030517578
2022-08-03,77.26000213623047
2022-08-04,77.97000122070312
2022-08-05,77.2699966430664
2022-08-08,77.19000244140625
2022-08-09,78.25
2022-08-10,78.29000091552734
2022-08-11,77.9000015258789
2022-08-12,78.12000274658203
2022-08-15,78.37000274658203
2022-08-16,79.06999969482422
2022-08-17,79.25
2022-08-18,79.72000122070312
2022-08-19,80.16000366210938
2022-08-22,79.11000061035156
2022-08-23,78.79000091552734
2022-08-24,78.87000274658203
2022-08-25,79.12000274658203
2022-08-26,78.19999694824219
2022-08-29,78.68000030517578
2022-08-30,77.58000183105469
2022-08-31,77.06999969482422
2022-09-01,78.7699966430664
2022-09-02,77.87000274658203
2022-09-06,77.77999877929688
2022-09-07,79.75
2022-09-08,79.41000366210938
2022-09-09,79.5199966430664
2022-09-12,80.1500015258789
2022-09-13,78.2300033569336
2022-09-14,79.43000030517578
2022-09-15,77.29000091552734
2022-09-16,77.25
2022-09-19,78.2699966430664
2022-09-20,77.22000122070312
2022-09-21,76.12999725341797
2022-09-22,75.94000244140625
2022-09-23,74.98999786376953
2022-09-26,73.1500015258789
2022-09-27,71.72000122070312
2022-09-28,72.5199966430664
2022-09-29,69.37999725341797
2022-09-30,68.0
2022-10-03,69.7300033569336
2022-10-04,70.69000244140625
2022-10-05,68.7300033569336
2022-10-06,65.7300033569336
2022-10-07,64.12000274658203
2022-10-10,63.9900016784668
2022-10-11,63.63999938964844
2022-10-12,61.5
2022-10-13,64.05000305175781
2022-10-14,63.5099983215332
2022-10-17,64.27999877929688
2022-10-18,65.38999938964844
2022-10-19,64.69000244140625
2022-10-20,63.5
2022-10-21,64.5
2022-10-24,64.58999633789062
2022-10-25,65.72000122070312
2022-10-26,65.63999938964844
2022-10-27,65.16999816894531
2022-10-28,66.33999633789062
2022-10-31,65.4800033569336
2022-11-01,65.52999877929688
2022-11-02,64.80000305175781
2022-11-03,64.8499984741211
2022-11-04,64.91000366210938
2022-11-07,63.36000061035156
2022-11-08,63.95000076293945
2022-11-09,63.439998626708984
2022-11-10,65.70999908447266
2022-11-11,65.08999633789062
2022-11-14,64.54000091552734
2022-11-15,65.88999938964844
2022-11-16,65.83000183105469
2022-11-17,64.91999816894531
2022-11-18,65.56999969482422
2022-11-21,65.7300033569336
2022-11-22,65.94999694824219
2022-11-23,66.36000061035156
2022-11-25,66.91000366210938
2022-11-28,65.83999633789062
2022-11-29,65.7300033569336
2022-11-30,67.63999938964844
2022-12-01,67.72000122070312
2022-12-02,67.33999633789062
2022-12-05,67.4800033569336
2022-12-06,68.4800033569336
2022-12-07,68.5
2022-12-08,68.68000030517578
2022-12-09,68.36000061035156
2022-12-12,71.02999877929688
2022-12-13,71.20999908447266
2022-12-14,71.11000061035156
2022-12-15,70.37000274658203
2022-12-16,69.43000030517578
2022-12-19,68.91000366210938
2022-12-20,69.47000122070312
2022-12-21,70.7300033569336
2022-12-22,70.76000213623047
2022-12-23,71.73999786376953
2022-12-27,72.2699966430664
2022-12-28,71.6500015258789
2022-12-29,72.19000244140625
2022-12-30,71.41000366210938
2023-01-03,71.9000015258789
2023-01-04,72.51000213623047
2023-01-05,70.37999725341797
2023-01-06,71.62999725341797
2023-01-09,71.5
2023-01-10,71.11000061035156
2023-01-11,71.55999755859375
2023-01-12,70.33999633789062
2023-01-13,70.31999969482422
2023-01-17,70.05000305175781
2023-01-18,67.72000122070312
2023-01-19,66.44999694824219
2023-01-20,67.12000274658203
2023-01-23,66.86000061035156
2023-01-24,66.69999694824219
2023-01-25,67.26000213623047
2023-01-26,67.5199966430664
2023-01-27,68.0
2023-01-30,67.43000030517578
2023-01-31,67.68000030517578
2023-02-01,68.86000061035156
2023-02-02,68.62000274658203
2023-02-03,67.2699966430664
2023-02-06,67.9000015258789
2023-02-07,67.73999786376953
2023-02-08,66.44999694824219
2023-02-09,65.77999877929688
2023-02-10,66.87999725341797
2023-02-13,67.12999725341797
2023-02-14,66.6500015258789
2023-02-15,66.7699966430664
2023-02-16,65.86000061035156
2023-02-17,66.62999725341797
2023-02-21,65.55000305175781
2023-02-22,65.23999786376953
2023-02-23,64.73999786376953
2023-02-24,64.55999755859375
2023-02-27,64.37000274658203
2023-02-28,63.060001373291016
2023-03-01,62.31999969482422
2023-03-02,63.66999816894531
2023-03-03,64.80999755859375
2023-03-06,65.2300033569336
2023-03-07,64.33000183105469
2023-03-08,64.7300033569336
2023-03-09,64.55000305175781
2023-03-10,63.939998626708984
2023-03-13,65.1500015258789
2023-03-14,66.18000030517578
2023-03-15,67.6500015258789
2023-03-16,68.12000274658203
2023-03-17,67.9000015258789
2023-03-20,68.55000305175781
2023-03-21,67.12999725341797
2023-03-22,66.70999908447266
2023-03-23,66.33999633789062
2023-03-24,68.58999633789062
2023-03-27,68.23999786376953
2023-03-28,68.38999938964844
2023-03-29,69.33999633789062
2023-03-30,69.05999755859375
2023-03-31,69.58000183105469
2023-04-03,68.97000122070312
2023-04-04,69.62999725341797
2023-04-05,71.5
2023-04-06,72.30999755859375
2023-04-10,72.04000091552734
2023-04-11,71.83000183105469
2023-04-12,72.12000274658203
2023-04-13,72.45999908447266
2023-04-14,71.94000244140625
2023-04-17,72.33999633789062
2023-04-18,72.58000183105469
2023-04-19,72.80999755859375
2023-04-20,73.0199966430664
2023-04-21,73.61000061035156
2023-04-24,74.0999984741211
2023-04-25,73.9800033569336
2023-04-26,72.58999633789062
2023-04-27,73.51000213623047
2023-04-28,73.55000305175781
2023-05-01,74.08999633789062
2023-05-02,73.1500015258789
2023-05-03,73.33000183105469
2023-05-04,74.25
2023-05-05,74.94000244140625
2023-05-08,74.56999969482422
2023-05-09,74.69000244140625
2023-05-10,75.66000366210938
2023-05-11,74.6500015258789
2023-05-12,73.3499984741211
2023-05-15,72.41999816894531
2023-05-16,70.9000015258789
2023-05-17,70.94000244140625
2023-05-18,71.05000305175781
2023-05-19,71.41000366210938
2023-05-22,70.94999694824219
2023-05-23,71.1500015258789
2023-05-24,70.8499984741211
2023-05-25,69.81999969482422
2023-05-26,69.47000122070312
2023-05-30,69.83000183105469
2023-05-31,69.75
2023-06-01,69.18000030517578
2023-06-02,69.44999694824219
2023-06-05,69.69000244140625
2023-06-06,69.37000274658203
2023-06-07,70.12999725341797
2023-06-08,71.08000183105469
2023-06-09,71.26000213623047
2023-06-12,70.83999633789062
2023-06-13,70.44999694824219
2023-06-14,70.4800033569336
2023-06-15,70.76000213623047
2023-06-16,71.76000213623047
2023-06-20,70.33999633789062
2023-06-21,71.63999938964844
2023-06-22,71.30000305175781
2023-06-23,70.44999694824219
2023-06-26,71.7300033569336
2023-06-27,71.12000274658203
2023-06-28,69.87000274658203
2023-06-29,69.13999938964844
2023-06-30,70.25
2023-07-03,70.56999969482422
2023-07-05,71.68000030517578
2023-07-06,70.79000091552734
2023-07-07,70.68000030517578
2023-07-10,70.13999938964844
2023-07-11,70.7300033569336
2023-07-12,71.58999633789062
2023-07-13,71.4800033569336
2023-07-14,71.37999725341797
2023-07-17,70.18000030517578
2023-07-18,69.08999633789062
2023-07-19,70.13999938964844
2023-07-20,71.06999969482422
2023-07-21,73.05999755859375
2023-07-24,72.94999694824219
2023-07-25,72.61000061035156
2023-07-26,73.08999633789062
2023-07-27,72.86000061035156
2023-07-28,72.3499984741211
2023-07-31,72.33999633789062
2023-08-01,71.27999877929688
