Date,CTVA
2022-02-28,52.029998779296875
2022-03-01,50.369998931884766
2022-03-02,51.29999923706055
2022-03-03,51.52000045776367
2022-03-04,51.47999954223633
2022-03-07,51.220001220703125
2022-03-08,50.08000183105469
2022-03-09,51.529998779296875
2022-03-10,53.59000015258789
2022-03-11,53.650001525878906
2022-03-14,54.209999084472656
2022-03-15,54.9900016784668
2022-03-16,54.7599983215332
2022-03-17,55.790000915527344
2022-03-18,55.849998474121094
2022-03-21,56.95000076293945
2022-03-22,56.47999954223633
2022-03-23,57.40999984741211
2022-03-24,58.4900016784668
2022-03-25,59.790000915527344
2022-03-28,59.029998779296875
2022-03-29,58.029998779296875
2022-03-30,58.369998931884766
2022-03-31,57.47999954223633
2022-04-01,58.290000915527344
2022-04-04,58.66999816894531
2022-04-05,58.279998779296875
2022-04-06,58.04999923706055
2022-04-07,58.4900016784668
2022-04-08,59.63999938964844
2022-04-11,59.75
2022-04-12,60.630001068115234
2022-04-13,60.95000076293945
2022-04-14,61.0099983215332
2022-04-18,60.95000076293945
2022-04-19,61.13999938964844
2022-04-20,61.31999969482422
2022-04-21,60.209999084472656
2022-04-22,57.68000030517578
2022-04-25,57.29999923706055
2022-04-26,56.630001068115234
2022-04-27,57.220001220703125
2022-04-28,57.81999969482422
2022-04-29,57.689998626708984
2022-05-02,57.34000015258789
2022-05-03,57.2599983215332
2022-05-04,59.13999938964844
2022-05-05,58.040000915527344
2022-05-06,55.7400016784668
2022-05-09,53.08000183105469
2022-05-10,52.81999969482422
2022-05-11,53.599998474121094
2022-05-12,54.04999923706055
2022-05-13,55.470001220703125
2022-05-16,56.540000915527344
2022-05-17,57.61000061035156
2022-05-18,57.09000015258789
2022-05-19,59.0
2022-05-20,59.22999954223633
2022-05-23,60.90999984741211
2022-05-24,62.09000015258789
2022-05-25,62.0099983215332
2022-05-26,63.16999816894531
2022-05-27,62.90999984741211
2022-05-31,62.619998931884766
2022-06-01,62.33000183105469
2022-06-02,62.540000915527344
2022-06-03,62.0
2022-06-06,61.720001220703125
2022-06-07,62.380001068115234
2022-06-08,62.0
2022-06-09,61.08000183105469
2022-06-10,57.97999954223633
2022-06-13,56.2400016784668
2022-06-14,56.38999938964844
2022-06-15,55.529998779296875
2022-06-16,54.040000915527344
2022-06-17,53.220001220703125
2022-06-21,55.369998931884766
2022-06-22,53.43000030517578
2022-06-23,50.93000030517578
2022-06-24,53.560001373291016
2022-06-27,54.2400016784668
2022-06-28,54.27000045776367
2022-06-29,54.529998779296875
2022-06-30,54.13999938964844
2022-07-01,54.119998931884766
2022-07-05,52.099998474121094
2022-07-06,52.040000915527344
2022-07-07,52.849998474121094
2022-07-08,52.72999954223633
2022-07-11,52.90999984741211
2022-07-12,52.560001373291016
2022-07-13,51.970001220703125
2022-07-14,51.4900016784668
2022-07-15,52.0
2022-07-18,52.2400016784668
2022-07-19,53.7400016784668
2022-07-20,54.02000045776367
2022-07-21,53.880001068115234
2022-07-22,54.0099983215332
2022-07-25,55.470001220703125
2022-07-26,55.459999084472656
2022-07-27,56.61000061035156
2022-07-28,56.959999084472656
2022-07-29,57.54999923706055
2022-08-01,56.900001525878906
2022-08-02,55.7400016784668
2022-08-03,55.70000076293945
2022-08-04,55.220001220703125
2022-08-05,57.900001525878906
2022-08-08,59.09000015258789
2022-08-09,59.720001220703125
2022-08-10,60.09000015258789
2022-08-11,60.27000045776367
2022-08-12,61.7599983215332
2022-08-15,61.61000061035156
2022-08-16,62.099998474121094
2022-08-17,61.869998931884766
2022-08-18,62.369998931884766
2022-08-19,61.33000183105469
2022-08-22,61.040000915527344
2022-08-23,61.77000045776367
2022-08-24,61.900001525878906
2022-08-25,63.2400016784668
2022-08-26,62.31999969482422
2022-08-29,61.90999984741211
2022-08-30,61.77000045776367
2022-08-31,61.43000030517578
2022-09-01,60.810001373291016
2022-09-02,61.2400016784668
2022-09-06,60.31999969482422
2022-09-07,61.81999969482422
2022-09-08,62.040000915527344
2022-09-09,62.52000045776367
2022-09-12,62.11000061035156
2022-09-13,62.650001525878906
2022-09-14,63.810001373291016
2022-09-15,62.119998931884766
2022-09-16,61.349998474121094
2022-09-19,61.41999816894531
2022-09-20,61.400001525878906
2022-09-21,59.22999954223633
2022-09-22,59.7599983215332
2022-09-23,57.91999816894531
2022-09-26,57.61000061035156
2022-09-27,57.2599983215332
2022-09-28,58.380001068115234
2022-09-29,57.209999084472656
2022-09-30,57.150001525878906
2022-10-03,59.18000030517578
2022-10-04,61.7599983215332
2022-10-05,61.52000045776367
2022-10-06,60.88999938964844
2022-10-07,60.83000183105469
2022-10-10,61.04999923706055
2022-10-11,60.7599983215332
2022-10-12,60.790000915527344
2022-10-13,62.95000076293945
2022-10-14,58.72999954223633
2022-10-17,60.36000061035156
2022-10-18,61.619998931884766
2022-10-19,61.79999923706055
2022-10-20,61.93000030517578
2022-10-21,62.880001068115234
2022-10-24,63.36000061035156
2022-10-25,64.95999908447266
2022-10-26,65.87000274658203
2022-10-27,65.97000122070312
2022-10-28,66.0199966430664
2022-10-31,65.33999633789062
2022-11-01,67.11000061035156
2022-11-02,66.91000366210938
2022-11-03,66.9800033569336
2022-11-04,65.37000274658203
2022-11-07,66.04000091552734
2022-11-08,67.19000244140625
2022-11-09,67.05000305175781
2022-11-10,67.20999908447266
2022-11-11,64.7699966430664
2022-11-14,66.7300033569336
2022-11-15,66.72000122070312
2022-11-16,65.3499984741211
2022-11-17,65.43000030517578
2022-11-18,65.19999694824219
2022-11-21,65.1500015258789
2022-11-22,66.08999633789062
2022-11-23,65.80000305175781
2022-11-25,66.33000183105469
2022-11-28,64.93000030517578
2022-11-29,65.56999969482422
2022-11-30,67.16000366210938
2022-12-01,66.25
2022-12-02,67.30999755859375
2022-12-05,64.36000061035156
2022-12-06,63.65999984741211
2022-12-07,63.7599983215332
2022-12-08,63.7400016784668
2022-12-09,62.9900016784668
2022-12-12,62.290000915527344
2022-12-13,62.63999938964844
2022-12-14,61.70000076293945
2022-12-15,60.22999954223633
2022-12-16,59.779998779296875
2022-12-19,58.29999923706055
2022-12-20,58.88999938964844
2022-12-21,59.38999938964844
2022-12-22,58.900001525878906
2022-12-23,59.380001068115234
2022-12-27,59.7599983215332
2022-12-28,58.630001068115234
2022-12-29,58.97999954223633
2022-12-30,58.779998779296875
2023-01-03,58.93000030517578
2023-01-04,59.689998626708984
2023-01-05,59.040000915527344
2023-01-06,61.0099983215332
2023-01-09,61.11000061035156
2023-01-10,61.75
2023-01-11,62.08000183105469
2023-01-12,62.58000183105469
2023-01-13,62.720001220703125
2023-01-17,62.70000076293945
2023-01-18,61.5099983215332
2023-01-19,62.220001220703125
2023-01-20,62.36000061035156
2023-01-23,61.900001525878906
2023-01-24,62.5099983215332
2023-01-25,63.130001068115234
2023-01-26,63.130001068115234
2023-01-27,63.83000183105469
2023-01-30,62.529998779296875
2023-01-31,64.44999694824219
2023-02-01,64.4800033569336
2023-02-02,62.0
2023-02-03,61.5
2023-02-06,60.70000076293945
2023-02-07,60.709999084472656
2023-02-08,61.880001068115234
2023-02-09,62.599998474121094
2023-02-10,64.47000122070312
2023-02-13,62.470001220703125
2023-02-14,62.18000030517578
2023-02-15,62.11000061035156
2023-02-16,62.75
2023-02-17,61.810001373291016
2023-02-21,60.060001373291016
2023-02-22,61.939998626708984
2023-02-23,62.0
2023-02-24,61.68000030517578
2023-02-27,62.11000061035156
2023-02-28,62.290000915527344
2023-03-01,62.150001525878906
2023-03-02,63.54999923706055
2023-03-03,63.70000076293945
2023-03-06,63.25
2023-03-07,62.970001220703125
2023-03-08,62.20000076293945
2023-03-09,59.91999816894531
2023-03-10,58.88999938964844
2023-03-13,58.619998931884766
2023-03-14,58.91999816894531
2023-03-15,56.849998474121094
2023-03-16,56.959999084472656
2023-03-17,56.61000061035156
2023-03-20,57.619998931884766
2023-03-21,58.5099983215332
2023-03-22,57.439998626708984
2023-03-23,56.810001373291016
2023-03-24,56.84000015258789
2023-03-27,57.70000076293945
2023-03-28,58.099998474121094
2023-03-29,59.939998626708984
2023-03-30,59.95000076293945
2023-03-31,60.310001373291016
2023-04-03,61.0
2023-04-04,60.400001525878906
2023-04-05,60.720001220703125
2023-04-06,59.79999923706055
2023-04-10,60.290000915527344
2023-04-11,60.93000030517578
2023-04-12,61.790000915527344
2023-04-13,62.720001220703125
2023-04-14,62.130001068115234
2023-04-17,62.77000045776367
2023-04-18,62.970001220703125
2023-04-19,62.25
2023-04-20,61.88999938964844
2023-04-21,61.47999954223633
2023-04-24,61.5099983215332
2023-04-25,60.529998779296875
2023-04-26,59.63999938964844
2023-04-27,60.66999816894531
2023-04-28,61.119998931884766
2023-05-01,61.459999084472656
2023-05-02,60.63999938964844
2023-05-03,60.0
2023-05-04,56.880001068115234
2023-05-05,58.25
2023-05-08,57.59000015258789
2023-05-09,57.099998474121094
2023-05-10,57.56999969482422
2023-05-11,56.83000183105469
2023-05-12,57.02000045776367
2023-05-15,57.900001525878906
2023-05-16,56.970001220703125
2023-05-17,55.959999084472656
2023-05-18,56.189998626708984
2023-05-19,56.970001220703125
2023-05-22,56.86000061035156
2023-05-23,56.029998779296875
2023-05-24,55.25
2023-05-25,54.849998474121094
2023-05-26,55.16999816894531
2023-05-30,54.970001220703125
2023-05-31,53.4900016784668
2023-06-01,53.86000061035156
2023-06-02,55.91999816894531
2023-06-05,56.20000076293945
2023-06-06,57.619998931884766
2023-06-07,58.09000015258789
2023-06-08,57.83000183105469
2023-06-09,56.439998626708984
2023-06-12,57.0
2023-06-13,57.70000076293945
2023-06-14,57.029998779296875
2023-06-15,57.68000030517578
2023-06-16,57.22999954223633
2023-06-20,56.540000915527344
2023-06-21,58.56999969482422
2023-06-22,57.88999938964844
2023-06-23,57.22999954223633
2023-06-26,58.0099983215332
2023-06-27,57.33000183105469
2023-06-28,56.939998626708984
2023-06-29,57.70000076293945
2023-06-30,57.29999923706055
2023-07-03,58.0
2023-07-05,56.54999923706055
2023-07-06,56.619998931884766
2023-07-07,57.29999923706055
2023-07-10,54.09000015258789
2023-07-11,54.52000045776367
2023-07-12,54.029998779296875
2023-07-13,54.61000061035156
2023-07-14,54.25
2023-07-17,54.59000015258789
2023-07-18,55.099998474121094
2023-07-19,56.189998626708984
2023-07-20,56.619998931884766
2023-07-21,56.349998474121094
2023-07-24,56.70000076293945
2023-07-25,56.22999954223633
2023-07-26,55.790000915527344
2023-07-27,55.59000015258789
2023-07-28,56.13999938964844
2023-07-31,56.43000030517578
2023-08-01,55.939998626708984
2023-08-02,55.900001525878906
